Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
1,100,2,600,0.003775,8.4e-05,0.002512,8.5e-05,0.001651,0.000504,0.001643,0.001599,0.001617,7.4e-05,0.002004,8.2e-05,0.00168,0.000523,0.00165,0.000327
21,100,2,600,0.003888,0.002978,0.050177,0.003351,0.00391,0.003729,0.004191,0.004016,0.004227,0.003292,0.004626,0.003314,0.004286,0.00379,0.004216,0.003593
41,100,2,600,0.005095,0.010875,0.152967,0.012403,0.010484,0.014322,0.010506,0.012719,0.010392,0.012317,0.010727,0.012282,0.01041,0.012877,0.010211,0.012619
61,100,2,600,0.007887,0.023649,0.240795,0.024384,0.021144,0.027404,0.022162,0.026802,0.021156,0.02633,0.022349,0.026642,0.021477,0.031366,0.021806,0.026906
81,100,2,600,0.010762,0.044024,0.422192,0.05433,0.047525,0.057744,0.040139,0.0603,0.075986,0.068987,0.081935,0.07641,0.081008,0.081725,0.045705,0.065848
101,100,2,600,0.015748,0.075123,0.771798,0.076459,0.058118,0.077294,0.056423,0.075876,0.056788,0.072878,0.063367,0.076978,0.066391,0.099356,0.065851,0.086209
1,100,2,600,0.009164,0.000134,0.003456,0.000141,0.002811,0.000747,0.003351,0.000517,0.002929,0.000112,0.003343,0.000112,0.002941,0.000987,0.002874,0.000536
21,100,2,600,0.132419,0.018383,0.023508,0.005304,0.009276,0.005639,0.006113,0.005175,0.004988,0.003304,0.005269,0.00341,0.008947,0.00626,0.008665,0.005018
41,100,2,600,0.223065,0.130553,0.145671,0.020413,0.022786,0.020061,0.019335,0.023571,0.020475,0.018768,0.029752,0.021995,0.017837,0.02228,0.011507,0.013405
61,100,2,600,0.199502,0.160486,0.156628,0.027096,0.023353,0.028949,0.022687,0.028246,0.022379,0.026839,0.023079,0.027223,0.022467,0.029086,0.021743,0.027932
81,100,2,600,0.219956,0.25396,0.210649,0.046653,0.047367,0.059323,0.049122,0.059085,0.046864,0.055765,0.068112,0.070885,0.064412,0.060315,0.08082,0.083744
101,100,2,600,0.328406,0.470816,0.264264,0.0843,0.061411,0.079284,0.057511,0.076945,0.057088,0.072578,0.063442,0.072932,0.056724,0.07759,0.063164,0.08412
1,100,2,600,0.009586,0.000153,0.003297,0.000131,0.003258,0.000384,0.005459,0.00026,0.003079,0.000115,0.003239,0.000118,0.003297,0.000415,0.003022,0.000254
21,100,2,600,0.182482,0.023891,0.021234,0.005177,0.009526,0.007353,0.010225,0.005928,0.007713,0.005211,0.010111,0.006823,0.007338,0.007728,0.009416,0.006553
41,100,2,600,0.174191,0.112277,0.071237,0.025438,0.034667,0.028985,0.023915,0.019254,0.022458,0.015435,0.019815,0.020961,0.020483,0.019939,0.026583,0.031043
61,100,2,600,0.24095,0.179574,0.101255,0.03847,0.031627,0.042881,0.025954,0.03181,0.022157,0.026624,0.024932,0.025666,0.023103,0.02997,0.022817,0.031867
81,100,2,600,0.197007,0.233065,0.196844,0.046635,0.038465,0.051027,0.041926,0.047288,0.03899,0.047864,0.047444,0.055213,0.076648,0.103631,0.07696,0.078697
101,100,2,600,0.249973,0.391939,0.452151,0.091623,0.075034,0.084532,0.064119,0.073172,0.057026,0.072804,0.056728,0.072657,0.059547,0.074638,0.061548,0.07181
1,100,2,600,0.00409,7.6e-05,0.002582,8.5e-05,0.001807,0.000884,0.001831,0.001767,0.001773,7.5e-05,0.002369,8.7e-05,0.001799,0.000924,0.001783,0.00053
21,100,2,600,0.008953,0.004424,0.024093,0.003272,0.004387,0.004032,0.004558,0.004027,0.004518,0.003126,0.004912,0.003717,0.004399,0.004469,0.004346,0.003899
41,100,2,600,0.017964,0.021682,0.136129,0.012234,0.01356,0.015983,0.015732,0.023958,0.035026,0.027089,0.034656,0.022567,0.030868,0.025462,0.029457,0.028015
61,100,2,600,0.103219,0.109252,0.27633,0.043784,0.0405,0.045493,0.050974,0.050968,0.048075,0.04683,0.049993,0.04603,0.05068,0.050865,0.047218,0.034497
81,100,2,600,0.071962,0.119606,0.525524,0.051634,0.040483,0.048234,0.038841,0.050061,0.03884,0.047235,0.038801,0.047478,0.038533,0.050439,0.038464,0.050196
101,100,2,600,0.119904,0.233624,1.07525,0.099425,0.082621,0.103083,0.066059,0.085668,0.062867,0.075208,0.057543,0.072948,0.056931,0.076843,0.056938,0.076244
1,100,2,600,0.015387,0.000171,0.00329,0.00013,0.003962,0.002464,0.003947,0.000588,0.003941,0.000152,0.003173,0.000114,0.003947,0.001064,0.003959,0.00068
21,100,2,600,0.473603,0.027606,0.006782,0.00324,0.00515,0.004761,0.005366,0.003885,0.004749,0.003285,0.00514,0.003289,0.00478,0.004835,0.004786,0.004297
41,100,2,600,0.675968,0.16502,0.027458,0.019858,0.022587,0.025089,0.015279,0.021784,0.01615,0.014431,0.011796,0.011828,0.026279,0.02493,0.019656,0.019978
61,100,2,600,0.892615,0.315898,0.046047,0.028804,0.021896,0.029136,0.022329,0.028187,0.022468,0.026801,0.022642,0.026554,0.02224,0.02918,0.021944,0.028068
81,100,2,600,1.3728,0.442593,0.101104,0.076485,0.073733,0.104956,0.079378,0.078789,0.068581,0.056472,0.051207,0.06396,0.044747,0.055884,0.039197,0.052108
101,100,2,600,3.1774,0.667451,0.113437,0.077038,0.06328,0.070767,0.063381,0.06983,0.058304,0.070125,0.062862,0.072461,0.06273,0.080433,0.075782,0.07931
1,100,2,600,0.004966,0.000114,0.003009,8.6e-05,0.002082,0.00071,0.002033,0.001952,0.001822,7.7e-05,0.002468,7.5e-05,0.001861,0.000615,0.001847,0.000391
21,100,2,600,0.004488,0.00313,0.029584,0.003386,0.005441,0.0045,0.009566,0.004284,0.006026,0.003954,0.008803,0.004412,0.006726,0.00469,0.006065,0.00382
41,100,2,600,0.007792,0.016064,0.187981,0.022563,0.037179,0.032918,0.035459,0.030457,0.020453,0.017102,0.013531,0.016074,0.011884,0.012002,0.01984,0.021854
61,100,2,600,0.011718,0.026726,0.324811,0.03746,0.037606,0.040622,0.030476,0.03247,0.02999,0.031817,0.032225,0.030947,0.023424,0.02659,0.021699,0.031977
81,100,2,600,0.011133,0.044247,0.314271,0.049967,0.041114,0.046565,0.03866,0.049728,0.038662,0.048392,0.041885,0.050266,0.040929,0.05241,0.041464,0.051818
101,100,2,600,0.016549,0.069186,0.691523,0.091669,0.082281,0.099167,0.066811,0.087919,0.068848,0.083848,0.066618,0.081064,0.066543,0.084421,0.05874,0.082886
1,100,2,600,0.003457,7.5e-05,0.00347,8.7e-05,0.001617,0.000496,0.001638,0.000294,0.001591,7.3e-05,0.001989,7.3e-05,0.001622,0.000544,0.001612,0.000335
21,100,2,600,0.003757,0.002939,0.040106,0.003337,0.004236,0.003714,0.004205,0.003953,0.004312,0.003137,0.004538,0.00329,0.004184,0.004004,0.004175,0.003559
41,100,2,600,0.004957,0.010781,0.160779,0.012155,0.010299,0.012731,0.010227,0.012487,0.010188,0.012127,0.011263,0.013722,0.010305,0.01316,0.010581,0.012483
61,100,2,600,0.007039,0.02378,0.250875,0.027078,0.022724,0.028572,0.023477,0.032764,0.022624,0.027048,0.023311,0.027032,0.021939,0.028217,0.022319,0.028105
81,100,2,600,0.010651,0.043694,0.590635,0.06288,0.067367,0.073768,0.041151,0.055608,0.047209,0.055515,0.046757,0.055304,0.0461,0.059275,0.047557,0.058633
101,100,2,600,0.018278,0.073804,0.884557,0.070895,0.060742,0.081261,0.059557,0.078615,0.062504,0.074504,0.073877,0.079468,0.081314,0.101435,0.081079,0.088081
1,100,2,600,0.00635,0.000134,0.002912,9.8e-05,0.00229,0.000788,0.001804,0.00031,0.001908,7.3e-05,0.00247,7.5e-05,0.001953,0.000832,0.001862,0.000395
21,100,2,600,0.016948,0.00989,0.046472,0.00341,0.019426,0.012005,0.015234,0.008979,0.010353,0.006963,0.01096,0.00533,0.017561,0.011545,0.016138,0.009394
41,100,2,600,0.02311,0.027472,0.205474,0.014921,0.047663,0.044138,0.05014,0.042875,0.036502,0.030934,0.027846,0.023133,0.035513,0.03641,0.041465,0.039649
61,100,2,600,0.031679,0.055803,0.312837,0.026956,0.053023,0.066895,0.048154,0.062491,0.053761,0.057342,0.038319,0.042197,0.052693,0.058414,0.053204,0.059284
81,100,2,600,0.104436,0.153689,0.534356,0.062809,0.13429,0.152309,0.150621,0.16746,0.149881,0.16114,0.069259,0.076094,0.121075,0.142891,0.129367,0.147905
101,100,2,600,0.16848,0.300167,1.01568,0.084029,0.333236,0.356407,0.230983,0.245894,0.342848,0.352494,0.112457,0.138693,0.332508,0.365681,0.307633,0.337945
1,100,2,600,0.004487,0.000108,0.002906,9.1e-05,0.002101,0.00103,0.001871,0.000396,0.00178,7.6e-05,0.002225,7.7e-05,0.001929,0.000875,0.00186,0.000407
21,100,2,600,0.005252,0.005791,0.038687,0.004242,0.005072,0.005168,0.005467,0.004335,0.004977,0.003514,0.006937,0.004648,0.007798,0.009637,0.006523,0.005742
41,100,2,600,0.007177,0.017842,0.193769,0.014986,0.01621,0.016072,0.016225,0.016172,0.016025,0.015025,0.015917,0.014919,0.015294,0.017001,0.012779,0.014059
61,100,2,600,0.009396,0.026413,0.288424,0.029386,0.028946,0.035333,0.030703,0.039506,0.031245,0.033292,0.030297,0.032998,0.029943,0.035037,0.042519,0.041526
81,100,2,600,0.012493,0.049815,0.380493,0.054563,0.039631,0.051217,0.04188,0.050871,0.041149,0.049772,0.041472,0.049826,0.041076,0.052847,0.04152,0.052537
101,100,2,600,0.015924,0.068118,1.16088,0.077639,0.067414,0.084069,0.069406,0.08813,0.072653,0.098661,0.079448,0.085272,0.058832,0.078247,0.061641,0.079233
1,100,2,600,0.007336,0.000117,0.003368,0.000129,0.002716,0.000717,0.002688,0.000433,0.002683,0.00011,0.00328,0.000114,0.00272,0.000775,0.00271,0.000483
21,100,2,600,0.251272,0.022664,0.011954,0.003271,0.005123,0.004465,0.004894,0.003948,0.004632,0.003309,0.005223,0.003296,0.004676,0.004773,0.004667,0.003942
41,100,2,600,0.256646,0.08125,0.067326,0.012194,0.011337,0.013913,0.010873,0.012967,0.010798,0.012252,0.011313,0.012224,0.010681,0.013823,0.010647,0.013018
61,100,2,600,0.344657,0.220934,0.109769,0.032743,0.029335,0.028317,0.027235,0.032293,0.030296,0.030994,0.030215,0.031522,0.030484,0.035194,0.03026,0.035471
81,100,2,600,0.532747,0.399806,0.198764,0.04865,0.04247,0.053541,0.041327,0.052465,0.041087,0.048609,0.043222,0.046828,0.03909,0.05365,0.040167,0.052052
101,100,2,600,0.414002,0.530589,0.281362,0.07985,0.077274,0.095148,0.084347,0.099697,0.071459,0.089179,0.064347,0.073941,0.061136,0.081925,0.062596,0.08121
1,100,2,600,0.013825,0.000178,0.003236,8.6e-05,0.004033,0.00095,0.004029,0.000563,0.003963,0.00015,0.003709,0.000114,0.003996,0.001041,0.003972,0.000673
21,100,2,600,0.658948,0.029019,0.009262,0.003043,0.004993,0.004413,0.005025,0.003768,0.004773,0.002856,0.00511,0.003091,0.004615,0.00444,0.004657,0.003726
41,100,2,600,0.457727,0.099968,0.038227,0.014636,0.016186,0.018073,0.016406,0.01557,0.015151,0.014341,0.016821,0.013689,0.016163,0.020784,0.012589,0.014111
61,100,2,600,0.622038,0.266239,0.143696,0.043215,0.024865,0.03331,0.039378,0.034484,0.048993,0.035955,0.024438,0.025596,0.024153,0.029005,0.023455,0.027563
81,100,2,600,0.510309,0.341016,0.197801,0.044084,0.039397,0.049079,0.044773,0.052902,0.049016,0.052785,0.049303,0.051245,0.04901,0.058259,0.043897,0.053986
101,100,2,600,0.759986,0.658704,0.268017,0.070038,0.05993,0.076709,0.06601,0.070813,0.057686,0.069505,0.058155,0.068665,0.057652,0.074644,0.066034,0.08271
1,100,2,600,0.010126,0.000153,0.005405,0.000144,0.003544,0.001056,0.003456,0.000569,0.00339,0.000108,0.003573,0.000118,0.003512,0.001142,0.003499,0.000607
21,100,2,600,0.348844,0.026604,0.012214,0.003633,0.006885,0.004888,0.006217,0.004938,0.005977,0.003279,0.005674,0.002723,0.005187,0.004416,0.00824,0.006906
41,100,2,600,0.341698,0.122594,0.057096,0.022097,0.035157,0.034548,0.036245,0.029339,0.021044,0.020671,0.017993,0.014479,0.024776,0.021054,0.025036,0.025285
61,100,2,600,0.337221,0.190992,0.077407,0.025491,0.024042,0.027893,0.023094,0.02728,0.023088,0.029255,0.024323,0.025523,0.024082,0.028065,0.023319,0.026964
81,100,2,600,0.341389,0.27217,0.094736,0.044585,0.047202,0.057182,0.051637,0.054375,0.049236,0.052999,0.088348,0.065516,0.049664,0.076636,0.08466,0.081398
101,100,2,600,0.468134,0.515428,0.198867,0.069683,0.060121,0.077898,0.061174,0.07138,0.061071,0.066949,0.058186,0.069702,0.057592,0.074486,0.063307,0.077644
1,100,2,600,0.008618,0.000124,0.002045,9.3e-05,0.002151,0.000584,0.001813,0.000306,0.001855,7.2e-05,0.001904,7.4e-05,0.001797,0.000573,0.001849,0.000321
21,100,2,600,0.024023,0.008843,0.034073,0.00377,0.009217,0.006764,0.010434,0.005781,0.009842,0.005543,0.012095,0.005472,0.009716,0.006329,0.010032,0.006286
41,100,2,600,0.047008,0.056703,0.190586,0.026806,0.031134,0.025147,0.028907,0.025107,0.038607,0.026618,0.057421,0.037081,0.032067,0.028934,0.032367,0.032605
61,100,2,600,0.069724,0.079468,0.314081,0.034282,0.060866,0.055351,0.044751,0.048977,0.038853,0.038347,0.040574,0.044036,0.037552,0.045189,0.037505,0.040755
81,100,2,600,0.050904,0.098327,0.349378,0.043993,0.06513,0.073825,0.070554,0.079186,0.116384,0.09036,0.144996,0.090573,0.088792,0.108282,0.137237,0.114336
101,100,2,600,0.098208,0.185543,0.511208,0.069898,0.100504,0.119417,0.099218,0.112038,0.098105,0.129988,0.128949,0.113449,0.146248,0.142914,0.122626,0.129487
1,100,2,600,0.006229,9.1e-05,0.002964,8.6e-05,0.001864,0.002717,0.003442,0.000414,0.00177,7.1e-05,0.002662,7.7e-05,0.00173,0.000697,0.001664,0.000369
21,100,2,600,0.008636,0.005322,0.041501,0.004299,0.013482,0.0113,0.01393,0.008688,0.012499,0.006134,0.017865,0.007542,0.013558,0.010698,0.013188,0.009177
41,100,2,600,0.02067,0.035611,0.237875,0.022961,0.028164,0.025833,0.018609,0.018952,0.027459,0.024329,0.032815,0.024506,0.021194,0.024513,0.017616,0.017804
61,100,2,600,0.015163,0.032801,0.255983,0.024943,0.036284,0.040707,0.037498,0.04069,0.037249,0.043241,0.038812,0.038977,0.037228,0.045092,0.037249,0.044448
81,100,2,600,0.022657,0.059059,0.501717,0.062755,0.149162,0.13013,0.072095,0.092192,0.145593,0.119272,0.147557,0.11606,0.076044,0.099623,0.064846,0.072331
101,100,2,600,0.031593,0.09156,0.528275,0.068776,0.102043,0.108015,0.117912,0.134161,0.140302,0.133968,0.121476,0.126961,0.142698,0.145722,0.116257,0.13545
1,100,2,600,0.012457,0.000159,0.00219,8.6e-05,0.001836,0.000654,0.001793,0.000339,0.001778,6.9e-05,0.001788,7e-05,0.001799,0.000636,0.001766,0.000384
21,100,2,600,0.008808,0.004145,0.027909,0.003141,0.004886,0.003818,0.00638,0.003659,0.005195,0.003289,0.005951,0.003289,0.005027,0.00395,0.004363,0.003403
41,100,2,600,0.010374,0.01481,0.135008,0.011504,0.010709,0.012135,0.011065,0.011369,0.010582,0.011415,0.011312,0.011495,0.010587,0.012214,0.010462,0.011837
61,100,2,600,0.014839,0.032453,0.245649,0.025594,0.022198,0.026267,0.022394,0.026494,0.022281,0.025217,0.022959,0.02509,0.022255,0.026558,0.021778,0.025972
81,100,2,600,0.022734,0.059523,0.388938,0.058609,0.094857,0.068778,0.064773,0.067677,0.06231,0.064803,0.061692,0.071095,0.075267,0.071012,0.080048,0.072884
101,100,2,600,0.040454,0.108347,0.697241,0.074677,0.057682,0.073537,0.057958,0.073092,0.057949,0.070438,0.061635,0.071318,0.061704,0.07894,0.082322,0.094681
1,100,2,600,0.008761,0.000137,0.00177,8.5e-05,0.001841,0.000994,0.001568,0.000403,0.0016,6.9e-05,0.001592,7e-05,0.001623,0.000923,0.001638,0.000466
21,100,2,600,0.06382,0.015518,0.044394,0.003875,0.01103,0.008297,0.011204,0.006584,0.012782,0.007464,0.0155,0.006032,0.013061,0.010243,0.016175,0.011775
41,100,2,600,0.088444,0.074243,0.17756,0.020777,0.043512,0.04194,0.05737,0.041256,0.035026,0.027787,0.034597,0.032893,0.02759,0.027776,0.040785,0.026217
61,100,2,600,0.0988,0.100744,0.247728,0.027549,0.036766,0.040843,0.037091,0.040441,0.0374,0.038306,0.039591,0.037601,0.031118,0.040888,0.037012,0.04035
81,100,2,600,0.111947,0.158478,0.39043,0.061507,0.087734,0.102583,0.131368,0.109269,0.359512,0.321747,0.07016,0.076435,0.063562,0.070075,0.064094,0.07266
101,100,2,600,0.068973,0.153081,0.548756,0.070874,0.439291,0.434608,0.374593,0.373005,0.358217,0.352316,0.145912,0.127776,0.412617,0.40301,0.341275,0.360389
1,100,2,600,0.018663,0.000154,0.003222,0.000124,0.003938,0.000991,0.003959,0.000601,0.003553,0.000143,0.003062,0.000106,0.002659,0.000809,0.002648,0.000491
21,100,2,600,0.232653,0.019037,0.010862,0.003032,0.004924,0.004166,0.004938,0.003578,0.004602,0.00331,0.005208,0.003079,0.004626,0.004201,0.004677,0.003672
41,100,2,600,0.235629,0.098016,0.057071,0.024557,0.032863,0.027855,0.030167,0.029212,0.027894,0.022847,0.027185,0.019773,0.035706,0.029534,0.018361,0.017657
61,100,2,600,0.343966,0.196289,0.066381,0.030906,0.031346,0.035144,0.031831,0.034094,0.031566,0.032736,0.029855,0.027056,0.028138,0.03172,0.027701,0.030658
81,100,2,600,0.285476,0.260865,0.093286,0.045596,0.042798,0.05192,0.042469,0.050745,0.042393,0.047558,0.040781,0.04615,0.044335,0.050982,0.041669,0.05552
101,100,2,600,0.426342,0.479511,0.207873,0.07805,0.06721,0.083593,0.075413,0.074829,0.062355,0.071182,0.061345,0.069717,0.060143,0.076433,0.061982,0.089573
1,100,2,600,0.003971,8.2e-05,0.002589,8.3e-05,0.001748,0.000456,0.001707,0.000288,0.001687,7e-05,0.002184,6.9e-05,0.001734,0.00049,0.001703,0.000312
21,100,2,600,0.004122,0.002765,0.025321,0.003156,0.004365,0.00352,0.004342,0.003812,0.004319,0.003829,0.004846,0.003113,0.00434,0.003587,0.00433,0.003421
41,100,2,600,0.005477,0.01013,0.169431,0.011756,0.010634,0.013873,0.010556,0.0119,0.010509,0.012288,0.011855,0.011538,0.010653,0.012204,0.010569,0.011997
61,100,2,600,0.007897,0.022325,0.266507,0.025177,0.054242,0.050908,0.049925,0.050292,0.050173,0.048676,0.032742,0.031627,0.039699,0.036836,0.031662,0.039398
81,100,2,600,0.012996,0.040776,0.386225,0.051945,0.049018,0.053631,0.049496,0.054597,0.043754,0.047233,0.0442,0.048822,0.041168,0.049145,0.040103,0.04869
101,100,2,600,0.01687,0.063304,0.635416,0.068261,0.065456,0.071623,0.06201,0.079197,0.082692,0.086453,0.075095,0.077641,0.066797,0.080286,0.066299,0.081917
1,100,2,600,0.014994,0.000185,0.002396,8.6e-05,0.003302,0.000874,0.004676,0.000676,0.0045,0.000149,0.003692,0.000111,0.003507,0.001017,0.00348,0.000576
21,100,2,600,0.267469,0.025063,0.016786,0.003387,0.005577,0.005309,0.005958,0.004085,0.006698,0.003436,0.006418,0.003274,0.006402,0.004748,0.006286,0.004409
41,100,2,600,0.216499,0.081101,0.101081,0.0132,0.011627,0.013777,0.016033,0.014974,0.01255,0.011707,0.011437,0.011512,0.010955,0.012996,0.01092,0.012354
61,100,2,600,0.2592,0.154289,0.144205,0.026398,0.022726,0.027619,0.023821,0.027529,0.023932,0.026306,0.024681,0.025975,0.024012,0.028366,0.023742,0.027261
81,100,2,600,0.31927,0.280197,0.245464,0.054313,0.05063,0.054767,0.046111,0.052736,0.045245,0.053336,0.051874,0.048231,0.048536,0.056914,0.047778,0.0661
101,100,2,600,0.343843,0.433339,0.309763,0.071614,0.062727,0.078528,0.064298,0.075,0.061507,0.072867,0.065392,0.079549,0.068705,0.087985,0.06774,0.08277
1,100,2,600,0.014701,0.000153,0.002359,8e-05,0.003658,0.00061,0.003562,0.000361,0.004777,0.000144,0.00384,0.000108,0.003637,0.000651,0.003745,0.000463
21,100,2,600,0.163557,0.016901,0.025648,0.00316,0.007,0.004486,0.005822,0.003938,0.005786,0.00335,0.006065,0.003301,0.005785,0.005101,0.00582,0.003956
41,100,2,600,0.198782,0.077416,0.140859,0.014169,0.017389,0.016338,0.016512,0.016401,0.016598,0.01542,0.01712,0.014362,0.014189,0.014816,0.012677,0.016765
61,100,2,600,0.235961,0.15717,0.198483,0.02891,0.023934,0.027558,0.023641,0.027348,0.023927,0.026089,0.025217,0.025952,0.024128,0.028293,0.025518,0.025181
81,100,2,600,0.250064,0.242877,0.255358,0.050716,0.047885,0.057711,0.050619,0.056825,0.047995,0.052,0.046111,0.047566,0.042939,0.059,0.047168,0.055436
101,100,2,600,0.289497,0.383778,0.38356,0.072167,0.067602,0.070085,0.062795,0.076861,0.06243,0.072728,0.062751,0.073055,0.060395,0.07625,0.066078,0.078755
1,100,2,600,0.009226,0.000176,0.00206,8.3e-05,0.002104,0.001005,0.001924,0.000429,0.001808,6.9e-05,0.002005,7.7e-05,0.001855,0.000882,0.001957,0.000468
21,100,2,600,0.0247,0.008349,0.034754,0.003458,0.009727,0.006847,0.00903,0.006532,0.01069,0.005992,0.010775,0.005853,0.009063,0.007117,0.009065,0.006517
41,100,2,600,0.033991,0.032231,0.177086,0.013694,0.023217,0.022454,0.021034,0.019662,0.020651,0.019863,0.025192,0.019678,0.027525,0.024696,0.026078,0.02249
61,100,2,600,0.049118,0.06745,0.27809,0.036042,0.075256,0.069513,0.051856,0.050895,0.055118,0.043586,0.042,0.037182,0.038677,0.042508,0.03958,0.042081
81,100,2,600,0.053569,0.101463,0.386607,0.044872,0.066894,0.075009,0.06777,0.072003,0.079719,0.081281,0.083643,0.081432,0.075042,0.081431,0.078308,0.083337
101,100,2,600,0.086814,0.177483,1.27154,0.090733,0.10368,0.116486,0.099686,0.116031,0.104294,0.114551,0.116014,0.120235,0.107154,0.122934,0.134517,0.141046
1,100,2,600,0.010098,0.000169,0.002078,8.3e-05,0.001929,0.000791,0.002461,0.003591,0.00174,7.2e-05,0.001773,7.9e-05,0.00178,0.000697,0.001756,0.000333
21,100,2,600,0.018355,0.007359,0.052848,0.004126,0.027811,0.016506,0.028326,0.017428,0.024811,0.013402,0.013797,0.009014,0.016155,0.01036,0.014076,0.008719
41,100,2,600,0.023182,0.030074,0.182878,0.012841,0.034139,0.03128,0.033217,0.030988,0.033114,0.032426,0.019838,0.017957,0.034059,0.032983,0.034107,0.030723
61,100,2,600,0.02604,0.043604,0.277606,0.025987,0.068344,0.069936,0.068034,0.06881,0.085087,0.075268,0.055111,0.04603,0.094723,0.086145,0.086784,0.077614
81,100,2,600,0.277259,0.235295,0.536921,0.060231,0.102565,0.12078,0.102346,0.100256,0.097172,0.097244,0.067059,0.070206,0.091982,0.098431,0.10789,0.114116
101,100,2,600,0.201268,0.302951,1.52911,0.077297,0.136408,0.16718,0.131937,0.159099,0.140637,0.161026,0.112052,0.12651,0.180478,0.20494,0.17417,0.195716
1,100,2,600,0.003957,9.1e-05,0.002798,8.6e-05,0.002025,0.001008,0.002062,0.000523,0.001913,7.3e-05,0.002593,8.8e-05,0.00208,0.001032,0.001913,0.000549
21,100,2,600,0.010005,0.006496,0.038649,0.004541,0.007502,0.006526,0.008771,0.005903,0.009558,0.005413,0.016656,0.008842,0.009595,0.008604,0.007539,0.005672
41,100,2,600,0.010654,0.016257,0.162175,0.012098,0.019645,0.020364,0.01878,0.021619,0.017988,0.019509,0.019632,0.017814,0.018902,0.018377,0.018014,0.018678
61,100,2,600,0.01545,0.032922,0.223883,0.028549,0.036901,0.040653,0.037808,0.04057,0.037756,0.03902,0.03916,0.039112,0.037725,0.041426,0.048938,0.052664
81,100,2,600,0.03014,0.068508,0.512398,0.048532,0.116931,0.109341,0.088013,0.10088,0.125252,0.09891,0.074396,0.087643,0.062519,0.077779,0.063988,0.075653
101,100,2,600,0.031863,0.091822,0.539029,0.069985,0.108833,0.113283,0.135193,0.139804,0.12233,0.128297,0.132576,0.131192,0.133295,0.156923,0.122433,0.123197
1,100,2,600,0.010099,0.000129,0.003296,0.000134,0.002939,0.000625,0.003153,0.000391,0.002929,0.000112,0.003216,0.000116,0.00296,0.000685,0.00295,0.00044
21,100,2,600,0.153158,0.017294,0.011764,0.003037,0.005206,0.004417,0.00492,0.004171,0.004631,0.003067,0.005193,0.003083,0.00471,0.004816,0.004696,0.003717
41,100,2,600,0.256409,0.074923,0.069382,0.011318,0.011107,0.013098,0.010911,0.012331,0.010879,0.011431,0.011518,0.011408,0.010953,0.013155,0.011029,0.01244
61,100,2,600,0.189528,0.129301,0.119221,0.028235,0.029524,0.034012,0.045491,0.040895,0.05511,0.044817,0.051531,0.044933,0.054605,0.046188,0.025547,0.031315
81,100,2,600,0.588629,0.373869,0.262101,0.059494,0.043555,0.049322,0.040519,0.048823,0.039452,0.045493,0.040343,0.045613,0.039617,0.049779,0.041986,0.046616
101,100,2,600,0.314936,0.397572,0.335266,0.086562,0.082822,0.098288,0.069349,0.084664,0.081964,0.087763,0.083273,0.088939,0.087641,0.088875,0.066736,0.08141
1,100,2,600,0.009509,0.000134,0.003495,0.000124,0.002849,0.00074,0.00281,0.000449,0.002799,0.000104,0.00331,0.000106,0.002834,0.000802,0.002808,0.00051
21,100,2,600,0.354701,0.023246,0.009419,0.003039,0.004993,0.004285,0.004921,0.003708,0.004815,0.003346,0.005352,0.00309,0.004884,0.004326,0.004883,0.003725
41,100,2,600,0.285848,0.076501,0.030441,0.011172,0.011247,0.013251,0.011503,0.01239,0.011199,0.01303,0.011474,0.011438,0.011015,0.01316,0.011116,0.012359
61,100,2,600,0.370942,0.180748,0.137995,0.045971,0.047781,0.049361,0.050595,0.046183,0.03519,0.042417,0.039141,0.027826,0.029463,0.038602,0.052282,0.037405
81,100,2,600,0.594095,0.372684,0.115488,0.061432,0.04018,0.049609,0.040011,0.048563,0.039856,0.044963,0.040818,0.045596,0.039958,0.049537,0.039558,0.048267
101,100,2,600,0.498001,0.522777,0.264691,0.085397,0.076796,0.087352,0.08151,0.094323,0.083229,0.087178,0.073445,0.07612,0.062604,0.079915,0.05924,0.073264
1,100,2,600,0.007692,0.000118,0.001657,8.1e-05,0.001603,0.000463,0.001607,0.000268,0.001605,6.9e-05,0.001588,6.8e-05,0.00159,0.000508,0.001603,0.000332
21,100,2,600,0.015347,0.005433,0.029681,0.003323,0.007239,0.005124,0.006936,0.005524,0.006949,0.004729,0.008324,0.00523,0.006984,0.005845,0.007046,0.005106
41,100,2,600,0.019121,0.01991,0.134057,0.011451,0.017322,0.01844,0.01734,0.018461,0.017305,0.017669,0.018614,0.0177,0.017422,0.018719,0.018289,0.017422
61,100,2,600,0.025346,0.043163,0.233577,0.02513,0.038545,0.046324,0.03958,0.040189,0.080183,0.070253,0.086808,0.06129,0.083779,0.05809,0.053096,0.066486
81,100,2,600,0.067242,0.096666,0.465866,0.074199,0.086129,0.084547,0.073973,0.075873,0.063775,0.06879,0.066039,0.068755,0.064029,0.073397,0.064687,0.073803
