Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
21,100,0.250809,0.040635,0.036197,0.007276,0.009758,0.00999,0.009315,0.008905,0.008959,0.007398,0.010356,0.007262,0.009291,0.009623,0.009117,0.008471
41,100,0.321097,0.161856,0.126663,0.026782,0.02272,0.030378,0.022158,0.028948,0.021655,0.027132,0.023149,0.027275,0.022725,0.030285,0.021739,0.028808
61,100,0.310248,0.341079,0.210946,0.061045,0.044093,0.064381,0.045774,0.063756,0.043951,0.061368,0.046303,0.060927,0.045191,0.070201,0.044995,0.064692
81,100,0.475416,0.699236,0.267986,0.103321,0.073599,0.115444,0.074244,0.113486,0.074673,0.107958,0.075496,0.108524,0.073763,0.11492,0.074576,0.11356
101,100,0.543878,1.07159,0.597126,0.176157,0.114086,0.181553,0.114729,0.170174,0.110296,0.164662,0.109679,0.167373,0.109133,0.176976,0.108439,0.1758
1,100,0.016371,0.00027,0.005777,0.000275,0.005549,0.00065,0.005803,0.000457,0.005521,0.000244,0.005864,0.000235,0.005602,0.000703,0.005546,0.000497
21,100,0.228039,0.037151,0.029466,0.007267,0.009841,0.009745,0.009239,0.009119,0.009023,0.00735,0.009842,0.007493,0.008982,0.009554,0.009081,0.008508
41,100,0.239407,0.137801,0.09453,0.027088,0.022816,0.029528,0.021643,0.028549,0.021442,0.027077,0.02336,0.027206,0.021046,0.03017,0.022583,0.0282
61,100,0.277258,0.313745,0.214641,0.06053,0.045985,0.065604,0.046413,0.06479,0.044198,0.061955,0.046186,0.061124,0.044948,0.065044,0.044396,0.064858
81,100,0.299368,0.538878,0.259925,0.108936,0.074209,0.115486,0.073735,0.113547,0.073836,0.108832,0.074163,0.108792,0.074074,0.115426,0.074437,0.114248
101,100,0.352371,0.822857,0.597996,0.167131,0.113039,0.171835,0.10847,0.175361,0.111897,0.163865,0.109271,0.166269,0.109397,0.177501,0.108781,0.174942
1,100,0.007497,0.000184,0.005008,0.000179,0.003708,0.001727,0.003501,0.000925,0.003427,0.000159,0.004447,0.000153,0.003408,0.00178,0.003356,0.001042
21,100,0.047108,0.018534,0.046062,0.007225,0.009314,0.008482,0.009494,0.007962,0.008804,0.007088,0.009879,0.007153,0.008711,0.008678,0.008939,0.007832
41,100,0.031029,0.054295,0.205143,0.026884,0.022391,0.028391,0.023485,0.02834,0.02191,0.027411,0.022607,0.026464,0.020184,0.028302,0.021106,0.027693
61,100,0.086385,0.178009,0.298756,0.058036,0.043065,0.061016,0.043712,0.062706,0.042942,0.059423,0.044206,0.060103,0.045034,0.065232,0.044385,0.064241
81,100,0.084271,0.273442,0.598159,0.10709,0.075471,0.113912,0.074553,0.112995,0.073992,0.108971,0.075389,0.108157,0.073526,0.113115,0.074594,0.111726
101,100,0.177928,0.574328,0.668569,0.17459,0.108753,0.17529,0.109214,0.173359,0.114694,0.158262,0.108491,0.167461,0.108888,0.174478,0.1084,0.172532
1,100,0.030302,0.000381,0.006324,0.000273,0.007425,0.004517,0.007407,0.001182,0.007402,0.000322,0.006027,0.000235,0.007401,0.002069,0.007344,0.001315
21,100,1.01366,0.067426,0.013304,0.007203,0.010252,0.010212,0.0097,0.009368,0.009249,0.00732,0.010112,0.007544,0.009463,0.010113,0.009537,0.008691
41,100,1.17251,0.259422,0.039287,0.027097,0.022565,0.031433,0.023101,0.029015,0.022131,0.027184,0.023449,0.027084,0.021755,0.031069,0.022259,0.029368
61,100,1.25547,0.590395,0.080124,0.061562,0.044627,0.067893,0.044912,0.064809,0.044958,0.061502,0.046344,0.061027,0.045335,0.067079,0.044657,0.065039
81,100,1.16684,0.971373,0.149974,0.107123,0.074706,0.117483,0.075229,0.114447,0.07306,0.106539,0.073419,0.106581,0.073188,0.11341,0.072402,0.111873
101,100,1.76092,1.56672,0.193957,0.177749,0.109978,0.178989,0.107513,0.174552,0.114013,0.161273,0.110249,0.167391,0.108535,0.178677,0.108316,0.176179
1,100,0.007474,0.000175,0.005117,0.000182,0.003574,0.001019,0.003482,0.004161,0.003452,0.00015,0.004657,0.000163,0.003428,0.001098,0.00345,0.00068
21,100,0.007436,0.007303,0.051192,0.007619,0.009125,0.008165,0.008973,0.007841,0.008724,0.007404,0.00976,0.007372,0.008717,0.008495,0.008877,0.007905
41,100,0.008876,0.026998,0.193675,0.02721,0.021513,0.028954,0.021407,0.028012,0.020595,0.027188,0.023893,0.027407,0.021667,0.028368,0.021867,0.028272
61,100,0.012643,0.061535,0.276471,0.061679,0.04554,0.062227,0.044855,0.068198,0.044301,0.060445,0.046037,0.061291,0.045115,0.063899,0.045538,0.062208
81,100,0.016914,0.107336,0.517228,0.108738,0.073864,0.112799,0.073556,0.111935,0.075006,0.106354,0.075192,0.107612,0.076723,0.108932,0.074647,0.111642
101,100,0.021618,0.164444,0.927489,0.176645,0.108013,0.175303,0.111714,0.168949,0.107299,0.165371,0.108229,0.166752,0.112412,0.169284,0.108497,0.174078
1,100,0.007549,0.000177,0.005033,0.000191,0.003153,0.001004,0.003016,0.000618,0.003019,0.000166,0.0038,0.000161,0.003045,0.001114,0.003071,0.00068
21,100,0.006046,0.007774,0.072652,0.007277,0.008232,0.00891,0.008416,0.007795,0.008469,0.007076,0.008925,0.007484,0.008215,0.0083,0.008204,0.007961
41,100,0.008116,0.027225,0.193721,0.026693,0.02139,0.02891,0.020503,0.027809,0.021136,0.02731,0.021875,0.027361,0.020593,0.028005,0.020646,0.027861
61,100,0.011326,0.061278,0.308832,0.060014,0.042141,0.062134,0.042685,0.061789,0.042749,0.059362,0.043141,0.060234,0.042471,0.062184,0.042927,0.060919
81,100,0.01553,0.105786,0.728219,0.108321,0.073724,0.115012,0.073088,0.113751,0.075391,0.106475,0.073985,0.108608,0.073142,0.112854,0.073811,0.112834
101,100,0.021271,0.164029,2.32891,0.160299,0.108592,0.174408,0.107955,0.173718,0.107492,0.167037,0.108675,0.167099,0.113035,0.167739,0.107246,0.17326
1,100,0.007051,0.000164,0.004841,0.00018,0.003462,0.001025,0.003367,0.000615,0.003442,0.000155,0.004299,0.000153,0.003446,0.001127,0.003384,0.000681
21,100,0.028086,0.014551,0.081857,0.007281,0.028875,0.022432,0.028905,0.021104,0.019619,0.015657,0.0175,0.011451,0.027554,0.021691,0.026985,0.021265
41,100,0.032642,0.054124,0.208892,0.02685,0.06363,0.074556,0.064323,0.074016,0.051213,0.053934,0.038943,0.041207,0.063265,0.075731,0.064692,0.071417
61,100,0.042057,0.124198,0.36058,0.060624,0.100031,0.132924,0.100349,0.132207,0.098811,0.127692,0.075603,0.092862,0.098425,0.133836,0.099696,0.131709
81,100,0.112708,0.321922,0.865792,0.108313,0.211965,0.297971,0.309003,0.42006,0.254417,0.338542,0.119633,0.16307,0.208688,0.288259,0.220855,0.295199
101,100,0.218112,0.65634,1.0867,0.166584,0.517532,0.735719,0.521034,0.745285,0.518567,0.701588,0.181672,0.257439,0.518697,0.741494,0.513128,0.733128
1,100,0.009508,0.000195,0.004743,0.000183,0.003225,0.001112,0.003331,0.000657,0.003155,0.000153,0.003934,0.000168,0.003171,0.001196,0.003214,0.000747
21,100,0.007209,0.007264,0.071264,0.007223,0.008759,0.008295,0.008538,0.007959,0.008381,0.00784,0.009069,0.007443,0.008459,0.009108,0.008645,0.007784
41,100,0.008473,0.026788,0.180502,0.027228,0.021445,0.028641,0.021456,0.028502,0.021577,0.027378,0.021533,0.027134,0.02115,0.028599,0.021227,0.028002
61,100,0.012147,0.061676,0.375436,0.060273,0.045991,0.063461,0.04617,0.065788,0.045082,0.060633,0.043987,0.061128,0.043459,0.06436,0.042949,0.06291
81,100,0.017275,0.106448,0.634581,0.110574,0.075425,0.114929,0.075622,0.113616,0.073525,0.109097,0.073901,0.108825,0.073676,0.114434,0.073157,0.11282
101,100,0.021877,0.163793,1.29559,0.16684,0.111894,0.174428,0.110929,0.173686,0.108156,0.166821,0.112143,0.167266,0.110679,0.175194,0.110901,0.173931
1,100,0.015421,0.000285,0.006321,0.000275,0.005094,0.001434,0.005166,0.000884,0.005186,0.000234,0.006221,0.000235,0.005148,0.001585,0.006654,0.00096
21,100,0.497574,0.054985,0.022593,0.007422,0.009867,0.009942,0.009535,0.008412,0.009013,0.007447,0.010395,0.007426,0.009201,0.009812,0.009134,0.008725
41,100,0.51458,0.207776,0.105284,0.02782,0.023597,0.030812,0.023385,0.029426,0.022322,0.027515,0.023365,0.02739,0.023031,0.030087,0.022642,0.028341
61,100,0.761166,0.526175,0.154609,0.060355,0.045166,0.065602,0.045773,0.064951,0.044359,0.061102,0.046012,0.061687,0.045403,0.071048,0.045894,0.062834
81,100,0.637743,0.808938,0.2445,0.108687,0.074679,0.11568,0.074397,0.113654,0.074929,0.108726,0.075932,0.108838,0.075301,0.116391,0.074122,0.114302
101,100,0.781766,1.31525,0.299563,0.163797,0.111032,0.175675,0.115419,0.166704,0.111025,0.163913,0.11143,0.163556,0.113302,0.179903,0.115335,0.18174
1,100,0.029423,0.000368,0.004403,0.000193,0.007559,0.00197,0.00754,0.001193,0.007526,0.000338,0.006981,0.000233,0.007511,0.00208,0.007373,0.001324
21,100,0.937612,0.067804,0.017734,0.007289,0.010229,0.009743,0.009973,0.008613,0.009112,0.007418,0.010264,0.007366,0.009152,0.00998,0.009016,0.008663
41,100,1.07331,0.259337,0.060476,0.027517,0.023388,0.031045,0.022073,0.029436,0.023357,0.026237,0.023997,0.02733,0.021735,0.030651,0.021937,0.029277
61,100,1.09279,0.590722,0.167411,0.060551,0.044845,0.066532,0.045839,0.065376,0.044499,0.061987,0.045669,0.061319,0.045774,0.065962,0.045962,0.064085
81,100,0.924829,0.918165,0.239854,0.108096,0.07606,0.113512,0.074269,0.114706,0.07422,0.108537,0.075185,0.107719,0.074128,0.115821,0.073278,0.114175
101,100,1.16617,1.48217,0.307576,0.166927,0.109827,0.178072,0.109644,0.176788,0.109255,0.167157,0.115046,0.161954,0.110217,0.188582,0.110436,0.175726
1,100,0.016843,0.000251,0.006585,0.000285,0.006081,0.001723,0.006079,0.00106,0.006128,0.00025,0.006467,0.00023,0.006119,0.001862,0.006011,0.001131
21,100,0.608066,0.0561,0.019278,0.007206,0.009645,0.009623,0.009617,0.008489,0.009805,0.007131,0.010081,0.007393,0.009794,0.009328,0.009655,0.008434
41,100,0.619695,0.197659,0.056743,0.026324,0.021727,0.02986,0.022491,0.028157,0.021735,0.026611,0.022009,0.026575,0.021749,0.029405,0.021238,0.028308
61,100,0.579437,0.422803,0.123036,0.058947,0.0444,0.064816,0.043596,0.06397,0.044614,0.061516,0.047596,0.063802,0.049,0.066254,0.045841,0.066141
81,100,0.671967,0.757259,0.186707,0.104962,0.075294,0.11597,0.07466,0.113846,0.074352,0.108522,0.074907,0.10839,0.074715,0.116165,0.076339,0.113934
101,100,0.729912,1.15121,0.272327,0.16581,0.111711,0.186737,0.115028,0.169618,0.113698,0.162398,0.110835,0.167433,0.109652,0.188402,0.108596,0.174749
1,100,0.015351,0.000276,0.003534,0.000185,0.003466,0.001001,0.003488,0.000573,0.00345,0.000151,0.003567,0.000158,0.003478,0.001035,0.003451,0.000613
21,100,0.039402,0.018563,0.056379,0.007638,0.014478,0.01366,0.015249,0.01252,0.014169,0.011747,0.018234,0.012271,0.014476,0.013464,0.014273,0.013063
41,100,0.046916,0.067778,0.178881,0.027134,0.036904,0.043374,0.033987,0.043187,0.034036,0.042549,0.039199,0.041486,0.036176,0.042554,0.035458,0.043495
61,100,0.061797,0.154403,0.34685,0.059001,0.073926,0.10019,0.074273,0.094746,0.070848,0.093962,0.076051,0.092521,0.071746,0.097016,0.072514,0.098286
81,100,0.075978,0.269357,0.707084,0.108925,0.115685,0.17451,0.114912,0.173307,0.115282,0.165079,0.116919,0.167025,0.107223,0.184273,0.111847,0.172102
101,100,0.09285,0.404194,0.627665,0.1645,0.177943,0.272431,0.179767,0.266337,0.184377,0.249799,0.1824,0.269892,0.177522,0.26341,0.176278,0.267386
1,100,0.009024,0.000201,0.005059,0.00018,0.003235,0.003002,0.003228,0.000658,0.003182,0.00015,0.004471,0.000151,0.00317,0.001205,0.003107,0.000731
21,100,0.013863,0.011249,0.068776,0.007325,0.013443,0.013721,0.013912,0.012412,0.013391,0.012057,0.016269,0.011464,0.013787,0.012726,0.013687,0.012177
41,100,0.017085,0.040239,0.173683,0.027243,0.032466,0.04429,0.033999,0.043191,0.034613,0.043811,0.036639,0.041802,0.034241,0.044249,0.032576,0.043397
61,100,0.01928,0.097132,0.29791,0.061398,0.070263,0.09744,0.071609,0.095818,0.070139,0.093945,0.07447,0.094624,0.073277,0.096357,0.069875,0.099151
81,100,0.033797,0.160998,0.724116,0.107172,0.114039,0.173903,0.113104,0.173615,0.118155,0.175124,0.119778,0.163555,0.11276,0.172104,0.117985,0.173954
101,100,0.043136,0.245903,1.36591,0.166461,0.17396,0.267988,0.178777,0.267564,0.177602,0.256801,0.182412,0.253264,0.176706,0.255428,0.174316,0.261503
1,100,0.019305,0.000267,0.003487,0.000187,0.003434,0.001134,0.003421,0.000652,0.003496,0.000154,0.0035,0.000158,0.003454,0.001232,0.003497,0.000736
21,100,0.016097,0.010876,0.05901,0.007238,0.008614,0.008506,0.008853,0.007581,0.00848,0.007214,0.009802,0.007221,0.008664,0.008739,0.008567,0.007803
41,100,0.016434,0.039102,0.178447,0.026282,0.021156,0.028348,0.021118,0.027429,0.020893,0.02643,0.022133,0.026422,0.020651,0.027913,0.021141,0.027414
61,100,0.023396,0.092003,0.294432,0.06343,0.046976,0.065344,0.045017,0.065267,0.045046,0.061398,0.045865,0.061551,0.043638,0.064209,0.044984,0.063237
81,100,0.035489,0.161168,0.73452,0.116602,0.073559,0.114082,0.074178,0.120215,0.0744,0.106733,0.074047,0.108708,0.072733,0.112433,0.075276,0.112699
101,100,0.044613,0.2462,0.835242,0.167288,0.109544,0.173686,0.108151,0.174223,0.108052,0.167469,0.110106,0.166753,0.107826,0.173508,0.10779,0.173545
1,100,0.015986,0.000245,0.003076,0.000175,0.002984,0.001414,0.002903,0.000798,0.00304,0.000151,0.003001,0.000152,0.003016,0.001525,0.002938,0.000866
21,100,0.115821,0.029295,0.072439,0.007022,0.013633,0.013125,0.014276,0.01203,0.013268,0.01127,0.016042,0.011625,0.013451,0.01309,0.013091,0.0131
41,100,0.219931,0.135878,0.180332,0.026805,0.03254,0.04422,0.034041,0.045132,0.033369,0.043666,0.03784,0.041878,0.034069,0.043872,0.034507,0.042866
61,100,0.157092,0.24752,0.292186,0.061546,0.071282,0.099137,0.072888,0.097596,0.071479,0.095342,0.073844,0.095007,0.07097,0.099453,0.071231,0.097096
81,100,0.185736,0.431029,0.588334,0.109174,0.118486,0.175571,0.119943,0.171512,0.413061,0.584792,0.118298,0.164765,0.118632,0.172964,0.12344,0.177969
101,100,0.086166,0.424608,0.906481,0.166888,0.585148,0.848535,0.575454,0.837627,0.577486,0.805119,0.175481,0.269016,0.573223,0.835619,0.571873,0.839563
1,100,0.031156,0.000359,0.006132,0.000274,0.006774,0.004274,0.007528,0.001189,0.006863,0.000318,0.005857,0.000241,0.005063,0.001626,0.005075,0.001001
21,100,0.606398,0.055642,0.021412,0.007502,0.009996,0.009467,0.00987,0.008227,0.008983,0.007467,0.010288,0.007229,0.009469,0.009309,0.009162,0.00842
41,100,0.485763,0.192131,0.057677,0.028122,0.022624,0.029919,0.022381,0.028558,0.02294,0.027301,0.023711,0.027012,0.02112,0.029855,0.021459,0.028059
61,100,0.56316,0.421274,0.10802,0.058263,0.043905,0.063882,0.043878,0.062286,0.045875,0.062109,0.049631,0.064091,0.045716,0.066052,0.045553,0.064167
81,100,0.536542,0.700115,0.166995,0.108105,0.074446,0.117322,0.074393,0.113941,0.076013,0.103864,0.074665,0.108873,0.073566,0.115436,0.07432,0.113343
101,100,0.674862,1.15014,0.269529,0.167052,0.108196,0.188213,0.109746,0.175246,0.108648,0.16583,0.109506,0.166872,0.108248,0.177058,0.108735,0.175488
1,100,0.007231,0.000178,0.0049,0.000182,0.003366,0.000951,0.003356,0.00058,0.003349,0.000153,0.004281,0.000152,0.00336,0.00101,0.003319,0.000661
21,100,0.007444,0.00739,0.048017,0.007554,0.008918,0.008526,0.008657,0.008,0.008597,0.00733,0.00976,0.007494,0.008727,0.008444,0.008645,0.007931
41,100,0.008923,0.026981,0.206107,0.027403,0.021532,0.029671,0.021229,0.028519,0.021349,0.027058,0.022467,0.027169,0.021283,0.028679,0.021021,0.027468
61,100,0.013049,0.061378,0.294376,0.061078,0.046474,0.062254,0.044397,0.063329,0.044482,0.061358,0.044683,0.061127,0.043638,0.063104,0.044537,0.061553
81,100,0.018754,0.106987,0.580639,0.108484,0.073052,0.112561,0.074175,0.112326,0.073922,0.108238,0.078276,0.10513,0.073412,0.111919,0.07596,0.108988
101,100,0.022107,0.164147,0.748197,0.167146,0.108424,0.174781,0.107935,0.172757,0.10765,0.165746,0.107282,0.164621,0.111448,0.177973,0.109083,0.173231
1,100,0.027708,0.000348,0.004291,0.000178,0.00839,0.002169,0.006388,0.000947,0.008402,0.000322,0.006845,0.000245,0.006441,0.001744,0.006352,0.001099
21,100,0.456579,0.051816,0.028283,0.007386,0.009445,0.009633,0.009456,0.008575,0.00897,0.007347,0.010146,0.007474,0.009199,0.009786,0.009267,0.008609
41,100,0.404769,0.180639,0.14376,0.027065,0.022752,0.030381,0.022092,0.028839,0.02165,0.027446,0.02394,0.027186,0.022361,0.030329,0.022005,0.029015
61,100,0.427093,0.401551,0.220148,0.061431,0.045438,0.065103,0.04557,0.069062,0.046903,0.06067,0.04565,0.061548,0.044527,0.065057,0.045281,0.065025
81,100,0.588184,0.754322,0.275019,0.107957,0.0746,0.115681,0.073371,0.113571,0.074113,0.108127,0.075247,0.109464,0.074671,0.114792,0.071887,0.11115
101,100,0.646703,1.15042,0.529013,0.166395,0.10979,0.178141,0.115289,0.168555,0.113308,0.160694,0.109812,0.167302,0.10832,0.176922,0.10936,0.175599
1,100,0.028824,0.000355,0.004663,0.000177,0.006878,0.001143,0.006948,0.000709,0.009028,0.000319,0.006968,0.00023,0.006672,0.001208,0.006613,0.000768
21,100,0.227409,0.037461,0.046085,0.007336,0.009887,0.009278,0.009873,0.008448,0.009345,0.007259,0.010268,0.007216,0.00952,0.009358,0.00947,0.009099
41,100,0.284866,0.148971,0.137859,0.026522,0.022762,0.029655,0.022186,0.028309,0.022158,0.027219,0.023339,0.027275,0.022066,0.030222,0.02155,0.031022
61,100,0.387201,0.373567,0.232838,0.061395,0.045259,0.067029,0.04609,0.065327,0.045413,0.05939,0.045107,0.060058,0.043704,0.063574,0.043338,0.06171
81,100,0.359873,0.580488,0.317623,0.110398,0.077234,0.117171,0.074497,0.113997,0.075094,0.107706,0.075211,0.109072,0.074397,0.11537,0.074078,0.113447
101,100,0.406446,0.904432,0.572364,0.166611,0.109308,0.176628,0.110573,0.174421,0.109365,0.165507,0.109724,0.166859,0.109232,0.18777,0.109234,0.175148
1,100,0.014131,0.000278,0.003482,0.000185,0.003455,0.001423,0.003432,0.000795,0.00344,0.000152,0.003469,0.00016,0.003428,0.001517,0.003465,0.00088
21,100,0.041708,0.018419,0.059338,0.007569,0.015133,0.013037,0.014548,0.012259,0.013895,0.011287,0.017801,0.011834,0.014343,0.013903,0.014876,0.012184
41,100,0.046659,0.066713,0.202789,0.027191,0.031988,0.046339,0.034866,0.043973,0.034102,0.042079,0.037523,0.043472,0.036472,0.043578,0.036498,0.043147
61,100,0.062028,0.15349,0.305749,0.061207,0.073274,0.098352,0.07138,0.097547,0.072664,0.093398,0.074891,0.093975,0.071126,0.099362,0.072336,0.097729
81,100,0.080491,0.268459,0.787955,0.107906,0.113385,0.182406,0.114552,0.17413,0.119498,0.167473,0.123362,0.168461,0.112748,0.182275,0.118694,0.173855
101,100,0.1006,0.411236,1.56722,0.164215,0.17118,0.264186,0.174466,0.276363,0.173907,0.250775,0.182484,0.251475,0.18272,0.263024,0.176962,0.268486
1,100,0.018004,0.000254,0.003504,0.000184,0.003406,0.000971,0.003381,0.000572,0.003415,0.000169,0.003459,0.000155,0.003398,0.001023,0.003441,0.000655
21,100,0.02908,0.014675,0.078693,0.007309,0.026756,0.021454,0.025911,0.020638,0.026544,0.019247,0.01838,0.011168,0.02654,0.022012,0.026828,0.020963
41,100,0.031998,0.054101,0.192773,0.02785,0.064185,0.074278,0.064602,0.073552,0.063727,0.070142,0.038406,0.042244,0.063633,0.072743,0.063382,0.075406
61,100,0.043303,0.123319,0.339834,0.061602,0.128863,0.167091,0.130046,0.164769,0.128658,0.159778,0.074001,0.093178,0.126703,0.166506,0.128822,0.169255
81,100,0.19138,0.430454,0.82808,0.108689,0.164539,0.236038,0.168799,0.230331,0.165884,0.224773,0.127077,0.164126,0.165024,0.235937,0.165893,0.23421
101,100,0.287382,0.74041,1.22866,0.16644,0.244772,0.358972,0.241554,0.365766,0.240745,0.339516,0.181418,0.256206,0.247316,0.356027,0.246512,0.353969
1,100,0.009772,0.000183,0.005119,0.000189,0.003442,0.00165,0.005936,0.000903,0.007534,0.000158,0.004518,0.000167,0.003476,0.001685,0.003501,0.00099
21,100,0.014671,0.01119,0.06433,0.007045,0.01507,0.013294,0.016477,0.012036,0.014452,0.011447,0.017714,0.011498,0.014512,0.01415,0.014866,0.012298
41,100,0.017502,0.040515,0.195384,0.029046,0.036854,0.044164,0.036968,0.04321,0.034848,0.041976,0.038079,0.041283,0.035921,0.042686,0.036167,0.043042
61,100,0.024615,0.092117,0.292762,0.061138,0.073004,0.099559,0.07365,0.096679,0.073165,0.095435,0.074878,0.093531,0.073095,0.097007,0.073026,0.098342
81,100,0.03446,0.161645,0.878361,0.109682,0.119052,0.175212,0.121667,0.173504,0.121619,0.166513,0.121782,0.167397,0.117652,0.185364,0.120595,0.170337
101,100,0.045258,0.247028,0.872583,0.17085,0.176385,0.268166,0.178828,0.280537,0.183055,0.260863,0.185371,0.262624,0.18583,0.267614,0.174913,0.268058
1,100,0.020511,0.000257,0.006419,0.000275,0.005718,0.004663,0.005759,0.000863,0.005771,0.000243,0.006284,0.000246,0.005785,0.001486,0.00573,0.000957
21,100,0.399197,0.048477,0.023551,0.006977,0.010004,0.009533,0.00988,0.008402,0.009165,0.00723,0.010363,0.007227,0.009287,0.009726,0.009452,0.008439
41,100,0.397705,0.172337,0.101601,0.027298,0.022531,0.029919,0.022785,0.028724,0.022043,0.026646,0.023503,0.026679,0.022047,0.0302,0.022793,0.029594
61,100,0.445266,0.405125,0.192103,0.061596,0.045898,0.066992,0.045867,0.064867,0.044434,0.06158,0.046271,0.061474,0.04497,0.066997,0.044938,0.064619
81,100,0.652858,0.809244,0.295906,0.107908,0.074645,0.116074,0.074451,0.114636,0.075624,0.108984,0.075421,0.109689,0.074231,0.115563,0.075965,0.110286
101,100,0.545287,1.06951,0.353774,0.178492,0.110814,0.179476,0.110933,0.175127,0.109713,0.166042,0.110943,0.167532,0.108537,0.178432,0.111552,0.173753
1,100,0.017526,0.000272,0.006539,0.000276,0.005401,0.0015,0.005471,0.000899,0.005422,0.000235,0.006328,0.000236,0.005382,0.001614,0.005444,0.001028
21,100,0.631089,0.055797,0.018462,0.00736,0.010044,0.009861,0.009744,0.008754,0.009479,0.007889,0.010439,0.007187,0.00989,0.00964,0.009647,0.009002
41,100,0.696386,0.217405,0.05074,0.027518,0.023365,0.030293,0.022862,0.029035,0.022222,0.027007,0.023543,0.027301,0.022788,0.030829,0.022232,0.028851
61,100,0.764147,0.49532,0.159799,0.05993,0.043912,0.065769,0.046093,0.06502,0.045042,0.061077,0.046125,0.060756,0.046366,0.066693,0.045069,0.065092
81,100,0.654642,0.796889,0.167297,0.102513,0.07353,0.115285,0.073304,0.113482,0.073803,0.110827,0.078976,0.104686,0.074056,0.116155,0.074723,0.114296
101,100,0.838568,1.31716,0.307926,0.167356,0.10969,0.178507,0.109996,0.175861,0.11099,0.164594,0.109806,0.167954,0.114255,0.172555,0.1095,0.17598
1,100,0.014649,0.000263,0.003236,0.000179,0.003219,0.000974,0.003101,0.000585,0.003169,0.00015,0.003205,0.000151,0.003167,0.001096,0.003157,0.00068
21,100,0.029545,0.014813,0.083523,0.007307,0.013703,0.013445,0.01349,0.012019,0.013743,0.011264,0.015966,0.011441,0.013738,0.012965,0.01301,0.012245
41,100,0.033652,0.053773,0.205316,0.027246,0.03507,0.042979,0.033111,0.043326,0.034255,0.042142,0.036294,0.042471,0.03492,0.042938,0.03339,0.042131
61,100,0.043502,0.1243,0.292197,0.060106,0.073134,0.100201,0.073467,0.095821,0.071015,0.095548,0.073534,0.094101,0.072106,0.096995,0.071838,0.097592
81,100,0.054676,0.214726,0.61076,0.108409,0.118071,0.175059,0.118414,0.172279,0.118899,0.16689,0.120559,0.167607,0.121369,0.171205,0.117601,0.173752
101,100,0.072715,0.329209,1.01291,0.167166,0.177088,0.262473,0.175352,0.262166,0.173838,0.25204,0.175882,0.252834,0.174919,0.264917,0.176367,0.266488
