Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUl, time_subproblem_BAUl, time_master_BAUe, time_subproblem_BAUe, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCUl, time_subproblem_KCUl, time_master_KCUl, time_subproblem_KCUe, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
61,90,2,600,0.034555,0.060759,0.036828,0.030823,0.033974,0.030785,0.402468,0.122793,0.056781,0.030692,1.86665,0.13173,1.68437,0.120592,0.053576,0.143277,0.053835,0.142991,0.052222,0.05331,0.208202,0.173292,0.060811,0.053187,0.052251,0.123887,0.052236,0.114774
81,90,2,600,0.033746,0.101927,0.036127,0.052839,0.032781,0.052451,0.389791,0.207512,0.036422,0.052317,3.14151,0.219502,3.85679,0.21051,0.08044,0.223878,0.07763,0.208109,0.073931,0.090317,0.287518,0.294225,0.081714,0.090614,0.073893,0.178213,0.073148,0.232185
101,90,2,600,0.03506,0.155588,0.036671,0.078149,0.035353,0.078345,0.05449,0.115502,0.043182,0.077491,6.67259,0.32826,5.21982,0.310613,0.103934,0.331535,0.10002,0.261742,0.098599,0.135524,0.156241,0.213113,0.105727,0.135629,0.097402,0.316803,0.098064,0.318115
1,90,2,600,0.064333,0.000405,0.067403,0.000195,0.061913,0.000178,0.063309,0.000142,0.067123,0.000185,0.043422,0.003295,0.04533,0.002667,0.045083,0.003767,0.048729,0.003461,0.041552,0.00024,0.049058,0.000364,0.043994,0.00034,0.046578,0.002979,0.040651,0.003527
21,90,2,600,2.8281,0.078093,3.96187,0.048836,2.90994,0.040225,3.30571,0.041705,4.38209,0.03669,0.14971,0.024601,0.186433,0.027587,0.049719,0.02774,0.042893,0.030831,0.033189,0.008716,0.033693,0.008048,0.041281,0.008365,0.03333,0.026697,0.033013,0.028176
41,90,2,600,4.02949,0.252937,3.80036,0.132547,3.63505,0.134497,3.39964,0.133723,4.24177,0.117309,0.357694,0.083687,0.320471,0.058093,0.044511,0.067483,0.046518,0.07383,0.04364,0.026039,0.043183,0.025072,0.052002,0.026138,0.044616,0.062002,0.04314,0.061983
61,90,2,600,3.91447,0.530753,3.17438,0.24818,3.94026,0.286139,3.80692,0.288899,3.59242,0.219409,0.623622,0.164009,0.731449,0.131515,0.059669,0.134488,0.058497,0.142353,0.057902,0.053938,0.057688,0.051325,0.063597,0.05277,0.057966,0.135396,0.057955,0.137876
81,90,2,600,2.96027,0.819781,3.36121,0.429443,3.03072,0.440788,3.45081,0.446551,3.4095,0.365172,1.19355,0.231568,0.901906,0.223329,0.081269,0.213982,0.079783,0.20633,0.13536,0.095646,0.083621,0.093629,0.08707,0.092871,0.083553,0.205786,0.079142,0.220837
101,90,2,600,1.83413,1.25473,2.13775,0.651627,1.83272,0.633999,3.64561,0.688421,4.14787,0.653794,2.3766,0.343687,2.34919,0.31955,0.114421,0.321369,0.106533,0.322541,0.104866,0.136607,0.105081,0.136723,0.109484,0.136201,0.106044,0.280663,0.104808,0.330091
1,90,2,600,0.028765,0.000236,0.03288,0.000101,0.030603,9.5e-05,0.093521,0.000239,0.03536,9.7e-05,0.032284,0.00251,0.03401,0.001869,0.031843,0.002745,0.025179,0.001986,0.024816,0.000202,0.072485,0.000431,0.04918,0.000199,0.031405,0.002254,0.026274,0.002254
21,90,2,600,0.02863,0.007927,0.033864,0.005224,0.029162,0.003898,0.058411,0.006274,0.038544,0.004467,0.215108,0.029389,0.203491,0.026806,0.029432,0.021194,0.030911,0.019521,0.029964,0.007365,0.055771,0.011716,0.03689,0.007142,0.030613,0.019401,0.03005,0.021303
41,90,2,600,0.029468,0.029394,0.030987,0.016397,0.028275,0.015839,0.053437,0.022898,0.034346,0.016411,0.850522,0.064538,0.749275,0.063955,0.040013,0.061021,0.038599,0.075214,0.039382,0.026124,0.068999,0.039867,0.04391,0.025041,0.038938,0.077128,0.038772,0.070438
61,90,2,600,0.028122,0.060164,0.033448,0.031494,0.028688,0.032466,0.054097,0.045848,0.044226,0.030534,2.10937,0.125857,2.922,0.134463,0.062567,0.142042,0.060302,0.134083,0.057061,0.054816,0.103171,0.083624,0.059907,0.052588,0.055046,0.120108,0.062453,0.126852
81,90,2,600,0.028748,0.103939,0.030855,0.052024,0.02847,0.051485,0.05406,0.078692,0.044407,0.053203,3.82238,0.244422,6.16578,0.235478,0.094552,0.231387,0.082968,0.225201,0.079643,0.090827,0.123284,0.143725,0.079886,0.092778,0.075077,0.224741,0.079155,0.209022
101,90,2,600,0.028904,0.159014,0.030843,0.078428,0.028613,0.078379,0.063156,0.118707,0.045489,0.079051,6.32877,0.306268,5.9372,0.316154,0.114992,0.316006,0.106287,0.319377,0.100969,0.13733,0.168387,0.21439,0.104366,0.136,0.099615,0.268212,0.100255,0.258541
1,90,2,600,0.034349,0.000168,0.035181,0.000108,0.032109,0.000112,0.032817,0.000106,0.04622,0.000135,0.03185,0.002425,0.031824,0.001783,0.025563,0.002398,0.027389,0.001907,0.025068,0.000175,0.030489,0.000158,0.030675,0.000217,0.02516,0.002766,0.02697,0.00188
21,90,2,600,0.060694,0.012769,0.06985,0.006476,0.064986,0.006317,0.064008,0.005919,0.128375,0.006613,0.189674,0.017642,0.183139,0.024073,0.098409,0.03401,0.052957,0.041243,0.050759,0.012403,0.051595,0.013734,0.066661,0.01291,0.05204,0.030675,0.046959,0.037213
41,90,2,600,0.06555,0.044051,0.072643,0.023071,0.065303,0.022988,0.066521,0.023158,0.093523,0.023116,0.655175,0.062277,0.551285,0.0714,0.066307,0.105627,0.065002,0.115131,0.062388,0.040384,0.066333,0.039299,0.076635,0.039811,0.066653,0.113302,0.060474,0.10357
61,90,2,600,0.062231,0.090134,0.070648,0.045205,0.061493,0.045938,0.059952,0.045706,0.108911,0.046542,1.83036,0.142379,1.42792,0.142756,0.088678,0.202587,0.089334,0.191902,0.083716,0.08161,0.089099,0.082329,0.104448,0.082849,0.09639,0.205491,0.08353,0.208745
81,90,2,600,0.063977,0.154222,0.070032,0.078464,0.062563,0.078483,0.065881,0.077343,0.108822,0.078506,2.3858,0.222836,2.42237,0.227054,0.126361,0.360234,0.125787,0.283372,0.116574,0.141534,0.121579,0.139938,0.134002,0.140568,0.12273,0.346589,0.115569,0.331361
101,90,2,600,0.070411,0.232531,0.075524,0.11818,0.080915,0.118649,0.059771,0.121275,0.096026,0.118803,4.7861,0.291377,3.32444,0.333248,0.166356,0.520234,0.157766,0.399301,0.154675,0.217176,0.157729,0.215541,0.170699,0.214026,0.206512,0.476303,0.163741,0.436209
1,90,2,600,0.031679,0.00026,0.037674,0.000152,0.032295,0.000138,0.038538,9.4e-05,0.0512,0.000141,0.036403,0.002516,0.0353,0.001923,0.026066,0.002334,0.027569,0.002584,0.028554,0.000192,0.03179,0.000174,0.032943,0.000161,0.028019,0.002824,0.028093,0.002698
21,90,2,600,0.039767,0.009707,0.034744,0.003794,0.03037,0.004582,0.073725,0.006007,0.042699,0.004592,0.202747,0.02528,0.195603,0.028226,0.033663,0.019849,0.032904,0.019366,0.032508,0.008149,0.059842,0.012939,0.035775,0.007571,0.030797,0.020384,0.031387,0.029416
41,90,2,600,0.04238,0.028455,0.04124,0.014619,0.034386,0.01559,0.062567,0.024007,0.054302,0.015582,0.937878,0.074068,0.638699,0.078032,0.044333,0.063988,0.045415,0.065801,0.039795,0.026122,0.069786,0.040749,0.046042,0.026451,0.039497,0.070212,0.040922,0.059771
61,90,2,600,0.032886,0.0599,0.03649,0.030918,0.032316,0.031195,0.067527,0.04619,0.0452,0.030435,1.54064,0.117118,1.7006,0.124521,0.05898,0.138831,0.056867,0.129859,0.057038,0.053218,0.096215,0.082416,0.062355,0.052426,0.055245,0.145562,0.105563,0.15094
81,90,2,600,0.033538,0.103703,0.036001,0.05197,0.033567,0.0519,0.062319,0.078756,0.04554,0.051893,2.66221,0.204095,1.63858,0.214556,0.079464,0.223346,0.078276,0.193714,0.07656,0.090123,0.123566,0.141308,0.083051,0.089973,0.076177,0.190492,0.076165,0.177785
101,90,2,600,0.033325,0.15808,0.035198,0.078192,0.033523,0.07995,0.071341,0.119445,0.045451,0.07867,4.59583,0.344378,3.60107,0.313525,0.110714,0.318186,0.108939,0.26811,0.101769,0.135141,0.15875,0.21175,0.110233,0.134761,0.100355,0.279234,0.101719,0.255355
1,90,2,600,0.0719,0.000419,0.082717,0.000172,0.079704,0.000169,0.06615,0.000211,0.077135,0.000136,0.031734,0.002115,0.03891,0.001209,0.024549,0.002174,0.025438,0.001959,0.025704,0.000186,0.023824,0.000197,0.025108,0.000146,0.033352,0.003007,0.029975,0.001837
21,90,2,600,0.205123,0.023179,0.22164,0.011364,0.198693,0.011006,0.247158,0.014128,0.120261,0.006276,0.221067,0.022796,0.18652,0.02809,0.050503,0.038498,0.060766,0.042775,0.049265,0.01243,0.294776,0.044812,0.071032,0.013149,0.050589,0.036013,0.05656,0.040237
41,90,2,600,0.194145,0.070305,0.2199,0.037983,0.179787,0.037773,0.295116,0.047536,0.106474,0.022119,0.798927,0.05716,0.686943,0.065628,0.064794,0.093052,0.063557,0.105937,0.063903,0.039584,0.197546,0.083304,0.085196,0.039348,0.069805,0.110802,0.062896,0.113422
61,90,2,600,0.173003,0.148877,0.202847,0.077081,0.169516,0.079429,0.286733,0.09474,0.13366,0.049429,2.44776,0.136761,2.07818,0.124501,0.090082,0.200801,0.086252,0.199696,0.085946,0.083005,0.240913,0.178612,0.105865,0.083886,0.085717,0.200879,0.086782,0.181784
81,90,2,600,0.188151,0.259954,0.209897,0.133472,0.185116,0.133991,0.994759,0.298603,0.107481,0.079139,3.30381,0.240876,5.66509,0.227614,0.128829,0.362151,0.123009,0.296937,0.121599,0.144063,0.129459,0.143529,0.144486,0.145589,0.12288,0.324388,0.145264,0.346721
101,90,2,600,0.18958,0.400758,0.20657,0.199249,0.177301,0.205709,0.916375,0.443452,0.113541,0.11872,7.21914,0.327819,6.33259,0.320636,0.159538,0.488456,0.154896,0.490496,0.152593,0.213,0.727593,0.828835,0.169658,0.210698,0.153336,0.460855,0.154087,0.471895
1,90,2,600,0.033751,0.00017,0.042995,0.000144,0.040711,0.000102,0.032904,9.2e-05,0.035092,0.000137,0.037639,0.002594,0.038647,0.001713,0.026418,0.002085,0.02488,0.001777,0.025689,0.000203,0.033954,0.000167,0.039884,0.000148,0.025202,0.003378,0.027056,0.002135
21,90,2,600,0.069371,0.013446,0.073233,0.007087,0.069031,0.006828,0.387572,0.017329,0.150835,0.007986,0.227127,0.02849,0.244113,0.024637,0.056411,0.045122,0.054397,0.029132,0.054033,0.014128,0.219427,0.032136,0.072513,0.011524,0.054055,0.043017,0.052858,0.041892
41,90,2,600,0.069464,0.043029,0.084304,0.023913,0.073186,0.022886,0.983841,0.075493,0.150526,0.023907,1.01675,0.078197,0.799534,0.073139,0.066356,0.10115,0.065764,0.100118,0.067265,0.03933,0.36302,0.145733,0.087296,0.040725,0.066054,0.112438,0.081228,0.116549
61,90,2,600,0.070883,0.090248,0.074187,0.045895,0.066612,0.04634,1.23347,0.173978,0.141426,0.047597,3.61241,0.141557,1.87217,0.15253,0.089135,0.190905,0.087151,0.200533,0.090803,0.08216,0.480387,0.326163,0.106374,0.081685,0.085337,0.218281,0.105796,0.188334
81,90,2,600,0.067284,0.15317,0.075169,0.07713,0.07615,0.077268,0.071838,0.078107,0.142102,0.079192,3.51613,0.176758,6.20383,0.192122,0.124963,0.332886,0.123202,0.307709,0.121819,0.14583,0.128701,0.144139,0.174273,0.145483,0.123351,0.312696,0.135709,0.326994
101,90,2,600,0.071389,0.248469,0.078759,0.123995,0.072764,0.124223,0.075721,0.120069,0.140478,0.118051,9.32522,0.306799,5.444,0.311497,0.158696,0.476204,0.158094,0.436703,0.158552,0.213074,0.17651,0.212539,0.186618,0.212298,0.155954,0.457882,0.158839,0.489153
1,90,2,600,0.110504,0.000477,0.139173,0.000302,0.104387,0.000226,0.113907,0.000253,0.096669,0.000173,0.028988,0.002747,0.029242,0.002223,0.044665,0.004036,0.045979,0.002331,0.057791,0.000402,0.064399,0.000489,0.047815,0.000323,0.03986,0.0034,0.052219,0.003138
21,90,2,600,1.67351,0.060263,1.90478,0.032768,1.67944,0.033221,1.64543,0.028125,2.21062,0.029154,0.162825,0.0254,0.169225,0.024441,0.033926,0.026056,0.036417,0.025383,0.032866,0.007602,0.034412,0.007549,0.043881,0.007425,0.032221,0.029291,0.03386,0.029781
41,90,2,600,2.45264,0.223197,2.7112,0.11758,2.48378,0.119345,1.74666,0.101137,1.83552,0.090171,0.350598,0.084913,0.480657,0.078003,0.054901,0.077891,0.044566,0.07711,0.043144,0.02522,0.04272,0.025274,0.04762,0.02488,0.042504,0.076032,0.04333,0.057621
61,90,2,600,1.96858,0.424966,2.18106,0.219717,1.99508,0.22671,2.5791,0.231243,3.23028,0.199207,0.925776,0.130709,0.977785,0.136568,0.058794,0.142735,0.065736,0.123463,0.060332,0.055135,0.066837,0.052075,0.061105,0.053624,0.064005,0.123871,0.0702,0.133681
81,90,2,600,1.44693,0.588494,1.46516,0.296737,1.349,0.298063,2.07156,0.353514,3.72859,0.362196,2.01171,0.227955,1.60403,0.211247,0.076616,0.178046,0.078727,0.211867,0.10969,0.114179,0.0782,0.089731,0.083607,0.089127,0.077086,0.205507,0.076644,0.200818
101,90,2,600,2.15097,1.09877,2.39584,0.569919,2.41811,0.609044,1.89353,0.486071,4.06933,0.569592,3.08231,0.344721,2.744,0.336741,0.109933,0.31422,0.11374,0.304859,0.110919,0.138066,0.103646,0.137552,0.111491,0.137373,0.103283,0.313934,0.104613,0.323329
1,90,2,600,0.059828,0.000342,0.077116,0.000185,0.0619,0.000167,0.058221,0.000176,0.07527,0.000196,0.041433,0.003787,0.042697,0.002454,0.037305,0.00418,0.0373,0.002386,0.048544,0.000299,0.051714,0.000273,0.040771,0.000345,0.037787,0.002742,0.039733,0.002973
21,90,2,600,1.81119,0.057089,1.87595,0.029155,1.80342,0.030676,1.79389,0.029626,3.52423,0.029636,0.157758,0.027272,0.228155,0.030405,0.034121,0.02837,0.037157,0.02779,0.045771,0.008371,0.033177,0.00809,0.043197,0.008132,0.034876,0.025131,0.033687,0.02378
41,90,2,600,1.95209,0.206525,2.33463,0.108556,1.93365,0.114258,1.85717,0.105653,3.76565,0.106233,0.367755,0.08113,0.351534,0.075462,0.044388,0.078808,0.043279,0.076266,0.045394,0.025805,0.042755,0.025822,0.049392,0.025496,0.042465,0.07611,0.04537,0.075339
61,90,2,600,2.1171,0.398601,2.54745,0.211468,2.12639,0.219499,1.9127,0.219684,3.44035,0.221419,0.789114,0.132083,0.732179,0.139574,0.063695,0.145948,0.058873,0.145851,0.058203,0.053767,0.057809,0.054025,0.064829,0.054047,0.0619,0.132414,0.056771,0.119935
81,90,2,600,1.90978,0.685809,2.28113,0.350002,1.90236,0.346901,1.84316,0.348837,4.11579,0.382616,1.04135,0.239703,1.01282,0.212297,0.088226,0.221883,0.081009,0.230146,0.07919,0.101899,0.097768,0.094007,0.084627,0.092365,0.090675,0.189021,0.080555,0.21523
101,90,2,600,2.19258,1.03721,2.72308,0.572626,1.96321,0.531256,1.94483,0.527606,3.9345,0.521085,1.70178,0.310525,1.40061,0.313923,0.11447,0.299755,0.107159,0.290122,0.103025,0.135228,0.102149,0.135872,0.10662,0.13565,0.107379,0.322341,0.105626,0.279611
1,90,2,600,0.035885,0.000197,0.040542,0.000133,0.034196,0.000128,0.062608,0.000178,0.043325,0.000106,0.035234,0.001828,0.032354,0.001485,0.02514,0.002244,0.02401,0.001914,0.026425,0.000182,0.045978,0.000333,0.028522,0.000202,0.029666,0.002449,0.024675,0.002215
21,90,2,600,0.035649,0.00845,0.037406,0.004688,0.054094,0.004269,0.676448,0.021889,0.041871,0.004261,0.197769,0.026421,0.180691,0.029148,0.031091,0.027794,0.029797,0.029839,0.029553,0.007144,0.242315,0.039839,0.037831,0.007249,0.029509,0.029545,0.029752,0.02812
41,90,2,600,0.035009,0.027671,0.041106,0.015223,0.034956,0.015909,1.2121,0.087427,0.041607,0.014922,0.878975,0.065347,0.756802,0.058119,0.040106,0.068193,0.046594,0.070197,0.041376,0.025332,0.255437,0.116015,0.043881,0.026132,0.039248,0.071456,0.042294,0.061677
61,90,2,600,0.038676,0.060765,0.038245,0.031347,0.035753,0.032542,1.3172,0.189695,0.040507,0.030961,2.81227,0.140061,1.7044,0.139403,0.055,0.107005,0.054468,0.115452,0.055582,0.052397,0.405608,0.293116,0.063721,0.05223,0.055655,0.122248,0.055426,0.131881
81,90,2,600,0.036471,0.102424,0.037976,0.051562,0.035518,0.051628,0.064141,0.077487,0.041571,0.052916,4.50167,0.214727,4.34035,0.189293,0.075207,0.227787,0.075858,0.19031,0.074603,0.089928,0.122867,0.140546,0.079382,0.088772,0.073386,0.220237,0.075707,0.218439
101,90,2,600,0.035687,0.155787,0.038164,0.078507,0.035772,0.079195,0.065807,0.117404,0.047045,0.078069,7.39115,0.30725,5.2874,0.327064,0.104179,0.342,0.108724,0.315767,0.101282,0.136538,0.16015,0.213201,0.104195,0.135052,0.101147,0.329967,0.102119,0.314567
1,90,2,600,0.068296,0.000302,0.070164,0.000222,0.061758,0.000147,0.06023,0.000143,0.07643,0.000174,0.055039,0.003649,0.049052,0.002601,0.056583,0.003084,0.049523,0.003266,0.053178,0.000272,0.048229,0.000309,0.052572,0.000333,0.053312,0.003953,0.058103,0.002809
21,90,2,600,0.802732,0.044834,0.911022,0.025538,0.803537,0.025791,0.593663,0.022385,1.10654,0.021919,0.181877,0.023682,0.175965,0.021391,0.041295,0.02,0.046725,0.028939,0.035875,0.007539,0.041798,0.00714,0.048826,0.007391,0.034763,0.022532,0.036092,0.022026
41,90,2,600,0.526352,0.136783,0.613713,0.071059,0.525164,0.073378,1.33169,0.097498,1.08682,0.072446,0.375288,0.082258,0.440002,0.071528,0.050319,0.069558,0.047728,0.064649,0.045634,0.025704,0.045958,0.025394,0.053359,0.025923,0.044856,0.05675,0.048687,0.065552
61,90,2,600,0.712273,0.277117,0.79147,0.142033,0.704412,0.142503,1.02685,0.174559,1.14946,0.14326,1.23999,0.154835,1.12575,0.143235,0.060201,0.136265,0.062237,0.130302,0.059688,0.052632,0.061429,0.053462,0.069685,0.052734,0.06674,0.132138,0.060311,0.136582
81,90,2,600,0.799542,0.5152,0.908419,0.261995,0.802847,0.262108,0.64729,0.238592,1.22991,0.242871,2.48349,0.239824,1.36041,0.224217,0.082445,0.233739,0.084838,0.224229,0.087886,0.089247,0.081956,0.089913,0.085998,0.09008,0.080404,0.197714,0.081314,0.227453
101,90,2,600,0.714136,0.697716,0.793815,0.357335,0.718054,0.364235,0.646713,0.363127,0.941508,0.323481,2.16381,0.309909,2.85227,0.301748,0.114196,0.268507,0.113837,0.335731,0.110054,0.140916,0.109957,0.139316,0.11346,0.138456,0.10794,0.310123,0.109582,0.301353
1,90,2,600,0.135017,0.000394,0.146279,0.000266,0.132393,0.000206,0.111643,0.000214,0.128394,0.000186,0.026542,0.002504,0.028226,0.00211,0.04724,0.003771,0.043818,0.003335,0.057789,0.000368,0.066826,0.000418,0.131425,0.000356,0.156125,0.004361,0.158637,0.00342
21,90,2,600,0.898826,0.048486,0.978867,0.029107,0.846345,0.02636,1.06669,0.029229,1.55404,0.02461,0.1625,0.026401,0.154972,0.027438,0.034152,0.027155,0.031232,0.030629,0.035484,0.008496,0.030556,0.008511,0.036453,0.008872,0.029129,0.029595,0.032086,0.029862
41,90,2,600,1.50758,0.205335,1.57999,0.102795,1.387,0.102709,1.31896,0.09266,1.18916,0.07095,0.44578,0.072383,0.390715,0.073237,0.042675,0.076527,0.043211,0.076818,0.04418,0.02611,0.045131,0.025089,0.047741,0.024827,0.039851,0.073814,0.041045,0.076368
61,90,2,600,1.28376,0.403941,1.48067,0.215439,1.2827,0.211905,0.95613,0.163672,1.7421,0.176739,1.13266,0.152014,1.0605,0.156347,0.059138,0.144528,0.055846,0.138767,0.054103,0.053416,0.056224,0.05254,0.057798,0.053468,0.058735,0.111689,0.054455,0.131028
81,90,2,600,1.11254,0.627491,1.26776,0.323588,1.11428,0.317232,0.934279,0.292178,2.05657,0.319862,1.63492,0.217005,1.52651,0.210052,0.081613,0.19975,0.075563,0.232487,0.075399,0.090946,0.075315,0.089484,0.078756,0.089258,0.08349,0.230358,0.075686,0.222094
101,90,2,600,0.683009,0.701876,0.785945,0.355232,0.684969,0.357518,0.877967,0.39349,1.62784,0.438886,2.52048,0.348146,2.4179,0.265002,0.110297,0.329275,0.104992,0.332519,0.101611,0.137896,0.102066,0.138364,0.104847,0.154685,0.104313,0.313921,0.100437,0.318326
1,90,2,600,0.033578,0.000207,0.038093,0.000142,0.0334,9.4e-05,0.061327,0.0002,0.041982,0.000117,0.0372,0.002275,0.03316,0.00151,0.025662,0.002581,0.032562,0.001722,0.025717,0.0002,0.046686,0.00038,0.030774,0.000184,0.029545,0.002128,0.03207,0.002486
21,90,2,600,0.031707,0.008603,0.054245,0.004184,0.074579,0.004932,0.112428,0.010546,0.091519,0.00684,0.353598,0.032178,0.196409,0.025331,0.032197,0.028459,0.032049,0.027027,0.037367,0.007692,0.064465,0.01405,0.039064,0.007279,0.030512,0.030663,0.034697,0.028671
41,90,2,600,0.032031,0.029094,0.035342,0.014871,0.031655,0.017104,0.061548,0.022789,0.041547,0.016305,0.762008,0.072267,0.874112,0.073338,0.039782,0.077433,0.039327,0.057794,0.038792,0.024976,0.067492,0.039913,0.043361,0.02896,0.039715,0.05909,0.039184,0.059848
61,90,2,600,0.033091,0.059446,0.037506,0.030055,0.032137,0.030137,0.062478,0.045752,0.038676,0.030715,2.11416,0.141354,1.75804,0.140934,0.056494,0.138986,0.058609,0.125261,0.055953,0.053454,0.095251,0.082493,0.062967,0.052549,0.054797,0.108865,0.054498,0.129498
81,90,2,600,0.032395,0.103336,0.03431,0.052346,0.03185,0.051694,0.059663,0.07858,0.037966,0.050384,3.46045,0.233922,4.27976,0.228242,0.082613,0.22855,0.075605,0.202665,0.075466,0.090677,0.120709,0.139737,0.079106,0.089322,0.075432,0.228191,0.078242,0.22183
101,90,2,600,0.032611,0.15526,0.03496,0.078256,0.031925,0.078374,0.05915,0.118554,0.042457,0.077904,5.54112,0.33166,4.67351,0.293576,0.103136,0.268835,0.102212,0.343722,0.101345,0.13718,0.158102,0.213609,0.105328,0.135589,0.100008,0.292006,0.105137,0.340597
1,90,2,600,0.096896,0.000481,0.125343,0.000224,0.093148,0.000211,0.109904,0.000211,0.089451,0.000159,0.028863,0.002689,0.029444,0.001534,0.047147,0.0029,0.058716,0.002744,0.06436,0.000476,0.063485,0.000486,0.048632,0.000234,0.045434,0.002234,0.04712,0.002632
21,90,2,600,0.752221,0.050573,0.883976,0.028095,0.756566,0.027931,0.656068,0.024675,0.720815,0.022763,0.161085,0.023091,0.156146,0.024942,0.037058,0.026818,0.034179,0.018869,0.043524,0.007651,0.039643,0.008236,0.039294,0.007174,0.035294,0.031384,0.035421,0.027337
41,90,2,600,1.07569,0.190449,1.27545,0.100855,1.0861,0.101873,0.470096,0.075019,0.912938,0.07439,0.516678,0.080978,0.45895,0.06675,0.046793,0.063845,0.043417,0.062698,0.046747,0.027198,0.042995,0.025498,0.05501,0.025144,0.043178,0.07054,0.041843,0.062705
61,90,2,600,0.841559,0.331218,0.978251,0.172341,0.850461,0.178036,0.893175,0.175971,1.02861,0.146538,1.23248,0.141578,1.17333,0.1419,0.062495,0.115519,0.059262,0.119802,0.05826,0.053921,0.058003,0.055044,0.064075,0.054995,0.057443,0.129022,0.058349,0.122264
81,90,2,600,0.937144,0.53792,1.04549,0.305729,0.724879,0.267574,0.579432,0.237143,1.14172,0.241106,2.37064,0.216412,2.43334,0.238378,0.082217,0.232361,0.084589,0.224126,0.077071,0.091475,0.078104,0.089922,0.082004,0.091418,0.077445,0.198683,0.077053,0.231741
101,90,2,600,0.97473,0.939766,1.13508,0.484601,0.977714,0.481509,0.408617,0.315864,1.09916,0.356242,2.67749,0.31478,2.83639,0.32029,0.106782,0.320607,0.103618,0.265879,0.104232,0.13643,0.102602,0.137772,0.107327,0.136838,0.10243,0.324182,0.102599,0.33629
1,90,2,600,0.068371,0.000465,0.069132,0.000218,0.062175,0.000144,0.069597,0.00016,0.070042,0.000173,0.027277,0.002418,0.0322,0.001769,0.027618,0.002847,0.030605,0.002323,0.027767,0.00021,0.025954,0.000136,0.027698,0.000214,0.027662,0.002943,0.031629,0.003
21,90,2,600,0.759739,0.038419,0.844294,0.019835,0.782488,0.02166,1.18129,0.026612,0.473495,0.011386,0.290228,0.02738,0.349973,0.024499,0.040894,0.027046,0.035435,0.030196,0.036777,0.008522,0.034493,0.008455,0.051915,0.00772,0.034691,0.029608,0.038333,0.027727
41,90,2,600,0.951995,0.138034,1.03945,0.072656,0.953045,0.076863,1.16996,0.091361,0.855787,0.04947,1.36274,0.075293,1.22458,0.063208,0.048258,0.06388,0.042613,0.069676,0.057053,0.026173,0.046137,0.024844,0.071528,0.025499,0.042977,0.075753,0.042983,0.0734
61,90,2,600,1.63993,0.335932,0.967549,0.143746,1.62187,0.177299,1.33073,0.18026,0.282766,0.064723,3.78581,0.148454,2.2674,0.133325,0.061383,0.126394,0.058642,0.123371,0.058273,0.053764,0.062961,0.053114,0.073327,0.053113,0.066754,0.135142,0.081834,0.113901
81,90,2,600,1.83781,0.586322,1.35209,0.267532,1.78844,0.293753,1.16877,0.26661,0.127959,0.079639,11.5266,0.242034,4.66252,0.235946,0.073292,0.24506,0.073798,0.175168,0.074032,0.090081,0.078584,0.089358,0.084483,0.089398,0.072593,0.227344,0.074778,0.192716
101,90,2,600,1.02137,0.780574,1.14139,0.400571,1.0368,0.401778,1.93898,0.487892,0.27228,0.160331,8.40299,0.325928,3.57727,0.318399,0.100629,0.319898,0.100368,0.304003,0.100438,0.137183,0.102974,0.134288,0.116423,0.136168,0.098167,0.286533,0.098927,0.304613
1,90,2,600,0.033486,0.000202,0.036049,0.000122,0.032935,9.9e-05,0.032227,0.000135,0.034046,0.000158,0.030872,0.002164,0.032619,0.001649,0.023721,0.00217,0.021453,0.002101,0.025192,0.00014,0.028679,0.000269,0.029162,0.000225,0.021881,0.002012,0.022244,0.002123
21,90,2,600,0.039328,0.00907,0.044794,0.004625,0.039029,0.004453,0.423261,0.01873,0.045549,0.004181,0.242444,0.026131,0.186256,0.024487,0.029392,0.021548,0.03449,0.026665,0.030204,0.00779,0.03154,0.00758,0.03685,0.007406,0.031256,0.026453,0.03296,0.027163
41,90,2,600,0.034901,0.028564,0.034244,0.016203,0.031128,0.01664,0.329186,0.055417,0.040647,0.015431,0.840086,0.078948,0.82923,0.059608,0.041094,0.061831,0.040499,0.065798,0.040359,0.026175,0.045453,0.025449,0.045393,0.02547,0.047282,0.077466,0.040561,0.07337
61,90,2,600,0.081862,0.090558,0.075002,0.04602,0.072846,0.048048,0.322285,0.095634,0.047637,0.031314,3.17763,0.1367,1.45858,0.143485,0.057919,0.142842,0.061806,0.134085,0.061625,0.052831,0.058015,0.052752,0.060003,0.053802,0.055255,0.136777,0.055629,0.136569
81,90,2,600,0.065558,0.155867,0.073025,0.079552,0.065852,0.079532,0.600949,0.243016,0.097468,0.081693,3.94905,0.237898,7.03468,0.242808,0.077086,0.213027,0.07555,0.234933,0.074755,0.092771,0.081509,0.090764,0.079995,0.089686,0.074182,0.200448,0.074607,0.228556
