Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUl, time_subproblem_BAUl, time_master_BAUe, time_subproblem_BAUe, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCUl, time_subproblem_KCUl, time_master_KCUl, time_subproblem_KCUe, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
21,90,2,600,1.15109,0.054602,1.29073,0.030582,1.12821,0.027196,0.705321,0.022155,1.857,0.025165,0.149368,0.0276,0.155955,0.026439,0.052203,0.023281,0.042036,0.027844,0.043369,0.007426,0.034949,0.007843,0.035888,0.007604,0.030125,0.021837,0.032569,0.025926
41,90,2,600,1.59835,0.203408,1.81927,0.107006,1.6026,0.109171,1.17553,0.085475,1.03062,0.0722,0.468423,0.080994,0.477778,0.072125,0.043369,0.077031,0.040901,0.075284,0.040144,0.024801,0.044839,0.02487,0.045394,0.02484,0.040119,0.059973,0.043397,0.064815
61,90,2,600,1.06586,0.37164,1.21741,0.195408,1.05374,0.1908,1.21726,0.173232,2.25453,0.190472,0.921529,0.13791,0.937837,0.127512,0.057773,0.146727,0.057777,0.129563,0.054997,0.052242,0.054936,0.053109,0.060626,0.053334,0.055064,0.108616,0.055061,0.10854
81,90,2,600,1.56346,0.72227,1.79138,0.369837,1.5641,0.373491,1.20611,0.289586,1.56829,0.264625,1.50257,0.239285,1.71781,0.240745,0.078483,0.229998,0.079199,0.224881,0.077777,0.090257,0.075724,0.091266,0.084039,0.090577,0.075935,0.231939,0.07633,0.211752
101,90,2,600,1.46329,1.07906,1.60454,0.527653,1.39022,0.523747,1.26299,0.438621,1.50154,0.403828,2.75035,0.348914,3.04542,0.308792,0.109243,0.302463,0.104743,0.283141,0.10132,0.136345,0.100095,0.134855,0.105215,0.13545,0.103005,0.344242,0.101329,0.314423
1,90,2,600,0.03118,0.000245,0.042838,0.000128,0.030188,0.000107,0.030579,0.000177,0.039254,0.000116,0.034496,0.002476,0.034115,0.001285,0.025168,0.001978,0.030471,0.001556,0.024767,0.000155,0.03081,0.000172,0.031912,0.00024,0.025757,0.002639,0.028193,0.002483
21,90,2,600,0.065761,0.013604,0.068188,0.006432,0.06573,0.006413,0.316085,0.01559,0.131647,0.006647,0.207518,0.03132,0.199785,0.022197,0.05217,0.043277,0.058205,0.04156,0.053847,0.011938,0.157568,0.031332,0.05974,0.012875,0.050297,0.035817,0.058633,0.042129
41,90,2,600,0.063354,0.043214,0.072644,0.021721,0.063432,0.024556,0.328593,0.05318,0.093865,0.023898,0.867023,0.071526,0.816908,0.067039,0.07092,0.116261,0.066138,0.098456,0.063336,0.03928,0.193444,0.097191,0.07366,0.039288,0.064354,0.097752,0.063692,0.10074
61,90,2,600,0.057257,0.08913,0.065335,0.045707,0.057731,0.046329,0.326872,0.108177,0.101863,0.046237,2.00675,0.121928,1.5516,0.13132,0.089937,0.17438,0.091827,0.178717,0.088189,0.082934,0.251763,0.202704,0.103926,0.085783,0.088127,0.21502,0.088416,0.192894
81,90,2,600,0.056947,0.155737,0.063767,0.079127,0.06586,0.079166,0.320996,0.186376,0.092678,0.080353,2.20326,0.20116,4.5628,0.206876,0.121275,0.34472,0.12448,0.341793,0.119243,0.13976,0.318292,0.341927,0.133457,0.139721,0.122045,0.310872,0.118502,0.322581
101,90,2,600,0.059326,0.231331,0.064534,0.116551,0.056411,0.11666,0.318811,0.275764,0.094358,0.1174,6.89991,0.321501,3.49749,0.336195,0.158717,0.467206,0.162703,0.421993,0.157534,0.214519,0.414552,0.522389,0.165816,0.210876,0.155286,0.497587,0.160844,0.416849
1,90,2,600,0.156203,0.000376,0.172787,0.000242,0.150783,0.000193,0.145309,0.000205,0.126198,0.000145,0.03415,0.002617,0.035654,0.002059,0.064405,0.005454,0.068986,0.004818,0.064418,0.000482,0.070206,0.000443,0.05893,0.000313,0.06936,0.004814,0.066965,0.003911
21,90,2,600,3.21486,0.074223,3.14113,0.036069,3.25735,0.0381,4.10611,0.03732,3.83201,0.030284,0.170808,0.028185,0.234425,0.023934,0.038164,0.029728,0.045824,0.024678,0.037558,0.008131,0.037745,0.008033,0.051183,0.008798,0.037753,0.030697,0.036144,0.029105
41,90,2,600,2.98102,0.233196,3.4462,0.126677,2.95543,0.121664,4.06508,0.128514,6.02351,0.121898,0.399199,0.085081,0.38416,0.064375,0.044089,0.076436,0.047428,0.065108,0.043119,0.02687,0.043604,0.026179,0.053519,0.025362,0.042923,0.07264,0.044236,0.070262
61,90,2,600,3.02034,0.468061,3.29926,0.254044,3.05539,0.252228,4.53581,0.264016,5.61395,0.237459,0.760884,0.152743,0.721582,0.138364,0.062783,0.127468,0.062244,0.132342,0.061716,0.05396,0.060055,0.053019,0.062914,0.053426,0.061937,0.125917,0.071391,0.140557
81,90,2,600,3.96119,0.896558,3.66812,0.437743,3.81131,0.470899,4.63818,0.442099,6.5775,0.424535,1.11382,0.248157,1.00012,0.204274,0.083566,0.229111,0.082084,0.206646,0.077978,0.088261,0.077951,0.088558,0.082583,0.089488,0.081735,0.195779,0.078173,0.200016
101,90,2,600,4.00884,1.3456,3.93929,0.645264,4.02158,0.685794,5.54297,0.695402,9.5695,0.722468,2.10425,0.296149,1.86119,0.31412,0.115264,0.323392,0.108645,0.343728,0.10642,0.137549,0.104882,0.137104,0.113445,0.138495,0.108711,0.343355,0.106004,0.336448
1,90,2,600,0.068325,0.000376,0.067023,0.000179,0.061393,0.000247,0.062382,0.000181,0.075529,0.00018,0.031816,0.002448,0.026832,0.001608,0.025164,0.002169,0.025145,0.001975,0.032091,0.000201,0.024812,0.000191,0.025387,0.000208,0.02597,0.002038,0.025348,0.003006
21,90,2,600,0.077737,0.014281,0.087743,0.007755,0.085046,0.006548,0.500172,0.022332,0.086607,0.006992,0.23856,0.034052,0.191414,0.027404,0.033054,0.029613,0.032699,0.028904,0.032268,0.007075,0.291271,0.053228,0.03847,0.00796,0.044509,0.028453,0.032396,0.027508
41,90,2,600,0.061587,0.04371,0.07363,0.022713,0.063159,0.023496,0.65109,0.071237,0.085654,0.023401,0.811695,0.068782,0.66615,0.073878,0.041598,0.076995,0.040834,0.073332,0.03988,0.024561,0.265199,0.110049,0.045357,0.025208,0.044557,0.068244,0.046888,0.059826
61,90,2,600,0.060823,0.091007,0.068364,0.045884,0.061612,0.046477,0.634304,0.141992,0.098412,0.047612,1.85847,0.119245,1.80493,0.124611,0.06084,0.122238,0.056175,0.11191,0.058057,0.052993,0.28953,0.205263,0.062354,0.052538,0.054815,0.132625,0.058844,0.119418
81,90,2,600,0.062707,0.153092,0.069428,0.078345,0.06835,0.078516,1.22145,0.316741,0.085255,0.078661,2.41944,0.205961,2.58405,0.240468,0.083714,0.229722,0.078019,0.227261,0.077671,0.090565,0.430168,0.397607,0.082242,0.089962,0.0781,0.211601,0.078063,0.225596
101,90,2,600,0.063039,0.235037,0.068995,0.114931,0.06868,0.117138,0.871593,0.428544,0.08536,0.117669,6.06992,0.267929,5.57566,0.284075,0.110365,0.261719,0.152568,0.362042,0.104042,0.135513,0.696563,0.752736,0.104925,0.135691,0.123854,0.319501,0.105402,0.301173
1,90,2,600,0.072386,0.000279,0.079457,0.000205,0.07398,0.000193,0.07788,0.000244,0.090069,0.000235,0.029347,0.002157,0.029598,0.001965,0.035084,0.002728,0.02599,0.002497,0.031166,0.000176,0.026982,0.000194,0.026519,0.000197,0.025975,0.003038,0.02914,0.002446
21,90,2,600,0.448646,0.032782,0.490149,0.017812,0.441401,0.016571,0.359991,0.017074,0.128883,0.007285,0.208734,0.02666,0.19708,0.027811,0.097832,0.03767,0.163236,0.047546,0.132204,0.01616,0.070579,0.013852,0.070418,0.012289,0.061149,0.042994,0.070271,0.037639
41,90,2,600,0.208824,0.076685,0.237853,0.042139,0.195715,0.038666,0.368071,0.056247,0.209445,0.033375,0.834005,0.055155,0.67389,0.066011,0.066239,0.107164,0.072687,0.10991,0.066603,0.040761,0.109276,0.055556,0.086296,0.040619,0.066349,0.123043,0.067104,0.116197
61,90,2,600,0.172853,0.147321,0.193466,0.076465,0.166455,0.078056,0.485983,0.123349,0.191952,0.061102,2.28925,0.115278,2.05396,0.138717,0.092324,0.215237,0.092303,0.191394,0.094307,0.084104,0.144697,0.115232,0.107412,0.083801,0.092005,0.196757,0.092956,0.193028
81,90,2,600,0.171418,0.26104,0.196254,0.132719,0.17005,0.132844,0.357939,0.188437,0.215524,0.104912,2.42387,0.197681,2.51918,0.218318,0.123637,0.29224,0.125932,0.277721,0.137598,0.14021,0.183301,0.190169,0.137844,0.140576,0.137683,0.327002,0.126349,0.339382
101,90,2,600,0.166217,0.395717,0.191914,0.198871,0.164952,0.200626,0.279072,0.241472,0.172933,0.160383,4.06285,0.330842,2.70349,0.308755,0.162386,0.479068,0.161059,0.490278,0.160485,0.212058,0.232252,0.287729,0.180343,0.212467,0.160523,0.505777,0.158782,0.512666
1,90,2,600,0.075547,0.000262,0.073521,0.000172,0.066993,0.000171,0.070373,0.000189,0.075779,0.000181,0.026764,0.002136,0.028726,0.001215,0.030406,0.002341,0.033135,0.002243,0.025654,0.00019,0.028543,0.000225,0.026286,0.000189,0.028334,0.001938,0.027873,0.002723
21,90,2,600,0.120906,0.018917,0.129908,0.008994,0.121071,0.00822,1.02297,0.025883,0.147271,0.006636,0.257658,0.028157,0.202682,0.026816,0.044397,0.042834,0.04547,0.044318,0.04424,0.012244,0.058043,0.011355,0.071031,0.013174,0.048192,0.045383,0.047615,0.041118
41,90,2,600,0.113203,0.057697,0.131276,0.030622,0.112731,0.033525,1.11085,0.089318,0.148948,0.024308,0.689289,0.0751,0.72667,0.068236,0.059733,0.110601,0.066773,0.107532,0.060455,0.039133,0.24188,0.098232,0.07724,0.041495,0.059328,0.112888,0.061111,0.113491
61,90,2,600,0.130999,0.123106,0.14572,0.062012,0.126042,0.063438,1.06811,0.162699,0.185803,0.046998,1.99922,0.133185,2.0352,0.138866,0.127303,0.220916,0.089248,0.187335,0.087353,0.081342,0.097181,0.083216,0.123489,0.085851,0.087468,0.184336,0.08755,0.211752
81,90,2,600,0.126445,0.205225,0.14423,0.106035,0.127834,0.106663,1.31347,0.270902,0.187375,0.082556,2.691,0.236068,3.39714,0.237446,0.119985,0.343286,0.122001,0.348314,0.116731,0.139997,0.130628,0.142605,0.13983,0.142609,0.12064,0.309065,0.118695,0.324853
101,90,2,600,0.114411,0.312651,0.126836,0.158368,0.129018,0.158933,1.23414,0.438367,0.262013,0.158829,4.60215,0.328785,3.50367,0.321147,0.16679,0.473027,0.160211,0.450447,0.16722,0.213936,0.470853,0.517408,0.178467,0.211898,0.152446,0.488579,0.153928,0.492517
1,90,2,600,0.063361,0.000318,0.06858,0.000235,0.061056,0.000157,0.061666,0.000173,0.065424,0.000194,0.039216,0.00312,0.03842,0.002228,0.038953,0.002925,0.042347,0.002339,0.048769,0.000333,0.043485,0.000322,0.054012,0.000328,0.043997,0.003026,0.039967,0.003073
21,90,2,600,0.459914,0.03554,0.667178,0.019621,0.445648,0.018936,0.442397,0.020934,0.792862,0.019243,0.16059,0.024285,0.214264,0.029266,0.036225,0.029475,0.03115,0.025744,0.031243,0.007099,0.030249,0.006866,0.034107,0.007061,0.035778,0.028041,0.033431,0.029687
41,90,2,600,0.619318,0.129669,0.543558,0.064574,0.617326,0.07115,0.515206,0.063908,0.910751,0.064711,0.526046,0.070795,0.424396,0.065874,0.04546,0.065108,0.042223,0.077391,0.050286,0.026474,0.040882,0.025091,0.045681,0.025087,0.041137,0.077043,0.041744,0.074021
61,90,2,600,0.372166,0.242803,0.459901,0.126461,0.37183,0.128775,0.577721,0.141835,0.964352,0.12498,1.23674,0.14878,0.94181,0.145349,0.055672,0.111212,0.058223,0.13828,0.055183,0.052043,0.05487,0.05175,0.062346,0.051935,0.0567,0.13593,0.055241,0.135267
81,90,2,600,0.444718,0.411016,0.513572,0.213533,0.443917,0.21118,0.473272,0.211514,0.812858,0.209962,1.80399,0.233181,1.76856,0.229631,0.094077,0.220299,0.091147,0.216746,0.077597,0.091317,0.078796,0.092578,0.091849,0.090598,0.081915,0.218065,0.168881,0.227702
101,90,2,600,0.479663,0.635457,0.525388,0.318588,0.461603,0.318447,0.916634,0.436818,0.828808,0.317197,3.26447,0.342628,2.73447,0.324269,0.110534,0.333873,0.103447,0.340389,0.102624,0.136459,0.101128,0.136497,0.108767,0.136676,0.101311,0.298444,0.10375,0.295838
1,90,2,600,0.028912,0.000194,0.04325,0.000126,0.029244,9.9e-05,0.112393,0.000259,0.040605,0.000101,0.030947,0.002298,0.031424,0.002005,0.022699,0.002395,0.021527,0.001878,0.02205,0.000145,0.061651,0.000384,0.033222,0.000161,0.026372,0.002434,0.022476,0.002251
21,90,2,600,0.060423,0.012564,0.071691,0.006096,0.061089,0.007213,0.06651,0.006185,0.106111,0.00693,0.224135,0.027534,0.194996,0.028599,0.056118,0.044044,0.045349,0.040904,0.049691,0.011956,0.053849,0.011921,0.058462,0.011886,0.043104,0.043604,0.049696,0.035331
41,90,2,600,0.274982,0.082206,0.192024,0.036987,0.169593,0.03906,0.066629,0.023541,0.096706,0.022952,0.934744,0.055014,0.724209,0.065737,0.108104,0.182875,0.110456,0.183222,0.108451,0.069227,0.066125,0.040317,0.07585,0.040532,0.109143,0.172142,0.107918,0.183409
61,90,2,600,0.057549,0.095336,0.065201,0.04719,0.057829,0.047059,0.062242,0.048396,0.103777,0.046512,1.8496,0.138559,1.57734,0.138146,0.086634,0.177138,0.084512,0.186815,0.083215,0.082978,0.088709,0.082211,0.101617,0.083269,0.082629,0.193003,0.115083,0.244893
81,90,2,600,0.063792,0.155815,0.070247,0.078667,0.062632,0.07908,0.058402,0.078515,0.098075,0.078384,4.07098,0.176427,2.73078,0.233191,0.115055,0.33356,0.114275,0.339521,0.112978,0.13969,0.118012,0.138965,0.130006,0.138825,0.113495,0.332686,0.115634,0.347422
101,90,2,600,0.058632,0.22967,0.065223,0.116921,0.057961,0.117513,0.670654,0.400859,0.101842,0.119733,6.04123,0.34133,4.65292,0.302228,0.168707,0.502251,0.157838,0.469478,0.158716,0.218415,0.708642,0.85981,0.170455,0.214531,0.151846,0.43303,0.154946,0.434716
1,90,2,600,0.036544,0.000173,0.039635,0.000162,0.046371,9.9e-05,0.07618,0.000186,0.043462,0.000143,0.033742,0.002494,0.038422,0.001656,0.024572,0.002608,0.026236,0.002347,0.044242,0.000198,0.047764,0.000249,0.036015,0.000176,0.031353,0.00208,0.025399,0.001723
21,90,2,600,0.03553,0.010086,0.043062,0.00409,0.044667,0.003951,0.427622,0.015199,0.041385,0.004674,0.23038,0.024378,0.178496,0.022167,0.030995,0.030322,0.030911,0.026684,0.030576,0.008241,0.182403,0.032263,0.038114,0.008508,0.030065,0.021419,0.030862,0.024865
41,90,2,600,0.040055,0.029554,0.037349,0.01715,0.034862,0.015938,0.522564,0.063801,0.041652,0.01576,0.920333,0.068569,0.802186,0.055781,0.041506,0.057063,0.041189,0.056323,0.040585,0.025317,0.221475,0.100269,0.049307,0.025507,0.041092,0.071857,0.048036,0.07474
61,90,2,600,0.032469,0.06281,0.041528,0.032173,0.035999,0.030799,0.840803,0.171783,0.041579,0.030845,2.54333,0.122961,1.75994,0.134709,0.060724,0.131377,0.055753,0.106952,0.055959,0.052416,0.462837,0.322263,0.06439,0.052169,0.054973,0.129948,0.05538,0.141486
81,90,2,600,0.032816,0.102234,0.035801,0.052629,0.034115,0.051976,0.067286,0.078372,0.040628,0.057421,4.07547,0.234425,5.90809,0.235442,0.079329,0.207853,0.075874,0.175032,0.078552,0.089764,0.125477,0.140813,0.094178,0.08964,0.075334,0.176517,0.075582,0.197382
101,90,2,600,0.036125,0.154629,0.037938,0.077638,0.03554,0.078448,0.064364,0.1183,0.041217,0.078158,6.90663,0.284043,6.12254,0.295005,0.111178,0.31005,0.103439,0.298235,0.102763,0.13741,0.164873,0.214834,0.109476,0.136347,0.101807,0.323933,0.102143,0.323321
1,90,2,600,0.062849,0.000353,0.072048,0.000212,0.061156,0.000204,0.06344,0.000159,0.068391,0.000184,0.024923,0.002606,0.02916,0.00123,0.025009,0.002098,0.025305,0.002104,0.024167,0.000184,0.025589,0.000144,0.026108,0.000216,0.027892,0.003565,0.029581,0.00226
21,90,2,600,0.106323,0.018004,0.113447,0.010127,0.108581,0.008978,0.437807,0.021583,0.089319,0.007499,0.224849,0.029901,0.188512,0.024267,0.045931,0.045492,0.055367,0.039747,0.046139,0.011339,0.06074,0.01302,0.076539,0.011819,0.046611,0.032365,0.050982,0.029918
41,90,2,600,0.211292,0.090096,0.25043,0.046438,0.210613,0.046983,0.435258,0.073393,0.108538,0.023494,0.79619,0.061661,0.765114,0.067517,0.121372,0.177928,0.071118,0.105417,0.118363,0.069145,0.108459,0.054418,0.073667,0.039388,0.117018,0.187416,0.0651,0.111163
61,90,2,600,0.222285,0.182997,0.25537,0.094551,0.218639,0.093049,0.449943,0.140894,0.093389,0.047068,2.61097,0.1274,1.96179,0.133442,0.154657,0.345601,0.095266,0.214164,0.175262,0.144543,0.095943,0.08381,0.107901,0.08436,0.163368,0.361528,0.087926,0.208983
81,90,2,600,0.198432,0.310154,0.231992,0.159468,0.194156,0.154945,0.393598,0.208994,0.108256,0.079618,3.37003,0.230869,2.41274,0.223628,0.215009,0.577824,0.163454,0.406334,0.20867,0.246101,0.176217,0.192838,0.135856,0.140643,0.211514,0.572235,0.122663,0.296629
101,90,2,600,0.190524,0.457131,0.226862,0.238263,0.197206,0.236279,0.14664,0.193712,0.160473,0.155236,6.2229,0.300525,3.65429,0.265846,0.326628,0.954153,0.27733,0.770517,0.323616,0.441345,0.164128,0.210415,0.178502,0.210001,0.326368,0.94471,0.159663,0.441896
1,90,2,600,0.076081,0.000306,0.079423,0.000183,0.071446,0.00014,0.074561,0.000145,0.077698,0.000212,0.027834,0.001816,0.026852,0.001249,0.034497,0.001991,0.02661,0.001794,0.028872,0.000216,0.026272,0.000153,0.02673,0.000205,0.032249,0.002834,0.027984,0.002486
21,90,2,600,0.110982,0.019869,0.125938,0.009057,0.113797,0.008716,0.927669,0.026251,0.113609,0.006317,0.208291,0.023276,0.185995,0.028791,0.048998,0.044324,0.053637,0.039397,0.063378,0.012462,0.062222,0.013213,0.082443,0.012699,0.050966,0.030476,0.049328,0.04023
41,90,2,600,0.209264,0.064183,0.151056,0.029957,0.110663,0.030548,0.83589,0.085317,0.114416,0.023315,0.861503,0.067482,0.769862,0.063965,0.064071,0.097405,0.06585,0.10788,0.067482,0.040775,0.303638,0.111064,0.089477,0.039278,0.070156,0.112408,0.063419,0.100978
61,90,2,600,0.174485,0.152446,0.195529,0.075678,0.174839,0.076757,0.924644,0.172054,0.117326,0.046504,1.69673,0.129733,1.7047,0.135858,0.12173,0.255904,0.091384,0.199535,0.183972,0.131802,0.099792,0.085699,0.117021,0.084073,0.122295,0.257284,0.087066,0.209266
81,90,2,600,0.122276,0.206916,0.136323,0.107436,0.119174,0.108256,0.44891,0.214223,0.110095,0.078607,4.42868,0.233873,5.58117,0.236872,0.210956,0.57511,0.215977,0.530858,0.20287,0.246353,0.244442,0.24509,0.141009,0.142229,0.207655,0.521016,0.12204,0.299252
101,90,2,600,0.169302,0.389922,0.192658,0.199462,0.167344,0.199861,0.187953,0.199148,0.106551,0.119048,7.18675,0.331611,5.69417,0.30772,0.162762,0.421065,0.159842,0.498443,0.15842,0.21565,0.545803,0.603717,0.178143,0.214281,0.165117,0.494416,0.157452,0.487211
1,90,2,600,0.07045,0.000351,0.075919,0.00017,0.068149,0.000146,0.068068,0.000177,0.07078,0.000197,0.046288,0.003355,0.046473,0.002857,0.039841,0.003583,0.037549,0.00274,0.037405,0.000286,0.046018,0.000322,0.049548,0.000271,0.041217,0.003955,0.040494,0.003224
21,90,2,600,2.92564,0.076546,2.88654,0.036299,2.94776,0.039474,3.25302,0.036051,3.78608,0.03007,0.15613,0.026901,0.199949,0.028643,0.043518,0.030388,0.03681,0.031305,0.03465,0.008113,0.043128,0.008096,0.05578,0.007429,0.040265,0.02599,0.034492,0.028477
41,90,2,600,3.06396,0.247572,3.72936,0.123069,3.01985,0.129109,3.46354,0.130422,5.12604,0.114024,0.356014,0.085129,0.419412,0.077668,0.043517,0.077865,0.043666,0.073455,0.042607,0.025091,0.049813,0.025586,0.048116,0.025488,0.042552,0.071649,0.043272,0.064615
61,90,2,600,3.22771,0.491185,3.468,0.258885,3.2706,0.263893,3.74533,0.268769,5.1145,0.228729,0.694506,0.123326,0.688341,0.146915,0.061367,0.116967,0.059622,0.145435,0.058176,0.052022,0.059204,0.052064,0.062468,0.052788,0.058191,0.139657,0.058515,0.138671
81,90,2,600,3.73964,0.837415,3.7992,0.434371,3.77711,0.446355,5.05527,0.497694,3.78812,0.362987,1.13311,0.237404,0.929682,0.227113,0.087213,0.235009,0.08645,0.22651,0.148832,0.095028,0.101357,0.099831,0.089529,0.094806,0.084516,0.212254,0.082581,0.234225
101,90,2,600,3.95033,1.34229,4.11627,0.686807,3.98559,0.691694,3.69481,0.653132,3.57732,0.53855,1.70917,0.277692,1.60184,0.303134,0.116031,0.344713,0.109934,0.313209,0.103782,0.134437,0.104055,0.136418,0.108396,0.136293,0.107557,0.300087,0.103891,0.321205
1,90,2,600,0.034758,0.000199,0.039774,0.000108,0.033471,0.00011,0.066648,0.000182,0.039008,9.6e-05,0.030478,0.002101,0.028843,0.00137,0.023049,0.002873,0.021861,0.0024,0.024535,0.000209,0.027199,0.000152,0.026994,0.000288,0.022952,0.002121,0.024403,0.002264
21,90,2,600,0.034517,0.007758,0.039665,0.004653,0.043183,0.005096,0.232333,0.012727,0.039156,0.004162,0.237635,0.026418,0.183547,0.026681,0.02748,0.029125,0.028112,0.025466,0.027777,0.007222,0.03009,0.007702,0.03552,0.007917,0.027033,0.026728,0.030861,0.026431
41,90,2,600,0.032185,0.029054,0.035988,0.014674,0.041643,0.015784,0.795871,0.078025,0.03861,0.016374,0.657576,0.077286,0.653476,0.069684,0.037125,0.060639,0.03709,0.066093,0.036976,0.024953,0.04218,0.024568,0.043861,0.024778,0.039383,0.07226,0.037207,0.071967
61,90,2,600,0.032348,0.059912,0.035508,0.030418,0.034336,0.031296,0.243292,0.094105,0.038198,0.030345,1.90593,0.146107,1.98621,0.142763,0.053498,0.144041,0.054131,0.142169,0.057003,0.053819,0.066862,0.055703,0.069614,0.053579,0.059318,0.136695,0.053519,0.130779
81,90,2,600,0.03257,0.10735,0.035444,0.053424,0.036244,0.052946,0.291033,0.183855,0.039621,0.05184,2.49421,0.211614,3.08777,0.218417,0.073533,0.182914,0.073797,0.225865,0.073605,0.089814,0.076722,0.090423,0.092756,0.095797,0.073278,0.232257,0.073526,0.214695
101,90,2,600,0.03199,0.156966,0.034036,0.078053,0.031671,0.078216,0.823978,0.445889,0.038288,0.079125,6.49681,0.30321,3.07593,0.304074,0.099893,0.299566,0.099809,0.277964,0.099592,0.136907,0.101048,0.135926,0.104657,0.136226,0.097939,0.322466,0.098558,0.313697
1,90,2,600,0.066382,0.000267,0.067472,0.000175,0.060592,0.00017,0.06554,0.00015,0.073901,0.000153,0.03709,0.002211,0.029949,0.001438,0.030167,0.00247,0.031524,0.001645,0.032131,0.000183,0.030736,0.00018,0.030641,0.000172,0.031366,0.003167,0.031899,0.002105
21,90,2,600,0.095698,0.01888,0.125911,0.009887,0.097593,0.009074,0.347691,0.017049,0.10927,0.006682,0.20574,0.020726,0.194076,0.023909,0.034286,0.03139,0.035907,0.030591,0.036342,0.007726,0.035876,0.008172,0.046884,0.007491,0.040368,0.01969,0.035613,0.018362
41,90,2,600,0.105756,0.056964,0.111057,0.030111,0.095348,0.031605,0.68994,0.071925,0.110524,0.022924,0.796627,0.065158,0.62009,0.074898,0.047966,0.073519,0.042902,0.075448,0.047488,0.0259,0.04617,0.025434,0.061704,0.025291,0.047895,0.063033,0.042665,0.068581
61,90,2,600,0.096421,0.121377,0.111456,0.062076,0.098584,0.061528,0.486408,0.124699,0.119872,0.046861,1.41553,0.122679,1.17827,0.120022,0.058893,0.108513,0.065221,0.111373,0.058425,0.05213,0.06065,0.052281,0.06394,0.053098,0.058293,0.136221,0.058597,0.137016
81,90,2,600,0.094322,0.204497,0.108962,0.104517,0.093652,0.104236,0.547171,0.212017,0.097241,0.078913,1.66928,0.204378,2.46103,0.201838,0.079771,0.189793,0.079688,0.201024,0.079024,0.090008,0.081558,0.090602,0.087571,0.089459,0.07934,0.23143,0.080437,0.231398
101,90,2,600,0.093905,0.309913,0.109288,0.15763,0.092704,0.156956,1.29983,0.437136,0.110395,0.117635,5.5572,0.340425,4.18807,0.326827,0.116793,0.334657,0.106118,0.311758,0.107736,0.139526,0.108028,0.137522,0.114679,0.138606,0.107611,0.327426,0.107267,0.325935
1,90,2,600,0.158731,0.00038,0.135374,0.000214,0.080855,0.000228,0.066164,0.000195,0.078571,0.000159,0.02617,0.002229,0.032252,0.001323,0.028693,0.002489,0.030052,0.002896,0.028725,0.000151,0.026888,0.00021,0.032197,0.000173,0.026382,0.002578,0.030049,0.002225
21,90,2,600,0.149514,0.023971,0.175302,0.012055,0.15798,0.010798,0.201154,0.012956,0.102587,0.006522,0.195074,0.032868,0.190071,0.026071,0.070361,0.046326,0.058646,0.042948,0.07024,0.016804,0.2462,0.039599,0.072987,0.012857,0.068698,0.058857,0.051112,0.043778
41,90,2,600,0.105069,0.057593,0.122061,0.029597,0.101925,0.030183,0.219409,0.045806,0.122247,0.022793,0.899329,0.070794,0.709246,0.072809,0.065048,0.10031,0.092571,0.135551,0.066104,0.042043,0.159061,0.071003,0.086417,0.040451,0.061021,0.112511,0.088642,0.117901
61,90,2,600,0.102387,0.119925,0.117763,0.06125,0.103932,0.060145,0.207204,0.092356,0.097251,0.046302,2.1447,0.14335,2.11925,0.141361,0.086295,0.197265,0.12394,0.247032,0.086086,0.084917,0.390928,0.264756,0.108708,0.083194,0.085597,0.175976,0.12285,0.262239
81,90,2,600,0.102883,0.207706,0.117108,0.104847,0.103244,0.10621,0.218537,0.161016,0.096168,0.080205,3.60835,0.235207,3.20822,0.235594,0.119308,0.350376,0.121553,0.341045,0.116298,0.142101,0.182769,0.192517,0.138989,0.141125,0.115293,0.300039,0.120327,0.277034
101,90,2,600,0.128888,0.307348,0.147457,0.156886,0.128314,0.158667,0.20215,0.23882,0.094319,0.120041,7.31828,0.319605,5.54043,0.296727,0.1612,0.512692,0.165328,0.473927,0.160844,0.21231,0.366167,0.445776,0.188429,0.215054,0.157474,0.519355,0.15916,0.497596
1,90,2,600,0.032731,0.000203,0.034723,0.000105,0.033485,0.000144,0.037027,0.000104,0.04068,9.8e-05,0.0334,0.001968,0.032569,0.001778,0.027172,0.002738,0.028168,0.002519,0.020492,0.000201,0.027295,0.000249,0.027113,0.000191,0.022551,0.002221,0.022397,0.002182
21,90,2,600,0.030642,0.008414,0.036272,0.00416,0.039258,0.004668,0.066823,0.007166,0.044069,0.00454,0.208328,0.025404,0.191839,0.02702,0.028344,0.027659,0.033934,0.021095,0.040935,0.008265,0.052737,0.012767,0.033495,0.007331,0.029244,0.026808,0.031136,0.023845
41,90,2,600,0.036488,0.028937,0.047353,0.016452,0.034482,0.014109,0.065345,0.023846,0.036881,0.015651,0.783471,0.055401,0.679544,0.071313,0.038852,0.058641,0.042266,0.056442,0.04061,0.025856,0.087567,0.041572,0.063401,0.02604,0.038524,0.072719,0.038055,0.066074
