Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
101,90,2,600,0.290411,0.603329,2.54844,0.134641,1.65675,0.136626,0.09471,0.135035,0.094463,0.132659,0.092066,0.123749,0.093124,0.123381,0.091852,0.132172,0.091746,0.142298
1,90,2,600,0.006256,0.000175,0.003872,0.00015,0.003744,0.000138,0.003892,0.000679,0.002541,0.0004,0.002569,0.00012,0.003313,0.00012,0.002838,0.000714,0.002538,0.000549
21,90,2,600,0.006234,0.005285,0.090259,0.006085,0.102436,0.005438,0.007011,0.006145,0.007041,0.006204,0.007041,0.005324,0.007416,0.005321,0.007038,0.00628,0.006824,0.005761
41,90,2,600,0.007968,0.019647,0.316913,0.020872,0.288983,0.023415,0.018307,0.024098,0.018395,0.021321,0.018468,0.02076,0.019546,0.020258,0.018643,0.021893,0.018715,0.021309
61,90,2,600,0.011544,0.044634,0.724076,0.047054,0.390867,0.047255,0.038197,0.049841,0.03833,0.049754,0.038761,0.04745,0.039249,0.047796,0.038368,0.050792,0.038518,0.049267
81,90,2,600,0.014865,0.078495,2.25354,0.083577,0.883686,0.08612,0.060169,0.086565,0.060923,0.086284,0.060831,0.082416,0.060648,0.080862,0.060892,0.084894,0.062265,0.081311
101,90,2,600,0.019454,0.117778,1.47279,0.133823,1.70338,0.127084,0.092956,0.131906,0.090661,0.129092,0.090276,0.122584,0.0906,0.122199,0.090545,0.126711,0.089869,0.126723
1,90,2,600,0.014855,0.000201,0.002818,0.000139,0.002732,0.000141,0.002723,0.000698,0.002701,0.000413,0.002715,0.000127,0.002689,0.000118,0.00272,0.000748,0.002703,0.000478
21,90,2,600,0.021757,0.010482,0.110281,0.005916,0.056918,0.00553,0.011569,0.010018,0.011034,0.008905,0.011539,0.008133,0.014161,0.00817,0.011264,0.009195,0.01084,0.009529
41,90,2,600,0.025502,0.038471,0.285443,0.020556,0.272784,0.020953,0.029197,0.032493,0.028412,0.031464,0.02824,0.030124,0.032939,0.032975,0.029422,0.032538,0.028826,0.032317
61,90,2,600,0.037143,0.089263,0.789986,0.046525,0.411599,0.046277,0.059646,0.080144,0.060804,0.073916,0.054158,0.068974,0.058048,0.069656,0.053548,0.072458,0.059138,0.071751
81,90,2,600,0.048471,0.153473,1.06227,0.081624,0.741575,0.080822,0.09959,0.126854,0.097866,0.131198,0.098251,0.130734,0.097829,0.122897,0.094819,0.129003,0.095339,0.127851
101,90,2,600,0.062202,0.235234,1.92585,0.126777,1.91124,0.124819,0.145962,0.197775,0.142714,0.196476,0.145253,0.188481,0.150497,0.187572,0.147805,0.201046,0.147665,0.199817
1,90,2,600,0.015783,0.000224,0.002857,0.000143,0.002776,0.000173,0.002859,0.000907,0.002789,0.000414,0.002779,0.000122,0.002749,0.000124,0.002776,0.000794,0.002814,0.000486
21,90,2,600,0.057407,0.016761,0.074677,0.005836,0.053932,0.005666,0.007923,0.006162,0.007102,0.005894,0.007401,0.005413,0.008103,0.005311,0.007724,0.006445,0.007317,0.005982
41,90,2,600,0.181183,0.101899,0.273854,0.02143,0.276214,0.020326,0.019337,0.021824,0.018328,0.023391,0.018449,0.020079,0.019419,0.020134,0.018723,0.021603,0.018538,0.021173
61,90,2,600,0.224983,0.223831,0.45849,0.047646,0.43744,0.04832,0.040644,0.049109,0.04038,0.046474,0.037844,0.046396,0.038784,0.04687,0.039196,0.050996,0.039674,0.048823
81,90,2,600,0.168407,0.320093,1.8123,0.086678,1.49123,0.082168,0.061676,0.086897,0.062139,0.086394,0.060539,0.079017,0.061338,0.081676,0.062244,0.088775,0.063665,0.088149
101,90,2,600,0.249636,0.55365,1.96196,0.126282,1.45681,0.141488,0.094061,0.131529,0.100102,0.124457,0.094522,0.125441,0.095796,0.127749,0.09484,0.133533,0.099225,0.131883
1,90,2,600,0.016487,0.000233,0.005594,0.000219,0.005379,0.000217,0.004717,0.001204,0.004586,0.000754,0.004535,0.0002,0.005228,0.000185,0.004627,0.001343,0.005002,0.000761
21,90,2,600,0.499077,0.045213,0.026314,0.006024,0.025294,0.00571,0.008325,0.007027,0.008419,0.006656,0.007975,0.005418,0.008835,0.005438,0.008137,0.007171,0.008493,0.006619
41,90,2,600,0.389217,0.147543,0.09377,0.022042,0.135818,0.022028,0.020971,0.024416,0.021093,0.023573,0.023308,0.021087,0.022035,0.022661,0.021493,0.025034,0.021659,0.024238
61,90,2,600,0.366249,0.302838,0.319064,0.048826,0.297099,0.046174,0.042201,0.048987,0.040374,0.050514,0.040402,0.048097,0.040532,0.046894,0.039914,0.052099,0.040141,0.051734
81,90,2,600,0.56516,0.591689,0.397217,0.08398,0.342189,0.084221,0.062514,0.088896,0.062927,0.088599,0.063053,0.083457,0.06304,0.082401,0.061704,0.088332,0.062949,0.088662
101,90,2,600,0.635459,0.909075,1.2924,0.124711,0.850845,0.126964,0.09367,0.131422,0.093505,0.132454,0.095067,0.126569,0.096359,0.127953,0.094118,0.132675,0.094026,0.132572
1,90,2,600,0.014298,0.000228,0.003061,0.000151,0.002894,0.000136,0.002904,0.000762,0.0029,0.000449,0.002889,0.00012,0.002891,0.00012,0.002832,0.000711,0.002851,0.000405
21,90,2,600,0.021582,0.010705,0.107448,0.005965,0.072746,0.005886,0.011587,0.010286,0.012918,0.008907,0.01179,0.00844,0.015309,0.008321,0.011994,0.009707,0.011811,0.009261
41,90,2,600,0.027624,0.040853,0.313025,0.024864,0.311387,0.023019,0.033969,0.034506,0.034281,0.035038,0.033238,0.031979,0.036201,0.0336,0.033647,0.034581,0.032742,0.037697
61,90,2,600,0.039435,0.090823,0.788449,0.048168,0.385334,0.047398,0.062894,0.07762,0.064735,0.081517,0.064642,0.07583,0.065879,0.077064,0.062838,0.081701,0.064468,0.078013
81,90,2,600,0.047917,0.155745,1.59758,0.086194,1.74053,0.080381,0.094785,0.128603,0.096268,0.128312,0.094914,0.122912,0.098068,0.130312,0.096156,0.12841,0.096763,0.130258
101,90,2,600,0.060985,0.235457,2.53835,0.122203,3.23359,0.131154,0.147014,0.195195,0.145586,0.19638,0.144681,0.189723,0.151901,0.195486,0.1492,0.20167,0.147131,0.199937
1,90,2,600,0.008798,0.000165,0.004412,0.000147,0.004188,0.000146,0.002981,0.001108,0.002889,0.000617,0.002872,0.000125,0.003732,0.000126,0.002931,0.001193,0.002892,0.000693
21,90,2,600,0.006432,0.005559,0.12946,0.006304,0.081297,0.005899,0.007766,0.006512,0.00762,0.006,0.007316,0.005481,0.008603,0.005485,0.007149,0.006713,0.007167,0.006144
41,90,2,600,0.008022,0.020423,0.341388,0.021381,0.262814,0.021292,0.0188,0.022127,0.018828,0.023419,0.0186,0.020063,0.019931,0.020329,0.019002,0.022423,0.018971,0.021584
61,90,2,600,0.012022,0.049823,0.763517,0.047836,0.997031,0.046711,0.039876,0.051794,0.037659,0.054065,0.037505,0.045938,0.038431,0.045999,0.037429,0.049156,0.039172,0.046568
81,90,2,600,0.01477,0.077868,1.07486,0.081059,1.36151,0.094807,0.063037,0.087636,0.059568,0.084236,0.059241,0.08065,0.060972,0.088362,0.059913,0.084725,0.060063,0.08477
101,90,2,600,0.01984,0.118315,2.36147,0.124833,2.57228,0.132689,0.091519,0.128117,0.090843,0.1274,0.09079,0.123331,0.098463,0.121563,0.094606,0.12999,0.099345,0.125452
1,90,2,600,0.025165,0.000274,0.004136,0.000159,0.004022,0.000148,0.009855,0.001567,0.007996,0.000916,0.007669,0.000259,0.006265,0.000189,0.007784,0.00166,0.005552,0.000785
21,90,2,600,0.487011,0.046483,0.038296,0.005749,0.027661,0.005732,0.008258,0.007231,0.008587,0.006483,0.00788,0.005381,0.008593,0.005312,0.007812,0.007005,0.00779,0.006278
41,90,2,600,0.43386,0.152912,0.148482,0.022425,0.103501,0.021956,0.019726,0.02338,0.019951,0.021932,0.01942,0.020431,0.0202,0.020445,0.019757,0.023164,0.019554,0.022331
61,90,2,600,0.48172,0.336862,0.276049,0.046913,0.314981,0.04607,0.037965,0.04911,0.038353,0.04861,0.038776,0.046055,0.039049,0.045605,0.038132,0.049827,0.038396,0.049466
81,90,2,600,0.534077,0.584207,0.357327,0.081826,0.358684,0.081815,0.062209,0.087687,0.062638,0.086963,0.063305,0.082783,0.062639,0.081764,0.061771,0.096784,0.06341,0.088855
101,90,2,600,0.554107,0.8619,0.581104,0.12595,0.604915,0.122812,0.08889,0.125652,0.087557,0.124051,0.092096,0.13857,0.091676,0.125545,0.092704,0.132033,0.092365,0.130825
1,90,2,600,0.008008,0.000146,0.004019,0.000148,0.004018,0.000147,0.002853,0.000727,0.002874,0.000426,0.002838,0.000126,0.00384,0.000125,0.002819,0.000806,0.002809,0.0005
21,90,2,600,0.00596,0.005512,0.122617,0.006305,0.076906,0.005642,0.007107,0.006081,0.006961,0.005759,0.006925,0.005285,0.007835,0.005276,0.006883,0.006217,0.006811,0.005739
41,90,2,600,0.007099,0.01913,0.327497,0.021182,0.328779,0.021683,0.019088,0.022745,0.019335,0.021462,0.018583,0.02092,0.019495,0.020922,0.019056,0.024423,0.018343,0.021866
61,90,2,600,0.011178,0.045523,0.718,0.047794,0.415456,0.045389,0.037549,0.048,0.036858,0.047092,0.036329,0.044478,0.037764,0.044975,0.037264,0.046719,0.035831,0.046513
81,90,2,600,0.014186,0.07688,1.05534,0.080716,1.24176,0.086239,0.059353,0.083255,0.057808,0.08108,0.058388,0.078727,0.060636,0.080694,0.059451,0.084165,0.059164,0.083153
101,90,2,600,0.018713,0.116837,1.77684,0.124704,1.77553,0.133076,0.090316,0.128239,0.089603,0.127733,0.090576,0.124521,0.092438,0.123574,0.08914,0.126255,0.088702,0.125622
1,90,2,600,0.015255,0.000228,0.005093,0.000216,0.005031,0.000217,0.004302,0.00107,0.004183,0.000628,0.005536,0.000191,0.005038,0.000186,0.004241,0.00115,0.004168,0.000739
21,90,2,600,0.417823,0.041215,0.034711,0.00549,0.024194,0.005508,0.007244,0.007021,0.007593,0.006278,0.007206,0.005264,0.008214,0.00528,0.0071,0.006908,0.007159,0.006265
41,90,2,600,0.506252,0.160501,0.12454,0.021423,0.102581,0.023571,0.019645,0.023322,0.01997,0.023746,0.018913,0.020634,0.019785,0.020517,0.019066,0.022946,0.018534,0.02224
61,90,2,600,0.50048,0.342819,0.336767,0.04675,0.240534,0.046334,0.036864,0.048471,0.039925,0.047355,0.0387,0.046555,0.039201,0.047056,0.038221,0.05149,0.03805,0.049698
81,90,2,600,0.6142,0.633593,0.365359,0.079924,0.312509,0.07999,0.059639,0.085137,0.060275,0.084248,0.059283,0.079875,0.060232,0.079724,0.0608,0.085049,0.06035,0.084494
101,90,2,600,0.675883,0.941696,0.95929,0.124509,0.461415,0.125769,0.090443,0.132398,0.094764,0.123847,0.088601,0.122795,0.088848,0.121994,0.088058,0.128406,0.088198,0.128382
1,90,2,600,0.006958,0.00016,0.004094,0.000142,0.003961,0.000139,0.002679,0.00071,0.003023,0.000415,0.002446,0.00012,0.003041,0.000118,0.002471,0.00075,0.002484,0.000458
21,90,2,600,0.005624,0.005327,0.104456,0.005706,0.086385,0.005697,0.00754,0.006507,0.007265,0.005913,0.006867,0.005186,0.007416,0.005534,0.006833,0.006295,0.006647,0.005864
41,90,2,600,0.00716,0.019411,0.302891,0.020808,0.301316,0.021109,0.019317,0.024905,0.01921,0.020941,0.019003,0.020162,0.018973,0.020573,0.018695,0.022362,0.018331,0.024896
61,90,2,600,0.011199,0.045527,0.886503,0.04755,0.394593,0.048253,0.038177,0.049907,0.038363,0.049021,0.038259,0.04543,0.037836,0.045674,0.037211,0.048569,0.039147,0.046013
81,90,2,600,0.014003,0.077303,3.15181,0.082466,1.3787,0.086839,0.066472,0.084325,0.063761,0.089137,0.062949,0.085146,0.067407,0.080209,0.063429,0.089987,0.060717,0.086381
101,90,2,600,0.019416,0.121288,1.49679,0.128163,2.73749,0.128651,0.097494,0.127301,0.098282,0.123045,0.095723,0.122047,0.101214,0.119083,0.096697,0.128991,0.091192,0.129227
1,90,2,600,0.01388,0.000201,0.002656,0.00014,0.002591,0.000146,0.002581,0.000702,0.002547,0.000394,0.002518,0.000118,0.002545,0.000117,0.002549,0.000752,0.002612,0.000538
21,90,2,600,0.021199,0.010604,0.094819,0.005649,0.07015,0.005627,0.011483,0.009784,0.01176,0.008892,0.010911,0.008178,0.012938,0.008187,0.010864,0.009631,0.011047,0.009092
41,90,2,600,0.026116,0.03983,0.253307,0.021314,0.278872,0.021483,0.033505,0.034083,0.032652,0.033249,0.032883,0.030949,0.035177,0.031624,0.034469,0.035974,0.034152,0.036176
61,90,2,600,0.039763,0.091976,0.836996,0.048287,0.407323,0.047859,0.062927,0.07776,0.063035,0.076697,0.063254,0.072501,0.068908,0.070715,0.063007,0.077218,0.061309,0.07452
81,90,2,600,0.046378,0.155048,1.2749,0.08758,1.57125,0.081582,0.102628,0.137528,0.098549,0.131622,0.097378,0.125056,0.098602,0.125671,0.097529,0.133996,0.098806,0.132137
101,90,2,600,0.064808,0.241972,1.6821,0.124765,3.07733,0.13533,0.150683,0.203092,0.156981,0.210332,0.146118,0.1948,0.154603,0.199814,0.145414,0.199348,0.144058,0.197773
1,90,2,600,0.026588,0.000307,0.00396,0.000149,0.003881,0.00015,0.007553,0.001479,0.005636,0.000676,0.007426,0.000254,0.006016,0.00019,0.007571,0.001616,0.005565,0.000771
21,90,2,600,0.380982,0.039504,0.048168,0.005922,0.03367,0.005606,0.007909,0.006997,0.008497,0.006881,0.007558,0.005542,0.008468,0.00545,0.007608,0.00724,0.007997,0.006763
41,90,2,600,0.517705,0.158157,0.156082,0.021295,0.158672,0.023453,0.019423,0.022087,0.020056,0.02259,0.0193,0.02041,0.020013,0.020332,0.019629,0.023261,0.020039,0.022332
61,90,2,600,0.441934,0.315341,0.26517,0.046437,0.310509,0.047521,0.03893,0.051081,0.038701,0.049814,0.037962,0.046368,0.038603,0.046252,0.0379,0.050112,0.038783,0.049847
81,90,2,600,0.539211,0.587206,0.43973,0.081799,0.645011,0.08232,0.062207,0.090764,0.060947,0.085032,0.060003,0.079693,0.062311,0.077217,0.060894,0.085263,0.060374,0.084705
101,90,2,600,0.63569,0.892062,1.345,0.122014,0.841831,0.112075,0.089493,0.127994,0.089488,0.126213,0.088783,0.120549,0.090338,0.123533,0.089997,0.131602,0.091349,0.128739
1,90,2,600,0.00606,0.000135,0.00395,0.000147,0.003869,0.000143,0.00254,0.000792,0.002488,0.000477,0.002544,0.000116,0.003116,0.000121,0.002566,0.000846,0.002468,0.000516
21,90,2,600,0.051369,0.01592,0.09566,0.005741,0.076583,0.005842,0.025475,0.020025,0.015521,0.012636,0.023718,0.017202,0.012835,0.00832,0.024228,0.019783,0.010864,0.009334
41,90,2,600,0.053247,0.054347,0.247946,0.019733,0.266803,0.020715,0.06011,0.066747,0.028556,0.031673,0.061202,0.062172,0.03024,0.030378,0.063452,0.073626,0.029117,0.034192
61,90,2,600,0.070472,0.129146,0.824111,0.044703,0.396811,0.04288,0.123448,0.158824,0.120005,0.145455,0.122165,0.147186,0.059853,0.072723,0.12634,0.16217,0.124583,0.159417
81,90,2,600,0.063678,0.18976,1.8772,0.079536,1.19514,0.083063,0.168695,0.217978,0.168563,0.214111,0.131902,0.162115,0.09349,0.117393,0.165911,0.216958,0.168934,0.211438
101,90,2,600,0.084948,0.290051,1.66163,0.133862,2.07714,0.129648,0.194482,0.263183,0.301168,0.393655,0.30408,0.393644,0.142124,0.1842,0.195856,0.263654,0.24636,0.328459
1,90,2,600,0.022838,0.000264,0.003761,0.00014,0.003686,0.000139,0.006075,0.000364,0.005976,0.000269,0.007834,0.00025,0.006172,0.000188,0.005794,0.000381,0.005808,0.000286
21,90,2,600,0.096438,0.021165,0.061742,0.005724,0.047485,0.005504,0.007474,0.007088,0.008014,0.005915,0.007318,0.005274,0.00858,0.005256,0.00727,0.00723,0.007503,0.006057
41,90,2,600,0.134898,0.087055,0.191778,0.020033,0.138608,0.020497,0.018535,0.0218,0.018737,0.021515,0.018816,0.019518,0.020608,0.019767,0.018424,0.022443,0.018093,0.020951
61,90,2,600,0.124082,0.173027,0.250717,0.045606,0.230292,0.044589,0.035804,0.046112,0.035652,0.045326,0.034588,0.042144,0.035803,0.042303,0.030611,0.046686,0.035028,0.047095
81,90,2,600,0.188667,0.338937,0.964233,0.07781,0.71723,0.079934,0.062807,0.080553,0.058115,0.081598,0.058209,0.078906,0.060386,0.078585,0.06186,0.081642,0.058649,0.082101
101,90,2,600,0.186284,0.461991,2.49918,0.122436,1.05143,0.124895,0.096388,0.125871,0.091903,0.131493,0.090217,0.1269,0.091926,0.123749,0.091215,0.13198,0.089994,0.130264
1,90,2,600,0.013269,0.00022,0.005029,0.000217,0.004947,0.000215,0.004388,0.001293,0.004651,0.000703,0.004299,0.000188,0.004784,0.000189,0.004458,0.001389,0.004478,0.000768
21,90,2,600,0.238278,0.032399,0.031853,0.00551,0.029625,0.005728,0.007317,0.007098,0.007328,0.006097,0.007255,0.005497,0.00814,0.005349,0.007458,0.006975,0.007294,0.006219
41,90,2,600,0.446077,0.155164,0.11684,0.021275,0.113809,0.022105,0.020415,0.024404,0.020842,0.023735,0.020514,0.02138,0.02199,0.021834,0.020489,0.024654,0.020218,0.025443
61,90,2,600,0.314671,0.275367,0.306911,0.049172,0.29572,0.048622,0.040587,0.050462,0.038134,0.049236,0.03811,0.051738,0.038887,0.046295,0.038942,0.051052,0.038653,0.049783
81,90,2,600,0.28508,0.432661,0.244971,0.082326,0.279452,0.081192,0.06215,0.086802,0.0618,0.086545,0.060663,0.081325,0.062745,0.082496,0.062053,0.087588,0.061322,0.086763
101,90,2,600,0.4068,0.728264,1.09767,0.126587,1.49809,0.128782,0.099248,0.126788,0.097183,0.12431,0.092069,0.123681,0.090409,0.122829,0.089812,0.129357,0.088605,0.128427
1,90,2,600,0.012455,0.000208,0.002765,0.000145,0.002678,0.000145,0.002643,0.000797,0.002659,0.000428,0.002657,0.000117,0.002641,0.000122,0.002661,0.000842,0.002714,0.000503
21,90,2,600,0.022202,0.010659,0.130009,0.005812,0.08224,0.005643,0.022202,0.016806,0.023015,0.016729,0.023195,0.01469,0.015193,0.008592,0.023112,0.016886,0.023306,0.015663
41,90,2,600,0.029367,0.041133,0.338072,0.021955,0.283707,0.022394,0.061985,0.060789,0.064853,0.058917,0.064494,0.050171,0.036579,0.036192,0.062682,0.061161,0.061912,0.06146
61,90,2,600,0.104884,0.171323,0.844764,0.049985,0.507584,0.049812,0.120836,0.142315,0.120277,0.135047,0.120002,0.128833,0.070318,0.076036,0.119115,0.135429,0.115579,0.142903
81,90,2,600,0.198591,0.361986,2.37659,0.08471,0.966713,0.081257,0.228792,0.261201,0.256447,0.322807,0.214202,0.25823,0.103203,0.128042,0.224391,0.276231,0.258982,0.32945
101,90,2,600,0.157226,0.429875,1.8672,0.134458,1.92176,0.125529,0.377597,0.48684,0.258617,0.338944,0.25855,0.327061,0.14948,0.204088,0.262122,0.344393,0.260134,0.340414
1,90,2,600,0.013489,0.000213,0.00277,0.00014,0.002609,0.000141,0.002629,0.00074,0.002616,0.000402,0.002582,0.00012,0.00272,0.000118,0.002606,0.000796,0.002583,0.000463
21,90,2,600,0.032409,0.013376,0.099613,0.005444,0.069453,0.005638,0.015391,0.01284,0.007034,0.006082,0.015165,0.011383,0.013027,0.008693,0.015141,0.01294,0.011427,0.008843
41,90,2,600,0.026312,0.040417,0.328457,0.021529,0.268761,0.02113,0.027108,0.038255,0.029905,0.03377,0.031219,0.031096,0.031224,0.030907,0.028509,0.03279,0.039865,0.044195
61,90,2,600,0.036197,0.094495,1.34932,0.049429,0.431429,0.045067,0.061681,0.076445,0.062149,0.076277,0.061982,0.072205,0.064447,0.073024,0.062965,0.078388,0.062735,0.078314
81,90,2,600,0.047667,0.161009,1.58354,0.083983,1.16465,0.081328,0.090809,0.128933,0.095085,0.135695,0.09812,0.118166,0.104318,0.114452,0.094177,0.128575,0.096649,0.12604
101,90,2,600,0.06124,0.233577,1.73275,0.125615,3.94759,0.135233,0.144295,0.19953,0.147774,0.202391,0.146072,0.190691,0.148624,0.190556,0.146551,0.197987,0.150012,0.197202
1,90,2,600,0.015691,0.00021,0.00263,0.000151,0.002578,0.000135,0.002587,0.00065,0.00261,0.000346,0.002584,0.00012,0.002564,0.000123,0.002533,0.000714,0.002594,0.000405
21,90,2,600,0.023693,0.011202,0.089391,0.005844,0.071778,0.005848,0.010791,0.010237,0.011395,0.008958,0.01117,0.008767,0.013203,0.008106,0.010998,0.010679,0.011417,0.008914
41,90,2,600,0.024792,0.038891,0.230348,0.020173,0.190972,0.02288,0.03068,0.032522,0.029081,0.032205,0.029781,0.031556,0.031308,0.029832,0.029662,0.032082,0.029605,0.032684
61,90,2,600,0.037733,0.088871,0.684456,0.046138,0.393936,0.04669,0.062648,0.072376,0.060188,0.07341,0.058972,0.069417,0.061961,0.07012,0.061771,0.073089,0.0619,0.076521
81,90,2,600,0.047978,0.159969,1.10055,0.083646,0.691274,0.083205,0.100285,0.128284,0.097798,0.131816,0.101245,0.122947,0.09962,0.12293,0.09762,0.133014,0.098234,0.13407
101,90,2,600,0.062299,0.243098,3.28809,0.134786,3.04882,0.143121,0.152747,0.207482,0.142502,0.199577,0.149111,0.193194,0.152184,0.191994,0.147114,0.202264,0.149888,0.201957
1,90,2,600,0.007931,0.000155,0.004264,0.000159,0.004095,0.000147,0.002792,0.000748,0.002853,0.000489,0.00274,0.00012,0.003768,0.000121,0.002849,0.000969,0.002759,0.000488
21,90,2,600,0.006216,0.005399,0.113058,0.005737,0.096142,0.005548,0.007526,0.006166,0.007262,0.005983,0.007122,0.00532,0.008039,0.005396,0.007153,0.006649,0.007184,0.005885
41,90,2,600,0.008609,0.020439,0.288187,0.021548,0.265033,0.021052,0.019577,0.022611,0.019362,0.021821,0.019446,0.020806,0.020307,0.020784,0.019094,0.021925,0.019247,0.022112
61,90,2,600,0.011832,0.044968,1.31674,0.050998,0.387928,0.046944,0.038123,0.049647,0.038437,0.049395,0.038993,0.04659,0.039128,0.046831,0.038329,0.049705,0.040616,0.047179
81,90,2,600,0.015313,0.080356,2.649,0.082825,0.725701,0.082224,0.063297,0.090543,0.060539,0.084769,0.060279,0.081134,0.063794,0.07817,0.060583,0.091903,0.060756,0.084771
101,90,2,600,0.020492,0.11929,1.72968,0.126201,1.43767,0.127001,0.091181,0.140405,0.089338,0.128578,0.091765,0.123419,0.092074,0.121989,0.093515,0.126699,0.091077,0.129487
1,90,2,600,0.007927,0.000157,0.00423,0.000148,0.004096,0.000149,0.002957,0.00094,0.002848,0.000441,0.00278,0.00012,0.003506,0.000122,0.002868,0.000998,0.002892,0.000488
21,90,2,600,0.005891,0.005383,0.083915,0.005826,0.060166,0.005784,0.007869,0.007055,0.007682,0.006095,0.007519,0.005973,0.008764,0.005502,0.007444,0.006447,0.007385,0.005965
41,90,2,600,0.007944,0.02021,0.202292,0.021013,0.2569,0.020243,0.018935,0.021716,0.01775,0.020844,0.018675,0.020474,0.020353,0.021099,0.019604,0.023103,0.020282,0.021127
61,90,2,600,0.011941,0.046009,0.795111,0.048486,0.381771,0.04687,0.037637,0.049008,0.039086,0.046236,0.038296,0.045555,0.040404,0.046391,0.038283,0.050015,0.038576,0.04968
81,90,2,600,0.015096,0.079949,1.58287,0.08357,1.25497,0.083903,0.060492,0.084453,0.062425,0.083026,0.059873,0.080773,0.061321,0.080667,0.05981,0.085138,0.061246,0.086808
101,90,2,600,0.020316,0.123033,1.57114,0.12652,3.55248,0.134843,0.096774,0.126124,0.096063,0.124109,0.090402,0.123571,0.090072,0.123307,0.089738,0.129271,0.090434,0.127665
1,90,2,600,0.014103,0.000233,0.00584,0.000227,0.005672,0.000222,0.005073,0.000812,0.005281,0.000456,0.004906,0.000194,0.005305,0.000187,0.004913,0.000778,0.004889,0.000427
21,90,2,600,0.20146,0.030365,0.02923,0.005631,0.028645,0.005464,0.008347,0.006955,0.007979,0.006091,0.007861,0.005313,0.008198,0.005304,0.00779,0.007003,0.007818,0.006344
41,90,2,600,0.172902,0.102186,0.127078,0.020973,0.138083,0.023849,0.019694,0.022818,0.019571,0.022122,0.019617,0.020283,0.020037,0.020209,0.02002,0.023351,0.020088,0.022721
61,90,2,600,0.267075,0.251443,0.324359,0.047824,0.305723,0.05343,0.03915,0.05061,0.041783,0.047539,0.039271,0.047183,0.039198,0.04611,0.04239,0.04689,0.038413,0.049748
81,90,2,600,0.236279,0.392502,1.04118,0.08427,0.774095,0.082404,0.061434,0.094579,0.064263,0.082372,0.061762,0.081494,0.061846,0.081346,0.061573,0.087091,0.061471,0.085259
101,90,2,600,0.235421,0.529579,0.926446,0.122418,1.20894,0.12842,0.095756,0.133867,0.093785,0.130698,0.093327,0.124743,0.094007,0.123798,0.095229,0.128196,0.092657,0.130429
1,90,2,600,0.015007,0.000213,0.002935,0.000147,0.00285,0.000141,0.002843,0.000677,0.002873,0.000369,0.002829,0.000119,0.002845,0.000121,0.002817,0.000755,0.002865,0.000392
21,90,2,600,0.020273,0.010587,0.079513,0.005406,0.079606,0.00578,0.0112,0.010074,0.012022,0.009114,0.011238,0.008635,0.01438,0.008246,0.011469,0.010784,0.011547,0.009025
41,90,2,600,0.024796,0.039583,0.264841,0.021022,0.215821,0.021255,0.031106,0.034056,0.032151,0.033338,0.030662,0.033148,0.03405,0.034088,0.032656,0.034295,0.031265,0.033849
61,90,2,600,0.05536,0.115158,0.663503,0.047892,0.397099,0.048265,0.087844,0.115594,0.089207,0.115307,0.087,0.10298,0.062819,0.078201,0.091709,0.099338,0.083892,0.10277
81,90,2,600,0.046358,0.156392,1.46915,0.089107,0.879368,0.080476,0.09873,0.132894,0.100726,0.133207,0.096784,0.123472,0.101329,0.124942,0.0997,0.128525,0.10049,0.127274
101,90,2,600,0.06239,0.242399,1.32763,0.126342,2.0498,0.132587,0.147365,0.199269,0.145893,0.22009,0.143606,0.189288,0.145947,0.188783,0.144437,0.200447,0.144211,0.195853
1,90,2,600,0.015215,0.000215,0.005116,0.000215,0.005041,0.000236,0.004648,0.001341,0.005141,0.000621,0.004502,0.000184,0.005027,0.000194,0.00459,0.001201,0.004556,0.000647
21,90,2,600,0.240687,0.033238,0.044541,0.005703,0.039968,0.005403,0.007829,0.007228,0.008337,0.006491,0.00776,0.005373,0.008601,0.00599,0.007791,0.007483,0.008015,0.0063
41,90,2,600,0.222254,0.114855,0.213968,0.021537,0.112523,0.021553,0.019189,0.022548,0.018973,0.021579,0.018415,0.019803,0.020264,0.020678,0.019371,0.02297,0.019441,0.022208
61,90,2,600,0.250109,0.247727,0.309432,0.047057,0.29609,0.047052,0.03846,0.050287,0.03876,0.049587,0.037898,0.04624,0.039344,0.046557,0.038413,0.050723,0.040128,0.049173
81,90,2,600,0.23457,0.401819,0.818245,0.081989,0.663464,0.082888,0.061378,0.088035,0.064817,0.083836,0.061593,0.082728,0.062069,0.082389,0.060969,0.086522,0.060724,0.085268
101,90,2,600,0.278972,0.591104,1.6157,0.125055,0.708551,0.126397,0.094568,0.132222,0.092397,0.128031,0.091278,0.125922,0.092461,0.127421,0.092606,0.134853,0.092148,0.134
1,90,2,600,0.013367,0.000224,0.00302,0.000153,0.002926,0.000145,0.002981,0.000818,0.00483,0.000442,0.002886,0.000123,0.002867,0.000126,0.002926,0.000813,0.002941,0.000484
