Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
101,90,2,600,0.425428,1.29606,1.23835,0.709559,0.496455,0.166962,0.414448,0.165275,0.093233,0.169857,0.093524,0.168752,0.093077,0.16152,0.094628,0.160541,0.093271,0.17057,0.093338,0.169542
1,90,2,600,0.014122,0.000435,0.017849,0.000294,0.005875,0.000328,0.005525,0.000314,0.005961,0.000667,0.005359,0.000357,0.005659,0.000234,0.005855,0.000229,0.005973,0.000667,0.007381,0.000582
21,90,2,600,0.127342,0.042233,0.205654,0.018994,0.06232,0.008275,0.043377,0.008639,0.009686,0.010606,0.009508,0.008606,0.009848,0.00761,0.010011,0.008629,0.008941,0.009726,0.009708,0.008738
41,90,2,600,0.158948,0.164193,0.188315,0.075537,0.174141,0.029514,0.179847,0.029791,0.021808,0.031577,0.021455,0.030675,0.021668,0.028624,0.022593,0.028933,0.020936,0.031817,0.021153,0.030856
61,90,2,600,0.140957,0.312328,0.191601,0.144628,0.25951,0.064146,0.235196,0.063996,0.039852,0.066243,0.039666,0.06523,0.039282,0.061564,0.040724,0.062094,0.039456,0.065503,0.039545,0.065986
81,90,2,600,0.106386,0.485468,0.210388,0.248449,0.42097,0.111328,0.390442,0.111119,0.065587,0.112628,0.064391,0.113508,0.063697,0.106539,0.064975,0.106306,0.062948,0.112741,0.06419,0.112007
101,90,2,600,0.127059,0.827409,0.177234,0.37148,0.541377,0.168381,0.464779,0.168281,0.095007,0.173035,0.094685,0.170863,0.090718,0.161769,0.095392,0.163353,0.093935,0.172364,0.093684,0.169695
1,90,2,600,0.015291,0.000382,0.019563,0.000222,0.005596,0.000323,0.006021,0.000283,0.005447,0.001362,0.005262,0.000953,0.006421,0.00028,0.00533,0.000238,0.007019,0.001994,0.00543,0.000921
21,90,2,600,0.378865,0.064632,1.05689,0.035163,0.042185,0.009237,0.038887,0.009462,0.009196,0.009567,0.010738,0.009081,0.009654,0.00938,0.010043,0.009228,0.00921,0.009653,0.009694,0.009056
41,90,2,600,0.356423,0.215806,0.842922,0.104404,0.138245,0.030526,0.117783,0.02996,0.022307,0.03279,0.021502,0.03216,0.021359,0.029826,0.022417,0.029547,0.021515,0.033571,0.021432,0.032172
61,90,2,600,0.369238,0.454762,1.11284,0.241449,0.226199,0.063772,0.196408,0.063512,0.038942,0.065652,0.039472,0.065977,0.038402,0.061234,0.041249,0.062506,0.038932,0.065187,0.039018,0.065573
81,90,2,600,0.364806,0.77488,0.834355,0.430517,0.352581,0.112206,0.307873,0.110396,0.063847,0.114673,0.064243,0.11338,0.063816,0.108788,0.06477,0.106845,0.064111,0.112841,0.064159,0.112585
101,90,2,600,0.287346,1.11326,1.41739,0.705317,0.50125,0.166598,0.449952,0.166854,0.09434,0.172492,0.094584,0.172277,0.094147,0.163004,0.095064,0.163391,0.094786,0.172224,0.094679,0.170992
1,90,2,600,0.012765,0.000332,0.017435,0.000218,0.002808,0.000176,0.002665,0.000221,0.003852,0.001012,0.002937,0.000501,0.002668,0.000163,0.002757,0.000163,0.003179,0.001559,0.002814,0.000618
21,90,2,600,0.024995,0.02029,0.033976,0.00907,0.085856,0.010669,0.066368,0.009561,0.013336,0.013708,0.014413,0.013229,0.012905,0.014442,0.015175,0.012036,0.01424,0.013782,0.01357,0.015123
41,90,2,600,0.022334,0.069797,0.032616,0.03534,0.184201,0.030775,0.179021,0.029761,0.031042,0.0497,0.0313,0.047527,0.031353,0.045536,0.034057,0.045861,0.031736,0.050508,0.031252,0.049369
61,90,2,600,0.024472,0.13993,0.032643,0.071053,0.34791,0.065831,0.288055,0.064976,0.058422,0.101237,0.059189,0.102034,0.058413,0.096938,0.059999,0.097696,0.058248,0.101155,0.05832,0.101709
81,90,2,600,0.023121,0.245929,0.033122,0.124526,0.543034,0.111017,0.449758,0.109954,0.093755,0.173088,0.09353,0.171986,0.093845,0.164334,0.095909,0.165164,0.093557,0.172888,0.093799,0.17313
101,90,2,600,0.022474,0.365616,0.031866,0.184508,0.847457,0.16766,0.670784,0.165696,0.139087,0.263805,0.138723,0.264945,0.139426,0.252998,0.14101,0.252523,0.136891,0.264727,0.139074,0.263971
1,90,2,600,0.024802,0.000484,0.032628,0.000244,0.004096,0.000177,0.003988,0.000184,0.009404,0.002243,0.009304,0.001152,0.007761,0.000335,0.00716,0.000279,0.007705,0.001708,0.006186,0.001238
21,90,2,600,0.514563,0.072942,0.976046,0.035488,0.051029,0.008308,0.062247,0.008447,0.009356,0.009485,0.010124,0.009093,0.008931,0.008077,0.010373,0.007599,0.009431,0.009569,0.010867,0.009005
41,90,2,600,0.484865,0.253776,1.36728,0.131547,0.115683,0.031163,0.125891,0.030722,0.022002,0.033589,0.021719,0.03192,0.021319,0.028956,0.022785,0.029422,0.021854,0.032496,0.021344,0.031655
61,90,2,600,0.486936,0.532319,1.36945,0.278711,0.218229,0.062509,0.208203,0.061828,0.039211,0.065728,0.039107,0.0646,0.038986,0.061462,0.040297,0.061564,0.038861,0.065668,0.038887,0.065093
81,90,2,600,0.497836,0.889232,1.04527,0.461151,0.333423,0.110425,0.30963,0.109772,0.06349,0.111558,0.063515,0.111756,0.063089,0.104939,0.063238,0.106961,0.063066,0.111231,0.06311,0.112947
101,90,2,600,0.501685,1.36812,1.2708,0.69755,0.468978,0.165412,0.435375,0.165579,0.093026,0.170627,0.093575,0.170226,0.092931,0.160878,0.094236,0.16146,0.092828,0.170547,0.093241,0.169504
1,90,2,600,0.007587,0.000268,0.007982,0.000115,0.004845,0.000229,0.004854,0.000185,0.002789,0.001006,0.002818,0.000501,0.003189,0.000154,0.004085,0.000155,0.002861,0.000829,0.002811,0.000554
21,90,2,600,0.013849,0.014132,0.018694,0.007644,0.097783,0.008484,0.074903,0.008385,0.012706,0.014338,0.013141,0.012881,0.015591,0.012899,0.014515,0.011912,0.013975,0.013605,0.012658,0.014291
41,90,2,600,0.01369,0.048829,0.018854,0.025049,0.19629,0.031923,0.192571,0.02933,0.030794,0.047942,0.030788,0.047413,0.030696,0.045137,0.032286,0.045114,0.031031,0.04846,0.03102,0.047629
61,90,2,600,0.014948,0.103679,0.018352,0.052585,0.368701,0.064195,0.293959,0.06357,0.057743,0.099928,0.058097,0.099182,0.057673,0.095263,0.059314,0.09527,0.057477,0.10093,0.05763,0.100152
81,90,2,600,0.014655,0.179705,0.018458,0.089457,0.534213,0.110131,0.467069,0.110501,0.092898,0.173416,0.094078,0.17206,0.093806,0.164161,0.095452,0.164478,0.094046,0.17179,0.094007,0.171717
