Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.098157,0.000495,0.074549,0.000285,0.048643,0.000152,0.106732,0.000435,0.090885,0.000521,0.074526,0.001764,0.066668,0.001661,0.12145,0.000518,0.120032,0.000424,0.119796,0.003115,0.124407,0.002027
21,90,2,600,3.27517,0.116618,3.00027,0.055225,4.57194,0.05021,0.113452,0.008376,0.112692,0.007252,0.039202,0.009805,0.038793,0.007901,0.038782,0.008461,0.042797,0.007824,0.036688,0.009652,0.042495,0.008317
41,90,2,600,4.735,0.40278,4.69141,0.200004,5.68776,0.175858,0.258528,0.030646,0.269299,0.027879,0.048559,0.028121,0.043523,0.027141,0.042952,0.024623,0.045662,0.024996,0.045781,0.027944,0.04852,0.027783
61,90,2,600,3.42561,0.74388,4.03471,0.377161,6.43154,0.393725,0.499392,0.059179,0.577578,0.059212,0.06075,0.058615,0.061386,0.056582,0.058782,0.053818,0.070053,0.05324,0.058661,0.059117,0.065667,0.05603
81,90,2,600,4.02862,1.15721,4.48015,0.620119,6.10727,0.623283,0.655883,0.102111,0.752687,0.095559,0.081464,0.096608,0.086508,0.098912,0.082226,0.093051,0.090588,0.091306,0.082082,0.096606,0.081736,0.095145
101,90,2,600,3.59789,1.79919,4.21102,0.96829,7.03542,0.952102,0.651973,0.144153,0.734683,0.14236,0.110741,0.148303,0.109375,0.148323,0.10951,0.138339,0.116659,0.137687,0.108123,0.14573,0.107751,0.146391
1,90,2,600,0.05791,0.000447,0.052542,0.000241,0.039821,0.000163,0.027705,0.000225,0.027671,0.000204,0.044945,0.00114,0.040184,0.000787,0.05792,0.000411,0.051457,0.000295,0.044592,0.001453,0.040554,0.000827
21,90,2,600,0.144928,0.035802,0.167316,0.016083,0.285511,0.025013,0.158363,0.007375,0.157221,0.008624,0.035179,0.009033,0.031488,0.008723,0.030319,0.008392,0.038403,0.009726,0.030252,0.012405,0.03168,0.010819
41,90,2,600,0.206627,0.14845,0.143608,0.066636,0.231885,0.068984,0.395703,0.025926,0.381286,0.025397,0.068331,0.035619,0.072355,0.038065,0.126373,0.03912,0.100387,0.041543,0.100572,0.028068,0.042749,0.028281
61,90,2,600,0.120855,0.251223,0.162273,0.127149,0.211729,0.143709,1.29542,0.054473,1.16896,0.055573,0.062848,0.060236,0.058497,0.057331,0.056825,0.053033,0.068172,0.054147,0.054991,0.061137,0.056943,0.058708
