gamma,time_BA,iter_BA,time_HOG,iter_HOG,time_KC,iter_KC,time_KCRDK,iter_KCRDK,time_KCU,iter_KCU
1,0.010482813333333334,3.0183333333333335,0.011288406666666665,1.3883333333333334,0.00328479,1.2233333333333334,0.004355385,1.7433333333333334,0.0036619700000000005,1.7433333333333334
21,0.3517520183333333,7.551666666666667,0.05375573833333333,1.4133333333333333,0.07475365833333333,1.0,0.037286545,1.4166666666666667,0.0368237,1.4166666666666667
41,0.40894995833333336,7.698333333333333,0.15234365833333333,1.3666666666666667,0.2604586233333333,1.0,0.13925094333333335,1.355,0.13661819833333333,1.355
61,0.897732045,7.908333333333333,0.25518852666666664,1.3266666666666667,0.5559513549999999,1.0,0.24502122166666665,1.335,0.24440135166666668,1.335
81,0.7183408833333333,7.466666666666667,0.43806691166666667,1.3583333333333334,1.3314391316666667,1.0,0.4248779733333333,1.3616666666666666,0.418532,1.3616666666666666
