Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCU, time_subproblem_KCU, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCHOG, time_subproblem_KCHOG
1,0,0.010681,0.000238,0.001931,7.4e-05,0.001801,5.4e-05,0.002854,0.000771,0.003108,0.00485
1,0,0.005756,0.000165,0.005065,0.00015,0.003887,0.000102,0.002878,0.001835,0.003689,0.010212
1,0,0.011545,0.000342,0.0039,0.000245,0.002831,9.6e-05,0.002565,0.001171,0.004566,0.014641
1,0,0.00832,0.000208,0.004066,0.00018,0.004664,0.000145,0.00357,0.001666,0.003999,0.005017
1,0,0.003253,7.8e-05,0.004548,0.000132,0.001944,5.6e-05,0.002403,0.000324,0.003671,0.001167
1,20,0.014297,0.000177,0.006656,0.000286,0.004989,0.000107,0.007635,0.005079,0.006303,0.012969
1,20,0.007846,0.000182,0.004918,0.000156,0.001722,5.6e-05,0.001915,0.001012,0.003329,0.004142
1,20,0.015823,0.000253,0.002656,0.000183,0.009343,0.000319,0.007322,0.000699,0.004438,0.000869
1,20,0.019111,0.000295,0.002759,0.000138,0.007804,0.000211,0.004953,0.00112,0.003341,0.008748
1,20,0.008249,0.000158,0.003946,0.000146,0.00337,8.9e-05,0.001838,0.000591,0.002508,0.008438
1,40,0.004401,9.5e-05,0.003782,0.00019,0.002295,7.4e-05,0.004574,0.002516,0.002278,0.007987
1,40,0.004984,0.000182,0.002685,0.000107,0.002625,0.000118,0.003564,0.00265,0.002748,0.006672
1,40,0.005857,0.000217,0.003773,0.000126,0.002761,7.3e-05,0.001901,0.000881,0.002273,0.011456
1,40,0.00955,0.000134,0.002369,9.8e-05,0.004335,9.5e-05,0.00166,0.000605,0.002198,0.010295
1,40,0.017406,0.000245,0.004198,0.000105,0.004554,0.000127,0.006184,0.000496,0.00247,0.000948
1,60,0.01153,0.000188,0.001383,6e-05,0.001567,4.2e-05,0.001313,0.00071,0.003575,0.010271
1,60,0.01169,0.000321,0.001916,6.5e-05,0.002643,0.000144,0.003511,0.001592,0.005121,0.004861
1,60,0.012044,0.000335,0.004447,0.000148,0.004149,9.5e-05,0.003412,0.00149,0.002851,0.006759
1,60,0.011966,0.000268,0.002281,0.000133,0.001664,6.6e-05,0.003951,0.002118,0.003623,0.008062
1,60,0.010025,0.000222,0.003784,0.000141,0.003184,0.00014,0.002353,0.001457,0.003797,0.006396
1,80,0.008717,0.000235,0.00146,9.8e-05,0.001603,4.2e-05,0.001764,0.000812,0.001577,0.004289
1,80,0.004355,0.000163,0.002173,8.6e-05,0.002358,5.7e-05,0.002137,0.00101,0.002937,0.007633
1,80,0.014113,0.000145,0.002127,7.2e-05,0.003896,0.000107,0.003368,0.001602,0.004284,0.011896
1,80,0.015694,0.000445,0.003999,0.000188,0.007949,0.00021,0.008653,0.003637,0.005361,0.00821
1,80,0.008785,0.000293,0.001576,6.2e-05,0.004168,7.7e-05,0.002139,0.000384,0.003282,0.00552
1,100,0.011286,0.000213,0.003417,0.000122,0.002642,8.9e-05,0.002481,0.000908,0.002147,0.003968
1,100,0.01752,0.00046,0.003009,0.000123,0.008924,0.00016,0.007006,0.002887,0.006748,0.011899
1,100,0.016584,0.000297,0.004868,0.000183,0.005959,0.000163,0.004163,0.000706,0.003984,0.001237
1,100,0.007192,0.000172,0.003059,0.000204,0.003011,7e-05,0.004407,0.002473,0.003571,0.010131
1,100,0.009016,0.000208,0.005805,0.000227,0.005009,0.000181,0.00386,0.002334,0.004798,0.016806
11,0,0.024359,0.005364,0.011622,0.001185,0.007683,0.001257,0.005201,0.004286,0.010154,0.010415
11,0,0.00327,0.001764,0.02381,0.001403,0.007283,0.001459,0.004224,0.00213,0.004467,0.009267
11,0,0.235508,0.013864,0.007734,0.001493,0.003574,0.001062,0.007043,0.004409,0.005906,0.009316
11,0,0.085187,0.010587,0.008271,0.001114,0.002205,0.000608,0.003547,0.002865,0.004735,0.012301
11,0,0.07767,0.009683,0.022274,0.002472,0.004599,0.00088,0.005922,0.003804,0.005541,0.007409
11,20,0.006011,0.002584,0.018182,0.001995,0.002242,0.000756,0.005972,0.001771,0.003167,0.011307
11,20,0.150163,0.012783,0.007904,0.002363,0.003412,0.001855,0.006594,0.004992,0.005897,0.008876
11,20,0.029936,0.005073,0.010996,0.001635,0.007864,0.001939,0.002651,0.003335,0.006697,0.01252
11,20,0.004344,0.00115,0.018641,0.002219,0.003561,0.000932,0.002586,0.001404,0.003003,0.011068
11,20,0.201776,0.015904,0.009543,0.0021,0.006213,0.001571,0.004254,0.001853,0.004961,0.012969
11,40,0.008853,0.003163,0.017359,0.000937,0.007729,0.00154,0.006338,0.005181,0.006154,0.01903
11,40,0.01464,0.004021,0.016789,0.001218,0.005907,0.002918,0.006534,0.004911,0.007776,0.015769
11,40,0.143374,0.011278,0.011308,0.004392,0.006454,0.001697,0.00569,0.003789,0.005898,0.016291
11,40,0.197061,0.013188,0.009622,0.001211,0.002811,0.000658,0.003877,0.001537,0.003829,0.016492
11,40,0.006071,0.001997,0.015828,0.000827,0.006117,0.001161,0.002358,0.0016,0.005209,0.013536
11,60,0.181687,0.016256,0.005346,0.001166,0.005316,0.001337,0.005663,0.004475,0.004677,0.011393
11,60,0.091455,0.012092,0.008835,0.00223,0.003991,0.000845,0.004538,0.00241,0.006011,0.0114
11,60,0.009721,0.002347,0.017678,0.001751,0.00492,0.002394,0.004281,0.002917,0.004557,0.010912
11,60,0.014158,0.002804,0.024424,0.001405,0.00669,0.001829,0.009902,0.007278,0.011363,0.017013
11,60,0.017376,0.004438,0.020548,0.002778,0.004175,0.002004,0.008242,0.004832,0.007357,0.014156
11,80,0.143332,0.011902,0.012498,0.00124,0.002741,0.000881,0.005223,0.004999,0.006575,0.011479
