Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
21,90,2,600,1.12885,0.102261,0.043465,0.009261,0.038247,0.010784,0.010059,0.009556,0.010139,0.010298,0.01023,0.008406,0.009824,0.007573,0.009388,0.009783,0.009329,0.009971
41,90,2,600,1.00649,0.314174,0.110687,0.029907,0.11032,0.029719,0.021706,0.032143,0.022007,0.031509,0.021643,0.029025,0.022093,0.029048,0.021598,0.032099,0.021247,0.031358
61,90,2,600,0.980753,0.669148,0.179534,0.063632,0.14805,0.063287,0.041071,0.066002,0.03962,0.065457,0.039125,0.061383,0.040156,0.061553,0.040517,0.06648,0.038897,0.065317
81,90,2,600,0.745518,1.01812,0.224396,0.108341,0.223237,0.108129,0.064636,0.113599,0.063872,0.114956,0.062714,0.103908,0.064022,0.106874,0.064101,0.112817,0.063263,0.112282
101,90,2,600,0.727178,1.56372,0.281167,0.166258,0.291948,0.164163,0.094101,0.17141,0.093822,0.171788,0.093141,0.162237,0.094306,0.161963,0.094268,0.170681,0.093885,0.170851
1,90,2,600,0.014919,0.00032,0.003188,0.000176,0.002894,0.000182,0.002901,0.000547,0.002868,0.00037,0.003791,0.000162,0.003111,0.000157,0.002903,0.000536,0.002921,0.000351
21,90,2,600,0.025907,0.018332,0.066336,0.009042,0.079819,0.009262,0.014476,0.016095,0.014873,0.013813,0.013759,0.013967,0.017709,0.013314,0.014176,0.014032,0.01599,0.014418
41,90,2,600,0.024546,0.065988,0.177677,0.030432,0.187071,0.029608,0.032473,0.048203,0.032613,0.047984,0.031568,0.045597,0.035394,0.045502,0.032043,0.048771,0.032314,0.049313
61,90,2,600,0.025618,0.142252,0.279742,0.064816,0.342325,0.065339,0.061373,0.10195,0.059783,0.101233,0.058333,0.095899,0.062613,0.09623,0.072437,0.132891,0.076902,0.117109
81,90,2,600,0.026253,0.241755,0.404235,0.109344,0.487422,0.110035,0.097389,0.173796,0.095736,0.173013,0.094759,0.166614,0.098924,0.164902,0.094928,0.174399,0.094076,0.173326
101,90,2,600,0.025845,0.367695,0.554698,0.167677,0.737362,0.167013,0.142452,0.264527,0.140959,0.264124,0.140232,0.253135,0.144191,0.253156,0.140844,0.265361,0.139713,0.264021
1,90,2,600,0.026485,0.000416,0.004282,0.000192,0.005072,0.000206,0.008949,0.001366,0.008588,0.000756,0.008917,0.00041,0.007051,0.000255,0.008469,0.001254,0.006866,0.000731
21,90,2,600,0.437619,0.067041,0.032235,0.00801,0.04369,0.008892,0.010337,0.009763,0.009351,0.008899,0.009797,0.007574,0.010929,0.007881,0.009198,0.009869,0.009677,0.009045
41,90,2,600,0.281549,0.207002,0.125961,0.029695,0.118646,0.029888,0.021619,0.031882,0.022139,0.031602,0.021941,0.029743,0.022039,0.030022,0.021556,0.031737,0.021847,0.030928
61,90,2,600,0.269137,0.423164,0.214915,0.062987,0.196173,0.06295,0.040496,0.065249,0.039258,0.064743,0.039119,0.061613,0.039718,0.060658,0.039136,0.065401,0.039058,0.065049
81,90,2,600,0.284761,0.720045,0.25214,0.107243,0.285717,0.108997,0.063058,0.112948,0.064657,0.112247,0.063132,0.106231,0.06481,0.105814,0.063351,0.113133,0.064168,0.111054
101,90,2,600,0.339142,1.18452,0.398362,0.166603,0.423003,0.164844,0.094168,0.17163,0.093241,0.171034,0.101756,0.169723,0.096157,0.164393,0.094514,0.172448,0.094517,0.171279
1,90,2,600,0.027154,0.000435,0.003958,0.000205,0.003862,0.000214,0.010177,0.001809,0.009653,0.001157,0.007975,0.000317,0.008532,0.000337,0.009413,0.002044,0.008308,0.001183
21,90,2,600,0.753843,0.081967,0.031919,0.008099,0.037294,0.008333,0.009445,0.009778,0.010281,0.009328,0.00892,0.008015,0.010189,0.00764,0.010109,0.009809,0.010594,0.009457
41,90,2,600,0.62249,0.271977,0.144367,0.030273,0.143734,0.030338,0.021761,0.032732,0.021476,0.031952,0.021278,0.028649,0.022031,0.028816,0.021579,0.032141,0.021308,0.031476
61,90,2,600,0.718568,0.592324,0.213044,0.062521,0.208735,0.063609,0.039319,0.066054,0.039261,0.065916,0.039162,0.061503,0.040122,0.061534,0.039398,0.066865,0.039218,0.066401
81,90,2,600,0.642855,0.957582,0.270204,0.108074,0.296099,0.110536,0.063326,0.113234,0.064332,0.113239,0.063459,0.106775,0.065205,0.106534,0.0634,0.112908,0.063658,0.112911
101,90,2,600,0.821031,1.65022,0.400681,0.168199,0.424592,0.16731,0.094136,0.172619,0.094423,0.172514,0.093965,0.163266,0.094907,0.163346,0.093606,0.172953,0.094206,0.169996
1,90,2,600,0.014336,0.000334,0.003033,0.000179,0.002872,0.000177,0.002794,0.000814,0.00287,0.000506,0.003353,0.000243,0.003351,0.000227,0.002865,0.000906,0.002766,0.000583
21,90,2,600,0.014762,0.01435,0.077359,0.009724,0.103902,0.009441,0.008386,0.009321,0.008244,0.008302,0.00998,0.007631,0.009392,0.009263,0.008467,0.008841,0.008951,0.008439
41,90,2,600,0.013697,0.049003,0.172451,0.029504,0.189764,0.030779,0.020211,0.031224,0.020326,0.030233,0.020211,0.029177,0.021535,0.029178,0.020603,0.032702,0.020314,0.03082
61,90,2,600,0.015681,0.104501,0.279536,0.064314,0.365286,0.064107,0.038894,0.064131,0.038508,0.064202,0.038588,0.061494,0.039005,0.061442,0.038389,0.064843,0.038284,0.06424
81,90,2,600,0.04367,0.308682,0.46383,0.108492,0.557251,0.110067,0.124748,0.234475,0.125247,0.248678,0.128162,0.228303,0.096881,0.166004,0.125223,0.236436,0.125742,0.235404
101,90,2,600,0.041272,0.457033,0.732604,0.166828,0.904851,0.166932,0.184658,0.359202,0.183178,0.358271,0.184748,0.346092,0.141437,0.254458,0.185233,0.36048,0.184838,0.359659
1,90,2,600,0.015089,0.000361,0.003092,0.000199,0.003001,0.000196,0.003048,0.001008,0.004736,0.000594,0.00306,0.000165,0.002982,0.000172,0.003916,0.001294,0.003552,0.00081
21,90,2,600,0.041555,0.02505,0.077085,0.00916,0.093631,0.008283,0.015356,0.014348,0.013284,0.015806,0.013537,0.01226,0.018603,0.011943,0.01604,0.0138,0.01328,0.014879
41,90,2,600,0.042544,0.086317,0.208492,0.031111,0.20046,0.029563,0.03202,0.048575,0.031335,0.048452,0.031281,0.045744,0.035452,0.046368,0.031517,0.048953,0.03117,0.048734
61,90,2,600,0.041528,0.17752,0.293761,0.064571,0.389127,0.064906,0.058747,0.102022,0.058008,0.100968,0.058118,0.095304,0.061655,0.095389,0.059578,0.102996,0.060246,0.102545
81,90,2,600,0.044464,0.308503,0.47673,0.110475,0.55753,0.106244,0.094552,0.173782,0.094625,0.173634,0.095181,0.165455,0.098302,0.165464,0.094671,0.172205,0.094467,0.173763
101,90,2,600,0.041042,0.455316,0.711805,0.166851,0.857021,0.166312,0.139903,0.264482,0.139404,0.264016,0.139551,0.253088,0.143429,0.253673,0.139695,0.266127,0.139763,0.264171
1,90,2,600,0.008038,0.000227,0.004581,0.000202,0.00446,0.000216,0.00314,0.000888,0.003099,0.000524,0.003071,0.000185,0.005519,0.000202,0.003142,0.000892,0.003021,0.000559
21,90,2,600,0.014146,0.014355,0.1048,0.010461,0.088331,0.009037,0.013235,0.013939,0.01415,0.013102,0.017153,0.012608,0.015864,0.013648,0.013151,0.013545,0.015016,0.013049
41,90,2,600,0.013888,0.050192,0.171217,0.03037,0.206873,0.03001,0.031409,0.048035,0.032555,0.048104,0.032179,0.04516,0.034657,0.04547,0.031506,0.047854,0.032096,0.049982
61,90,2,600,0.015349,0.105622,0.302473,0.063636,0.361362,0.065575,0.057897,0.100349,0.058214,0.100911,0.057732,0.095288,0.06106,0.095657,0.05781,0.100096,0.058002,0.101846
81,90,2,600,0.013774,0.17864,0.487151,0.110574,0.54626,0.109631,0.094438,0.172775,0.094192,0.172944,0.094133,0.165738,0.097215,0.166088,0.093847,0.171546,0.094318,0.172849
101,90,2,600,0.014101,0.272627,0.67128,0.166432,0.909319,0.166846,0.138759,0.262424,0.139884,0.26354,0.139537,0.252975,0.142906,0.2533,0.13915,0.264579,0.138979,0.264397
1,90,2,600,0.015884,0.000358,0.005791,0.000321,0.00553,0.000316,0.005431,0.002337,0.005111,0.00089,0.004618,0.000271,0.00725,0.000285,0.004657,0.001602,0.006442,0.001169
21,90,2,600,0.351378,0.065856,0.036116,0.009294,0.042434,0.010077,0.009135,0.01107,0.009347,0.009739,0.009238,0.00761,0.012439,0.007722,0.008811,0.010893,0.009028,0.010122
41,90,2,600,0.299185,0.204509,0.145202,0.030145,0.136472,0.030762,0.021063,0.032148,0.021966,0.031954,0.020893,0.029728,0.022245,0.029541,0.021315,0.032766,0.021067,0.032098
61,90,2,600,0.303977,0.420637,0.210904,0.063249,0.229905,0.064191,0.039141,0.06713,0.039037,0.065056,0.039227,0.062507,0.040388,0.062409,0.03994,0.066778,0.039126,0.065666
81,90,2,600,0.306772,0.72296,0.309757,0.110106,0.343959,0.112278,0.063539,0.113518,0.064137,0.114624,0.063589,0.107746,0.064983,0.107229,0.063492,0.112723,0.063043,0.111849
101,90,2,600,0.355018,1.19539,0.423018,0.167924,0.47081,0.168286,0.097038,0.171095,0.094274,0.171075,0.094139,0.162648,0.094397,0.162545,0.094199,0.170565,0.092623,0.170319
1,90,2,600,0.014318,0.000432,0.007,0.000336,0.005275,0.000321,0.005783,0.000579,0.005458,0.000355,0.004731,0.000235,0.006234,0.000269,0.004877,0.000505,0.00479,0.000361
21,90,2,600,0.118466,0.038945,0.030982,0.008379,0.042325,0.009137,0.010277,0.009983,0.009536,0.009437,0.008789,0.008421,0.010089,0.008004,0.01029,0.009993,0.008974,0.010663
41,90,2,600,0.104433,0.133585,0.119303,0.032337,0.118128,0.030292,0.021334,0.032481,0.021317,0.030617,0.020904,0.029614,0.021964,0.029664,0.020667,0.032603,0.021003,0.031788
61,90,2,600,0.110062,0.279498,0.162026,0.062522,0.175472,0.063469,0.039,0.066285,0.038908,0.065034,0.038715,0.061284,0.039574,0.06129,0.039407,0.067732,0.03896,0.064941
81,90,2,600,0.111092,0.481179,0.213373,0.108952,0.264704,0.108084,0.063788,0.113655,0.063555,0.111464,0.064254,0.107585,0.064052,0.105893,0.064022,0.113413,0.063143,0.112612
101,90,2,600,0.107908,0.73669,0.358369,0.163088,0.484164,0.165815,0.09271,0.172009,0.092539,0.171345,0.092798,0.162284,0.093221,0.163044,0.092972,0.172159,0.093052,0.169828
1,90,2,600,0.013062,0.00038,0.003838,0.000261,0.002831,0.000192,0.003222,0.000838,0.003136,0.000444,0.002747,0.000141,0.002711,0.000147,0.002745,0.000678,0.003777,0.000521
21,90,2,600,0.014313,0.01521,0.074716,0.009036,0.091178,0.009178,0.008718,0.008568,0.008579,0.009392,0.008041,0.007629,0.009527,0.00767,0.008076,0.009345,0.008286,0.00827
41,90,2,600,0.014301,0.050957,0.174232,0.030067,0.200048,0.030311,0.020223,0.031711,0.020541,0.03086,0.020661,0.028562,0.022032,0.028333,0.020588,0.031504,0.020075,0.03035
61,90,2,600,0.016534,0.10453,0.264515,0.062793,0.327185,0.062194,0.038799,0.065458,0.038038,0.063468,0.037929,0.061353,0.038862,0.060983,0.038023,0.064501,0.037991,0.063809
81,90,2,600,0.014136,0.179572,0.41494,0.11031,0.48922,0.10885,0.062105,0.110178,0.06211,0.111932,0.062001,0.105712,0.062796,0.106263,0.062011,0.110857,0.062004,0.110822
101,90,2,600,0.014123,0.273544,0.602032,0.168429,0.802068,0.167723,0.09292,0.17019,0.092453,0.169826,0.093042,0.16256,0.093442,0.162488,0.09272,0.167255,0.092506,0.169881
1,90,2,600,0.027725,0.000512,0.005013,0.000191,0.004324,0.000202,0.009701,0.00051,0.006993,0.000409,0.010425,0.000591,0.006867,0.000297,0.009178,0.000457,0.006828,0.000286
21,90,2,600,0.080603,0.032323,0.042001,0.009916,0.056995,0.009349,0.010126,0.010226,0.010714,0.010142,0.009481,0.009058,0.01005,0.00761,0.009661,0.010539,0.010886,0.008855
41,90,2,600,0.103999,0.134141,0.134612,0.029703,0.144366,0.029792,0.022484,0.033268,0.021373,0.032017,0.021184,0.028652,0.022509,0.028715,0.021897,0.031904,0.021439,0.030853
61,90,2,600,0.080752,0.244349,0.190411,0.062849,0.172083,0.063134,0.03997,0.065185,0.039128,0.065316,0.039235,0.060949,0.039757,0.061843,0.039269,0.065147,0.039062,0.06647
81,90,2,600,0.10248,0.477379,0.277123,0.108505,0.335654,0.10987,0.06472,0.111407,0.063686,0.110873,0.063189,0.104939,0.064462,0.105606,0.0635,0.111793,0.063322,0.111883
101,90,2,600,0.103778,0.729492,0.468664,0.165002,0.586819,0.166946,0.094658,0.170891,0.093192,0.169237,0.093503,0.161862,0.091142,0.163203,0.09307,0.170653,0.0929,0.171223
1,90,2,600,0.015087,0.000423,0.003428,0.00022,0.004293,0.000201,0.003086,0.000832,0.00297,0.000514,0.002981,0.000171,0.00396,0.000303,0.003308,0.000881,0.002968,0.000585
21,90,2,600,0.027341,0.018704,0.061306,0.009074,0.097368,0.008316,0.008724,0.008601,0.009792,0.00825,0.008506,0.008934,0.00957,0.007619,0.009707,0.009066,0.009331,0.009018
41,90,2,600,0.024528,0.066237,0.177393,0.030965,0.207261,0.03006,0.020352,0.030749,0.020373,0.030081,0.020714,0.028503,0.022243,0.029549,0.021097,0.03055,0.020702,0.030684
61,90,2,600,0.039046,0.183265,0.300231,0.063345,0.353634,0.064656,0.038122,0.064749,0.038912,0.063873,0.038312,0.06155,0.039169,0.061319,0.038203,0.065024,0.038411,0.063342
81,90,2,600,0.027855,0.236739,0.500842,0.109136,0.553457,0.109504,0.062207,0.106344,0.062775,0.110533,0.062867,0.106144,0.0636,0.1059,0.062118,0.110164,0.063144,0.109098
101,90,2,600,0.027608,0.363243,0.734737,0.166781,0.959594,0.195804,0.093599,0.168131,0.117473,0.193045,0.092465,0.161826,0.093659,0.161617,0.092497,0.169034,0.092502,0.168103
1,90,2,600,0.026639,0.000492,0.003969,0.00023,0.003784,0.00021,0.010033,0.000937,0.006286,0.000464,0.010043,0.000443,0.006177,0.000236,0.009109,0.000643,0.006202,0.000415
21,90,2,600,0.145692,0.042955,0.033489,0.00866,0.037755,0.009492,0.011485,0.009453,0.011068,0.008979,0.008981,0.008836,0.009678,0.007754,0.009614,0.009688,0.010253,0.009175
41,90,2,600,0.143409,0.150649,0.115824,0.032053,0.096183,0.030402,0.021702,0.031455,0.021478,0.030742,0.021488,0.028609,0.021917,0.028715,0.021991,0.032663,0.02093,0.032151
61,90,2,600,0.189098,0.349318,0.165865,0.063116,0.174198,0.063031,0.03907,0.065607,0.039201,0.065155,0.038915,0.061291,0.039532,0.061065,0.038819,0.065652,0.038765,0.064881
81,90,2,600,0.151597,0.541578,0.260265,0.109225,0.290866,0.110057,0.064082,0.113838,0.063575,0.112872,0.063351,0.106148,0.064413,0.106287,0.063349,0.114174,0.062939,0.11285
101,90,2,600,0.181765,0.923397,0.384387,0.16782,0.531189,0.166603,0.095624,0.174071,0.093688,0.171895,0.09427,0.163235,0.09492,0.162631,0.09419,0.173237,0.093577,0.172166
1,90,2,600,0.027884,0.000445,0.004233,0.000187,0.004103,0.00018,0.008461,0.001783,0.006884,0.00089,0.009334,0.000348,0.008951,0.000294,0.006593,0.00211,0.006238,0.000757
21,90,2,600,0.279701,0.058255,0.04348,0.008423,0.04449,0.008492,0.008892,0.011788,0.009138,0.008876,0.009687,0.007632,0.011291,0.007949,0.008864,0.010431,0.009337,0.008975
41,90,2,600,0.357926,0.221528,0.121661,0.029907,0.142953,0.029424,0.021312,0.031688,0.022107,0.031097,0.021031,0.029642,0.022769,0.028726,0.021452,0.033423,0.021117,0.032249
61,90,2,600,0.29582,0.422951,0.211039,0.062286,0.217622,0.063432,0.037965,0.064533,0.038242,0.063805,0.039051,0.063473,0.03992,0.06219,0.039691,0.06665,0.039256,0.065695
81,90,2,600,0.342194,0.778678,0.338464,0.110317,0.358504,0.110055,0.06276,0.112036,0.063182,0.111313,0.06287,0.105199,0.063561,0.105056,0.062821,0.111955,0.062848,0.111366
101,90,2,600,0.280577,1.10001,0.476879,0.16585,0.511535,0.166502,0.093408,0.171633,0.093212,0.170866,0.092701,0.162239,0.093765,0.16297,0.092744,0.170486,0.093166,0.171236
1,90,2,600,0.013821,0.00031,0.003095,0.000178,0.003131,0.000193,0.003037,0.000716,0.003066,0.000419,0.003047,0.000164,0.004002,0.000218,0.00332,0.000752,0.003004,0.000459
21,90,2,600,0.015093,0.014186,0.067958,0.009398,0.104647,0.008652,0.008812,0.008947,0.009201,0.008865,0.008422,0.007754,0.01092,0.007665,0.008726,0.009427,0.010268,0.008677
41,90,2,600,0.014959,0.051106,0.191229,0.029685,0.223836,0.029325,0.021144,0.031028,0.021069,0.030532,0.021261,0.028889,0.022238,0.029156,0.02081,0.031114,0.020818,0.031388
61,90,2,600,0.016473,0.105686,0.258222,0.06465,0.311879,0.063797,0.039125,0.065528,0.038721,0.063515,0.038514,0.061412,0.039939,0.061097,0.038787,0.064286,0.038737,0.063973
81,90,2,600,0.016454,0.180885,0.440896,0.10862,0.505277,0.109298,0.06218,0.110077,0.062377,0.109625,0.06227,0.105396,0.063668,0.105789,0.062154,0.110944,0.062653,0.110031
101,90,2,600,0.015484,0.272446,0.551682,0.165722,0.764829,0.193275,0.093605,0.17037,0.093528,0.170261,0.093658,0.163308,0.094545,0.163462,0.093748,0.171701,0.093556,0.169871
1,90,2,600,0.013055,0.000339,0.006231,0.00031,0.006152,0.000288,0.004678,0.00162,0.004349,0.00097,0.006734,0.000277,0.005539,0.000275,0.005683,0.002113,0.004591,0.00111
21,90,2,600,0.501686,0.075838,0.033103,0.008409,0.041757,0.009443,0.009732,0.009487,0.009701,0.009339,0.008921,0.007647,0.011154,0.007671,0.009099,0.010167,0.009096,0.010224
41,90,2,600,0.565521,0.270684,0.102087,0.029392,0.112137,0.030151,0.02136,0.031838,0.021823,0.031474,0.0213,0.028554,0.022215,0.029818,0.021116,0.031587,0.021659,0.030862
61,90,2,600,0.480052,0.5284,0.166821,0.062583,0.184323,0.062363,0.039139,0.064855,0.039464,0.064787,0.039295,0.060435,0.040798,0.060634,0.039048,0.066703,0.039346,0.06471
81,90,2,600,0.57754,0.962494,0.26126,0.110074,0.278362,0.10696,0.064462,0.111192,0.06307,0.110839,0.063331,0.105491,0.063573,0.106171,0.065027,0.111736,0.06281,0.112045
101,90,2,600,0.600494,1.46684,0.360824,0.165962,0.381285,0.165785,0.094435,0.170825,0.094381,0.170995,0.093482,0.163525,0.095126,0.158766,0.094522,0.170772,0.093145,0.171919
1,90,2,600,0.026353,0.000502,0.00433,0.000214,0.005006,0.000246,0.006084,0.001537,0.007743,0.000894,0.007875,0.000398,0.007974,0.000318,0.007464,0.001982,0.006764,0.001134
21,90,2,600,0.455654,0.069016,0.044003,0.008635,0.055547,0.008682,0.009866,0.009474,0.009718,0.009901,0.009988,0.008954,0.009895,0.008494,0.009444,0.009653,0.010451,0.008921
41,90,2,600,0.354239,0.219255,0.145507,0.029962,0.137788,0.030127,0.023496,0.032224,0.022048,0.031776,0.021271,0.0294,0.021958,0.028818,0.021168,0.031772,0.02183,0.030996
61,90,2,600,0.339746,0.453378,0.213852,0.063908,0.242343,0.062712,0.03944,0.066156,0.039719,0.065865,0.039577,0.061963,0.040068,0.061571,0.039378,0.066198,0.039435,0.066029
81,90,2,600,0.372558,0.785638,0.324949,0.109106,0.376023,0.111393,0.063521,0.113067,0.064079,0.111902,0.063543,0.106686,0.064182,0.106246,0.06378,0.112375,0.063863,0.113056
101,90,2,600,0.361684,1.19737,0.500063,0.173986,0.569773,0.167288,0.094472,0.170293,0.094239,0.172517,0.093857,0.164924,0.097368,0.162792,0.095087,0.172858,0.094664,0.171107
1,90,2,600,0.026219,0.000484,0.004985,0.000193,0.004461,0.000183,0.009602,0.001735,0.007143,0.000794,0.009792,0.000357,0.008155,0.000292,0.00872,0.001656,0.00755,0.000919
21,90,2,600,0.249309,0.053393,0.037699,0.008214,0.051781,0.009854,0.009996,0.009425,0.010077,0.009383,0.009284,0.007984,0.010053,0.007609,0.010046,0.009534,0.010611,0.009215
41,90,2,600,0.226817,0.18166,0.127492,0.029504,0.125842,0.031212,0.021694,0.031573,0.022165,0.031246,0.022003,0.029131,0.02208,0.029176,0.021935,0.031719,0.022089,0.030869
61,90,2,600,0.289704,0.419577,0.256033,0.062833,0.253575,0.06439,0.03971,0.066634,0.039687,0.065797,0.039712,0.061125,0.040614,0.062128,0.039517,0.065707,0.03968,0.066776
81,90,2,600,0.243032,0.659687,0.269833,0.108817,0.301696,0.111604,0.064256,0.112495,0.063299,0.112484,0.064246,0.107353,0.064966,0.105821,0.064363,0.113558,0.06461,0.111907
101,90,2,600,0.231176,1.00671,0.390088,0.164492,0.593181,0.166572,0.093346,0.168825,0.093288,0.16932,0.093245,0.161711,0.094014,0.162073,0.09321,0.170281,0.093318,0.16945
1,90,2,600,0.006915,0.000246,0.00435,0.000193,0.004138,0.000174,0.003914,0.001418,0.002986,0.000629,0.002718,0.000168,0.003312,0.000175,0.003563,0.001646,0.0031,0.000763
21,90,2,600,0.006682,0.009044,0.070495,0.008378,0.092509,0.00877,0.008218,0.008852,0.009118,0.008531,0.008206,0.008555,0.009116,0.007767,0.009355,0.009129,0.008133,0.008437
41,90,2,600,0.007454,0.037179,0.171881,0.030097,0.18709,0.029555,0.020352,0.030803,0.02078,0.030505,0.020831,0.028867,0.021457,0.028985,0.020109,0.0312,0.020084,0.030921
61,90,2,600,0.006941,0.069925,0.30546,0.064053,0.380522,0.064274,0.03809,0.064489,0.038243,0.064174,0.037923,0.061026,0.039318,0.061116,0.038,0.064523,0.038138,0.064632
81,90,2,600,0.00691,0.121524,0.427777,0.108962,0.559952,0.11012,0.062227,0.110988,0.061977,0.11048,0.062164,0.105956,0.063323,0.106388,0.062568,0.112075,0.062643,0.111509
101,90,2,600,0.007051,0.184272,0.659656,0.16996,0.804745,0.169516,0.093198,0.1697,0.092683,0.170813,0.092939,0.163822,0.093708,0.163899,0.093214,0.167007,0.093217,0.171129
1,90,2,600,0.006474,0.000265,0.004442,0.00021,0.005481,0.000203,0.004201,0.000911,0.0027,0.000537,0.002701,0.000166,0.003438,0.00017,0.002957,0.000944,0.002785,0.000587
21,90,2,600,0.013562,0.013791,0.098764,0.009045,0.101057,0.008697,0.012727,0.013954,0.014185,0.013054,0.014353,0.01351,0.014183,0.013607,0.012781,0.013482,0.014043,0.013752
41,90,2,600,0.01333,0.049597,0.196167,0.029847,0.210251,0.029904,0.031205,0.048237,0.030615,0.047728,0.03065,0.045223,0.03198,0.045673,0.030657,0.048138,0.031335,0.048103
61,90,2,600,0.014374,0.104565,0.358266,0.064149,0.400998,0.064548,0.058411,0.102226,0.057973,0.102049,0.057906,0.097546,0.060787,0.096976,0.057322,0.10022,0.057157,0.100542
81,90,2,600,0.059689,0.358007,0.517414,0.108575,0.598109,0.109329,0.124865,0.234866,0.126367,0.233602,0.125066,0.224438,0.095982,0.166669,0.125104,0.235934,0.124697,0.234284
101,90,2,600,0.041493,0.458706,0.774789,0.1675,0.999184,0.167934,0.187496,0.361366,0.187208,0.36174,0.18776,0.344856,0.141264,0.254508,0.186145,0.364023,0.234653,0.458178
