Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG
1,0,0.005721,0.000104,0.003841,0.000124,0.002552,0.000846,0.002524,0.000101,0.003084,0.000102,0.002547,0.001565
1,0,0.011608,0.000155,0.0052,0.000189,0.004535,0.000911,0.004487,0.000166,0.004928,0.00016,0.004515,0.000899
1,0,0.0213,0.000208,0.003485,0.000123,0.007199,0.000875,0.007178,0.000212,0.005502,0.000159,0.00719,0.000879
1,0,0.011704,0.000155,0.004908,0.000188,0.004177,0.000822,0.004135,0.000166,0.00493,0.000169,0.004195,0.000823
1,0,0.011351,0.000154,0.002722,0.000121,0.002691,0.000843,0.002677,0.000102,0.002655,0.000105,0.002676,0.001541
1,0,0.012483,0.000156,0.005076,0.000188,0.004337,0.00115,0.004317,0.000156,0.004857,0.000161,0.004361,0.001682
1,0,0.005311,0.000102,0.004013,0.000122,0.002721,0.000752,0.002671,0.000101,0.003509,0.000103,0.002714,0.001392
1,0,0.011633,0.000155,0.00282,0.00012,0.002775,0.000562,0.002784,0.0001,0.002746,0.000103,0.002752,0.00095
1,0,0.020109,0.000209,0.003528,0.000123,0.007438,0.000336,0.007446,0.000209,0.005707,0.000172,0.007442,0.000343
1,0,0.021231,0.000218,0.00386,0.000124,0.007148,0.001441,0.007137,0.00021,0.005868,0.000157,0.007185,0.002459
1,0,0.021218,0.000206,0.004937,0.000187,0.006604,0.002054,0.006553,0.00022,0.004893,0.000158,0.006544,0.003803
1,0,0.012202,0.000156,0.002547,0.000128,0.002517,0.000609,0.002521,0.000102,0.002514,0.000105,0.002516,0.000943
1,0,0.011941,0.000174,0.002454,0.000126,0.002422,0.001044,0.002409,0.0001,0.002408,0.000101,0.002404,0.001663
1,0,0.02062,0.000215,0.003713,0.000124,0.006067,0.002085,0.006051,0.000211,0.005739,0.000158,0.006095,0.003805
1,0,0.005262,0.000103,0.003896,0.000123,0.00254,0.000953,0.002515,0.000101,0.003205,0.000103,0.002536,0.001803
1,20,0.01903,0.000209,0.003855,0.000129,0.007727,0.000579,0.007743,0.000211,0.006188,0.000161,0.007718,0.000587
1,20,0.02055,0.000227,0.003591,0.000124,0.0073,0.000608,0.007287,0.000211,0.005625,0.00016,0.007342,0.000614
1,20,0.011107,0.000158,0.002726,0.000121,0.002679,0.000777,0.002679,0.000103,0.002692,0.000103,0.002701,0.001173
1,20,0.021131,0.000216,0.003734,0.000124,0.007824,0.001357,0.007764,0.000213,0.005922,0.000157,0.007775,0.001724
1,20,0.005358,0.000105,0.003902,0.000123,0.002679,0.000778,0.002668,0.000103,0.00347,0.000103,0.00269,0.001402
1,20,0.005093,0.000106,0.004014,0.000122,0.002739,0.001136,0.00274,0.000103,0.003711,0.000106,0.002773,0.002165
1,20,0.00573,0.000112,0.00409,0.000122,0.002733,0.00076,0.002665,0.000101,0.003739,0.000105,0.002687,0.001399
1,20,0.011222,0.000155,0.002398,0.000121,0.002342,0.000706,0.002342,0.00011,0.00234,0.000103,0.002349,0.001036
1,20,0.005355,0.000105,0.003803,0.000124,0.002525,0.000714,0.002484,0.000101,0.003075,0.000104,0.002512,0.00131
1,20,0.011863,0.000158,0.002837,0.000123,0.002679,0.000823,0.002696,0.000102,0.002681,0.000105,0.002642,0.001475
1,20,0.019862,0.000206,0.003425,0.000123,0.006818,0.001214,0.006854,0.000216,0.005526,0.00016,0.006789,0.001216
1,20,0.009811,0.000158,0.002761,0.000121,0.002745,0.000759,0.002753,0.000102,0.002705,0.000103,0.002725,0.001103
1,20,0.018734,0.000217,0.003514,0.000122,0.006954,0.000449,0.006937,0.000216,0.005585,0.000159,0.006949,0.000457
1,20,0.005022,0.000111,0.003868,0.00012,0.002771,0.000755,0.002732,0.000101,0.003457,0.000105,0.002736,0.001393
1,20,0.011096,0.000155,0.004827,0.000184,0.004046,0.001069,0.004009,0.00017,0.004922,0.000159,0.004059,0.001972
1,20,0.005719,0.000104,0.003843,0.000124,0.0026,0.000846,0.002511,0.000103,0.003097,0.000103,0.002539,0.001687
1,20,0.011596,0.000156,0.005121,0.000186,0.004536,0.000896,0.004516,0.000158,0.004932,0.000161,0.00453,0.000905
1,20,0.021404,0.000208,0.003467,0.000125,0.007199,0.000879,0.007236,0.00021,0.005596,0.00016,0.007279,0.000902
1,20,0.011675,0.000155,0.004862,0.000186,0.004148,0.000813,0.004122,0.000164,0.004909,0.000164,0.004206,0.000823
1,20,0.011499,0.000166,0.002728,0.000128,0.002654,0.000834,0.002652,0.000102,0.002648,0.000105,0.002707,0.001522
1,20,0.012481,0.000158,0.005053,0.000188,0.004347,0.001174,0.004309,0.000166,0.004817,0.000159,0.004342,0.001667
1,20,0.005275,0.000104,0.003992,0.000123,0.002728,0.000757,0.002706,0.000101,0.003519,0.000103,0.002731,0.001387
1,20,0.011535,0.000161,0.002792,0.00012,0.002788,0.000549,0.00279,0.000102,0.002778,0.000102,0.002763,0.000955
1,20,0.020077,0.000209,0.003529,0.000128,0.007412,0.00035,0.007455,0.000214,0.00579,0.00016,0.007442,0.000351
1,20,0.021046,0.000208,0.00374,0.000123,0.00717,0.001453,0.007094,0.000217,0.005895,0.000161,0.007151,0.002455
1,20,0.021099,0.000217,0.004901,0.000186,0.006532,0.002068,0.006528,0.000227,0.004868,0.000169,0.006774,0.003822
1,20,0.012096,0.000157,0.002565,0.000123,0.002506,0.000611,0.002527,0.000105,0.002514,0.000104,0.002504,0.00095
1,20,0.012018,0.000159,0.002444,0.000123,0.002424,0.001049,0.002425,0.000102,0.0024,0.000105,0.002414,0.001669
1,20,0.021027,0.000209,0.003695,0.000121,0.00605,0.002099,0.006078,0.000213,0.00575,0.00016,0.00607,0.003746
1,20,0.005258,0.000102,0.003926,0.000122,0.002547,0.00099,0.002514,0.000102,0.003234,0.000105,0.002539,0.001799
1,40,0.018197,0.000199,0.003102,9.9e-05,0.006212,0.000469,0.006245,0.000168,0.004954,0.000127,0.006214,0.000468
1,40,0.016465,0.000167,0.002885,0.0001,0.00586,0.000492,0.005869,0.000168,0.004561,0.00013,0.005899,0.000486
1,40,0.008848,0.000126,0.002189,0.000106,0.002168,0.000606,0.00216,8.2e-05,0.002145,8.3e-05,0.002254,0.000955
1,40,0.016769,0.000168,0.002984,9.9e-05,0.006248,0.001063,0.00624,0.000169,0.004761,0.000128,0.006218,0.001413
1,40,0.004277,8.3e-05,0.00312,0.0001,0.002154,0.000626,0.002156,8.2e-05,0.002795,8.3e-05,0.002169,0.001125
1,40,0.004098,8.2e-05,0.003237,9.7e-05,0.002189,0.000914,0.002204,8.3e-05,0.002995,8.3e-05,0.002194,0.001723
1,40,0.004618,8.2e-05,0.00328,9.9e-05,0.002152,0.000616,0.00213,8.2e-05,0.003036,8.3e-05,0.002167,0.001124
1,40,0.008977,0.000124,0.001916,9.8e-05,0.001894,0.000573,0.001883,8.2e-05,0.001874,8.3e-05,0.001875,0.00084
1,40,0.004301,9.1e-05,0.003076,0.000102,0.002044,0.000575,0.002015,8.3e-05,0.00248,8.4e-05,0.002028,0.001079
1,40,0.009512,0.000125,0.002177,9.9e-05,0.002146,0.000659,0.00217,8.3e-05,0.002167,8.4e-05,0.002161,0.001218
1,40,0.016029,0.000166,0.002814,9.8e-05,0.005457,0.000965,0.005438,0.000167,0.004412,0.000126,0.005446,0.000976
1,40,0.007897,0.000124,0.002204,9.8e-05,0.002165,0.000604,0.00218,8.2e-05,0.00216,8.4e-05,0.00217,0.000898
1,40,0.014987,0.000166,0.002834,0.0001,0.005578,0.00036,0.005599,0.000178,0.004514,0.000127,0.005608,0.000379
1,40,0.004026,8.2e-05,0.003116,9.9e-05,0.002198,0.000613,0.002205,8.2e-05,0.002751,8.5e-05,0.002205,0.001126
1,40,0.008954,0.000136,0.003911,0.00015,0.003288,0.000887,0.003277,0.000124,0.003938,0.000127,0.003283,0.001586
1,40,0.004592,8.3e-05,0.003092,9.9e-05,0.00206,0.000696,0.002028,8.1e-05,0.002497,8.4e-05,0.002047,0.001263
1,40,0.009292,0.000132,0.004165,0.000148,0.003685,0.000743,0.0037,0.000126,0.003987,0.000127,0.003634,0.000726
1,40,0.017063,0.000168,0.002835,0.0001,0.005836,0.000701,0.005758,0.000168,0.004462,0.000128,0.005797,0.000705
1,40,0.009397,0.000127,0.003957,0.000155,0.003354,0.000645,0.003345,0.000127,0.003982,0.000134,0.003379,0.00065
1,40,0.00913,0.000126,0.002187,0.00011,0.002158,0.000664,0.00215,9.2e-05,0.002125,8.4e-05,0.002132,0.001363
1,40,0.010032,0.000133,0.00402,0.000158,0.00349,0.000934,0.003786,0.000127,0.003879,0.000139,0.003493,0.001334
1,40,0.004222,8.3e-05,0.003232,9.9e-05,0.0022,0.000608,0.002142,8.2e-05,0.002798,8.9e-05,0.002195,0.001107
1,40,0.009253,0.000129,0.002241,0.000104,0.0022,0.000449,0.002255,8.2e-05,0.002241,8.3e-05,0.002237,0.00076
1,40,0.016064,0.000171,0.002832,0.0001,0.005955,0.000277,0.005958,0.000168,0.004586,0.000128,0.005987,0.000274
1,40,0.016875,0.000183,0.00301,0.000113,0.005745,0.001166,0.005848,0.000179,0.004743,0.000127,0.005739,0.002012
1,40,0.017088,0.000168,0.003929,0.000149,0.005237,0.00167,0.005226,0.000168,0.003928,0.000128,0.005242,0.003082
1,40,0.009746,0.000125,0.002086,9.8e-05,0.00203,0.00049,0.002023,8.1e-05,0.002015,8.2e-05,0.002019,0.00076
1,40,0.00969,0.000133,0.001966,9.7e-05,0.001933,0.000892,0.001947,8.1e-05,0.001923,8.3e-05,0.001948,0.001337
1,40,0.016491,0.000181,0.002973,9.9e-05,0.004853,0.001683,0.004842,0.000178,0.004665,0.00013,0.004887,0.002957
1,40,0.004233,8.3e-05,0.003124,9.8e-05,0.002041,0.000775,0.002023,8.1e-05,0.00257,8.3e-05,0.002035,0.001423
1,60,0.015284,0.000173,0.003151,0.000104,0.006231,0.000478,0.00624,0.000169,0.004989,0.000126,0.006224,0.000465
1,60,0.016435,0.000167,0.002952,0.0001,0.005851,0.000487,0.005869,0.000167,0.004585,0.00013,0.005855,0.000481
1,60,0.00884,0.000126,0.002192,9.7e-05,0.002153,0.000603,0.002159,8.1e-05,0.002161,9.2e-05,0.002181,0.000953
1,60,0.016831,0.000172,0.002988,0.0001,0.00624,0.001094,0.006211,0.000175,0.004767,0.000129,0.006309,0.001406
1,60,0.004275,8.4e-05,0.003131,9.8e-05,0.002152,0.000622,0.002155,8.2e-05,0.002827,8.3e-05,0.002179,0.001142
1,60,0.004127,8.2e-05,0.003224,9.7e-05,0.002223,0.000931,0.002178,8e-05,0.002989,8.2e-05,0.002204,0.001727
1,60,0.004594,8.3e-05,0.003302,9.7e-05,0.002151,0.000618,0.00215,8e-05,0.003039,8.3e-05,0.002156,0.001117
1,60,0.008993,0.000125,0.001922,9.7e-05,0.001886,0.00057,0.001884,8.2e-05,0.001877,8.3e-05,0.001881,0.00084
1,60,0.004309,8.5e-05,0.003083,0.000101,0.002021,0.00059,0.002,8.2e-05,0.002497,8.5e-05,0.002021,0.001045
1,60,0.00952,0.000124,0.002173,9.7e-05,0.002154,0.000658,0.002145,8.7e-05,0.002122,8.3e-05,0.002114,0.001189
1,60,0.016078,0.000167,0.002738,0.0001,0.00548,0.00097,0.005425,0.00018,0.004404,0.000128,0.005446,0.000985
1,60,0.007912,0.000124,0.002226,9.8e-05,0.002188,0.000599,0.00217,8e-05,0.002187,8.9e-05,0.002183,0.000911
1,60,0.015024,0.000166,0.00282,0.000105,0.005605,0.00037,0.005557,0.00017,0.004482,0.000128,0.005598,0.000374
1,60,0.004042,8.4e-05,0.003102,9.9e-05,0.002224,0.000619,0.002196,8.2e-05,0.002749,9e-05,0.002206,0.001133
1,60,0.008899,0.000126,0.003919,0.000151,0.003272,0.000888,0.003263,0.000127,0.004005,0.000127,0.003243,0.001581
1,60,0.00458,8.4e-05,0.003088,9.9e-05,0.002063,0.000687,0.002028,0.0001,0.002492,8.5e-05,0.002062,0.001278
1,60,0.009306,0.000125,0.004145,0.000156,0.003646,0.000726,0.003634,0.000126,0.003931,0.000128,0.003637,0.000727
1,60,0.017095,0.000167,0.002826,0.000101,0.005817,0.000719,0.005793,0.000177,0.004476,0.00013,0.005786,0.000724
1,60,0.009428,0.000126,0.003924,0.00015,0.003338,0.000656,0.003367,0.000132,0.00399,0.000137,0.003362,0.000669
1,60,0.009114,0.000124,0.002176,9.7e-05,0.002168,0.000663,0.002157,8.2e-05,0.002141,9.2e-05,0.002156,0.001247
1,60,0.01001,0.000125,0.004044,0.000149,0.003495,0.00095,0.003499,0.000133,0.003859,0.000134,0.003489,0.001348
1,60,0.004247,8.2e-05,0.003233,9.8e-05,0.002194,0.000614,0.002179,8e-05,0.002819,8.3e-05,0.002186,0.001114
1,60,0.00928,0.000132,0.002262,9.8e-05,0.002233,0.000447,0.002232,8.2e-05,0.002529,8.4e-05,0.002248,0.000769
1,60,0.016119,0.000174,0.002826,0.000108,0.005956,0.000272,0.005951,0.00017,0.004555,0.000141,0.005959,0.000273
1,60,0.016797,0.000168,0.003013,0.0001,0.005756,0.001169,0.005751,0.00017,0.004715,0.000129,0.005875,0.001994
1,60,0.017013,0.000169,0.003932,0.000151,0.005305,0.001635,0.005291,0.000171,0.003943,0.000129,0.005278,0.003055
1,60,0.00972,0.000132,0.002047,9.7e-05,0.002018,0.000476,0.002013,7.9e-05,0.002008,8.1e-05,0.002004,0.00076
1,60,0.009642,0.000127,0.001977,9.8e-05,0.001963,0.000841,0.001943,8.2e-05,0.001941,8.4e-05,0.001946,0.001322
1,60,0.016444,0.000168,0.002965,0.000104,0.004865,0.001674,0.004858,0.000171,0.004737,0.000128,0.004869,0.003006
1,60,0.004334,8.3e-05,0.003136,0.000107,0.002047,0.000764,0.002028,9e-05,0.002568,8.3e-05,0.002025,0.001447
1,80,0.015257,0.000165,0.003113,0.0001,0.006307,0.000471,0.006265,0.000169,0.004945,0.000129,0.006217,0.000468
1,80,0.016448,0.000167,0.002928,9.9e-05,0.005885,0.000489,0.005855,0.000175,0.004533,0.000128,0.005894,0.000486
1,80,0.008888,0.000125,0.002184,0.000105,0.002158,0.00061,0.002152,8.1e-05,0.002139,8.3e-05,0.002137,0.000944
1,80,0.01675,0.000175,0.002999,9.9e-05,0.006285,0.001071,0.006228,0.000169,0.004828,0.000128,0.006249,0.001406
1,80,0.004278,8.1e-05,0.003126,9.9e-05,0.002151,0.000603,0.002133,8.2e-05,0.002797,8.2e-05,0.002164,0.001113
1,80,0.004233,8.9e-05,0.003218,9.8e-05,0.002211,0.00091,0.002187,8.2e-05,0.002971,8.4e-05,0.002222,0.001759
1,80,0.004581,8.4e-05,0.003292,9.8e-05,0.00219,0.00063,0.002138,8.1e-05,0.003012,8.4e-05,0.002162,0.001106
1,80,0.009006,0.000125,0.001915,9.8e-05,0.001886,0.000576,0.001879,8.2e-05,0.001862,8.3e-05,0.001873,0.000841
1,80,0.004322,8.5e-05,0.003065,9.8e-05,0.00202,0.000577,0.002001,9e-05,0.002478,8.4e-05,0.002011,0.001057
1,80,0.009531,0.000126,0.002146,9.8e-05,0.002165,0.000654,0.002137,8.2e-05,0.002142,8.4e-05,0.002143,0.001198
1,80,0.016126,0.000173,0.002761,9.9e-05,0.005484,0.000987,0.005454,0.00017,0.004437,0.000129,0.00546,0.000979
1,80,0.00793,0.000126,0.002233,9.6e-05,0.002208,0.000603,0.002215,8.2e-05,0.002202,8.2e-05,0.00222,0.000893
1,80,0.01505,0.000176,0.002841,0.0001,0.005574,0.000372,0.005592,0.000169,0.00457,0.000129,0.005579,0.000373
1,80,0.004045,8.3e-05,0.003122,9.8e-05,0.002224,0.000616,0.002202,8.3e-05,0.002765,9.1e-05,0.002219,0.00112
1,80,0.00889,0.000127,0.003887,0.000148,0.003267,0.00087,0.003233,0.000126,0.003955,0.000127,0.003286,0.001562
1,80,0.004558,8.4e-05,0.003087,0.000101,0.002066,0.000693,0.002039,8.2e-05,0.002491,8.4e-05,0.002054,0.001274
1,80,0.009269,0.000125,0.004164,0.000151,0.003638,0.000719,0.003636,0.000126,0.003948,0.000128,0.003637,0.000731
1,80,0.017134,0.000173,0.002807,0.000101,0.005811,0.000701,0.005816,0.00017,0.004494,0.000129,0.005787,0.000714
1,80,0.009417,0.000127,0.003936,0.00016,0.003388,0.000651,0.003322,0.000124,0.003965,0.000136,0.003377,0.00065
1,80,0.009078,0.000125,0.002183,9.8e-05,0.002171,0.00067,0.002158,8.3e-05,0.00215,8.4e-05,0.00215,0.001244
1,80,0.010044,0.000126,0.004055,0.00016,0.003509,0.000956,0.003471,0.000134,0.003876,0.00013,0.003493,0.00139
1,80,0.004228,0.000102,0.003249,9.8e-05,0.002204,0.000609,0.002166,8.1e-05,0.002819,8.3e-05,0.002186,0.001131
1,80,0.00929,0.000126,0.002279,9.8e-05,0.002228,0.000455,0.002237,8.1e-05,0.002226,8.3e-05,0.002203,0.000767
1,80,0.01618,0.000168,0.002837,0.0001,0.005985,0.000277,0.005947,0.000167,0.004562,0.000127,0.005942,0.000277
1,80,0.016846,0.000191,0.003011,0.000106,0.005706,0.001161,0.005739,0.000171,0.004804,0.000128,0.006389,0.00196
1,80,0.017082,0.000167,0.003947,0.00015,0.005542,0.001651,0.005263,0.000169,0.003911,0.00013,0.005245,0.003086
1,80,0.009775,0.000128,0.002057,9.8e-05,0.002022,0.000489,0.002012,7.9e-05,0.002003,8.2e-05,0.002008,0.000761
1,80,0.009645,0.000126,0.001981,9.7e-05,0.001963,0.000844,0.001949,8.2e-05,0.001923,8.4e-05,0.001939,0.001331
1,80,0.016529,0.000176,0.002958,9.9e-05,0.004878,0.001675,0.004847,0.000173,0.004625,0.000129,0.004871,0.002993
1,80,0.004215,9e-05,0.003118,9.9e-05,0.002049,0.000779,0.002036,8.2e-05,0.002577,8.3e-05,0.002042,0.001424
1,100,0.015362,0.000168,0.003102,9.9e-05,0.006229,0.000432,0.006226,0.000166,0.005003,0.000129,0.00624,0.000432
1,100,0.016403,0.000168,0.002935,9.8e-05,0.005896,0.000446,0.005904,0.000171,0.004546,0.000129,0.005855,0.000454
1,100,0.008852,0.000126,0.002196,0.000105,0.002167,0.00054,0.002197,8.2e-05,0.002174,8.3e-05,0.002162,0.000791
1,100,0.01681,0.000176,0.003007,9.9e-05,0.006296,0.001036,0.006277,0.000177,0.004834,0.00013,0.006251,0.00134
1,100,0.00427,8.4e-05,0.003127,9.8e-05,0.002184,0.000645,0.002171,8.2e-05,0.002795,8.3e-05,0.002168,0.001122
1,100,0.004086,8.2e-05,0.003235,9.7e-05,0.002187,0.000913,0.002179,8.8e-05,0.002973,8.3e-05,0.002225,0.00173
1,100,0.00459,8.3e-05,0.003271,9.7e-05,0.002177,0.000613,0.00212,8e-05,0.00302,8.3e-05,0.002172,0.001127
1,100,0.008957,0.000124,0.001917,9.6e-05,0.001891,0.000476,0.001873,8e-05,0.001868,8.2e-05,0.001882,0.000753
1,100,0.004297,8.4e-05,0.003059,0.000105,0.002031,0.000573,0.002013,8e-05,0.002461,8.3e-05,0.002019,0.001051
1,100,0.009557,0.000126,0.002152,9.7e-05,0.002121,0.000654,0.002186,9.1e-05,0.002153,8.4e-05,0.002139,0.001183
1,100,0.016009,0.000165,0.002754,9.6e-05,0.00547,0.000897,0.005449,0.000171,0.00444,0.00013,0.005465,0.000894
1,100,0.00794,0.000125,0.00221,9.8e-05,0.002194,0.000506,0.002196,8.2e-05,0.00218,8.4e-05,0.0022,0.000813
1,100,0.014992,0.000168,0.002828,9.7e-05,0.005578,0.000347,0.005595,0.000173,0.004497,0.000128,0.005589,0.000352
1,100,0.00401,8.4e-05,0.003105,0.000101,0.002223,0.00062,0.0022,8.1e-05,0.00278,8.3e-05,0.002219,0.00113
1,100,0.008902,0.000127,0.003886,0.00015,0.003253,0.000849,0.003248,0.000135,0.003947,0.000128,0.003262,0.001559
1,100,0.00457,9.2e-05,0.003095,0.0001,0.00205,0.000684,0.00202,8.1e-05,0.002499,8.4e-05,0.002046,0.001267
1,100,0.009288,0.000126,0.004128,0.000148,0.003672,0.000624,0.003636,0.000127,0.003968,0.000128,0.003706,0.000632
1,100,0.017166,0.000169,0.002831,9.8e-05,0.005823,0.000639,0.005803,0.00017,0.004499,0.000129,0.005841,0.000643
1,100,0.009433,0.000127,0.003929,0.00015,0.003363,0.000564,0.00334,0.000126,0.003968,0.000129,0.003326,0.000566
1,100,0.009184,0.000125,0.002157,9.8e-05,0.002136,0.000681,0.002145,8.2e-05,0.002151,8.4e-05,0.002148,0.001236
1,100,0.01008,0.000126,0.004058,0.000149,0.00351,0.000857,0.003471,0.000133,0.003879,0.00013,0.003504,0.001166
1,100,0.004225,8.4e-05,0.003247,9.9e-05,0.00219,0.00061,0.002178,9.2e-05,0.002834,8.4e-05,0.002204,0.001104
1,100,0.009277,0.000142,0.002287,9.8e-05,0.002241,0.000435,0.002228,8.3e-05,0.002216,8.4e-05,0.002226,0.000746
1,100,0.016131,0.000176,0.002879,0.000105,0.005989,0.000256,0.005963,0.000178,0.004572,0.00013,0.005955,0.000257
1,100,0.016807,0.00017,0.00301,9.8e-05,0.005744,0.001177,0.005731,0.000174,0.004775,0.000129,0.005745,0.002006
1,100,0.017025,0.000167,0.003947,0.000146,0.005322,0.001681,0.0053,0.000168,0.003916,0.00013,0.005271,0.003377
1,100,0.009734,0.000126,0.002055,9.9e-05,0.002017,0.000443,0.002018,8.2e-05,0.002002,8.4e-05,0.002001,0.000726
1,100,0.009642,0.000126,0.001982,9.8e-05,0.001961,0.000737,0.001935,8.2e-05,0.001934,8.4e-05,0.001933,0.001131
1,100,0.0166,0.000177,0.002961,9.8e-05,0.004881,0.001681,0.004865,0.00017,0.004616,0.000128,0.004912,0.002953
1,100,0.004571,8.7e-05,0.003154,9.9e-05,0.002071,0.000776,0.00203,8.3e-05,0.002571,8.3e-05,0.002039,0.001426
11,0,0.173191,0.006846,0.012165,0.001288,0.003983,0.002954,0.003908,0.00121,0.004403,0.001226,0.003846,0.00465
11,0,0.113356,0.005688,0.020586,0.001291,0.003717,0.002924,0.003732,0.001192,0.004672,0.001214,0.003685,0.004544
11,0,0.009393,0.001809,0.02082,0.001226,0.003236,0.001791,0.003253,0.001292,0.004028,0.001293,0.00323,0.002316
11,0,0.192538,0.006811,0.011,0.001273,0.003958,0.003059,0.003949,0.001214,0.004445,0.001217,0.003988,0.004047
11,0,0.00445,0.001113,0.021311,0.001271,0.003252,0.001804,0.003216,0.001214,0.004159,0.001184,0.003249,0.002299
11,0,0.004201,0.001103,0.022263,0.001282,0.003271,0.0021,0.003247,0.001207,0.004227,0.001203,0.003303,0.002937
11,0,0.004613,0.001113,0.024043,0.001281,0.003343,0.001801,0.00332,0.001202,0.004162,0.001222,0.00333,0.002332
11,0,0.016825,0.002216,0.02146,0.001271,0.005136,0.002798,0.005574,0.001853,0.006539,0.001872,0.004848,0.003833
11,0,0.004461,0.001118,0.022278,0.001285,0.003131,0.001793,0.002944,0.001199,0.003521,0.001219,0.003084,0.002285
11,0,0.009886,0.001676,0.017584,0.001295,0.00326,0.001856,0.003239,0.001209,0.003841,0.00122,0.003233,0.002584
11,0,0.119802,0.005561,0.011422,0.001275,0.003712,0.002909,0.003669,0.001206,0.00444,0.001218,0.003524,0.004069
11,0,0.014547,0.002207,0.01631,0.001292,0.005271,0.002784,0.005211,0.001862,0.007373,0.002049,0.005092,0.003745
11,0,0.080978,0.004989,0.013201,0.001306,0.003731,0.002873,0.003687,0.001218,0.00464,0.001214,0.003698,0.004518
11,0,0.004202,0.001117,0.019657,0.001458,0.003298,0.001964,0.003219,0.001213,0.00394,0.001216,0.003086,0.002339
11,0,0.446994,0.009506,0.00947,0.001299,0.006761,0.003738,0.006655,0.001873,0.004481,0.00115,0.006636,0.0057
11,0,0.004696,0.001263,0.024894,0.001277,0.003119,0.00189,0.003097,0.001207,0.003355,0.001227,0.003214,0.002535
11,0,0.115983,0.005547,0.010908,0.00129,0.003668,0.003093,0.003796,0.001219,0.004481,0.001221,0.003787,0.003979
11,0,0.119439,0.005544,0.015129,0.001289,0.003721,0.003032,0.003745,0.001204,0.004393,0.001218,0.003741,0.003963
11,0,0.119248,0.005574,0.0093,0.001268,0.003713,0.00298,0.003718,0.001226,0.004358,0.001218,0.003753,0.003925
11,0,0.016316,0.002208,0.020503,0.001287,0.005342,0.002855,0.005252,0.001881,0.007582,0.001876,0.005237,0.003668
11,0,0.194586,0.007014,0.007736,0.001275,0.003763,0.002606,0.003626,0.001208,0.00424,0.001222,0.003804,0.003521
11,0,0.004434,0.001123,0.023313,0.001278,0.003254,0.001777,0.003224,0.001216,0.004362,0.001222,0.003212,0.002338
11,0,0.00983,0.001657,0.019708,0.001275,0.003308,0.00192,0.003118,0.001219,0.003741,0.001221,0.003132,0.002575
11,0,0.069667,0.00445,0.017832,0.001281,0.003684,0.002869,0.00378,0.001219,0.004358,0.001189,0.003678,0.004579
11,0,0.243754,0.007207,0.010227,0.00128,0.003774,0.002135,0.003578,0.001212,0.0044,0.001215,0.003801,0.002855
11,0,0.352001,0.00898,0.010316,0.001277,0.006651,0.003727,0.0065,0.001787,0.003918,0.001199,0.006437,0.005365
11,0,0.010312,0.001645,0.023699,0.001261,0.00321,0.001928,0.003579,0.001202,0.003548,0.001232,0.00305,0.002425
11,0,0.017725,0.002201,0.021687,0.001289,0.004986,0.003071,0.004728,0.001877,0.006507,0.001902,0.004963,0.00421
