Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
101,100,9,600,0.054646,0.102039,0.054878,0.102851
101,100,9,700,0.054727,0.101925,0.054723,0.102973
101,100,9,800,0.054925,0.102369,0.054405,0.103842
101,100,9,900,0.054564,0.102396,0.054457,0.103555
101,100,9,1000,0.054723,0.102761,0.054395,0.105226
101,100,9,1100,0.056263,0.103673,0.054664,0.105559
101,100,9,1200,0.055635,0.103753,0.054518,0.105877
101,100,9,1300,0.054564,0.104016,0.054436,0.10616
101,100,9,1400,0.054891,0.102973,0.054579,0.106739
101,100,11,100,0.054721,0.101787,0.054488,0.100522
101,100,11,200,0.054878,0.10202,0.054382,0.101214
101,100,11,300,0.054999,0.110782,0.054415,0.102023
101,100,11,400,0.054864,0.103236,0.054434,0.102603
101,100,11,500,0.05479,0.102062,0.054587,0.103197
101,100,11,600,0.054599,0.102604,0.055293,0.104098
101,100,11,700,0.054653,0.102333,0.054409,0.10532
101,100,11,800,0.054746,0.1023,0.054529,0.10579
101,100,11,900,0.054541,0.102114,0.054478,0.105985
101,100,11,1000,0.054704,0.10234,0.05466,0.106604
101,100,11,1100,0.054827,0.102456,0.054838,0.106929
101,100,11,1200,0.054784,0.102824,0.055358,0.108072
101,100,11,1300,0.054652,0.1027,0.054314,0.108204
101,100,11,1400,0.054791,0.104027,0.054546,0.109976
1,80,3,100,0.002695,0.000175,0.002467,0.000185
1,80,3,200,0.00254,0.000211,0.002471,0.00026
1,80,3,300,0.003096,0.000361,0.00264,0.000432
1,80,3,400,0.002557,0.000279,0.002435,0.000383
1,80,3,500,0.002537,0.000323,0.002524,0.000528
1,80,3,600,0.002982,0.000442,0.002605,0.00061
1,80,3,700,0.002637,0.00039,0.002483,0.000586
1,80,3,800,0.003205,0.000497,0.002588,0.000704
1,80,3,900,0.002663,0.000464,0.002489,0.00077
1,80,3,1000,0.002623,0.000652,0.003865,0.001086
1,80,3,1100,0.003552,0.000861,0.002656,0.000869
1,80,3,1200,0.002634,0.000675,0.003191,0.001069
1,80,3,1300,0.002621,0.000673,0.002457,0.001021
1,80,3,1400,0.002687,0.000663,0.002985,0.001197
1,80,5,100,0.002714,0.000189,0.002444,0.000259
1,80,5,200,0.002495,0.0002,0.002466,0.000404
1,80,5,300,0.00299,0.000328,0.002814,0.000583
1,80,5,400,0.002636,0.000283,0.00244,0.000687
1,80,5,500,0.002544,0.000323,0.003344,0.001046
1,80,5,600,0.002734,0.000403,0.002685,0.001065
1,80,5,700,0.002483,0.000428,0.002523,0.001443
1,80,5,800,0.003167,0.000463,0.00262,0.001257
1,80,5,900,0.002476,0.000491,0.002515,0.001432
1,80,5,1000,0.003397,0.000695,0.002795,0.001575
1,80,5,1100,0.002505,0.000568,0.002524,0.001746
1,80,5,1200,0.003051,0.000685,0.002608,0.001843
1,80,5,1300,0.002531,0.000631,0.002455,0.002014
1,80,5,1400,0.002644,0.000748,0.002466,0.002121
1,80,7,100,0.002538,0.000167,0.002491,0.000371
1,80,7,200,0.002507,0.00021,0.002885,0.000827
1,80,7,300,0.002729,0.00024,0.002421,0.000877
1,80,7,400,0.002495,0.000276,0.002413,0.001122
1,80,7,500,0.002941,0.000419,0.002597,0.001444
1,80,7,600,0.002492,0.000358,0.002462,0.00165
1,80,7,700,0.002815,0.000459,0.00257,0.001919
1,80,7,800,0.002525,0.000434,0.002487,0.002143
1,80,7,900,0.002565,0.000493,0.002548,0.002399
1,80,7,1000,0.002515,0.000511,0.002444,0.00272
1,80,7,1100,0.002586,0.000623,0.002466,0.002921
1,80,7,1200,0.002483,0.000577,0.002464,0.003184
1,80,7,1300,0.002632,0.000668,0.00245,0.003397
1,80,7,1400,0.002541,0.000671,0.002484,0.00409
1,80,9,100,0.002774,0.000197,0.002503,0.000507
1,80,9,200,0.002489,0.000207,0.002453,0.000917
1,80,9,300,0.002526,0.000324,0.002972,0.001407
1,80,9,400,0.002568,0.000318,0.00266,0.001836
1,80,9,500,0.002517,0.00041,0.003331,0.002455
1,80,9,600,0.002653,0.000381,0.002506,0.002572
1,80,9,700,0.002935,0.000579,0.003068,0.003072
1,80,9,800,0.002481,0.000461,0.00265,0.003764
1,80,9,900,0.003238,0.000559,0.002529,0.003823
1,80,9,1000,0.002533,0.000596,0.002852,0.004639
1,80,9,1100,0.002671,0.00058,0.002678,0.004825
1,80,9,1200,0.003101,0.000872,0.002586,0.005062
1,80,9,1300,0.00256,0.000642,0.002755,0.006145
1,80,9,1400,0.002552,0.000678,0.002681,0.006022
1,80,11,100,0.002623,0.00017,0.00244,0.000691
1,80,11,200,0.002498,0.000206,0.002464,0.001273
1,80,11,300,0.003134,0.000301,0.002673,0.001923
1,80,11,400,0.002481,0.000282,0.002415,0.002533
1,80,11,500,0.002747,0.00043,0.002489,0.003131
1,80,11,600,0.002489,0.000351,0.002468,0.003685
1,80,11,700,0.003513,0.000498,0.00258,0.004274
1,80,11,800,0.002566,0.000452,0.002569,0.004998
1,80,11,900,0.002552,0.000489,0.002466,0.006242
1,80,11,1000,0.002768,0.000584,0.002587,0.006133
1,80,11,1100,0.003326,0.000837,0.002627,0.006838
1,80,11,1200,0.002556,0.000637,0.003041,0.008115
1,80,11,1300,0.003174,0.000738,0.002622,0.008287
1,80,11,1400,0.0026,0.000676,0.002561,0.008563
1,90,3,100,0.002544,0.000162,0.002406,0.000183
1,90,3,200,0.002544,0.000205,0.002433,0.000258
1,90,3,300,0.002937,0.000457,0.002724,0.000396
1,90,3,400,0.002493,0.000276,0.002409,0.000391
1,90,3,500,0.002704,0.000316,0.003158,0.000655
1,90,3,600,0.002876,0.000396,0.002555,0.000518
1,90,3,700,0.002476,0.000405,0.002987,0.00067
1,90,3,800,0.002644,0.000468,0.002459,0.000661
1,90,3,900,0.002487,0.000471,0.002464,0.000734
1,90,3,1000,0.002683,0.000727,0.003395,0.001131
1,90,3,1100,0.002627,0.000609,0.002557,0.000879
1,90,3,1200,0.002493,0.000618,0.002717,0.000988
1,90,3,1300,0.002522,0.000634,0.002453,0.001016
1,90,3,1400,0.0027,0.000707,0.002989,0.001184
1,90,5,100,0.00258,0.000185,0.002439,0.000275
1,90,5,200,0.002474,0.000207,0.002441,0.000404
1,90,5,300,0.002503,0.000248,0.00252,0.000567
1,90,5,400,0.002518,0.00028,0.002425,0.000683
1,90,5,500,0.002501,0.000325,0.002426,0.000833
1,90,5,600,0.002835,0.000511,0.003195,0.000999
1,90,5,700,0.002668,0.000414,0.002423,0.001104
1,90,5,800,0.002521,0.000426,0.002618,0.001309
1,90,5,900,0.002548,0.000474,0.002443,0.001417
1,90,5,1000,0.002542,0.000498,0.002981,0.001727
1,90,5,1100,0.00271,0.0006,0.002454,0.001818
1,90,5,1200,0.002568,0.000627,0.002685,0.002074
1,90,5,1300,0.002591,0.000643,0.002502,0.001967
1,90,5,1400,0.002559,0.000689,0.002511,0.002193
1,90,7,100,0.002577,0.000166,0.002422,0.000374
1,90,7,200,0.002684,0.0002,0.002462,0.000624
1,90,7,300,0.0025,0.000264,0.002935,0.001202
1,90,7,400,0.002728,0.000277,0.002409,0.001137
1,90,7,500,0.002474,0.000321,0.002547,0.001432
1,90,7,600,0.002602,0.000356,0.002436,0.001669
1,90,7,700,0.00251,0.000393,0.002569,0.002068
1,90,7,800,0.002651,0.000446,0.00243,0.002157
1,90,7,900,0.002497,0.000473,0.002467,0.002411
1,90,7,1000,0.003027,0.000572,0.002579,0.002766
1,90,7,1100,0.002535,0.000563,0.002484,0.003089
1,90,7,1200,0.002987,0.000664,0.002655,0.003266
1,90,7,1300,0.002549,0.000669,0.002989,0.003964
1,90,7,1400,0.002504,0.000664,0.002477,0.003783
1,90,9,100,0.003486,0.000281,0.00265,0.000548
1,90,9,200,0.002553,0.000207,0.002413,0.000949
1,90,9,300,0.00252,0.000251,0.003211,0.001507
1,90,9,400,0.002723,0.000364,0.002436,0.001735
1,90,9,500,0.002532,0.000321,0.002638,0.002366
1,90,9,600,0.002562,0.000363,0.002419,0.002586
1,90,9,700,0.002518,0.000394,0.002599,0.002981
1,90,9,800,0.002539,0.000431,0.002478,0.003356
1,90,9,900,0.002529,0.000495,0.002511,0.003797
1,90,9,1000,0.00248,0.000503,0.002435,0.00419
1,90,9,1100,0.002979,0.000809,0.002576,0.004699
1,90,9,1200,0.002617,0.000595,0.002959,0.005302
1,90,9,1300,0.002746,0.000638,0.002503,0.005575
1,90,9,1400,0.003109,0.000794,0.002549,0.005805
1,90,11,100,0.00272,0.000213,0.003031,0.000964
1,90,11,200,0.002612,0.000269,0.002426,0.001281
1,90,11,300,0.002541,0.000241,0.002924,0.002176
1,90,11,400,0.002731,0.000346,0.002564,0.00254
1,90,11,500,0.002655,0.000338,0.002708,0.003742
1,90,11,600,0.002929,0.000446,0.002442,0.003697
1,90,11,700,0.002649,0.000618,0.003593,0.005031
1,90,11,800,0.002492,0.00043,0.002596,0.004937
1,90,11,900,0.002581,0.000505,0.002497,0.005484
1,90,11,1000,0.003501,0.00091,0.002993,0.006162
1,90,11,1100,0.002594,0.000567,0.003418,0.007146
1,90,11,1200,0.002567,0.000598,0.002593,0.00782
1,90,11,1300,0.00256,0.000677,0.002572,0.007923
1,90,11,1400,0.002549,0.000696,0.002518,0.009092
1,100,3,100,0.00283,0.000182,0.002417,0.000184
1,100,3,200,0.002479,0.000198,0.002457,0.00025
1,100,3,300,0.002637,0.000249,0.002994,0.000345
1,100,3,400,0.002675,0.000279,0.002419,0.000379
1,100,3,500,0.002528,0.000317,0.002769,0.000613
1,100,3,600,0.003066,0.000444,0.002642,0.000545
1,100,3,700,0.002475,0.000408,0.002498,0.00062
1,100,3,800,0.00301,0.000655,0.003082,0.000722
1,100,3,900,0.002743,0.000477,0.002438,0.000716
1,100,3,1000,0.002576,0.000512,0.003191,0.001125
1,100,3,1100,0.002724,0.000542,0.002568,0.000888
1,100,3,1200,0.002535,0.000738,0.002671,0.000985
1,100,3,1300,0.002649,0.000651,0.002477,0.001003
1,100,3,1400,0.002521,0.000664,0.002508,0.001139
1,100,5,100,0.002915,0.000244,0.003542,0.000307
1,100,5,200,0.002696,0.000205,0.00243,0.00041
1,100,5,300,0.002484,0.000251,0.002519,0.000562
1,100,5,400,0.002649,0.00029,0.002433,0.000688
1,100,5,500,0.002593,0.00031,0.002486,0.000838
1,100,5,600,0.002827,0.000426,0.002892,0.00108
1,100,5,700,0.00265,0.000409,0.002462,0.001107
1,100,5,800,0.002554,0.000424,0.003261,0.001752
1,100,5,900,0.002757,0.000466,0.002445,0.001407
1,100,5,1000,0.002572,0.00052,0.00275,0.001871
1,100,5,1100,0.002579,0.000553,0.002484,0.001696
1,100,5,1200,0.002564,0.000583,0.002465,0.001948
1,100,5,1300,0.002579,0.000628,0.002458,0.001975
1,100,5,1400,0.002577,0.000675,0.002487,0.00221
1,100,7,100,0.003425,0.000222,0.002543,0.000369
1,100,7,200,0.002505,0.000201,0.002418,0.000616
1,100,7,300,0.002519,0.000241,0.002591,0.000916
1,100,7,400,0.002526,0.000281,0.002437,0.001136
1,100,7,500,0.002606,0.000326,0.002826,0.001536
1,100,7,600,0.002801,0.000431,0.002507,0.00163
1,100,7,700,0.002473,0.000405,0.002483,0.002084
1,100,7,800,0.003111,0.000545,0.002545,0.002206
1,100,7,900,0.002502,0.000505,0.002598,0.002724
1,100,7,1000,0.002876,0.000575,0.002576,0.002672
1,100,7,1100,0.002553,0.000542,0.002727,0.003095
1,100,7,1200,0.002598,0.000594,0.002467,0.003208
1,100,7,1300,0.002546,0.000638,0.002532,0.00354
1,100,7,1400,0.002523,0.000668,0.002474,0.003748
1,100,9,100,0.00272,0.000182,0.003305,0.000608
1,100,9,200,0.002659,0.000205,0.002402,0.000914
1,100,9,300,0.002503,0.00024,0.002596,0.001344
1,100,9,400,0.002607,0.000286,0.002445,0.001747
1,100,9,500,0.002538,0.000329,0.002615,0.002246
1,100,9,600,0.002682,0.000368,0.00243,0.002557
1,100,9,700,0.002624,0.000392,0.002458,0.002987
1,100,9,800,0.00352,0.000561,0.0025,0.003359
1,100,9,900,0.002584,0.000486,0.002613,0.003898
1,100,9,1000,0.002993,0.000717,0.002969,0.00429
1,100,9,1100,0.003026,0.000692,0.002563,0.004671
1,100,9,1200,0.002575,0.000606,0.002683,0.005806
1,100,9,1300,0.002551,0.000632,0.002493,0.005877
1,100,9,1400,0.002779,0.000818,0.002485,0.005846
1,100,11,100,0.002975,0.000279,0.003052,0.000763
1,100,11,200,0.002607,0.000212,0.002421,0.001274
1,100,11,300,0.00252,0.000246,0.002978,0.002069
1,100,11,400,0.002746,0.000322,0.002465,0.002482
1,100,11,500,0.002519,0.000324,0.002618,0.00327
1,100,11,600,0.00254,0.000357,0.002446,0.003708
1,100,11,700,0.002519,0.000408,0.002778,0.004326
1,100,11,800,0.002508,0.000426,0.0025,0.004906
1,100,11,900,0.003322,0.000627,0.002534,0.00546
1,100,11,1000,0.00254,0.000505,0.002662,0.00612
1,100,11,1100,0.002586,0.000589,0.003018,0.007067
1,100,11,1200,0.002679,0.000598,0.002454,0.007896
1,100,11,1300,0.002767,0.000639,0.002501,0.008109
1,100,11,1400,0.002683,0.000717,0.002503,0.008483
11,80,3,100,0.004027,0.001913,0.003688,0.001644
11,80,3,200,0.004351,0.001691,0.003706,0.001679
11,80,3,300,0.004097,0.001913,0.003656,0.001927
11,80,3,400,0.004408,0.001872,0.00366,0.001815
11,80,3,500,0.004735,0.001817,0.003832,0.001859
11,80,3,600,0.004202,0.002149,0.00385,0.001943
11,80,3,700,0.004021,0.002205,0.003982,0.002074
11,80,3,800,0.003698,0.00222,0.003848,0.002187
11,80,3,900,0.003648,0.002247,0.003803,0.002201
11,80,3,1000,0.003674,0.002007,0.004952,0.00256
11,80,3,1100,0.003725,0.002087,0.00414,0.002366
11,80,3,1200,0.003687,0.002117,0.004023,0.002521
11,80,3,1300,0.003657,0.002161,0.003625,0.002838
11,80,3,1400,0.003648,0.002193,0.00368,0.002639
11,80,5,100,0.003619,0.001608,0.003686,0.001696
11,80,5,200,0.003633,0.001657,0.003746,0.002027
11,80,5,300,0.003621,0.001676,0.003627,0.001947
11,80,5,400,0.0043,0.001979,0.003908,0.00221
11,80,5,500,0.003982,0.002023,0.003589,0.002476
11,80,5,600,0.004248,0.001853,0.003586,0.002392
11,80,5,700,0.003731,0.001829,0.003665,0.002546
11,80,5,800,0.003777,0.001873,0.003563,0.002652
11,80,5,900,0.003667,0.002001,0.003592,0.002792
11,80,5,1000,0.003698,0.002032,0.004098,0.003359
11,80,5,1100,0.003868,0.002078,0.003668,0.003118
11,80,5,1200,0.004344,0.002168,0.003694,0.003285
11,80,5,1300,0.003889,0.002305,0.003615,0.00341
11,80,5,1400,0.003821,0.002232,0.003652,0.003574
11,80,7,100,0.003603,0.001617,0.003585,0.00176
11,80,7,200,0.003585,0.001646,0.00391,0.002469
11,80,7,300,0.003589,0.0017,0.003861,0.002308
11,80,7,400,0.00362,0.001716,0.0037,0.002559
11,80,7,500,0.003601,0.001774,0.003705,0.002788
11,80,7,600,0.003567,0.001766,0.003596,0.003113
11,80,7,700,0.003616,0.001799,0.003617,0.003514
11,80,7,800,0.004024,0.0019,0.003835,0.003641
11,80,7,900,0.003658,0.00191,0.004045,0.004226
11,80,7,1000,0.003669,0.001968,0.003698,0.00431
11,80,7,1100,0.003652,0.002033,0.0037,0.004412
11,80,7,1200,0.003629,0.002057,0.003704,0.004665
11,80,7,1300,0.003666,0.002108,0.003652,0.004995
11,80,7,1400,0.003646,0.002213,0.003956,0.005163
11,80,9,100,0.003699,0.001611,0.004148,0.002078
11,80,9,200,0.003607,0.001763,0.003674,0.002305
11,80,9,300,0.003651,0.001821,0.004071,0.002754
11,80,9,400,0.003619,0.001782,0.003854,0.00315
11,80,9,500,0.003621,0.001733,0.003742,0.004034
11,80,9,600,0.003628,0.001812,0.003893,0.004063
11,80,9,700,0.003644,0.001827,0.003731,0.004442
11,80,9,800,0.003824,0.002181,0.003969,0.00475
11,80,9,900,0.00365,0.002007,0.00414,0.005412
11,80,9,1000,0.003753,0.00209,0.003693,0.005722
11,80,9,1100,0.004216,0.002118,0.003876,0.006678
11,80,9,1200,0.003712,0.002065,0.00373,0.006715
11,80,9,1300,0.003714,0.002146,0.003688,0.007028
11,80,9,1400,0.00365,0.002179,0.004035,0.007506
11,80,11,100,0.003829,0.001707,0.003595,0.002105
11,80,11,200,0.003927,0.00176,0.003688,0.002721
11,80,11,300,0.003795,0.001859,0.003543,0.003304
11,80,11,400,0.003781,0.001718,0.003573,0.00391
11,80,11,500,0.003759,0.001749,0.003576,0.004484
11,80,11,600,0.00376,0.001774,0.0036,0.005043
11,80,11,700,0.003655,0.001826,0.003599,0.005655
11,80,11,800,0.00372,0.001897,0.003584,0.006417
11,80,11,900,0.003954,0.001998,0.003775,0.006906
11,80,11,1000,0.003726,0.002042,0.003904,0.00825
11,80,11,1100,0.004417,0.00222,0.003698,0.008729
11,80,11,1200,0.003819,0.002157,0.003928,0.009036
11,80,11,1300,0.003653,0.00212,0.004338,0.009686
11,80,11,1400,0.004238,0.002362,0.003983,0.010393
11,90,3,100,0.003677,0.001587,0.003725,0.00181
11,90,3,200,0.00365,0.001685,0.003711,0.00171
11,90,3,300,0.003632,0.001675,0.003618,0.001732
11,90,3,400,0.004203,0.001763,0.003615,0.001788
11,90,3,500,0.00387,0.001833,0.003605,0.001871
11,90,3,600,0.003794,0.001784,0.003821,0.00196
11,90,3,700,0.003831,0.00185,0.003584,0.001981
11,90,3,800,0.00449,0.002355,0.003574,0.002048
11,90,3,900,0.003704,0.001963,0.004784,0.002574
11,90,3,1000,0.00368,0.002247,0.003696,0.002258
11,90,3,1100,0.003828,0.002515,0.003794,0.002408
11,90,3,1200,0.003762,0.002597,0.003785,0.002396
11,90,3,1300,0.003663,0.002095,0.003899,0.003061
11,90,3,1400,0.003643,0.002135,0.003791,0.002558
11,90,5,100,0.003618,0.001593,0.003676,0.001739
11,90,5,200,0.003667,0.00163,0.003696,0.001839
11,90,5,300,0.003588,0.001644,0.003598,0.001942
11,90,5,400,0.004504,0.002101,0.003548,0.002191
11,90,5,500,0.003768,0.001732,0.003616,0.002402
11,90,5,600,0.004155,0.001989,0.003643,0.002468
11,90,5,700,0.003868,0.001865,0.003715,0.00252
11,90,5,800,0.004361,0.001924,0.003697,0.002666
11,90,5,900,0.003892,0.001971,0.003602,0.002802
11,90,5,1000,0.003899,0.001991,0.003631,0.00297
11,90,5,1100,0.003676,0.002015,0.003576,0.003101
11,90,5,1200,0.003741,0.002147,0.003598,0.003232
11,90,5,1300,0.003694,0.002205,0.003583,0.003394
11,90,5,1400,0.003688,0.002299,0.003604,0.003579
11,90,7,100,0.0037,0.001658,0.00413,0.001844
11,90,7,200,0.003729,0.001725,0.003673,0.002025
11,90,7,300,0.003796,0.001909,0.003846,0.002434
11,90,7,400,0.003642,0.001919,0.003962,0.002605
11,90,7,500,0.00363,0.00185,0.003849,0.002818
11,90,7,600,0.003629,0.001798,0.003813,0.003362
11,90,7,700,0.003645,0.00188,0.003724,0.003688
11,90,7,800,0.003743,0.001956,0.004248,0.00369
11,90,7,900,0.003691,0.002394,0.003788,0.003855
11,90,7,1000,0.003758,0.00248,0.004055,0.004199
11,90,7,1100,0.004228,0.002571,0.003664,0.004469
11,90,7,1200,0.004042,0.003384,0.00369,0.005245
11,90,7,1300,0.004132,0.002259,0.004286,0.005315
11,90,7,1400,0.003785,0.002216,0.003862,0.005515
11,90,9,100,0.003623,0.001603,0.003707,0.00198
11,90,9,200,0.003593,0.001671,0.00376,0.002311
11,90,9,300,0.003568,0.001651,0.003636,0.002797
11,90,9,400,0.003586,0.00169,0.00359,0.003235
11,90,9,500,0.004081,0.001813,0.003618,0.003565
11,90,9,600,0.003779,0.001793,0.003603,0.00457
11,90,9,700,0.003855,0.001901,0.003924,0.004789
11,90,9,800,0.003731,0.001903,0.003875,0.004844
11,90,9,900,0.003636,0.001941,0.003749,0.005297
11,90,9,1000,0.003738,0.002012,0.003725,0.00564
11,90,9,1100,0.003668,0.002029,0.003776,0.006019
11,90,9,1200,0.003797,0.002466,0.004048,0.006587
11,90,9,1300,0.003794,0.002169,0.003627,0.007273
11,90,9,1400,0.003694,0.002164,0.003826,0.007533
11,90,11,100,0.003641,0.00159,0.003853,0.002183
11,90,11,200,0.003637,0.001646,0.003713,0.002685
11,90,11,300,0.003606,0.001703,0.003812,0.003272
11,90,11,400,0.003581,0.001777,0.004173,0.003902
11,90,11,500,0.003573,0.001785,0.003929,0.004505
11,90,11,600,0.003656,0.001803,0.003648,0.005125
11,90,11,700,0.003604,0.001946,0.003687,0.005978
11,90,11,800,0.003656,0.001897,0.003909,0.006326
11,90,11,900,0.004271,0.002622,0.004011,0.007015
11,90,11,1000,0.003872,0.001994,0.004233,0.008132
11,90,11,1100,0.003709,0.002098,0.004413,0.009091
11,90,11,1200,0.004341,0.002735,0.003888,0.00901
11,90,11,1300,0.003711,0.002114,0.003812,0.009702
11,90,11,1400,0.003733,0.002404,0.003894,0.010243
11,100,3,100,0.003953,0.001744,0.003641,0.001624
11,100,3,200,0.004546,0.001681,0.003637,0.001677
11,100,3,300,0.003973,0.001732,0.003576,0.001775
11,100,3,400,0.003802,0.001713,0.003603,0.001784
11,100,3,500,0.003697,0.001854,0.004243,0.001929
11,100,3,600,0.00363,0.001783,0.003763,0.001939
11,100,3,700,0.003633,0.001837,0.003978,0.002071
11,100,3,800,0.003659,0.001899,0.003699,0.002118
11,100,3,900,0.003618,0.001955,0.003823,0.002156
11,100,3,1000,0.0036,0.001934,0.003645,0.002335
11,100,3,1100,0.003616,0.001992,0.003674,0.002345
11,100,3,1200,0.004114,0.002203,0.003623,0.002391
11,100,3,1300,0.003796,0.002127,0.003635,0.002605
11,100,3,1400,0.004395,0.002168,0.003596,0.002729
11,100,5,100,0.003763,0.001592,0.004215,0.00168
11,100,5,200,0.003715,0.00163,0.003858,0.001898
11,100,5,300,0.003625,0.001662,0.003599,0.002007
11,100,5,400,0.004384,0.001857,0.00357,0.002117
11,100,5,500,0.00389,0.001751,0.003591,0.002235
11,100,5,600,0.003894,0.001911,0.003619,0.002384
11,100,5,700,0.003794,0.001851,0.003575,0.002553
11,100,5,800,0.003733,0.001932,0.00359,0.002661
11,100,5,900,0.003592,0.001905,0.004143,0.003008
11,100,5,1000,0.003798,0.002075,0.003636,0.002974
11,100,5,1100,0.004374,0.002236,0.003757,0.00327
11,100,5,1200,0.003901,0.002143,0.003666,0.003256
11,100,5,1300,0.003857,0.00215,0.004325,0.003647
11,100,5,1400,0.003856,0.002268,0.003601,0.003544
11,100,7,100,0.003658,0.001587,0.003578,0.001757
11,100,7,200,0.003633,0.001623,0.004096,0.002121
11,100,7,300,0.003551,0.001689,0.003782,0.002292
11,100,7,400,0.003657,0.001717,0.003923,0.00256
11,100,7,500,0.003647,0.00173,0.003672,0.0028
11,100,7,600,0.003622,0.001793,0.004079,0.003173
11,100,7,700,0.003694,0.001814,0.004094,0.003357
11,100,7,800,0.003737,0.001881,0.003691,0.00364
11,100,7,900,0.003628,0.00192,0.003752,0.003835
11,100,7,1000,0.003647,0.001964,0.003765,0.00412
11,100,7,1100,0.003608,0.001999,0.003747,0.004354
11,100,7,1200,0.003625,0.002058,0.003695,0.004594
11,100,7,1300,0.003653,0.002113,0.003706,0.005159
11,100,7,1400,0.00366,0.002187,0.003722,0.005155
11,100,9,100,0.003722,0.00159,0.003624,0.001906
11,100,9,200,0.003585,0.001615,0.003644,0.002324
11,100,9,300,0.003572,0.001693,0.003662,0.002728
11,100,9,400,0.003672,0.001708,0.003667,0.003171
11,100,9,500,0.003592,0.001721,0.003612,0.003817
11,100,9,600,0.00367,0.001868,0.003815,0.004022
11,100,9,700,0.003746,0.001868,0.003639,0.004848
11,100,9,800,0.003662,0.001887,0.003631,0.00525
11,100,9,900,0.003641,0.001989,0.004104,0.006686
11,100,9,1000,0.003756,0.002083,0.003634,0.005736
11,100,9,1100,0.004009,0.002969,0.003891,0.007133
11,100,9,1200,0.003818,0.002166,0.004121,0.006697
11,100,9,1300,0.003646,0.002198,0.003861,0.006983
11,100,9,1400,0.004308,0.002482,0.003759,0.008946
11,100,11,100,0.003809,0.001639,0.003631,0.002098
11,100,11,200,0.004099,0.001972,0.003625,0.002687
11,100,11,300,0.003817,0.001712,0.003559,0.003311
11,100,11,400,0.003799,0.001715,0.003573,0.003932
11,100,11,500,0.003793,0.001755,0.003544,0.004472
11,100,11,600,0.003711,0.001784,0.003537,0.005088
11,100,11,700,0.003647,0.001897,0.003585,0.005663
11,100,11,800,0.003752,0.001864,0.003587,0.006672
11,100,11,900,0.003796,0.001949,0.003666,0.007303
11,100,11,1000,0.003724,0.002145,0.003932,0.007694
11,100,11,1100,0.003905,0.002422,0.003656,0.00868
11,100,11,1200,0.003779,0.002113,0.003727,0.009539
11,100,11,1300,0.003678,0.002668,0.003845,0.009925
11,100,11,1400,0.003806,0.002279,0.003995,0.010222
21,80,3,100,0.006209,0.004952,0.005981,0.005091
21,80,3,200,0.005902,0.005037,0.005828,0.005349
21,80,3,300,0.005934,0.005683,0.006004,0.005513
21,80,3,400,0.00618,0.005332,0.006305,0.005358
21,80,3,500,0.006479,0.005216,0.006539,0.005441
21,80,3,600,0.006071,0.005357,0.005952,0.006
21,80,3,700,0.006072,0.00636,0.006489,0.005692
21,80,3,800,0.006506,0.005276,0.006587,0.006211
21,80,3,900,0.006079,0.005321,0.005953,0.005803
21,80,3,1000,0.005918,0.00654,0.00616,0.005846
21,80,3,1100,0.007103,0.005481,0.006106,0.006263
21,80,3,1200,0.006005,0.006184,0.006034,0.006352
21,80,3,1300,0.006324,0.005932,0.006383,0.005924
21,80,3,1400,0.006102,0.00573,0.006031,0.005993
21,80,5,100,0.005906,0.0051,0.006089,0.005202
21,80,5,200,0.005835,0.00604,0.006294,0.005651
21,80,5,300,0.006874,0.005052,0.006821,0.00538
21,80,5,400,0.006374,0.00541,0.006054,0.006638
21,80,5,500,0.006437,0.005712,0.006786,0.005715
21,80,5,600,0.006738,0.005562,0.006048,0.005825
21,80,5,700,0.006641,0.006171,0.006044,0.006359
21,80,5,800,0.006468,0.005542,0.006398,0.006107
21,80,5,900,0.006187,0.005456,0.005931,0.006878
21,80,5,1000,0.005967,0.006473,0.006628,0.006437
21,80,5,1100,0.006386,0.005507,0.006,0.006463
21,80,5,1200,0.005933,0.005854,0.005779,0.007335
21,80,5,1300,0.00634,0.005609,0.006298,0.006972
21,80,5,1400,0.005915,0.005938,0.006022,0.007282
21,80,7,100,0.006212,0.005148,0.006292,0.005274
21,80,7,200,0.006299,0.005028,0.006314,0.00537
21,80,7,300,0.006409,0.005055,0.006233,0.005705
21,80,7,400,0.006046,0.005148,0.006084,0.005909
21,80,7,500,0.005865,0.006057,0.006017,0.007054
21,80,7,600,0.006794,0.005325,0.006414,0.007005
21,80,7,700,0.006848,0.005839,0.006465,0.006899
21,80,7,800,0.006421,0.005267,0.005952,0.006904
21,80,7,900,0.005904,0.005615,0.005751,0.007849
21,80,7,1000,0.006459,0.005522,0.006303,0.008095
21,80,7,1100,0.006015,0.005962,0.006379,0.008045
21,80,7,1200,0.006303,0.00549,0.006265,0.007976
21,80,7,1300,0.005854,0.006493,0.006553,0.009278
21,80,7,1400,0.005919,0.006338,0.006897,0.008759
21,80,9,100,0.006046,0.00497,0.005997,0.005225
21,80,9,200,0.00591,0.004995,0.005926,0.005799
21,80,9,300,0.005987,0.00561,0.006022,0.006445
21,80,9,400,0.006807,0.005197,0.006802,0.00689
21,80,9,500,0.006057,0.005998,0.006345,0.007535
21,80,9,600,0.006514,0.005389,0.006104,0.007391
