Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
101,80,11,100,0.055478,0.102577,0.05504,0.101211
101,80,11,200,0.055545,0.102242,0.055156,0.101472
101,80,11,300,0.055294,0.103072,0.055736,0.102489
101,80,11,400,0.055632,0.10318,0.055563,0.103938
101,80,11,500,0.055889,0.103169,0.055273,0.104253
101,80,11,600,0.055637,0.103829,0.055128,0.104463
101,80,11,700,0.055568,0.103404,0.055277,0.105838
101,80,11,800,0.055456,0.10418,0.055217,0.106738
101,80,11,900,0.055303,0.103475,0.054935,0.107524
101,80,11,1000,0.055905,0.104181,0.054907,0.108646
101,80,11,1100,0.055797,0.104241,0.055172,0.108342
101,80,11,1200,0.05575,0.104404,0.055071,0.109105
101,80,11,1300,0.056869,0.104556,0.054962,0.109529
101,80,11,1400,0.056147,0.105383,0.055295,0.110156
101,90,3,100,0.055215,0.102879,0.054973,0.100568
101,90,3,200,0.055281,0.102617,0.055064,0.100689
101,90,3,300,0.055053,0.102525,0.054848,0.100611
101,90,3,400,0.05582,0.10262,0.054748,0.100945
101,90,3,500,0.055967,0.103639,0.054873,0.101106
101,90,3,600,0.056157,0.104087,0.05498,0.102504
101,90,3,700,0.055174,0.103403,0.055111,0.101651
101,90,3,800,0.055011,0.103533,0.05555,0.102312
101,90,3,900,0.055549,0.103558,0.055512,0.102906
101,90,3,1000,0.055662,0.104175,0.054928,0.103288
101,90,3,1100,0.055263,0.104087,0.054895,0.10228
101,90,3,1200,0.055453,0.105462,0.054921,0.102526
101,90,3,1300,0.055108,0.104739,0.054812,0.103198
101,90,3,1400,0.05508,0.104716,0.055007,0.103156
101,90,5,100,0.055144,0.103322,0.055005,0.10046
101,90,5,200,0.055911,0.102644,0.054936,0.100659
101,90,5,300,0.055602,0.103287,0.055029,0.101062
101,90,5,400,0.055562,0.104486,0.054743,0.101249
101,90,5,500,0.055604,0.103111,0.054806,0.101707
101,90,5,600,0.055221,0.103459,0.054749,0.101736
101,90,5,700,0.056136,0.103118,0.054953,0.102263
101,90,5,800,0.055998,0.10373,0.05493,0.102401
101,90,5,900,0.05524,0.10434,0.054936,0.102978
101,90,5,1000,0.055305,0.1043,0.055,0.103064
101,90,5,1100,0.055381,0.104483,0.055143,0.103555
101,90,5,1200,0.055302,0.104515,0.056077,0.10376
101,90,5,1300,0.055682,0.104773,0.055305,0.104745
101,90,5,1400,0.055317,0.104438,0.055107,0.106117
101,90,7,100,0.055414,0.102933,0.055096,0.101711
101,90,7,200,0.055524,0.10287,0.055301,0.101689
101,90,7,300,0.055364,0.11153,0.05511,0.102315
101,90,7,400,0.055443,0.103732,0.055195,0.103429
101,90,7,500,0.055618,0.103479,0.055404,0.103485
101,90,7,600,0.055204,0.105041,0.054875,0.103464
101,90,7,700,0.056133,0.104121,0.055187,0.103808
101,90,7,800,0.055838,0.104367,0.055744,0.104285
101,90,7,900,0.055499,0.105508,0.055131,0.104455
101,90,7,1000,0.055531,0.104793,0.055149,0.104929
101,90,7,1100,0.055201,0.103634,0.05521,0.105031
101,90,7,1200,0.055581,0.104618,0.055176,0.105253
101,90,7,1300,0.055558,0.105195,0.055104,0.106158
101,90,7,1400,0.05574,0.104523,0.055225,0.105704
101,90,9,100,0.056729,0.103115,0.055124,0.100537
101,90,9,200,0.055592,0.105989,0.055013,0.10109
101,90,9,300,0.055326,0.104186,0.054892,0.102072
101,90,9,400,0.055839,0.102797,0.055076,0.102996
101,90,9,500,0.05546,0.103835,0.056127,0.103618
101,90,9,600,0.055841,0.103915,0.05496,0.10507
101,90,9,700,0.055185,0.103521,0.054942,0.10497
101,90,9,800,0.055572,0.103822,0.055061,0.104989
101,90,9,900,0.055631,0.103624,0.055017,0.106092
101,90,9,1000,0.055289,0.103961,0.055177,0.105706
101,90,9,1100,0.055809,0.103962,0.055186,0.106753
101,90,9,1200,0.056279,0.104435,0.055376,0.106945
101,90,9,1300,0.056438,0.106627,0.05503,0.107176
101,90,9,1400,0.055733,0.10505,0.055318,0.108062
101,90,11,100,0.05528,0.103387,0.0556,0.101614
101,90,11,200,0.055876,0.104123,0.055388,0.102258
101,90,11,300,0.055485,0.104093,0.055388,0.103466
101,90,11,400,0.056461,0.104247,0.055528,0.103509
101,90,11,500,0.057205,0.103716,0.055468,0.105072
101,90,11,600,0.057001,0.104186,0.055508,0.105726
101,90,11,700,0.056144,0.105125,0.055442,0.106638
101,90,11,800,0.055599,0.105833,0.057842,0.106683
101,90,11,900,0.056445,0.105624,0.055681,0.107318
101,90,11,1000,0.05614,0.105136,0.055265,0.107829
101,90,11,1100,0.05655,0.105413,0.057037,0.108869
101,90,11,1200,0.056485,0.105017,0.056528,0.109675
101,90,11,1300,0.056463,0.104939,0.056279,0.110502
101,90,11,1400,0.056216,0.105251,0.055551,0.111798
101,100,3,100,0.055917,0.103371,0.055076,0.101677
101,100,3,200,0.05564,0.103356,0.05535,0.101646
101,100,3,300,0.055535,0.103861,0.055193,0.10172
101,100,3,400,0.056356,0.103865,0.055148,0.102007
101,100,3,500,0.055846,0.104901,0.055335,0.10208
101,100,3,600,0.055691,0.105241,0.055183,0.102237
101,100,3,700,0.055622,0.104235,0.055233,0.10178
101,100,3,800,0.055452,0.104297,0.05529,0.102189
101,100,3,900,0.056075,0.104213,0.055158,0.102009
101,100,3,1000,0.056138,0.104852,0.055131,0.102876
101,100,3,1100,0.055717,0.104949,0.055267,0.10275
101,100,3,1200,0.055495,0.106329,0.055142,0.103403
101,100,3,1300,0.055968,0.105921,0.055203,0.103642
101,100,3,1400,0.055394,0.10563,0.055415,0.103562
101,100,5,100,0.055559,0.103892,0.056477,0.101969
101,100,5,200,0.05593,0.103958,0.056219,0.102477
101,100,5,300,0.056012,0.104264,0.05531,0.102984
101,100,5,400,0.055988,0.103916,0.055505,0.10242
101,100,5,500,0.055587,0.103903,0.055103,0.10235
101,100,5,600,0.05611,0.104564,0.055504,0.102919
101,100,5,700,0.056025,0.105186,0.055308,0.103335
101,100,5,800,0.056019,0.105698,0.055895,0.1043
101,100,5,900,0.056467,0.105527,0.055656,0.104416
101,100,5,1000,0.056095,0.105206,0.055296,0.103494
101,100,5,1100,0.055796,0.105192,0.055388,0.104365
101,100,5,1200,0.05547,0.105838,0.055295,0.104889
101,100,5,1300,0.055913,0.1051,0.055427,0.1038
101,100,5,1400,0.05562,0.104989,0.055541,0.104434
101,100,7,100,0.056053,0.103028,0.055512,0.100559
101,100,7,200,0.056271,0.103048,0.055483,0.101225
101,100,7,300,0.055423,0.103504,0.05527,0.101703
101,100,7,400,0.055464,0.104086,0.055316,0.102239
101,100,7,500,0.05597,0.103718,0.05532,0.10221
101,100,7,600,0.055914,0.103651,0.055694,0.103214
101,100,7,700,0.055795,0.10462,0.055279,0.103945
101,100,7,800,0.05653,0.103665,0.055237,0.103913
101,100,7,900,0.055926,0.104545,0.055388,0.104009
101,100,7,1000,0.056042,0.104139,0.056354,0.104585
101,100,7,1100,0.056204,0.104189,0.05545,0.105056
101,100,7,1200,0.055954,0.1044,0.055313,0.105166
101,100,7,1300,0.056371,0.10509,0.055351,0.105931
101,100,7,1400,0.057006,0.105015,0.055371,0.106183
101,100,9,100,0.056258,0.104401,0.055338,0.101651
101,100,9,200,0.055739,0.104931,0.055828,0.1025
101,100,9,300,0.055488,0.103609,0.055159,0.102967
101,100,9,400,0.055498,0.104911,0.056346,0.103197
101,100,9,500,0.056148,0.105368,0.055183,0.104143
101,100,9,600,0.056661,0.105179,0.055439,0.104079
101,100,9,700,0.056995,0.104216,0.055298,0.10461
101,100,9,800,0.055754,0.104713,0.055191,0.104706
101,100,9,900,0.055493,0.105054,0.055306,0.105384
101,100,9,1000,0.056253,0.105328,0.055588,0.1057
101,100,9,1100,0.055915,0.104736,0.055519,0.106323
101,100,9,1200,0.055864,0.105079,0.056047,0.107434
101,100,9,1300,0.05626,0.104943,0.056222,0.108211
101,100,9,1400,0.056377,0.105673,0.055799,0.109166
101,100,11,100,0.055876,0.10365,0.055665,0.102482
101,100,11,200,0.055785,0.103671,0.055582,0.102823
101,100,11,300,0.056186,0.104481,0.055719,0.103001
101,100,11,400,0.056453,0.104493,0.055567,0.103572
101,100,11,500,0.056861,0.104366,0.055833,0.104374
101,100,11,600,0.056499,0.104874,0.055762,0.105498
101,100,11,700,0.05593,0.104751,0.055745,0.106191
101,100,11,800,0.056079,0.104838,0.055838,0.106345
101,100,11,900,0.05651,0.1044,0.055448,0.106805
101,100,11,1000,0.056188,0.104273,0.055195,0.108266
101,100,11,1100,0.056556,0.104633,0.055331,0.108594
101,100,11,1200,0.056481,0.104874,0.055447,0.109741
101,100,11,1300,0.057528,0.106044,0.055671,0.111139
101,100,11,1400,0.057079,0.106175,0.055797,0.111045
1,80,3,100,0.002491,0.000205,0.002315,0.000175
1,80,3,200,0.002369,0.00018,0.002292,0.000211
1,80,3,300,0.002473,0.000257,0.002998,0.000356
1,80,3,400,0.002588,0.000227,0.002295,0.000304
1,80,3,500,0.002339,0.000246,0.002295,0.000317
1,80,3,600,0.002452,0.00028,0.00241,0.000398
1,80,3,700,0.002399,0.000292,0.002295,0.000387
1,80,3,800,0.002412,0.000317,0.002329,0.000508
1,80,3,900,0.002964,0.000352,0.002416,0.000608
1,80,3,1000,0.002389,0.000354,0.002267,0.000538
1,80,3,1100,0.002371,0.000386,0.002914,0.000667
1,80,3,1200,0.002611,0.000504,0.003218,0.000648
1,80,3,1300,0.002353,0.000458,0.002317,0.000621
1,80,3,1400,0.002842,0.000572,0.00243,0.000762
1,80,5,100,0.002454,0.000157,0.002268,0.00023
1,80,5,200,0.002344,0.000179,0.002378,0.000347
1,80,5,300,0.002803,0.000265,0.00234,0.000379
1,80,5,400,0.002358,0.000234,0.002277,0.000463
1,80,5,500,0.002366,0.000268,0.002632,0.000579
1,80,5,600,0.002512,0.000286,0.002274,0.000625
1,80,5,700,0.002347,0.000295,0.002258,0.000682
1,80,5,800,0.002395,0.000323,0.002345,0.000825
1,80,5,900,0.002344,0.000327,0.002254,0.000841
1,80,5,1000,0.002336,0.000349,0.002319,0.000948
1,80,5,1100,0.002476,0.000409,0.002969,0.001187
1,80,5,1200,0.002517,0.000465,0.002301,0.001082
1,80,5,1300,0.002348,0.000481,0.002483,0.001185
1,80,5,1400,0.00241,0.000462,0.00232,0.001248
1,80,7,100,0.002388,0.000161,0.002325,0.000325
1,80,7,200,0.003462,0.000298,0.002383,0.000507
1,80,7,300,0.002459,0.000207,0.002239,0.000573
1,80,7,400,0.002412,0.000224,0.002615,0.000938
1,80,7,500,0.002484,0.00031,0.002406,0.000851
1,80,7,600,0.002306,0.000265,0.002341,0.000984
1,80,7,700,0.003144,0.00037,0.002617,0.001203
1,80,7,800,0.002475,0.000337,0.002288,0.001269
1,80,7,900,0.002391,0.000335,0.003068,0.00152
1,80,7,1000,0.002438,0.000369,0.002245,0.001548
1,80,7,1100,0.00244,0.000401,0.002308,0.002081
1,80,7,1200,0.002908,0.000504,0.002371,0.001798
1,80,7,1300,0.002469,0.00049,0.002342,0.002097
1,80,7,1400,0.002618,0.000454,0.00232,0.002053
1,80,9,100,0.002378,0.000159,0.002299,0.000452
1,80,9,200,0.002359,0.000195,0.002707,0.000849
1,80,9,300,0.00286,0.000321,0.002335,0.000851
1,80,9,400,0.002359,0.000223,0.002379,0.001065
1,80,9,500,0.002556,0.000257,0.002339,0.001284
1,80,9,600,0.002389,0.000273,0.002336,0.00147
1,80,9,700,0.002401,0.000368,0.003175,0.001752
1,80,9,800,0.002431,0.000322,0.002285,0.001899
1,80,9,900,0.002404,0.000366,0.002682,0.002266
1,80,9,1000,0.002421,0.000384,0.002274,0.002333
1,80,9,1100,0.002417,0.000384,0.002286,0.003062
1,80,9,1200,0.002619,0.000454,0.002376,0.002721
1,80,9,1300,0.00241,0.000454,0.002305,0.00317
1,80,9,1400,0.002487,0.000441,0.002273,0.003166
1,80,11,100,0.002378,0.000184,0.002299,0.000579
1,80,11,200,0.002412,0.000208,0.002272,0.000911
1,80,11,300,0.002319,0.000254,0.002317,0.001244
1,80,11,400,0.002362,0.000252,0.002583,0.001937
1,80,11,500,0.002662,0.00031,0.002329,0.001807
1,80,11,600,0.002336,0.000268,0.002365,0.002175
1,80,11,700,0.002436,0.000302,0.002293,0.002445
1,80,11,800,0.002366,0.00032,0.00249,0.00326
1,80,11,900,0.002591,0.00044,0.002305,0.003046
1,80,11,1000,0.002384,0.000356,0.00258,0.003463
1,80,11,1100,0.002481,0.000401,0.002295,0.003686
1,80,11,1200,0.002363,0.000422,0.002358,0.004485
1,80,11,1300,0.002616,0.000473,0.002279,0.004265
1,80,11,1400,0.002708,0.000691,0.002737,0.004711
1,90,3,100,0.00238,0.000154,0.002423,0.000191
1,90,3,200,0.002972,0.00027,0.00242,0.000279
1,90,3,300,0.002399,0.0002,0.00227,0.000244
1,90,3,400,0.002409,0.000231,0.002554,0.000347
1,90,3,500,0.002481,0.000263,0.00227,0.000338
1,90,3,600,0.002357,0.000267,0.002254,0.000356
1,90,3,700,0.002366,0.00033,0.002355,0.000413
1,90,3,800,0.002373,0.000346,0.002275,0.000435
1,90,3,900,0.002352,0.000332,0.002318,0.000464
1,90,3,1000,0.002397,0.00035,0.002392,0.000519
1,90,3,1100,0.00241,0.000372,0.002294,0.00053
1,90,3,1200,0.002377,0.000411,0.002315,0.000574
1,90,3,1300,0.002423,0.000599,0.003022,0.000693
1,90,3,1400,0.002625,0.000442,0.002848,0.000699
1,90,5,100,0.002494,0.000159,0.0023,0.000231
1,90,5,200,0.002566,0.000245,0.002263,0.000305
1,90,5,300,0.002341,0.0002,0.002311,0.000377
1,90,5,400,0.002394,0.000226,0.002487,0.000552
1,90,5,500,0.002476,0.000248,0.002291,0.000531
1,90,5,600,0.002326,0.000272,0.002259,0.000675
1,90,5,700,0.002342,0.000298,0.002387,0.000736
1,90,5,800,0.002301,0.000306,0.002298,0.000752
1,90,5,900,0.002336,0.000363,0.002324,0.000841
1,90,5,1000,0.00236,0.00047,0.002922,0.001112
1,90,5,1100,0.002487,0.000395,0.00229,0.000969
1,90,5,1200,0.002336,0.000392,0.002327,0.001103
1,90,5,1300,0.002556,0.000439,0.002278,0.001156
1,90,5,1400,0.002362,0.000453,0.002348,0.001279
1,90,7,100,0.002974,0.000222,0.002624,0.000391
1,90,7,200,0.002559,0.000218,0.002268,0.00047
1,90,7,300,0.002383,0.000203,0.002285,0.000645
1,90,7,400,0.002663,0.000231,0.002329,0.000736
1,90,7,500,0.002346,0.000249,0.002253,0.000866
1,90,7,600,0.002357,0.000276,0.002297,0.001014
1,90,7,700,0.003026,0.000406,0.002536,0.001223
1,90,7,800,0.00232,0.000332,0.002283,0.001233
1,90,7,900,0.002495,0.000418,0.002408,0.001401
1,90,7,1000,0.002377,0.000375,0.002271,0.001532
1,90,7,1100,0.002371,0.000392,0.002891,0.001739
1,90,7,1200,0.002578,0.000405,0.002271,0.001776
1,90,7,1300,0.002352,0.000483,0.002477,0.00204
1,90,7,1400,0.002483,0.000453,0.002333,0.002057
1,90,9,100,0.002372,0.00016,0.00226,0.000454
1,90,9,200,0.002426,0.000244,0.002766,0.000783
1,90,9,300,0.002617,0.000273,0.002442,0.000869
1,90,9,400,0.0024,0.000231,0.002369,0.001089
1,90,9,500,0.002549,0.00025,0.002262,0.001286
1,90,9,600,0.002327,0.000274,0.002325,0.001472
1,90,9,700,0.003116,0.000464,0.0025,0.001825
1,90,9,800,0.002369,0.000336,0.002323,0.001913
1,90,9,900,0.002797,0.000513,0.00311,0.002246
1,90,9,1000,0.002378,0.000352,0.002308,0.002361
1,90,9,1100,0.002607,0.000446,0.002449,0.002564
1,90,9,1200,0.00236,0.000424,0.00229,0.002781
1,90,9,1300,0.002424,0.000427,0.003277,0.003263
1,90,9,1400,0.002426,0.000457,0.002253,0.003198
1,90,11,100,0.002535,0.000202,0.002401,0.000575
1,90,11,200,0.002315,0.000193,0.002252,0.000898
1,90,11,300,0.002388,0.00022,0.002558,0.001224
1,90,11,400,0.002533,0.000235,0.002265,0.001509
1,90,11,500,0.002341,0.000247,0.002314,0.001802
1,90,11,600,0.002403,0.00029,0.003224,0.002184
1,90,11,700,0.002554,0.000332,0.002303,0.002447
1,90,11,800,0.002442,0.000348,0.002472,0.002708
1,90,11,900,0.002323,0.000332,0.002348,0.003023
1,90,11,1000,0.003008,0.000483,0.002496,0.003463
1,90,11,1100,0.002365,0.000411,0.002349,0.004012
1,90,11,1200,0.002941,0.000456,0.00234,0.003959
1,90,11,1300,0.002416,0.000454,0.00264,0.005065
1,90,11,1400,0.00251,0.000458,0.002291,0.004566
1,100,3,100,0.00323,0.000243,0.002392,0.000198
1,100,3,200,0.002425,0.000205,0.002352,0.000213
1,100,3,300,0.002345,0.000205,0.00234,0.0003
1,100,3,400,0.003377,0.000306,0.00243,0.00029
1,100,3,500,0.002421,0.000244,0.002272,0.000314
1,100,3,600,0.002351,0.000274,0.002785,0.000496
1,100,3,700,0.00263,0.000328,0.002303,0.000407
1,100,3,800,0.00235,0.000323,0.002299,0.000447
1,100,3,900,0.002401,0.000445,0.002884,0.000569
1,100,3,1000,0.002464,0.000411,0.002281,0.000522
1,100,3,1100,0.002328,0.000391,0.002327,0.00062
1,100,3,1200,0.00311,0.000558,0.002454,0.000694
1,100,3,1300,0.002448,0.000429,0.002283,0.000612
1,100,3,1400,0.002401,0.000445,0.002986,0.000853
1,100,5,100,0.002566,0.000183,0.00233,0.000245
1,100,5,200,0.002336,0.00018,0.002358,0.000306
1,100,5,300,0.003049,0.000355,0.003214,0.000438
1,100,5,400,0.002367,0.000233,0.002282,0.000451
1,100,5,500,0.002361,0.000283,0.002298,0.00058
1,100,5,600,0.002942,0.000316,0.002353,0.000618
1,100,5,700,0.002306,0.000316,0.002337,0.000682
1,100,5,800,0.002353,0.000314,0.002299,0.00082
1,100,5,900,0.003456,0.000463,0.00253,0.000908
1,100,5,1000,0.002316,0.000374,0.002327,0.000918
1,100,5,1100,0.002618,0.000392,0.002407,0.001014
1,100,5,1200,0.002408,0.000434,0.002301,0.001074
1,100,5,1300,0.00237,0.000441,0.002786,0.001376
1,100,5,1400,0.002541,0.000508,0.002329,0.001213
1,100,7,100,0.002374,0.000215,0.002274,0.000323
1,100,7,200,0.003048,0.000301,0.002473,0.000525
1,100,7,300,0.002439,0.000203,0.002252,0.000583
1,100,7,400,0.002402,0.000231,0.002453,0.00085
1,100,7,500,0.002835,0.000296,0.002396,0.000838
1,100,7,600,0.002345,0.000271,0.002299,0.001024
1,100,7,700,0.002604,0.000466,0.003145,0.001159
1,100,7,800,0.002559,0.000392,0.002292,0.00125
1,100,7,900,0.002418,0.000352,0.002619,0.001625
1,100,7,1000,0.002715,0.000399,0.00234,0.001521
1,100,7,1100,0.002362,0.000397,0.002337,0.001775
1,100,7,1200,0.002773,0.000606,0.00242,0.001775
1,100,7,1300,0.002351,0.000456,0.002323,0.001962
1,100,7,1400,0.003013,0.000556,0.002467,0.002158
1,100,9,100,0.002368,0.000159,0.002286,0.000444
1,100,9,200,0.002361,0.000189,0.002867,0.000734
1,100,9,300,0.002462,0.000272,0.002285,0.000851
1,100,9,400,0.002392,0.000225,0.002288,0.001062
1,100,9,500,0.002761,0.000364,0.002488,0.00138
1,100,9,600,0.002431,0.000271,0.002281,0.001534
1,100,9,700,0.002429,0.000307,0.003392,0.001814
1,100,9,800,0.002461,0.000309,0.002292,0.001908
1,100,9,900,0.002392,0.00034,0.002589,0.002229
1,100,9,1000,0.002416,0.000355,0.00227,0.00233
1,100,9,1100,0.002397,0.000393,0.002334,0.003008
1,100,9,1200,0.003203,0.000441,0.002387,0.002858
1,100,9,1300,0.002329,0.000428,0.002416,0.003073
1,100,9,1400,0.002392,0.000459,0.002277,0.003191
1,100,11,100,0.002412,0.000161,0.003207,0.000766
1,100,11,200,0.002565,0.000261,0.00236,0.000877
1,100,11,300,0.002367,0.000227,0.002295,0.001188
1,100,11,400,0.003057,0.000329,0.002458,0.001548
1,100,11,500,0.002361,0.000245,0.002281,0.001811
1,100,11,600,0.002589,0.000344,0.002584,0.002142
1,100,11,700,0.002381,0.000391,0.002321,0.002404
1,100,11,800,0.002376,0.000332,0.002728,0.003369
1,100,11,900,0.002539,0.000392,0.002315,0.003014
1,100,11,1000,0.002402,0.000401,0.002539,0.003364
1,100,11,1100,0.002413,0.000386,0.002317,0.003622
1,100,11,1200,0.003234,0.000473,0.002396,0.004076
1,100,11,1300,0.002358,0.000426,0.002355,0.004838
1,100,11,1400,0.002525,0.000547,0.002304,0.004536
11,80,3,100,0.006356,0.002878,0.006008,0.003165
11,80,3,200,0.006045,0.002934,0.006152,0.002631
11,80,3,300,0.006524,0.002881,0.006189,0.002959
11,80,3,400,0.00607,0.003341,0.006305,0.002966
11,80,3,500,0.00641,0.003346,0.00636,0.003727
11,80,3,600,0.00661,0.003039,0.005965,0.003131
11,80,3,700,0.006883,0.00326,0.006522,0.003394
11,80,3,800,0.006834,0.003372,0.006229,0.00436
11,80,3,900,0.006682,0.003206,0.006546,0.003554
11,80,3,1000,0.006855,0.003226,0.005976,0.003832
11,80,3,1100,0.006755,0.003466,0.005934,0.003791
11,80,3,1200,0.006853,0.003427,0.006274,0.004136
11,80,3,1300,0.006774,0.003765,0.006015,0.004163
11,80,3,1400,0.006611,0.003496,0.006343,0.004233
11,80,5,100,0.006101,0.002786,0.006199,0.002805
11,80,5,200,0.005937,0.002842,0.006261,0.002973
11,80,5,300,0.00662,0.002758,0.006281,0.003307
11,80,5,400,0.006403,0.00317,0.006111,0.003447
11,80,5,500,0.006523,0.003111,0.006294,0.004085
11,80,5,600,0.007054,0.002949,0.006001,0.003984
11,80,5,700,0.006704,0.002994,0.006137,0.004308
11,80,5,800,0.006952,0.003403,0.006702,0.004417
11,80,5,900,0.006774,0.003514,0.006082,0.004562
11,80,5,1000,0.007134,0.003371,0.006159,0.00513
11,80,5,1100,0.007207,0.00355,0.006305,0.005943
11,80,5,1200,0.007284,0.003473,0.00617,0.005626
11,80,5,1300,0.006641,0.003578,0.006447,0.005549
11,80,5,1400,0.007139,0.003842,0.006243,0.006028
11,80,7,100,0.006728,0.003062,0.00651,0.00294
11,80,7,200,0.006055,0.002666,0.00678,0.003548
11,80,7,300,0.006784,0.002753,0.006593,0.003764
11,80,7,400,0.006384,0.003659,0.006419,0.004069
11,80,7,500,0.007124,0.003079,0.006708,0.004522
11,80,7,600,0.006794,0.003351,0.006591,0.004902
11,80,7,700,0.006624,0.00347,0.006172,0.005484
11,80,7,800,0.00713,0.00307,0.006178,0.006133
11,80,7,900,0.007246,0.003182,0.006537,0.006363
11,80,7,1000,0.006715,0.003626,0.006374,0.006679
11,80,7,1100,0.007488,0.003403,0.006491,0.007127
11,80,7,1200,0.006836,0.003614,0.0063,0.007751
11,80,7,1300,0.006955,0.003501,0.006722,0.007914
11,80,7,1400,0.007326,0.003487,0.006275,0.008636
11,80,9,100,0.006523,0.002823,0.007084,0.003156
11,80,9,200,0.006446,0.002706,0.006026,0.003939
11,80,9,300,0.006303,0.002721,0.006429,0.004495
11,80,9,400,0.006671,0.003342,0.006668,0.004971
11,80,9,500,0.006742,0.00331,0.006253,0.00584
11,80,9,600,0.006676,0.003006,0.006236,0.006684
11,80,9,700,0.006915,0.0031,0.00711,0.007381
11,80,9,800,0.007314,0.003353,0.006205,0.008144
11,80,9,900,0.006715,0.003333,0.006363,0.008373
11,80,9,1000,0.007034,0.003283,0.006526,0.008896
11,80,9,1100,0.007311,0.003343,0.006459,0.009667
11,80,9,1200,0.00724,0.003736,0.006219,0.010527
11,80,9,1300,0.006986,0.003851,0.00611,0.011172
11,80,9,1400,0.007391,0.003864,0.006401,0.011693
11,80,11,100,0.006414,0.002866,0.006074,0.003597
11,80,11,200,0.006131,0.002896,0.006373,0.004349
11,80,11,300,0.006789,0.003011,0.006919,0.005193
11,80,11,400,0.006571,0.003148,0.006583,0.00672
11,80,11,500,0.007138,0.003034,0.006563,0.007544
11,80,11,600,0.006458,0.003035,0.006748,0.008629
11,80,11,700,0.006518,0.003024,0.006458,0.009493
11,80,11,800,0.00744,0.003242,0.006889,0.009924
11,80,11,900,0.007232,0.003216,0.006298,0.010826
11,80,11,1000,0.00708,0.003474,0.006296,0.012138
11,80,11,1100,0.007452,0.003633,0.006685,0.012981
11,80,11,1200,0.007309,0.003731,0.006343,0.014679
11,80,11,1300,0.006953,0.003661,0.007329,0.014545
11,80,11,1400,0.007444,0.003824,0.006247,0.015672
11,90,3,100,0.006046,0.002764,0.006053,0.002827
11,90,3,200,0.006042,0.002874,0.005933,0.002979
11,90,3,300,0.006332,0.002811,0.006023,0.002944
11,90,3,400,0.006002,0.002794,0.006134,0.002917
11,90,3,500,0.006726,0.002846,0.00622,0.003108
11,90,3,600,0.006141,0.003114,0.006224,0.003098
11,90,3,700,0.00692,0.003874,0.006273,0.003746
11,90,3,800,0.007171,0.003134,0.005879,0.003751
11,90,3,900,0.006835,0.003138,0.006126,0.003912
11,90,3,1000,0.0072,0.003539,0.006428,0.003614
11,90,3,1100,0.00659,0.003705,0.006001,0.003816
11,90,3,1200,0.007052,0.004163,0.00659,0.003934
11,90,3,1300,0.006874,0.003766,0.006277,0.004118
11,90,3,1400,0.006511,0.003795,0.006159,0.004087
11,90,5,100,0.006148,0.002752,0.005989,0.002898
11,90,5,200,0.005906,0.002873,0.006154,0.002937
11,90,5,300,0.006677,0.002987,0.006207,0.004114
11,90,5,400,0.006484,0.003207,0.00602,0.003367
11,90,5,500,0.006802,0.003142,0.006606,0.003619
11,90,5,600,0.006667,0.003096,0.006026,0.004121
11,90,5,700,0.006519,0.003018,0.006291,0.004405
11,90,5,800,0.007354,0.003117,0.00636,0.004992
11,90,5,900,0.006717,0.003289,0.006007,0.004627
11,90,5,1000,0.006876,0.003212,0.006011,0.005132
11,90,5,1100,0.007419,0.003315,0.006189,0.006175
11,90,5,1200,0.006973,0.003847,0.00647,0.005529
11,90,5,1300,0.00704,0.003727,0.006059,0.005933
11,90,5,1400,0.006729,0.003633,0.006935,0.006208
11,90,7,100,0.006178,0.002851,0.006172,0.003126
11,90,7,200,0.006143,0.002969,0.00623,0.003293
11,90,7,300,0.006545,0.003239,0.006528,0.003952
11,90,7,400,0.006758,0.002913,0.006083,0.004364
11,90,7,500,0.00678,0.002945,0.006238,0.005063
11,90,7,600,0.007068,0.002969,0.006137,0.005792
11,90,7,700,0.007057,0.003009,0.006311,0.005864
11,90,7,800,0.006706,0.003155,0.00657,0.005731
11,90,7,900,0.007218,0.003345,0.006442,0.00645
11,90,7,1000,0.007155,0.003269,0.006435,0.007041
11,90,7,1100,0.007079,0.003712,0.00646,0.007434
11,90,7,1200,0.007171,0.003425,0.006768,0.007363
11,90,7,1300,0.007445,0.003752,0.006641,0.007954
11,90,7,1400,0.007034,0.004242,0.006402,0.008792
11,90,9,100,0.006067,0.003098,0.006731,0.003055
11,90,9,200,0.00626,0.002815,0.006203,0.004036
11,90,9,300,0.006509,0.002912,0.00614,0.004442
11,90,9,400,0.006704,0.002867,0.006962,0.005076
11,90,9,500,0.007228,0.003215,0.006401,0.005892
11,90,9,600,0.006969,0.00333,0.006514,0.006886
11,90,9,700,0.006577,0.003298,0.006853,0.007266
11,90,9,800,0.00679,0.00306,0.006317,0.008388
11,90,9,900,0.007512,0.003328,0.006351,0.008394
11,90,9,1000,0.007075,0.003474,0.006538,0.008938
11,90,9,1100,0.007126,0.003578,0.006448,0.009827
11,90,9,1200,0.007568,0.003678,0.006286,0.010448
11,90,9,1300,0.007468,0.003531,0.006186,0.011328
11,90,9,1400,0.007093,0.00361,0.006595,0.012101
11,90,11,100,0.005834,0.0026,0.006444,0.003593
