KC,1,0,3,0.05667
KC_HOG,1,0,1,0.01932
KC,1,20,1,0.02381
KC_HOG,1,20,1,0.02841
KC,1,40,2,0.02678
KC_HOG,1,40,1,0.01904
KC,1,60,2,0.03561
KC_HOG,1,60,2,0.04665
KC,1,80,2,0.03121
KC_HOG,1,80,2,0.06513
KC,1,100,2,0.02851
KC_HOG,1,100,1,0.05453
KC,21,0,1,0.13579
KC_HOG,21,0,1,0.05661
KC,21,20,1,0.14495
KC_HOG,21,20,1,0.07647
KC,21,40,1,0.10505
KC_HOG,21,40,1,0.06513
KC,21,60,1,0.08183
KC_HOG,21,60,1,0.09096
KC,21,80,1,0.11475
KC_HOG,21,80,1,0.06875
KC,21,100,1,0.12444
KC_HOG,21,100,1,0.07823
KC,41,0,1,0.38514
KC_HOG,41,0,2,0.33176
KC,41,20,1,0.32503
KC_HOG,41,20,1,0.24494
KC,41,40,3,1.36232
KC_HOG,41,40,17,2.71492
KC,41,60,1,0.33892
KC_HOG,41,60,1,0.19662
KC,41,80,2,0.6723
KC_HOG,41,80,2,0.36835
KC,41,100,1,0.17528
KC_HOG,41,100,1,0.19194
KC,61,0,1,0.47951
KC_HOG,61,0,1,0.37663
KC,61,20,2,1.54932
KC_HOG,61,20,2,0.75889
KC,61,40,1,0.89533
KC_HOG,61,40,1,0.40871
KC,61,60,1,0.99366
KC_HOG,61,60,2,0.72097
KC,61,80,1,0.89752
KC_HOG,61,80,3,1.03484
KC,61,100,1,0.76192
KC_HOG,61,100,1,0.47767
KC,81,0,2,1.62825
KC_HOG,81,0,2,1.09414
KC,81,20,2,1.86558
KC_HOG,81,20,2,1.13774
KC,81,40,2,1.51986
KC_HOG,81,40,2,1.08407
KC,81,60,2,1.51981
KC_HOG,81,60,3,1.47076
KC,81,80,1,1.72197
KC_HOG,81,80,3,1.49521
KC,81,100,1,1.10536
KC_HOG,81,100,1,0.62592
