Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.316635,0.000418,0.411878,0.000392,0.136976,0.00031,0.07477,0.000546,0.063344,0.000568,0.072913,0.002022,0.068745,0.001498,0.065263,0.000555,0.067742,0.000391,0.071982,0.002086,0.077047,0.001593
21,90,2,600,16.9009,0.136096,16.8426,0.068261,28.9091,0.059006,0.129677,0.011137,0.128269,0.009612,0.049837,0.010792,0.050099,0.010303,0.048131,0.010937,0.042892,0.009257,0.04546,0.010352,0.042926,0.010144
41,90,2,600,15.0796,0.380088,16.2144,0.201345,33.8533,0.205447,0.288043,0.035063,0.258474,0.030655,0.056012,0.035339,0.049676,0.032764,0.059195,0.030023,0.05154,0.030804,0.050297,0.033925,0.061488,0.032692
61,90,2,600,15.8144,0.884586,21.0429,0.432371,36.6166,0.472688,0.73471,0.064213,0.588763,0.065076,0.072806,0.071594,0.074713,0.069544,0.073609,0.064416,0.08429,0.064298,0.068146,0.066099,0.071625,0.068945
81,90,2,600,19.6485,1.37122,23.376,0.736599,39.6101,0.74307,0.760552,0.111431,0.865148,0.109018,0.096583,0.113184,0.150279,0.134731,0.144466,0.124639,0.176644,0.118761,0.121647,0.122873,0.120484,0.180365
101,90,2,600,16.9314,2.19682,21.6897,1.13186,34.0746,1.01594,0.751181,0.166987,0.853544,0.168887,0.13329,0.176688,0.128831,0.178815,0.124186,0.159707,0.133119,0.164293,0.131134,0.177595,0.125122,0.210076
1,90,2,600,0.135965,0.000504,0.143726,0.000311,0.120201,0.000284,0.031496,0.000309,0.031257,0.000261,0.051672,0.00083,0.047848,0.000531,0.06323,0.000583,0.050771,0.000356,0.057986,0.000772,0.049022,0.000585
21,90,2,600,0.948069,0.057157,1.12557,0.028707,1.21411,0.023272,0.179027,0.009654,0.182383,0.010343,0.043793,0.011634,0.039362,0.010652,0.035938,0.009782,0.044489,0.0098,0.038814,0.013189,0.04491,0.012055
41,90,2,600,1.09039,0.192387,1.23073,0.102344,1.24751,0.084825,0.500984,0.03269,0.438477,0.030124,0.110552,0.048884,0.051145,0.032286,0.047437,0.02936,0.05683,0.030368,0.048173,0.033064,0.054076,0.03282
61,90,2,600,1.21102,0.433393,1.38643,0.229171,1.33013,0.168249,1.4139,0.067211,1.33317,0.085493,0.071813,0.072676,0.069526,0.067978,0.065158,0.062996,0.072223,0.062692,0.063224,0.067632,0.069576,0.06871
