BA,1,100,2,600,2,0.043344,0.042455,0.000602
KCHOG,1,100,2,600,1,0.019034,0.013832,0.004764
BA,21,100,2,600,3,0.087559,0.049331,0.037873
KCHOG,21,100,2,600,2,0.063577,0.020391,0.023447
BA,41,100,2,600,3,0.106079,0.021765,0.084075
KCHOG,41,100,2,600,2,0.225443,0.052356,0.084382
BA,61,100,2,600,3,0.213495,0.027839,0.184247
KCHOG,61,100,2,600,2,0.277812,0.059784,0.102157
BA,81,100,2,600,3,0.200941,0.015028,0.185765
KCHOG,81,100,2,600,2,0.464405,0.094307,0.173229
BA,101,100,2,600,3,0.29205,0.015254,0.276648
KCHOG,101,100,2,600,2,0.722152,0.139482,0.266641
BA,1,100,2,600,4,0.028955,0.028317,0.000469
KCHOG,1,100,2,600,2,0.007706,0.005823,0.001566
BA,21,100,2,600,14,0.511724,0.440701,0.070009
KCHOG,21,100,2,600,1,0.029185,0.011541,0.010144
BA,41,100,2,600,14,0.71623,0.477224,0.238031
KCHOG,41,100,2,600,1,0.082787,0.02218,0.032973
BA,61,100,2,600,13,0.837777,0.373696,0.463106
KCHOG,61,100,2,600,1,0.165606,0.039561,0.067152
BA,81,100,2,600,15,1.41676,0.509227,0.906377
KCHOG,81,100,2,600,1,0.282442,0.064428,0.115676
BA,101,100,2,600,13,1.57184,0.380496,1.19042
KCHOG,101,100,2,600,1,0.440465,0.094654,0.174318
BA,1,100,2,600,3,0.014836,0.014402,0.000319
KCHOG,1,100,2,600,2,0.006657,0.005144,0.001262
BA,21,100,2,600,19,0.991472,0.892051,0.097997
KCHOG,21,100,2,600,1,0.028635,0.010387,0.010689
BA,41,100,2,600,16,0.850634,0.579499,0.269959
KCHOG,41,100,2,600,1,0.081683,0.020989,0.032958
BA,61,100,2,600,15,1.01094,0.485795,0.524032
KCHOG,61,100,2,600,1,0.165223,0.039283,0.066918
BA,81,100,2,600,17,1.69257,0.667618,1.02369
KCHOG,81,100,2,600,1,0.283242,0.064142,0.115443
BA,101,100,2,600,15,1.89057,0.506053,1.38331
KCHOG,101,100,2,600,1,0.449813,0.093802,0.172724
BA,1,100,2,600,4,0.027253,0.026664,0.000426
KCHOG,1,100,2,600,3,0.012779,0.009349,0.002877
BA,21,100,2,600,20,1.21286,1.11,0.10131
KCHOG,21,100,2,600,1,0.029452,0.011354,0.010307
BA,41,100,2,600,19,1.32955,1.0116,0.316507
KCHOG,41,100,2,600,1,0.082466,0.021148,0.032671
BA,61,100,2,600,19,1.64674,0.978927,0.666335
KCHOG,61,100,2,600,1,0.166089,0.038868,0.068236
BA,81,100,2,600,17,1.76403,0.744595,1.01816
KCHOG,81,100,2,600,1,0.280279,0.063638,0.114648
BA,101,100,2,600,17,2.28488,0.722283,1.56133
KCHOG,101,100,2,600,1,0.446787,0.092792,0.172388
BA,1,100,2,600,3,0.015438,0.014949,0.00035
KCHOG,1,100,2,600,1,0.003908,0.003045,0.00073
BA,21,100,2,600,4,0.045504,0.026985,0.018327
KCHOG,21,100,2,600,2,0.048783,0.016982,0.017064
BA,41,100,2,600,4,0.093962,0.025071,0.068678
KCHOG,41,100,2,600,2,0.131468,0.031046,0.049728
BA,61,100,2,600,4,0.169689,0.02556,0.143906
KCHOG,61,100,2,600,2,0.267264,0.058005,0.101017
BA,81,100,2,600,4,0.266959,0.025525,0.241227
KCHOG,81,100,2,600,2,0.456142,0.094622,0.174907
BA,101,100,2,600,4,0.393589,0.026507,0.366868
KCHOG,101,100,2,600,2,0.700317,0.136084,0.263271
BA,1,100,2,600,4,0.028212,0.027537,0.000485
KCHOG,1,100,2,600,2,0.00946,0.00768,0.001408
BA,21,100,2,600,14,0.509315,0.437631,0.070642
KCHOG,21,100,2,600,1,0.027816,0.009718,0.010078
BA,41,100,2,600,12,0.476665,0.275468,0.200377
KCHOG,41,100,2,600,1,0.083919,0.022886,0.033747
BA,61,100,2,600,12,0.699351,0.272,0.426509
KCHOG,61,100,2,600,1,0.164208,0.039316,0.066109
BA,81,100,2,600,12,1.00952,0.286331,0.72231
KCHOG,81,100,2,600,1,0.277311,0.063204,0.113195
BA,101,100,2,600,13,1.53986,0.342075,1.19672
KCHOG,101,100,2,600,1,0.447867,0.09328,0.173228
BA,1,100,2,600,4,0.02774,0.027041,0.000517
KCHOG,1,100,2,600,3,0.011524,0.009246,0.001893
BA,21,100,2,600,17,0.835647,0.746106,0.088287
KCHOG,21,100,2,600,1,0.030117,0.008898,0.011462
BA,41,100,2,600,16,0.89084,0.61992,0.269808
KCHOG,41,100,2,600,1,0.083079,0.020961,0.033782
BA,61,100,2,600,17,1.32242,0.726028,0.595151
KCHOG,61,100,2,600,1,0.167624,0.038799,0.069008
BA,81,100,2,600,16,1.59996,0.64234,0.956399
KCHOG,81,100,2,600,1,0.280174,0.063255,0.114028
BA,101,100,2,600,18,2.46032,0.815807,1.64309
KCHOG,101,100,2,600,1,0.449212,0.092836,0.174768
BA,1,100,2,600,3,0.015702,0.015084,0.000455
KCHOG,1,100,2,600,1,0.00376,0.002747,0.000872
BA,21,100,2,600,3,0.028732,0.014526,0.014081
KCHOG,21,100,2,600,1,0.025253,0.008435,0.008787
BA,41,100,2,600,3,0.069363,0.013562,0.055673
KCHOG,41,100,2,600,1,0.078887,0.020256,0.031207
BA,61,100,2,600,3,0.123317,0.01602,0.107129
KCHOG,61,100,2,600,1,0.161136,0.038096,0.064491
BA,81,100,2,600,5,0.34597,0.0415,0.304185
KCHOG,81,100,2,600,3,0.631613,0.12526,0.235944
BA,101,100,2,600,5,0.501819,0.04276,0.45878
KCHOG,101,100,2,600,3,0.982729,0.18476,0.358218
BA,1,100,2,600,3,0.015657,0.015174,0.000369
KCHOG,1,100,2,600,1,0.005121,0.003904,0.000992
BA,21,100,2,600,5,0.065853,0.041667,0.023866
KCHOG,21,100,2,600,2,0.042518,0.013585,0.014428
BA,41,100,2,600,5,0.127299,0.042933,0.084106
KCHOG,41,100,2,600,2,0.131314,0.03144,0.04862
BA,61,100,2,600,5,0.217454,0.041714,0.175453
KCHOG,61,100,2,600,2,0.268292,0.058872,0.100721
BA,81,100,2,600,5,0.350873,0.043939,0.306635
KCHOG,81,100,2,600,2,0.45923,0.095938,0.173905
BA,101,100,2,600,5,0.504442,0.041048,0.463102
KCHOG,101,100,2,600,2,0.716984,0.140753,0.263574
BA,1,100,2,600,2,0.009523,0.009159,0.000263
KCHOG,1,100,2,600,1,0.004043,0.003003,0.000904
BA,21,100,2,600,3,0.027452,0.013269,0.014049
KCHOG,21,100,2,600,2,0.044901,0.016658,0.01451
BA,41,100,2,600,3,0.063476,0.013512,0.049833
KCHOG,41,100,2,600,2,0.132187,0.031686,0.048723
BA,61,100,2,600,3,0.120443,0.015077,0.105153
KCHOG,61,100,2,600,2,0.269905,0.059102,0.101923
BA,81,100,2,600,3,0.195829,0.014152,0.18154
KCHOG,81,100,2,600,2,0.455719,0.0945,0.173372
BA,101,100,2,600,3,0.288045,0.013898,0.274009
KCHOG,101,100,2,600,2,0.724906,0.141684,0.267882
BA,1,100,2,600,3,0.015908,0.015452,0.000313
KCHOG,1,100,2,600,2,0.006765,0.004981,0.001502
BA,21,100,2,600,13,0.417115,0.35131,0.064881
KCHOG,21,100,2,600,1,0.028087,0.009427,0.009685
BA,41,100,2,600,12,0.501146,0.300405,0.199948
KCHOG,41,100,2,600,1,0.082211,0.021366,0.032275
BA,61,100,2,600,12,0.725623,0.302799,0.421871
KCHOG,61,100,2,600,1,0.166111,0.039851,0.06703
BA,81,100,2,600,12,1.03643,0.310776,0.724792
KCHOG,81,100,2,600,1,0.282839,0.064525,0.113707
BA,101,100,2,600,13,1.54449,0.3501,1.1934
KCHOG,101,100,2,600,1,0.447608,0.094006,0.171889
BA,1,100,2,600,3,0.022459,0.021739,0.000519
KCHOG,1,100,2,600,2,0.009501,0.008397,0.000673
BA,21,100,2,600,8,0.169931,0.124264,0.045049
KCHOG,21,100,2,600,1,0.027426,0.009298,0.010383
BA,41,100,2,600,8,0.237978,0.104421,0.133078
KCHOG,41,100,2,600,1,0.081235,0.020794,0.032827
BA,61,100,2,600,8,0.393928,0.107309,0.286045
KCHOG,61,100,2,600,1,0.163679,0.038794,0.065895
BA,81,100,2,600,8,0.593709,0.111018,0.482153
