Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCU, time_subproblem_KCU, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCHOG, time_subproblem_KCHOG
1,0,0.61635,0.000451,0.011737,0.000412,0.014298,0.000455,0.009835,0.002178,0.008342,0.008068
1,0,0.038418,0.000448,0.005831,0.000215,0.012085,0.000322,0.012534,0.000767,0.005704,0.001248
1,0,0.008571,0.000186,0.005952,0.000211,0.004295,0.000163,0.004207,0.001409,0.004412,0.014142
1,0,0.016789,0.000332,0.004112,0.000189,0.004061,0.000169,0.004105,0.001664,0.004236,0.014787
1,0,0.017665,0.000349,0.005167,0.000217,0.004802,0.000161,0.004752,0.001796,0.004326,0.01443
1,0,0.01886,0.000322,0.004216,0.000195,0.004476,0.000154,0.004241,0.00147,0.004906,0.014386
1,0,0.018543,0.000335,0.008091,0.000324,0.006901,0.00025,0.006798,0.002548,0.009141,0.022014
1,0,0.009024,0.000218,0.005837,0.000212,0.004539,0.000152,0.004367,0.00142,0.005088,0.014713
1,0,0.019632,0.000334,0.008251,0.000341,0.00698,0.000234,0.007676,0.000924,0.008239,0.002274
1,0,0.017396,0.000307,0.008527,0.000344,0.006846,0.000244,0.006864,0.000647,0.007915,0.002
1,0,0.034005,0.000445,0.008749,0.000353,0.010446,0.000327,0.010141,0.002863,0.010597,0.028172
1,0,0.018957,0.000362,0.007524,0.000299,0.006972,0.000252,0.006554,0.002232,0.007683,0.020781
1,0,0.017096,0.000324,0.004209,0.000186,0.004341,0.000153,0.004177,0.001452,0.004585,0.014155
1,0,0.019396,0.000304,0.003727,0.000203,0.003769,0.000154,0.00362,0.001242,0.003969,0.014119
1,0,0.009069,0.000237,0.006224,0.000214,0.004368,0.000165,0.004541,0.001512,0.004605,0.014528
1,0,0.008893,0.000223,0.005778,0.00022,0.004115,0.000163,0.004098,0.001717,0.004698,0.014884
1,0,0.018253,0.000335,0.004115,0.000189,0.004565,0.000154,0.004206,0.001388,0.004417,0.010969
1,0,0.019081,0.000334,0.004566,0.000209,0.00468,0.000156,0.004321,0.00163,0.004653,0.014466
1,0,0.008491,0.000199,0.005958,0.000205,0.004648,0.000161,0.004108,0.001186,0.004782,0.00444
1,0,0.032905,0.000427,0.006667,0.000233,0.012776,0.000334,0.012856,0.001159,0.006286,0.002796
1,0,0.008412,0.000214,0.0063,0.000221,0.004567,0.000156,0.0048,0.001574,0.004695,0.014576
1,0,0.0325,0.000414,0.005636,0.000233,0.009661,0.000333,0.009619,0.00334,0.010142,0.029045
1,0,0.033739,0.000427,0.005801,0.00022,0.009826,0.000274,0.00895,0.000478,0.00536,0.000572
1,0,0.032907,0.000453,0.008884,0.000371,0.009741,0.000345,0.009173,0.003173,0.010497,0.028484
1,0,0.03645,0.000473,0.006055,0.00022,0.01125,0.000331,0.010662,0.003531,0.011689,0.029586
1,0,0.033022,0.000475,0.005457,0.000202,0.011651,0.000327,0.012236,0.003058,0.005899,0.012229
1,0,0.032209,0.000505,0.007153,0.000254,0.012659,0.000376,0.012276,0.003422,0.009373,0.021889
1,0,0.009141,0.000239,0.005946,0.000226,0.004481,0.000156,0.004474,0.001732,0.004547,0.01428
1,0,0.00808,0.000216,0.005764,0.000201,0.003868,0.000165,0.00387,0.001636,0.004298,0.015172
1,0,0.017474,0.000333,0.008261,0.000326,0.006847,0.000243,0.007102,0.002038,0.008498,0.008486
1,20,0.018791,0.000374,0.008034,0.000307,0.008309,0.000245,0.007884,0.002225,0.008655,0.016779
1,20,0.016774,0.000356,0.004182,0.000213,0.00443,0.000155,0.004234,0.001578,0.004077,0.013839
1,20,0.031853,0.000441,0.005493,0.000211,0.011464,0.000344,0.011616,0.003305,0.00605,0.014686
1,20,0.016329,0.000328,0.004269,0.000182,0.004545,0.00016,0.004144,0.001034,0.004208,0.007668
1,20,0.008828,0.000213,0.006365,0.00023,0.004616,0.000169,0.004424,0.001163,0.005046,0.004454
1,20,0.017058,0.00033,0.003828,0.000188,0.004086,0.000162,0.003846,0.00139,0.00424,0.014139
1,20,0.032036,0.000457,0.005846,0.00022,0.010383,0.00033,0.01014,0.003571,0.008703,0.022204
1,20,0.007962,0.00021,0.006186,0.000203,0.004814,0.000156,0.004307,0.001475,0.004536,0.014168
1,20,0.01619,0.000314,0.003998,0.000195,0.00415,0.000155,0.004138,0.00163,0.004231,0.013906
1,20,0.009188,0.000224,0.00629,0.000211,0.004488,0.000154,0.004491,0.001395,0.004676,0.01424
1,20,0.032822,0.000488,0.008948,0.000325,0.012616,0.00035,0.011954,0.001311,0.008334,0.003942
1,20,0.032514,0.000491,0.005498,0.000213,0.011569,0.000353,0.011349,0.003301,0.005915,0.014945
1,20,0.030721,0.000473,0.006041,0.000221,0.012825,0.000342,0.012256,0.003164,0.006265,0.01455
1,20,0.032597,0.00053,0.008359,0.000354,0.010761,0.000342,0.011167,0.002021,0.008589,0.008133
1,20,0.0185,0.000345,0.004381,0.000192,0.004651,0.000173,0.004358,0.001664,0.004751,0.014275
1,20,0.016189,0.000334,0.003781,0.000186,0.004146,0.000158,0.003788,0.001196,0.003973,0.0086
1,20,0.016693,0.000319,0.00441,0.000205,0.004478,0.000161,0.00444,0.001543,0.004575,0.010989
1,20,0.018636,0.000349,0.004262,0.000192,0.004523,0.000165,0.004234,0.001492,0.004702,0.014389
1,20,0.009336,0.000272,0.006127,0.000225,0.004571,0.000166,0.004264,0.001857,0.004545,0.014907
1,20,0.01793,0.000338,0.004362,0.000201,0.004459,0.000162,0.004308,0.001515,0.004654,0.014682
1,20,0.019733,0.000356,0.008091,0.000323,0.007029,0.000243,0.006741,0.002703,0.00837,0.021508
1,20,0.021667,0.000356,0.004227,0.000195,0.004614,0.000172,0.004433,0.001671,0.004563,0.014344
1,20,0.00844,0.000206,0.006319,0.000212,0.004397,0.000165,0.004595,0.001918,0.004337,0.014663
1,20,0.032164,0.000455,0.005541,0.000215,0.01197,0.000346,0.012111,0.001154,0.005586,0.002671
1,20,0.018789,0.000355,0.004354,0.0002,0.004815,0.000155,0.004397,0.001567,0.004745,0.014744
1,20,0.030579,0.000414,0.005201,0.000208,0.010954,0.00034,0.010829,0.002131,0.005302,0.005787
1,20,0.017035,0.000334,0.004237,0.000186,0.004624,0.000155,0.004271,0.001531,0.004707,0.010902
1,20,0.0085,0.000223,0.006604,0.000238,0.004794,0.000158,0.005143,0.002027,0.004853,0.015075
1,20,0.034613,0.000437,0.006237,0.00022,0.010924,0.000363,0.010632,0.002932,0.011366,0.028804
1,20,0.019605,0.000339,0.007997,0.000335,0.008112,0.000263,0.007555,0.000485,0.007698,0.001022
1,40,0.016868,0.00034,0.004055,0.000199,0.004334,0.000155,0.004011,0.00106,0.00414,0.007943
1,40,0.018075,0.000299,0.004182,0.000184,0.004447,0.000161,0.004452,0.001531,0.004662,0.013865
1,40,0.032991,0.00047,0.006324,0.000234,0.012085,0.000341,0.01208,0.002804,0.006496,0.012602
1,40,0.019986,0.000344,0.003889,0.000181,0.004295,0.000157,0.003846,0.001392,0.004144,0.014108
1,40,0.009072,0.000202,0.006297,0.000206,0.004535,0.000153,0.004686,0.001583,0.004727,0.014384
1,40,0.01788,0.000344,0.008061,0.000336,0.006826,0.000239,0.006944,0.002436,0.007624,0.022572
1,40,0.017453,0.000345,0.008198,0.000308,0.00737,0.000257,0.007015,0.002741,0.009036,0.022167
