gamma,time_BA,iter_BA,time_HOG,iter_HOG,time_KC,iter_KC,time_KCRDK,iter_KCRDK,time_KCU,iter_KCU
1,0.024243644444444445,3.0555555555555554,0.020351116666666665,1.3888888888888888,0.006517794444444444,1.2333333333333334,0.009137194444444444,1.7722222222222221,0.007678977777777778,1.7722222222222221
11,0.25852573333333334,7.038888888888889,0.035891844444444446,1.4166666666666667,0.03824676666666667,1.0,0.018271216666666666,1.3777777777777778,0.015981672222222222,1.3777777777777778
21,0.7829279055555555,7.3277777777777775,0.06575289444444445,1.461111111111111,0.13568316666666666,1.0,0.047324538888888885,1.4388888888888889,0.043709705555555554,1.4388888888888889
31,0.4856512055555555,8.377777777777778,0.12449327777777777,1.2944444444444445,0.2930626055555556,1.0,0.10551495555555557,1.2722222222222221,0.10148603333333334,1.2722222222222221
41,0.54569815,7.438888888888889,0.19677737777777776,1.238888888888889,0.45868111666666667,1.0,0.18054062777777777,1.238888888888889,0.17933366111111113,1.238888888888889
51,0.5026230555555555,7.305555555555555,0.18650584444444446,1.45,0.4311184666666667,1.0,0.16846523333333333,1.4333333333333333,0.16995304444444445,1.4333333333333333
61,0.8765104444444445,6.8,0.2640291777777778,1.511111111111111,1.0071165,1.0,0.24717618333333333,1.511111111111111,0.250305,1.511111111111111
81,0.8403902555555557,7.7555555555555555,0.39206576666666665,1.288888888888889,1.9013129944444445,1.0,0.3779889833333333,1.2777777777777777,0.3836748,1.2777777777777777
91,1.1843682777777778,8.205555555555556,0.5245538055555555,1.45,2.748191588888889,1.0,0.5098789333333333,1.45,0.5204388111111111,1.45
