gamma,time_BA,iter_BA,time_HOG,iter_HOG,time_KC,iter_KC,time_KCRDK,iter_KCRDK,time_KCU,iter_KCU
1,0.0034213444444444446,2.0,0.0027819777777777777,1.0,0.0025113,1.0,0.0023104722222222224,1.0,0.002162538888888889,1.0
21,0.0148282,2.0,0.049136455555555555,1.0,0.046742066666666665,1.0,0.03242952777777778,1.0,0.029986311111111108,1.0
41,0.043893716666666666,2.0,0.12366914999999999,1.0,0.14273149999999998,1.0,0.10715492222222223,1.0,0.10553862222222223,1.0
61,0.08874226111111111,2.0,0.2428669611111111,1.0,0.2895154833333333,1.0,0.22523434444444443,1.0,0.22537215,1.0
81,0.13411802222222222,2.0,0.352665,1.0,0.4553935611111112,1.0,0.3350611722222222,1.0,0.35290770555555556,1.0
