KC,1,0,1.2,0.015114
KC_HOG,1,0,1.2,0.014451
KC,1,2,1.2,0.015186
KC_HOG,1,2,1.2,0.013821
KC,1,4,1.3,0.016117
KC_HOG,1,4,1.5,0.017507
KC,1,6,1.1,0.014637
KC_HOG,1,6,1.1,0.014302
KC,1,8,1,0.01053
KC_HOG,1,8,1,0.010918
KC,1,10,1,0.012027
KC_HOG,1,10,1,0.010858
KC,21,0,1,0.038302
KC_HOG,21,0,1,0.031201
KC,21,2,1,0.033626
KC_HOG,21,2,1,0.029157
KC,21,4,1,0.038484
KC_HOG,21,4,1,0.033321
KC,21,6,1,0.034295
KC_HOG,21,6,1,0.02985
KC,21,8,1,0.025646
KC_HOG,21,8,1,0.029213
KC,21,10,1,0.026228
KC_HOG,21,10,1.1,0.028986
KC,41,0,1,0.096653
KC_HOG,41,0,1,0.091402
KC,41,2,1,0.091652
KC_HOG,41,2,1,0.085238
KC,41,4,1,0.101902
KC_HOG,41,4,1,0.096969
KC,41,6,1,0.091125
KC_HOG,41,6,1,0.081176
KC,41,8,1,0.089943
KC_HOG,41,8,1,0.083959
KC,41,10,1,0.091724
KC_HOG,41,10,1,0.081978
KC,61,0,1,0.178491
KC_HOG,61,0,1,0.168021
KC,61,2,1,0.199031
KC_HOG,61,2,1,0.178746
KC,61,4,1,0.179468
KC_HOG,61,4,1,0.168814
KC,61,6,1,0.185501
KC_HOG,61,6,1,0.165502
KC,61,8,1,0.178507
KC_HOG,61,8,1,0.166753
KC,61,10,1,0.179588
KC_HOG,61,10,1,0.172668
KC,81,0,1,0.293637
KC_HOG,81,0,1,0.282735
KC,81,2,1,0.292168
KC_HOG,81,2,1,0.276784
KC,81,4,1,0.312132
KC_HOG,81,4,1,0.290263
KC,81,6,1,0.303327
KC_HOG,81,6,1,0.281689
KC,81,8,1,0.308021
KC_HOG,81,8,1,0.290102
KC,81,10,1,0.287132
KC_HOG,81,10,1,0.283539
