KCRDKL,1,100,2,100,1,0.008957,0.008362,0.000395
KCOGL,1,100,2,100,1,0.003702,0.003376,0.000211
KCRDKL,1,100,2,200,1,0.003267,0.002927,0.000232
KCOGL,1,100,2,200,1,0.003483,0.002753,0.000631
KCRDKL,1,100,2,300,1,0.004737,0.004269,0.000324
KCOGL,1,100,2,300,1,0.002966,0.002524,0.000332
KCRDKL,1,100,2,400,1,0.002937,0.002436,0.000398
KCOGL,1,100,2,400,1,0.00351,0.00295,0.000456
KCRDKL,1,100,2,500,1,0.003231,0.002641,0.000483
KCOGL,1,100,2,500,1,0.003034,0.002454,0.000474
KCRDKL,1,100,2,600,1,0.004701,0.003813,0.000702
KCOGL,1,100,2,600,1,0.003069,0.002463,0.000519
KCRDKL,1,100,2,700,1,0.003597,0.002965,0.000521
KCOGL,1,100,2,700,1,0.00628,0.005077,0.000985
KCRDKL,1,100,2,800,1,0.005605,0.00447,0.000961
KCOGL,1,100,2,800,1,0.003977,0.003129,0.000699
KCRDKL,1,100,2,900,1,0.003146,0.002476,0.000557
KCOGL,1,100,2,900,1,0.003492,0.002656,0.000738
KCRDKL,1,100,2,1000,1,0.00457,0.003802,0.000648
KCOGL,1,100,2,1000,1,0.003373,0.002434,0.000801
KCRDKL,1,100,2,1100,1,0.003496,0.002528,0.000859
KCOGL,1,100,2,1100,1,0.003762,0.002892,0.000771
KCRDKL,1,100,2,1200,1,0.003947,0.003104,0.000725
KCOGL,1,100,2,1200,1,0.004843,0.003763,0.000921
KCRDKL,1,100,2,1300,1,0.003831,0.002994,0.000698
KCOGL,1,100,2,1300,1,0.003461,0.0026,0.00077
KCRDKL,1,100,2,1400,1,0.003609,0.002778,0.000714
KCOGL,1,100,2,1400,1,0.00388,0.002932,0.000837
KCRDKL,11,100,2,100,2,0.013184,0.007597,0.002722
KCOGL,11,100,2,100,2,0.011305,0.005967,0.002707
KCRDKL,11,100,2,200,2,0.012393,0.006735,0.002809
KCOGL,11,100,2,200,2,0.013597,0.007083,0.002962
KCRDKL,11,100,2,300,2,0.013934,0.006559,0.00337
KCOGL,11,100,2,300,2,0.015978,0.008172,0.003666
KCRDKL,11,100,2,400,2,0.017691,0.008801,0.004476
KCOGL,11,100,2,400,2,0.023827,0.011937,0.006243
KCRDKL,11,100,2,500,2,0.023237,0.011186,0.006009
KCOGL,11,100,2,500,2,0.016864,0.009756,0.003516
KCRDKL,11,100,2,600,2,0.014305,0.008165,0.00333
KCOGL,11,100,2,600,2,0.012411,0.006455,0.003252
KCRDKL,11,100,2,700,2,0.013441,0.007342,0.003263
KCOGL,11,100,2,700,2,0.013986,0.006798,0.003628
KCRDKL,11,100,2,800,2,0.013899,0.007586,0.003487
KCOGL,11,100,2,800,2,0.013737,0.007035,0.003559
KCRDKL,11,100,2,900,2,0.014612,0.007285,0.00442
KCOGL,11,100,2,900,2,0.017997,0.008795,0.00487
KCRDKL,11,100,2,1000,2,0.016137,0.008397,0.004474
KCOGL,11,100,2,1000,2,0.019883,0.009701,0.005349
KCRDKL,11,100,2,1100,2,0.01959,0.008156,0.006503
KCOGL,11,100,2,1100,2,0.0154,0.007844,0.003885
KCRDKL,11,100,2,1200,2,0.018754,0.008083,0.005313
KCOGL,11,100,2,1200,2,0.015288,0.00775,0.004279
KCRDKL,11,100,2,1300,2,0.014722,0.00794,0.003823
KCOGL,11,100,2,1300,2,0.0146,0.00675,0.004908
KCRDKL,11,100,2,1400,2,0.01487,0.007227,0.004173
KCOGL,11,100,2,1400,2,0.014492,0.006809,0.004827
KCRDKL,21,100,2,100,2,0.030641,0.011387,0.008653
KCOGL,21,100,2,100,2,0.0279,0.010658,0.008202
KCRDKL,21,100,2,200,3,0.042211,0.016261,0.01141
KCOGL,21,100,2,200,3,0.041064,0.014901,0.012331
KCRDKL,21,100,2,300,3,0.048909,0.017768,0.015224
KCOGL,21,100,2,300,3,0.046693,0.017244,0.012727
KCRDKL,21,100,2,400,3,0.046569,0.0169,0.013161
KCOGL,21,100,2,400,3,0.046394,0.016236,0.014847
KCRDKL,21,100,2,500,3,0.045252,0.016089,0.012781
KCOGL,21,100,2,500,3,0.048601,0.018925,0.013531
KCRDKL,21,100,2,600,3,0.04617,0.016763,0.014012
KCOGL,21,100,2,600,3,0.046196,0.015172,0.013957
KCRDKL,21,100,2,700,2,0.032682,0.011702,0.009558
KCOGL,21,100,2,700,3,0.042659,0.015547,0.013742
KCRDKL,21,100,2,800,3,0.045566,0.017135,0.014406
KCOGL,21,100,2,800,3,0.046112,0.017171,0.015456
KCRDKL,21,100,2,900,3,0.047436,0.019596,0.01381
KCOGL,21,100,2,900,3,0.046383,0.016367,0.015565
KCRDKL,21,100,2,1000,3,0.043593,0.016067,0.014091
KCOGL,21,100,2,1000,3,0.043448,0.01502,0.013092
KCRDKL,21,100,2,1100,3,0.044191,0.016711,0.012875
KCOGL,21,100,2,1100,3,0.043682,0.015359,0.013989
KCRDKL,21,100,2,1200,3,0.046188,0.018106,0.013564
KCOGL,21,100,2,1200,3,0.041752,0.014615,0.013517
KCRDKL,21,100,2,1300,3,0.045662,0.017392,0.013782
KCOGL,21,100,2,1300,3,0.042295,0.014902,0.013565
