Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOGL, time_subproblem_KCHOGL
11,100,2,1200,0.008083,0.005313,0.011067,0.003014,0.00775,0.004279
11,100,2,1300,0.00794,0.003823,0.009976,0.002687,0.00675,0.004908
11,100,2,1400,0.007227,0.004173,0.009308,0.002538,0.006809,0.004827
21,100,2,100,0.011387,0.008653,0.014581,0.007735,0.010658,0.008202
21,100,2,200,0.016261,0.01141,0.012873,0.008091,0.014901,0.012331
21,100,2,300,0.017768,0.015224,0.017548,0.009408,0.017244,0.012727
21,100,2,400,0.0169,0.013161,0.014212,0.008275,0.016236,0.014847
21,100,2,500,0.016089,0.012781,0.015722,0.007524,0.018925,0.013531
21,100,2,600,0.016763,0.014012,0.014689,0.007733,0.015172,0.013957
21,100,2,700,0.011702,0.009558,0.015541,0.007949,0.015547,0.013742
21,100,2,800,0.017135,0.014406,0.015304,0.009245,0.017171,0.015456
21,100,2,900,0.019596,0.01381,0.016549,0.010842,0.016367,0.015565
21,100,2,1000,0.016067,0.014091,0.013887,0.010266,0.01502,0.013092
21,100,2,1100,0.016711,0.012875,0.014386,0.007418,0.015359,0.013989
21,100,2,1200,0.018106,0.013564,0.012978,0.009093,0.014615,0.013517
21,100,2,1300,0.017392,0.013782,0.013776,0.007986,0.014902,0.013565
21,100,2,1400,0.01757,0.014293,0.01354,0.008789,0.014825,0.014113
31,100,2,100,0.017325,0.018653,0.017639,0.017881,0.016196,0.020264
31,100,2,200,0.014336,0.017799,0.017636,0.017684,0.018513,0.02193
31,100,2,300,0.016205,0.019508,0.017916,0.018589,0.014718,0.02147
31,100,2,400,0.015177,0.020419,0.018443,0.017335,0.014925,0.020821
31,100,2,500,0.014902,0.020866,0.017768,0.018378,0.014775,0.021022
31,100,2,600,0.014874,0.019363,0.017707,0.015951,0.014659,0.018464
31,100,2,700,0.014995,0.019368,0.017417,0.015597,0.014505,0.019817
31,100,2,800,0.0148,0.018772,0.018111,0.015216,0.015819,0.020069
31,100,2,900,0.014798,0.018198,0.018331,0.016974,0.014934,0.019933
31,100,2,1000,0.015425,0.018012,0.017736,0.015615,0.014731,0.021082
31,100,2,1100,0.014384,0.017852,0.017975,0.015692,0.016414,0.02118
31,100,2,1200,0.015169,0.020609,0.017367,0.016769,0.014848,0.020598
31,100,2,1300,0.014649,0.021985,0.017512,0.017194,0.015899,0.023117
31,100,2,1400,0.015031,0.021578,0.017781,0.018285,0.016091,0.023273
41,100,2,100,0.022186,0.032785,0.024816,0.032275,0.023993,0.035435
41,100,2,200,0.022177,0.038815,0.026305,0.030115,0.030751,0.044231
41,100,2,300,0.030595,0.045139,0.024979,0.03021,0.030969,0.045389
41,100,2,400,0.030808,0.048799,0.02527,0.029603,0.029749,0.04196
41,100,2,500,0.029668,0.046042,0.024336,0.029568,0.02957,0.043857
41,100,2,600,0.030617,0.04346,0.025595,0.029004,0.029782,0.042916
41,100,2,700,0.029913,0.045781,0.024436,0.028245,0.030241,0.045672
41,100,2,800,0.029528,0.044113,0.024752,0.027778,0.031061,0.04401
41,100,2,900,0.030366,0.04422,0.044261,0.050004,0.02911,0.046117
41,100,2,1000,0.030598,0.04529,0.025217,0.028614,0.030371,0.045052
41,100,2,1100,0.02952,0.045249,0.024916,0.028986,0.029562,0.043138
41,100,2,1200,0.029801,0.045979,0.024982,0.029019,0.030018,0.044544
41,100,2,1300,0.030814,0.044859,0.025226,0.028607,0.030256,0.044823
41,100,2,1400,0.030158,0.044241,0.026007,0.028318,0.02954,0.046259
51,100,2,100,0.029522,0.048502,0.031715,0.043225,0.029944,0.04657
51,100,2,200,0.029301,0.047149,0.031918,0.041897,0.029449,0.044783
51,100,2,300,0.028999,0.047454,0.031777,0.042965,0.029261,0.046072
51,100,2,400,0.029044,0.046687,0.031923,0.042704,0.030057,0.045947
51,100,2,500,0.028964,0.04767,0.031904,0.042556,0.030604,0.046897
51,100,2,600,0.030352,0.046717,0.03258,0.043635,0.029185,0.046159
51,100,2,700,0.029474,0.049016,0.031455,0.042206,0.029984,0.047191
51,100,2,800,0.029714,0.047257,0.03445,0.043326,0.029928,0.048712
51,100,2,900,0.029787,0.050458,0.034389,0.045238,0.030415,0.047912
51,100,2,1000,0.031821,0.050093,0.032922,0.04413,0.030943,0.050413
51,100,2,1100,0.031135,0.047851,0.031887,0.041131,0.030097,0.047283
51,100,2,1200,0.030673,0.049169,0.031688,0.043695,0.029909,0.047757
51,100,2,1300,0.030402,0.048448,0.034062,0.042629,0.030943,0.046465
51,100,2,1400,0.030821,0.049244,0.031746,0.042944,0.029968,0.048324
61,100,2,100,0.037934,0.064281,0.04092,0.059434,0.037475,0.064728
61,100,2,200,0.038075,0.064122,0.041608,0.059134,0.037732,0.064093
61,100,2,300,0.038718,0.06409,0.041586,0.059188,0.038919,0.063211
61,100,2,400,0.038974,0.064111,0.040475,0.058746,0.037867,0.063953
61,100,2,500,0.039889,0.064375,0.041317,0.059053,0.037844,0.063445
61,100,2,600,0.038802,0.064348,0.040787,0.058778,0.037959,0.064454
61,100,2,700,0.039599,0.064404,0.040678,0.059274,0.037665,0.063416
61,100,2,800,0.039541,0.064744,0.041518,0.058776,0.037739,0.065696
61,100,2,900,0.039231,0.064462,0.053892,0.06473,0.037499,0.065058
61,100,2,1000,0.038391,0.065112,0.041352,0.06099,0.037643,0.065318
61,100,2,1100,0.039508,0.065882,0.042131,0.058752,0.037351,0.065266
61,100,2,1200,0.038773,0.065622,0.04203,0.059552,0.037376,0.063682
61,100,2,1300,0.060585,0.087957,0.070601,0.095163,0.047658,0.101106
61,100,2,1400,0.040179,0.069109,0.044124,0.062136,0.053121,0.086266
71,100,2,100,0.067915,0.123543,0.061167,0.098377,0.048932,0.087928
71,100,2,200,0.056842,0.093067,0.060734,0.088249,0.048732,0.083307
71,100,2,300,0.048395,0.084644,0.051548,0.081212,0.060301,0.08909
71,100,2,400,0.072357,0.110941,0.072341,0.081737,0.051328,0.101593
71,100,2,500,0.049335,0.084944,0.05095,0.079125,0.048272,0.08597
71,100,2,600,0.047979,0.084649,0.052147,0.078406,0.048429,0.083746
71,100,2,700,0.048915,0.086067,0.050934,0.078349,0.048199,0.084236
71,100,2,800,0.04881,0.086044,0.050994,0.078024,0.04806,0.085635
71,100,2,900,0.049405,0.085345,0.051185,0.079248,0.049138,0.086482
71,100,2,1000,0.048112,0.085367,0.051343,0.080597,0.048208,0.086067
71,100,2,1100,0.048974,0.084564,0.051559,0.078683,0.049225,0.092114
71,100,2,1200,0.050162,0.085653,0.052922,0.078202,0.048148,0.085069
71,100,2,1300,0.053485,0.084813,0.050678,0.077451,0.049295,0.084864
71,100,2,1400,0.049824,0.085307,0.050974,0.079783,0.048053,0.084967
81,100,2,100,0.060179,0.106449,0.064277,0.100058,0.059398,0.106308
81,100,2,200,0.060225,0.107482,0.063391,0.101105,0.059783,0.108412
81,100,2,300,0.060988,0.107676,0.062557,0.100373,0.06096,0.10683
81,100,2,400,0.060283,0.108129,0.06339,0.099704,0.05956,0.107379
81,100,2,500,0.060284,0.10744,0.062584,0.101254,0.061723,0.120822
81,100,2,600,0.09351,0.134392,0.064449,0.101615,0.059376,0.109005
81,100,2,700,0.060145,0.1087,0.063292,0.100503,0.059664,0.107856
81,100,2,800,0.06036,0.110096,0.062455,0.101988,0.059495,0.110979
81,100,2,900,0.060464,0.10814,0.063231,0.09931,0.059562,0.107478
81,100,2,1000,0.061642,0.108017,0.063113,0.099736,0.060729,0.107589
81,100,2,1100,0.060596,0.110637,0.063192,0.100107,0.059226,0.108471
81,100,2,1200,0.059627,0.109265,0.062781,0.100709,0.059434,0.109263
81,100,2,1300,0.060903,0.109724,0.063101,0.100899,0.059458,0.109142
81,100,2,1400,0.060508,0.110068,0.063137,0.100304,0.073667,0.10896
91,100,2,100,0.072036,0.133789,0.077406,0.125179,0.071376,0.132196
91,100,2,200,0.073767,0.133316,0.074694,0.126158,0.072668,0.132144
91,100,2,300,0.072754,0.134868,0.074625,0.126062,0.071828,0.132731
91,100,2,400,0.072339,0.134465,0.07476,0.124557,0.071872,0.133752
91,100,2,500,0.073164,0.135264,0.075856,0.134656,0.073213,0.134001
91,100,2,600,0.072759,0.138852,0.075086,0.124909,0.072936,0.133709
91,100,2,700,0.072979,0.134642,0.074402,0.124136,0.073138,0.133355
91,100,2,800,0.071627,0.132208,0.074067,0.12215,0.071437,0.132173
91,100,2,900,0.072884,0.13412,0.074204,0.124192,0.072456,0.133482
91,100,2,1000,0.073506,0.134134,0.075244,0.123115,0.071402,0.13264
91,100,2,1100,0.07285,0.133906,0.077564,0.128623,0.073341,0.134132
91,100,2,1200,0.073211,0.139182,0.074516,0.125021,0.071314,0.135904
91,100,2,1300,0.072147,0.135366,0.074373,0.124995,0.071325,0.13491
91,100,2,1400,0.072901,0.13707,0.076483,0.125002,0.071428,0.134735
101,100,2,100,0.085926,0.161278,0.08859,0.149448,0.085066,0.160428
101,100,2,200,0.087206,0.162392,0.088628,0.15083,0.085385,0.163943
101,100,2,300,0.086147,0.163116,0.08856,0.14948,0.085201,0.162135
101,100,2,400,0.086058,0.164942,0.088456,0.149346,0.085101,0.16107
101,100,2,500,0.086987,0.162338,0.087926,0.149868,0.085157,0.161247
101,100,2,600,0.086074,0.163295,0.087969,0.149312,0.085038,0.161438
101,100,2,700,0.086332,0.164845,0.087816,0.150798,0.086845,0.160554
101,100,2,800,0.086011,0.163244,0.08859,0.150934,0.086265,0.161367
101,100,2,900,0.086249,0.162721,0.089592,0.149562,0.086259,0.161804
101,100,2,1000,0.08717,0.162295,0.087822,0.149716,0.085033,0.164434
101,100,2,1100,0.088264,0.193674,0.120019,0.202935,0.098937,0.194597
101,100,2,1200,0.12315,0.18704,0.108269,0.159418,0.098095,0.175977
101,100,2,1300,0.088721,0.166107,0.096483,0.160544,0.107588,0.205604
101,100,2,1400,0.092076,0.174794,0.090348,0.156345,0.086336,0.165231
1,100,2,100,0.004331,0.000352,0.004675,0.000157,0.004359,0.000344
1,100,2,200,0.005202,0.000461,0.004644,0.000158,0.003941,0.00041
1,100,2,300,0.004534,0.000397,0.004692,0.000156,0.005347,0.000692
1,100,2,400,0.004434,0.000534,0.004572,0.000172,0.005209,0.000712
1,100,2,500,0.005297,0.000678,0.005829,0.000223,0.004222,0.000587
1,100,2,600,0.00602,0.000651,0.004747,0.000188,0.004484,0.000731
1,100,2,700,0.005848,0.000799,0.005282,0.000235,0.005068,0.000827
1,100,2,800,0.004606,0.000698,0.005292,0.000166,0.004783,0.000935
1,100,2,900,0.00445,0.000729,0.004925,0.000169,0.004265,0.000812
1,100,2,1000,0.004636,0.000777,0.004859,0.000162,0.004482,0.000862
1,100,2,1100,0.004795,0.000812,0.004853,0.000159,0.004245,0.000993
1,100,2,1200,0.004661,0.000851,0.004911,0.000163,0.004407,0.000983
1,100,2,1300,0.004778,0.000949,0.004768,0.000159,0.004221,0.001034
1,100,2,1400,0.004317,0.000985,0.004635,0.000168,0.00437,0.001068
11,100,2,100,0.004512,0.001717,0.005656,0.001611,0.004398,0.001688
11,100,2,200,0.00478,0.00197,0.005005,0.001525,0.005425,0.00196
11,100,2,300,0.004419,0.001963,0.005981,0.001577,0.005141,0.002446
11,100,2,400,0.004877,0.001917,0.006114,0.001579,0.004408,0.001879
11,100,2,500,0.005398,0.002178,0.005203,0.001528,0.005909,0.002171
11,100,2,600,0.004685,0.002514,0.005518,0.001618,0.004772,0.00233
11,100,2,700,0.005226,0.002136,0.006562,0.001647,0.004372,0.001993
11,100,2,800,0.005013,0.002633,0.005074,0.001494,0.005314,0.002298
11,100,2,900,0.005499,0.002752,0.005453,0.001484,0.005427,0.002291
11,100,2,1000,0.004503,0.002074,0.005449,0.00211,0.004344,0.002191
11,100,2,1100,0.005962,0.002142,0.005531,0.001797,0.004734,0.002283
11,100,2,1200,0.006299,0.002285,0.005075,0.001493,0.004938,0.002475
11,100,2,1300,0.004731,0.002234,0.005833,0.002055,0.005303,0.002782
11,100,2,1400,0.004749,0.002288,0.005779,0.001709,0.004369,0.002325
21,100,2,100,0.008104,0.005276,0.007494,0.005808,0.00799,0.005257
21,100,2,200,0.007715,0.005234,0.007509,0.00458,0.006975,0.005493
21,100,2,300,0.00823,0.005837,0.007486,0.005729,0.007274,0.005759
21,100,2,400,0.007637,0.005497,0.007551,0.004651,0.007059,0.006134
21,100,2,500,0.007811,0.00625,0.007624,0.005303,0.007583,0.005721
21,100,2,600,0.007682,0.005746,0.007478,0.004569,0.006658,0.006494
21,100,2,700,0.008253,0.007265,0.008262,0.004853,0.007389,0.005893
21,100,2,800,0.007096,0.00682,0.007918,0.004936,0.007375,0.007592
21,100,2,900,0.008343,0.007147,0.007446,0.004611,0.006902,0.00697
21,100,2,1000,0.007567,0.006594,0.007403,0.005721,0.007789,0.006683
21,100,2,1100,0.006906,0.007826,0.007696,0.005026,0.007901,0.007722
21,100,2,1200,0.007614,0.006783,0.008052,0.004663,0.00674,0.006459
21,100,2,1300,0.007055,0.008755,0.007413,0.005651,0.007753,0.006845
21,100,2,1400,0.007068,0.006788,0.00749,0.005232,0.007871,0.008255
31,100,2,100,0.010736,0.011805,0.010285,0.011159,0.009848,0.012535
31,100,2,200,0.011824,0.01204,0.01082,0.010446,0.011722,0.010834
31,100,2,300,0.012188,0.011423,0.010913,0.009563,0.010232,0.010929
31,100,2,400,0.012064,0.012491,0.010453,0.011047,0.010167,0.01286
31,100,2,500,0.010554,0.012174,0.01215,0.009681,0.010691,0.011617
31,100,2,600,0.012334,0.01134,0.010838,0.010032,0.009842,0.011919
31,100,2,700,0.010647,0.012499,0.011032,0.010749,0.009969,0.01285
31,100,2,800,0.012539,0.012421,0.011538,0.009549,0.010066,0.012391
31,100,2,900,0.01006,0.012796,0.010803,0.011069,0.009836,0.013098
31,100,2,1000,0.011846,0.012485,0.011232,0.009581,0.010499,0.012271
31,100,2,1100,0.010437,0.012596,0.010385,0.011769,0.010288,0.01354
31,100,2,1200,0.010545,0.013664,0.010859,0.009585,0.010432,0.012505
31,100,2,1300,0.010428,0.013338,0.011052,0.010966,0.00986,0.014756
31,100,2,1400,0.011,0.012579,0.010919,0.009769,0.01001,0.013912
41,100,2,100,0.014958,0.021871,0.016391,0.018897,0.014352,0.022666
41,100,2,200,0.01501,0.019427,0.015056,0.019585,0.015932,0.021585
41,100,2,300,0.014906,0.021595,0.016582,0.018702,0.015695,0.023375
41,100,2,400,0.015762,0.02022,0.015101,0.018632,0.015235,0.021573
41,100,2,500,0.016094,0.020531,0.014892,0.018149,0.015034,0.020517
41,100,2,600,0.014748,0.020793,0.015718,0.018357,0.015159,0.021608
41,100,2,700,0.016357,0.021178,0.015786,0.017946,0.020046,0.033469
41,100,2,800,0.023239,0.029436,0.016776,0.019274,0.015366,0.023182
41,100,2,900,0.014771,0.022323,0.016659,0.018521,0.01589,0.022188
41,100,2,1000,0.015877,0.022157,0.015919,0.018919,0.015297,0.021966
41,100,2,1100,0.015543,0.022337,0.016403,0.01825,0.015143,0.023012
41,100,2,1200,0.015829,0.021355,0.015667,0.01908,0.015851,0.022022
41,100,2,1300,0.015005,0.021932,0.015559,0.017947,0.015117,0.023169
41,100,2,1400,0.015534,0.021738,0.015866,0.018674,0.014784,0.024381
51,100,2,100,0.02006,0.029634,0.02001,0.026894,0.019293,0.029546
51,100,2,200,0.020658,0.029942,0.021167,0.026972,0.020434,0.02899
51,100,2,300,0.020659,0.030262,0.020854,0.026867,0.020081,0.029212
51,100,2,400,0.020758,0.029957,0.020563,0.026772,0.021497,0.029482
51,100,2,500,0.019605,0.02937,0.020227,0.027032,0.019524,0.030522
51,100,2,600,0.019482,0.030536,0.01988,0.027318,0.019253,0.030413
51,100,2,700,0.019426,0.030994,0.020141,0.02729,0.019458,0.030624
51,100,2,800,0.019865,0.031132,0.020193,0.027944,0.019514,0.030717
51,100,2,900,0.019728,0.031738,0.019895,0.027548,0.019561,0.030704
51,100,2,1000,0.019409,0.031306,0.020548,0.027917,0.019924,0.030679
51,100,2,1100,0.019834,0.030963,0.019823,0.0272,0.019159,0.030901
51,100,2,1200,0.019373,0.031153,0.01974,0.027135,0.019277,0.031006
51,100,2,1300,0.019711,0.032063,0.019992,0.02711,0.019112,0.031042
51,100,2,1400,0.019512,0.030983,0.020268,0.027374,0.020639,0.031607
61,100,2,100,0.025699,0.041641,0.027528,0.038296,0.025335,0.040212
61,100,2,200,0.025831,0.041123,0.026876,0.037415,0.025349,0.040327
61,100,2,300,0.025932,0.041614,0.027571,0.037628,0.025422,0.041017
61,100,2,400,0.025486,0.041588,0.02718,0.037844,0.025313,0.041266
61,100,2,500,0.025992,0.041526,0.026912,0.037548,0.025601,0.041131
61,100,2,600,0.026124,0.041736,0.027533,0.037368,0.025187,0.042143
61,100,2,700,0.025745,0.042219,0.027175,0.037618,0.025369,0.041926
61,100,2,800,0.025613,0.041965,0.026881,0.037567,0.025413,0.041248
61,100,2,900,0.025468,0.042418,0.027345,0.037312,0.025218,0.041406
61,100,2,1000,0.025416,0.042431,0.027419,0.037404,0.025297,0.042064
61,100,2,1100,0.025765,0.042166,0.026465,0.037573,0.02554,0.042783
61,100,2,1200,0.02584,0.043889,0.027607,0.037022,0.02521,0.041656
61,100,2,1300,0.025381,0.042978,0.026632,0.037763,0.025356,0.041716
61,100,2,1400,0.02564,0.043016,0.026632,0.037519,0.025716,0.042871
71,100,2,100,0.033119,0.05513,0.033108,0.049786,0.032019,0.053608
71,100,2,200,0.032029,0.055821,0.033498,0.049866,0.032136,0.056589
71,100,2,300,0.032217,0.055545,0.032425,0.049824,0.031866,0.053756
71,100,2,400,0.034449,0.05587,0.032782,0.049635,0.03188,0.053546
71,100,2,500,0.03232,0.057058,0.032698,0.050094,0.032683,0.054795
71,100,2,600,0.032438,0.055539,0.03267,0.050028,0.032128,0.053941
71,100,2,700,0.032593,0.057124,0.032978,0.049488,0.031967,0.056614
71,100,2,800,0.033441,0.056767,0.033668,0.049814,0.031854,0.054507
71,100,2,900,0.032386,0.057663,0.03281,0.049231,0.032149,0.056209
71,100,2,1000,0.03208,0.055887,0.032783,0.049726,0.032236,0.05528
71,100,2,1100,0.032411,0.058893,0.03294,0.050526,0.032165,0.056136
71,100,2,1200,0.032711,0.056695,0.032812,0.050602,0.032373,0.056756
71,100,2,1300,0.03236,0.057515,0.032942,0.049322,0.031974,0.056066
71,100,2,1400,0.032959,0.056368,0.032585,0.051319,0.032279,0.056584
81,100,2,100,0.041288,0.070135,0.040459,0.064014,0.040218,0.068757
81,100,2,200,0.040707,0.069266,0.040263,0.064819,0.039649,0.068868
81,100,2,300,0.04151,0.069427,0.040237,0.0649,0.039707,0.068688
81,100,2,400,0.040869,0.070179,0.040229,0.06446,0.039755,0.069295
81,100,2,500,0.040102,0.070888,0.041731,0.0636,0.039519,0.069551
81,100,2,600,0.040524,0.068966,0.039968,0.064278,0.039431,0.069082
81,100,2,700,0.041406,0.072231,0.040243,0.064223,0.039775,0.070123
81,100,2,800,0.04018,0.069843,0.040297,0.065586,0.041284,0.069862
81,100,2,900,0.041164,0.079089,0.04053,0.067661,0.039486,0.070242
81,100,2,1000,0.040422,0.070222,0.041673,0.065208,0.040009,0.071625
81,100,2,1100,0.041245,0.070195,0.040183,0.065247,0.039669,0.070681
81,100,2,1200,0.040423,0.071407,0.040948,0.065766,0.039653,0.070801
81,100,2,1300,0.041179,0.071032,0.040196,0.06505,0.040485,0.071408
81,100,2,1400,0.040466,0.071803,0.040354,0.065512,0.039844,0.073151
91,100,2,100,0.049608,0.086507,0.049084,0.079315,0.048397,0.08717
91,100,2,200,0.05006,0.088087,0.048519,0.078728,0.04938,0.085067
91,100,2,300,0.04884,0.086802,0.049976,0.07898,0.048008,0.085893
91,100,2,400,0.049223,0.086369,0.049226,0.080451,0.048249,0.086366
91,100,2,500,0.048989,0.087883,0.048769,0.078604,0.048243,0.086653
91,100,2,600,0.050337,0.088432,0.048965,0.079818,0.048394,0.087435
91,100,2,700,0.049643,0.086752,0.048894,0.079909,0.048277,0.086762
91,100,2,800,0.048964,0.088183,0.049012,0.079078,0.049053,0.086165
91,100,2,900,0.04891,0.087804,0.049849,0.079574,0.048203,0.087171
91,100,2,1000,0.049268,0.088423,0.048659,0.079989,0.048159,0.087066
91,100,2,1100,0.049427,0.088236,0.048842,0.079623,0.048227,0.087696
91,100,2,1200,0.048736,0.088562,0.049352,0.079222,0.048264,0.087203
91,100,2,1300,0.049203,0.089271,0.059238,0.079552,0.048373,0.089634
91,100,2,1400,0.049515,0.089086,0.048648,0.078654,0.048201,0.087774
101,100,2,100,0.058453,0.106339,0.058641,0.097198,0.05786,0.104782
101,100,2,200,0.058866,0.10608,0.060242,0.096613,0.057562,0.1047
101,100,2,300,0.058372,0.106764,0.067582,0.100112,0.056992,0.10518
101,100,2,400,0.058029,0.105523,0.05768,0.095989,0.057035,0.104014
101,100,2,500,0.057799,0.10489,0.058971,0.095344,0.056602,0.103778
101,100,2,600,0.057385,0.104948,0.058118,0.095815,0.056852,0.104173
101,100,2,700,0.05777,0.105502,0.057813,0.097296,0.056972,0.10441
101,100,2,800,0.057618,0.106221,0.058978,0.097352,0.056795,0.105131
101,100,2,900,0.057998,0.106401,0.059112,0.095509,0.056909,0.105163
101,100,2,1000,0.058686,0.10732,0.058001,0.096036,0.058533,0.105173
101,100,2,1100,0.058054,0.106818,0.057557,0.097779,0.057011,0.105426
101,100,2,1200,0.057989,0.108681,0.057532,0.095927,0.05809,0.107416
101,100,2,1300,0.058753,0.107729,0.057844,0.098665,0.056986,0.10617
101,100,2,1400,0.057705,0.107205,0.058072,0.098842,0.056886,0.106436
1,100,2,100,0.002771,0.000317,0.003456,0.000118,0.002671,0.00023
1,100,2,200,0.002487,0.000304,0.004318,0.000124,0.002778,0.000326
1,100,2,300,0.003433,0.00052,0.003797,0.000114,0.002516,0.00034
1,100,2,400,0.002482,0.000348,0.003901,0.000209,0.003415,0.000469
1,100,2,500,0.002754,0.000384,0.003399,0.000108,0.002486,0.000447
1,100,2,600,0.004031,0.000824,0.003953,0.000146,0.002566,0.000489
1,100,2,700,0.00286,0.000632,0.00491,0.000214,0.002861,0.000633
1,100,2,800,0.002602,0.00055,0.003436,0.000102,0.003083,0.000817
1,100,2,900,0.003941,0.000642,0.003413,0.000103,0.002559,0.000658
1,100,2,1000,0.002625,0.000941,0.004624,0.000168,0.002667,0.000715
1,100,2,1100,0.002601,0.000694,0.003567,0.000138,0.00444,0.001065
1,100,2,1200,0.002951,0.00073,0.003517,0.000104,0.002599,0.001687
1,100,2,1300,0.003249,0.001039,0.003441,0.000112,0.002612,0.000885
1,100,2,1400,0.002734,0.001393,0.004422,0.000183,0.002719,0.000973
11,100,2,100,0.003792,0.001733,0.005552,0.001547,0.003823,0.002563
11,100,2,200,0.004126,0.001778,0.005571,0.002228,0.004015,0.001703
11,100,2,300,0.004153,0.002089,0.004778,0.001481,0.004361,0.002231
11,100,2,400,0.00394,0.001825,0.005203,0.002048,0.00472,0.001791
11,100,2,500,0.005411,0.002006,0.004624,0.001496,0.004551,0.002277
11,100,2,600,0.003771,0.001925,0.00528,0.001582,0.003869,0.001917
11,100,2,700,0.004748,0.002789,0.00459,0.001496,0.004366,0.002301
11,100,2,800,0.003827,0.001971,0.005739,0.001654,0.003819,0.002126
11,100,2,900,0.005064,0.002231,0.004671,0.0015,0.004711,0.002438
11,100,2,1000,0.003802,0.002119,0.005435,0.001547,0.004019,0.003405
11,100,2,1100,0.003977,0.002338,0.005217,0.001956,0.00393,0.002304
11,100,2,1200,0.005095,0.002513,0.00484,0.001502,0.004422,0.002487
11,100,2,1300,0.003918,0.002308,0.005209,0.001706,0.003875,0.002439
11,100,2,1400,0.004331,0.002861,0.004618,0.001516,0.004656,0.002986
21,100,2,100,0.006662,0.005306,0.007403,0.004692,0.007771,0.005926
21,100,2,200,0.00669,0.005109,0.00732,0.005337,0.006585,0.005629
21,100,2,300,0.008147,0.005246,0.007014,0.00459,0.006699,0.005049
21,100,2,400,0.005992,0.005125,0.007063,0.005119,0.006611,0.00572
21,100,2,500,0.007416,0.006037,0.007288,0.005694,0.007003,0.006035
21,100,2,600,0.00661,0.005317,0.007286,0.004573,0.006079,0.005687
21,100,2,700,0.007023,0.006092,0.008187,0.00467,0.006609,0.005905
21,100,2,800,0.006667,0.006429,0.008293,0.004651,0.00646,0.005434
21,100,2,900,0.006795,0.005545,0.00701,0.005045,0.006628,0.005941
21,100,2,1000,0.007376,0.005741,0.007412,0.006079,0.00775,0.005667
21,100,2,1100,0.007517,0.005621,0.007219,0.004949,0.006445,0.006298
21,100,2,1200,0.007666,0.00623,0.007558,0.005863,0.007222,0.006306
21,100,2,1300,0.007384,0.00564,0.007034,0.005821,0.007499,0.007839
21,100,2,1400,0.007129,0.00656,0.008425,0.004964,0.00649,0.005874
31,100,2,100,0.011374,0.011076,0.010626,0.010289,0.010931,0.011126
31,100,2,200,0.009861,0.012544,0.012094,0.009609,0.010569,0.010848
31,100,2,300,0.011636,0.010788,0.011173,0.009651,0.009786,0.010422
31,100,2,400,0.010135,0.01137,0.010212,0.010892,0.009189,0.012466
31,100,2,500,0.010807,0.012204,0.010201,0.012539,0.010733,0.011068
31,100,2,600,0.010276,0.012047,0.012089,0.009713,0.010645,0.012109
31,100,2,700,0.011821,0.010711,0.010512,0.009512,0.009533,0.010795
31,100,2,800,0.010158,0.012395,0.010544,0.011583,0.009203,0.013047
31,100,2,900,0.009987,0.011762,0.010792,0.010578,0.009296,0.012013
