Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
1,0,0.004735,8e-05,0.002982,9.6e-05,0.002104,0.001231,0.002089,0.000678,0.002081,7.9e-05,0.00288,8.1e-05,0.002109,0.002705,0.002088,0.002185
1,0,0.008783,0.000122,0.002016,9.3e-05,0.001982,0.001299,0.00199,0.000671,0.001987,8e-05,0.001975,8.1e-05,0.001972,0.002091,0.001982,0.001434
1,0,0.009025,0.000141,0.003768,0.000143,0.003629,0.001195,0.003641,0.000606,0.003355,0.000122,0.003611,0.000123,0.0037,0.002935,0.00369,0.001875
1,0,0.009286,0.000123,0.003862,0.000144,0.003235,0.002098,0.003242,0.001141,0.00321,0.000137,0.003913,0.000124,0.003252,0.004297,0.00322,0.003375
1,0,0.00927,0.000124,0.001889,9.4e-05,0.001863,0.001001,0.001857,0.000579,0.001856,8e-05,0.001862,7.9e-05,0.001851,0.002467,0.001857,0.002061
1,20,0.009347,0.000121,0.002119,9.4e-05,0.002088,0.001096,0.002089,0.000612,0.002075,8.4e-05,0.002077,8.1e-05,0.002074,0.002567,0.002086,0.00212
1,20,0.009401,0.000123,0.002094,9.4e-05,0.00207,0.001228,0.002074,0.000683,0.002066,8e-05,0.002054,8e-05,0.002073,0.002692,0.002065,0.00217
1,20,0.009454,0.000123,0.003986,0.000144,0.003194,0.001665,0.00318,0.000939,0.003166,0.000129,0.003981,0.000125,0.003194,0.00387,0.003191,0.003217
1,20,0.008072,0.000122,0.00196,9.4e-05,0.001931,0.001092,0.001926,0.000618,0.00192,7.7e-05,0.00192,8.1e-05,0.001927,0.00255,0.001934,0.002121
1,20,0.0091,0.000128,0.003771,0.000144,0.003202,0.00157,0.003682,0.000864,0.003182,0.000129,0.003791,0.000126,0.003201,0.0038,0.003696,0.002847
1,20,0.008582,0.000122,0.002105,9.3e-05,0.002074,0.000665,0.002085,0.000372,0.002079,8.8e-05,0.002087,8e-05,0.002064,0.00148,0.002075,0.001147
1,20,0.008502,0.000121,0.001947,9.3e-05,0.001915,0.000991,0.001926,0.000529,0.001921,7.9e-05,0.001896,8.5e-05,0.001896,0.002469,0.001923,0.001787
1,20,0.004161,8.1e-05,0.002942,9.4e-05,0.001936,0.00109,0.001902,0.000613,0.001891,7.8e-05,0.002334,8e-05,0.001921,0.002552,0.001911,0.002127
1,20,0.017148,0.000173,0.002796,9.5e-05,0.005213,0.002315,0.005209,0.001293,0.005193,0.000163,0.004316,0.000125,0.005217,0.005258,0.005227,0.004283
1,20,0.003974,8.7e-05,0.003162,0.000101,0.002149,0.001106,0.002126,0.000623,0.002085,7.9e-05,0.002725,8e-05,0.002136,0.002602,0.002145,0.002128
1,20,0.004441,8.1e-05,0.00293,9.6e-05,0.00216,0.001183,0.002147,0.00065,0.002063,8e-05,0.002841,8e-05,0.002155,0.002659,0.002147,0.002131
1,20,0.016324,0.000163,0.003827,0.000144,0.003757,0.001709,0.003705,0.000847,0.004839,0.000168,0.003758,0.000123,0.0038,0.003895,0.003806,0.002599
1,20,0.009639,0.000122,0.002126,9.3e-05,0.002071,0.001154,0.002083,0.000517,0.002075,8.1e-05,0.002056,8.1e-05,0.002062,0.002634,0.00207,0.001513
1,20,0.008855,0.000122,0.001953,9.5e-05,0.001919,0.001037,0.001926,0.000587,0.001916,8e-05,0.001893,8.6e-05,0.001913,0.00251,0.001925,0.002084
1,20,0.003937,8.1e-05,0.003131,0.000101,0.002139,0.001194,0.002128,0.000668,0.002115,8e-05,0.002871,8.1e-05,0.002131,0.002681,0.002135,0.002165
1,20,0.004738,8.1e-05,0.002949,9.5e-05,0.002094,0.00124,0.002067,0.000684,0.002056,7.9e-05,0.002855,8.8e-05,0.002096,0.002719,0.002076,0.002169
1,20,0.008704,0.000122,0.001997,9.3e-05,0.001971,0.001292,0.001974,0.000679,0.001962,7.9e-05,0.001953,8e-05,0.001955,0.002063,0.001959,0.001426
1,20,0.008999,0.000122,0.003745,0.000151,0.003706,0.001178,0.003645,0.0006,0.003334,0.000123,0.00359,0.00013,0.00365,0.002929,0.003666,0.001868
1,20,0.009295,0.000123,0.003859,0.000145,0.003223,0.002079,0.003204,0.00116,0.003193,0.000123,0.00391,0.000126,0.003207,0.004311,0.003211,0.003357
1,20,0.009208,0.000123,0.001885,9.3e-05,0.001851,0.001006,0.001852,0.00057,0.001834,8e-05,0.001828,8e-05,0.001838,0.002469,0.001846,0.002061
1,40,0.00931,0.000123,0.002098,9.4e-05,0.002074,0.001091,0.002083,0.000638,0.002073,8.7e-05,0.002058,8e-05,0.002074,0.002582,0.002069,0.002111
1,40,0.009347,0.000128,0.002081,9.4e-05,0.002076,0.001214,0.002058,0.000681,0.002051,8.1e-05,0.002045,8.3e-05,0.002055,0.002687,0.002065,0.002169
1,40,0.009391,0.000122,0.003977,0.000152,0.003183,0.001656,0.003155,0.000932,0.003147,0.000122,0.003957,0.000128,0.003182,0.003846,0.003174,0.003169
1,40,0.008005,0.000124,0.001951,9.4e-05,0.001919,0.001073,0.001925,0.000615,0.001914,8e-05,0.001904,8.1e-05,0.001919,0.002556,0.001922,0.002095
1,40,0.00909,0.000121,0.003748,0.000144,0.003161,0.001579,0.003693,0.000854,0.003151,0.000122,0.003778,0.000124,0.003175,0.003776,0.00366,0.002837
1,40,0.008572,0.000122,0.002098,9.3e-05,0.002067,0.000658,0.002083,0.00037,0.002067,7.9e-05,0.002053,8.1e-05,0.002056,0.001483,0.002089,0.001154
1,40,0.008491,0.000121,0.001937,9.3e-05,0.00191,0.000982,0.001916,0.000512,0.001905,8e-05,0.001884,8e-05,0.001897,0.002461,0.001909,0.001783
1,40,0.004143,8e-05,0.002951,9.6e-05,0.001917,0.001089,0.001896,0.000614,0.001883,7.9e-05,0.002312,8.2e-05,0.001913,0.002551,0.001895,0.002102
1,40,0.017224,0.000163,0.002788,9.5e-05,0.005193,0.002301,0.005199,0.001279,0.005188,0.000172,0.004267,0.000131,0.005202,0.005252,0.005208,0.004297
1,40,0.003976,8.1e-05,0.003172,9.4e-05,0.002103,0.001121,0.002135,0.00063,0.002106,7.8e-05,0.002741,8.1e-05,0.00213,0.002593,0.002148,0.00211
1,40,0.004436,8.1e-05,0.002929,9.5e-05,0.00214,0.001181,0.002165,0.000651,0.002062,7.9e-05,0.002832,8.1e-05,0.002146,0.002642,0.002143,0.002134
1,40,0.016231,0.000168,0.003825,0.000154,0.003709,0.001725,0.00381,0.000851,0.00484,0.000166,0.003768,0.000125,0.003798,0.003915,0.003802,0.002606
1,40,0.009677,0.00013,0.002094,9.5e-05,0.002072,0.001136,0.002073,0.000519,0.002063,7.9e-05,0.00205,8e-05,0.002061,0.002613,0.00207,0.001518
1,40,0.008856,0.000119,0.001946,9.4e-05,0.001918,0.001055,0.001931,0.00059,0.001901,7.8e-05,0.001902,7.9e-05,0.001906,0.002519,0.001922,0.002086
1,40,0.00396,8e-05,0.003133,9.9e-05,0.00214,0.001193,0.002141,0.00068,0.002117,7.9e-05,0.002882,8.2e-05,0.002141,0.002679,0.002145,0.002181
1,40,0.004733,8.1e-05,0.002947,9.6e-05,0.002107,0.001223,0.002079,0.000699,0.00207,8e-05,0.002935,8.2e-05,0.002103,0.002679,0.002081,0.002171
1,40,0.008702,0.00012,0.002006,9.3e-05,0.001975,0.001305,0.001978,0.00068,0.001972,8e-05,0.001955,8e-05,0.001964,0.002076,0.001968,0.001464
1,40,0.009024,0.000122,0.003743,0.000146,0.003671,0.00118,0.003695,0.000592,0.003334,0.000122,0.003591,0.000124,0.003661,0.002934,0.00368,0.001866
1,40,0.009316,0.000128,0.003863,0.000145,0.003219,0.002055,0.003207,0.001134,0.003206,0.000122,0.003898,0.000125,0.003223,0.004298,0.00321,0.003396
1,40,0.009231,0.000123,0.001874,0.000102,0.001839,0.000996,0.001848,0.000598,0.001839,7.9e-05,0.001824,8e-05,0.001833,0.002469,0.00184,0.002069
1,60,0.009383,0.000123,0.002101,9.4e-05,0.002078,0.001116,0.002078,0.000623,0.002073,8e-05,0.002062,8e-05,0.002078,0.00257,0.002077,0.002108
1,60,0.009365,0.000122,0.002081,9.4e-05,0.002066,0.001219,0.00206,0.00067,0.002051,8.5e-05,0.002038,8e-05,0.002046,0.002702,0.002057,0.002172
1,60,0.009477,0.000119,0.003997,0.000146,0.003184,0.001658,0.003167,0.00093,0.003171,0.000121,0.003962,0.000124,0.003197,0.00386,0.003176,0.003184
1,60,0.008016,0.000123,0.001948,9.5e-05,0.001927,0.001068,0.00192,0.000602,0.001912,7.9e-05,0.001899,8e-05,0.001904,0.002572,0.001955,0.0021
1,60,0.009094,0.000119,0.00375,0.000143,0.003179,0.00157,0.003638,0.000845,0.003156,0.00012,0.003788,0.00013,0.003174,0.003793,0.003676,0.002834
1,60,0.008605,0.000122,0.002126,9.4e-05,0.002078,0.000661,0.002089,0.000373,0.002095,7.8e-05,0.002089,8e-05,0.002085,0.001492,0.002088,0.001148
1,60,0.008533,0.000121,0.001948,9.3e-05,0.001921,0.000992,0.001922,0.00052,0.001911,7.8e-05,0.001913,8e-05,0.001908,0.002473,0.001945,0.001797
1,60,0.004148,7.9e-05,0.002959,9.6e-05,0.00193,0.001092,0.001912,0.000612,0.001899,7.8e-05,0.002325,7.9e-05,0.001928,0.002558,0.001906,0.002105
1,60,0.017169,0.000161,0.002809,9.8e-05,0.005216,0.002313,0.00521,0.001306,0.005205,0.000165,0.004311,0.000124,0.005297,0.005302,0.005221,0.004309
1,60,0.004005,8.1e-05,0.003207,9.5e-05,0.00214,0.00114,0.002133,0.000724,0.002102,7.9e-05,0.002756,8.2e-05,0.002144,0.002593,0.002164,0.002152
1,60,0.004448,8.2e-05,0.002958,9.6e-05,0.002101,0.001185,0.002142,0.000683,0.002057,7.9e-05,0.002838,8e-05,0.002157,0.002635,0.002149,0.002142
1,60,0.01631,0.000162,0.003826,0.000144,0.003832,0.001729,0.00386,0.000846,0.004838,0.000164,0.003769,0.000123,0.0038,0.00403,0.003801,0.002592
1,60,0.009754,0.000123,0.002123,9.4e-05,0.002082,0.001167,0.00208,0.000522,0.002074,7.9e-05,0.002058,8.6e-05,0.00207,0.002611,0.002084,0.001524
1,60,0.008871,0.000122,0.001958,0.0001,0.001933,0.001061,0.00193,0.000597,0.001926,7.8e-05,0.001926,8e-05,0.001924,0.002521,0.001937,0.002085
1,60,0.003947,8.1e-05,0.003166,0.000102,0.002154,0.001201,0.002171,0.000674,0.002133,8e-05,0.002889,8.2e-05,0.002151,0.002691,0.002147,0.002207
1,60,0.004807,8.1e-05,0.002988,9.6e-05,0.002112,0.001232,0.002088,0.000686,0.00208,7.8e-05,0.002867,8.2e-05,0.002111,0.002731,0.002093,0.002173
1,60,0.008727,0.000122,0.002011,9.5e-05,0.002016,0.001351,0.001988,0.000668,0.002006,8e-05,0.001962,7.9e-05,0.001974,0.002097,0.001983,0.001428
1,60,0.009038,0.000124,0.00377,0.000145,0.003705,0.001208,0.003638,0.000601,0.003341,0.000122,0.003598,0.000124,0.003671,0.002942,0.003669,0.001877
1,60,0.00931,0.000132,0.003865,0.000143,0.003233,0.002086,0.003227,0.001132,0.003231,0.000122,0.003902,0.000128,0.003237,0.004291,0.003243,0.003372
1,60,0.009234,0.000122,0.00189,9.3e-05,0.001855,0.000999,0.001853,0.000578,0.001837,7.9e-05,0.001829,8.1e-05,0.001849,0.002466,0.001848,0.002056
1,80,0.009328,0.000121,0.002112,9.4e-05,0.002082,0.001128,0.002098,0.000631,0.002073,7.9e-05,0.002077,8.1e-05,0.002098,0.002655,0.002091,0.00212
1,80,0.009384,0.000122,0.002095,9.3e-05,0.002061,0.001219,0.002089,0.000691,0.002053,7.9e-05,0.002083,7.9e-05,0.002062,0.002697,0.002098,0.002171
1,80,0.009441,0.000122,0.00402,0.000143,0.003192,0.001678,0.003168,0.000964,0.003157,0.00012,0.003969,0.000125,0.003188,0.003871,0.003173,0.003189
1,80,0.008055,0.000122,0.001962,9.4e-05,0.001922,0.001089,0.001919,0.000613,0.001938,8e-05,0.001909,8.1e-05,0.001914,0.002625,0.001926,0.0021
1,80,0.009104,0.000122,0.003771,0.000143,0.003189,0.00157,0.00377,0.000851,0.003174,0.00012,0.0038,0.000126,0.003194,0.003783,0.003676,0.002844
1,80,0.008589,0.000124,0.00211,9.3e-05,0.002097,0.000665,0.002073,0.000374,0.002087,7.9e-05,0.002078,8e-05,0.002062,0.001494,0.002095,0.001151
1,80,0.008515,0.000122,0.001953,9.3e-05,0.001928,0.000985,0.001937,0.00053,0.001911,7.9e-05,0.001908,8e-05,0.001911,0.002467,0.001914,0.001783
1,80,0.004162,8.6e-05,0.00294,9.5e-05,0.001926,0.001091,0.001916,0.000614,0.001898,8e-05,0.002316,8.9e-05,0.001919,0.002561,0.001911,0.002103
1,80,0.017288,0.000163,0.002796,9.6e-05,0.005212,0.002358,0.005229,0.001294,0.005194,0.000172,0.004296,0.000126,0.005246,0.005253,0.005254,0.004275
1,80,0.004011,8.1e-05,0.003171,9.5e-05,0.002143,0.001139,0.00215,0.000635,0.002112,7.9e-05,0.002735,8.1e-05,0.002143,0.002597,0.002166,0.002121
1,80,0.004477,8.1e-05,0.002955,9.6e-05,0.002106,0.001198,0.002159,0.000654,0.002053,8e-05,0.002831,8.8e-05,0.002172,0.002642,0.002148,0.002176
1,80,0.016291,0.000167,0.003855,0.000146,0.004913,0.002236,0.003879,0.000881,0.004887,0.000165,0.0038,0.000127,0.003824,0.003943,0.003817,0.002603
1,80,0.009711,0.000124,0.002119,9.5e-05,0.00209,0.001172,0.002092,0.000526,0.002086,8.1e-05,0.002082,8.2e-05,0.002085,0.002661,0.002097,0.001541
1,80,0.008867,0.000122,0.001956,9.4e-05,0.00194,0.001099,0.001931,0.000609,0.001922,7.9e-05,0.001915,8.1e-05,0.001922,0.002547,0.001934,0.002094
1,80,0.003945,8.2e-05,0.003144,9.6e-05,0.002142,0.001233,0.00215,0.000682,0.002134,8.1e-05,0.002908,8.2e-05,0.002151,0.00269,0.002142,0.00217
1,80,0.004753,8.3e-05,0.002952,0.000101,0.002111,0.001255,0.00208,0.000684,0.002074,8e-05,0.002867,8.3e-05,0.002092,0.002714,0.002077,0.002186
1,80,0.00873,0.000123,0.002002,9.3e-05,0.001968,0.001308,0.00197,0.000673,0.001972,7.9e-05,0.001961,8.1e-05,0.001958,0.002139,0.001972,0.001443
1,80,0.009044,0.000124,0.003756,0.000146,0.0035,0.001206,0.00376,0.00062,0.003352,0.000124,0.003638,0.000123,0.003669,0.002963,0.003682,0.001886
1,80,0.00933,0.00013,0.00386,0.000147,0.003249,0.002094,0.003229,0.001164,0.003219,0.000123,0.003899,0.000128,0.003245,0.00432,0.003235,0.003486
1,80,0.009231,0.000124,0.001891,9.4e-05,0.001852,0.001017,0.001861,0.000579,0.001857,8.1e-05,0.001853,8e-05,0.001842,0.002521,0.001853,0.002068
1,100,0.009355,0.000123,0.002136,9.3e-05,0.002081,0.001109,0.002097,0.000635,0.002119,8.1e-05,0.002104,8.2e-05,0.00208,0.00258,0.002087,0.002127
1,100,0.009419,0.000124,0.002116,9.3e-05,0.002102,0.00125,0.002079,0.000715,0.002092,8.2e-05,0.002081,8.3e-05,0.002095,0.002733,0.00209,0.002197
1,100,0.009472,0.000124,0.004017,0.000146,0.003228,0.001665,0.003198,0.000948,0.003154,0.000124,0.003998,0.000128,0.0032,0.003925,0.003189,0.003199
1,100,0.008072,0.00013,0.001965,9.5e-05,0.001931,0.001129,0.001931,0.000646,0.001923,8.7e-05,0.001916,8.2e-05,0.001923,0.002571,0.001927,0.002112
1,100,0.009105,0.000123,0.00378,0.000144,0.003776,0.001512,0.00376,0.000869,0.003215,0.000124,0.003818,0.000126,0.003725,0.003487,0.003702,0.002867
1,100,0.008595,0.000122,0.002137,9.4e-05,0.0021,0.000665,0.002108,0.000391,0.002106,8.1e-05,0.002084,8.2e-05,0.002089,0.001405,0.002126,0.001155
1,100,0.008528,0.000123,0.001955,9.3e-05,0.001927,0.000931,0.001932,0.000539,0.001921,8e-05,0.001923,8.1e-05,0.001915,0.002179,0.00193,0.001801
1,100,0.00415,8.8e-05,0.00293,0.000101,0.001927,0.001114,0.001909,0.000633,0.001896,7.9e-05,0.002319,8e-05,0.001922,0.002591,0.00191,0.002127
1,100,0.017218,0.000166,0.002792,0.000101,0.005246,0.002387,0.005247,0.00131,0.005226,0.000164,0.004301,0.000127,0.00526,0.00532,0.00524,0.004285
1,100,0.003986,8.2e-05,0.003176,9.5e-05,0.002175,0.001134,0.002139,0.000641,0.0021,8.1e-05,0.002747,8.2e-05,0.002179,0.002597,0.002155,0.002119
1,100,0.004435,8.1e-05,0.00294,9.5e-05,0.00216,0.001206,0.002157,0.000667,0.002065,7.9e-05,0.002855,8.1e-05,0.002158,0.002651,0.002146,0.002146
1,100,0.016318,0.000163,0.003868,0.000144,0.003915,0.001543,0.003811,0.000846,0.004851,0.000165,0.003787,0.000124,0.003803,0.003262,0.00379,0.002597
1,100,0.009616,0.000134,0.002105,9.4e-05,0.002076,0.000959,0.00208,0.000544,0.002079,8.1e-05,0.002073,8.1e-05,0.002079,0.001921,0.002088,0.001528
1,100,0.00886,0.000122,0.001962,0.0001,0.001927,0.001064,0.001929,0.000624,0.001916,8.1e-05,0.001921,8.2e-05,0.001918,0.002527,0.001931,0.002083
1,100,0.003951,8.1e-05,0.003171,9.6e-05,0.002153,0.001215,0.002147,0.000674,0.002119,8.9e-05,0.002874,8e-05,0.002163,0.002689,0.00215,0.002162
1,100,0.004734,8.2e-05,0.002965,9.7e-05,0.002106,0.001247,0.002081,0.000691,0.002082,8.5e-05,0.002872,8.2e-05,0.002099,0.002703,0.00208,0.002175
1,100,0.008728,0.000129,0.002008,9.6e-05,0.001985,0.001253,0.001974,0.000673,0.001974,8.1e-05,0.001964,8.8e-05,0.001972,0.002009,0.001979,0.001427
1,100,0.00905,0.000126,0.00377,0.000144,0.003698,0.001027,0.003648,0.000595,0.003346,0.00013,0.003611,0.000125,0.003671,0.002295,0.003682,0.001869
1,100,0.009347,0.000122,0.003849,0.000146,0.003226,0.002098,0.003212,0.001138,0.003216,0.000124,0.003895,0.000125,0.003225,0.0043,0.003212,0.003379
1,100,0.009281,0.00012,0.001885,9.4e-05,0.001854,0.001019,0.001851,0.000569,0.001834,8e-05,0.001828,8.7e-05,0.001838,0.002487,0.001854,0.002079
11,0,0.026663,0.002532,0.020473,0.001148,0.005409,0.00339,0.005622,0.002558,0.005256,0.001883,0.007489,0.001775,0.00531,0.005609,0.005547,0.004815
11,0,0.038742,0.003081,0.02296,0.001164,0.003191,0.002312,0.003156,0.001769,0.003253,0.001052,0.003957,0.001143,0.003168,0.003775,0.003179,0.003315
11,0,0.404922,0.008561,0.010058,0.001165,0.007102,0.00557,0.004247,0.002162,0.006392,0.00188,0.004329,0.001161,0.00705,0.008005,0.004136,0.003622
11,0,0.008552,0.001547,0.020367,0.001177,0.003034,0.002162,0.002998,0.001698,0.002829,0.001142,0.003906,0.001162,0.003018,0.003621,0.003029,0.003165
11,0,0.248448,0.007191,0.009652,0.001166,0.003557,0.002598,0.003525,0.001943,0.003578,0.001142,0.003362,0.001231,0.003564,0.004094,0.003454,0.003445
11,0,0.008997,0.001538,0.017626,0.001166,0.003531,0.002141,0.003302,0.001815,0.003162,0.001138,0.003731,0.001144,0.003303,0.003574,0.003249,0.003143
11,0,0.015682,0.002049,0.023893,0.001102,0.00486,0.003397,0.005092,0.002538,0.004779,0.001668,0.006518,0.001747,0.005014,0.005435,0.005149,0.004778
11,0,0.004357,0.001027,0.032158,0.001175,0.003009,0.00217,0.002963,0.001693,0.002993,0.001134,0.003407,0.001163,0.002975,0.003627,0.00297,0.00316
11,0,0.436407,0.009124,0.015491,0.001141,0.008664,0.005358,0.00388,0.001971,0.006609,0.001737,0.004251,0.001151,0.00673,0.007523,0.004023,0.003466
11,0,0.004209,0.001017,0.021509,0.001171,0.003212,0.002198,0.003206,0.001686,0.003134,0.001145,0.003995,0.001138,0.003207,0.003652,0.003187,0.003191
11,0,0.004639,0.001034,0.019991,0.001173,0.003234,0.002334,0.003221,0.001729,0.002966,0.001109,0.004031,0.001159,0.003214,0.003701,0.003183,0.003213
11,0,0.175571,0.006179,0.007998,0.001165,0.003706,0.002738,0.003971,0.001754,0.003711,0.001151,0.004417,0.001153,0.00372,0.004185,0.003796,0.002658
11,0,0.009527,0.001578,0.018765,0.001161,0.003196,0.002424,0.003206,0.001813,0.003172,0.001155,0.003755,0.001141,0.003215,0.003833,0.00321,0.003368
11,0,0.00927,0.001542,0.023025,0.001145,0.002827,0.002269,0.003018,0.001642,0.003004,0.00114,0.003443,0.001159,0.003012,0.003587,0.003007,0.003134
11,0,0.004153,0.001036,0.020186,0.001174,0.003031,0.002252,0.003202,0.001757,0.003187,0.001145,0.003997,0.001163,0.003211,0.003766,0.003223,0.003224
11,0,0.004951,0.00105,0.017124,0.001186,0.003205,0.002313,0.003155,0.001778,0.003048,0.00121,0.003966,0.001168,0.00308,0.003794,0.003076,0.003237
11,0,0.035006,0.003261,0.020635,0.001173,0.006286,0.004842,0.006001,0.003126,0.005006,0.001863,0.006553,0.001761,0.005559,0.006909,0.005369,0.005375
11,0,0.172416,0.00623,0.008834,0.001166,0.004083,0.003273,0.004009,0.002363,0.003486,0.001147,0.003941,0.001157,0.004137,0.004754,0.003757,0.003478
11,0,0.434801,0.009569,0.008864,0.001167,0.007082,0.005952,0.007936,0.003506,0.005935,0.001756,0.004263,0.001135,0.00655,0.008206,0.004394,0.003618
11,0,0.025732,0.002517,0.020866,0.001155,0.00491,0.003169,0.004922,0.002588,0.004828,0.00173,0.006227,0.001754,0.004925,0.005329,0.004773,0.004703
11,20,0.026908,0.002729,0.018821,0.001153,0.005442,0.003297,0.005729,0.002701,0.005079,0.001763,0.007614,0.00176,0.005284,0.005649,0.005257,0.004806
11,20,0.038787,0.003206,0.020534,0.001152,0.00298,0.0023,0.003182,0.001691,0.003309,0.001139,0.003934,0.001128,0.003143,0.003767,0.003134,0.003225
11,20,0.406761,0.008142,0.009957,0.001152,0.007542,0.005563,0.004383,0.00215,0.006407,0.001768,0.004306,0.001132,0.007015,0.007777,0.004266,0.003644
11,20,0.008388,0.0017,0.022092,0.001153,0.003035,0.002152,0.003025,0.00167,0.002977,0.001142,0.003923,0.001181,0.003022,0.003646,0.002969,0.003163
11,20,0.25121,0.007501,0.009795,0.001159,0.003564,0.00262,0.003559,0.001957,0.003534,0.001143,0.003534,0.001142,0.003562,0.004106,0.003527,0.003427
11,20,0.009031,0.001574,0.018497,0.001178,0.003615,0.002201,0.003474,0.001686,0.003157,0.001144,0.00392,0.001159,0.003239,0.003778,0.003213,0.003215
11,20,0.015645,0.002082,0.01397,0.001167,0.004687,0.003284,0.004949,0.002576,0.005105,0.001788,0.006539,0.001801,0.005102,0.005447,0.005146,0.004988
11,20,0.004359,0.001065,0.027485,0.001193,0.003015,0.002196,0.002985,0.001706,0.002963,0.001168,0.003418,0.001169,0.00298,0.003658,0.003,0.00321
11,20,0.434588,0.008828,0.015405,0.001307,0.007471,0.005348,0.003911,0.001997,0.006626,0.001755,0.004287,0.001138,0.006859,0.007578,0.004025,0.003488
11,20,0.004197,0.001013,0.019731,0.001175,0.003207,0.002252,0.003178,0.001691,0.003143,0.001146,0.003938,0.001154,0.003173,0.00371,0.003197,0.003182
11,20,0.00464,0.001038,0.022136,0.001186,0.003237,0.002263,0.003192,0.001809,0.003104,0.001145,0.004021,0.001162,0.003192,0.003737,0.003216,0.003244
11,20,0.176504,0.006231,0.008132,0.001182,0.00373,0.002894,0.004132,0.001772,0.003719,0.001168,0.004421,0.001174,0.003697,0.004244,0.003669,0.002559
11,20,0.009514,0.001573,0.014996,0.001184,0.003206,0.002435,0.003233,0.001821,0.003175,0.00116,0.003853,0.001202,0.003207,0.003914,0.003228,0.003408
11,20,0.009167,0.001719,0.01872,0.001186,0.003042,0.002156,0.003013,0.001677,0.002835,0.00116,0.003465,0.00117,0.002863,0.003623,0.003016,0.003181
11,20,0.004153,0.00104,0.025473,0.001184,0.003045,0.002379,0.003201,0.001853,0.003191,0.001176,0.004016,0.001162,0.003214,0.00383,0.003244,0.003263
11,20,0.004939,0.001038,0.020285,0.001168,0.003125,0.002323,0.003153,0.001758,0.003156,0.001236,0.003959,0.001174,0.003155,0.003905,0.003172,0.003248
11,20,0.03494,0.003095,0.025796,0.001168,0.006093,0.004737,0.006508,0.003064,0.00504,0.001765,0.006543,0.001811,0.005375,0.006934,0.005521,0.005444
