Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
71,80,9,900,0.039649,0.060487,0.035434,0.057018
71,80,9,1000,0.039549,0.060142,0.034971,0.057369
71,80,9,1100,0.03908,0.060713,0.035103,0.057913
71,80,9,1200,0.038984,0.060394,0.034731,0.0589
71,80,9,1300,0.040193,0.061493,0.034634,0.059556
71,80,9,1400,0.04232,0.061382,0.035103,0.06051
71,80,11,100,0.040717,0.054098,0.035473,0.052957
71,80,11,200,0.037073,0.05682,0.036746,0.055779
71,80,11,300,0.040213,0.062313,0.036564,0.058101
71,80,11,400,0.041014,0.059393,0.035877,0.056693
71,80,11,500,0.042699,0.05921,0.036011,0.061991
71,80,11,600,0.038614,0.059047,0.042919,0.075415
71,80,11,700,0.061437,0.071538,0.03599,0.057758
71,80,11,800,0.039932,0.061716,0.035618,0.061061
71,80,11,900,0.041765,0.061459,0.035811,0.071078
71,80,11,1000,0.04544,0.069569,0.035371,0.065256
71,80,11,1100,0.04054,0.061362,0.037294,0.06158
71,80,11,1200,0.040166,0.065414,0.036075,0.063343
71,80,11,1300,0.042457,0.067157,0.039409,0.062431
71,80,11,1400,0.037259,0.063011,0.037772,0.061232
71,90,3,100,0.038499,0.058272,0.039652,0.053441
71,90,3,200,0.040276,0.052959,0.036537,0.05609
71,90,3,300,0.037546,0.05745,0.035173,0.059774
71,90,3,400,0.038935,0.057468,0.036851,0.056733
71,90,3,500,0.038227,0.058978,0.03714,0.055649
71,90,3,600,0.036783,0.05618,0.036616,0.055564
71,90,3,700,0.045925,0.057652,0.036613,0.05969
71,90,3,800,0.042687,0.061492,0.036684,0.05661
71,90,3,900,0.038555,0.067622,0.036308,0.055909
71,90,3,1000,0.038602,0.058901,0.037615,0.058629
71,90,3,1100,0.038854,0.059542,0.03922,0.057122
71,90,3,1200,0.036397,0.060326,0.04161,0.065626
71,90,3,1300,0.045389,0.064095,0.036128,0.058018
71,90,3,1400,0.039097,0.058868,0.035066,0.058648
71,90,5,100,0.039276,0.059152,0.040252,0.066027
71,90,5,200,0.05045,0.060816,0.03837,0.061844
71,90,5,300,0.043326,0.054917,0.038052,0.051613
71,90,5,400,0.035813,0.055699,0.035628,0.056662
71,90,5,500,0.039828,0.055331,0.036093,0.069772
71,90,5,600,0.040269,0.061742,0.035455,0.055224
71,90,5,700,0.040492,0.056631,0.037812,0.057042
71,90,5,800,0.046821,0.057862,0.035045,0.056924
71,90,5,900,0.047802,0.06951,0.04033,0.068487
71,90,5,1000,0.047239,0.07996,0.046874,0.078411
71,90,5,1100,0.053156,0.080378,0.054749,0.074257
71,90,5,1200,0.051705,0.073061,0.05305,0.070939
71,90,5,1300,0.052399,0.074665,0.049649,0.074689
71,90,5,1400,0.051356,0.074343,0.049307,0.079394
71,90,7,100,0.051561,0.070928,0.058809,0.077996
71,90,7,200,0.036759,0.064298,0.039832,0.05604
71,90,7,300,0.039754,0.05858,0.041741,0.052033
71,90,7,400,0.04944,0.056294,0.037749,0.053906
71,90,7,500,0.04138,0.057283,0.0388,0.068483
71,90,7,600,0.107089,0.102304,0.040612,0.062107
71,90,7,700,0.051294,0.065949,0.046138,0.093918
71,90,7,800,0.051083,0.059446,0.035784,0.05578
71,90,7,900,0.038987,0.057757,0.037685,0.058161
71,90,7,1000,0.039564,0.058611,0.035215,0.056199
71,90,7,1100,0.041859,0.061939,0.035847,0.058085
71,90,7,1200,0.039388,0.059694,0.036231,0.061702
71,90,7,1300,0.043529,0.062226,0.061166,0.080733
71,90,7,1400,0.039493,0.061097,0.055728,0.075053
71,90,9,100,0.037629,0.054243,0.035909,0.054842
71,90,9,200,0.042832,0.05397,0.038667,0.057606
71,90,9,300,0.049375,0.077545,0.037058,0.05532
71,90,9,400,0.035913,0.05669,0.035116,0.055401
71,90,9,500,0.039948,0.058115,0.03765,0.052023
71,90,9,600,0.036138,0.057273,0.035198,0.060835
71,90,9,700,0.04031,0.058175,0.035658,0.056147
71,90,9,800,0.036387,0.058662,0.034925,0.057331
71,90,9,900,0.035953,0.058569,0.035102,0.058266
71,90,9,1000,0.038642,0.055861,0.035134,0.060413
71,90,9,1100,0.035661,0.060369,0.034796,0.058851
71,90,9,1200,0.036833,0.066035,0.034891,0.058849
71,90,9,1300,0.038209,0.060479,0.034733,0.061345
71,90,9,1400,0.04205,0.059428,0.035378,0.067045
71,90,11,100,0.039272,0.05441,0.034734,0.054159
71,90,11,200,0.038919,0.055844,0.036934,0.057595
71,90,11,300,0.039776,0.057557,0.037413,0.058705
71,90,11,400,0.04199,0.058773,0.037228,0.057087
71,90,11,500,0.039867,0.058945,0.03558,0.057785
71,90,11,600,0.038535,0.062465,0.036094,0.058221
71,90,11,700,0.035907,0.064087,0.035693,0.055927
71,90,11,800,0.036605,0.05993,0.054239,0.08481
71,90,11,900,0.0416,0.059899,0.047146,0.06756
71,90,11,1000,0.055269,0.066403,0.037316,0.069521
71,90,11,1100,0.057682,0.072636,0.034756,0.059719
71,90,11,1200,0.040207,0.064083,0.035348,0.062574
71,90,11,1300,0.036721,0.062728,0.035072,0.061812
71,90,11,1400,0.03758,0.066462,0.035127,0.064043
71,100,3,100,0.036468,0.057291,0.034798,0.054154
71,100,3,200,0.041407,0.065474,0.037733,0.049406
71,100,3,300,0.035915,0.054218,0.037104,0.053173
71,100,3,400,0.03717,0.05654,0.0349,0.053582
71,100,3,500,0.038241,0.054502,0.034793,0.052648
71,100,3,600,0.038171,0.065004,0.060168,0.067346
71,100,3,700,0.037761,0.056329,0.055477,0.078411
71,100,3,800,0.036972,0.058577,0.048517,0.083973
71,100,3,900,0.039708,0.058762,0.053366,0.054944
71,100,3,1000,0.039242,0.058881,0.035247,0.054161
71,100,3,1100,0.035148,0.056597,0.034564,0.055883
71,100,3,1200,0.041778,0.058063,0.034442,0.055308
71,100,3,1300,0.035205,0.058569,0.035112,0.055347
71,100,3,1400,0.049727,0.075707,0.0536,0.072328
71,100,5,100,0.038796,0.05677,0.035017,0.053051
71,100,5,200,0.038024,0.051631,0.035851,0.058557
71,100,5,300,0.035919,0.054245,0.034621,0.055485
71,100,5,400,0.037778,0.0553,0.03452,0.054581
71,100,5,500,0.038593,0.055775,0.034847,0.053995
71,100,5,600,0.038576,0.055336,0.034794,0.054547
71,100,5,700,0.036418,0.055657,0.03691,0.054571
71,100,5,800,0.036629,0.05451,0.034956,0.05544
71,100,5,900,0.037658,0.053363,0.034743,0.055129
71,100,5,1000,0.049592,0.076084,0.042926,0.066138
71,100,5,1100,0.035345,0.05669,0.038025,0.053394
71,100,5,1200,0.038616,0.059353,0.057475,0.079358
71,100,5,1300,0.055907,0.065244,0.037639,0.053228
71,100,5,1400,0.039358,0.059317,0.037358,0.053396
71,100,7,100,0.039322,0.053834,0.0357,0.053719
71,100,7,200,0.035565,0.054338,0.039419,0.050291
71,100,7,300,0.03832,0.053424,0.045374,0.079547
71,100,7,400,0.044852,0.065071,0.034883,0.059452
71,100,7,500,0.037491,0.057644,0.037063,0.05441
71,100,7,600,0.039788,0.054342,0.035254,0.055366
71,100,7,700,0.038704,0.062357,0.034892,0.055027
71,100,7,800,0.039386,0.057545,0.034608,0.055536
71,100,7,900,0.038462,0.059168,0.034774,0.05559
71,100,7,1000,0.039078,0.058705,0.039894,0.055638
71,100,7,1100,0.037388,0.06065,0.035061,0.060592
71,100,7,1200,0.040731,0.060691,0.034897,0.057079
71,100,7,1300,0.039386,0.058761,0.035006,0.057272
71,100,7,1400,0.03896,0.060222,0.03553,0.057437
71,100,9,100,0.038953,0.056037,0.034504,0.053427
71,100,9,200,0.035766,0.055223,0.034404,0.054177
71,100,9,300,0.037258,0.054929,0.037026,0.052691
71,100,9,400,0.037337,0.05295,0.034313,0.055091
71,100,9,500,0.036126,0.055878,0.03657,0.052351
71,100,9,600,0.036128,0.056541,0.034419,0.055067
71,100,9,700,0.038041,0.058259,0.035284,0.056819
71,100,9,800,0.036186,0.058804,0.034796,0.056538
71,100,9,900,0.035893,0.058628,0.03438,0.05766
71,100,9,1000,0.036074,0.059651,0.046432,0.062581
71,100,9,1100,0.037165,0.0619,0.035514,0.058408
71,100,9,1200,0.03576,0.060764,0.040511,0.058864
71,100,9,1300,0.038017,0.06402,0.03463,0.058486
71,100,9,1400,0.037699,0.066438,0.037974,0.056385
71,100,11,100,0.037281,0.054432,0.035851,0.053549
71,100,11,200,0.03889,0.055448,0.03746,0.055043
71,100,11,300,0.036405,0.05535,0.035167,0.055042
71,100,11,400,0.03911,0.056579,0.037382,0.052211
71,100,11,500,0.038807,0.05753,0.035177,0.05587
71,100,11,600,0.037138,0.059941,0.035991,0.056826
71,100,11,700,0.040135,0.059579,0.035566,0.057525
71,100,11,800,0.040451,0.05837,0.035276,0.060653
71,100,11,900,0.03895,0.058947,0.034812,0.058729
71,100,11,1000,0.040462,0.059707,0.034778,0.058833
71,100,11,1100,0.039617,0.062328,0.034983,0.059796
71,100,11,1200,0.037913,0.062498,0.03481,0.060104
71,100,11,1300,0.036511,0.06287,0.034623,0.061353
71,100,11,1400,0.036584,0.063231,0.034929,0.067495
81,80,3,100,0.046243,0.069708,0.042151,0.066283
81,80,3,200,0.049541,0.063478,0.042015,0.066903
81,80,3,300,0.04435,0.067449,0.041997,0.075066
81,80,3,400,0.04583,0.068063,0.042256,0.067063
81,80,3,500,0.045536,0.068366,0.042364,0.067181
81,80,3,600,0.046066,0.068114,0.041935,0.066807
81,80,3,700,0.045814,0.070326,0.04283,0.073829
81,80,3,800,0.045772,0.071705,0.046728,0.081231
81,80,3,900,0.049564,0.066068,0.042811,0.074645
81,80,3,1000,0.046735,0.069239,0.042615,0.068885
81,80,3,1100,0.044188,0.072388,0.042147,0.068737
81,80,3,1200,0.045921,0.070267,0.042526,0.069421
81,80,3,1300,0.045648,0.069735,0.04197,0.068646
81,80,3,1400,0.046434,0.072649,0.042193,0.075201
81,80,5,100,0.043214,0.065841,0.041939,0.066342
81,80,5,200,0.046359,0.067245,0.044081,0.070349
81,80,5,300,0.046662,0.067475,0.043575,0.068211
81,80,5,400,0.043224,0.067897,0.045442,0.063162
81,80,5,500,0.043274,0.073609,0.042791,0.067538
81,80,5,600,0.045465,0.073421,0.044263,0.065386
81,80,5,700,0.04858,0.068146,0.044326,0.068638
81,80,5,800,0.045734,0.07,0.042477,0.068785
81,80,5,900,0.04667,0.07004,0.042431,0.06873
81,80,5,1000,0.043302,0.077991,0.042113,0.074914
81,80,5,1100,0.043751,0.072576,0.04488,0.071249
81,80,5,1200,0.043824,0.070638,0.042254,0.068596
81,80,5,1300,0.047039,0.072459,0.042738,0.069825
81,80,5,1400,0.045882,0.075784,0.045164,0.080432
81,80,7,100,0.047243,0.07419,0.044744,0.070215
81,80,7,200,0.06025,0.102894,0.046137,0.069149
81,80,7,300,0.09483,0.113131,0.043063,0.070249
81,80,7,400,0.074085,0.101443,0.047185,0.065005
81,80,7,500,0.047022,0.07292,0.044446,0.071523
81,80,7,600,0.048342,0.078983,0.046116,0.06806
81,80,7,700,0.051066,0.065086,0.043392,0.070116
81,80,7,800,0.052618,0.071047,0.042202,0.071418
81,80,7,900,0.048157,0.072263,0.045787,0.068063
81,80,7,1000,0.044832,0.073757,0.053727,0.087087
81,80,7,1100,0.050048,0.081275,0.043248,0.072779
81,80,7,1200,0.046916,0.073343,0.043251,0.079018
81,80,7,1300,0.051526,0.074455,0.042943,0.07079
81,80,7,1400,0.046957,0.072478,0.042657,0.072518
81,80,9,100,0.046371,0.067483,0.045037,0.066246
81,80,9,200,0.043636,0.068128,0.045645,0.063684
81,80,9,300,0.048042,0.066672,0.042426,0.068189
81,80,9,400,0.046604,0.071627,0.042898,0.068378
81,80,9,500,0.043533,0.069004,0.042745,0.068863
81,80,9,600,0.046734,0.070591,0.045758,0.068934
81,80,9,700,0.045703,0.070899,0.04353,0.068826
81,80,9,800,0.047491,0.070971,0.044737,0.06703
81,80,9,900,0.043993,0.070842,0.042638,0.073322
81,80,9,1000,0.046406,0.072458,0.043195,0.070194
81,80,9,1100,0.043823,0.072936,0.042386,0.072135
81,80,9,1200,0.045742,0.070938,0.042409,0.0783
81,80,9,1300,0.044372,0.073394,0.045184,0.069628
81,80,9,1400,0.046513,0.076438,0.043935,0.07168
81,80,11,100,0.046184,0.073377,0.04243,0.068307
81,80,11,200,0.043808,0.067539,0.042722,0.067191
81,80,11,300,0.044577,0.070517,0.042181,0.068624
81,80,11,400,0.04331,0.068975,0.042164,0.068541
81,80,11,500,0.064127,0.101976,0.051556,0.072887
81,80,11,600,0.044207,0.071142,0.051983,0.09019
81,80,11,700,0.055822,0.076456,0.043441,0.072862
81,80,11,800,0.051422,0.073025,0.061086,0.105008
81,80,11,900,0.053268,0.085931,0.064855,0.095735
81,80,11,1000,0.062351,0.093811,0.06825,0.095867
81,80,11,1100,0.044222,0.074191,0.042756,0.076475
81,80,11,1200,0.04496,0.080421,0.042201,0.074253
81,80,11,1300,0.048124,0.085657,0.042489,0.075702
81,80,11,1400,0.0561,0.078187,0.042082,0.079454
81,90,3,100,0.042949,0.066677,0.042427,0.06695
81,90,3,200,0.042756,0.06664,0.042364,0.067697
81,90,3,300,0.045355,0.068122,0.040377,0.070652
81,90,3,400,0.045971,0.06746,0.042329,0.067614
81,90,3,500,0.04521,0.067397,0.041949,0.066678
81,90,3,600,0.045718,0.070155,0.04481,0.066395
81,90,3,700,0.042922,0.067531,0.042321,0.066901
81,90,3,800,0.045514,0.068773,0.042037,0.074069
81,90,3,900,0.043564,0.069481,0.042534,0.06776
81,90,3,1000,0.043092,0.069025,0.042189,0.067631
81,90,3,1100,0.055859,0.062025,0.04223,0.068221
81,90,3,1200,0.048732,0.072305,0.044892,0.071287
81,90,3,1300,0.048612,0.06765,0.042446,0.07085
81,90,3,1400,0.042916,0.070446,0.042755,0.067699
81,90,5,100,0.04345,0.067002,0.045549,0.063488
81,90,5,200,0.043773,0.067041,0.044412,0.066706
81,90,5,300,0.046672,0.068657,0.057361,0.070025
81,90,5,400,0.042656,0.067848,0.042561,0.06877
81,90,5,500,0.064077,0.067859,0.045415,0.071161
81,90,5,600,0.046913,0.065073,0.044504,0.094096
81,90,5,700,0.060585,0.10078,0.045541,0.071051
81,90,5,800,0.049054,0.08308,0.042833,0.0765
81,90,5,900,0.043852,0.084145,0.055868,0.095459
81,90,5,1000,0.052277,0.082542,0.048993,0.070216
81,90,5,1100,0.046829,0.075006,0.043119,0.075785
81,90,5,1200,0.048698,0.075093,0.044045,0.077324
81,90,5,1300,0.045409,0.084298,0.042832,0.075581
81,90,5,1400,0.045567,0.086184,0.042454,0.071331
81,90,7,100,0.079263,0.109116,0.043106,0.068336
81,90,7,200,0.044088,0.075996,0.045605,0.069745
81,90,7,300,0.04458,0.068708,0.043218,0.070396
81,90,7,400,0.046702,0.076108,0.042541,0.06923
81,90,7,500,0.04407,0.069205,0.045842,0.066061
81,90,7,600,0.047699,0.070683,0.045734,0.072135
81,90,7,700,0.049235,0.067351,0.052263,0.06724
81,90,7,800,0.050136,0.072173,0.0441,0.073266
81,90,7,900,0.046715,0.0795,0.043001,0.071958
81,90,7,1000,0.044322,0.072033,0.043452,0.070993
81,90,7,1100,0.04412,0.075114,0.058843,0.077672
81,90,7,1200,0.048936,0.076694,0.045874,0.076403
81,90,7,1300,0.052864,0.082948,0.046294,0.07158
81,90,7,1400,0.048059,0.08474,0.056486,0.07494
81,90,9,100,0.050048,0.072767,0.050094,0.077749
81,90,9,200,0.046029,0.081502,0.04342,0.068668
81,90,9,300,0.053358,0.101421,0.04396,0.075761
81,90,9,400,0.050063,0.081733,0.044441,0.078264
81,90,9,500,0.053655,0.079772,0.046673,0.076016
81,90,9,600,0.050261,0.088007,0.049368,0.072787
81,90,9,700,0.052092,0.073568,0.044589,0.07542
81,90,9,800,0.052526,0.072343,0.046156,0.071327
81,90,9,900,0.047889,0.072409,0.070365,0.097523
81,90,9,1000,0.049188,0.09136,0.054011,0.08497
81,90,9,1100,0.056924,0.075948,0.045655,0.074635
81,90,9,1200,0.049347,0.088857,0.054217,0.078055
81,90,9,1300,0.058078,0.075624,0.04588,0.077465
81,90,9,1400,0.049566,0.084264,0.047519,0.077742
81,90,11,100,0.046265,0.087088,0.044002,0.073972
81,90,11,200,0.047558,0.072122,0.051849,0.069
81,90,11,300,0.054507,0.075047,0.06862,0.069582
81,90,11,400,0.057147,0.073863,0.046067,0.077037
81,90,11,500,0.045098,0.085084,0.043158,0.089258
81,90,11,600,0.049442,0.074164,0.056983,0.090763
81,90,11,700,0.052037,0.080372,0.046204,0.075031
81,90,11,800,0.048473,0.091696,0.046616,0.070049
81,90,11,900,0.048607,0.081059,0.051522,0.076225
81,90,11,1000,0.049742,0.075273,0.046006,0.074681
81,90,11,1100,0.055399,0.084216,0.048769,0.072991
81,90,11,1200,0.049476,0.086361,0.047224,0.077449
81,90,11,1300,0.049467,0.080335,0.048376,0.089219
81,90,11,1400,0.049939,0.078171,0.043995,0.076654
81,100,3,100,0.059028,0.093919,0.044093,0.069207
81,100,3,200,0.048504,0.068791,0.054462,0.068692
81,100,3,300,0.049521,0.068314,0.04544,0.067999
81,100,3,400,0.053609,0.078152,0.042621,0.07343
81,100,3,500,0.049098,0.07729,0.056876,0.080542
81,100,3,600,0.051437,0.0717,0.04213,0.077715
81,100,3,700,0.048926,0.077193,0.050699,0.072435
81,100,3,800,0.051662,0.072577,0.052171,0.07654
81,100,3,900,0.047336,0.071224,0.04572,0.071284
81,100,3,1000,0.053765,0.071999,0.045699,0.076835
81,100,3,1100,0.048339,0.07849,0.059259,0.085396
81,100,3,1200,0.057136,0.089479,0.045009,0.073221
81,100,3,1300,0.051095,0.073524,0.055271,0.089821
81,100,3,1400,0.048267,0.072679,0.052814,0.09107
81,100,5,100,0.058959,0.101955,0.045648,0.092936
81,100,5,200,0.086006,0.099577,0.061648,0.085828
81,100,5,300,0.045055,0.074681,0.057623,0.075206
81,100,5,400,0.071535,0.120102,0.049193,0.091387
81,100,5,500,0.060712,0.088007,0.043926,0.070357
81,100,5,600,0.057782,0.084851,0.052711,0.078411
81,100,5,700,0.047391,0.074448,0.042561,0.069926
81,100,5,800,0.046577,0.066235,0.042118,0.068604
81,100,5,900,0.04359,0.070192,0.044814,0.065173
81,100,5,1000,0.04651,0.069882,0.043829,0.069539
81,100,5,1100,0.047172,0.070109,0.042992,0.069098
81,100,5,1200,0.043394,0.076866,0.044061,0.069601
81,100,5,1300,0.04369,0.072211,0.042002,0.069767
81,100,5,1400,0.043151,0.071589,0.042009,0.070206
81,100,7,100,0.043743,0.074697,0.042671,0.06604
81,100,7,200,0.044376,0.067915,0.042476,0.06736
81,100,7,300,0.04771,0.067787,0.043542,0.066742
81,100,7,400,0.043722,0.068349,0.044015,0.069884
81,100,7,500,0.043511,0.069544,0.042196,0.075103
81,100,7,600,0.04595,0.068733,0.042676,0.068786
81,100,7,700,0.04651,0.075695,0.04329,0.068756
81,100,7,800,0.047308,0.068765,0.042815,0.069286
81,100,7,900,0.046729,0.070423,0.044693,0.078165
81,100,7,1000,0.052498,0.071597,0.043497,0.069532
81,100,7,1100,0.043864,0.072865,0.045265,0.07558
81,100,7,1200,0.044284,0.073238,0.045486,0.066867
81,100,7,1300,0.049824,0.072028,0.042304,0.072113
81,100,7,1400,0.047077,0.07327,0.045347,0.068382
81,100,9,100,0.043228,0.067423,0.042004,0.067437
81,100,9,200,0.047143,0.067601,0.04223,0.069367
81,100,9,300,0.049876,0.06489,0.043625,0.067621
81,100,9,400,0.046801,0.06894,0.043143,0.06883
81,100,9,500,0.044095,0.069699,0.04284,0.070106
81,100,9,600,0.046739,0.070579,0.042042,0.069441
81,100,9,700,0.047185,0.077216,0.045564,0.068418
81,100,9,800,0.047843,0.077879,0.04309,0.075388
81,100,9,900,0.047698,0.071565,0.044914,0.067646
81,100,9,1000,0.044563,0.073986,0.042543,0.072054
81,100,9,1100,0.044523,0.07262,0.042228,0.071263
81,100,9,1200,0.044574,0.075536,0.043091,0.072742
81,100,9,1300,0.043899,0.07423,0.042913,0.072833
81,100,9,1400,0.0441,0.074301,0.043047,0.074012
81,100,11,100,0.046172,0.063765,0.041234,0.067087
81,100,11,200,0.046611,0.076239,0.042383,0.068025
81,100,11,300,0.04433,0.068945,0.042296,0.068837
81,100,11,400,0.043867,0.071657,0.041947,0.068847
81,100,11,500,0.043226,0.069536,0.042489,0.069269
81,100,11,600,0.043554,0.070688,0.042404,0.069672
81,100,11,700,0.044515,0.077391,0.043848,0.071826
81,100,11,800,0.044203,0.073347,0.042555,0.072267
81,100,11,900,0.044586,0.072962,0.046891,0.078456
81,100,11,1000,0.050049,0.08707,0.044468,0.076221
81,100,11,1100,0.050849,0.078388,0.043425,0.074892
81,100,11,1200,0.050375,0.087437,0.042881,0.085633
81,100,11,1300,0.044502,0.084391,0.056856,0.101364
81,100,11,1400,0.047008,0.085915,0.045046,0.09133
91,80,3,100,0.055582,0.085001,0.060274,0.089681
91,80,3,200,0.059728,0.087334,0.059458,0.081877
91,80,3,300,0.056726,0.084462,0.051933,0.083761
91,80,3,400,0.062082,0.083971,0.061665,0.079376
91,80,3,500,0.055854,0.084351,0.052002,0.086185
91,80,3,600,0.060404,0.089871,0.05407,0.083844
91,80,3,700,0.051993,0.08436,0.055397,0.087027
91,80,3,800,0.05204,0.085455,0.052861,0.084134
91,80,3,900,0.052522,0.085513,0.06062,0.09205
91,80,3,1000,0.052135,0.087521,0.055743,0.096258
91,80,3,1100,0.056715,0.092629,0.051387,0.085406
91,80,3,1200,0.063786,0.108905,0.058122,0.093424
91,80,3,1300,0.059706,0.090275,0.061338,0.081864
91,80,3,1400,0.055936,0.099057,0.059265,0.095213
91,80,5,100,0.059234,0.087627,0.052064,0.083841
91,80,5,200,0.08139,0.087596,0.052343,0.083928
91,80,5,300,0.064222,0.091341,0.063376,0.101164
91,80,5,400,0.074029,0.104003,0.052299,0.088692
91,80,5,500,0.055492,0.101971,0.058188,0.091133
91,80,5,600,0.075731,0.097493,0.052862,0.088543
91,80,5,700,0.057789,0.088925,0.051919,0.098798
91,80,5,800,0.059495,0.088796,0.055569,0.090637
91,80,5,900,0.053729,0.087317,0.052021,0.093928
91,80,5,1000,0.052638,0.091125,0.058225,0.085594
91,80,5,1100,0.054449,0.08864,0.056771,0.089293
91,80,5,1200,0.067671,0.135772,0.090534,0.107294
91,80,5,1300,0.095361,0.125073,0.075597,0.103849
91,80,5,1400,0.056228,0.091831,0.051207,0.085735
91,80,7,100,0.055877,0.083719,0.05323,0.082843
91,80,7,200,0.055973,0.092815,0.051104,0.082787
91,80,7,300,0.056437,0.084495,0.053278,0.085133
91,80,7,400,0.061468,0.080507,0.052137,0.082034
91,80,7,500,0.056213,0.084868,0.054216,0.085114
91,80,7,600,0.056103,0.0852,0.051322,0.084583
91,80,7,700,0.055539,0.086451,0.057641,0.089149
91,80,7,800,0.053074,0.086135,0.051178,0.085184
91,80,7,900,0.056079,0.084793,0.053761,0.086446
91,80,7,1000,0.052222,0.10937,0.055519,0.097886
91,80,7,1100,0.056135,0.093294,0.059351,0.110203
91,80,7,1200,0.067294,0.109651,0.06797,0.105953
91,80,7,1300,0.061302,0.094032,0.053246,0.090069
91,80,7,1400,0.057412,0.091195,0.056971,0.085826
91,80,9,100,0.056295,0.083586,0.054072,0.086693
91,80,9,200,0.06089,0.10693,0.054213,0.086415
91,80,9,300,0.071875,0.105766,0.05627,0.079508
91,80,9,400,0.06165,0.091042,0.054362,0.083083
91,80,9,500,0.056702,0.088995,0.052652,0.084257
91,80,9,600,0.058719,0.090962,0.052965,0.091771
91,80,9,700,0.05845,0.08805,0.058372,0.086945
91,80,9,800,0.059139,0.092335,0.05967,0.084296
91,80,9,900,0.057326,0.090269,0.053047,0.091502
91,80,9,1000,0.057835,0.09426,0.052888,0.086878
91,80,9,1100,0.056756,0.089865,0.054266,0.090079
91,80,9,1200,0.058723,0.094997,0.052297,0.098754
91,80,9,1300,0.055155,0.092473,0.053172,0.090359
91,80,9,1400,0.060924,0.094147,0.053077,0.090166
91,80,11,100,0.056323,0.083668,0.052129,0.084427
91,80,11,200,0.056703,0.089833,0.056544,0.094976
91,80,11,300,0.059587,0.085966,0.055841,0.080059
91,80,11,400,0.059423,0.090229,0.059625,0.119114
91,80,11,500,0.05684,0.086906,0.051787,0.086454
91,80,11,600,0.056759,0.088498,0.063106,0.091265
91,80,11,700,0.059357,0.088394,0.053573,0.090086
91,80,11,800,0.063663,0.098623,0.053771,0.090102
91,80,11,900,0.057319,0.092525,0.059557,0.091988
91,80,11,1000,0.058555,0.089509,0.052152,0.107043
91,80,11,1100,0.057228,0.09165,0.059037,0.085383
91,80,11,1200,0.053325,0.092785,0.052096,0.099753
91,80,11,1300,0.057143,0.100019,0.051802,0.093916
91,80,11,1400,0.06309,0.099708,0.053309,0.094951
91,90,3,100,0.056431,0.08326,0.057582,0.091647
91,90,3,200,0.064466,0.086622,0.052328,0.083288
91,90,3,300,0.056801,0.084803,0.055613,0.078829
91,90,3,400,0.056058,0.085646,0.051634,0.084651
91,90,3,500,0.057813,0.088864,0.053693,0.094782
91,90,3,600,0.051919,0.085167,0.051279,0.083751
91,90,3,700,0.062757,0.092905,0.051875,0.086633
91,90,3,800,0.056648,0.08627,0.057284,0.096341
91,90,3,900,0.064821,0.0982,0.06034,0.102361
91,90,3,1000,0.063431,0.097615,0.053183,0.086354
91,90,3,1100,0.058994,0.091053,0.051976,0.086078
91,90,3,1200,0.051982,0.087377,0.051585,0.093377
91,90,3,1300,0.054672,0.094649,0.059803,0.094277
91,90,3,1400,0.054545,0.089394,0.0569,0.093134
91,90,5,100,0.060046,0.079401,0.059457,0.095777
91,90,5,200,0.054245,0.093908,0.053916,0.091806
91,90,5,300,0.056883,0.085033,0.05727,0.08493
91,90,5,400,0.057251,0.088395,0.072859,0.087893
91,90,5,500,0.066235,0.088958,0.05369,0.095321
91,90,5,600,0.057598,0.0924,0.053092,0.086622
91,90,5,700,0.056666,0.087853,0.055753,0.080374
91,90,5,800,0.065403,0.088282,0.054591,0.085887
91,90,5,900,0.05858,0.082739,0.082769,0.12944
91,90,5,1000,0.057992,0.099431,0.052345,0.086228
91,90,5,1100,0.059542,0.094021,0.052963,0.088412
91,90,5,1200,0.056491,0.088348,0.055622,0.093426
91,90,5,1300,0.057931,0.093383,0.055975,0.098446
91,90,5,1400,0.060058,0.095952,0.059564,0.092771
91,90,7,100,0.063014,0.085124,0.058458,0.086543
91,90,7,200,0.056065,0.085557,0.055665,0.093649
91,90,7,300,0.062287,0.098112,0.054836,0.110498
91,90,7,400,0.060753,0.087251,0.061254,0.089624
91,90,7,500,0.05973,0.0893,0.053325,0.089883
91,90,7,600,0.068156,0.090923,0.051751,0.085651
91,90,7,700,0.056689,0.086965,0.052919,0.087965
91,90,7,800,0.061833,0.089077,0.055862,0.084686
91,90,7,900,0.069652,0.09883,0.052026,0.109097
91,90,7,1000,0.056063,0.092574,0.054674,0.100029
91,90,7,1100,0.074328,0.096682,0.074558,0.125417
91,90,7,1200,0.079232,0.117904,0.078324,0.118425
91,90,7,1300,0.079288,0.118495,0.079512,0.124844
91,90,7,1400,0.065316,0.100156,0.052018,0.088798
91,90,9,100,0.060372,0.083195,0.056734,0.083058
91,90,9,200,0.056494,0.085847,0.115792,0.117593
91,90,9,300,0.093984,0.101675,0.055511,0.095856
91,90,9,400,0.061834,0.103141,0.058715,0.100872
91,90,9,500,0.073064,0.110947,0.07499,0.106859
91,90,9,600,0.053028,0.086718,0.055974,0.10288
91,90,9,700,0.079644,0.113761,0.051589,0.085628
91,90,9,800,0.060975,0.092803,0.072648,0.102151
91,90,9,900,0.057336,0.090422,0.05423,0.086775
