STANDARD,1,0,1,0.002461,0.002443,1.6e-05
MATRIX,1,0,0,0.000657,0.00064,1e-05
STANDARD,1,20,1,0.000839,0.00079,4.7e-05
MATRIX,1,20,0,0.000688,0.000659,6e-06
STANDARD,1,40,1,0.00107,0.001053,1.5e-05
MATRIX,1,40,0,0.000374,0.000364,7e-06
STANDARD,1,60,1,0.000597,0.000578,1.7e-05
MATRIX,1,60,0,0.000689,0.000679,6e-06
STANDARD,1,80,1,0.0007,0.00068,1.6e-05
MATRIX,1,80,0,0.000387,0.000376,7e-06
STANDARD,1,100,1,0.000914,0.000876,3.6e-05
MATRIX,1,100,0,0.000838,0.000819,1.2e-05
STANDARD,11,0,1,0.000969,0.000742,0.000222
MATRIX,11,0,0,0.001138,0.000847,0.000197
STANDARD,11,20,1,0.00259,0.002279,0.000306
MATRIX,11,20,0,0.001365,0.00108,0.000147
STANDARD,11,40,1,0.000919,0.0007,0.000215
MATRIX,11,40,0,0.001637,0.001362,0.000179
STANDARD,11,60,1,0.001625,0.001434,0.000187
MATRIX,11,60,0,0.001324,0.001041,0.000145
STANDARD,11,80,1,0.001169,0.001068,9.8e-05
MATRIX,11,80,0,0.001082,0.000949,7.8e-05
STANDARD,11,100,1,0.002476,0.00226,0.000212
MATRIX,11,100,0,0.001462,0.001255,0.000112
STANDARD,21,0,1,0.001043,0.000731,0.000311
MATRIX,21,0,0,0.001355,0.000956,0.000199
STANDARD,21,20,1,0.002526,0.001855,0.000666
MATRIX,21,20,0,0.002999,0.001898,0.00086
STANDARD,21,40,1,0.001647,0.000929,0.000715
MATRIX,21,40,0,0.001631,0.001126,0.000259
STANDARD,21,60,1,0.001336,0.001016,0.000318
MATRIX,21,60,0,0.001027,0.00062,0.000198
STANDARD,21,80,1,0.00095,0.000658,0.000291
MATRIX,21,80,0,0.001276,0.000883,0.000244
STANDARD,21,100,1,0.001934,0.001287,0.000644
MATRIX,21,100,0,0.002158,0.001526,0.000441
STANDARD,31,0,1,0.001114,0.000489,0.000622
MATRIX,31,0,0,0.002301,0.00118,0.000765
