BA,1,90,2,600,3,0.016369,0.01605,0.000288
KCOG,1,90,2,600,1,0.004244,0.002994,0.001129
BA,21,90,2,600,4,0.036963,0.025923,0.010965
KCOG,21,90,2,600,2,0.034008,0.010421,0.011595
BA,41,90,2,600,4,0.076429,0.031042,0.045299
KCOG,41,90,2,600,2,0.11135,0.025727,0.044812
BA,61,90,2,600,4,0.133002,0.033544,0.099406
KCOG,61,90,2,600,2,0.207441,0.050188,0.078368
BA,81,90,2,600,4,0.202299,0.03962,0.162626
KCOG,81,90,2,600,2,0.358776,0.078295,0.140531
BA,101,90,2,600,5,0.367828,0.066883,0.300869
KCOG,101,90,2,600,2,0.553165,0.118396,0.194102
BA,1,90,2,600,1,0.003351,0.003288,6.1e-05
KCOG,1,90,2,600,0,0.001032,0.00055,0.000436
BA,21,90,2,600,1,0.005822,0.000676,0.005141
KCOG,21,90,2,600,0,0.006102,0.002155,0.002997
BA,41,90,2,600,1,0.015252,0.000771,0.014478
KCOG,41,90,2,600,0,0.026095,0.005771,0.013663
BA,61,90,2,600,1,0.03086,0.001002,0.029855
KCOG,61,90,2,600,0,0.053168,0.01205,0.020946
BA,81,90,2,600,1,0.045449,0.000812,0.044635
KCOG,81,90,2,600,0,0.084624,0.019459,0.034978
BA,101,90,2,600,1,0.061676,0.000826,0.060848
KCOG,101,90,2,600,0,0.121223,0.02826,0.053283
BA,1,90,2,600,3,0.009549,0.009256,0.000269
KCOG,1,90,2,600,1,0.004512,0.003006,0.001376
BA,21,90,2,600,3,0.025329,0.013703,0.011528
KCOG,21,90,2,600,1,0.022247,0.008151,0.007807
BA,41,90,2,600,3,0.053702,0.017319,0.03629
KCOG,41,90,2,600,1,0.065937,0.016388,0.030207
BA,61,90,2,600,3,0.098441,0.019757,0.078634
KCOG,61,90,2,600,1,0.142005,0.039543,0.054927
BA,81,90,2,600,3,0.158675,0.028319,0.130314
KCOG,81,90,2,600,1,0.256532,0.061399,0.107595
BA,101,90,2,600,3,0.21032,0.030433,0.179849
KCOG,101,90,2,600,1,0.349151,0.080683,0.134875
BA,1,90,2,600,1,0.001084,0.001022,5.9e-05
KCOG,1,90,2,600,0,0.00099,0.000597,0.000356
BA,21,90,2,600,1,0.004056,0.000747,0.003307
KCOG,21,90,2,600,0,0.009595,0.00278,0.004229
BA,41,90,2,600,1,0.013927,0.00082,0.013104
KCOG,41,90,2,600,0,0.02744,0.007288,0.011594
BA,61,90,2,600,1,0.026547,0.001245,0.025299
KCOG,61,90,2,600,0,0.053453,0.0133,0.022707
BA,81,90,2,600,1,0.042967,0.000799,0.042166
KCOG,81,90,2,600,0,0.088891,0.022033,0.039541
BA,101,90,2,600,1,0.066443,0.000828,0.065613
KCOG,101,90,2,600,0,0.133255,0.03201,0.060789
BA,1,90,2,600,2,0.004954,0.004781,0.00016
KCOG,1,90,2,600,1,0.004809,0.003063,0.001475
BA,21,90,2,600,2,0.012792,0.006238,0.006516
KCOG,21,90,2,600,1,0.025189,0.008329,0.009019
BA,41,90,2,600,2,0.031344,0.008206,0.023089
KCOG,41,90,2,600,1,0.070663,0.019462,0.027557
BA,61,90,2,600,2,0.061922,0.011788,0.050114
KCOG,61,90,2,600,1,0.152684,0.037521,0.054438
BA,81,90,2,600,2,0.109415,0.013735,0.095659
KCOG,81,90,2,600,1,0.241349,0.059352,0.101931
BA,101,90,2,600,2,0.148831,0.017566,0.131241
KCOG,101,90,2,600,1,0.342403,0.080495,0.132216
BA,1,90,2,600,1,0.001645,0.001552,9.2e-05
KCOG,1,90,2,600,0,0.001223,0.000634,0.000551
BA,21,90,2,600,1,0.004353,0.001328,0.003023
KCOG,21,90,2,600,0,0.006969,0.002631,0.002974
BA,41,90,2,600,1,0.01496,0.001381,0.013576
KCOG,41,90,2,600,0,0.026657,0.007695,0.011743
BA,61,90,2,600,1,0.027461,0.000878,0.026581
KCOG,61,90,2,600,0,0.057896,0.014841,0.024302
BA,81,90,2,600,1,0.044609,0.000732,0.043874
KCOG,81,90,2,600,0,0.077669,0.022521,0.039747
BA,101,90,2,600,1,0.067248,0.000989,0.066257
KCOG,101,90,2,600,0,0.138999,0.032218,0.064169
