Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
2,90,2,600,0.362399,0.001314,0.166552,0.00036,0.128855,0.000393,0.064074,0.000315,0.045696,0.000442,0.049977,0.001128,0.046771,0.000847,0.053651,0.000332,0.044747,0.000381,0.040714,0.001323,0.043672,0.000769
2,90,2,600,0.04519,0.000402,0.04922,0.000292,0.06025,0.000237,0.053514,0.00041,0.063594,0.000394,0.032528,0.001108,0.035551,0.000947,0.030393,0.000296,0.045734,0.00043,0.030444,0.001292,0.031928,0.00103
2,90,2,600,0.086367,0.000637,0.104759,0.000353,0.128468,0.00037,0.042977,0.000309,0.03984,0.000455,0.029369,0.001366,0.036792,0.001088,0.034741,0.000364,0.037425,0.000496,0.037545,0.001729,0.049579,0.001353
2,90,2,600,0.056351,0.000372,0.057342,0.000276,0.057321,0.000193,0.063055,0.000317,0.047508,0.000427,0.032706,0.001433,0.027893,0.000986,0.030291,0.000343,0.034393,0.000356,0.028543,0.001432,0.030539,0.000842
2,90,2,600,0.369859,0.001282,0.410332,0.000742,0.120711,0.000395,0.066177,0.000567,0.078805,0.000544,0.143355,0.004801,0.103066,0.002025,0.164644,0.001111,0.074892,0.000513,0.218147,0.004683,0.180735,0.003538
2,90,2,600,0.361879,0.001176,0.307052,0.000558,0.119306,0.000346,0.04891,0.000464,0.045567,0.000372,0.069895,0.00214,0.075895,0.001241,0.132769,0.00087,0.057623,0.000437,0.105517,0.003041,0.07482,0.001155
2,90,2,600,0.16559,0.00067,0.192479,0.000517,0.132438,0.000339,0.054472,0.000505,0.050379,0.000447,0.095563,0.002439,0.07296,0.001284,0.09131,0.000769,0.072128,0.000585,0.137798,0.003846,0.070839,0.001435
2,90,2,600,0.184973,0.000665,0.176703,0.000493,0.176808,0.000304,0.042401,0.000496,0.045952,0.00038,0.028709,0.001573,0.038428,0.000851,0.029565,0.000286,0.04156,0.000424,0.031939,0.001157,0.032216,0.000873
2,90,2,600,0.122937,0.0008,0.133259,0.000536,0.136918,0.000336,0.032391,0.000293,0.030476,0.000455,0.032564,0.001103,0.030608,0.000738,0.030592,0.000398,0.036769,0.000415,0.033424,0.001597,0.028755,0.000798
2,90,2,600,0.047083,0.000397,0.050666,0.000209,0.073771,0.000202,0.046567,0.000455,0.050535,0.000405,0.030058,0.001407,0.028026,0.000681,0.027393,0.000279,0.038035,0.000333,0.036206,0.001508,0.027103,0.00082
2,90,2,600,0.249618,0.001127,0.269277,0.000649,0.181321,0.000297,0.08379,0.000545,0.082212,0.000653,0.111131,0.004176,0.118059,0.002351,0.105741,0.000966,0.074941,0.000546,0.117225,0.004178,0.112882,0.00251
2,90,2,600,0.396298,0.001101,0.426019,0.000741,0.19795,0.000304,0.068454,0.000657,0.069991,0.000551,0.150925,0.003872,0.146364,0.00291,0.144073,0.001035,0.071097,0.000457,0.14297,0.004186,0.06003,0.001434
2,90,2,600,0.329157,0.001134,0.331062,0.000566,0.138453,0.000386,0.090016,0.000642,0.090596,0.000563,0.120949,0.001003,0.084701,0.000793,0.124227,0.000818,0.074459,0.000685,0.083934,0.000697,0.07324,0.000854
2,90,2,600,0.337927,0.000876,0.453367,0.000573,0.25862,0.000438,0.076986,0.000536,0.071153,0.000337,0.30657,0.002261,0.135052,0.001133,0.254366,0.001055,0.122166,0.000595,0.146816,0.001915,0.161561,0.001392
2,90,2,600,0.246895,0.000807,0.269333,0.000488,0.276536,0.000337,0.160887,0.000392,0.1766,0.00056,0.166591,0.001935,0.165036,0.001299,0.149359,0.000452,0.07734,0.000383,0.044236,0.001187,0.034236,0.000951
2,90,2,600,0.199671,0.000801,0.208317,0.000471,0.161139,0.000274,0.050443,0.000365,0.050803,0.000305,0.154621,0.002017,0.256846,0.001291,0.294202,0.001085,0.205293,0.000695,0.231496,0.001869,0.26123,0.001075
2,90,2,600,0.10574,0.000525,0.049235,0.000199,0.066904,0.000201,0.050746,0.000408,0.053449,0.00043,0.033645,0.001132,0.03226,0.001016,0.033287,0.000349,0.047279,0.000341,0.034465,0.001417,0.032678,0.000918
2,90,2,600,0.263672,0.000966,0.283555,0.000552,0.342247,0.000455,0.051161,0.000376,0.049961,0.000431,0.075571,0.003181,0.088019,0.001775,0.079343,0.000772,0.092621,0.000528,0.07909,0.002529,0.0723,0.001936
2,90,2,600,0.275122,0.000994,0.302137,0.000476,0.169079,0.000337,0.087661,0.000491,0.085636,0.000622,0.101309,0.003227,0.104547,0.002074,0.103038,0.000913,0.119358,0.000559,0.101089,0.003756,0.093402,0.00253
2,90,2,600,0.353349,0.001288,0.387761,0.000709,0.283994,0.000464,0.074291,0.000759,0.079988,0.000617,0.076595,0.001896,0.070553,0.00124,0.12624,0.001104,0.068941,0.000616,0.128954,0.002323,0.097848,0.00184
