Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.252714,0.001144,0.237205,0.000762,0.083846,0.000234,0.115237,0.000435,0.106947,0.000631,0.06826,0.003215,0.062264,0.001527,0.061581,0.000434,0.060367,0.00032,0.067707,0.002238,0.063473,0.001323
21,90,2,600,2.97883,0.116033,3.68966,0.054276,4.88246,0.058456,0.111493,0.008429,0.10843,0.008319,0.033984,0.01031,0.039055,0.009085,0.037651,0.007764,0.032446,0.008548,0.036088,0.010344,0.034612,0.009083
41,90,2,600,3.27973,0.32901,3.8119,0.183811,5.05576,0.164886,0.257633,0.026116,0.260145,0.025754,0.051899,0.026761,0.047764,0.026216,0.049918,0.025322,0.044146,0.024466,0.045734,0.026297,0.043737,0.027008
61,90,2,600,3.14792,0.650077,3.73927,0.341828,5.36678,0.348584,0.516922,0.053921,0.534868,0.052999,0.058675,0.05652,0.063584,0.05501,0.058066,0.051649,0.067678,0.050804,0.058376,0.05706,0.058331,0.055263
81,90,2,600,3.7054,1.10296,4.13834,0.567457,5.45636,0.547065,0.685926,0.0943,0.7775,0.088978,0.083616,0.094891,0.080683,0.094122,0.078343,0.087436,0.086129,0.087562,0.079449,0.095634,0.082689,0.093558
101,90,2,600,3.39657,1.66394,3.94857,0.89639,6.38371,0.863233,0.674016,0.145644,0.716379,0.136195,0.109437,0.142776,0.115767,0.142963,0.104282,0.134123,0.112212,0.133296,0.106852,0.142924,0.10313,0.14221
1,90,2,600,0.049609,0.000432,0.056493,0.000283,0.041304,0.000167,0.033977,0.000242,0.029158,0.000278,0.042062,0.000775,0.043658,0.000434,0.059835,0.000451,0.043444,0.000304,0.042099,0.000661,0.043843,0.000752
21,90,2,600,0.133545,0.032725,0.149218,0.01592,0.24156,0.020512,0.15533,0.007338,0.155813,0.008187,0.030731,0.010583,0.030081,0.009216,0.029019,0.007116,0.039043,0.007405,0.029231,0.009968,0.030117,0.008231
41,90,2,600,0.112214,0.115272,0.151381,0.059361,0.215051,0.067087,0.415949,0.025776,0.380497,0.024589,0.042592,0.027521,0.040461,0.026944,0.039186,0.024482,0.045881,0.024319,0.051051,0.027871,0.038545,0.027108
61,90,2,600,0.111509,0.232484,0.136723,0.12182,0.192321,0.136367,1.31657,0.052602,1.1498,0.052761,0.057596,0.055258,0.058292,0.055763,0.053639,0.050719,0.060604,0.051405,0.053728,0.054866,0.054911,0.05677
