Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.003726,5.5e-05,0.000657,1.2e-05,0.00072,2.3e-05,0.000846,2.6e-05
toy_instances/toy_instance_1.txt,1,20,0.001844,3.6e-05,0.000727,1.7e-05,0.000955,3e-05,0.000901,3.9e-05
toy_instances/toy_instance_1.txt,1,40,0.001165,2.7e-05,0.001086,2.5e-05,0.001942,6.7e-05,0.00127,5.9e-05
toy_instances/toy_instance_1.txt,1,60,0.001551,4.1e-05,0.000924,3.2e-05,0.001038,1.9e-05,0.001191,4.7e-05
toy_instances/toy_instance_1.txt,1,80,0.00353,3.7e-05,0.001073,1.9e-05,0.001181,2.9e-05,0.001057,3.7e-05
toy_instances/toy_instance_1.txt,1,100,0.002252,5.1e-05,0.001249,1.9e-05,0.001104,6.2e-05,0.001885,5e-05
toy_instances/toy_instance_1.txt,11,0,0.008727,0.001413,0.001344,0.000284,0.001821,0.000378,0.001036,0.000351
toy_instances/toy_instance_1.txt,11,20,0.004694,0.00105,0.000786,0.000155,0.001225,0.000162,0.000909,0.000274
toy_instances/toy_instance_1.txt,11,40,0.00261,0.000618,0.000999,0.000146,0.001168,0.000217,0.001817,0.001022
toy_instances/toy_instance_1.txt,11,60,0.002658,0.000476,0.001979,0.000286,0.001608,0.000259,0.000973,0.001027
toy_instances/toy_instance_1.txt,11,80,0.002975,0.000777,0.002892,0.000303,0.002052,0.000245,0.001001,0.000222
toy_instances/toy_instance_1.txt,11,100,0.001064,0.000306,0.000796,0.000163,0.000719,0.000276,0.000748,0.000232
toy_instances/toy_instance_1.txt,21,0,0.003051,0.001713,0.002451,0.000595,0.004018,0.000588,0.001296,0.002253
toy_instances/toy_instance_1.txt,21,20,0.004633,0.002097,0.00184,0.000473,0.002351,0.000729,0.001542,0.001077
toy_instances/toy_instance_1.txt,21,40,0.004404,0.001624,0.001153,0.000607,0.00249,0.000612,0.002782,0.002664
toy_instances/toy_instance_1.txt,21,60,0.004133,0.00299,0.00139,0.000474,0.004383,0.000674,0.002766,0.00109
toy_instances/toy_instance_1.txt,21,80,0.001766,0.001041,0.001318,0.000678,0.00414,0.001929,0.001695,0.001036
toy_instances/toy_instance_1.txt,21,100,0.001323,0.000768,0.001061,0.000436,0.004553,0.000943,0.001745,0.001479
toy_instances/toy_instance_1.txt,31,0,0.002803,0.003564,0.003304,0.001339,0.00306,0.001378,0.003591,0.002228
toy_instances/toy_instance_1.txt,31,20,0.002026,0.002386,0.002458,0.00288,0.006656,0.001749,0.00308,0.004913
toy_instances/toy_instance_1.txt,31,40,0.002072,0.002262,0.001661,0.003234,0.007057,0.001607,0.003901,0.005487
toy_instances/toy_instance_1.txt,31,60,0.00177,0.001953,0.002317,0.001362,0.003627,0.001152,0.003601,0.004196
toy_instances/toy_instance_1.txt,31,80,0.003141,0.002796,0.001285,0.000852,0.005016,0.001511,0.001758,0.001812
toy_instances/toy_instance_1.txt,31,100,0.005198,0.003763,0.001433,0.00094,0.001721,0.001031,0.00305,0.003075
toy_instances/toy_instance_1.txt,41,0,0.001875,0.003429,0.003635,0.002835,0.007134,0.004145,0.003097,0.006856
toy_instances/toy_instance_1.txt,41,20,0.002245,0.003799,0.004013,0.003076,0.006007,0.00452,0.002962,0.003606
toy_instances/toy_instance_1.txt,41,40,0.003659,0.007391,0.002192,0.005014,0.004613,0.002134,0.003951,0.004933
toy_instances/toy_instance_1.txt,41,60,0.005582,0.009973,0.002224,0.004705,0.004321,0.004062,0.002712,0.003671
toy_instances/toy_instance_1.txt,41,80,0.005924,0.007519,0.001978,0.003927,0.005104,0.001997,0.002551,0.006636
toy_instances/toy_instance_1.txt,41,100,0.001259,0.002217,0.004673,0.002865,0.006491,0.003145,0.002097,0.004679
toy_instances/toy_instance_1.txt,51,0,0.002893,0.006257,0.003142,0.004065,0.0218,0.003812,0.003893,0.008975
toy_instances/toy_instance_1.txt,51,20,0.005234,0.010248,0.005826,0.005753,0.009125,0.008903,0.008024,0.005634
toy_instances/toy_instance_1.txt,51,40,0.003582,0.009171,0.00675,0.00509,0.009791,0.004026,0.003875,0.009423
toy_instances/toy_instance_1.txt,51,60,0.003252,0.005766,0.005472,0.003677,0.024536,0.00802,0.004835,0.008589
toy_instances/toy_instance_1.txt,51,80,0.002178,0.006722,0.004789,0.003921,0.005334,0.006127,0.004035,0.007322
toy_instances/toy_instance_1.txt,51,100,0.002499,0.007589,0.004532,0.004729,0.004262,0.005908,0.003813,0.007349
toy_instances/toy_instance_1.txt,61,0,0.003523,0.011276,0.006317,0.004905,0.017562,0.009714,0.009037,0.011627
toy_instances/toy_instance_1.txt,61,20,0.005711,0.010841,0.007705,0.011985,0.023144,0.006089,0.007842,0.007335
toy_instances/toy_instance_1.txt,61,40,0.003489,0.013124,0.007178,0.009299,0.02451,0.008786,0.01021,0.013761
toy_instances/toy_instance_1.txt,61,60,0.00249,0.009514,0.00617,0.005534,0.032587,0.006071,0.005717,0.013586
toy_instances/toy_instance_1.txt,61,80,0.005866,0.010417,0.005182,0.004901,0.007441,0.013421,0.004677,0.007794
toy_instances/toy_instance_1.txt,61,100,0.003571,0.011616,0.008763,0.006882,0.006314,0.011019,0.006068,0.007214
toy_instances/toy_instance_1.txt,71,0,0.00241,0.011531,0.011507,0.009866,0.021451,0.01507,0.005611,0.016887
toy_instances/toy_instance_1.txt,71,20,0.008444,0.019894,0.006166,0.0102,0.020423,0.007952,0.006938,0.01092
