Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCU, time_subproblem_KCU, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCHOG, time_subproblem_KCHOG
1,0,0.078572,0.001058,0.028921,0.001248,0.024977,0.000894,0.019465,0.005897,0.021735,0.016943
1,0,0.080613,0.000927,0.008169,0.00026,0.014549,0.000412,0.014381,0.003143,0.014804,0.0084
1,0,0.011434,0.000292,0.008413,0.000414,0.004864,0.000351,0.004794,0.001728,0.004863,0.005468
1,0,0.018335,0.00041,0.00448,0.000243,0.004442,0.000176,0.00462,0.001264,0.003605,0.00231
1,0,0.009525,0.000256,0.007371,0.000282,0.004912,0.000189,0.005155,0.001506,0.004166,0.003697
1,0,0.022159,0.00041,0.003861,0.00016,0.00468,0.000226,0.002971,0.00086,0.003546,0.003174
1,0,0.014953,0.000234,0.003315,0.000137,0.003428,0.000107,0.00295,0.000911,0.003174,0.002149
1,0,0.01704,0.000319,0.007061,0.000332,0.005837,0.000305,0.009025,0.002323,0.008289,0.004299
1,0,0.020971,0.000376,0.005078,0.000218,0.004449,0.000152,0.00388,0.001663,0.003818,0.004763
1,0,0.008235,0.000163,0.006704,0.000211,0.003222,0.000126,0.004102,0.001183,0.003476,0.004421
1,20,0.008705,0.000244,0.007737,0.000264,0.004918,0.000195,0.004725,0.002433,0.005186,0.007355
1,20,0.028387,0.000437,0.010609,0.000434,0.006055,0.00027,0.009359,0.002812,0.008861,0.007249
1,20,0.015649,0.000411,0.008674,0.000394,0.005595,0.000221,0.007593,0.001782,0.006404,0.006499
1,20,0.038876,0.000544,0.006545,0.000211,0.012497,0.000474,0.007756,0.001869,0.009307,0.00687
1,20,0.017378,0.000251,0.003118,0.000193,0.003456,0.000108,0.00288,0.000567,0.003341,0.002042
1,20,0.014089,0.000348,0.00311,0.000161,0.004265,0.000186,0.002901,0.000827,0.003763,0.00396
1,20,0.014793,0.000263,0.00289,0.000159,0.003339,0.000172,0.002714,0.000641,0.002962,0.002628
1,20,0.00704,0.000239,0.007311,0.000257,0.003061,0.000145,0.002896,0.001079,0.002865,0.003014
1,20,0.008105,0.000223,0.004482,0.000169,0.002755,0.000147,0.003551,0.002021,0.003027,0.00445
1,20,0.015678,0.000325,0.003031,0.000197,0.002702,0.000125,0.003908,0.000953,0.003076,0.003078
1,40,0.017455,0.000277,0.006431,0.000287,0.006344,0.000225,0.005737,0.001276,0.00938,0.007657
1,40,0.038987,0.000561,0.004872,0.000153,0.010555,0.000313,0.009774,0.00307,0.012412,0.007265
1,40,0.016118,0.000326,0.004894,0.000271,0.003214,0.000131,0.005006,0.001024,0.00325,0.002096
1,40,0.030269,0.00045,0.004507,0.000164,0.011259,0.000338,0.00864,0.002252,0.008289,0.005493
1,40,0.018364,0.000296,0.006794,0.000305,0.004867,0.000181,0.004724,0.001595,0.005343,0.003501
1,40,0.03304,0.000579,0.004522,0.000208,0.008177,0.000298,0.008906,0.000594,0.010704,0.000753
1,40,0.008204,0.000188,0.004736,0.000147,0.004116,0.000148,0.003102,0.000719,0.003602,0.002644
1,40,0.032047,0.000465,0.004317,0.000203,0.009215,0.000311,0.008723,0.002073,0.009796,0.007307
1,40,0.007477,0.000175,0.004154,0.000146,0.003223,0.000148,0.003217,0.001127,0.003978,0.002895
1,40,0.030121,0.000395,0.005175,0.000234,0.008056,0.000219,0.008629,0.001235,0.011186,0.001369
1,60,0.016023,0.000305,0.003846,0.000241,0.003425,0.000128,0.004207,0.00104,0.003221,0.001878
1,60,0.018589,0.000349,0.007299,0.000275,0.006054,0.000215,0.005787,0.001533,0.005312,0.004735
1,60,0.008589,0.000256,0.005352,0.000222,0.004296,0.00012,0.003964,0.00165,0.003198,0.003768
1,60,0.007379,0.000171,0.004737,0.000154,0.0035,0.00013,0.003454,0.001344,0.005483,0.003895
1,60,0.032037,0.000505,0.006092,0.000157,0.011087,0.000429,0.01,0.001945,0.009811,0.004686
1,60,0.006413,0.000179,0.007834,0.000229,0.003162,0.000112,0.003727,0.001002,0.003418,0.00384
1,60,0.033894,0.000532,0.006666,0.000228,0.006869,0.000214,0.007362,0.002197,0.007671,0.007107
1,60,0.0177,0.000358,0.004393,0.000242,0.003519,0.00015,0.003283,0.00071,0.003311,0.001826
1,60,0.016328,0.000359,0.005746,0.000251,0.007349,0.000289,0.005346,0.001585,0.004895,0.004544
1,60,0.007396,0.00017,0.004692,0.000148,0.003057,0.000109,0.004632,0.001446,0.003746,0.0031
1,80,0.015511,0.00033,0.003374,0.000176,0.003035,0.000131,0.004268,0.001053,0.003165,0.001013
1,80,0.008308,0.000319,0.004709,0.000198,0.003326,0.000215,0.003128,0.001077,0.003924,0.00359
1,80,0.016983,0.000353,0.003339,0.000186,0.003217,0.000147,0.004657,0.002087,0.003371,0.003429
1,80,0.028813,0.000388,0.004549,0.000162,0.009531,0.000267,0.008721,0.001821,0.009109,0.006014
1,80,0.007975,0.000233,0.005694,0.000172,0.003093,0.000128,0.003472,0.002146,0.005022,0.007635
1,80,0.023719,0.000417,0.003623,0.000198,0.003193,0.000112,0.00328,0.000775,0.003154,0.00197
1,80,0.027711,0.000367,0.004955,0.000169,0.009583,0.000266,0.009073,0.000418,0.009379,0.000405
1,80,0.028805,0.000478,0.004931,0.000212,0.008314,0.000296,0.008232,0.001728,0.009507,0.006796
1,80,0.008341,0.000235,0.004305,0.000217,0.00301,0.000109,0.003955,0.001237,0.003257,0.003179
1,80,0.029338,0.000512,0.005698,0.000261,0.008357,0.000356,0.008425,0.002376,0.009631,0.006545
1,100,0.015167,0.000268,0.005829,0.000225,0.006279,0.00019,0.005585,0.001408,0.005256,0.002361
1,100,0.018092,0.000259,0.004047,0.000211,0.003301,0.000191,0.002866,0.000644,0.002796,0.001813
1,100,0.015277,0.000287,0.004111,0.000177,0.003835,0.000162,0.003185,0.000768,0.003092,0.001742
1,100,0.015904,0.00046,0.003625,0.000228,0.004284,0.000159,0.003078,0.000596,0.003095,0.001932
1,100,0.015616,0.000395,0.003259,0.000188,0.004335,0.000157,0.00279,0.000767,0.002985,0.002256
1,100,0.015327,0.000306,0.003061,0.000167,0.00472,0.000159,0.002934,0.000668,0.00287,0.001943
1,100,0.028586,0.000565,0.005981,0.000272,0.009715,0.000417,0.009959,0.000554,0.007743,0.000455
1,100,0.015983,0.000426,0.00317,0.000141,0.004004,0.000121,0.003093,0.000875,0.003254,0.003342
1,100,0.01688,0.000334,0.007692,0.000354,0.005063,0.000173,0.005567,0.00098,0.004616,0.000833
1,100,0.007837,0.00017,0.004458,0.000148,0.002949,0.000109,0.002985,0.001345,0.003312,0.00364
11,0,0.028645,0.004649,0.038779,0.002087,0.008566,0.002819,0.00779,0.00469,0.008293,0.007158
11,0,0.026555,0.005679,0.027785,0.003095,0.00722,0.002429,0.008438,0.004657,0.0076,0.006449
11,0,0.153434,0.011303,0.02227,0.001962,0.006789,0.00226,0.006219,0.004779,0.00555,0.007317
11,0,0.006478,0.002174,0.035431,0.002082,0.005053,0.001658,0.00484,0.002711,0.004378,0.003621
11,0,0.11789,0.011677,0.020972,0.002097,0.00641,0.001706,0.005132,0.003906,0.005532,0.006928
11,0,0.404709,0.017063,0.013876,0.00221,0.006728,0.001836,0.005717,0.003821,0.005654,0.00423
11,0,0.658869,0.022883,0.015442,0.002051,0.010962,0.002524,0.010167,0.006802,0.009947,0.008702
11,0,0.015398,0.003994,0.034004,0.001973,0.00471,0.001663,0.005811,0.004134,0.005537,0.003777
11,0,0.601487,0.023076,0.019442,0.003466,0.010992,0.003052,0.011357,0.007219,0.01091,0.008713
11,0,0.421245,0.017963,0.012325,0.001963,0.0071,0.002317,0.005426,0.003117,0.005737,0.004535
11,20,0.007084,0.00228,0.031275,0.002147,0.00515,0.001657,0.006987,0.004504,0.004751,0.003593
11,20,0.006904,0.002534,0.034765,0.001989,0.005848,0.002126,0.005486,0.002719,0.004766,0.00384
11,20,0.081082,0.009853,0.021084,0.00308,0.005736,0.001584,0.007221,0.004705,0.005553,0.006647
11,20,0.005953,0.002277,0.036633,0.002871,0.00472,0.001728,0.00579,0.003277,0.004739,0.004477
11,20,0.366371,0.01784,0.01389,0.00207,0.007125,0.002598,0.005522,0.002958,0.006517,0.004213
11,20,0.292219,0.01588,0.016256,0.002057,0.006442,0.002002,0.005219,0.004248,0.006571,0.005798
11,20,0.007475,0.002968,0.032325,0.002285,0.004815,0.001583,0.005271,0.003086,0.005911,0.003979
11,20,0.015146,0.00344,0.029452,0.002425,0.005196,0.00232,0.004707,0.002586,0.006047,0.003851
11,20,0.267749,0.016623,0.014758,0.002082,0.006971,0.002133,0.005767,0.004838,0.006838,0.00603
11,20,0.152638,0.011145,0.018183,0.001957,0.006176,0.001682,0.005161,0.004505,0.005635,0.006856
11,40,0.014301,0.003709,0.030454,0.001982,0.004646,0.001771,0.005422,0.00323,0.004319,0.003852
11,40,0.007596,0.002763,0.031539,0.002057,0.005044,0.002343,0.004947,0.003415,0.005579,0.004119
11,40,0.007166,0.002326,0.031227,0.002533,0.005614,0.001586,0.004598,0.00306,0.00569,0.004807
11,40,0.9376,0.027723,0.015484,0.002012,0.010029,0.002743,0.010453,0.00667,0.012471,0.01072
11,40,0.466893,0.019526,0.015534,0.002065,0.006923,0.001933,0.005667,0.00354,0.006917,0.004479
