Gamma, tau, nb_path_to_select, limit_number_paths, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
21,100,7,300,0.006908,0.00671,0.006842,0.007205
21,100,7,400,0.007358,0.008245,0.007701,0.006832
21,100,7,500,0.00739,0.007471,0.006979,0.007613
21,100,7,600,0.007832,0.008682,0.007378,0.007359
21,100,7,700,0.007346,0.00928,0.007221,0.008994
21,100,7,800,0.008045,0.008818,0.00683,0.008843
21,100,7,900,0.008327,0.009634,0.006997,0.00832
21,100,7,1000,0.008284,0.011032,0.00753,0.009131
21,100,7,1100,0.007687,0.011489,0.007754,0.009158
21,100,7,1200,0.007953,0.011819,0.007839,0.00952
21,100,7,1300,0.007953,0.012688,0.007787,0.009824
21,100,7,1400,0.008004,0.012729,0.007915,0.010127
21,100,9,100,0.00677,0.006492,0.007229,0.006747
21,100,9,200,0.006931,0.00746,0.007564,0.006504
21,100,9,300,0.007024,0.007098,0.006862,0.007716
21,100,9,400,0.007302,0.008758,0.007889,0.00757
21,100,9,500,0.007205,0.00869,0.007605,0.008505
21,100,9,600,0.008381,0.008961,0.006974,0.008596
21,100,9,700,0.008215,0.010749,0.007345,0.009048
21,100,9,800,0.008393,0.011888,0.007455,0.009187
21,100,9,900,0.007833,0.012241,0.007449,0.009853
21,100,9,1000,0.007993,0.012965,0.007125,0.010217
21,100,9,1100,0.008803,0.013052,0.010324,0.019326
21,100,9,1200,0.013943,0.023791,0.013406,0.022269
21,100,9,1300,0.009143,0.013817,0.007043,0.01209
21,100,9,1400,0.009,0.013732,0.006917,0.01391
21,100,11,100,0.007878,0.007003,0.00712,0.006632
21,100,11,200,0.007354,0.007763,0.007767,0.007488
21,100,11,300,0.007186,0.007815,0.007034,0.008425
21,100,11,400,0.007359,0.009196,0.007348,0.008097
21,100,11,500,0.007917,0.010446,0.007918,0.009104
21,100,11,600,0.007366,0.0105,0.007937,0.009933
21,100,11,700,0.007506,0.01079,0.007961,0.010944
21,100,11,800,0.007605,0.01148,0.007343,0.01182
21,100,11,900,0.007695,0.01237,0.007826,0.012268
21,100,11,1000,0.007513,0.014162,0.007669,0.01222
21,100,11,1100,0.0084,0.014704,0.007285,0.012915
21,100,11,1200,0.008942,0.014669,0.008926,0.013502
21,100,11,1300,0.008745,0.016389,0.007181,0.015776
21,100,11,1400,0.008796,0.017437,0.007499,0.015335
31,80,3,100,0.00997,0.012101,0.010136,0.012651
31,80,3,200,0.009988,0.013378,0.009784,0.013532
31,80,3,300,0.010737,0.013029,0.011141,0.012842
31,80,3,400,0.010217,0.01456,0.009975,0.012976
31,80,3,500,0.010338,0.01394,0.01014,0.013805
31,80,3,600,0.010435,0.013518,0.010303,0.013215
31,80,3,700,0.009914,0.014743,0.010721,0.013609
31,80,3,800,0.010819,0.01439,0.010616,0.013523
31,80,3,900,0.009974,0.014013,0.010483,0.014591
31,80,3,1000,0.01071,0.014766,0.010146,0.013225
31,80,3,1100,0.009962,0.015321,0.010872,0.014487
31,80,3,1200,0.010793,0.015483,0.009932,0.015707
31,80,3,1300,0.009859,0.016331,0.010914,0.014733
31,80,3,1400,0.010104,0.015467,0.010256,0.014624
31,80,5,100,0.010153,0.01283,0.01053,0.012037
31,80,5,200,0.010162,0.012877,0.010421,0.013424
31,80,5,300,0.010824,0.013983,0.011264,0.012162
31,80,5,400,0.010596,0.013236,0.009982,0.013353
31,80,5,500,0.010559,0.014772,0.010265,0.014562
31,80,5,600,0.010506,0.013407,0.010258,0.013897
31,80,5,700,0.01061,0.014714,0.010153,0.014281
31,80,5,800,0.010981,0.014786,0.009868,0.014169
31,80,5,900,0.011043,0.015236,0.010802,0.0144
31,80,5,1000,0.010558,0.015484,0.010448,0.015623
31,80,5,1100,0.011421,0.015529,0.010059,0.014847
31,80,5,1200,0.010699,0.016359,0.01016,0.015381
31,80,5,1300,0.010685,0.015763,0.010375,0.016744
31,80,5,1400,0.01066,0.016674,0.010122,0.016115
31,80,7,100,0.010307,0.013707,0.010347,0.013612
31,80,7,200,0.011146,0.012493,0.010844,0.01265
31,80,7,300,0.010085,0.012719,0.01031,0.013277
31,80,7,400,0.010347,0.014356,0.010293,0.013753
31,80,7,500,0.010984,0.013867,0.010299,0.014671
31,80,7,600,0.010367,0.01557,0.010201,0.015431
31,80,7,700,0.011192,0.014688,0.010534,0.015657
31,80,7,800,0.010623,0.016467,0.010389,0.014947
31,80,7,900,0.011057,0.017162,0.011366,0.016154
31,80,7,1000,0.010662,0.017298,0.011539,0.015872
31,80,7,1100,0.011479,0.017349,0.011165,0.016561
31,80,7,1200,0.01167,0.018027,0.010547,0.016905
31,80,7,1300,0.012072,0.01772,0.011281,0.0168
31,80,7,1400,0.011729,0.019041,0.010129,0.017989
31,80,9,100,0.011437,0.012012,0.011545,0.012796
31,80,9,200,0.009936,0.012673,0.010427,0.014027
31,80,9,300,0.010238,0.014703,0.011176,0.012998
31,80,9,400,0.010622,0.0146,0.010251,0.013856
31,80,9,500,0.010272,0.015263,0.01083,0.014584
31,80,9,600,0.010263,0.015183,0.010784,0.016011
31,80,9,700,0.011069,0.016654,0.010278,0.015906
31,80,9,800,0.011512,0.017052,0.011263,0.016863
31,80,9,900,0.010662,0.017974,0.012078,0.016075
31,80,9,1000,0.011203,0.017739,0.011437,0.017392
31,80,9,1100,0.010895,0.019247,0.011205,0.018223
31,80,9,1200,0.011413,0.019091,0.010971,0.01842
31,80,9,1300,0.010668,0.02011,0.01047,0.018865
31,80,9,1400,0.01149,0.022411,0.011042,0.019299
31,80,11,100,0.011034,0.012834,0.010232,0.012325
31,80,11,200,0.010005,0.014553,0.010609,0.013683
31,80,11,300,0.010743,0.014445,0.010483,0.013422
31,80,11,400,0.009974,0.015831,0.010796,0.015504
31,80,11,500,0.010674,0.016118,0.010208,0.015278
31,80,11,600,0.010683,0.016975,0.011017,0.017044
31,80,11,700,0.01065,0.018418,0.011444,0.016422
31,80,11,800,0.011233,0.018525,0.011197,0.018237
31,80,11,900,0.010703,0.019695,0.010724,0.018436
31,80,11,1000,0.011443,0.019795,0.010248,0.019151
31,80,11,1100,0.0112,0.021881,0.010909,0.019416
31,80,11,1200,0.011455,0.022149,0.011105,0.020489
31,80,11,1300,0.011408,0.022782,0.010629,0.020979
31,80,11,1400,0.011911,0.023466,0.010421,0.022933
31,90,3,100,0.00981,0.01296,0.010355,0.012447
31,90,3,200,0.010036,0.013332,0.011996,0.011933
31,90,3,300,0.010649,0.013052,0.009946,0.011832
31,90,3,400,0.009987,0.013606,0.010263,0.013189
31,90,3,500,0.009945,0.014153,0.011554,0.012345
31,90,3,600,0.010285,0.014112,0.01032,0.014165
31,90,3,700,0.009942,0.01475,0.011181,0.012577
31,90,3,800,0.010859,0.014112,0.009985,0.014183
31,90,3,900,0.010476,0.014928,0.010012,0.014374
31,90,3,1000,0.009847,0.015809,0.010579,0.01451
31,90,3,1100,0.010686,0.014892,0.010023,0.013599
31,90,3,1200,0.009925,0.016252,0.011067,0.014223
31,90,3,1300,0.010465,0.015453,0.009976,0.014638
31,90,3,1400,0.010484,0.016141,0.010547,0.014786
31,90,5,100,0.010566,0.011659,0.010297,0.011566
31,90,5,200,0.009868,0.013008,0.01025,0.01353
31,90,5,300,0.009876,0.013557,0.011346,0.012227
31,90,5,400,0.011131,0.013712,0.009989,0.012265
31,90,5,500,0.009887,0.015092,0.01079,0.01432
31,90,5,600,0.010532,0.014304,0.010243,0.012607
31,90,5,700,0.01045,0.014791,0.01021,0.014304
31,90,5,800,0.010508,0.014722,0.010457,0.013943
31,90,5,900,0.010264,0.015541,0.010659,0.014853
31,90,5,1000,0.010816,0.015913,0.009875,0.015161
31,90,5,1100,0.01116,0.015943,0.01058,0.015265
31,90,5,1200,0.010502,0.017355,0.011503,0.014538
31,90,5,1300,0.011008,0.0166,0.010114,0.015671
31,90,5,1400,0.011242,0.016568,0.010594,0.016498
31,90,7,100,0.010194,0.01321,0.010278,0.014496
31,90,7,200,0.011222,0.012523,0.011269,0.012498
31,90,7,300,0.009862,0.014193,0.010331,0.014209
31,90,7,400,0.009866,0.015509,0.010536,0.013773
31,90,7,500,0.009838,0.014995,0.01063,0.014866
31,90,7,600,0.010526,0.014894,0.010131,0.013591
31,90,7,700,0.010935,0.01598,0.010507,0.015938
31,90,7,800,0.01069,0.015299,0.010458,0.015772
31,90,7,900,0.011257,0.01653,0.010155,0.014845
31,90,7,1000,0.011087,0.017335,0.01078,0.015881
31,90,7,1100,0.010463,0.017033,0.011294,0.01602
31,90,7,1200,0.01148,0.018319,0.011165,0.01711
31,90,7,1300,0.011809,0.017928,0.010205,0.016854
31,90,7,1400,0.011514,0.018782,0.01119,0.017284
31,90,9,100,0.011376,0.013154,0.010432,0.011825
31,90,9,200,0.009992,0.014127,0.010603,0.013513
31,90,9,300,0.01104,0.013756,0.010624,0.012827
31,90,9,400,0.010003,0.015045,0.010762,0.014579
31,90,9,500,0.01028,0.015757,0.010321,0.014058
31,90,9,600,0.01039,0.01619,0.010923,0.016423
31,90,9,700,0.010768,0.016471,0.011094,0.01615
31,90,9,800,0.011855,0.017588,0.010387,0.016682
31,90,9,900,0.012033,0.017653,0.01067,0.016708
31,90,9,1000,0.011427,0.018133,0.010425,0.017928
31,90,9,1100,0.011878,0.019612,0.010751,0.017764
31,90,9,1200,0.011347,0.019297,0.010248,0.018353
31,90,9,1300,0.011525,0.020331,0.011078,0.018801
31,90,9,1400,0.012778,0.020493,0.010993,0.020293
31,90,11,100,0.009776,0.014964,0.011925,0.012687
31,90,11,200,0.010614,0.013283,0.010652,0.012611
31,90,11,300,0.009905,0.015734,0.011872,0.014548
31,90,11,400,0.01093,0.014783,0.010104,0.016324
31,90,11,500,0.010535,0.016434,0.011519,0.017019
31,90,11,600,0.010021,0.017356,0.011447,0.015831
31,90,11,700,0.010842,0.018559,0.011797,0.01652
31,90,11,800,0.011094,0.018077,0.010753,0.01803
31,90,11,900,0.010655,0.020279,0.011102,0.019119
31,90,11,1000,0.011523,0.020341,0.010594,0.019361
31,90,11,1100,0.011889,0.021668,0.011375,0.019113
31,90,11,1200,0.011135,0.022089,0.011232,0.020414
31,90,11,1300,0.010545,0.024003,0.010994,0.022299
31,90,11,1400,0.012099,0.024387,0.010973,0.022996
31,100,3,100,0.009947,0.014703,0.010959,0.011422
31,100,3,200,0.010491,0.011845,0.010116,0.012557
31,100,3,300,0.010182,0.013416,0.010686,0.013859
31,100,3,400,0.010218,0.012968,0.011282,0.011976
31,100,3,500,0.010033,0.013957,0.010165,0.013143
31,100,3,600,0.009745,0.015067,0.011527,0.012542
31,100,3,700,0.010519,0.013121,0.010201,0.013661
31,100,3,800,0.01021,0.014371,0.010811,0.014072
31,100,3,900,0.010053,0.01446,0.009978,0.012968
31,100,3,1000,0.010355,0.015701,0.010802,0.014975
31,100,3,1100,0.010211,0.015673,0.00992,0.013851
31,100,3,1200,0.011347,0.015264,0.012282,0.014606
31,100,3,1300,0.01004,0.016294,0.009937,0.016222
31,100,3,1400,0.010031,0.015931,0.00988,0.01475
31,100,5,100,0.011196,0.012898,0.010735,0.01308
31,100,5,200,0.010453,0.012653,0.010189,0.01183
31,100,5,300,0.010776,0.014562,0.0099,0.013957
31,100,5,400,0.010383,0.013404,0.011199,0.01232
31,100,5,500,0.010184,0.013899,0.010198,0.013913
31,100,5,600,0.011969,0.015975,0.010373,0.012922
31,100,5,700,0.010467,0.015598,0.010802,0.01433
31,100,5,800,0.011664,0.015105,0.009974,0.015922
31,100,5,900,0.010901,0.014852,0.010925,0.015425
31,100,5,1000,0.010494,0.015532,0.010516,0.014666
31,100,5,1100,0.010595,0.015764,0.010067,0.014899
31,100,5,1200,0.010676,0.015943,0.010192,0.015904
31,100,5,1300,0.010399,0.016542,0.010522,0.015655
31,100,5,1400,0.010876,0.017293,0.010249,0.015644
31,100,7,100,0.010503,0.012866,0.010426,0.01332
31,100,7,200,0.010941,0.0125,0.011052,0.012569
31,100,7,300,0.009971,0.013702,0.010274,0.013201
31,100,7,400,0.00982,0.014398,0.01101,0.013326
31,100,7,500,0.010842,0.014112,0.010161,0.013519
31,100,7,600,0.010402,0.015569,0.010722,0.015429
31,100,7,700,0.011032,0.01479,0.010554,0.015646
31,100,7,800,0.010904,0.016659,0.010429,0.015092
31,100,7,900,0.011073,0.016339,0.011724,0.015588
31,100,7,1000,0.010482,0.016982,0.011862,0.015406
31,100,7,1100,0.010948,0.017495,0.01117,0.016192
31,100,7,1200,0.011489,0.018124,0.010621,0.018088
31,100,7,1300,0.011887,0.017919,0.010986,0.016787
31,100,7,1400,0.011551,0.019014,0.010433,0.018302
31,100,9,100,0.01075,0.011886,0.010628,0.013118
31,100,9,200,0.010096,0.0145,0.010922,0.013572
31,100,9,300,0.010885,0.01406,0.010329,0.012824
31,100,9,400,0.010129,0.015162,0.011077,0.014843
31,100,9,500,0.011302,0.015674,0.010277,0.01428
31,100,9,600,0.010293,0.016489,0.011043,0.016234
31,100,9,700,0.010859,0.016452,0.010796,0.016764
31,100,9,800,0.011406,0.017023,0.011313,0.016443
31,100,9,900,0.011868,0.018366,0.010867,0.017397
31,100,9,1000,0.011663,0.0182,0.010948,0.017207
31,100,9,1100,0.011614,0.018989,0.01024,0.018372
31,100,9,1200,0.010815,0.01956,0.011347,0.018215
31,100,9,1300,0.011391,0.020318,0.011058,0.018139
31,100,9,1400,0.011816,0.02055,0.011175,0.019969
31,100,11,100,0.009847,0.014306,0.012173,0.01222
31,100,11,200,0.010829,0.013428,0.010179,0.013152
31,100,11,300,0.010447,0.014129,0.010103,0.015042
31,100,11,400,0.010624,0.014548,0.010127,0.015449
31,100,11,500,0.0106,0.016496,0.011204,0.01635
31,100,11,600,0.009931,0.017247,0.011642,0.015883
31,100,11,700,0.01089,0.017671,0.011583,0.016914
31,100,11,800,0.011413,0.019257,0.010949,0.019483
31,100,11,900,0.010663,0.019767,0.011335,0.018267
31,100,11,1000,0.011248,0.020604,0.011239,0.019244
31,100,11,1100,0.011258,0.021442,0.010814,0.019556
31,100,11,1200,0.01193,0.022564,0.010852,0.020712
31,100,11,1300,0.011641,0.023263,0.010409,0.021862
31,100,11,1400,0.012707,0.023865,0.010811,0.021557
41,80,3,100,0.014331,0.02226,0.01567,0.021231
41,80,3,200,0.015299,0.023219,0.015624,0.022202
41,80,3,300,0.015272,0.023067,0.015596,0.02149
41,80,3,400,0.015574,0.023212,0.015322,0.022135
41,80,3,500,0.015738,0.02304,0.014556,0.022857
41,80,3,600,0.015365,0.022786,0.014538,0.022699
41,80,3,700,0.015463,0.023327,0.014948,0.023941
41,80,3,800,0.015924,0.023822,0.015136,0.0229
41,80,3,900,0.015114,0.025142,0.015136,0.022564
41,80,3,1000,0.015048,0.024065,0.014701,0.022597
41,80,3,1100,0.015595,0.024333,0.014639,0.023944
41,80,3,1200,0.015767,0.024526,0.016004,0.023503
41,80,3,1300,0.0146,0.025998,0.014691,0.023789
41,80,3,1400,0.015463,0.025711,0.01494,0.023945
41,80,5,100,0.014588,0.022217,0.015045,0.021212
41,80,5,200,0.014665,0.022724,0.01523,0.02173
41,80,5,300,0.015069,0.023415,0.015423,0.022304
41,80,5,400,0.015243,0.023511,0.014943,0.021975
41,80,5,500,0.015377,0.023654,0.014965,0.022752
41,80,5,600,0.015622,0.02387,0.014732,0.023216
41,80,5,700,0.016033,0.02415,0.014866,0.023397
41,80,5,800,0.015521,0.024696,0.015235,0.023697
41,80,5,900,0.015631,0.024863,0.014502,0.023762
41,80,5,1000,0.015938,0.025207,0.014761,0.02417
41,80,5,1100,0.015126,0.026489,0.014821,0.024279
41,80,5,1200,0.015457,0.026262,0.014553,0.024174
41,80,5,1300,0.014912,0.026589,0.014641,0.024117
41,80,5,1400,0.015392,0.026747,0.014565,0.0248
41,80,7,100,0.015405,0.022318,0.015368,0.021864
41,80,7,200,0.015541,0.022998,0.015235,0.021534
41,80,7,300,0.015131,0.023785,0.015486,0.021981
41,80,7,400,0.01502,0.023709,0.01471,0.023886
41,80,7,500,0.015666,0.023705,0.014587,0.023828
41,80,7,600,0.015698,0.024277,0.015162,0.023165
41,80,7,700,0.015691,0.025606,0.015323,0.024269
41,80,7,800,0.015554,0.025283,0.014649,0.02499
41,80,7,900,0.015326,0.026127,0.015173,0.024569
41,80,7,1000,0.015714,0.026736,0.015097,0.024815
41,80,7,1100,0.015149,0.027136,0.014488,0.025408
41,80,7,1200,0.015775,0.026574,0.015213,0.025104
41,80,7,1300,0.015168,0.028011,0.014617,0.026721
41,80,7,1400,0.015168,0.027653,0.014534,0.026385
41,80,9,100,0.015113,0.022089,0.015067,0.022821
41,80,9,200,0.015851,0.022739,0.015343,0.022654
41,80,9,300,0.015932,0.023226,0.016026,0.023186
41,80,9,400,0.015197,0.024716,0.014957,0.023607
41,80,9,500,0.015876,0.024282,0.014476,0.02438
41,80,9,600,0.015908,0.024994,0.015145,0.024185
41,80,9,700,0.015318,0.026401,0.014409,0.025046
41,80,9,800,0.015794,0.026058,0.01481,0.025416
41,80,9,900,0.015178,0.027634,0.016075,0.030205
41,80,9,1000,0.015069,0.029417,0.014397,0.026614
41,80,9,1100,0.01517,0.028431,0.014495,0.026452
41,80,9,1200,0.015402,0.029037,0.015339,0.027168
41,80,9,1300,0.015378,0.029958,0.014978,0.027728
41,80,9,1400,0.016825,0.029839,0.015055,0.028918
41,80,11,100,0.014841,0.021909,0.014801,0.022353
41,80,11,200,0.01529,0.022859,0.014655,0.023299
41,80,11,300,0.015668,0.023453,0.014836,0.024149
41,80,11,400,0.015324,0.024175,0.014802,0.023774
41,80,11,500,0.015582,0.025869,0.015771,0.025579
41,80,11,600,0.015121,0.025962,0.014475,0.026544
41,80,11,700,0.015051,0.026581,0.014579,0.025641
41,80,11,800,0.015707,0.027344,0.014679,0.026673
41,80,11,900,0.015132,0.030396,0.014515,0.027937
41,80,11,1000,0.015222,0.030328,0.014364,0.028771
41,80,11,1100,0.015264,0.029575,0.014551,0.0287
41,80,11,1200,0.015521,0.031671,0.014593,0.030549
41,80,11,1300,0.015024,0.031929,0.014515,0.030945
41,80,11,1400,0.015685,0.031992,0.014591,0.031631
41,90,3,100,0.014707,0.022607,0.01453,0.02251
41,90,3,200,0.015398,0.022386,0.014708,0.022434
41,90,3,300,0.015644,0.02269,0.014552,0.022793
41,90,3,400,0.015378,0.022733,0.014699,0.022158
41,90,3,500,0.015636,0.022524,0.014869,0.023314
41,90,3,600,0.01604,0.023549,0.014782,0.022555
41,90,3,700,0.015092,0.023531,0.015273,0.021943
41,90,3,800,0.015639,0.024445,0.014954,0.023081
41,90,3,900,0.015769,0.023628,0.014642,0.023502
41,90,3,1000,0.015381,0.023557,0.014454,0.023154
41,90,3,1100,0.015394,0.023634,0.015068,0.022588
41,90,3,1200,0.015155,0.025063,0.01483,0.022791
41,90,3,1300,0.015364,0.025425,0.01489,0.02363
41,90,3,1400,0.015456,0.024798,0.014309,0.023938
41,90,5,100,0.015536,0.021484,0.014768,0.021395
41,90,5,200,0.014849,0.022075,0.014711,0.022168
41,90,5,300,0.015333,0.022117,0.014577,0.022692
41,90,5,400,0.015475,0.022478,0.014699,0.022791
41,90,5,500,0.015441,0.022657,0.014651,0.024723
41,90,5,600,0.015131,0.023764,0.015751,0.023033
41,90,5,700,0.014854,0.02551,0.014512,0.023306
41,90,5,800,0.015891,0.023911,0.01474,0.023516
41,90,5,900,0.015835,0.024089,0.014922,0.024099
41,90,5,1000,0.015247,0.025095,0.014884,0.023014
41,90,5,1100,0.015383,0.024988,0.015448,0.023848
41,90,5,1200,0.01603,0.025175,0.014805,0.023817
41,90,5,1300,0.015795,0.026302,0.014679,0.024207
41,90,5,1400,0.016063,0.026448,0.014488,0.025087
41,90,7,100,0.014421,0.022794,0.015414,0.021471
41,90,7,200,0.015087,0.023282,0.015622,0.021963
41,90,7,300,0.014625,0.024,0.015177,0.022109
41,90,7,400,0.015718,0.023723,0.015148,0.024425
41,90,7,500,0.015845,0.024084,0.014823,0.023176
41,90,7,600,0.015595,0.024006,0.015375,0.023073
41,90,7,700,0.015561,0.025268,0.01552,0.0246
41,90,7,800,0.015857,0.024918,0.015217,0.024491
41,90,7,900,0.015159,0.026053,0.014922,0.024254
41,90,7,1000,0.015864,0.025806,0.014516,0.025362
41,90,7,1100,0.015232,0.026226,0.014727,0.024759
41,90,7,1200,0.015758,0.026881,0.014467,0.025699
41,90,7,1300,0.015187,0.028732,0.014614,0.026401
41,90,7,1400,0.015146,0.02741,0.014648,0.02613
41,90,9,100,0.015504,0.02206,0.014887,0.023044
41,90,9,200,0.015596,0.022732,0.015054,0.022667
41,90,9,300,0.015577,0.02375,0.014732,0.022777
41,90,9,400,0.014777,0.025366,0.015238,0.023141
41,90,9,500,0.015112,0.02496,0.015146,0.023734
41,90,9,600,0.015422,0.025047,0.014595,0.024877
41,90,9,700,0.016145,0.025986,0.014698,0.024958
41,90,9,800,0.01594,0.027011,0.014474,0.025883
41,90,9,900,0.015202,0.027273,0.014741,0.025745
41,90,9,1000,0.015486,0.027362,0.01523,0.026379
41,90,9,1100,0.015399,0.028689,0.014754,0.026877
41,90,9,1200,0.015752,0.028498,0.015301,0.028256
41,90,9,1300,0.016271,0.029903,0.015219,0.028148
41,90,9,1400,0.016139,0.02962,0.015582,0.028628
41,90,11,100,0.015133,0.022098,0.014763,0.022334
41,90,11,200,0.015336,0.022693,0.014776,0.023765
41,90,11,300,0.015422,0.024274,0.015479,0.024072
41,90,11,400,0.014335,0.026097,0.014649,0.025037
41,90,11,500,0.015577,0.025879,0.01495,0.025219
41,90,11,600,0.014591,0.027157,0.014565,0.026132
41,90,11,700,0.015666,0.027887,0.014631,0.026519
41,90,11,800,0.015979,0.028346,0.01531,0.02778
41,90,11,900,0.016001,0.029234,0.014943,0.02825
41,90,11,1000,0.015454,0.029956,0.014927,0.028236
41,90,11,1100,0.0152,0.030699,0.014967,0.029815
41,90,11,1200,0.016109,0.03176,0.015248,0.030513
41,90,11,1300,0.015849,0.032113,0.015042,0.030351
41,90,11,1400,0.01613,0.032747,0.014558,0.032062
41,100,3,100,0.014331,0.022747,0.015098,0.021609
41,100,3,200,0.015587,0.023413,0.015232,0.021772
41,100,3,300,0.016234,0.022769,0.014854,0.022836
41,100,3,400,0.015179,0.022746,0.014717,0.022201
41,100,3,500,0.01525,0.023078,0.014564,0.02265
41,100,3,600,0.015426,0.022593,0.014911,0.023112
41,100,3,700,0.016215,0.023597,0.015134,0.022069
41,100,3,800,0.014811,0.024134,0.01527,0.022672
41,100,3,900,0.014583,0.024459,0.014745,0.02272
41,100,3,1000,0.015138,0.024251,0.014502,0.024177
41,100,3,1100,0.015288,0.024512,0.015036,0.023103
41,100,3,1200,0.015459,0.026044,0.014766,0.023646
41,100,3,1300,0.0152,0.024766,0.014629,0.023773
41,100,3,1400,0.01539,0.025229,0.014944,0.023842
41,100,5,100,0.01499,0.022528,0.015199,0.021246
41,100,5,200,0.015624,0.02301,0.015372,0.021789
41,100,5,300,0.016007,0.023054,0.01467,0.022671
41,100,5,400,0.015968,0.022776,0.014939,0.023845
41,100,5,500,0.015436,0.023485,0.015836,0.02215
41,100,5,600,0.014946,0.023867,0.0151,0.022259
41,100,5,700,0.015535,0.024211,0.014874,0.023357
41,100,5,800,0.016283,0.023912,0.014495,0.024445
41,100,5,900,0.01556,0.024364,0.015036,0.023129
41,100,5,1000,0.015484,0.025522,0.014445,0.024713
41,100,5,1100,0.01491,0.025386,0.015207,0.023878
41,100,5,1200,0.015327,0.026258,0.014455,0.02495
41,100,5,1300,0.014858,0.026332,0.015186,0.024453
41,100,5,1400,0.016523,0.026462,0.014389,0.025279
41,100,7,100,0.014449,0.022407,0.015225,0.021177
41,100,7,200,0.014714,0.023574,0.01548,0.021536
41,100,7,300,0.015111,0.023387,0.015379,0.02224
41,100,7,400,0.015235,0.024208,0.015342,0.022495
41,100,7,500,0.016953,0.023846,0.014509,0.024388
41,100,7,600,0.015864,0.024396,0.014795,0.023415
41,100,7,700,0.016223,0.025679,0.015188,0.02404
41,100,7,800,0.016059,0.025694,0.014481,0.024824
41,100,7,900,0.015103,0.026482,0.014661,0.024489
41,100,7,1000,0.016147,0.026499,0.014765,0.025349
41,100,7,1100,0.015206,0.027974,0.014715,0.025159
41,100,7,1200,0.015301,0.027252,0.015155,0.025818
41,100,7,1300,0.015804,0.027184,0.014892,0.026381
41,100,7,1400,0.015157,0.028597,0.01468,0.026292
41,100,9,100,0.014887,0.022289,0.014464,0.02215
41,100,9,200,0.015437,0.024011,0.015655,0.022353
41,100,9,300,0.015246,0.024688,0.015506,0.02304
41,100,9,400,0.016089,0.024309,0.014617,0.023681
41,100,9,500,0.015744,0.024522,0.015066,0.023946
41,100,9,600,0.015241,0.026424,0.015124,0.0244
41,100,9,700,0.01583,0.025885,0.014806,0.02431
41,100,9,800,0.015515,0.02763,0.014495,0.025768
41,100,9,900,0.015925,0.026845,0.01518,0.02575
41,100,9,1000,0.015485,0.028404,0.024707,0.044676
41,100,9,1100,0.016076,0.029769,0.015464,0.031791
41,100,9,1200,0.025587,0.048798,0.018759,0.035967
41,100,9,1300,0.016233,0.029721,0.015097,0.028917
41,100,9,1400,0.016949,0.031119,0.015666,0.028768
41,100,11,100,0.014672,0.022464,0.014929,0.022945
41,100,11,200,0.015619,0.023445,0.014961,0.023407
41,100,11,300,0.015369,0.025441,0.017673,0.023969
41,100,11,400,0.014476,0.024546,0.014774,0.024322
41,100,11,500,0.014635,0.026336,0.014398,0.025132
41,100,11,600,0.015011,0.026003,0.014539,0.025626
41,100,11,700,0.015249,0.0282,0.014345,0.026591
41,100,11,800,0.01538,0.028121,0.014987,0.026491
41,100,11,900,0.015558,0.030667,0.015232,0.027812
41,100,11,1000,0.016048,0.029597,0.014763,0.028517
41,100,11,1100,0.015482,0.029865,0.014854,0.029184
41,100,11,1200,0.015621,0.030712,0.014844,0.029929
41,100,11,1300,0.015203,0.032151,0.014859,0.030687
41,100,11,1400,0.016678,0.03333,0.015328,0.031866
51,80,3,100,0.01918,0.032064,0.019492,0.03137
51,80,3,200,0.01935,0.032465,0.019278,0.03238
51,80,3,300,0.019154,0.032963,0.019273,0.032313
51,80,3,400,0.019243,0.03394,0.019883,0.032126
51,80,3,500,0.019897,0.033181,0.019635,0.032261
51,80,3,600,0.019062,0.033193,0.019189,0.032976
51,80,3,700,0.019093,0.033555,0.019481,0.034051
51,80,3,800,0.01968,0.034192,0.019864,0.032828
51,80,3,900,0.019045,0.034029,0.019271,0.032918
51,80,3,1000,0.019011,0.034356,0.019276,0.033734
51,80,3,1100,0.019248,0.035378,0.020215,0.033353
51,80,3,1200,0.019216,0.035187,0.019193,0.033898
51,80,3,1300,0.019325,0.035324,0.019317,0.034092
51,80,3,1400,0.019846,0.035755,0.019244,0.034435
51,80,5,100,0.019186,0.031998,0.019249,0.031737
51,80,5,200,0.019538,0.033147,0.019531,0.031961
51,80,5,300,0.019714,0.033149,0.019974,0.032317
51,80,5,400,0.020168,0.034212,0.019499,0.033044
51,80,5,500,0.019226,0.033737,0.019532,0.033301
51,80,5,600,0.019544,0.033814,0.020031,0.033133
51,80,5,700,0.020951,0.03402,0.019428,0.033862
51,80,5,800,0.019704,0.034853,0.019614,0.033723
51,80,5,900,0.02062,0.035006,0.01979,0.03417
51,80,5,1000,0.019589,0.035128,0.019655,0.034513
51,80,5,1100,0.020475,0.036009,0.019424,0.033959
51,80,5,1200,0.019774,0.035878,0.0195,0.034641
51,80,5,1300,0.020923,0.036866,0.019456,0.035013
51,80,5,1400,0.020697,0.037635,0.020442,0.03578
51,80,7,100,0.019272,0.03249,0.019358,0.032369
51,80,7,200,0.019496,0.032991,0.019557,0.032409
51,80,7,300,0.020199,0.033249,0.021169,0.032994
