Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.001499,1e-05,0.000543,1e-05,0.000579,1.8e-05,0.000428,0.000216
toy_instances/toy_instance_1.txt,1,20,0.00109,1e-05,0.000504,6e-06,0.000557,1.4e-05,0.000449,0.000199
toy_instances/toy_instance_1.txt,1,40,0.000665,1e-05,0.000296,6e-06,0.000367,8e-06,0.000369,0.000105
toy_instances/toy_instance_1.txt,1,60,0.000487,1e-05,0.000523,9e-06,0.000403,8e-06,0.000646,0.000188
toy_instances/toy_instance_1.txt,1,80,0.000521,1e-05,0.00034,6e-06,0.000406,1.1e-05,0.000368,0.000169
toy_instances/toy_instance_1.txt,1,100,0.00053,1e-05,0.000479,1e-05,0.000506,3.8e-05,0.000493,0.000155
toy_instances/toy_instance_1.txt,11,0,0.000551,0.000305,0.000984,0.000131,0.000941,0.000136,0.00067,0.003006
toy_instances/toy_instance_1.txt,11,20,0.001606,0.000345,0.001973,0.000235,0.001085,0.000225,0.000761,0.001815
toy_instances/toy_instance_1.txt,11,40,0.000816,0.000348,0.001459,0.000147,0.001149,0.000277,0.002339,0.002258
toy_instances/toy_instance_1.txt,11,60,0.001337,0.000159,0.000522,0.000154,0.000546,0.000132,0.000373,0.000908
toy_instances/toy_instance_1.txt,11,80,0.000762,0.000205,0.000669,6.9e-05,0.001124,0.000133,0.000959,0.002459
toy_instances/toy_instance_1.txt,11,100,0.001772,0.000326,0.001482,0.000206,0.001521,0.00015,0.000973,0.000982
toy_instances/toy_instance_1.txt,21,0,0.000621,0.000308,0.00084,0.000227,0.000635,0.000546,0.003699,0.003038
toy_instances/toy_instance_1.txt,21,20,0.001075,0.000871,0.000802,0.000251,0.000739,0.000216,0.000783,0.00122
toy_instances/toy_instance_1.txt,21,40,0.000645,0.000692,0.003051,0.000763,0.002618,0.00025,0.001412,0.001371
toy_instances/toy_instance_1.txt,21,60,0.000746,0.000369,0.000663,0.000186,0.000685,0.000224,0.000654,0.002541
toy_instances/toy_instance_1.txt,21,80,0.001741,0.00072,0.002183,0.000304,0.000782,0.000257,0.000556,0.000966
toy_instances/toy_instance_1.txt,21,100,0.000448,0.000265,0.000755,0.000393,0.000719,0.000294,0.0023,0.002748
toy_instances/toy_instance_1.txt,31,0,0.000874,0.001704,0.001303,0.000419,0.000804,0.000449,0.000758,0.001187
toy_instances/toy_instance_1.txt,31,20,0.002365,0.002314,0.002362,0.000736,0.001085,0.000663,0.000594,0.001185
toy_instances/toy_instance_1.txt,31,40,0.000411,0.000692,0.00356,0.001972,0.001796,0.000494,0.000733,0.001322
toy_instances/toy_instance_1.txt,31,60,0.000428,0.000571,0.000573,0.000376,0.00111,0.002143,0.002421,0.002571
toy_instances/toy_instance_1.txt,31,80,0.000499,0.001336,0.000939,0.000379,0.003253,0.001827,0.001455,0.001202
toy_instances/toy_instance_1.txt,31,100,0.000481,0.000895,0.001711,0.000601,0.000898,0.000417,0.000919,0.003135
toy_instances/toy_instance_1.txt,41,0,0.001208,0.0021,0.001451,0.000913,0.000869,0.000936,0.003396,0.002557
toy_instances/toy_instance_1.txt,41,20,0.000568,0.001285,0.001067,0.001339,0.003228,0.002672,0.002189,0.001944
toy_instances/toy_instance_1.txt,41,40,0.000473,0.002623,0.003709,0.002014,0.001165,0.000921,0.000746,0.002884
toy_instances/toy_instance_1.txt,41,60,0.001635,0.003314,0.000929,0.000842,0.001005,0.001256,0.00331,0.003012
toy_instances/toy_instance_1.txt,41,80,0.000502,0.001132,0.000977,0.00255,0.003021,0.001714,0.000975,0.001682
toy_instances/toy_instance_1.txt,41,100,0.002091,0.003857,0.001794,0.0009,0.001177,0.000857,0.003141,0.00434
toy_instances/toy_instance_1.txt,51,0,0.000565,0.002348,0.001637,0.001706,0.002821,0.001814,0.001277,0.006514
toy_instances/toy_instance_1.txt,51,20,0.0007,0.001564,0.001429,0.001255,0.004761,0.004291,0.001108,0.002117
toy_instances/toy_instance_1.txt,51,40,0.001375,0.004919,0.002072,0.001869,0.001078,0.003336,0.002572,0.002506
toy_instances/toy_instance_1.txt,51,60,0.000414,0.004728,0.003149,0.002137,0.001056,0.002865,0.002953,0.002336
toy_instances/toy_instance_1.txt,51,80,0.000492,0.004852,0.002987,0.002062,0.00109,0.003679,0.002116,0.002353
toy_instances/toy_instance_1.txt,51,100,0.000837,0.004691,0.002555,0.001862,0.001091,0.002226,0.001551,0.00283
toy_instances/toy_instance_1.txt,61,0,0.000509,0.005609,0.003534,0.002371,0.005812,0.00494,0.001527,0.005451
toy_instances/toy_instance_1.txt,61,20,0.000854,0.002681,0.001726,0.006919,0.001437,0.002093,0.005187,0.00322
toy_instances/toy_instance_1.txt,61,40,0.000534,0.004895,0.003227,0.002093,0.004052,0.006703,0.001702,0.003306
toy_instances/toy_instance_1.txt,61,60,0.001109,0.002775,0.001421,0.004167,0.002026,0.002308,0.006823,0.004266
toy_instances/toy_instance_1.txt,61,80,0.000657,0.005545,0.00404,0.004405,0.003293,0.006047,0.003816,0.008487
toy_instances/toy_instance_1.txt,61,100,0.000656,0.004712,0.005625,0.005835,0.003791,0.005623,0.00351,0.007959
toy_instances/toy_instance_1.txt,71,0,0.000738,0.004664,0.006127,0.003456,0.00706,0.00372,0.007045,0.005094
toy_instances/toy_instance_1.txt,71,20,0.000452,0.008743,0.002254,0.003979,0.001948,0.002647,0.00335,0.003783
toy_instances/toy_instance_1.txt,71,40,0.001451,0.004184,0.001707,0.006233,0.001977,0.003183,0.003741,0.006597
toy_instances/toy_instance_1.txt,71,60,0.000727,0.003072,0.00617,0.006638,0.005183,0.007177,0.002802,0.009783
toy_instances/toy_instance_1.txt,71,80,0.00047,0.004305,0.003599,0.003469,0.003317,0.002933,0.007969,0.004084
toy_instances/toy_instance_1.txt,71,100,0.00139,0.007991,0.002015,0.004902,0.002186,0.002785,0.002993,0.003702
toy_instances/toy_instance_1.txt,81,0,0.001731,0.006298,0.00764,0.006043,0.008209,0.005122,0.006241,0.004912
toy_instances/toy_instance_1.txt,81,20,0.001738,0.005757,0.005335,0.003658,0.006168,0.005016,0.005699,0.004461
toy_instances/toy_instance_1.txt,81,40,0.001619,0.004998,0.004328,0.00835,0.006082,0.007388,0.008235,0.006283
