Gamma, tau, nb_path_to_select, time_master_BA, time_subproblem_BA, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCHOGL, time_subproblem_KCHOGL
71,100,1,0.453478,0.522586,0.081349,0.112302,0.080299,0.0949,0.089355,0.11328
81,100,1,0.365756,0.561646,0.107575,0.112217,0.11695,0.136016,0.104489,0.115181
91,100,1,0.427072,0.699198,0.16768,0.179218,0.130066,0.178531,0.105753,0.193367
101,100,1,0.476745,0.833562,0.163341,0.19627,0.116546,0.183549,0.142594,0.217155
1,100,1,0.012853,0.000238,0.003985,0.000167,0.002755,0.000111,0.002644,0.000132
11,100,1,0.00623,0.001641,0.005494,0.001791,0.0052,0.001777,0.005538,0.001748
21,100,1,0.042167,0.019628,0.013402,0.009141,0.013285,0.007422,0.010281,0.006227
31,100,1,0.009008,0.01292,0.0159,0.013089,0.017379,0.014144,0.026631,0.022739
41,100,1,0.048668,0.060164,0.029814,0.032628,0.043489,0.04108,0.030118,0.028692
51,100,1,0.057624,0.097161,0.041199,0.051705,0.054649,0.053581,0.042637,0.061787
61,100,1,0.13368,0.201983,0.059905,0.081495,0.071726,0.075754,0.072306,0.092171
71,100,1,0.197926,0.372378,0.094988,0.13332,0.101575,0.09967,0.085286,0.108368
81,100,1,0.136776,0.315915,0.10406,0.117494,0.105385,0.13977,0.122084,0.117972
91,100,1,0.104256,0.293331,0.141969,0.13896,0.157386,0.139951,0.162099,0.180335
101,100,1,0.287809,0.584775,0.193645,0.192329,0.147762,0.171476,0.142422,0.207911
1,100,1,0.031064,0.000424,0.006956,0.000317,0.005699,0.000242,0.005826,0.000285
11,100,1,0.784067,0.019971,0.010294,0.002895,0.009681,0.002506,0.009295,0.002561
21,100,1,0.782754,0.067242,0.009197,0.005589,0.009558,0.005777,0.010949,0.006305
31,100,1,0.85862,0.153941,0.023059,0.018921,0.01764,0.01489,0.020649,0.018701
41,100,1,1.25051,0.284094,0.038207,0.035363,0.03464,0.031842,0.039909,0.037364
51,100,1,0.943517,0.413346,0.054692,0.04802,0.059256,0.054068,0.04047,0.044306
61,100,1,1.20517,0.643961,0.067624,0.095092,0.066147,0.072499,0.069488,0.075695
71,100,1,1.23709,0.858785,0.088912,0.113213,0.097667,0.098115,0.099118,0.099118
81,100,1,1.12893,1.00514,0.12014,0.148841,0.104655,0.099021,0.098888,0.155474
91,100,1,4.83344,1.37622,0.113131,0.14997,0.144147,0.128604,0.159092,0.146007
101,100,1,2.70044,1.60059,0.144559,0.211552,0.161564,0.200553,0.188189,0.205389
1,100,1,0.014832,0.000365,0.004206,0.000184,0.002936,0.000121,0.002768,0.000149
11,100,1,0.006856,0.001868,0.005613,0.001789,0.004719,0.001646,0.004811,0.001748
21,100,1,0.007031,0.005832,0.010503,0.006128,0.009433,0.005189,0.009868,0.005485
31,100,1,0.00973,0.012054,0.020517,0.01787,0.027296,0.019756,0.025404,0.019108
41,100,1,0.013531,0.023033,0.031389,0.03191,0.043423,0.035583,0.02677,0.027398
51,100,1,0.022059,0.052918,0.053368,0.055056,0.056576,0.052631,0.042986,0.052995
61,100,1,0.025455,0.077609,0.0618,0.079492,0.063254,0.068795,0.07016,0.078264
71,100,1,0.028914,0.094976,0.099862,0.110166,0.097956,0.091025,0.089094,0.089826
81,100,1,0.026188,0.116253,0.142125,0.112639,0.084944,0.112295,0.128813,0.144724
91,100,1,0.034588,0.138104,0.126058,0.132505,0.153126,0.131996,0.170204,0.161285
101,100,1,0.050593,0.175429,0.179254,0.222505,0.194661,0.170094,0.143828,0.199143
1,100,1,0.012462,0.000205,0.002972,0.000152,0.002443,0.000122,0.002349,0.00015
11,100,1,0.00535,0.001622,0.004248,0.001569,0.004514,0.001646,0.004766,0.001667
21,100,1,0.006226,0.005129,0.008883,0.005527,0.00966,0.006076,0.012613,0.007905
31,100,1,0.011265,0.01839,0.024962,0.018987,0.019351,0.015676,0.017121,0.015024
41,100,1,0.015865,0.030906,0.041502,0.041223,0.028559,0.028324,0.040422,0.03585
51,100,1,0.015387,0.04401,0.051357,0.055719,0.055573,0.05299,0.049008,0.063089
61,100,1,0.026179,0.067371,0.075173,0.083968,0.069213,0.072931,0.061713,0.075437
71,100,1,0.02477,0.092481,0.077475,0.089419,0.076244,0.087425,0.086667,0.108413
81,100,1,0.035386,0.120748,0.094682,0.122224,0.130532,0.127798,0.096087,0.110797
91,100,1,0.035145,0.138573,0.112851,0.185636,0.099095,0.146272,0.118661,0.150746
101,100,1,0.036152,0.161964,0.178709,0.184976,0.128357,0.185618,0.151387,0.212289
1,100,1,0.016157,0.000231,0.003873,0.000169,0.002826,0.000123,0.002687,0.000137
11,100,1,0.014611,0.002844,0.009813,0.002943,0.009453,0.002495,0.009338,0.002624
21,100,1,0.025072,0.013403,0.026999,0.016028,0.02586,0.013616,0.01997,0.012304
31,100,1,0.018804,0.019895,0.045644,0.033589,0.031805,0.022982,0.029426,0.027011
41,100,1,0.050635,0.061668,0.078516,0.07749,0.071345,0.059721,0.079871,0.072335
51,100,1,0.05937,0.094627,0.107559,0.119064,0.11396,0.116603,0.10962,0.125081
61,100,1,0.067751,0.12156,0.150732,0.171031,0.147935,0.163138,0.166239,0.187788
71,100,1,0.079013,0.210607,0.200182,0.23386,0.211617,0.193713,0.186383,0.196169
81,100,1,0.159955,0.335117,0.371142,0.375815,0.392887,0.37825,0.375129,0.37874
91,100,1,0.184283,0.407754,0.556537,0.46418,0.466396,0.383805,0.454742,0.475401
101,100,1,0.330445,0.65456,0.826661,0.872019,0.74746,0.850846,0.734186,0.895245
1,100,1,0.013556,0.000345,0.003672,0.000187,0.003093,0.000128,0.00277,0.000147
11,100,1,0.013009,0.002246,0.005564,0.002042,0.005014,0.001826,0.004983,0.001823
21,100,1,0.006733,0.006048,0.010647,0.007094,0.01132,0.006144,0.010735,0.00594
31,100,1,0.010314,0.015248,0.019682,0.016084,0.025336,0.017702,0.025796,0.022392
41,100,1,0.016166,0.028244,0.026006,0.02893,0.040033,0.034233,0.030688,0.033262
51,100,1,0.014103,0.042149,0.059683,0.060312,0.043565,0.045974,0.048628,0.051949
61,100,1,0.021946,0.06804,0.06728,0.074507,0.068012,0.071809,0.074161,0.074043
71,100,1,0.02162,0.085549,0.082801,0.107863,0.087953,0.096303,0.095611,0.115816
81,100,1,0.020838,0.099424,0.113726,0.152625,0.108154,0.102936,0.111508,0.148293
91,100,1,0.031949,0.138178,0.150584,0.156272,0.16163,0.15626,0.146473,0.186213
101,100,1,0.051075,0.17431,0.142985,0.218623,0.183227,0.179386,0.179631,0.190358
1,100,1,0.021081,0.000354,0.005707,0.000258,0.004351,0.000179,0.003923,0.000202
11,100,1,0.419179,0.014628,0.012947,0.003072,0.011296,0.002579,0.010697,0.002823
21,100,1,0.398051,0.053577,0.010113,0.006023,0.0101,0.005482,0.010671,0.007656
31,100,1,0.47194,0.122336,0.026792,0.020313,0.023278,0.018034,0.018025,0.015341
41,100,1,0.50613,0.216473,0.042469,0.035566,0.028624,0.026356,0.041657,0.040166
51,100,1,0.524653,0.352618,0.042297,0.041992,0.051425,0.054298,0.043101,0.054031
61,100,1,0.80279,0.561407,0.070271,0.079528,0.085221,0.078836,0.072091,0.064719
71,100,1,0.610207,0.670202,0.081322,0.097146,0.082119,0.083455,0.081852,0.101752
81,100,1,0.705447,0.849595,0.120234,0.112257,0.112768,0.136875,0.107782,0.114716
91,100,1,0.887051,1.12783,0.134122,0.188386,0.111539,0.166923,0.118018,0.167304
101,100,1,0.924127,1.33238,0.144956,0.212857,0.154698,0.192535,0.186741,0.19897
1,100,1,0.042216,0.000565,0.008997,0.000428,0.008105,0.000327,0.008027,0.000376
11,100,1,0.888551,0.023668,0.011602,0.003144,0.011313,0.002935,0.009813,0.002731
21,100,1,0.761511,0.066573,0.010161,0.006663,0.010622,0.00727,0.012102,0.008303
31,100,1,0.698717,0.134023,0.02342,0.019261,0.026403,0.018554,0.019423,0.015935
41,100,1,1.2707,0.278507,0.042598,0.042027,0.028967,0.027074,0.041602,0.03969
51,100,1,0.848986,0.403488,0.053531,0.056541,0.041064,0.044316,0.058673,0.056566
61,100,1,1.10524,0.5972,0.068497,0.079644,0.071102,0.073032,0.065327,0.078553
71,100,1,1.62931,0.844976,0.093943,0.094409,0.079809,0.085038,0.079421,0.100539
81,100,1,0.969587,0.967336,0.089318,0.109973,0.115515,0.140144,0.098452,0.110681
91,100,1,1.06885,1.2002,0.103565,0.165933,0.122086,0.132403,0.139223,0.148683
101,100,1,1.27946,1.50549,0.185985,0.209894,0.172,0.163156,0.146989,0.204676
1,100,1,0.016887,0.000275,0.006278,0.000239,0.004933,0.000177,0.004876,0.000201
11,100,1,0.406161,0.014402,0.012284,0.003039,0.010956,0.002764,0.010593,0.002782
21,100,1,0.480845,0.053956,0.012656,0.007426,0.010987,0.006569,0.010433,0.006027
31,100,1,0.455572,0.111619,0.019851,0.015349,0.019561,0.015976,0.023655,0.02201
41,100,1,0.580106,0.218516,0.044054,0.040386,0.033777,0.03196,0.040465,0.038535
51,100,1,0.598377,0.348025,0.04131,0.050444,0.058163,0.061932,0.047233,0.057227
61,100,1,0.603319,0.454036,0.076188,0.072417,0.071626,0.073197,0.07836,0.07534
71,100,1,0.707806,0.663792,0.092336,0.115788,0.097581,0.08885,0.093936,0.097307
81,100,1,0.701383,0.760575,0.079283,0.116512,0.119143,0.132512,0.093042,0.098294
91,100,1,0.677692,0.87427,0.094106,0.176146,0.088599,0.121978,0.125044,0.126526
101,100,1,0.869319,1.20563,0.169894,0.226189,0.154338,0.200703,0.200257,0.205364
1,100,1,0.021723,0.000475,0.003886,0.000157,0.00302,0.000127,0.002874,0.000129
11,100,1,0.013437,0.002756,0.006338,0.001883,0.005617,0.001736,0.005534,0.001701
21,100,1,0.03723,0.016158,0.016213,0.008231,0.016868,0.010381,0.017856,0.010207
31,100,1,0.062478,0.048506,0.033289,0.028103,0.028392,0.022789,0.047231,0.032612
41,100,1,0.059298,0.066464,0.06716,0.059516,0.057005,0.047259,0.054414,0.05269
51,100,1,0.082979,0.124485,0.077751,0.084686,0.086224,0.077473,0.074808,0.081675
61,100,1,0.097756,0.171741,0.118115,0.117993,0.117019,0.133451,0.114187,0.122071
71,100,1,0.100021,0.224507,0.127582,0.165906,0.140864,0.138067,0.145492,0.154526
81,100,1,0.125569,0.276621,0.158759,0.224283,0.219502,0.182061,0.157595,0.176624
91,100,1,0.142089,0.336731,0.225065,0.276256,0.212213,0.264017,0.198512,0.293212
101,100,1,0.181938,0.414785,0.282909,0.307592,0.242163,0.283323,0.279832,0.320931
1,100,1,0.020333,0.00029,0.003587,0.000164,0.002741,0.000121,0.002523,0.000129
11,100,1,0.005372,0.001623,0.00445,0.001723,0.004171,0.001653,0.004043,0.001669
21,100,1,0.012454,0.008685,0.016439,0.010059,0.017106,0.009473,0.021309,0.013481
31,100,1,0.027287,0.026122,0.032212,0.024076,0.034537,0.026557,0.036865,0.028855
41,100,1,0.024309,0.048925,0.06383,0.062824,0.053523,0.046106,0.061639,0.061753
51,100,1,0.021445,0.071511,0.080083,0.088058,0.080822,0.083204,0.081464,0.098221
61,100,1,0.048816,0.104783,0.115205,0.112769,0.121806,0.121504,0.114726,0.119881
71,100,1,0.028665,0.16403,0.129681,0.150226,0.148247,0.14944,0.152532,0.157813
81,100,1,0.06828,0.173071,0.157656,0.172591,0.166452,0.206469,0.213795,0.201866
91,100,1,0.077666,0.211475,0.218631,0.290892,0.191018,0.261307,0.169835,0.254444
101,100,1,0.085663,0.22547,0.251142,0.272441,0.219679,0.261284,0.271187,0.313276
1,100,1,0.032208,0.000493,0.003993,0.000165,0.002956,0.000123,0.002766,0.000129
11,100,1,0.013589,0.002699,0.00548,0.001963,0.004766,0.001577,0.004789,0.001684
21,100,1,0.014564,0.00851,0.009492,0.0056,0.009069,0.005674,0.009397,0.005944
31,100,1,0.023456,0.025588,0.025809,0.021078,0.020895,0.017018,0.020736,0.016288
41,100,1,0.029866,0.039939,0.043895,0.041816,0.028001,0.027084,0.042594,0.041138
51,100,1,0.030548,0.061946,0.044934,0.057119,0.047739,0.049251,0.055195,0.059369
61,100,1,0.035737,0.085962,0.073158,0.077017,0.072903,0.071332,0.077123,0.075954
71,100,1,0.043713,0.134712,0.091886,0.109275,0.092135,0.087652,0.092344,0.092668
81,100,1,0.061085,0.177478,0.088525,0.117053,0.134722,0.126737,0.096744,0.121404
91,100,1,0.060662,0.214933,0.151427,0.146543,0.166357,0.139581,0.161958,0.174426
101,100,1,0.085183,0.2458,0.175765,0.196168,0.144654,0.187289,0.178551,0.200889
1,100,1,0.018148,0.000351,0.003244,0.000157,0.002478,0.00012,0.00237,0.000153
11,100,1,0.097427,0.008205,0.010458,0.002829,0.009382,0.002875,0.008119,0.002639
21,100,1,0.097581,0.025428,0.015123,0.010341,0.016822,0.011284,0.021148,0.011908
31,100,1,0.117734,0.057317,0.038476,0.032678,0.036223,0.027317,0.035902,0.032889
41,100,1,0.237694,0.147423,0.055122,0.053851,0.06137,0.051228,0.05811,0.055223
51,100,1,0.169366,0.179968,0.295396,0.300801,0.287612,0.255375,0.297238,0.291256
61,100,1,0.204317,0.250774,0.124802,0.141631,0.11828,0.104687,0.102726,0.109133
71,100,1,0.121971,0.259056,0.589293,0.645207,0.558741,0.516439,0.565024,0.543269
81,100,1,0.233593,0.461405,0.683287,0.698701,0.693833,0.65178,0.674892,0.690159
91,100,1,0.145765,0.3498,0.839002,0.921104,0.716543,0.843079,0.843038,0.88901
101,100,1,0.139256,0.440872,0.885908,1.00401,0.872623,0.911073,0.949318,0.932733
1,100,1,0.035292,0.00048,0.007012,0.000336,0.012046,0.000359,0.005993,0.000299
11,100,1,0.316082,0.0136,0.007275,0.001818,0.006659,0.001762,0.006403,0.001693
21,100,1,0.475654,0.051982,0.010951,0.006234,0.009494,0.005761,0.009096,0.005664
31,100,1,0.371553,0.102083,0.024675,0.019635,0.019991,0.013257,0.016409,0.015326
41,100,1,0.465115,0.208888,0.039892,0.03619,0.027133,0.03577,0.044409,0.039253
51,100,1,0.512855,0.313171,0.043892,0.052181,0.057492,0.055317,0.046939,0.063395
61,100,1,0.603257,0.4591,0.073966,0.080911,0.074438,0.07046,0.075923,0.075347
71,100,1,0.615989,0.614152,0.081701,0.094326,0.079703,0.092836,0.083588,0.106597
81,100,1,0.587629,0.735881,0.092654,0.115261,0.12793,0.134786,0.099676,0.108207
91,100,1,0.732642,0.976885,0.14222,0.191795,0.109783,0.169586,0.114837,0.17517
101,100,1,0.83019,1.17475,0.151699,0.206637,0.148651,0.191615,0.17647,0.221739
1,100,1,0.015551,0.00032,0.003817,0.000184,0.002642,0.000113,0.002634,0.000134
11,100,1,0.006234,0.001734,0.005019,0.00183,0.004733,0.001636,0.004322,0.001644
21,100,1,0.006247,0.006076,0.009461,0.006254,0.008029,0.005719,0.008102,0.005427
31,100,1,0.00774,0.011486,0.016831,0.014022,0.020924,0.01622,0.021148,0.019257
41,100,1,0.008084,0.034014,0.026645,0.030588,0.039936,0.035869,0.031617,0.02854
51,100,1,0.016663,0.041291,0.050339,0.058491,0.047056,0.047946,0.040597,0.042133
61,100,1,0.007272,0.059782,0.060166,0.06628,0.058357,0.0594,0.059774,0.071985
71,100,1,0.023911,0.094067,0.096703,0.114096,0.093647,0.106339,0.091749,0.103985
81,100,1,0.02312,0.106412,0.125301,0.141882,0.10109,0.118735,0.13488,0.14256
91,100,1,0.034052,0.143179,0.122619,0.163456,0.130688,0.142362,0.138834,0.148781
101,100,1,0.040008,0.162087,0.18769,0.198286,0.142647,0.18253,0.157372,0.227703
1,100,1,0.030974,0.000454,0.008825,0.000355,0.007352,0.000244,0.006795,0.000302
11,100,1,0.256544,0.01222,0.007572,0.001975,0.006523,0.00175,0.006082,0.001787
21,100,1,0.367215,0.053449,0.011794,0.006497,0.010294,0.005524,0.009606,0.005694
31,100,1,0.40456,0.117638,0.021173,0.015356,0.019961,0.013772,0.02542,0.02209
41,100,1,0.388039,0.192882,0.0378,0.036785,0.027612,0.030081,0.038119,0.03814
51,100,1,0.419647,0.296156,0.058301,0.065194,0.044239,0.047066,0.053187,0.049486
61,100,1,0.478048,0.424373,0.078798,0.080829,0.074007,0.068461,0.073409,0.081201
71,100,1,0.563914,0.620811,0.084769,0.088366,0.085661,0.08913,0.081153,0.104042
81,100,1,0.648431,0.79245,0.121264,0.139466,0.113446,0.094463,0.100752,0.142441
91,100,1,0.803347,1.01386,0.121495,0.204352,0.099021,0.152218,0.120403,0.142554
101,100,1,0.770544,1.15557,0.165132,0.189323,0.140306,0.168596,0.154871,0.228063
1,100,1,0.030984,0.000401,0.008831,0.000353,0.007451,0.000243,0.007257,0.00031
11,100,1,0.17555,0.010721,0.006363,0.001718,0.005796,0.001627,0.005675,0.001633
21,100,1,0.186886,0.035212,0.010309,0.006561,0.009671,0.00575,0.010279,0.005575
31,100,1,0.250663,0.089075,0.023822,0.021054,0.025343,0.019301,0.026534,0.016158
41,100,1,0.292384,0.16174,0.039428,0.039587,0.031536,0.027238,0.046651,0.042191
51,100,1,0.315278,0.253459,0.041883,0.045622,0.055418,0.054644,0.044835,0.055839
61,100,1,0.432997,0.394831,0.070327,0.074679,0.072538,0.070919,0.066783,0.085065
71,100,1,0.325593,0.454144,0.101778,0.088032,0.1028,0.088856,0.079719,0.103572
81,100,1,0.508531,0.683036,0.130311,0.167507,0.095872,0.134645,0.136911,0.134206
91,100,1,0.655797,0.960008,0.120071,0.144655,0.140103,0.119619,0.16433,0.153956
101,100,1,0.534744,0.918098,0.184141,0.189982,0.142849,0.175621,0.144485,0.226689
1,100,1,0.016324,0.000335,0.003676,0.000161,0.002759,0.000108,0.002596,0.00013
11,100,1,0.011691,0.002511,0.004446,0.001657,0.004414,0.001623,0.00401,0.001748
21,100,1,0.036992,0.017575,0.019219,0.0122,0.018882,0.010068,0.017146,0.009198
31,100,1,0.045178,0.034162,0.058667,0.050829,0.042104,0.033142,0.06042,0.050368
41,100,1,0.056769,0.064193,0.067794,0.056974,0.053661,0.058031,0.058722,0.057245
51,100,1,0.077858,0.121195,0.087539,0.095595,0.093959,0.08468,0.090307,0.091319
61,100,1,0.112868,0.188504,0.129377,0.14189,0.125531,0.122424,0.133527,0.127977
71,100,1,0.112546,0.23714,0.141992,0.159716,0.141272,0.153388,0.155654,0.158673
81,100,1,0.115022,0.275944,0.188616,0.233862,0.202501,0.171367,0.149767,0.185119
91,100,1,0.149183,0.340088,0.246731,0.288673,0.23244,0.272012,0.200156,0.30524
101,100,1,0.184317,0.405595,0.283594,0.31663,0.254202,0.292372,0.283822,0.327244
1,100,1,0.026384,0.000359,0.003688,0.000159,0.002692,0.000117,0.002582,0.000131
11,100,1,0.039856,0.00498,0.009167,0.002913,0.007551,0.002452,0.007013,0.002579
21,100,1,0.024131,0.012451,0.034123,0.020315,0.031339,0.016922,0.030403,0.015478
31,100,1,0.062019,0.045447,0.035315,0.029013,0.033991,0.02442,0.041591,0.034127
41,100,1,0.040591,0.05052,0.116505,0.088082,0.119697,0.074976,0.112709,0.093401
51,100,1,0.099363,0.131283,0.115337,0.127736,0.116582,0.096918,0.122459,0.120763
61,100,1,0.065921,0.126486,0.232499,0.229651,0.248816,0.227705,0.232458,0.253843
71,100,1,0.26116,0.422146,0.200455,0.215367,0.196939,0.201991,0.209504,0.207472
81,100,1,0.262176,0.473725,0.296969,0.259291,0.243408,0.229151,0.210636,0.287103
91,100,1,0.199114,0.430101,0.256241,0.33039,0.233542,0.30144,0.250761,0.336904
101,100,1,0.408044,0.752491,0.358105,0.432095,0.376414,0.36433,0.370956,0.414333
1,100,1,0.009076,0.000246,0.004508,0.000201,0.003477,0.000154,0.003058,0.00015
11,100,1,0.01233,0.002556,0.009389,0.002934,0.008131,0.002524,0.008044,0.002646
21,100,1,0.013347,0.007651,0.015642,0.008802,0.016204,0.008997,0.018983,0.011632
31,100,1,0.022582,0.027806,0.032849,0.03112,0.031158,0.02257,0.043005,0.032867
41,100,1,0.029654,0.040168,0.056165,0.055038,0.055801,0.045081,0.066115,0.062273
51,100,1,0.027493,0.058122,0.082458,0.085403,0.0803,0.072829,0.081487,0.082908
61,100,1,0.0568,0.119968,0.122325,0.109736,0.115661,0.11809,0.116818,0.120845
71,100,1,0.045965,0.137751,0.164078,0.198063,0.167429,0.182929,0.178729,0.186223
81,100,1,0.064653,0.198638,0.186739,0.168466,0.14444,0.18187,0.199248,0.236112
91,100,1,0.074507,0.209362,0.156117,0.266967,0.172673,0.226211,0.194968,0.230439
101,100,1,0.090465,0.251721,0.275023,0.322455,0.268113,0.267258,0.285017,0.324209
1,100,1,0.026944,0.000336,0.005495,0.000231,0.004572,0.000179,0.004403,0.000209
11,100,1,0.256741,0.012525,0.006356,0.001711,0.006077,0.001733,0.005683,0.001702
21,100,1,0.317351,0.044715,0.011358,0.007053,0.011986,0.00725,0.013471,0.007837
31,100,1,0.268187,0.098975,0.02036,0.014871,0.016767,0.014712,0.024296,0.019704
41,100,1,0.397438,0.192557,0.037832,0.037959,0.029575,0.029344,0.041033,0.041331
51,100,1,0.336298,0.272162,0.045434,0.049929,0.05207,0.049992,0.051975,0.055231
61,100,1,0.48286,0.429501,0.074673,0.076764,0.063637,0.07283,0.062878,0.072014
71,100,1,0.628325,0.681158,0.103845,0.106431,0.095534,0.111224,0.107751,0.133731
81,100,1,0.693348,0.850641,0.101757,0.123052,0.127954,0.124886,0.101381,0.113294
91,100,1,0.705811,0.997076,0.10398,0.184128,0.108945,0.13561,0.137194,0.133447
101,100,1,0.688193,1.11078,0.127084,0.220323,0.162693,0.196597,0.170725,0.18811
1,100,1,0.020541,0.000324,0.005803,0.000278,0.004489,0.000171,0.004247,0.000227
11,100,1,0.54843,0.015591,0.010501,0.002637,0.010504,0.002581,0.010863,0.002612
21,100,1,0.475534,0.048604,0.011088,0.006128,0.011851,0.006224,0.011124,0.006297
31,100,1,0.501614,0.104964,0.019463,0.017034,0.024653,0.020984,0.023106,0.015628
41,100,1,0.674326,0.22012,0.042442,0.043543,0.029528,0.027775,0.041319,0.044908
51,100,1,0.721122,0.424097,0.053846,0.058733,0.062855,0.058355,0.053023,0.060592
61,100,1,0.887135,0.610157,0.066227,0.07702,0.071283,0.072929,0.070376,0.077934
71,100,1,0.702025,0.700549,0.095161,0.099464,0.08747,0.08856,0.078683,0.101202
81,100,1,0.732737,0.86691,0.110811,0.115032,0.11043,0.142198,0.120394,0.112134
91,100,1,0.815429,1.06773,0.131187,0.149582,0.150512,0.122382,0.156476,0.148867
101,100,1,0.987193,1.36042,0.152496,0.199448,0.13385,0.19077,0.179705,0.219553
1,100,1,0.022203,0.000417,0.003852,0.000177,0.002869,0.000113,0.002547,0.000133
11,100,1,0.024937,0.004016,0.00913,0.002957,0.008122,0.002616,0.008079,0.002627
21,100,1,0.024341,0.011729,0.015571,0.00865,0.014776,0.008375,0.013521,0.008552
31,100,1,0.037543,0.031894,0.041445,0.031737,0.033608,0.024377,0.039342,0.032863
41,100,1,0.051984,0.059876,0.058246,0.053388,0.061255,0.045842,0.066122,0.057895
51,100,1,0.050073,0.087903,0.085941,0.083169,0.078688,0.082638,0.087012,0.083377
61,100,1,0.068686,0.128841,0.118544,0.131793,0.112942,0.112592,0.11561,0.119569
71,100,1,0.073196,0.177394,0.141763,0.158365,0.147828,0.142175,0.15302,0.146216
81,100,1,0.094665,0.217811,0.14384,0.185753,0.173001,0.234812,0.198368,0.164921
91,100,1,0.107337,0.278312,0.247822,0.226561,0.258057,0.21069,0.228503,0.223171
101,100,1,0.126829,0.314229,0.261702,0.310135,0.293615,0.284481,0.281255,0.301172
