Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCHOGL, time_subproblem_KCHOGL
21,100,1,1,0.007071,0.007256,0.009202,0.00737,0.008562,0.006825,0.008393,0.006967
31,100,1,1,0.00777,0.014291,0.013863,0.014105,0.013238,0.015674,0.013478,0.014928
41,100,1,1,0.008652,0.025794,0.020661,0.025846,0.0209,0.027526,0.019916,0.025783
51,100,1,1,0.009829,0.04061,0.030018,0.040501,0.02962,0.039728,0.030802,0.040028
61,100,1,1,0.011449,0.058229,0.041501,0.058924,0.041414,0.058403,0.041425,0.059995
71,100,1,1,0.013533,0.077908,0.05378,0.080899,0.054892,0.078868,0.055919,0.079244
81,100,1,1,0.017168,0.099807,0.069021,0.101678,0.067517,0.101224,0.067167,0.104026
91,100,1,1,0.018167,0.125255,0.082285,0.133838,0.082158,0.126071,0.081775,0.133592
101,100,1,1,0.020735,0.149972,0.096465,0.170983,0.097669,0.153397,0.097857,0.170444
1,100,1,1,0.02817,0.000393,0.008384,0.000367,0.008237,0.000327,0.008337,0.000378
11,100,1,1,0.30951,0.014362,0.005875,0.002461,0.005517,0.002361,0.005501,0.002415
21,100,1,1,0.437191,0.049228,0.008899,0.007062,0.008803,0.007028,0.008819,0.007205
31,100,1,1,0.436474,0.102661,0.013613,0.014522,0.014076,0.014188,0.013841,0.014371
41,100,1,1,0.390166,0.16749,0.021237,0.025949,0.021314,0.025524,0.021557,0.025804
51,100,1,1,0.405279,0.26043,0.030522,0.040659,0.030343,0.042725,0.030086,0.040208
61,100,1,1,0.401315,0.374027,0.042394,0.057403,0.041592,0.057926,0.041404,0.058552
71,100,1,1,0.504106,0.538667,0.054187,0.079465,0.054354,0.077964,0.054139,0.079368
81,100,1,1,0.556826,0.691795,0.067718,0.104028,0.067059,0.101034,0.067063,0.10415
91,100,1,1,0.678819,0.924642,0.08149,0.133574,0.083223,0.12633,0.082462,0.13399
101,100,1,1,0.608198,1.05674,0.097404,0.171136,0.098713,0.153442,0.102538,0.164755
1,100,1,1,0.029613,0.000358,0.009114,0.000383,0.009641,0.000321,0.008909,0.000359
11,100,1,1,0.20452,0.012281,0.005764,0.002437,0.00559,0.002368,0.005514,0.002376
21,100,1,1,0.216563,0.035375,0.008901,0.00701,0.008596,0.006837,0.008763,0.006897
31,100,1,1,0.258432,0.079562,0.013769,0.014696,0.013782,0.014481,0.013566,0.014391
41,100,1,1,0.275778,0.142187,0.021685,0.026103,0.021272,0.02589,0.02162,0.025726
51,100,1,1,0.286412,0.219953,0.030751,0.039904,0.030156,0.040794,0.030981,0.041845
61,100,1,1,0.374331,0.344713,0.041374,0.059325,0.041659,0.057459,0.041008,0.058521
71,100,1,1,0.269143,0.386981,0.053959,0.078659,0.05549,0.077895,0.055755,0.079719
81,100,1,1,0.347659,0.546969,0.069405,0.104525,0.067729,0.101676,0.068221,0.103621
91,100,1,1,0.506995,0.80045,0.082998,0.134103,0.083079,0.124752,0.082649,0.136752
101,100,1,1,0.377254,0.830004,0.097585,0.171447,0.09917,0.150778,0.097877,0.170544
1,100,1,1,0.01499,0.000309,0.003495,0.000181,0.003448,0.000146,0.003448,0.00017
11,100,1,1,0.013694,0.003455,0.005033,0.002406,0.005011,0.002336,0.004824,0.002379
21,100,1,1,0.040172,0.017507,0.013538,0.011395,0.013846,0.010584,0.013523,0.010618
31,100,1,1,0.041816,0.036327,0.02903,0.029482,0.028304,0.031843,0.02886,0.031704
41,100,1,1,0.046676,0.064379,0.034233,0.040131,0.033633,0.039642,0.033432,0.040066
51,100,1,1,0.051703,0.100619,0.049892,0.063836,0.048191,0.061455,0.049913,0.063147
61,100,1,1,0.059557,0.14651,0.068366,0.091509,0.066544,0.088604,0.067219,0.091541
71,100,1,1,0.067415,0.194295,0.087268,0.123724,0.089879,0.119923,0.088041,0.124639
81,100,1,1,0.075344,0.247897,0.10781,0.158761,0.111006,0.155174,0.110349,0.160227
91,100,1,1,0.086354,0.30952,0.132069,0.204911,0.13576,0.193125,0.137246,0.203272
101,100,1,1,0.095998,0.376982,0.161502,0.249093,0.159579,0.234146,0.164733,0.25591
1,100,1,1,0.0221,0.00027,0.003452,0.000174,0.003389,0.000154,0.003365,0.000168
11,100,1,1,0.04586,0.005879,0.008227,0.003615,0.008282,0.003702,0.007887,0.003796
21,100,1,1,0.028648,0.014168,0.026025,0.018783,0.026382,0.018324,0.025892,0.017894
31,100,1,1,0.047344,0.036326,0.021457,0.022335,0.021449,0.022156,0.02173,0.023194
41,100,1,1,0.032787,0.052466,0.062872,0.066884,0.063741,0.064605,0.062196,0.067877
51,100,1,1,0.07977,0.120541,0.068357,0.08559,0.068224,0.082774,0.068278,0.085044
61,100,1,1,0.041885,0.115236,0.118414,0.164062,0.119357,0.158891,0.119001,0.164521
71,100,1,1,0.174818,0.309487,0.119882,0.166193,0.121409,0.16051,0.120064,0.168237
81,100,1,1,0.179065,0.396748,0.149072,0.215178,0.149924,0.208589,0.149409,0.213257
91,100,1,1,0.122192,0.370326,0.185487,0.267653,0.18247,0.265376,0.181537,0.272802
101,100,1,1,0.265666,0.679485,0.222058,0.33342,0.216694,0.330228,0.217295,0.341502
1,100,1,1,0.007013,0.000171,0.003451,0.00018,0.003453,0.000149,0.003405,0.000169
11,100,1,1,0.013694,0.003568,0.008041,0.003787,0.007921,0.003811,0.00798,0.003669
21,100,1,1,0.014363,0.010575,0.014818,0.010765,0.014072,0.011,0.014272,0.011174
31,100,1,1,0.015772,0.021343,0.020403,0.022665,0.021269,0.022577,0.021511,0.02218
41,100,1,1,0.017536,0.038984,0.033239,0.039262,0.03451,0.039742,0.033993,0.041922
51,100,1,1,0.021073,0.060486,0.048827,0.062145,0.049045,0.061569,0.049332,0.063003
61,100,1,1,0.023448,0.087478,0.066958,0.091232,0.067043,0.090127,0.06684,0.090797
71,100,1,1,0.02803,0.116218,0.090648,0.121031,0.088371,0.120141,0.087321,0.124871
81,100,1,1,0.031201,0.148185,0.107491,0.158092,0.108022,0.154264,0.107627,0.158321
91,100,1,1,0.035367,0.183539,0.131303,0.19756,0.131995,0.192056,0.13368,0.197611
101,100,1,1,0.04241,0.227148,0.155411,0.242841,0.164217,0.230018,0.163091,0.242732
1,100,1,1,0.019899,0.000256,0.005694,0.000271,0.005678,0.000233,0.005701,0.000257
11,100,1,1,0.305813,0.014487,0.006002,0.002391,0.005752,0.002555,0.005776,0.002428
21,100,1,1,0.382502,0.045148,0.00859,0.006922,0.009133,0.006926,0.009059,0.007018
31,100,1,1,0.276353,0.086781,0.013871,0.014488,0.014608,0.013799,0.014197,0.014481
41,100,1,1,0.383851,0.169631,0.021509,0.026228,0.021802,0.025384,0.021684,0.026157
51,100,1,1,0.306226,0.241171,0.031028,0.040809,0.0308,0.0401,0.030584,0.04137
61,100,1,1,0.421365,0.376664,0.041695,0.058784,0.041907,0.057444,0.042669,0.059767
71,100,1,1,0.455642,0.502872,0.054877,0.079806,0.054756,0.077691,0.055157,0.079895
81,100,1,1,0.614459,0.749398,0.067373,0.103196,0.069517,0.098152,0.07197,0.101719
91,100,1,1,0.552366,0.868123,0.083076,0.129225,0.082342,0.127264,0.083567,0.131331
101,100,1,1,0.503516,0.982489,0.098431,0.158055,0.097882,0.153733,0.098845,0.158739
1,100,1,1,0.015144,0.000258,0.005404,0.000269,0.005283,0.000224,0.005179,0.000257
11,100,1,1,0.689199,0.019147,0.01048,0.003958,0.010376,0.00361,0.010284,0.003755
21,100,1,1,0.599341,0.053218,0.009611,0.006826,0.009352,0.006857,0.009459,0.007544
31,100,1,1,0.595675,0.109336,0.014191,0.014497,0.014421,0.014411,0.01456,0.014673
41,100,1,1,0.678796,0.216253,0.02263,0.028666,0.022932,0.027132,0.022055,0.026379
51,100,1,1,0.577068,0.305741,0.033196,0.043422,0.032422,0.040187,0.031578,0.041684
61,100,1,1,0.734406,0.463891,0.042748,0.059888,0.0423,0.058265,0.042345,0.059847
71,100,1,1,0.642822,0.584828,0.057757,0.078114,0.054889,0.078093,0.055374,0.081904
81,100,1,1,0.629096,0.747759,0.068514,0.10433,0.068928,0.10082,0.067483,0.103628
91,100,1,1,0.672008,0.933502,0.083061,0.130496,0.082782,0.125848,0.08324,0.130156
101,100,1,1,0.785313,1.20982,0.098865,0.159962,0.098324,0.153794,0.098745,0.161033
1,100,1,1,0.014437,0.000279,0.003125,0.000175,0.003184,0.000146,0.003137,0.000168
11,100,1,1,0.027161,0.004701,0.007798,0.003641,0.007198,0.003672,0.007763,0.003687
21,100,1,1,0.028304,0.013889,0.013134,0.010823,0.013344,0.010705,0.013357,0.01159
31,100,1,1,0.028132,0.029918,0.021833,0.023837,0.021466,0.022227,0.021542,0.023659
41,100,1,1,0.033153,0.052674,0.033524,0.040641,0.0341,0.042483,0.034644,0.040628
51,100,1,1,0.036003,0.080625,0.048617,0.063596,0.049591,0.062559,0.048549,0.063625
61,100,1,1,0.041466,0.116624,0.066712,0.091893,0.067679,0.091532,0.067189,0.092351
71,100,1,1,0.048644,0.155943,0.086753,0.12521,0.087028,0.121424,0.086806,0.126004
81,100,1,1,0.04429,0.206875,0.109584,0.158001,0.10667,0.156501,0.106363,0.159586
91,100,1,1,0.059038,0.248657,0.131401,0.19891,0.133898,0.202706,0.13072,0.199728
101,100,1,1,0.069006,0.303326,0.155211,0.243859,0.161727,0.246891,0.156769,0.242158
