Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
101,90,2,600,0.62871,1.42663,1.66464,0.755113,2.46096,0.771192,0.44705,0.153956,0.387116,0.153205,0.0848,0.186962,0.085193,0.160751,0.087232,0.156585,0.082746,0.142485,0.10559,0.150465,0.082669,0.163849
1,90,2,600,0.013693,0.000341,0.015598,0.000153,0.01644,0.000162,0.006026,0.000293,0.004951,0.00024,0.004062,0.001076,0.005074,0.001471,0.004641,0.000274,0.005807,0.000341,0.00468,0.001458,0.004508,0.000783
21,90,2,600,0.395084,0.062568,1.0209,0.036123,1.49472,0.053813,0.060464,0.011662,0.032425,0.009894,0.009971,0.011831,0.011882,0.012761,0.020795,0.017942,0.016524,0.0124,0.009443,0.010551,0.009166,0.009824
41,90,2,600,0.478673,0.268963,1.02539,0.125683,1.11204,0.14301,0.166799,0.039928,0.107708,0.027696,0.022171,0.034826,0.01967,0.028789,0.019155,0.025839,0.032389,0.03448,0.029656,0.0417,0.019324,0.028097
61,90,2,600,0.317078,0.417561,0.996377,0.232569,1.24821,0.263442,0.255249,0.067001,0.2002,0.056703,0.034914,0.066912,0.036546,0.05938,0.035029,0.059964,0.036216,0.054676,0.034682,0.05989,0.035601,0.057996
81,90,2,600,0.33415,0.71653,1.09055,0.402202,1.16218,0.442533,0.32446,0.099614,0.270744,0.100782,0.066233,0.101015,0.058868,0.100435,0.056966,0.093779,0.056807,0.098584,0.056554,0.105018,0.066348,0.101782
101,90,2,600,0.364399,1.17562,1.15798,0.662262,1.36482,0.613291,0.476138,0.146242,0.434487,0.15538,0.098146,0.15163,0.081795,0.17588,0.083241,0.152741,0.082579,0.140528,0.081641,0.149518,0.087189,0.159422
1,90,2,600,0.024382,0.000397,0.032089,0.000246,0.022707,0.000178,0.00426,0.000156,0.003824,0.000208,0.007182,0.00207,0.01613,0.002646,0.015601,0.000595,0.011557,0.000534,0.005797,0.001281,0.006759,0.000924
21,90,2,600,0.257819,0.05269,0.469006,0.023325,0.317367,0.022093,0.044106,0.008122,0.034792,0.009135,0.009322,0.008751,0.008823,0.008355,0.008718,0.00753,0.008999,0.006982,0.008548,0.009506,0.008395,0.008286
41,90,2,600,0.277362,0.188772,0.575421,0.092471,0.316825,0.082898,0.106939,0.031111,0.12381,0.027377,0.019266,0.028154,0.019038,0.028137,0.019651,0.026541,0.01972,0.026213,0.01894,0.028842,0.02222,0.028014
61,90,2,600,0.226216,0.358475,0.518458,0.204695,0.362093,0.155234,0.173449,0.055023,0.151765,0.069557,0.035044,0.065633,0.034408,0.064914,0.03469,0.055504,0.035348,0.060491,0.047334,0.059059,0.034621,0.057092
81,90,2,600,0.344536,0.723773,0.827338,0.33893,0.610953,0.308387,0.246471,0.10261,0.300421,0.095129,0.057731,0.100385,0.056072,0.097483,0.057639,0.11666,0.063357,0.092532,0.05624,0.100013,0.065712,0.104789
101,90,2,600,0.248238,0.897899,0.627157,0.460803,0.618267,0.471134,0.483168,0.149809,0.418977,0.145732,0.08342,0.152367,0.101303,0.150754,0.08202,0.168716,0.083389,0.142318,0.081855,0.14871,0.09646,0.1495
1,90,2,600,0.022708,0.000382,0.031723,0.0003,0.023686,0.000195,0.0049,0.00019,0.003861,0.000178,0.007394,0.002468,0.008012,0.001278,0.014085,0.000518,0.010777,0.000351,0.00776,0.002118,0.004879,0.00086
21,90,2,600,0.319172,0.057907,0.858502,0.034512,0.936527,0.03135,0.025518,0.007082,0.025778,0.007728,0.009415,0.008458,0.008747,0.01003,0.008435,0.006851,0.010142,0.007724,0.01035,0.010404,0.008826,0.007991
41,90,2,600,0.443144,0.231625,0.625673,0.112886,0.574104,0.089225,0.11332,0.027537,0.088941,0.026371,0.028589,0.033907,0.019965,0.027992,0.019984,0.026247,0.021236,0.026689,0.020137,0.029338,0.019854,0.02787
61,90,2,600,0.313389,0.428929,0.606099,0.228095,0.787605,0.214735,0.223388,0.057034,0.196562,0.055656,0.035175,0.069159,0.035691,0.067343,0.035542,0.053796,0.046471,0.079373,0.034778,0.057492,0.034604,0.056915
81,90,2,600,0.324462,0.74393,0.703397,0.383063,1.12065,0.406404,0.260678,0.103154,0.337134,0.094975,0.056263,0.105975,0.063186,0.09824,0.056527,0.106483,0.056068,0.099477,0.056123,0.108462,0.061693,0.103278
101,90,2,600,0.32248,1.10598,0.750686,0.55435,1.11813,0.649784,0.340537,0.16129,0.293946,0.144567,0.108859,0.156318,0.083251,0.164285,0.082611,0.152501,0.083767,0.140285,0.095163,0.149661,0.091855,0.16557
1,90,2,600,0.007223,0.000304,0.00833,0.000149,0.007275,0.000159,0.004508,0.000162,0.004303,0.000154,0.00302,0.000534,0.003605,0.00034,0.002834,0.000182,0.003383,0.000156,0.002675,0.000457,0.002488,0.000326
21,90,2,600,0.005917,0.008448,0.008747,0.004662,0.00823,0.003969,0.100269,0.008272,0.070321,0.008759,0.007864,0.007689,0.008747,0.007784,0.007538,0.009106,0.011772,0.009151,0.008115,0.008962,0.008227,0.007606
41,90,2,600,0.00661,0.03002,0.007828,0.015234,0.008441,0.015071,0.205966,0.027245,0.170899,0.027014,0.019412,0.028269,0.019302,0.027551,0.018336,0.025667,0.018747,0.026359,0.02315,0.030295,0.017963,0.027852
61,90,2,600,0.006331,0.06192,0.015779,0.048613,0.008969,0.032211,0.351869,0.060416,0.265822,0.055155,0.034531,0.074671,0.03437,0.067302,0.034452,0.05367,0.034386,0.054141,0.033933,0.058142,0.034681,0.05628
81,90,2,600,0.014519,0.120307,0.008292,0.053747,0.008192,0.05251,0.54126,0.104805,0.434973,0.109466,0.057771,0.099882,0.055345,0.097403,0.055022,0.111025,0.057511,0.102223,0.061591,0.114998,0.054896,0.10574
101,90,2,600,0.0061,0.156485,0.007682,0.086155,0.008451,0.080548,0.83976,0.156134,0.603098,0.175046,0.083473,0.15922,0.082778,0.146579,0.105615,0.141625,0.081707,0.153949,0.081376,0.147941,0.081732,0.147883
1,90,2,600,0.012965,0.000371,0.015542,0.000166,0.014992,0.000146,0.006134,0.000297,0.011172,0.000618,0.00878,0.001374,0.006917,0.0006,0.005024,0.00023,0.005513,0.000236,0.005554,0.001009,0.004853,0.000456
21,90,2,600,0.161308,0.046216,0.58507,0.028009,0.400443,0.023405,0.043467,0.009008,0.035485,0.007656,0.008919,0.008736,0.008776,0.007845,0.008625,0.011203,0.01741,0.009487,0.009402,0.008437,0.008571,0.008644
41,90,2,600,0.162789,0.157004,0.424169,0.078595,0.554087,0.09568,0.189374,0.039846,0.192031,0.028329,0.020408,0.030101,0.020484,0.039293,0.019849,0.027804,0.020971,0.027835,0.029344,0.042745,0.026428,0.034558
61,90,2,600,0.232,0.457412,0.292651,0.165186,0.332062,0.166738,0.21274,0.060465,0.244297,0.056303,0.049184,0.064327,0.038152,0.071183,0.047154,0.072888,0.045705,0.076391,0.037682,0.063721,0.047324,0.081157
81,90,2,600,0.12483,0.506335,0.320247,0.2879,0.557402,0.313226,0.275446,0.098057,0.308012,0.101761,0.057485,0.107795,0.062947,0.099652,0.05696,0.094014,0.058655,0.098866,0.057784,0.099102,0.056229,0.099208
101,90,2,600,0.209173,0.992883,0.536097,0.512202,0.573143,0.478515,0.567917,0.145748,0.409316,0.154597,0.093488,0.16606,0.083653,0.16267,0.08173,0.141646,0.083943,0.145134,0.084567,0.172356,0.082341,0.148785
1,90,2,600,0.006485,0.000306,0.006647,0.000141,0.007184,0.000123,0.003849,0.000151,0.003763,0.000145,0.003769,0.001346,0.002829,0.000476,0.002546,0.000123,0.003301,0.000124,0.003867,0.001269,0.00312,0.000703
21,90,2,600,0.010861,0.012975,0.017002,0.006495,0.020273,0.006428,0.133485,0.007917,0.06321,0.008074,0.011818,0.013625,0.018274,0.015044,0.016101,0.014014,0.014816,0.012209,0.012948,0.012916,0.012393,0.01232
41,90,2,600,0.012592,0.042646,0.016782,0.023184,0.023314,0.028118,0.212303,0.026265,0.189705,0.027319,0.028359,0.045146,0.043021,0.051346,0.027851,0.041655,0.033717,0.044936,0.027814,0.04328,0.033586,0.045497
61,90,2,600,0.013835,0.09191,0.01875,0.053905,0.020451,0.049594,0.387862,0.056707,0.291765,0.059526,0.058234,0.09323,0.050874,0.089839,0.052049,0.086266,0.053878,0.085983,0.052422,0.098269,0.051612,0.087608
81,90,2,600,0.011453,0.169256,0.016323,0.080077,0.020642,0.083774,0.595069,0.094332,0.490809,0.09489,0.085651,0.161048,0.087201,0.157907,0.084006,0.152209,0.092458,0.160338,0.083034,0.160916,0.093533,0.153156
101,90,2,600,0.012192,0.288846,0.016142,0.132198,0.02104,0.123239,0.889735,0.142408,0.681288,0.151925,0.126876,0.232311,0.15936,0.231821,0.125262,0.247818,0.124967,0.224697,0.144568,0.234123,0.138969,0.228457
1,90,2,600,0.007229,0.000268,0.006942,9.8e-05,0.007165,0.000131,0.004018,0.000192,0.004765,0.000181,0.003237,0.00159,0.002781,0.0007,0.002692,0.000138,0.004551,0.000229,0.010071,0.004732,0.005493,0.001878
21,90,2,600,0.016675,0.01698,0.016228,0.006935,0.020232,0.006012,0.097719,0.009628,0.089726,0.007995,0.013593,0.016446,0.012979,0.013043,0.01363,0.011002,0.014178,0.011998,0.017824,0.018838,0.011918,0.013322
41,90,2,600,0.01172,0.045305,0.016366,0.024096,0.019266,0.022924,0.174486,0.028573,0.168764,0.037674,0.030235,0.046352,0.029555,0.043749,0.028243,0.042188,0.030199,0.041222,0.029398,0.043912,0.028953,0.042196
61,90,2,600,0.011693,0.115779,0.016149,0.04708,0.018057,0.048146,0.34092,0.057163,0.317066,0.055201,0.058519,0.095257,0.062337,0.090814,0.061992,0.084603,0.054247,0.084453,0.052703,0.090928,0.051364,0.091438
81,90,2,600,0.011629,0.166614,0.015542,0.083941,0.022898,0.101273,0.530707,0.102366,0.425652,0.093094,0.084037,0.158764,0.091916,0.167204,0.082476,0.154327,0.09447,0.14432,0.083843,0.157005,0.083298,0.159433
101,90,2,600,0.011395,0.248968,0.014953,0.132651,0.019632,0.122568,0.891166,0.151048,0.602179,0.156804,0.124268,0.273159,0.125022,0.233255,0.133502,0.219974,0.134956,0.244824,0.147491,0.330728,0.17348,0.327757
1,90,2,600,0.027012,0.000493,0.039347,0.000459,0.027663,0.000289,0.011252,0.000497,0.01307,0.000489,0.007073,0.001924,0.006957,0.001159,0.013166,0.000416,0.015826,0.000766,0.015308,0.004146,0.014439,0.002943
21,90,2,600,0.462059,0.089998,2.00086,0.058174,2.23074,0.056146,0.053239,0.009844,0.047439,0.009346,0.012692,0.016391,0.013029,0.009932,0.00923,0.007259,0.010063,0.007786,0.008833,0.010284,0.009211,0.008216
41,90,2,600,0.257254,0.181099,0.823632,0.099156,0.640488,0.090331,0.147457,0.028321,0.098558,0.026676,0.021474,0.029164,0.019707,0.029112,0.019049,0.027894,0.020274,0.026649,0.018914,0.028609,0.020121,0.028298
61,90,2,600,0.260747,0.378308,0.710886,0.19569,0.877286,0.211748,0.199703,0.056047,0.182762,0.055666,0.03539,0.061533,0.036687,0.059114,0.035002,0.055678,0.03629,0.055312,0.035495,0.060052,0.035081,0.057564
81,90,2,600,0.256838,0.645122,0.624834,0.33534,0.669519,0.327808,0.293015,0.094745,0.25591,0.095678,0.056681,0.099891,0.056531,0.097744,0.056634,0.092075,0.05689,0.093234,0.056315,0.100106,0.056602,0.099558
101,90,2,600,0.303067,1.05529,0.56819,0.498147,0.678512,0.500358,0.424817,0.145541,0.368393,0.146764,0.083111,0.157009,0.083118,0.150238,0.084965,0.1433,0.083623,0.140035,0.081528,0.149784,0.081849,0.14794
