gamma,time_BA,iter_BA,time_BAO,iter_BAO,time_KCA,iter_KCA,time_KCF,iter_KCF,time_KCOG,iter_KCOG,time_KCOGL,iter_KCOGL,time_KCRDK,iter_KCRDK,time_KCRDKL,iter_KCRDKL,time_KCU,iter_KCU,time_KCUD,iter_KCUD
1,0.017993466666666666,2.966666666666667,0.022359933333333335,2.966666666666667,0.006057966666666667,1.3,0.005942566666666666,1.3,0.008217033333333333,1.6,0.006622233333333334,1.5666666666666667,0.007563233333333334,1.6333333333333333,0.006728166666666666,1.6,0.0059974,1.7,0.005850633333333333,1.4666666666666666
21,0.27009083333333334,8.033333333333333,0.5650443333333333,7.933333333333334,0.0878474,1.0,0.0723638,1.0,0.0337224,1.2333333333333334,0.03535986666666667,1.2333333333333334,0.035071566666666665,1.2333333333333334,0.03498473333333333,1.2333333333333334,0.03320123333333334,1.2333333333333334,0.03459103333333333,1.2333333333333334
41,0.3504888,7.833333333333333,0.6858088999999999,8.2,0.20298813333333332,1.0,0.1969986,1.0,0.09416426666666666,1.2333333333333334,0.0940063,1.2333333333333334,0.0947721,1.2333333333333334,0.09212623333333332,1.2333333333333334,0.09192636666666668,1.2333333333333334,0.09319393333333334,1.2333333333333334
61,0.4881566666666667,7.9,0.6583097666666667,7.8,0.3518407333333334,1.0,0.3234131,1.0,0.1755765,1.2333333333333334,0.1746445,1.2333333333333334,0.17792106666666668,1.2333333333333334,0.1738678,1.2333333333333334,0.17209563333333333,1.2333333333333334,0.17398550000000002,1.2333333333333334
81,0.6249190333333333,7.766666666666667,0.7614396666666666,7.8,0.5498720666666668,1.0,0.5020367666666667,1.0,0.2789407666666667,1.2333333333333334,0.28001496666666664,1.2333333333333334,0.28225723333333336,1.2333333333333334,0.2825892666666666,1.2333333333333334,0.2756862333333333,1.2333333333333334,0.27541309999999997,1.2333333333333334
101,0.8422917666666667,7.9,0.8908897,8.066666666666666,0.8302485666666667,1.0,0.7495273,1.0,0.4551809666666667,1.2666666666666666,0.4500192333333333,1.2666666666666666,0.4384192,1.2666666666666666,0.43977046666666664,1.2666666666666666,0.4377303,1.2666666666666666,0.4372006,1.2666666666666666
