Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAO, time_subproblem_BAO, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
21,90,2,600,0.802879,0.087673,1.39559,0.034457,0.026788,0.008303,0.02231,0.010737,0.00919,0.013913,0.012757,0.011069,0.013726,0.007527,0.018526,0.011196,0.011749,0.007711,0.01704,0.012625
41,90,2,600,0.750066,0.27833,2.16383,0.157895,0.052879,0.044167,0.050989,0.03127,0.031083,0.046493,0.032104,0.038608,0.025938,0.036326,0.021598,0.036496,0.031305,0.050283,0.031589,0.031658
61,90,2,600,0.748349,0.584569,1.60215,0.314405,0.096114,0.074654,0.098948,0.065357,0.045444,0.077936,0.041653,0.062372,0.043192,0.059146,0.044392,0.082288,0.046714,0.073594,0.041845,0.067055
81,90,2,600,0.64213,0.898672,1.81269,0.476758,0.164345,0.10227,0.191295,0.102141,0.069324,0.10738,0.067284,0.116141,0.079334,0.100639,0.064939,0.108498,0.066172,0.104521,0.066424,0.101952
101,90,2,600,0.954305,1.41421,1.94376,0.827534,0.225648,0.158105,0.221318,0.147172,0.099147,0.163748,0.106628,0.154019,0.105703,0.149744,0.09873,0.158172,0.09959,0.162558,0.091568,0.15725
1,90,2,600,0.006412,0.000176,0.010541,0.000144,0.005254,0.000239,0.011501,0.000372,0.006576,0.003553,0.009057,0.000887,0.010813,0.000404,0.006508,0.000221,0.005402,0.001337,0.003036,0.000699
21,90,2,600,0.023186,0.013965,0.023077,0.006294,0.130798,0.013908,0.09179,0.010595,0.016084,0.021712,0.016966,0.018041,0.028172,0.016275,0.020111,0.011733,0.017658,0.025366,0.01694,0.013392
41,90,2,600,0.032608,0.04696,0.031729,0.029751,0.208148,0.027586,0.207756,0.042669,0.039999,0.058374,0.046435,0.06678,0.043061,0.047874,0.048797,0.057529,0.043414,0.061679,0.045999,0.058491
61,90,2,600,0.029812,0.107733,0.03307,0.052788,0.363678,0.071907,0.32354,0.068793,0.072206,0.121803,0.066085,0.125123,0.066517,0.110162,0.082211,0.103994,0.065442,0.11753,0.065325,0.109729
81,90,2,600,0.029962,0.171073,0.035573,0.0859,0.565373,0.104558,0.4649,0.11176,0.11617,0.16672,0.115469,0.161549,0.102494,0.156389,0.098906,0.181896,0.097495,0.177413,0.12294,0.189
101,90,2,600,0.041625,0.238357,0.052022,0.128467,0.852769,0.15521,0.736644,0.159892,0.164784,0.247398,0.163104,0.2511,0.148569,0.24194,0.153546,0.239322,0.147432,0.256786,0.157164,0.246468
1,90,2,600,0.020349,0.000431,0.024181,0.000211,0.00772,0.00042,0.005573,0.00027,0.004656,0.001052,0.006287,0.001475,0.004715,0.000303,0.003967,0.000252,0.009511,0.004029,0.005095,0.001188
21,90,2,600,0.363367,0.058408,1.31549,0.035723,0.034532,0.019242,0.033429,0.009138,0.008469,0.017585,0.014478,0.008756,0.016688,0.006523,0.017408,0.009559,0.00721,0.009488,0.014963,0.007373
41,90,2,600,0.477886,0.241179,1.43156,0.140248,0.107134,0.030193,0.100867,0.034327,0.025953,0.030555,0.026665,0.027477,0.022961,0.037101,0.03715,0.036271,0.02242,0.045766,0.029166,0.027283
61,90,2,600,0.406135,0.472719,0.975854,0.269736,0.174854,0.073077,0.17184,0.074053,0.042003,0.062677,0.047851,0.065853,0.044321,0.078247,0.041489,0.063239,0.049919,0.060949,0.04465,0.071712
81,90,2,600,0.50908,0.769924,1.02667,0.400777,0.3126,0.120592,0.255937,0.106724,0.0672,0.11814,0.062637,0.106463,0.06401,0.090456,0.070269,0.095124,0.066021,0.115767,0.072091,0.105866
101,90,2,600,0.546341,1.09501,1.0375,0.573144,0.46258,0.139693,0.359982,0.143382,0.101288,0.161723,0.109603,0.158095,0.09684,0.152394,0.109557,0.153383,0.094005,0.160355,0.099963,0.164312
1,90,2,600,0.015915,0.000507,0.018126,0.000197,0.005529,0.000336,0.009054,0.000379,0.004879,0.001249,0.003574,0.000736,0.002401,0.00018,0.002792,0.000217,0.007665,0.002548,0.003904,0.000592
21,90,2,600,0.031053,0.018875,0.033958,0.013744,0.116323,0.008314,0.09127,0.01392,0.021758,0.015864,0.025221,0.022654,0.029607,0.019335,0.027367,0.012849,0.018288,0.012801,0.025876,0.015896
41,90,2,600,0.040588,0.066376,0.042312,0.037708,0.205594,0.046312,0.188721,0.034432,0.040119,0.056998,0.031591,0.059592,0.034064,0.058398,0.038754,0.054256,0.036949,0.052913,0.037694,0.054607
61,90,2,600,0.052636,0.126865,0.044388,0.078254,0.291981,0.080686,0.260068,0.055557,0.068361,0.112698,0.073635,0.113544,0.068566,0.104231,0.074579,0.101943,0.063288,0.107722,0.0593,0.110757
81,90,2,600,0.053266,0.217199,0.045626,0.13419,0.516978,0.113881,0.407843,0.098824,0.107775,0.172177,0.101012,0.157483,0.1211,0.157823,0.110242,0.162152,0.100075,0.186288,0.101921,0.18394
101,90,2,600,0.060511,0.31525,0.06658,0.18219,0.754542,0.165542,0.63876,0.144531,0.15791,0.249522,0.164529,0.23654,0.147972,0.262959,0.154793,0.258428,0.159963,0.25054,0.14475,0.2589
1,90,2,600,0.007764,0.000145,0.007706,0.000116,0.008441,0.000337,0.005062,0.000256,0.002606,0.000758,0.006294,0.001396,0.005312,0.000169,0.003152,0.000245,0.006327,0.002424,0.007612,0.003146
21,90,2,600,0.007393,0.009802,0.006888,0.005183,0.112985,0.009111,0.075464,0.007537,0.012866,0.009528,0.013088,0.01418,0.010522,0.006056,0.009472,0.012912,0.008084,0.014555,0.008939,0.011076
41,90,2,600,0.009737,0.026582,0.012599,0.017307,0.187544,0.041018,0.161159,0.036075,0.022411,0.037667,0.029158,0.039092,0.032027,0.031163,0.021626,0.038043,0.034841,0.037279,0.030571,0.047763
61,90,2,600,0.0049,0.079892,0.011221,0.039861,0.31101,0.063057,0.3063,0.064249,0.038672,0.072775,0.046529,0.076072,0.043115,0.062647,0.044885,0.063829,0.045298,0.07691,0.042277,0.06714
81,90,2,600,0.014421,0.11298,0.026631,0.05616,0.559823,0.10711,0.416294,0.112731,0.059606,0.110109,0.0765,0.09651,0.063601,0.117107,0.069612,0.099781,0.065082,0.107751,0.067051,0.108955
101,90,2,600,0.018819,0.165958,0.032082,0.086347,0.802277,0.152092,0.629068,0.158581,0.106314,0.158492,0.092439,0.160521,0.090522,0.155403,0.090532,0.160794,0.099996,0.169158,0.096506,0.156361
1,90,2,600,0.037938,0.00055,0.053207,0.000538,0.004173,0.000218,0.002944,0.000158,0.009378,0.00252,0.006845,0.001021,0.008921,0.000413,0.005755,0.0003,0.012254,0.002586,0.008243,0.001092
21,90,2,600,0.313021,0.054568,0.920387,0.030925,0.075833,0.012098,0.055899,0.008405,0.010431,0.011761,0.018824,0.010073,0.008753,0.01005,0.011183,0.012811,0.013956,0.011833,0.018605,0.015058
41,90,2,600,0.273014,0.193976,0.977808,0.118853,0.165035,0.034231,0.146361,0.033998,0.029645,0.031726,0.027497,0.041543,0.035222,0.033434,0.029275,0.033766,0.029657,0.03343,0.025842,0.042422
61,90,2,600,0.307128,0.390052,0.648104,0.201179,0.251303,0.072703,0.253558,0.065736,0.039936,0.078132,0.045313,0.0724,0.041172,0.06119,0.050368,0.069058,0.043051,0.073467,0.040534,0.060454
81,90,2,600,0.296812,0.620443,1.0015,0.396364,0.372452,0.101672,0.305214,0.104907,0.078798,0.103441,0.067276,0.104984,0.070616,0.105062,0.071836,0.118695,0.06435,0.117123,0.069071,0.103255
101,90,2,600,0.322007,0.877573,0.619298,0.50704,0.457482,0.152323,0.423118,0.159523,0.091068,0.165311,0.103766,0.162568,0.106031,0.150399,0.09573,0.15178,0.09395,0.154918,0.0915,0.168099
1,90,2,600,0.026198,0.00044,0.052613,0.00049,0.010781,0.00061,0.00684,0.000467,0.009394,0.002759,0.011168,0.001953,0.008695,0.000428,0.007184,0.000248,0.010102,0.003363,0.008353,0.001829
21,90,2,600,0.532311,0.06632,1.30136,0.03913,0.035658,0.01001,0.039102,0.007343,0.010105,0.013607,0.014302,0.011643,0.013835,0.007691,0.016353,0.008759,0.020715,0.011744,0.017129,0.009989
41,90,2,600,0.471823,0.240042,1.18849,0.122774,0.089303,0.035899,0.103003,0.040988,0.0287,0.040094,0.025979,0.040857,0.033063,0.032661,0.027426,0.026809,0.021727,0.037921,0.040591,0.039208
61,90,2,600,0.500114,0.462225,1.42095,0.31464,0.223242,0.061178,0.204001,0.073636,0.042218,0.072858,0.04892,0.067277,0.042235,0.080864,0.051917,0.065959,0.044886,0.059417,0.040538,0.071983
81,90,2,600,0.619696,0.824604,1.08194,0.458524,0.245718,0.107288,0.234358,0.103849,0.078242,0.110489,0.073713,0.115878,0.073583,0.106702,0.07345,0.101454,0.065973,0.126613,0.071185,0.116562
101,90,2,600,0.660455,1.166,1.49143,0.769229,0.376966,0.154128,0.371193,0.15193,0.096708,0.17541,0.094139,0.153972,0.099397,0.163016,0.104525,0.143978,0.097253,0.156468,0.104042,0.156529
1,90,2,600,0.032569,0.000709,0.041501,0.000395,0.008139,0.000496,0.014028,0.000418,0.012231,0.003727,0.007486,0.001307,0.00781,0.000448,0.007916,0.000295,0.006718,0.002925,0.009812,0.002194
21,90,2,600,0.63236,0.070933,1.52032,0.033096,0.044648,0.008607,0.041393,0.008026,0.014079,0.011218,0.014074,0.007687,0.010926,0.00859,0.014607,0.011371,0.009323,0.014642,0.007476,0.008776
41,90,2,600,0.580264,0.243543,1.77881,0.147191,0.106835,0.039012,0.134834,0.039947,0.028745,0.034373,0.030937,0.025409,0.02338,0.042549,0.028223,0.035077,0.030356,0.036931,0.027319,0.0303
61,90,2,600,0.579359,0.504026,1.4728,0.295094,0.221007,0.069595,0.201841,0.073939,0.047971,0.071466,0.03926,0.072757,0.043537,0.061885,0.040222,0.063889,0.051594,0.073941,0.044082,0.065185
81,90,2,600,0.593311,0.804419,1.38996,0.478676,0.290017,0.102091,0.288633,0.116237,0.072601,0.117643,0.06922,0.118323,0.068128,0.105198,0.072149,0.09653,0.072428,0.108244,0.071671,0.11124
101,90,2,600,0.697881,1.25851,1.96004,0.791613,0.472565,0.157086,0.412635,0.145012,0.099886,0.177415,0.097224,0.157146,0.093242,0.170596,0.101771,0.145957,0.101295,0.163005,0.106111,0.158248
1,90,2,600,0.007066,0.000312,0.008649,9.4e-05,0.004161,0.00018,0.003972,0.000159,0.007548,0.003334,0.003952,0.000958,0.006242,0.000319,0.005619,0.000214,0.005205,0.002567,0.004572,0.002541
21,90,2,600,0.011992,0.009799,0.008057,0.003721,0.09318,0.010622,0.071072,0.008178,0.01423,0.008683,0.007708,0.009163,0.012328,0.011815,0.012886,0.023277,0.013629,0.010344,0.015278,0.006881
41,90,2,600,0.015023,0.044262,0.00636,0.02182,0.200842,0.0374,0.192622,0.030106,0.025655,0.044549,0.028348,0.03765,0.025752,0.036851,0.030041,0.035048,0.025409,0.045535,0.029873,0.048131
61,90,2,600,0.008681,0.081108,0.015288,0.045159,0.348904,0.065102,0.298725,0.068166,0.046099,0.070419,0.042562,0.070856,0.049119,0.07519,0.047849,0.078146,0.03985,0.08071,0.051184,0.07657
81,90,2,600,0.018059,0.115581,0.027715,0.056654,0.541443,0.104095,0.443983,0.106094,0.07829,0.105507,0.059595,0.110767,0.062676,0.104282,0.074855,0.09399,0.067391,0.117495,0.061688,0.126746
101,90,2,600,0.018332,0.158681,0.040872,0.081487,0.780996,0.157569,0.599137,0.153643,0.101106,0.155841,0.097693,0.157322,0.100283,0.148338,0.093258,0.160968,0.100989,0.156023,0.101522,0.153155
1,90,2,600,0.017346,0.000421,0.022094,0.000206,0.00892,0.00045,0.007122,0.0003,0.004953,0.001745,0.00517,0.001016,0.007115,0.000486,0.010401,0.000471,0.008544,0.002773,0.004821,0.00282
21,90,2,600,0.392716,0.058331,1.09331,0.040932,0.039254,0.009309,0.030901,0.011755,0.012863,0.011783,0.012309,0.009568,0.011798,0.011062,0.008902,0.01394,0.01241,0.010536,0.014236,0.008624
41,90,2,600,0.377468,0.245216,0.822585,0.131207,0.162863,0.038393,0.142669,0.041527,0.034441,0.040854,0.030767,0.035322,0.035628,0.026,0.026489,0.040921,0.02679,0.037902,0.02601,0.037116
61,90,2,600,0.593733,0.48913,0.747246,0.252411,0.221988,0.075818,0.211789,0.061602,0.045633,0.071605,0.041949,0.076026,0.050625,0.081598,0.045136,0.059173,0.042325,0.071563,0.05154,0.07314
81,90,2,600,0.396943,0.760251,0.938239,0.419558,0.304997,0.108123,0.287845,0.100924,0.064877,0.119993,0.0664,0.105947,0.067948,0.100262,0.083117,0.092107,0.071973,0.111251,0.075372,0.116835
101,90,2,600,0.473325,1.02231,0.773691,0.575321,0.444144,0.160638,0.440353,0.152485,0.105574,0.158253,0.101965,0.151711,0.097533,0.159474,0.094359,0.169817,0.1066,0.161272,0.102082,0.163348
