Gamma, tau, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
101,80,0.233269,0.278685,0.212204,0.219021
101,80,0.223781,0.256524,0.23792,0.257193
101,80,0.200946,0.240055,0.239318,0.256225
101,80,0.180416,0.239661,0.229705,0.253576
101,80,0.236983,0.261351,0.201692,0.236063
101,80,0.229875,0.270278,0.185825,0.222532
101,80,0.232322,0.235374,0.229713,0.273272
101,80,0.176385,0.231242,0.233021,0.257183
101,80,0.229091,0.227531,0.218631,0.260671
101,80,0.234337,0.283777,0.188684,0.212788
101,80,0.236115,0.25557,0.23618,0.262909
101,80,0.203485,0.220514,0.236313,0.272496
101,90,0.214052,0.216532,0.221711,0.254403
101,90,0.238641,0.254493,0.20973,0.202943
101,90,0.232763,0.259427,0.183061,0.236938
101,90,0.222465,0.255476,0.230313,0.260437
101,90,0.197805,0.262944,0.22368,0.280291
101,90,0.208188,0.214555,0.222685,0.242962
101,90,0.231186,0.258155,0.166249,0.21785
101,90,0.234412,0.259317,0.242321,0.233066
101,90,0.199951,0.23376,0.236001,0.262265
101,90,0.213729,0.209733,0.230778,0.252168
101,90,0.230832,0.26034,0.200757,0.222914
101,90,0.236702,0.263572,0.203581,0.256748
101,90,0.237168,0.254461,0.233162,0.266456
101,90,0.209211,0.233193,0.231166,0.270095
101,90,0.187951,0.219167,0.232763,0.267646
101,100,0.244683,0.254927,0.192757,0.225
101,100,0.23648,0.252206,0.228389,0.252649
101,100,0.226938,0.250913,0.237514,0.262494
101,100,0.201943,0.22247,0.234592,0.263222
101,100,0.2419,0.248933,0.197567,0.220442
101,100,0.240278,0.2622,0.209076,0.217831
101,100,0.233688,0.259468,0.234573,0.254909
101,100,0.188843,0.224099,0.238725,0.26761
101,100,0.207637,0.235822,0.233478,0.257761
101,100,0.235468,0.258506,0.219742,0.216015
101,100,0.234196,0.260012,0.185142,0.268068
101,100,0.241353,0.236257,0.233649,0.272056
101,100,0.193513,0.242063,0.232712,0.259725
101,100,0.218371,0.220128,0.213708,0.263549
101,100,0.238716,0.290819,0.169579,0.230693
1,80,0.007058,0.000698,0.003018,0.000607
1,80,0.002875,0.000723,0.002807,0.001019
1,80,0.002683,0.001143,0.00267,0.00165
1,80,0.00274,0.000437,0.002562,0.000813
1,80,0.002543,0.000618,0.002621,0.001673
1,80,0.002625,0.000932,0.002741,0.002733
1,80,0.002866,0.000324,0.002559,0.001472
1,80,0.002718,0.000679,0.002768,0.002781
1,80,0.002822,0.001093,0.002935,0.004281
1,80,0.002889,0.000366,0.002782,0.002188
1,80,0.002651,0.000749,0.002958,0.004312
1,80,0.002938,0.000875,0.003278,0.006667
1,80,0.003128,0.000385,0.002769,0.00313
1,80,0.003014,0.000714,0.003057,0.006337
1,80,0.003054,0.00102,0.002929,0.009548
1,90,0.002945,0.000395,0.002787,0.000562
1,90,0.002684,0.000673,0.002551,0.0009
1,90,0.002771,0.001102,0.002754,0.001403
1,90,0.002589,0.000336,0.002696,0.000876
1,90,0.002601,0.00066,0.002633,0.001673
1,90,0.00288,0.001132,0.002716,0.00258
1,90,0.002951,0.000389,0.002778,0.001472
1,90,0.002674,0.000626,0.002914,0.002868
1,90,0.002865,0.001025,0.003201,0.004209
1,90,0.002888,0.000386,0.002866,0.002193
1,90,0.002795,0.000734,0.002921,0.004395
1,90,0.002947,0.001085,0.00314,0.006495
1,90,0.002949,0.00039,0.002889,0.003196
1,90,0.002737,0.000663,0.003016,0.006226
1,90,0.003101,0.001081,0.003195,0.009334
1,100,0.003288,0.000494,0.002929,0.000507
1,100,0.002735,0.000776,0.002554,0.000867
1,100,0.002802,0.001322,0.002895,0.001566
1,100,0.002586,0.000313,0.002764,0.00085
1,100,0.002593,0.000612,0.002417,0.001552
1,100,0.00255,0.001108,0.002889,0.002653
1,100,0.002718,0.00033,0.002631,0.001391
1,100,0.002628,0.000668,0.00266,0.002827
1,100,0.003084,0.001186,0.003014,0.004554
1,100,0.003089,0.000396,0.002972,0.00223
1,100,0.002755,0.000687,0.003024,0.004253
1,100,0.002756,0.000923,0.003135,0.006656
1,100,0.00298,0.000359,0.002658,0.003203
1,100,0.003154,0.000833,0.002859,0.006349
1,100,0.003007,0.001143,0.002925,0.009523
11,80,0.007234,0.00299,0.00723,0.003387
11,80,0.007703,0.003677,0.007696,0.004559
11,80,0.007796,0.004401,0.007662,0.005642
11,80,0.007265,0.003088,0.007037,0.003656
11,80,0.007494,0.003859,0.007636,0.005718
11,80,0.00813,0.004687,0.008096,0.007288
11,80,0.007396,0.002779,0.006921,0.004692
11,80,0.007251,0.0037,0.007664,0.007314
11,80,0.007496,0.004732,0.012015,0.010138
11,80,0.007537,0.002805,0.006992,0.005484
11,80,0.007255,0.003909,0.00844,0.009777
11,80,0.007793,0.00428,0.007816,0.013894
11,80,0.007633,0.002948,0.006845,0.007204
11,80,0.007614,0.003807,0.00789,0.012639
11,80,0.008132,0.004633,0.007482,0.018157
11,90,0.007614,0.002641,0.007224,0.00288
11,90,0.007319,0.003578,0.007429,0.004117
11,90,0.007793,0.005358,0.008138,0.005349
11,90,0.007304,0.002905,0.007512,0.003813
11,90,0.007293,0.003824,0.007485,0.005466
11,90,0.007541,0.005168,0.007435,0.007107
11,90,0.007858,0.002925,0.006768,0.004596
11,90,0.007146,0.003982,0.007423,0.007353
11,90,0.007428,0.004473,0.007336,0.010139
11,90,0.007517,0.00291,0.006995,0.00582
11,90,0.007525,0.004019,0.007131,0.009709
11,90,0.007769,0.004874,0.007461,0.01394
11,90,0.007211,0.00308,0.007675,0.007406
11,90,0.006929,0.003917,0.007577,0.012243
11,90,0.007723,0.004595,0.007917,0.01794
11,100,0.00728,0.003046,0.007682,0.002942
11,100,0.007357,0.003397,0.007481,0.004254
11,100,0.007495,0.00479,0.006421,0.004946
11,100,0.007438,0.00288,0.006855,0.003704
11,100,0.007169,0.004,0.007281,0.005301
11,100,0.007058,0.004118,0.007314,0.007453
11,100,0.007584,0.002979,0.007957,0.004805
11,100,0.007738,0.003839,0.005857,0.006256
11,100,0.00541,0.003357,0.005484,0.008534
11,100,0.005241,0.002284,0.005131,0.00523
11,100,0.005299,0.002793,0.005302,0.008657
11,100,0.005529,0.003419,0.00723,0.013644
11,100,0.007427,0.002909,0.007309,0.007137
11,100,0.007416,0.003629,0.007144,0.012564
11,100,0.007787,0.004443,0.007642,0.01802
21,80,0.014265,0.007908,0.012349,0.008016
21,80,0.015199,0.010623,0.017019,0.011396
21,80,0.016448,0.011568,0.015174,0.012633
21,80,0.016641,0.010634,0.015812,0.011848
21,80,0.015768,0.01189,0.015997,0.014002
21,80,0.016634,0.012341,0.016037,0.015399
21,80,0.016246,0.00969,0.01683,0.012892
21,80,0.015495,0.012766,0.016933,0.015824
21,80,0.015215,0.013646,0.017429,0.018187
21,80,0.01736,0.009549,0.016044,0.014855
21,80,0.017738,0.011816,0.016329,0.017827
21,80,0.016727,0.012302,0.015422,0.02277
21,80,0.01763,0.010604,0.015439,0.014729
21,80,0.016155,0.012762,0.017128,0.020683
21,80,0.014193,0.012569,0.017276,0.025986
21,90,0.016892,0.010499,0.015972,0.011565
21,90,0.015486,0.011578,0.017582,0.0126
21,90,0.016872,0.011092,0.016894,0.014137
21,90,0.016235,0.010704,0.014961,0.012215
21,90,0.017015,0.011249,0.017577,0.01323
21,90,0.014045,0.0126,0.015804,0.015987
21,90,0.014751,0.010081,0.0168,0.01351
21,90,0.008847,0.006253,0.008556,0.009773
21,90,0.008605,0.006706,0.008669,0.012312
21,90,0.01465,0.00964,0.016191,0.013094
21,90,0.015634,0.010817,0.014569,0.017385
21,90,0.010181,0.007764,0.01512,0.02384
21,90,0.017591,0.011019,0.016298,0.014606
21,90,0.015485,0.011671,0.017044,0.020905
21,90,0.016196,0.013702,0.016269,0.025971
21,100,0.015409,0.011627,0.016482,0.010813
21,100,0.015957,0.012755,0.015535,0.013112
21,100,0.01697,0.013384,0.015874,0.014586
21,100,0.016622,0.012286,0.016341,0.011106
21,100,0.016319,0.011523,0.015635,0.01371
21,100,0.016414,0.014728,0.017333,0.016681
21,100,0.016307,0.011128,0.017559,0.013986
21,100,0.016708,0.012635,0.016676,0.016416
21,100,0.0173,0.013156,0.01658,0.019561
21,100,0.016388,0.011066,0.01662,0.013215
21,100,0.016925,0.012514,0.016816,0.018789
21,100,0.016545,0.013467,0.017343,0.022244
21,100,0.01782,0.009751,0.016412,0.015209
21,100,0.018054,0.010307,0.015409,0.022359
21,100,0.016332,0.014811,0.016375,0.026455
31,80,0.030557,0.02555,0.031733,0.02436
31,80,0.013545,0.012205,0.013033,0.0136
31,80,0.021692,0.023694,0.026831,0.025858
31,80,0.025797,0.020405,0.03201,0.026357
31,80,0.03192,0.029284,0.031411,0.029118
31,80,0.030655,0.025875,0.031192,0.030184
31,80,0.031908,0.025875,0.031517,0.030221
31,80,0.032499,0.029696,0.033575,0.033395
31,80,0.034377,0.031242,0.03046,0.033458
31,80,0.031963,0.028851,0.032128,0.028065
31,80,0.033679,0.026713,0.034764,0.031286
31,80,0.033026,0.030204,0.032804,0.036573
31,80,0.030356,0.025437,0.025037,0.025531
31,80,0.01306,0.013157,0.012792,0.022891
31,80,0.029525,0.027483,0.024376,0.041816
31,90,0.036835,0.028025,0.030133,0.025613
31,90,0.032652,0.02674,0.0312,0.026961
31,90,0.030244,0.026996,0.03154,0.030333
31,90,0.032268,0.028762,0.033717,0.027575
31,90,0.034815,0.027621,0.031971,0.030465
31,90,0.030567,0.033955,0.032175,0.032152
31,90,0.032143,0.030185,0.032373,0.029677
31,90,0.033077,0.027553,0.032715,0.031156
31,90,0.027432,0.032476,0.032606,0.03173
31,90,0.032019,0.024305,0.016686,0.018478
31,90,0.01296,0.012305,0.019876,0.024919
31,90,0.029527,0.024634,0.031378,0.032879
31,90,0.033752,0.026141,0.031907,0.027488
31,90,0.032335,0.026634,0.0296,0.034677
31,90,0.031201,0.031131,0.03264,0.043615
31,100,0.031788,0.030278,0.032403,0.025541
31,100,0.033766,0.026228,0.033263,0.027084
31,100,0.031356,0.029785,0.034404,0.031155
31,100,0.033331,0.023887,0.03376,0.030823
31,100,0.033741,0.028043,0.032294,0.029583
31,100,0.030864,0.032403,0.032088,0.028472
31,100,0.027624,0.020581,0.012692,0.014554
31,100,0.012659,0.012481,0.027579,0.027935
31,100,0.02831,0.027431,0.029436,0.029907
31,100,0.031337,0.023901,0.033632,0.027185
31,100,0.031282,0.02527,0.031513,0.030918
31,100,0.032883,0.030734,0.034258,0.037522
31,100,0.033535,0.02854,0.031744,0.034853
31,100,0.032218,0.028282,0.032382,0.034228
31,100,0.032156,0.032587,0.03413,0.038257
41,80,0.053124,0.046391,0.051626,0.044644
41,80,0.050951,0.048427,0.039112,0.04083
41,80,0.019297,0.022954,0.042861,0.042883
41,80,0.048055,0.045292,0.049687,0.046235
41,80,0.047226,0.047463,0.049752,0.049699
41,80,0.051953,0.054629,0.053,0.049438
41,80,0.048354,0.048037,0.050214,0.050772
41,80,0.053804,0.044998,0.051118,0.052441
41,80,0.050402,0.044955,0.027347,0.035396
41,80,0.031147,0.030163,0.039323,0.04147
41,80,0.05052,0.046085,0.049779,0.050781
41,80,0.050508,0.047289,0.051682,0.057185
41,80,0.05127,0.048017,0.049765,0.051138
41,80,0.053646,0.045142,0.05127,0.054227
41,80,0.050583,0.049996,0.051551,0.063622
41,90,0.03896,0.033722,0.019717,0.020404
41,90,0.043657,0.044727,0.055116,0.040107
41,90,0.050927,0.04611,0.052352,0.045702
41,90,0.052315,0.045855,0.051736,0.048385
41,90,0.05007,0.047898,0.049364,0.052647
41,90,0.051993,0.049433,0.051033,0.051563
41,90,0.052382,0.046333,0.050938,0.042469
41,90,0.027269,0.026976,0.0304,0.032171
41,90,0.036027,0.038985,0.050136,0.05207
41,90,0.049773,0.045077,0.048122,0.04785
41,90,0.052042,0.047569,0.050941,0.054853
41,90,0.051637,0.049164,0.052002,0.055013
41,90,0.050672,0.047218,0.05205,0.052852
41,90,0.049927,0.04621,0.03838,0.046079
41,90,0.018803,0.020136,0.043511,0.054859
41,100,0.053601,0.040429,0.05204,0.042442
41,100,0.04896,0.048884,0.050838,0.052619
41,100,0.052578,0.050459,0.049299,0.048969
41,100,0.048937,0.049561,0.051671,0.050475
41,100,0.054972,0.046173,0.052991,0.054092
41,100,0.050577,0.045895,0.026197,0.031424
41,100,0.030024,0.029478,0.040851,0.041537
41,100,0.051263,0.046689,0.054226,0.054536
41,100,0.052794,0.052524,0.054661,0.05987
41,100,0.052789,0.050186,0.050409,0.050929
41,100,0.05179,0.044516,0.052876,0.051636
41,100,0.050608,0.051241,0.051812,0.059276
41,100,0.04666,0.038711,0.018164,0.023387
41,100,0.041887,0.034448,0.041844,0.056226
41,100,0.047112,0.052538,0.047858,0.059326
51,80,0.070043,0.068975,0.074125,0.077193
51,80,0.066097,0.073342,0.071874,0.079519
51,80,0.071054,0.073216,0.057193,0.056448
51,80,0.042398,0.043869,0.062531,0.06368
51,80,0.071663,0.064705,0.068644,0.070019
51,80,0.073053,0.076686,0.069136,0.075011
51,80,0.069489,0.07302,0.070698,0.076028
51,80,0.069748,0.068439,0.037078,0.035445
51,80,0.059664,0.06006,0.065763,0.074647
51,80,0.070011,0.073474,0.074889,0.075286
51,80,0.072668,0.070069,0.072408,0.074255
51,80,0.072763,0.069692,0.07228,0.080094
51,80,0.037271,0.04332,0.058604,0.059041
51,80,0.06542,0.070188,0.068582,0.076199
51,80,0.068896,0.075514,0.070686,0.086249
51,90,0.070713,0.072918,0.075255,0.069105
51,90,0.075071,0.069918,0.052201,0.056625
51,90,0.037228,0.055559,0.063982,0.06835
51,90,0.068272,0.068235,0.073414,0.0707
51,90,0.070552,0.082775,0.0725,0.081056
51,90,0.072868,0.075066,0.07219,0.076519
51,90,0.06976,0.070698,0.027231,0.042169
51,90,0.06855,0.066861,0.070283,0.07269
51,90,0.069964,0.068941,0.070814,0.079792
51,90,0.070083,0.070946,0.073455,0.07387
51,90,0.071546,0.080514,0.070334,0.072957
51,90,0.036956,0.045306,0.051211,0.066838
51,90,0.074398,0.064694,0.066986,0.076376
51,90,0.075967,0.077496,0.079864,0.076479
51,90,0.068455,0.073605,0.07206,0.081001
51,100,0.074039,0.064827,0.046148,0.041494
51,100,0.05386,0.059627,0.069374,0.063379
51,100,0.068537,0.071094,0.070566,0.070995
51,100,0.073218,0.077831,0.071235,0.071418
51,100,0.068391,0.085935,0.070605,0.077137
51,100,0.053998,0.058989,0.04429,0.045436
51,100,0.066226,0.064811,0.066174,0.068133
51,100,0.070231,0.074709,0.072116,0.076589
51,100,0.070839,0.082427,0.075219,0.078359
51,100,0.070915,0.081862,0.066868,0.074013
51,100,0.028419,0.036084,0.064695,0.074976
51,100,0.070387,0.071957,0.069567,0.079926
51,100,0.070032,0.073239,0.072459,0.072695
51,100,0.070362,0.071449,0.07279,0.089372
51,100,0.069465,0.073685,0.036552,0.057919
61,80,0.099496,0.106689,0.095793,0.123298
61,80,0.101147,0.106002,0.101525,0.10728
61,80,0.103377,0.104927,0.096402,0.097199
61,80,0.057603,0.066604,0.090506,0.098914
61,80,0.099461,0.097163,0.09334,0.107779
61,80,0.096531,0.101408,0.09933,0.10928
61,80,0.051913,0.060171,0.100852,0.08703
61,80,0.097402,0.10969,0.098759,0.107953
61,80,0.10053,0.105803,0.097918,0.123895
61,80,0.088086,0.09316,0.068366,0.083094
61,80,0.095417,0.102593,0.099256,0.108857
61,80,0.103145,0.099057,0.102008,0.113259
61,80,0.097477,0.103789,0.052323,0.080789
61,80,0.078578,0.103921,0.094869,0.109916
61,80,0.102565,0.115392,0.098165,0.120664
61,90,0.099192,0.108526,0.073472,0.080313
61,90,0.066459,0.090004,0.095208,0.099885
61,90,0.101012,0.104815,0.098419,0.106925
61,90,0.099552,0.105977,0.103098,0.105912
61,90,0.06079,0.060749,0.099032,0.105634
61,90,0.098025,0.101897,0.101837,0.109477
61,90,0.101301,0.09822,0.104813,0.101665
61,90,0.073084,0.06892,0.0866,0.098921
61,90,0.094788,0.101859,0.099353,0.110301
61,90,0.099571,0.102571,0.100786,0.106901
61,90,0.094001,0.101999,0.05912,0.071018
61,90,0.091043,0.10715,0.096258,0.110796
61,90,0.102773,0.114696,0.102629,0.103634
61,90,0.1002,0.105709,0.052886,0.074517
61,90,0.092444,0.096437,0.096023,0.113659
61,100,0.100056,0.113959,0.096252,0.104734
61,100,0.104798,0.099299,0.081416,0.079987
61,100,0.080677,0.071449,0.093907,0.104902
61,100,0.102841,0.105563,0.099955,0.104235
61,100,0.099023,0.103919,0.099097,0.104935
61,100,0.051835,0.076357,0.076282,0.102505
61,100,0.095628,0.110097,0.100985,0.107564
61,100,0.097111,0.103925,0.101297,0.108258
61,100,0.075413,0.092811,0.076589,0.084646
61,100,0.097701,0.107505,0.101743,0.102916
61,100,0.097606,0.101891,0.100397,0.110961
61,100,0.10086,0.106373,0.068994,0.073165
61,100,0.099094,0.102175,0.097377,0.105358
61,100,0.102101,0.104229,0.099627,0.114994
61,100,0.101062,0.118746,0.072885,0.082031
71,80,0.107218,0.121458,0.119447,0.133449
71,80,0.118007,0.139431,0.123664,0.137154
71,80,0.091471,0.108921,0.112178,0.116514
71,80,0.118713,0.134351,0.120265,0.137845
71,80,0.124478,0.134933,0.106555,0.094634
71,80,0.10589,0.118037,0.120336,0.138279
71,80,0.124914,0.132753,0.121031,0.138012
71,80,0.0979,0.10098,0.107082,0.115304
71,80,0.117225,0.135902,0.121423,0.143882
71,80,0.122646,0.137658,0.093944,0.119065
71,80,0.099694,0.11672,0.117849,0.145583
71,80,0.120772,0.137608,0.121902,0.149327
71,80,0.092704,0.107159,0.106349,0.119127
71,80,0.122043,0.127901,0.129656,0.137512
71,80,0.123326,0.138144,0.100746,0.12412
71,90,0.104722,0.111301,0.122942,0.127001
71,90,0.124116,0.135301,0.123403,0.136895
71,90,0.104012,0.115431,0.100607,0.116466
71,90,0.121768,0.128745,0.126518,0.13703
71,90,0.124286,0.133826,0.115749,0.119282
71,90,0.097423,0.126809,0.115647,0.148695
71,90,0.127312,0.141973,0.121147,0.138817
71,90,0.120869,0.11761,0.103384,0.117956
71,90,0.11824,0.128859,0.123722,0.145487
71,90,0.126358,0.135371,0.119268,0.123985
71,90,0.090614,0.12612,0.116371,0.134859
71,90,0.122571,0.150518,0.122862,0.143956
71,90,0.120824,0.118627,0.099767,0.122225
71,90,0.112112,0.133406,0.123447,0.14727
71,90,0.126539,0.131819,0.126546,0.164612
71,100,0.120375,0.132973,0.081,0.094367
71,100,0.117071,0.137701,0.121495,0.138399
71,100,0.12595,0.136111,0.121587,0.138691
71,100,0.084585,0.095257,0.107211,0.135254
71,100,0.121372,0.135381,0.121264,0.146357
71,100,0.123072,0.149181,0.087078,0.111159
71,100,0.108017,0.123839,0.120772,0.137034
71,100,0.12494,0.130132,0.126569,0.135967
71,100,0.088347,0.108348,0.113918,0.130085
71,100,0.120682,0.149387,0.11903,0.139095
71,100,0.120085,0.136794,0.089152,0.107228
71,100,0.113478,0.123079,0.122044,0.143572
71,100,0.118418,0.15035,0.125035,0.14284
71,100,0.089655,0.101949,0.116157,0.128874
71,100,0.12088,0.13716,0.122633,0.146009
81,80,0.152856,0.169719,0.116236,0.148346
81,80,0.149306,0.175771,0.153925,0.175345
81,80,0.156247,0.163668,0.127902,0.138593
81,80,0.149591,0.169194,0.151051,0.17311
81,80,0.149906,0.167906,0.137533,0.132522
81,80,0.149237,0.171233,0.153528,0.175771
81,80,0.145795,0.154635,0.124724,0.14317
81,80,0.15554,0.168797,0.155153,0.176456
81,80,0.149452,0.145656,0.128381,0.162112
81,80,0.15988,0.162891,0.162202,0.16922
81,80,0.12185,0.144584,0.13002,0.175608
81,80,0.157365,0.168003,0.155353,0.186604
81,80,0.119367,0.148375,0.148476,0.17302
81,80,0.156515,0.170832,0.156671,0.180878
81,80,0.118491,0.141204,0.156684,0.166208
81,90,0.152597,0.17335,0.155642,0.173382
81,90,0.120186,0.135797,0.149862,0.159814
81,90,0.164159,0.18537,0.154576,0.179733
81,90,0.123168,0.143341,0.139066,0.158017
81,90,0.154369,0.192712,0.153738,0.178926
81,90,0.124236,0.137971,0.153245,0.141005
81,90,0.160005,0.171388,0.156881,0.174183
81,90,0.115052,0.139723,0.149942,0.158381
81,90,0.151024,0.188584,0.155188,0.173247
81,90,0.115524,0.135462,0.145902,0.174763
81,90,0.154893,0.17328,0.157598,0.175543
81,90,0.116434,0.136444,0.136844,0.174801
81,90,0.150774,0.189027,0.157589,0.173269
81,90,0.117007,0.132778,0.128518,0.168204
81,90,0.153767,0.174796,0.15682,0.202191
81,100,0.115303,0.13538,0.148303,0.171784
81,100,0.15356,0.173217,0.154174,0.174885
81,100,0.109685,0.135092,0.151806,0.176314
81,100,0.152756,0.173946,0.153923,0.174517
81,100,0.111038,0.127214,0.154136,0.167431
81,100,0.157922,0.166614,0.154685,0.177548
81,100,0.109584,0.159803,0.147053,0.168547
81,100,0.154111,0.175036,0.153441,0.176448
81,100,0.103579,0.146095,0.145606,0.176677
81,100,0.15846,0.164969,0.153458,0.185175
81,100,0.137957,0.137764,0.150439,0.176981
81,100,0.160439,0.165664,0.147191,0.1776
81,100,0.129962,0.13669,0.150604,0.176398
81,100,0.151031,0.183149,0.15526,0.154697
81,100,0.126062,0.172944,0.152711,0.185659
91,80,0.191542,0.214355,0.14381,0.158692
91,80,0.183696,0.208174,0.191085,0.217159
91,80,0.186345,0.172511,0.192359,0.212683
91,80,0.194269,0.215838,0.149516,0.195473
91,80,0.185728,0.230733,0.191752,0.215601
91,80,0.154162,0.189044,0.178949,0.208571
91,80,0.197276,0.216317,0.181282,0.18067
91,80,0.190278,0.19632,0.190064,0.218919
91,80,0.188441,0.195731,0.158254,0.205816
91,80,0.191021,0.229785,0.195803,0.204923
91,80,0.160823,0.174298,0.193747,0.21272
91,80,0.193773,0.214431,0.160022,0.188536
91,80,0.19236,0.211843,0.195798,0.218969
91,80,0.176028,0.183873,0.203166,0.209438
91,80,0.19355,0.216828,0.131527,0.214886
91,90,0.191076,0.21444,0.200635,0.203488
91,90,0.144161,0.162469,0.183809,0.208936
91,90,0.19525,0.23848,0.176262,0.17614
91,90,0.196534,0.208258,0.192885,0.216585
91,90,0.145224,0.194322,0.185077,0.207856
91,90,0.195412,0.213804,0.150101,0.194143
91,90,0.17509,0.204806,0.195628,0.218554
91,90,0.169696,0.177745,0.191998,0.198901
91,90,0.195523,0.21715,0.195109,0.183499
91,90,0.159001,0.2043,0.191562,0.216217
91,90,0.193262,0.214897,0.165818,0.18063
91,90,0.193706,0.213013,0.193386,0.21929
91,90,0.159737,0.170343,0.200098,0.206872
91,90,0.193961,0.21444,0.175977,0.195006
91,90,0.189166,0.213095,0.202402,0.221398
91,100,0.152429,0.207329,0.19461,0.214152
91,100,0.193898,0.215736,0.147627,0.146117
91,100,0.197185,0.202027,0.192283,0.216296
91,100,0.17421,0.180198,0.195513,0.21117
91,100,0.203875,0.219592,0.151222,0.197216
91,100,0.186095,0.210003,0.202821,0.209774
91,100,0.149475,0.172726,0.173124,0.210599
91,100,0.197759,0.215224,0.17904,0.180671
91,100,0.193931,0.184177,0.192124,0.22367
91,100,0.188401,0.194857,0.149547,0.209469
91,100,0.19379,0.215968,0.203155,0.206121
91,100,0.155868,0.161205,0.191335,0.224024
91,100,0.199255,0.233049,0.166193,0.186368
91,100,0.206869,0.198791,0.196291,0.222136
91,100,0.141699,0.191826,0.196611,0.220177
101,80,0.233035,0.253695,0.215586,0.213786
101,80,0.234984,0.26025,0.194736,0.22584
101,80,0.231397,0.241522,0.233547,0.261349
101,80,0.188117,0.242473,0.230933,0.248661
101,80,0.224893,0.237512,0.211776,0.281938
101,80,0.233403,0.25935,0.168081,0.236349
101,80,0.232497,0.257108,0.235981,0.254216
101,80,0.20176,0.220408,0.231555,0.262516
101,80,0.216906,0.224687,0.23107,0.260243
101,80,0.237114,0.283663,0.20204,0.216477
101,80,0.234276,0.288194,0.180783,0.244011
101,80,0.229243,0.243275,0.234808,0.265944
101,80,0.190429,0.23685,0.225483,0.259156
101,80,0.213242,0.201866,0.213718,0.259903
101,80,0.229765,0.260197,0.167368,0.237134
101,90,0.234284,0.254152,0.229009,0.230543
101,90,0.209648,0.2442,0.234492,0.288612
101,90,0.206496,0.208547,0.226037,0.26119
101,90,0.240117,0.245796,0.188595,0.22467
101,90,0.234072,0.260361,0.197939,0.249594
101,90,0.236525,0.274768,0.236511,0.265666
101,90,0.225368,0.207791,0.227,0.260178
101,90,0.193928,0.216908,0.231784,0.251862
101,90,0.233415,0.258885,0.192887,0.232572
101,90,0.234529,0.251824,0.226946,0.220718
101,90,0.217668,0.251406,0.24861,0.25364
101,90,0.176787,0.215589,0.2419,0.260796
101,90,0.23035,0.25621,0.188037,0.249191
101,90,0.235231,0.260698,0.217553,0.23092
101,90,0.231204,0.253906,0.23418,0.272208
101,100,0.205828,0.213231,0.234187,0.262201
101,100,0.180608,0.23431,0.219381,0.259412
101,100,0.234041,0.259449,0.197327,0.241921
101,100,0.229948,0.253745,0.188315,0.229299
101,100,0.218265,0.24257,0.22713,0.29078
101,100,0.167932,0.237027,0.232465,0.264239
101,100,0.231738,0.24261,0.196264,0.237214
101,100,0.234068,0.258982,0.216081,0.225415
101,100,0.236181,0.24438,0.238275,0.284964
101,100,0.19885,0.213617,0.237846,0.289314
101,100,0.183065,0.23325,0.233095,0.251825
101,100,0.234427,0.262976,0.194264,0.280085
101,100,0.231844,0.256459,0.190723,0.221749
101,100,0.232414,0.237919,0.235238,0.297869
101,100,0.178828,0.233465,0.23495,0.26799
1,80,0.009491,0.000443,0.005655,0.00049
1,80,0.005302,0.000446,0.005229,0.000452
1,80,0.004833,0.000349,0.005043,0.000443
1,80,0.005422,0.000361,0.00527,0.000609
1,80,0.005206,0.000409,0.005598,0.000673
1,80,0.005166,0.000342,0.005329,0.000641
1,80,0.005298,0.000366,0.005296,0.000898
1,80,0.004868,0.000331,0.005451,0.000976
1,80,0.00537,0.000327,0.005039,0.000912
1,80,0.005684,0.000411,0.005234,0.001319
1,80,0.005197,0.000331,0.004912,0.001295
1,80,0.005623,0.000383,0.005128,0.001305
1,80,0.005314,0.000347,0.005319,0.00182
1,80,0.005501,0.000389,0.005254,0.001756
1,80,0.005418,0.000363,0.005266,0.001743
1,90,0.004889,0.000326,0.005393,0.000446
1,90,0.005068,0.000341,0.004835,0.00043
1,90,0.00545,0.000389,0.004834,0.000452
1,90,0.005177,0.000348,0.004818,0.000594
1,90,0.00504,0.000342,0.005108,0.000588
1,90,0.005075,0.000367,0.004839,0.000599
1,90,0.005389,0.000438,0.005328,0.000919
1,90,0.005293,0.000372,0.005166,0.000893
1,90,0.005313,0.000382,0.004891,0.000875
1,90,0.005615,0.000419,0.0053,0.001241
1,90,0.005278,0.000389,0.005597,0.001288
1,90,0.005415,0.000374,0.005054,0.001239
1,90,0.005147,0.000373,0.005405,0.001776
1,90,0.005298,0.000394,0.005089,0.001767
1,90,0.005697,0.000392,0.005228,0.001734
1,100,0.005566,0.000381,0.004935,0.000406
1,100,0.005014,0.000337,0.004691,0.000429
1,100,0.005301,0.000395,0.005031,0.000412
1,100,0.004994,0.000386,0.005435,0.000663
1,100,0.005086,0.000366,0.00525,0.000608
1,100,0.004934,0.000331,0.005106,0.000604
1,100,0.005287,0.000345,0.00531,0.000891
1,100,0.004705,0.000321,0.00531,0.000951
1,100,0.00527,0.000363,0.005411,0.000902
1,100,0.005334,0.000347,0.005254,0.001273
1,100,0.00488,0.000327,0.005429,0.00131
1,100,0.00532,0.000359,0.005319,0.001273
1,100,0.005675,0.000349,0.005323,0.001716
1,100,0.005175,0.000339,0.005088,0.001758
