Gamma, tau, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCHOGL, time_subproblem_KCHOGL
91,80,0.180131,0.205305,0.147776,0.181954
91,80,0.164334,0.186251,0.178897,0.197287
91,80,0.171,0.197,0.179314,0.216977
91,80,0.164287,0.177797,0.16391,0.221674
91,80,0.174133,0.20338,0.181739,0.212789
91,80,0.186613,0.209735,0.147179,0.211639
91,80,0.175112,0.199506,0.187438,0.214758
91,80,0.177365,0.203201,0.173856,0.205053
91,80,0.15451,0.182124,0.179416,0.218852
91,80,0.186249,0.214428,0.183056,0.233472
91,90,0.178121,0.207183,0.147881,0.170912
91,90,0.175448,0.203018,0.175168,0.200688
91,90,0.174852,0.203122,0.178063,0.206151
91,90,0.142065,0.164686,0.155922,0.191964
91,90,0.171144,0.19361,0.182354,0.199689
91,90,0.178132,0.201795,0.160897,0.167696
91,90,0.169692,0.197268,0.173715,0.203978
91,90,0.174107,0.205423,0.189505,0.211193
91,90,0.14102,0.174657,0.17702,0.209138
91,90,0.182588,0.207592,0.174085,0.208637
91,90,0.181436,0.191664,0.142432,0.198097
91,90,0.162562,0.201981,0.170543,0.225633
91,90,0.181282,0.187908,0.172859,0.210234
91,90,0.135419,0.17346,0.170469,0.209241
91,90,0.174161,0.21892,0.171517,0.222432
91,100,0.175671,0.195525,0.162267,0.168803
91,100,0.15493,0.188078,0.171329,0.206801
91,100,0.183292,0.202049,0.167155,0.203525
91,100,0.154441,0.179425,0.167675,0.199522
91,100,0.183927,0.203078,0.181781,0.213967
91,100,0.174858,0.206786,0.17167,0.182962
91,100,0.172237,0.194285,0.184022,0.208337
91,100,0.176521,0.212176,0.178523,0.219625
91,100,0.144562,0.189309,0.18622,0.198901
91,100,0.181716,0.201282,0.184338,0.206122
91,100,0.177102,0.193922,0.155302,0.189281
91,100,0.165312,0.196568,0.172252,0.222382
91,100,0.180557,0.200633,0.179472,0.202028
91,100,0.150292,0.177683,0.176454,0.221451
91,100,0.185593,0.19046,0.171468,0.209486
101,80,0.198176,0.228261,0.194935,0.229665
101,80,0.222988,0.249996,0.215618,0.252456
101,80,0.231628,0.215474,0.185875,0.232032
101,80,0.211866,0.232976,0.202544,0.245288
101,80,0.199512,0.239395,0.185183,0.211089
101,80,0.209282,0.23932,0.219219,0.229825
101,80,0.205646,0.246166,0.182153,0.239754
101,80,0.19891,0.23607,0.196876,0.238188
101,80,0.199907,0.236054,0.173133,0.219258
101,80,0.195967,0.246105,0.198156,0.22655
101,80,0.201739,0.215073,0.181351,0.214172
101,80,0.184731,0.21579,0.194574,0.252092
101,80,0.206762,0.210697,0.202302,0.233432
101,80,0.159091,0.208571,0.201254,0.230091
101,80,0.193726,0.232345,0.194608,0.237436
101,90,0.172372,0.201048,0.187208,0.222991
101,90,0.190993,0.2206,0.18975,0.227798
101,90,0.191185,0.21777,0.157613,0.223029
101,90,0.188575,0.222703,0.201406,0.234094
101,90,0.213114,0.222648,0.162255,0.22605
101,90,0.197353,0.231375,0.203616,0.224764
101,90,0.206932,0.222547,0.204644,0.223348
101,90,0.17535,0.199816,0.204991,0.21835
101,90,0.212854,0.209033,0.188809,0.238913
101,90,0.173289,0.197229,0.185037,0.230263
101,90,0.198191,0.230261,0.20978,0.227668
101,90,0.203126,0.190084,0.179909,0.242949
101,90,0.195249,0.226154,0.203689,0.248624
101,90,0.212037,0.234553,0.190895,0.210352
101,90,0.198802,0.238455,0.20749,0.240854
101,100,0.210194,0.243868,0.166632,0.206271
101,100,0.194922,0.225919,0.194538,0.227494
101,100,0.20295,0.228661,0.196607,0.207583
101,100,0.17421,0.221756,0.197797,0.226915
101,100,0.211233,0.232911,0.19934,0.237257
101,100,0.1621,0.223724,0.191404,0.231482
101,100,0.203258,0.233023,0.202276,0.228602
101,100,0.167222,0.223849,0.192142,0.224448
101,100,0.216913,0.222282,0.195229,0.243679
101,100,0.191125,0.230966,0.171564,0.212151
101,100,0.195012,0.232966,0.19284,0.261525
101,100,0.195158,0.229055,0.165997,0.2027
101,100,0.199525,0.227188,0.210021,0.217293
101,100,0.203777,0.233469,0.169912,0.226462
101,100,0.192419,0.226529,0.198312,0.240525
1,80,0.009323,0.000342,0.005826,0.000394
1,80,0.005148,0.000283,0.004793,0.000296
1,80,0.005149,0.000339,0.005905,0.000371
1,80,0.004762,0.000306,0.005857,0.000488
1,80,0.005857,0.000357,0.004724,0.00037
1,80,0.004811,0.000272,0.005129,0.000419
1,80,0.004762,0.000277,0.004873,0.000559
1,80,0.005975,0.000333,0.004799,0.000509
1,80,0.005035,0.000297,0.004895,0.000541
1,80,0.005943,0.000349,0.005434,0.000721
1,80,0.00467,0.00029,0.005004,0.000738
1,80,0.005098,0.000283,0.004835,0.000712
1,80,0.005194,0.000294,0.004993,0.000921
1,80,0.005201,0.000294,0.005007,0.000966
1,80,0.005632,0.000328,0.004655,0.000906
1,90,0.004921,0.000272,0.005581,0.000382
1,90,0.005253,0.000262,0.004873,0.000319
1,90,0.005632,0.00035,0.005415,0.000336
1,90,0.00459,0.000267,0.004819,0.000397
1,90,0.005188,0.0003,0.004703,0.000376
1,90,0.00514,0.000325,0.005934,0.000447
1,90,0.004704,0.000258,0.005042,0.000595
1,90,0.005284,0.000355,0.005352,0.000535
1,90,0.005278,0.000342,0.005204,0.000527
1,90,0.005307,0.000324,0.005797,0.000793
1,90,0.005026,0.000292,0.004746,0.000696
1,90,0.005172,0.000293,0.005096,0.000713
1,90,0.004956,0.000291,0.005449,0.000939
1,90,0.004768,0.000272,0.005135,0.000939
1,90,0.005785,0.00033,0.005213,0.000936
1,100,0.004683,0.000264,0.004783,0.00031
1,100,0.005846,0.000329,0.004563,0.000287
1,100,0.005101,0.000286,0.005571,0.000365
1,100,0.005185,0.000272,0.004536,0.000368
1,100,0.005107,0.000301,0.005354,0.000406
1,100,0.004662,0.000291,0.005706,0.000472
1,100,0.005624,0.000315,0.004607,0.000519
1,100,0.004928,0.000274,0.005304,0.00063
1,100,0.005884,0.000347,0.004927,0.000511
1,100,0.004893,0.000304,0.005297,0.000723
1,100,0.005318,0.000285,0.00482,0.000732
1,100,0.005552,0.000322,0.004825,0.000713
1,100,0.005175,0.000289,0.005475,0.000974
1,100,0.005376,0.000293,0.004678,0.000913
1,100,0.005189,0.000313,0.006093,0.001003
11,80,0.005362,0.002701,0.006574,0.002769
11,80,0.005204,0.002907,0.005623,0.003304
11,80,0.007153,0.004047,0.005191,0.004118
11,80,0.006684,0.002641,0.005481,0.002806
11,80,0.006189,0.003298,0.00602,0.004356
11,80,0.005661,0.003748,0.005957,0.005906
11,80,0.005559,0.002333,0.006417,0.003641
11,80,0.007097,0.003929,0.005522,0.005412
11,80,0.006701,0.003973,0.006283,0.007918
11,80,0.006246,0.002686,0.006731,0.004484
11,80,0.006416,0.003433,0.005398,0.007934
11,80,0.006833,0.003971,0.005738,0.011118
11,80,0.007256,0.002775,0.006102,0.005937
11,80,0.006794,0.003114,0.006459,0.009938
11,80,0.007429,0.003965,0.005767,0.014516
11,90,0.005439,0.002502,0.005172,0.002614
11,90,0.005968,0.003421,0.005263,0.003423
11,90,0.006417,0.004328,0.005358,0.003964
11,90,0.00689,0.002621,0.005804,0.003184
11,90,0.007152,0.003159,0.005101,0.004789
11,90,0.006273,0.004182,0.005994,0.005956
11,90,0.006744,0.002697,0.005705,0.003651
11,90,0.006962,0.002931,0.006591,0.005979
11,90,0.006151,0.003564,0.005962,0.007618
11,90,0.006269,0.002798,0.00618,0.004652
11,90,0.008029,0.003361,0.005478,0.008128
11,90,0.006733,0.004468,0.006124,0.010438
11,90,0.00754,0.002512,0.005243,0.005591
11,90,0.006387,0.00346,0.005893,0.009801
11,90,0.007105,0.00406,0.006084,0.013819
11,100,0.006229,0.00259,0.00494,0.00233
11,100,0.007123,0.003588,0.00511,0.003218
11,100,0.005961,0.003658,0.005518,0.004452
11,100,0.006415,0.002657,0.005288,0.002869
11,100,0.006453,0.002791,0.005275,0.004318
11,100,0.006356,0.00467,0.004736,0.005565
11,100,0.006304,0.002418,0.006227,0.003815
11,100,0.006233,0.003332,0.005531,0.006063
11,100,0.006517,0.004757,0.005777,0.00772
11,100,0.006595,0.002654,0.005696,0.004501
11,100,0.006017,0.002754,0.004895,0.007008
11,100,0.005724,0.003357,0.00492,0.010028
11,100,0.005374,0.002131,0.00491,0.005529
11,100,0.005838,0.002819,0.005144,0.009332
11,100,0.005568,0.00353,0.005206,0.013692
21,80,0.008035,0.005608,0.011011,0.007951
21,80,0.009339,0.006193,0.008799,0.007323
21,80,0.011025,0.007524,0.009449,0.008434
21,80,0.011597,0.005648,0.009674,0.008033
21,80,0.008989,0.008035,0.008454,0.008901
21,80,0.009199,0.006076,0.008361,0.01128
21,80,0.009034,0.005845,0.007876,0.007867
21,80,0.011113,0.007434,0.012052,0.010403
21,80,0.009364,0.006492,0.010375,0.011798
21,80,0.010493,0.006569,0.010673,0.00965
21,80,0.008903,0.006709,0.010217,0.011263
21,80,0.01148,0.006498,0.007715,0.016851
21,80,0.010505,0.005011,0.008816,0.011212
21,80,0.011012,0.005412,0.008843,0.015746
21,80,0.00988,0.007832,0.012191,0.017625
21,90,0.009086,0.006051,0.010106,0.006262
21,90,0.010116,0.008144,0.00988,0.006975
21,90,0.008985,0.00968,0.009697,0.007744
21,90,0.00845,0.006893,0.010011,0.007513
21,90,0.010614,0.007194,0.00896,0.010278
21,90,0.012867,0.006769,0.012071,0.008419
21,90,0.010371,0.007705,0.010152,0.008103
21,90,0.011259,0.005513,0.009594,0.012359
21,90,0.009406,0.008131,0.008731,0.014337
21,90,0.011287,0.00645,0.00942,0.010008
21,90,0.012566,0.005728,0.008902,0.013667
21,90,0.010915,0.009619,0.010119,0.015372
21,90,0.01189,0.005703,0.008286,0.012142
21,90,0.009663,0.006807,0.008505,0.015674
21,90,0.011206,0.00782,0.010289,0.018481
21,100,0.009928,0.007045,0.009852,0.006926
21,100,0.008478,0.007827,0.008228,0.008287
21,100,0.01054,0.007794,0.010544,0.007333
21,100,0.009367,0.010066,0.010484,0.007066
21,100,0.008879,0.00891,0.009663,0.008449
21,100,0.010223,0.009663,0.009804,0.009854
21,100,0.010089,0.006883,0.012432,0.007076
21,100,0.010802,0.007827,0.009294,0.010621
21,100,0.009671,0.007175,0.010147,0.012566
21,100,0.011218,0.005189,0.009243,0.00961
21,100,0.012752,0.006758,0.01141,0.010596
21,100,0.011927,0.008136,0.009011,0.015687
21,100,0.011353,0.005358,0.008726,0.012051
21,100,0.009537,0.008401,0.010108,0.014694
21,100,0.011261,0.007664,0.008899,0.019941
31,80,0.015565,0.016629,0.015232,0.015671
31,80,0.019668,0.016237,0.021827,0.014841
31,80,0.019882,0.015963,0.016621,0.024705
31,80,0.016355,0.015658,0.018067,0.016437
31,80,0.016974,0.015472,0.017606,0.022263
31,80,0.018889,0.01639,0.016649,0.021265
31,80,0.011146,0.009996,0.010618,0.012305
31,80,0.011072,0.010827,0.012628,0.015848
31,80,0.017358,0.018667,0.017397,0.020232
31,80,0.017337,0.018528,0.017287,0.019422
31,80,0.0165,0.012872,0.013787,0.021795
31,80,0.018889,0.019215,0.015505,0.02197
31,80,0.01805,0.015065,0.017285,0.018624
31,80,0.017624,0.015629,0.017191,0.022424
31,80,0.018136,0.016443,0.019299,0.027327
31,90,0.013411,0.015288,0.016348,0.01619
31,90,0.018599,0.015482,0.017974,0.014254
31,90,0.015602,0.016318,0.018349,0.01684
31,90,0.019302,0.013612,0.018337,0.018213
31,90,0.01629,0.016733,0.016199,0.018405
31,90,0.020865,0.012923,0.020586,0.016318
31,90,0.015639,0.016868,0.013996,0.017898
31,90,0.016986,0.016362,0.019554,0.01818
31,90,0.022597,0.014946,0.019511,0.021108
31,90,0.019928,0.019264,0.018841,0.016872
31,90,0.020234,0.014962,0.015242,0.024652
31,90,0.017386,0.017489,0.018062,0.024021
31,90,0.018093,0.012347,0.020717,0.01737
31,90,0.017453,0.015061,0.015854,0.025309
31,90,0.017273,0.019128,0.014395,0.028359
31,100,0.013054,0.014051,0.017578,0.015119
31,100,0.019905,0.018478,0.014472,0.018239
31,100,0.015327,0.0185,0.019485,0.016834
31,100,0.018722,0.018953,0.017992,0.016607
31,100,0.015527,0.014422,0.017651,0.016799
31,100,0.017612,0.014296,0.018644,0.018025
31,100,0.013828,0.011433,0.010389,0.011098
31,100,0.011501,0.010846,0.010418,0.015811
31,100,0.018785,0.015805,0.016289,0.020847
31,100,0.015415,0.015106,0.017193,0.015056
31,100,0.016709,0.015475,0.018843,0.017129
31,100,0.017579,0.017761,0.012175,0.025097
31,100,0.017035,0.014405,0.016376,0.016985
31,100,0.017334,0.015301,0.016547,0.022068
31,100,0.015973,0.015468,0.017991,0.028505
41,80,0.022951,0.03304,0.027747,0.029152
41,80,0.027108,0.025873,0.027814,0.030775
41,80,0.025605,0.030052,0.029359,0.031427
41,80,0.029673,0.026542,0.03032,0.027163
41,80,0.028709,0.033497,0.025749,0.031147
41,80,0.028806,0.032352,0.027743,0.03079
41,80,0.028551,0.028621,0.024537,0.033185
41,80,0.031407,0.025185,0.030613,0.030072
41,80,0.027355,0.029388,0.0294,0.030342
41,80,0.031897,0.027513,0.026066,0.028684
41,80,0.028096,0.023999,0.025203,0.032907
41,80,0.026245,0.028883,0.027925,0.03621
41,80,0.025261,0.026058,0.027837,0.027121
41,80,0.017634,0.018455,0.016183,0.028644
41,80,0.025978,0.032353,0.02432,0.036553
41,90,0.020624,0.026029,0.024895,0.033034
41,90,0.025248,0.029211,0.024882,0.026775
41,90,0.027818,0.025429,0.027555,0.027575
41,90,0.033584,0.022344,0.026099,0.025367
41,90,0.026618,0.028324,0.024699,0.028546
41,90,0.027834,0.029859,0.025846,0.032208
41,90,0.028386,0.025788,0.029685,0.030211
41,90,0.029844,0.030174,0.027486,0.030712
41,90,0.027273,0.033136,0.029469,0.032519
41,90,0.029014,0.026888,0.028648,0.030092
41,90,0.030399,0.025772,0.024453,0.032604
41,90,0.02725,0.030793,0.02669,0.03756
41,90,0.028995,0.025649,0.0252,0.032937
41,90,0.027631,0.033006,0.025768,0.037898
41,90,0.028169,0.029918,0.02646,0.043282
41,100,0.0279,0.025829,0.023478,0.026845
41,100,0.017244,0.018753,0.016422,0.018297
41,100,0.028664,0.02806,0.023026,0.027437
41,100,0.023637,0.027599,0.030534,0.02276
41,100,0.026664,0.027606,0.02591,0.027055
41,100,0.025998,0.026113,0.026351,0.032712
41,100,0.028219,0.025243,0.025689,0.025043
41,100,0.026793,0.026874,0.026128,0.029336
41,100,0.027604,0.026934,0.027752,0.032339
41,100,0.025043,0.027354,0.030068,0.028977
41,100,0.025408,0.029708,0.02257,0.031751
41,100,0.028238,0.028337,0.028851,0.033954
41,100,0.028258,0.026503,0.027058,0.029323
41,100,0.028509,0.028923,0.026162,0.032026
41,100,0.027078,0.026816,0.029038,0.03498
51,80,0.041644,0.044636,0.037379,0.044668
51,80,0.0402,0.041318,0.038349,0.043079
51,80,0.033736,0.042978,0.034732,0.04237
51,80,0.025539,0.02601,0.030572,0.038233
51,80,0.036713,0.042038,0.031383,0.050601
51,80,0.04083,0.051402,0.037626,0.046392
51,80,0.036354,0.048011,0.03315,0.038614
51,80,0.036189,0.044277,0.036664,0.050629
51,80,0.043296,0.044824,0.038149,0.052458
51,80,0.038347,0.042317,0.040062,0.042539
51,80,0.038031,0.04488,0.038732,0.048968
51,80,0.037483,0.039262,0.03856,0.049042
51,80,0.038326,0.03848,0.037444,0.046611
51,80,0.03971,0.046139,0.036911,0.051292
51,80,0.040595,0.04101,0.036876,0.05227
51,90,0.031549,0.030075,0.023281,0.027253
51,90,0.034624,0.04142,0.035276,0.043087
51,90,0.03093,0.043842,0.035289,0.042182
51,90,0.037982,0.038367,0.037099,0.042714
51,90,0.032547,0.038967,0.036809,0.045094
51,90,0.043753,0.042453,0.038432,0.045193
51,90,0.042512,0.038594,0.037522,0.045449
51,90,0.042376,0.044911,0.036985,0.042522
51,90,0.036058,0.049002,0.038095,0.050293
51,90,0.039869,0.041391,0.038725,0.043898
51,90,0.036526,0.052504,0.044921,0.045785
51,90,0.036739,0.046479,0.040292,0.045157
51,90,0.034796,0.040388,0.031835,0.034696
51,90,0.024031,0.03343,0.039061,0.048067
51,90,0.034285,0.034919,0.04014,0.056435
51,100,0.035959,0.039727,0.038937,0.045048
51,100,0.040886,0.037932,0.037075,0.041479
51,100,0.036029,0.051338,0.039608,0.044717
51,100,0.041222,0.039603,0.03749,0.049715
51,100,0.039466,0.048887,0.042694,0.040548
51,100,0.035705,0.044698,0.037881,0.049325
51,100,0.035003,0.041212,0.033936,0.041899
51,100,0.039168,0.04145,0.040376,0.044409
51,100,0.039384,0.046322,0.04104,0.046877
51,100,0.034299,0.039982,0.036101,0.039874
51,100,0.028121,0.033308,0.026342,0.040139
51,100,0.037236,0.039042,0.037301,0.04393
51,100,0.042714,0.034202,0.035366,0.047945
51,100,0.037589,0.038493,0.035147,0.046011
51,100,0.037144,0.042184,0.039377,0.051671
61,80,0.055241,0.061747,0.051967,0.061232
61,80,0.05628,0.061366,0.053475,0.061476
61,80,0.060628,0.057432,0.053429,0.070387
61,80,0.05217,0.061045,0.052825,0.05934
61,80,0.052238,0.058324,0.051335,0.060604
61,80,0.039362,0.049306,0.043678,0.064451
61,80,0.049654,0.064631,0.056517,0.058868
61,80,0.051429,0.061541,0.05067,0.058028
61,80,0.052257,0.06073,0.051356,0.068964
61,80,0.050867,0.060159,0.058032,0.056168
61,80,0.054011,0.062023,0.050724,0.068468
61,80,0.054687,0.059395,0.056335,0.069125
61,80,0.057399,0.06029,0.05206,0.061679
61,80,0.05885,0.076282,0.059194,0.065731
61,80,0.034244,0.048993,0.052755,0.066913
61,90,0.051305,0.062742,0.053022,0.060477
61,90,0.060154,0.064675,0.053919,0.065566
61,90,0.050323,0.059186,0.055089,0.0623
61,90,0.057054,0.058179,0.056754,0.061354
61,90,0.055976,0.063835,0.057438,0.056769
61,90,0.055592,0.069514,0.054425,0.066767
61,90,0.050424,0.066357,0.05345,0.060621
61,90,0.047216,0.061508,0.037246,0.041139
61,90,0.053763,0.066277,0.060675,0.057915
61,90,0.056534,0.053579,0.049669,0.060226
61,90,0.054384,0.058708,0.051501,0.069553
61,90,0.055629,0.068361,0.050895,0.068577
61,90,0.057622,0.055425,0.048456,0.067234
61,90,0.05241,0.065277,0.054039,0.069953
61,90,0.053099,0.061243,0.054225,0.069502
61,100,0.05426,0.061777,0.050562,0.058317
61,100,0.032748,0.04122,0.048452,0.060136
61,100,0.048488,0.065556,0.050114,0.062224
61,100,0.054034,0.050033,0.052837,0.062817
61,100,0.053293,0.058969,0.055853,0.061118
61,100,0.055153,0.064407,0.056331,0.068481
61,100,0.04961,0.056725,0.054508,0.06019
61,100,0.053156,0.061802,0.052149,0.07809
61,100,0.05396,0.060422,0.055854,0.070135
61,100,0.049613,0.056299,0.038116,0.045771
61,100,0.044398,0.058784,0.045709,0.069882
61,100,0.051278,0.069286,0.056237,0.069859
61,100,0.052729,0.057954,0.051809,0.062101
61,100,0.05359,0.071127,0.051099,0.06623
61,100,0.055016,0.074333,0.053024,0.069042
71,80,0.063618,0.078452,0.070712,0.074172
71,80,0.067692,0.080728,0.071258,0.074662
71,80,0.062638,0.07671,0.043027,0.062701
71,80,0.060352,0.07723,0.063721,0.075663
71,80,0.064618,0.07927,0.065491,0.076216
71,80,0.074834,0.078541,0.064836,0.086225
71,80,0.070132,0.078786,0.062126,0.08518
71,80,0.065284,0.079862,0.067626,0.08924
71,80,0.063714,0.083196,0.065019,0.080391
71,80,0.048269,0.063744,0.050938,0.066312
71,80,0.065425,0.076385,0.061049,0.083443
71,80,0.066919,0.076276,0.062422,0.08935
71,80,0.067274,0.079902,0.069477,0.079113
71,80,0.067099,0.077422,0.065344,0.081651
71,80,0.060309,0.081267,0.066107,0.08883
71,90,0.066877,0.076033,0.066046,0.073153
71,90,0.050841,0.061662,0.061201,0.073716
71,90,0.068012,0.069653,0.063161,0.080334
71,90,0.064311,0.076744,0.060456,0.080318
71,90,0.068742,0.091853,0.069567,0.082974
71,90,0.065575,0.087087,0.066947,0.083662
71,90,0.065606,0.081408,0.07379,0.071966
71,90,0.066993,0.084215,0.060665,0.065496
71,90,0.05651,0.065645,0.058018,0.089512
71,90,0.068807,0.072628,0.068892,0.076263
71,90,0.065285,0.076074,0.061147,0.083692
71,90,0.068657,0.080805,0.060127,0.084291
71,90,0.063757,0.077524,0.062217,0.079693
71,90,0.069465,0.078733,0.067677,0.084618
71,90,0.063909,0.079987,0.052555,0.072981
71,100,0.066276,0.073791,0.067559,0.075691
71,100,0.066423,0.074101,0.063387,0.079905
71,100,0.062813,0.081367,0.058492,0.081316
71,100,0.066595,0.080414,0.064936,0.072079
71,100,0.068907,0.078118,0.071087,0.074736
71,100,0.066793,0.0804,0.066708,0.083401
71,100,0.063742,0.068832,0.045266,0.067943
71,100,0.063578,0.068896,0.066628,0.088081
71,100,0.070474,0.083575,0.064525,0.084672
71,100,0.067572,0.08533,0.070997,0.080779
71,100,0.065618,0.083113,0.068443,0.084837
71,100,0.067111,0.080939,0.066098,0.102451
71,100,0.071265,0.07707,0.064647,0.080607
71,100,0.040395,0.062491,0.063158,0.082831
71,100,0.06154,0.079947,0.069576,0.08188
81,80,0.068551,0.099934,0.080112,0.105291
81,80,0.077801,0.10485,0.083934,0.106322
81,80,0.088917,0.096284,0.081632,0.100831
81,80,0.082726,0.103357,0.061026,0.080161
81,80,0.079547,0.092472,0.079656,0.098503
81,80,0.081517,0.102873,0.080429,0.104463
81,80,0.078408,0.095751,0.07714,0.099921
81,80,0.078923,0.104601,0.081121,0.108119
81,80,0.084197,0.10593,0.079541,0.103964
81,80,0.058285,0.085287,0.070531,0.097921
81,80,0.08488,0.092402,0.078398,0.113397
81,80,0.078049,0.107173,0.087936,0.100923
81,80,0.082578,0.094795,0.08683,0.099116
81,80,0.081263,0.09764,0.080486,0.109663
81,80,0.066457,0.080497,0.069852,0.104128
81,90,0.068677,0.10004,0.082335,0.097906
81,90,0.077436,0.102944,0.0828,0.099687
81,90,0.087905,0.09277,0.078107,0.101184
81,90,0.078647,0.101256,0.08113,0.098465
81,90,0.078299,0.097351,0.057453,0.085083
81,90,0.070599,0.104446,0.074969,0.106486
81,90,0.077675,0.107766,0.079678,0.104442
81,90,0.086356,0.100052,0.076924,0.110468
81,90,0.082817,0.103667,0.086034,0.100986
81,90,0.081806,0.108628,0.067678,0.08301
81,90,0.06647,0.097721,0.068244,0.102757
81,90,0.077907,0.100637,0.080829,0.113958
81,90,0.082934,0.104351,0.08286,0.108899
81,90,0.082351,0.106397,0.086495,0.10692
81,90,0.081772,0.102075,0.080327,0.116261
81,100,0.056625,0.097693,0.06869,0.104695
81,100,0.076323,0.098316,0.077692,0.104382
81,100,0.079889,0.100857,0.078672,0.101436
81,100,0.082412,0.102025,0.087661,0.09453
81,100,0.086929,0.092413,0.084692,0.09882
81,100,0.083092,0.092686,0.06664,0.08558
81,100,0.083995,0.092673,0.084764,0.10901
81,100,0.095573,0.116755,0.08491,0.102545
81,100,0.076658,0.104971,0.085965,0.097707
81,100,0.085376,0.097287,0.082337,0.105942
81,100,0.080369,0.098888,0.055927,0.093162
81,100,0.072817,0.09357,0.078982,0.113279
81,100,0.08836,0.097378,0.079654,0.104733
81,100,0.083534,0.107467,0.08242,0.111634
81,100,0.082781,0.105595,0.091741,0.10722
91,80,0.096828,0.122256,0.083691,0.111095
91,80,0.092124,0.12592,0.097278,0.124956
91,80,0.105936,0.125585,0.101045,0.129873
91,80,0.109087,0.121063,0.106065,0.133135
91,80,0.097381,0.125393,0.074887,0.117395
91,80,0.09861,0.131629,0.101792,0.126341
91,80,0.101499,0.129574,0.102817,0.124291
91,80,0.104609,0.130975,0.097028,0.133749
91,80,0.10055,0.130656,0.071424,0.106462
91,80,0.086068,0.119684,0.095161,0.122618
91,80,0.100267,0.131876,0.104874,0.132953
91,80,0.101499,0.128676,0.098955,0.136725
91,80,0.105125,0.121518,0.10255,0.111901
91,80,0.091283,0.104495,0.1037,0.131888
91,80,0.108471,0.125465,0.103224,0.138833
91,90,0.120539,0.1248,0.09759,0.121803
91,90,0.10541,0.113321,0.094928,0.121417
91,90,0.08335,0.102303,0.093979,0.125257
91,90,0.098927,0.115034,0.096133,0.124247
91,90,0.095821,0.12324,0.10983,0.114644
91,90,0.098121,0.122476,0.102971,0.13064
91,90,0.095711,0.121537,0.086124,0.10806
91,90,0.101061,0.123682,0.097633,0.120717
91,90,0.100759,0.120996,0.1016,0.133602
91,90,0.101638,0.127143,0.099762,0.127112
91,90,0.101081,0.130345,0.100276,0.105537
91,90,0.08689,0.115574,0.103674,0.137885
91,90,0.099838,0.116487,0.095478,0.135353
91,90,0.098503,0.129434,0.105671,0.120222
91,90,0.099016,0.126485,0.09757,0.133844
91,100,0.07154,0.100303,0.085895,0.119323
91,100,0.101779,0.117636,0.099626,0.125874
91,100,0.101846,0.12574,0.094389,0.129996
91,100,0.098832,0.130369,0.103455,0.1232
91,100,0.098513,0.124352,0.083715,0.105362
91,100,0.091378,0.118384,0.090546,0.122807
91,100,0.100269,0.127258,0.095445,0.142036
91,100,0.099391,0.1278,0.099088,0.12818
91,100,0.100257,0.13123,0.079225,0.103709
91,100,0.101038,0.114042,0.092529,0.127666
91,100,0.097054,0.119098,0.106381,0.125458
91,100,0.098031,0.123168,0.099417,0.137876
91,100,0.100699,0.134864,0.092881,0.129517
91,100,0.083952,0.106882,0.088735,0.132308
91,100,0.096979,0.127054,0.105774,0.135266
101,80,0.122275,0.157656,0.126719,0.154793
101,80,0.124606,0.156308,0.094176,0.148136
101,80,0.11753,0.15224,0.122587,0.175702
101,80,0.124242,0.166061,0.128657,0.163857
101,80,0.128008,0.16311,0.120112,0.126537
101,80,0.116841,0.155328,0.118966,0.157623
101,80,0.128278,0.149831,0.120894,0.15759
101,80,0.126317,0.152198,0.118769,0.151777
101,80,0.119659,0.132737,0.110374,0.15174
101,80,0.121778,0.152846,0.128882,0.141719
101,80,0.118157,0.154209,0.124257,0.171757
101,80,0.131195,0.127308,0.101572,0.152699
101,80,0.134371,0.139768,0.124404,0.162454
101,80,0.128166,0.151878,0.124528,0.174142
101,80,0.123609,0.156746,0.124351,0.150326
101,90,0.11688,0.152364,0.130261,0.156008
101,90,0.124082,0.158479,0.123876,0.159549
101,90,0.135444,0.143288,0.112298,0.128701
101,90,0.113526,0.152135,0.119944,0.160537
101,90,0.124718,0.16306,0.126802,0.158365
101,90,0.135217,0.152317,0.123344,0.158325
101,90,0.101401,0.127194,0.129947,0.147743
101,90,0.121644,0.150993,0.129724,0.158601
101,90,0.122504,0.160633,0.12494,0.163233
101,90,0.093622,0.129184,0.119957,0.158576
101,90,0.124664,0.1427,0.119564,0.159959
101,90,0.120283,0.158686,0.11948,0.164315
101,90,0.127128,0.156964,0.117937,0.134618
101,90,0.123483,0.162786,0.123107,0.160057
101,90,0.12361,0.160487,0.126026,0.172644
101,100,0.121803,0.162109,0.08669,0.124597
101,100,0.122336,0.141576,0.121366,0.148641
101,100,0.125376,0.152767,0.119459,0.155998
101,100,0.139613,0.141352,0.127339,0.146221
101,100,0.098354,0.128383,0.119761,0.14956
101,100,0.122363,0.157086,0.121594,0.16007
101,100,0.130999,0.157772,0.132572,0.147771
101,100,0.091718,0.129391,0.113373,0.156838
101,100,0.120791,0.155332,0.127136,0.16237
101,100,0.124465,0.150977,0.124017,0.164287
101,100,0.12245,0.156566,0.13104,0.129321
101,100,0.116754,0.151933,0.130708,0.159805
101,100,0.122952,0.155004,0.121407,0.159847
101,100,0.126935,0.161315,0.107816,0.134947
101,100,0.11404,0.154207,0.122869,0.150537
1,80,0.004406,0.000689,0.002647,0.000559
