KCRDKL,1,80,0.008836,1
KCHOGL,1,80,0.005356,1
KCRDKL,1,80,0.005745,1
KCHOGL,1,80,0.006496,1
KCRDKL,1,80,0.006437,1
KCHOGL,1,80,0.006918,1
KCRDKL,1,80,0.004968,1
KCHOGL,1,80,0.005748,1
KCRDKL,1,80,0.005532,1
KCHOGL,1,80,0.007016,1
KCRDKL,1,80,0.006334,1
KCHOGL,1,80,0.009149,1
KCRDKL,1,80,0.00535,1
KCHOGL,1,80,0.006879,1
KCRDKL,1,80,0.005872,1
KCHOGL,1,80,0.008892,1
KCRDKL,1,80,0.006621,1
KCHOGL,1,80,0.011806,1
KCRDKL,1,80,0.005154,1
KCHOGL,1,80,0.007953,1
KCRDKL,1,80,0.005378,1
KCHOGL,1,80,0.011943,1
KCRDKL,1,80,0.006497,1
KCHOGL,1,80,0.015873,1
KCRDKL,1,80,0.005465,1
KCHOGL,1,80,0.009705,1
KCRDKL,1,80,0.005734,1
KCHOGL,1,80,0.014842,1
KCRDKL,1,80,0.006255,1
KCHOGL,1,80,0.020791,1
KCRDKL,1,90,0.005316,1
KCHOGL,1,90,0.005303,1
KCRDKL,1,90,0.005378,1
KCHOGL,1,90,0.005976,1
KCRDKL,1,90,0.005953,1
KCHOGL,1,90,0.007226,1
KCRDKL,1,90,0.004881,1
KCHOGL,1,90,0.005984,1
KCRDKL,1,90,0.005297,1
KCHOGL,1,90,0.007138,1
KCRDKL,1,90,0.005917,1
KCHOGL,1,90,0.009,1
KCRDKL,1,90,0.004831,1
KCHOGL,1,90,0.006915,1
KCRDKL,1,90,0.005244,1
KCHOGL,1,90,0.009046,1
KCRDKL,1,90,0.006222,1
KCHOGL,1,90,0.011385,1
KCRDKL,1,90,0.005224,1
KCHOGL,1,90,0.008035,1
KCRDKL,1,90,0.005614,1
KCHOGL,1,90,0.012002,1
KCRDKL,1,90,0.006305,1
KCHOGL,1,90,0.015864,1
KCRDKL,1,90,0.00524,1
KCHOGL,1,90,0.009837,1
KCRDKL,1,90,0.005406,1
KCHOGL,1,90,0.014788,1
KCRDKL,1,90,0.006583,1
KCHOGL,1,90,0.020137,1
KCRDKL,1,100,0.005154,1
KCHOGL,1,100,0.005278,1
KCRDKL,1,100,0.005648,1
KCHOGL,1,100,0.006034,1
KCRDKL,1,100,0.006416,1
KCHOGL,1,100,0.00691,1
KCRDKL,1,100,0.004797,1
KCHOGL,1,100,0.005628,1
KCRDKL,1,100,0.005609,1
KCHOGL,1,100,0.006963,1
KCRDKL,1,100,0.006632,1
KCHOGL,1,100,0.00881,1
KCRDKL,1,100,0.005131,1
KCHOGL,1,100,0.006435,1
KCRDKL,1,100,0.005525,1
KCHOGL,1,100,0.008895,1
KCRDKL,1,100,0.006109,1
KCHOGL,1,100,0.011902,1
KCRDKL,1,100,0.005155,1
KCHOGL,1,100,0.008207,1
KCRDKL,1,100,0.005756,1
KCHOGL,1,100,0.011563,1
KCRDKL,1,100,0.006274,1
KCHOGL,1,100,0.015643,1
KCRDKL,1,100,0.005426,1
KCHOGL,1,100,0.009421,1
KCRDKL,1,100,0.00569,1
KCHOGL,1,100,0.014848,1
KCRDKL,1,100,0.00685,1
KCHOGL,1,100,0.020424,1
KCRDKL,11,80,0.012927,1
KCHOGL,11,80,0.012191,1
KCRDKL,11,80,0.012352,1
KCHOGL,11,80,0.012649,1
KCRDKL,11,80,0.013099,1
KCHOGL,11,80,0.01396,1
KCRDKL,11,80,0.011492,1
KCHOGL,11,80,0.012149,1
KCRDKL,11,80,0.012504,1
KCHOGL,11,80,0.014403,1
KCRDKL,11,80,0.01326,1
KCHOGL,11,80,0.015295,1
KCRDKL,11,80,0.011099,1
KCHOGL,11,80,0.013718,1
KCRDKL,11,80,0.012686,1
KCHOGL,11,80,0.016205,1
KCRDKL,11,80,0.009246,1
KCHOGL,11,80,0.012678,1
KCRDKL,11,80,0.008179,1
KCHOGL,11,80,0.009471,1
KCRDKL,11,80,0.0088,1
KCHOGL,11,80,0.012578,1
KCRDKL,11,80,0.009723,1
KCHOGL,11,80,0.015149,1
KCRDKL,11,80,0.008036,1
KCHOGL,11,80,0.011458,1
KCRDKL,11,80,0.009438,1
KCHOGL,11,80,0.014132,1
KCRDKL,11,80,0.009048,1
KCHOGL,11,80,0.017988,1
KCRDKL,11,90,0.008309,1
KCHOGL,11,90,0.007021,1
KCRDKL,11,90,0.007195,1
KCHOGL,11,90,0.00849,1
KCRDKL,11,90,0.008897,1
KCHOGL,11,90,0.009674,1
KCRDKL,11,90,0.008268,1
KCHOGL,11,90,0.008029,1
KCRDKL,11,90,0.007942,1
KCHOGL,11,90,0.009365,1
KCRDKL,11,90,0.007256,1
KCHOGL,11,90,0.010568,1
KCRDKL,11,90,0.008422,1
KCHOGL,11,90,0.008891,1
KCRDKL,11,90,0.009426,1
KCHOGL,11,90,0.01147,1
KCRDKL,11,90,0.00982,1
KCHOGL,11,90,0.010352,1
KCRDKL,11,90,0.006212,1
KCHOGL,11,90,0.008111,1
KCRDKL,11,90,0.006339,1
KCHOGL,11,90,0.010154,1
KCRDKL,11,90,0.006927,1
KCHOGL,11,90,0.012638,1
KCRDKL,11,90,0.005845,1
KCHOGL,11,90,0.009236,1
KCRDKL,11,90,0.006382,1
KCHOGL,11,90,0.012303,1
KCRDKL,11,90,0.007067,1
KCHOGL,11,90,0.018717,1
KCRDKL,11,100,0.008618,1
KCHOGL,11,100,0.008236,1
KCRDKL,11,100,0.008319,1
KCHOGL,11,100,0.00842,1
KCRDKL,11,100,0.009489,1
KCHOGL,11,100,0.010195,1
KCRDKL,11,100,0.007749,1
KCHOGL,11,100,0.008377,1
KCRDKL,11,100,0.008497,1
KCHOGL,11,100,0.009979,1
KCRDKL,11,100,0.009167,1
KCHOGL,11,100,0.011456,1
KCRDKL,11,100,0.008576,1
KCHOGL,11,100,0.008505,1
