Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG, time_master_KCHOGL, time_subproblem_KCHOGL
101,100,2,600,0.206266,0.353557,2.05479,0.091508,0.067762,0.092531,0.068857,0.093644,0.068392,0.087216,0.071169,0.084098,0.067927,0.093111,0.068564,0.093058
1,100,2,600,0.010509,0.000141,0.004249,0.000152,0.004239,0.000881,0.003494,0.000522,0.003496,0.000134,0.003938,0.00013,0.003853,0.000963,0.003843,0.000601
21,100,2,600,0.251495,0.024868,0.012211,0.004039,0.006553,0.00573,0.006289,0.005019,0.006073,0.003925,0.006316,0.003901,0.006082,0.005598,0.006108,0.004907
41,100,2,600,0.274221,0.087475,0.040423,0.018059,0.015792,0.017718,0.015056,0.016475,0.014647,0.014562,0.015602,0.014594,0.014784,0.017386,0.015104,0.016439
61,100,2,600,0.355173,0.208239,0.084335,0.032027,0.028752,0.036164,0.02929,0.035595,0.028661,0.032412,0.029257,0.032501,0.029227,0.037006,0.029078,0.035534
81,100,2,600,0.357584,0.329584,0.14614,0.056587,0.046978,0.061849,0.058364,0.074319,0.055423,0.067565,0.055216,0.068805,0.056707,0.072998,0.054755,0.073591
101,100,2,600,0.494632,0.61298,0.515686,0.093932,0.076122,0.089006,0.067505,0.09242,0.068392,0.085677,0.06947,0.084931,0.066586,0.093417,0.067756,0.092168
1,100,2,600,0.01005,0.000142,0.002226,9.8e-05,0.002191,0.000439,0.002212,0.000271,0.002193,8.5e-05,0.002188,8.5e-05,0.002185,0.000458,0.002199,0.000304
21,100,2,600,0.017474,0.007117,0.034158,0.004046,0.009619,0.007252,0.009707,0.00716,0.009054,0.005771,0.011528,0.005663,0.008574,0.007329,0.008912,0.007298
41,100,2,600,0.022545,0.026266,0.228911,0.014743,0.024096,0.025978,0.023074,0.024042,0.023407,0.02107,0.025951,0.022337,0.023566,0.025994,0.023489,0.0246
61,100,2,600,0.032437,0.057072,0.341897,0.032152,0.04609,0.052575,0.049885,0.055987,0.045636,0.054123,0.052099,0.051617,0.049568,0.057055,0.046192,0.053679
81,100,2,600,0.043833,0.099243,0.709593,0.061762,0.089966,0.11333,0.090291,0.111301,0.089957,0.10505,0.09355,0.10512,0.084363,0.106368,0.075704,0.091112
101,100,2,600,0.058284,0.155184,1.51696,0.085498,0.112524,0.141824,0.115978,0.142313,0.123933,0.126348,0.114908,0.132092,0.116387,0.137433,0.120213,0.135753
1,100,2,600,0.004731,9.7e-05,0.003105,0.0001,0.002218,0.000819,0.002238,0.000457,0.002164,8.5e-05,0.002762,8.4e-05,0.002193,0.000843,0.002186,0.000493
21,100,2,600,0.005018,0.004101,0.063952,0.004012,0.005624,0.004893,0.005677,0.004285,0.005392,0.00388,0.006352,0.003884,0.005567,0.005022,0.00536,0.004501
41,100,2,600,0.006684,0.012921,0.338006,0.017197,0.017244,0.019912,0.016653,0.019044,0.016471,0.017511,0.017991,0.017844,0.016798,0.020037,0.016936,0.022738
61,100,2,600,0.012241,0.034728,0.24611,0.03911,0.032815,0.0423,0.032667,0.042221,0.032943,0.038857,0.033802,0.040459,0.03268,0.04246,0.0328,0.041702
81,100,2,600,0.016847,0.06098,1.56518,0.068326,0.055303,0.07364,0.05568,0.073072,0.055323,0.06864,0.056435,0.068334,0.05549,0.073694,0.055203,0.073171
101,100,2,600,0.022726,0.095552,0.819152,0.087315,0.070888,0.090123,0.06845,0.093336,0.068658,0.08689,0.068923,0.086538,0.073791,0.087037,0.068465,0.092821
1,100,2,600,0.017111,0.000186,0.00304,9.8e-05,0.005856,0.001183,0.005935,0.000716,0.005835,0.000185,0.004663,0.000129,0.004228,0.000949,0.00421,0.000585
21,100,2,600,0.31728,0.027973,0.012834,0.004173,0.006373,0.005897,0.006148,0.004727,0.006028,0.003903,0.006498,0.003893,0.006024,0.005536,0.006023,0.00487
41,100,2,600,0.294026,0.093972,0.062889,0.013991,0.016186,0.017063,0.015809,0.017696,0.014779,0.014539,0.015234,0.014507,0.014789,0.017307,0.014798,0.016356
61,100,2,600,0.391194,0.216627,0.087603,0.032708,0.028921,0.036195,0.029081,0.03564,0.028896,0.0325,0.029126,0.032803,0.030338,0.034931,0.030794,0.038808
81,100,2,600,0.400221,0.356351,0.124438,0.056174,0.04722,0.061937,0.046958,0.060864,0.047302,0.056593,0.051334,0.052069,0.04731,0.06207,0.047232,0.06098
101,100,2,600,0.494862,0.604812,0.295889,0.099872,0.068918,0.094565,0.068878,0.093428,0.068816,0.086473,0.069178,0.086714,0.075121,0.08756,0.068676,0.093631
1,100,2,600,0.004368,0.000108,0.002958,0.000111,0.002146,0.000548,0.002174,0.000327,0.002127,8.5e-05,0.002877,9.2e-05,0.00218,0.000595,0.002153,0.000384
21,100,2,600,0.004715,0.003583,0.06341,0.004091,0.005765,0.00513,0.005519,0.004432,0.005501,0.003949,0.006222,0.003922,0.005625,0.004938,0.005627,0.004585
41,100,2,600,0.006768,0.015632,0.218888,0.015309,0.014251,0.016035,0.014216,0.015756,0.014472,0.014008,0.014899,0.014541,0.014312,0.015913,0.014239,0.015836
61,100,2,600,0.010268,0.028718,0.237527,0.03315,0.030202,0.038435,0.028081,0.034543,0.030764,0.0296,0.031085,0.030063,0.028031,0.034914,0.02816,0.034755
81,100,2,600,0.014285,0.050439,0.460792,0.051645,0.046319,0.060476,0.046322,0.060029,0.046208,0.056242,0.047425,0.055992,0.047037,0.060152,0.046596,0.060278
101,100,2,600,0.018662,0.078607,1.89157,0.105047,0.081182,0.113502,0.088704,0.103943,0.069451,0.086758,0.06941,0.086305,0.068858,0.092928,0.068571,0.092197
1,100,2,600,0.010281,0.000137,0.003981,0.000158,0.003285,0.000851,0.003262,0.000505,0.003261,0.000129,0.003904,0.000125,0.003288,0.000909,0.003247,0.000582
21,100,2,600,0.334406,0.029139,0.011955,0.004091,0.006309,0.006113,0.006132,0.005004,0.00576,0.003922,0.00648,0.003897,0.005851,0.005611,0.005863,0.004882
41,100,2,600,0.365071,0.10069,0.063155,0.015096,0.01505,0.017247,0.014715,0.018809,0.01479,0.014474,0.015663,0.015028,0.013885,0.017966,0.015046,0.016946
61,100,2,600,0.534215,0.245986,0.099157,0.032351,0.028839,0.036934,0.028887,0.035437,0.028453,0.032522,0.029203,0.032318,0.028563,0.036854,0.028833,0.035556
81,100,2,600,0.541086,0.402459,0.157289,0.056145,0.046687,0.062256,0.046862,0.060961,0.046948,0.05588,0.047541,0.056371,0.047035,0.062557,0.047398,0.061115
101,100,2,600,0.539253,0.587407,0.232627,0.086382,0.068715,0.094936,0.068859,0.093436,0.068697,0.086937,0.07238,0.084082,0.06878,0.095018,0.069105,0.093207
1,100,2,600,0.0044,0.0001,0.003137,0.000104,0.002308,0.000546,0.002435,0.00033,0.001963,8.3e-05,0.002407,8.3e-05,0.001984,0.000561,0.001976,0.000351
21,100,2,600,0.004642,0.003596,0.066035,0.004707,0.005686,0.004635,0.005333,0.004712,0.00526,0.003938,0.005699,0.003911,0.005296,0.004847,0.005233,0.004959
41,100,2,600,0.006524,0.01335,0.157165,0.015114,0.014597,0.016566,0.014958,0.015872,0.014252,0.014896,0.01503,0.014614,0.014313,0.01651,0.014824,0.016189
61,100,2,600,0.010101,0.02876,0.236169,0.032958,0.030226,0.032758,0.028161,0.034841,0.027936,0.032652,0.028474,0.032308,0.028112,0.035419,0.030601,0.032136
81,100,2,600,0.014071,0.050371,0.80792,0.056885,0.046332,0.060459,0.04639,0.060152,0.046215,0.056313,0.046438,0.055977,0.046464,0.060408,0.046529,0.060097
101,100,2,600,0.018767,0.078196,2.02927,0.095937,0.0796,0.111382,0.079689,0.111472,0.079562,0.104643,0.080033,0.094873,0.069895,0.088849,0.069858,0.08887
1,100,2,600,0.009337,0.000149,0.002043,9.9e-05,0.002009,0.000507,0.002012,0.000299,0.00199,8.2e-05,0.001998,8.2e-05,0.001988,0.00055,0.001994,0.000352
21,100,2,600,0.017158,0.007122,0.052911,0.004454,0.008286,0.00702,0.008707,0.006711,0.008492,0.005976,0.009632,0.005753,0.008633,0.007668,0.008717,0.007199
41,100,2,600,0.022016,0.025979,0.248861,0.016641,0.026996,0.032435,0.02725,0.029259,0.027982,0.028829,0.029143,0.027105,0.027886,0.030537,0.027973,0.032727
61,100,2,600,0.039411,0.069752,0.351856,0.039288,0.056179,0.061905,0.054283,0.065338,0.05439,0.059982,0.056284,0.059983,0.054989,0.0661,0.045717,0.058077
81,100,2,600,0.044412,0.100025,0.747768,0.062648,0.091903,0.112462,0.096065,0.107491,0.091455,0.116806,0.093756,0.105425,0.091874,0.112577,0.080542,0.097889
101,100,2,600,0.059581,0.156748,2.07009,0.121646,0.133247,0.164049,0.116206,0.142379,0.115939,0.133414,0.117251,0.133331,0.116628,0.14313,0.115411,0.155506
1,100,2,600,0.018118,0.000183,0.002926,0.000108,0.004167,0.00247,0.004207,0.000519,0.005634,0.000173,0.004389,0.000128,0.00419,0.00092,0.004171,0.000584
21,100,2,600,0.279056,0.025298,0.018982,0.003971,0.006336,0.005569,0.006034,0.005008,0.005756,0.003925,0.006489,0.003863,0.005965,0.005587,0.00595,0.005114
41,100,2,600,0.470165,0.115992,0.0889,0.015374,0.015066,0.017359,0.015372,0.015856,0.014542,0.014566,0.015383,0.014596,0.014982,0.017687,0.014714,0.016442
61,100,2,600,0.319105,0.18741,0.153018,0.03265,0.029059,0.036478,0.028781,0.035602,0.028375,0.032343,0.029275,0.032522,0.028876,0.037014,0.030179,0.034001
81,100,2,600,0.430197,0.354004,0.195204,0.055773,0.047272,0.062241,0.047275,0.061304,0.046926,0.056257,0.047518,0.056341,0.046712,0.062405,0.046705,0.060888
101,100,2,600,0.552046,0.588347,0.266699,0.083767,0.068662,0.094635,0.069018,0.09357,0.069194,0.086795,0.071029,0.084452,0.068534,0.101735,0.06875,0.093673
1,100,2,600,0.004609,9.7e-05,0.003038,0.0001,0.002008,0.000627,0.001983,0.000362,0.001971,8.5e-05,0.00384,8.5e-05,0.001995,0.00068,0.002082,0.000424
21,100,2,600,0.03989,0.010763,0.03829,0.003854,0.019967,0.014707,0.008883,0.006796,0.019766,0.013265,0.010129,0.00602,0.008838,0.007286,0.008854,0.006958
41,100,2,600,0.050875,0.040181,0.152451,0.014539,0.053485,0.051025,0.053041,0.058156,0.05282,0.047385,0.025592,0.023206,0.024712,0.0256,0.024653,0.0274
61,100,2,600,0.066698,0.086668,0.254749,0.033005,0.10407,0.110327,0.103715,0.110598,0.106529,0.104286,0.048433,0.050098,0.103959,0.11136,0.10401,0.109112
81,100,2,600,0.06384,0.125985,0.713508,0.073349,0.163011,0.191598,0.16835,0.186658,0.126119,0.142166,0.077706,0.08597,0.139667,0.164785,0.137988,0.156801
101,100,2,600,0.083098,0.19648,1.92006,0.096264,0.269867,0.323158,0.251174,0.291454,0.253397,0.286084,0.121539,0.128494,0.207937,0.243689,0.203184,0.256505
1,100,2,600,0.016083,0.000205,0.002926,0.000105,0.004782,0.000272,0.006517,0.00027,0.006158,0.000179,0.004943,0.000153,0.004656,0.000268,0.004587,0.000207
21,100,2,600,0.076131,0.01491,0.019671,0.004041,0.006503,0.005925,0.00614,0.004719,0.005911,0.003898,0.006896,0.003886,0.006007,0.005914,0.006029,0.004773
41,100,2,600,0.1164,0.059814,0.065568,0.014666,0.01497,0.016995,0.014988,0.016252,0.014893,0.014783,0.016003,0.014832,0.015174,0.017689,0.015142,0.016664
61,100,2,600,0.112387,0.115089,0.136848,0.030049,0.028661,0.03619,0.02877,0.03538,0.028408,0.032474,0.029481,0.032398,0.028718,0.036092,0.028751,0.035255
81,100,2,600,0.148542,0.201871,0.172542,0.056858,0.04718,0.06164,0.047537,0.060922,0.047131,0.056395,0.048206,0.056233,0.047388,0.061581,0.047344,0.060518
101,100,2,600,0.180163,0.313203,0.768547,0.096982,0.081711,0.114271,0.082243,0.113182,0.081435,0.105808,0.082843,0.10494,0.086054,0.119045,0.069166,0.093567
1,100,2,600,0.010293,0.00014,0.003876,0.00015,0.003571,0.000948,0.003721,0.000557,0.003395,0.000129,0.003687,0.000131,0.003466,0.001015,0.003452,0.000611
21,100,2,600,0.23197,0.023563,0.017394,0.003959,0.006153,0.005343,0.006156,0.004729,0.005721,0.003881,0.006385,0.003915,0.00574,0.005445,0.005768,0.004793
41,100,2,600,0.30133,0.092729,0.057315,0.016628,0.01732,0.021939,0.017512,0.019642,0.017115,0.017821,0.018449,0.018256,0.017812,0.021463,0.017661,0.021058
61,100,2,600,0.30513,0.210995,0.124033,0.039661,0.033763,0.04392,0.036997,0.046068,0.03363,0.039267,0.034682,0.039265,0.033907,0.044237,0.033842,0.042911
81,100,2,600,0.428453,0.397243,0.141323,0.056885,0.046971,0.06178,0.047088,0.060888,0.046945,0.056472,0.048598,0.055608,0.050426,0.058476,0.047141,0.061
101,100,2,600,0.352746,0.469537,0.639248,0.080036,0.069807,0.09453,0.069262,0.093709,0.069356,0.086939,0.069819,0.087467,0.069307,0.095119,0.069281,0.093431
1,100,2,600,0.009652,0.000144,0.002139,0.000105,0.002108,0.000606,0.002085,0.000348,0.002063,8.2e-05,0.00208,9.1e-05,0.002061,0.000623,0.002069,0.000403
21,100,2,600,0.017925,0.00719,0.048415,0.00407,0.017409,0.012659,0.018152,0.011554,0.017742,0.011286,0.011232,0.006014,0.018426,0.012138,0.016783,0.012011
41,100,2,600,0.024067,0.026548,0.146804,0.015249,0.044646,0.045144,0.045164,0.04191,0.045071,0.044959,0.026522,0.022954,0.045629,0.042441,0.045126,0.044745
61,100,2,600,0.087979,0.101048,0.283124,0.038483,0.089542,0.093719,0.086898,0.090807,0.088223,0.082896,0.049433,0.050024,0.085808,0.097086,0.086304,0.096521
81,100,2,600,0.141784,0.201867,0.611424,0.056413,0.173223,0.190484,0.208079,0.222345,0.172198,0.178211,0.080117,0.095927,0.206768,0.232456,0.210022,0.21888
101,100,2,600,0.140287,0.272435,1.21591,0.086648,0.209218,0.242113,0.302396,0.342393,0.207087,0.226028,0.12426,0.127109,0.208385,0.243508,0.210012,0.270768
1,100,2,600,0.008634,0.000146,0.002069,0.0001,0.002029,0.000557,0.002016,0.000324,0.002004,8.4e-05,0.002016,8.4e-05,0.002032,0.000581,0.002019,0.000368
21,100,2,600,0.025815,0.009475,0.054877,0.003922,0.008142,0.007422,0.005386,0.004397,0.011847,0.008623,0.010173,0.006196,0.008599,0.007415,0.008844,0.006568
41,100,2,600,0.023469,0.026507,0.154465,0.015122,0.022976,0.027014,0.031475,0.032979,0.023672,0.022423,0.025536,0.022935,0.033217,0.03406,0.033059,0.035886
61,100,2,600,0.032788,0.057573,0.253721,0.032378,0.046369,0.059548,0.049232,0.056317,0.046338,0.055315,0.047989,0.049646,0.048816,0.051652,0.049086,0.050849
81,100,2,600,0.044836,0.100812,0.872171,0.066239,0.078078,0.091225,0.081092,0.087496,0.076716,0.086916,0.078305,0.086669,0.076509,0.092823,0.07675,0.092448
101,100,2,600,0.058813,0.156157,1.96003,0.085764,0.112722,0.142646,0.112591,0.142604,0.112499,0.13376,0.122952,0.126068,0.116005,0.138884,0.117825,0.13865
1,100,2,600,0.011671,0.000144,0.002029,9.9e-05,0.002,0.001398,0.00198,0.000268,0.001964,8.4e-05,0.001971,0.000118,0.001959,0.000462,0.001969,0.0003
21,100,2,600,0.017663,0.007181,0.036415,0.00404,0.009172,0.007165,0.009033,0.006821,0.008816,0.006005,0.010309,0.006591,0.00887,0.007315,0.008903,0.006891
41,100,2,600,0.022827,0.026467,0.139621,0.014691,0.023419,0.024764,0.024017,0.027135,0.02394,0.025318,0.025654,0.022679,0.024107,0.027815,0.024435,0.027154
61,100,2,600,0.033647,0.057541,0.237448,0.032786,0.046431,0.05376,0.046509,0.053555,0.046328,0.055092,0.048389,0.049904,0.046468,0.060006,0.048234,0.053602
81,100,2,600,0.045035,0.100703,0.697578,0.056164,0.076885,0.092785,0.077348,0.092485,0.076905,0.086663,0.07824,0.08632,0.077093,0.092966,0.077085,0.092262
101,100,2,600,0.059524,0.156383,2.37731,0.096798,0.117981,0.152302,0.115923,0.142468,0.115591,0.13354,0.116753,0.133625,0.11605,0.143551,0.115919,0.142954
1,100,2,600,0.005953,0.000107,0.003193,0.000119,0.002145,0.000544,0.002143,0.001526,0.002119,8.6e-05,0.002881,8.8e-05,0.002135,0.000593,0.002133,0.000391
21,100,2,600,0.004988,0.003586,0.036556,0.004493,0.005701,0.004389,0.005461,0.004329,0.005439,0.003902,0.006222,0.003771,0.005418,0.004654,0.005384,0.004416
41,100,2,600,0.006767,0.013324,0.151228,0.016163,0.014108,0.015941,0.014015,0.015705,0.014352,0.014556,0.014562,0.014422,0.01493,0.01513,0.014082,0.015727
61,100,2,600,0.010497,0.02897,0.225435,0.032871,0.028114,0.034861,0.029688,0.03313,0.030642,0.029512,0.029801,0.032159,0.028509,0.035321,0.030135,0.032643
81,100,2,600,0.014473,0.050562,0.645015,0.056392,0.046372,0.060114,0.050799,0.055517,0.048429,0.053714,0.048268,0.054812,0.046561,0.060493,0.046446,0.059557
101,100,2,600,0.019172,0.078842,0.717555,0.086596,0.068654,0.105454,0.068733,0.092649,0.068655,0.086941,0.068958,0.086387,0.068617,0.105456,0.068679,0.092835
1,100,2,600,0.004364,9.8e-05,0.003054,0.000101,0.0022,0.000575,0.00215,0.000341,0.00214,9.1e-05,0.002694,8.6e-05,0.002163,0.000627,0.002161,0.000391
21,100,2,600,0.004913,0.00357,0.031843,0.004233,0.005738,0.004362,0.005488,0.004305,0.005651,0.00364,0.006245,0.003948,0.005248,0.004607,0.005472,0.004415
41,100,2,600,0.006657,0.013201,0.142363,0.014962,0.015096,0.014979,0.014067,0.015751,0.01396,0.014384,0.014842,0.014356,0.01408,0.016033,0.014042,0.015836
61,100,2,600,0.010491,0.029069,0.222508,0.037836,0.028181,0.035266,0.029152,0.034323,0.028084,0.032355,0.029152,0.032096,0.028298,0.035222,0.028229,0.035183
81,100,2,600,0.014544,0.050787,0.663546,0.063016,0.055186,0.073456,0.055304,0.07467,0.058473,0.065128,0.056537,0.068496,0.055164,0.073418,0.05549,0.07334
101,100,2,600,0.022778,0.095424,1.61696,0.105986,0.081766,0.111773,0.080982,0.112061,0.081968,0.105937,0.081703,0.10521,0.068448,0.093173,0.068116,0.092499
1,100,2,600,0.009951,0.000148,0.004125,0.000152,0.004023,0.000465,0.003913,0.000308,0.00372,0.000131,0.004002,0.000131,0.003754,0.000477,0.003763,0.000324
21,100,2,600,0.123252,0.018137,0.017688,0.003958,0.00604,0.005255,0.006136,0.004685,0.005924,0.004432,0.006338,0.003884,0.006203,0.005117,0.005987,0.004731
41,100,2,600,0.136392,0.066313,0.073194,0.015302,0.014844,0.016795,0.014564,0.016342,0.014514,0.014546,0.015005,0.014396,0.014784,0.016757,0.014506,0.016057
61,100,2,600,0.211336,0.158881,0.105721,0.032998,0.028518,0.035711,0.028972,0.035227,0.028697,0.032612,0.028933,0.0321,0.028642,0.035785,0.02871,0.035193
81,100,2,600,0.244851,0.279308,0.249106,0.056597,0.048148,0.059976,0.047135,0.06046,0.046851,0.056559,0.047344,0.056698,0.047083,0.061274,0.04917,0.058677
101,100,2,600,0.210333,0.35441,0.815544,0.086814,0.069124,0.094214,0.068908,0.093367,0.068759,0.087121,0.069226,0.086499,0.068728,0.094059,0.068823,0.093125
1,100,2,600,0.00979,0.000133,0.002238,0.000109,0.002196,0.000465,0.002192,0.000277,0.002207,9.1e-05,0.002191,8.4e-05,0.002191,0.000491,0.002179,0.000308
21,100,2,600,0.016251,0.007131,0.03481,0.003956,0.00938,0.008392,0.009226,0.007228,0.008619,0.00599,0.011093,0.005988,0.009087,0.007653,0.009088,0.006635
41,100,2,600,0.021274,0.026216,0.13307,0.014154,0.022888,0.024728,0.024367,0.023725,0.022983,0.024457,0.025715,0.022207,0.023051,0.026911,0.022909,0.024127
61,100,2,600,0.046552,0.071841,0.228252,0.032706,0.066188,0.072297,0.0665,0.072253,0.06585,0.066189,0.049597,0.049817,0.065652,0.072793,0.065761,0.072429
81,100,2,600,0.044617,0.101106,0.774419,0.053826,0.078366,0.102275,0.084276,0.097556,0.077191,0.086593,0.079387,0.086605,0.077729,0.093383,0.07758,0.101598
101,100,2,600,0.05824,0.157929,1.13225,0.094926,0.133567,0.1721,0.137417,0.172162,0.127237,0.142359,0.116903,0.131889,0.115015,0.141927,0.119332,0.135528
1,100,2,600,0.011666,0.000141,0.003882,0.000152,0.003821,0.000783,0.003835,0.000465,0.003432,0.000136,0.003836,0.000131,0.003481,0.00082,0.003463,0.000518
21,100,2,600,0.14402,0.020192,0.019446,0.003932,0.005972,0.005267,0.005413,0.004941,0.005617,0.003864,0.006253,0.003856,0.005837,0.005206,0.005719,0.004753
41,100,2,600,0.169031,0.071609,0.174414,0.016231,0.013233,0.020427,0.017218,0.019578,0.016784,0.017592,0.017779,0.017651,0.016903,0.020523,0.016923,0.019574
61,100,2,600,0.291873,0.209031,0.312692,0.03894,0.034141,0.043474,0.034272,0.042555,0.033588,0.039261,0.034433,0.039276,0.03402,0.043783,0.034019,0.0429
81,100,2,600,0.250584,0.309623,0.239506,0.068003,0.055546,0.074394,0.056689,0.072181,0.05512,0.066335,0.049485,0.053965,0.047039,0.061286,0.046931,0.060672
101,100,2,600,0.296508,0.431875,0.522691,0.085911,0.068922,0.09422,0.06879,0.09295,0.068271,0.086375,0.069145,0.086454,0.072621,0.089068,0.068387,0.092932
1,100,2,600,0.009671,0.000139,0.002172,0.0001,0.002159,0.000548,0.00214,0.000323,0.002155,8.5e-05,0.002124,8.2e-05,0.002142,0.000582,0.002147,0.000362
21,100,2,600,0.018799,0.007138,0.039745,0.003971,0.009212,0.007123,0.00917,0.006752,0.008894,0.006546,0.011479,0.00653,0.00902,0.007178,0.009046,0.007358
41,100,2,600,0.02377,0.026441,0.13257,0.014538,0.023908,0.024522,0.023705,0.024057,0.023707,0.024882,0.022161,0.022254,0.023444,0.024646,0.023657,0.024309
61,100,2,600,0.035042,0.057642,0.24169,0.032766,0.046805,0.0536,0.046792,0.053619,0.049424,0.046928,0.049068,0.049664,0.046854,0.053941,0.047294,0.059368
81,100,2,600,0.047556,0.10132,0.444271,0.056154,0.072127,0.092898,0.072541,0.10197,0.06712,0.086724,0.07549,0.087176,0.067687,0.092708,0.06794,0.093034
101,100,2,600,0.061613,0.158005,1.80453,0.097136,0.135731,0.173383,0.12132,0.152145,0.116418,0.134231,0.12002,0.147233,0.11266,0.143702,0.114896,0.143149
1,100,2,600,0.007192,8.8e-05,0.003122,0.000111,0.002298,0.000618,0.002339,0.000362,0.002184,8.4e-05,0.002723,8.4e-05,0.002193,0.000666,0.002183,0.000412
21,100,2,600,0.004192,0.004116,0.053616,0.003956,0.006029,0.004593,0.005753,0.00461,0.005376,0.003917,0.006237,0.003895,0.005376,0.004698,0.0054,0.004962
41,100,2,600,0.006657,0.013274,0.143288,0.015142,0.014143,0.015976,0.014203,0.015719,0.014087,0.014454,0.015937,0.013457,0.01421,0.015957,0.014508,0.015431
61,100,2,600,0.010029,0.029206,0.233354,0.032852,0.028339,0.037297,0.028456,0.035015,0.028136,0.03228,0.029048,0.032199,0.02826,0.040799,0.028426,0.03471
81,100,2,600,0.014063,0.050914,0.495614,0.05658,0.05071,0.056728,0.047114,0.069838,0.04687,0.056217,0.049818,0.053837,0.046923,0.060685,0.047228,0.060624
101,100,2,600,0.018871,0.078547,0.945946,0.086771,0.070565,0.091622,0.068721,0.092824,0.068629,0.087043,0.069523,0.087344,0.072809,0.088843,0.068943,0.093044
1,100,2,600,0.008749,0.00014,0.002182,9.9e-05,0.002144,0.00058,0.002172,0.000344,0.002126,8.4e-05,0.002137,9.4e-05,0.002141,0.000633,0.002145,0.000389
21,100,2,600,0.017334,0.007132,0.052817,0.004055,0.009538,0.006878,0.009128,0.006789,0.00917,0.006053,0.011508,0.006043,0.009164,0.007235,0.009086,0.006861
41,100,2,600,0.024489,0.026499,0.140656,0.017641,0.023673,0.024587,0.02359,0.024308,0.0238,0.024838,0.026095,0.022007,0.023433,0.024736,0.023486,0.025188
61,100,2,600,0.033086,0.058028,0.243184,0.032911,0.046811,0.053648,0.047178,0.053908,0.047118,0.049843,0.049329,0.050111,0.047521,0.054443,0.047388,0.053852
81,100,2,600,0.046683,0.101433,0.747104,0.056915,0.077572,0.093053,0.072565,0.092758,0.077322,0.08671,0.079503,0.086453,0.081873,0.088553,0.077667,0.092893
101,100,2,600,0.060558,0.157911,1.57676,0.096779,0.118615,0.148597,0.116943,0.156712,0.116491,0.134225,0.118765,0.134578,0.116989,0.144155,0.116249,0.143595
1,100,2,600,0.006632,0.000105,0.003075,9.9e-05,0.002159,0.000623,0.002148,0.000374,0.002146,8.3e-05,0.002826,8.4e-05,0.002196,0.000676,0.002192,0.000421
21,100,2,600,0.004656,0.004105,0.04205,0.004544,0.005551,0.005202,0.005484,0.004362,0.005389,0.0039,0.00625,0.003904,0.00543,0.004749,0.005439,0.004453
41,100,2,600,0.006681,0.013288,0.154521,0.014922,0.015076,0.015049,0.014347,0.015718,0.014081,0.014405,0.014989,0.014326,0.014144,0.016045,0.014324,0.015754
61,100,2,600,0.010359,0.029238,0.250043,0.037987,0.03045,0.032466,0.028343,0.035089,0.028209,0.032126,0.02983,0.031173,0.028319,0.035106,0.028802,0.034196
81,100,2,600,0.014359,0.051205,0.90558,0.063209,0.054465,0.072989,0.055007,0.072337,0.054483,0.068008,0.058457,0.06363,0.054469,0.073238,0.0549,0.072859
101,100,2,600,0.022438,0.088073,1.3727,0.104359,0.08715,0.104623,0.080392,0.111658,0.080561,0.105036,0.068159,0.085304,0.067182,0.09186,0.06755,0.091825
1,100,2,600,0.009328,0.000143,0.00405,0.000169,0.003568,0.000845,0.003558,0.000508,0.003573,0.00013,0.00407,0.000132,0.003583,0.000899,0.00357,0.000568
21,100,2,600,0.481522,0.03135,0.013837,0.003895,0.006171,0.005638,0.006003,0.004871,0.005834,0.003884,0.00643,0.003885,0.006249,0.00546,0.006053,0.004938
41,100,2,600,0.566407,0.123383,0.101743,0.014832,0.014477,0.017076,0.014242,0.016108,0.014109,0.01419,0.014857,0.014201,0.01453,0.017368,0.014603,0.016428
61,100,2,600,0.475665,0.226334,0.246992,0.031426,0.028131,0.035917,0.02783,0.034669,0.027653,0.031466,0.028104,0.03126,0.027681,0.03609,0.027794,0.035264
81,100,2,600,0.556647,0.399018,0.340606,0.05551,0.045961,0.06177,0.04625,0.060279,0.045981,0.055464,0.046734,0.055614,0.046365,0.062009,0.046177,0.060657
101,100,2,600,0.6098,0.620175,0.403886,0.085882,0.067726,0.094385,0.068608,0.092304,0.070124,0.084173,0.068968,0.085698,0.068591,0.094825,0.068452,0.09267
