Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_2.txt,1,0,0.025008,0.000342,0.006553,0.000192,0.007632,0.000278,0.005239,0.016918
toy_instances/toy_instance_7.txt,1,0,0.017165,0.000281,0.00563,0.000169,0.006324,0.000293,0.00692,0.00634
toy_instances/toy_instance_13.txt,1,0,0.006633,0.00019,0.00292,0.000102,0.006262,0.000248,0.004516,0.013473
toy_instances/toy_instance_20.txt,1,0,0.016463,0.00028,0.005303,0.000198,0.007931,0.000258,0.005912,0.019662
toy_instances/toy_instance_3.txt,1,0,0.007397,0.0002,0.002646,0.000106,0.004833,0.000216,0.003704,0.014692
toy_instances/toy_instance_16.txt,1,0,0.018292,0.000404,0.006908,0.000256,0.008758,0.000411,0.015099,0.048847
toy_instances/toy_instance_29.txt,1,0,0.109606,0.00062,0.027534,0.000375,0.013323,0.000262,0.015406,0.05796
toy_instances/toy_instance_5.txt,1,0,0.089585,0.000562,0.029396,0.000382,0.00958,0.000253,0.028977,0.056913
toy_instances/toy_instance_11.txt,1,0,0.023566,0.000274,0.009312,0.000196,0.015273,0.000251,0.011836,0.019767
toy_instances/toy_instance_19.txt,1,0,0.06153,0.000673,0.024979,0.000444,0.019707,0.000253,0.019204,0.009434
toy_instances/toy_instance_27.txt,1,0,0.093167,0.000707,0.022311,0.000396,0.008716,0.000444,0.023655,0.0512
toy_instances/toy_instance_22.txt,1,0,0.031485,0.000441,0.012292,0.000309,0.016361,0.000429,0.010496,0.041977
toy_instances/toy_instance_23.txt,1,0,0.068498,0.000653,0.043306,0.000419,0.031845,0.000434,0.03004,0.097442
toy_instances/toy_instance_8.txt,1,0,0.048252,0.000627,0.010814,0.000205,0.014996,0.000237,0.010634,0.039357
toy_instances/toy_instance_28.txt,1,0,0.059356,0.000552,0.013544,0.000201,0.011189,0.000317,0.011782,0.036974
toy_instances/toy_instance_21.txt,1,0,0.114501,0.000628,0.01364,0.000415,0.014538,0.000351,0.013653,0.06042
toy_instances/toy_instance_15.txt,1,0,0.094712,0.000773,0.043658,0.000471,0.007183,0.000306,0.015265,0.039518
toy_instances/toy_instance_26.txt,1,0,0.037548,0.000607,0.015384,0.000428,0.007204,0.000277,0.007605,0.007237
toy_instances/toy_instance_17.txt,1,0,0.043501,0.000788,0.0145,0.000436,0.009508,0.000274,0.00753,0.008611
toy_instances/toy_instance_24.txt,1,0,0.017309,0.000394,0.006976,0.00022,0.008677,0.000278,0.006491,0.025105
toy_instances/toy_instance_10.txt,1,0,0.047639,0.000631,0.016879,0.00042,0.009952,0.000267,0.007326,0.016949
toy_instances/toy_instance_18.txt,1,0,0.045084,0.000616,0.016645,0.000423,0.008468,0.000282,0.007695,0.021463
toy_instances/toy_instance_6.txt,1,0,0.021737,0.00046,0.009872,0.000235,0.005886,0.000302,0.005348,0.021529
toy_instances/toy_instance_30.txt,1,0,0.022358,0.000449,0.009195,0.000318,0.015309,0.000451,0.01052,0.033546
toy_instances/toy_instance_12.txt,1,0,0.025433,0.000533,0.00619,0.000216,0.00611,0.00027,0.005113,0.021064
toy_instances/toy_instance_25.txt,1,0,0.023636,0.00046,0.005057,0.001235,0.00602,0.000289,0.005684,0.020262
toy_instances/toy_instance_1.txt,1,0,0.015005,0.000295,0.005959,0.000203,0.008405,0.000293,0.00549,0.02212
toy_instances/toy_instance_4.txt,1,0,0.048428,0.000874,0.024252,0.000424,0.006568,0.000275,0.006439,0.003317
toy_instances/toy_instance_14.txt,1,0,0.041165,0.000659,0.015084,0.000449,0.00749,0.000293,0.016734,0.038162
toy_instances/toy_instance_9.txt,1,0,0.043672,0.000603,0.016029,0.000465,0.008024,0.000293,0.01092,0.032077
toy_instances/toy_instance_2.txt,1,20,0.043156,0.000616,0.019169,0.000431,0.00717,0.000279,0.008363,0.001603
toy_instances/toy_instance_7.txt,1,20,0.02283,0.001042,0.005518,0.000208,0.005594,0.000277,0.0048,0.018771
toy_instances/toy_instance_13.txt,1,20,0.024285,0.000467,0.005418,0.000233,0.005798,0.000261,0.005774,0.005786
toy_instances/toy_instance_20.txt,1,20,0.040839,0.00061,0.013975,0.000414,0.007513,0.000294,0.007893,0.007635
toy_instances/toy_instance_3.txt,1,20,0.010829,0.000338,0.005112,0.000212,0.007815,0.000317,0.00582,0.011323
toy_instances/toy_instance_16.txt,1,20,0.040773,0.000605,0.0119,0.000449,0.007304,0.000507,0.012032,0.041936
toy_instances/toy_instance_29.txt,1,20,0.022558,0.000499,0.005455,0.000185,0.005356,0.000297,0.005744,0.015104
