Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKOPT, time_subproblem_KCRDKOPT, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG
31,0,0.014796,0.028425,0.167581,0.017759,0.018392,0.030144,0.020983,0.028222,0.020532,0.026842,0.022976,0.026247,0.02068,0.031972
31,0,0.007314,0.019663,0.16416,0.01719,0.012656,0.019113,0.013438,0.019051,0.013532,0.016051,0.014427,0.016126,0.012114,0.02096
31,0,0.635673,0.154447,0.046774,0.017559,0.01249,0.023571,0.013651,0.023905,0.013057,0.016559,0.013329,0.01731,0.013638,0.024819
31,0,0.006059,0.018379,0.140431,0.017065,0.01196,0.018006,0.012077,0.017197,0.012293,0.014486,0.013693,0.014144,0.013205,0.019246
31,0,0.607862,0.155937,0.044101,0.016195,0.012317,0.021013,0.013975,0.018928,0.012089,0.016003,0.013151,0.015295,0.01234,0.022063
31,0,0.021449,0.033233,0.14922,0.015555,0.019498,0.032873,0.021639,0.02872,0.019629,0.025721,0.020517,0.026625,0.018305,0.031027
31,0,0.826073,0.17044,0.036009,0.016691,0.013107,0.022387,0.014889,0.020063,0.014973,0.016493,0.014695,0.0157,0.014367,0.022795
31,0,0.058664,0.057952,0.14391,0.018231,0.013311,0.017806,0.01212,0.017785,0.012395,0.015338,0.012851,0.016936,0.01224,0.021061
31,0,0.012914,0.027418,0.146625,0.017051,0.018444,0.033249,0.019949,0.030099,0.020147,0.026202,0.021911,0.025454,0.018949,0.031335
31,0,0.071051,0.062054,0.14042,0.017358,0.020306,0.030104,0.019628,0.028831,0.020074,0.024354,0.020224,0.024099,0.018748,0.033066
31,0,0.024694,0.034056,0.161821,0.015736,0.017857,0.03092,0.018804,0.029527,0.018993,0.027973,0.021046,0.029156,0.01819,0.032901
31,0,0.035468,0.047358,0.14866,0.015379,0.02217,0.029096,0.021858,0.027723,0.019766,0.026977,0.024839,0.027931,0.022732,0.032094
31,0,0.00595,0.018368,0.145911,0.017457,0.01204,0.01973,0.01397,0.019117,0.013565,0.017906,0.014457,0.016328,0.01189,0.021856
31,0,0.013676,0.029305,0.130768,0.018326,0.012267,0.021217,0.01362,0.019777,0.013471,0.017089,0.014443,0.016905,0.012018,0.020631
31,0,0.036437,0.04392,0.137303,0.017809,0.018111,0.029756,0.018646,0.027717,0.018183,0.02617,0.019954,0.025111,0.018116,0.030907
31,20,0.375396,0.130394,0.068371,0.017624,0.012703,0.021672,0.013187,0.019732,0.012481,0.017309,0.015226,0.016793,0.014826,0.022305
31,20,0.346358,0.124775,0.05999,0.017415,0.012419,0.023579,0.01356,0.020007,0.012327,0.015929,0.012778,0.015207,0.013056,0.022058
31,20,0.32376,0.121541,0.069068,0.01802,0.013638,0.020963,0.013376,0.019565,0.012245,0.016882,0.0144,0.01683,0.015145,0.022967
31,20,0.015611,0.027312,0.145428,0.017014,0.012185,0.01899,0.013456,0.017909,0.013045,0.017565,0.013463,0.017646,0.012619,0.021195
31,20,0.014205,0.02524,0.140062,0.016399,0.011787,0.018756,0.011644,0.016807,0.011652,0.015229,0.013141,0.015322,0.011988,0.018626
31,20,0.013662,0.024839,0.1727,0.017323,0.018102,0.029728,0.018031,0.029296,0.020173,0.026094,0.019857,0.024479,0.017906,0.032125
31,20,0.00663,0.01711,0.147969,0.017239,0.012471,0.021391,0.012228,0.018854,0.012307,0.015627,0.012864,0.016116,0.012485,0.019947
31,20,0.626774,0.157543,0.046999,0.018951,0.013631,0.022804,0.01633,0.019494,0.014279,0.016697,0.015794,0.018273,0.012854,0.023778
31,20,0.006187,0.016705,0.138409,0.016879,0.013256,0.020555,0.013499,0.01781,0.013197,0.016593,0.013434,0.017118,0.012366,0.020854
31,20,0.60561,0.157175,0.043225,0.016457,0.01235,0.022525,0.013501,0.019668,0.012453,0.015838,0.013321,0.016884,0.012349,0.021878
31,20,0.021664,0.036663,0.148365,0.016865,0.017829,0.028903,0.018528,0.030796,0.019361,0.026736,0.022174,0.026389,0.020803,0.031754
31,20,0.843051,0.181123,0.035456,0.0171,0.012562,0.019543,0.014268,0.018286,0.012678,0.01683,0.012907,0.015516,0.012315,0.020304
31,20,0.05281,0.053725,0.132939,0.016893,0.014503,0.019852,0.014257,0.020501,0.012665,0.017732,0.013415,0.017438,0.01191,0.02222
31,20,0.013613,0.029175,0.15727,0.017591,0.018579,0.031096,0.019477,0.029195,0.018648,0.026205,0.022974,0.02721,0.019808,0.032567
31,20,0.069184,0.062896,0.148141,0.018126,0.022997,0.032942,0.022621,0.02907,0.019166,0.027109,0.022539,0.024165,0.018778,0.031468
31,20,0.025565,0.036505,0.161265,0.018376,0.01915,0.02886,0.018914,0.029145,0.019739,0.025527,0.021109,0.025541,0.017956,0.03277
31,20,0.036453,0.045435,0.140083,0.017679,0.019314,0.031772,0.019894,0.027878,0.019516,0.024015,0.022715,0.024324,0.018625,0.032029
31,20,0.006387,0.016808,0.150891,0.015947,0.012358,0.018829,0.011871,0.019207,0.012172,0.014771,0.01319,0.015,0.012628,0.018875
31,20,0.012729,0.024869,0.140184,0.016109,0.012727,0.0183,0.013081,0.01778,0.012594,0.016091,0.013223,0.015578,0.012027,0.019321
31,20,0.036938,0.043051,0.154491,0.018631,0.019102,0.032138,0.018074,0.02761,0.017729,0.024379,0.019682,0.024606,0.01786,0.032138
31,40,0.389406,0.12732,0.084699,0.016451,0.015114,0.01992,0.014785,0.021268,0.01314,0.019033,0.014311,0.017142,0.012987,0.024013
31,40,0.334764,0.118056,0.05849,0.018418,0.013227,0.020953,0.013469,0.020394,0.013726,0.015916,0.013105,0.016735,0.013165,0.023658
31,40,0.31853,0.120437,0.068714,0.016481,0.012331,0.022344,0.013851,0.019828,0.012516,0.015377,0.013604,0.014467,0.012618,0.021362
31,40,0.013434,0.026307,0.170754,0.016861,0.013548,0.018874,0.012957,0.018383,0.01212,0.01604,0.012914,0.01682,0.012262,0.022306
31,40,0.01259,0.025445,0.147353,0.016359,0.012223,0.019808,0.011969,0.019373,0.01217,0.01629,0.012731,0.016133,0.011974,0.020072
31,40,0.014221,0.025291,0.174851,0.015662,0.017376,0.030164,0.019107,0.027919,0.01868,0.0279,0.020645,0.028365,0.018771,0.032605
31,40,0.007304,0.016945,0.167121,0.015691,0.011859,0.018724,0.012047,0.017165,0.013414,0.014442,0.013758,0.014265,0.012692,0.019733
31,40,0.624469,0.153195,0.046893,0.018083,0.013183,0.021646,0.015484,0.018316,0.013917,0.014243,0.014389,0.01684,0.014195,0.023602
31,40,0.006541,0.018612,0.14968,0.016198,0.01199,0.019655,0.012418,0.018665,0.012334,0.016161,0.013274,0.014892,0.012939,0.019322
31,40,0.606506,0.159467,0.040176,0.018165,0.015131,0.020461,0.01528,0.020815,0.01283,0.018351,0.013538,0.017932,0.01313,0.023398
31,40,0.02138,0.03476,0.139054,0.016498,0.017933,0.028537,0.017834,0.027946,0.018198,0.024593,0.0194,0.02588,0.018194,0.03336
31,40,0.833733,0.174946,0.037105,0.017901,0.014936,0.019215,0.016153,0.020083,0.013473,0.017763,0.013376,0.018715,0.012974,0.022702
31,40,0.056486,0.059359,0.156305,0.016146,0.012212,0.019109,0.012021,0.017628,0.012235,0.015034,0.013551,0.014482,0.012576,0.018444
31,40,0.012804,0.025606,0.15722,0.017878,0.019529,0.029948,0.019608,0.027052,0.018105,0.026231,0.021296,0.023649,0.021046,0.031349
31,40,0.069933,0.060974,0.131627,0.017692,0.022812,0.03291,0.021167,0.027052,0.018442,0.024954,0.021724,0.025092,0.019064,0.03444
31,40,0.023055,0.03544,0.149231,0.016351,0.017544,0.029005,0.018276,0.027592,0.01883,0.022292,0.02155,0.024112,0.017738,0.030059
31,40,0.034946,0.04605,0.133765,0.01584,0.018984,0.031398,0.021349,0.027368,0.018066,0.027882,0.02311,0.024693,0.018285,0.031866
31,40,0.006404,0.016351,0.155115,0.015454,0.011782,0.018787,0.013569,0.017375,0.013337,0.014892,0.014055,0.014809,0.011974,0.019858
31,40,0.012838,0.026155,0.133261,0.017322,0.014214,0.019928,0.012879,0.017894,0.012273,0.016241,0.014437,0.017294,0.013309,0.020121
31,40,0.035638,0.045778,0.150769,0.017122,0.018213,0.0319,0.01892,0.027654,0.017662,0.025507,0.020497,0.025196,0.018316,0.031081
31,60,0.381681,0.127364,0.081621,0.016256,0.012348,0.022436,0.013718,0.020632,0.013088,0.017102,0.013452,0.016392,0.012831,0.024199
31,60,0.343141,0.121994,0.054172,0.016333,0.012338,0.021397,0.013096,0.019409,0.012327,0.015954,0.013032,0.016029,0.013428,0.022927
31,60,0.310568,0.115623,0.061491,0.017181,0.012433,0.022121,0.014068,0.02009,0.012757,0.016678,0.013579,0.017314,0.012756,0.022713
31,60,0.015816,0.024886,0.147654,0.016129,0.012067,0.01913,0.01187,0.018344,0.012478,0.014995,0.013686,0.01452,0.013379,0.018842
31,60,0.01414,0.024951,0.154686,0.01665,0.011757,0.018798,0.011741,0.017123,0.011612,0.015385,0.012473,0.014499,0.012296,0.017963
31,60,0.013528,0.025369,0.17219,0.01674,0.019055,0.02888,0.019617,0.027883,0.017738,0.027067,0.019534,0.024256,0.019476,0.031852
31,60,0.007312,0.016964,0.1577,0.015672,0.013778,0.01805,0.013078,0.01737,0.013654,0.015991,0.01423,0.016258,0.013072,0.021462
31,60,0.653775,0.159725,0.048893,0.017058,0.012404,0.024055,0.015051,0.020152,0.014049,0.015525,0.013261,0.016033,0.01252,0.022792
31,60,0.006456,0.017466,0.137479,0.017126,0.012037,0.019183,0.01222,0.01683,0.011786,0.016082,0.012851,0.015014,0.012363,0.019264
31,60,0.609634,0.153035,0.042832,0.015601,0.012078,0.02311,0.015407,0.019494,0.013981,0.016135,0.01687,0.01596,0.013852,0.024523
31,60,0.022729,0.039289,0.144741,0.017353,0.019249,0.029644,0.018764,0.02861,0.018059,0.024891,0.020298,0.02314,0.019449,0.030064
31,60,0.845244,0.183967,0.036852,0.016096,0.013325,0.018736,0.013734,0.016947,0.012961,0.01733,0.013135,0.017313,0.012436,0.022165
31,60,0.055099,0.055954,0.160114,0.016657,0.013571,0.01838,0.012511,0.018072,0.012988,0.01418,0.013432,0.015089,0.011836,0.020641
31,60,0.013047,0.02584,0.148564,0.018047,0.020008,0.031171,0.020206,0.029825,0.019114,0.02484,0.020297,0.025773,0.018465,0.032304
31,60,0.072247,0.065834,0.146558,0.017423,0.021969,0.030743,0.019675,0.029086,0.018865,0.026485,0.020286,0.02684,0.019617,0.034981
31,60,0.023285,0.035126,0.1501,0.017122,0.018688,0.028399,0.018325,0.030589,0.018975,0.026916,0.021351,0.027773,0.019411,0.031387
31,60,0.037861,0.050704,0.133423,0.017837,0.01967,0.034419,0.020814,0.028896,0.020233,0.02593,0.023553,0.027588,0.020857,0.03065
31,60,0.006392,0.018451,0.140271,0.018216,0.012677,0.019201,0.011886,0.017692,0.012312,0.016132,0.01312,0.015841,0.011658,0.022035
31,60,0.012235,0.027087,0.139032,0.018532,0.012719,0.020999,0.014785,0.017031,0.012496,0.014629,0.013797,0.015382,0.012161,0.020773
31,60,0.036381,0.045467,0.191044,0.018365,0.02585,0.031896,0.020719,0.027473,0.018831,0.024317,0.019703,0.026731,0.017655,0.035343
31,80,0.387744,0.127355,0.058841,0.017687,0.012985,0.024119,0.014156,0.018973,0.012729,0.015622,0.013207,0.01819,0.012432,0.024627
31,80,0.343775,0.120625,0.066804,0.018997,0.013341,0.021485,0.013675,0.019992,0.012465,0.01749,0.014119,0.01775,0.014633,0.022873
31,80,0.317684,0.116555,0.066817,0.019022,0.012236,0.0234,0.014082,0.019541,0.012423,0.016475,0.014412,0.016736,0.012103,0.022796
31,80,0.013994,0.026085,0.13635,0.017708,0.011857,0.01865,0.011956,0.018013,0.011705,0.015381,0.012883,0.014387,0.012476,0.018428
31,80,0.01304,0.025762,0.142651,0.016206,0.013669,0.018991,0.012055,0.017519,0.013643,0.017203,0.012341,0.01449,0.014078,0.020742
31,80,0.013918,0.028217,0.170474,0.017217,0.017801,0.029052,0.019941,0.026847,0.017701,0.026119,0.019415,0.025461,0.018009,0.032641
31,80,0.006729,0.017725,0.152302,0.018002,0.013141,0.019094,0.012575,0.018338,0.012857,0.015761,0.013294,0.01651,0.011857,0.021645
31,80,0.654583,0.160336,0.047069,0.016433,0.012248,0.021278,0.013834,0.020312,0.01336,0.016117,0.01364,0.0165,0.012519,0.023464
31,80,0.007423,0.018077,0.150892,0.017688,0.012582,0.018143,0.012762,0.01731,0.011944,0.016337,0.017722,0.021888,0.027306,0.028369
31,80,0.675157,0.217221,0.04146,0.016713,0.012958,0.022716,0.013628,0.019615,0.013505,0.017134,0.013499,0.017135,0.012838,0.02287
31,80,0.021624,0.035382,0.142913,0.016247,0.022031,0.029783,0.018278,0.028659,0.019451,0.028466,0.020791,0.024969,0.017961,0.031759
31,80,0.825792,0.183792,0.036746,0.016154,0.012534,0.019685,0.014568,0.018079,0.012319,0.016002,0.013105,0.017901,0.013728,0.02042
31,80,0.054289,0.053289,0.16327,0.017166,0.011671,0.020891,0.013313,0.017382,0.012763,0.015613,0.01277,0.015808,0.012133,0.022671
31,80,0.013391,0.028327,0.143824,0.017751,0.018245,0.028694,0.018825,0.028003,0.017788,0.024966,0.021848,0.027789,0.018789,0.033315
31,80,0.074095,0.065131,0.138477,0.018608,0.019798,0.0334,0.020543,0.027491,0.018221,0.02516,0.021321,0.024949,0.018823,0.03314
31,80,0.021208,0.036077,0.158336,0.018851,0.020343,0.0315,0.018144,0.027772,0.017841,0.024035,0.021193,0.024344,0.017975,0.031125
31,80,0.036713,0.042469,0.151865,0.017618,0.01973,0.030487,0.020539,0.028704,0.018706,0.023858,0.021742,0.023316,0.018116,0.031746
31,80,0.005297,0.018619,0.150298,0.016813,0.011973,0.020616,0.014561,0.017357,0.012586,0.01847,0.015462,0.015645,0.011861,0.023354
31,80,0.014418,0.027977,0.13983,0.018709,0.012997,0.01955,0.013308,0.018601,0.012536,0.015591,0.013207,0.015666,0.011887,0.021478
31,80,0.03645,0.045822,0.146739,0.016153,0.018005,0.029354,0.018038,0.029717,0.019908,0.025296,0.022181,0.026229,0.021436,0.035825
31,100,0.391709,0.136245,0.036421,0.015701,0.013392,0.023575,0.013527,0.020275,0.013261,0.016785,0.013339,0.015708,0.012742,0.026007
31,100,0.340079,0.118199,0.034024,0.016848,0.013272,0.0237,0.013116,0.019428,0.01217,0.016517,0.013563,0.016927,0.01254,0.024246
31,100,0.309719,0.115804,0.032243,0.016083,0.013933,0.022529,0.013375,0.019262,0.012112,0.017641,0.016004,0.016232,0.013609,0.024847
31,100,0.014099,0.027079,0.139697,0.015772,0.013454,0.018952,0.012082,0.019509,0.01319,0.016299,0.012794,0.015428,0.013449,0.020593
31,100,0.012587,0.0244,0.111113,0.016559,0.013578,0.018209,0.011998,0.019038,0.011507,0.015692,0.012402,0.015884,0.012491,0.019916
31,100,0.013298,0.027503,0.160478,0.018013,0.022208,0.027368,0.02034,0.025092,0.018295,0.023914,0.019495,0.02307,0.017884,0.029631
31,100,0.006278,0.017726,0.170256,0.018089,0.013416,0.018662,0.012624,0.016495,0.013013,0.015003,0.012899,0.017652,0.011851,0.021516
31,100,0.64779,0.159117,0.021626,0.017553,0.01332,0.023113,0.013638,0.020035,0.012803,0.016814,0.01592,0.016261,0.014592,0.027717
31,100,0.005878,0.019546,0.126799,0.016914,0.012375,0.019534,0.012353,0.018216,0.01197,0.015883,0.013879,0.015942,0.012392,0.020143
31,100,0.628791,0.166504,0.018297,0.017032,0.01328,0.022129,0.013589,0.020002,0.012385,0.016127,0.015239,0.016979,0.01532,0.024729
31,100,0.024561,0.03687,0.14476,0.019083,0.020837,0.029505,0.022023,0.029015,0.019941,0.025943,0.020866,0.025524,0.018285,0.030838
31,100,0.830914,0.181942,0.013389,0.015662,0.014181,0.017235,0.013076,0.016675,0.012874,0.014362,0.016425,0.013902,0.016525,0.016998
31,100,0.0577,0.052949,0.149479,0.016891,0.013756,0.019796,0.012679,0.017308,0.012851,0.017936,0.012899,0.017532,0.014114,0.021193
31,100,0.015239,0.026188,0.157287,0.015287,0.019077,0.030096,0.019072,0.029786,0.018427,0.026729,0.020533,0.027296,0.019831,0.032458
31,100,0.069341,0.063543,0.152105,0.015232,0.019718,0.031271,0.019776,0.029501,0.019041,0.025305,0.019853,0.024324,0.018273,0.03277
31,100,0.024595,0.034032,0.153547,0.018019,0.017808,0.029789,0.020019,0.029033,0.020423,0.025318,0.021385,0.023873,0.01811,0.030914
31,100,0.037329,0.042116,0.137724,0.018871,0.018961,0.031564,0.019269,0.029568,0.01826,0.024012,0.022748,0.024658,0.018684,0.032143
31,100,0.006307,0.017066,0.154276,0.016415,0.01265,0.019979,0.012318,0.017812,0.012792,0.016245,0.013658,0.015798,0.012509,0.02201
31,100,0.014213,0.030006,0.119993,0.016525,0.012449,0.019035,0.013422,0.017511,0.012666,0.015881,0.013973,0.016217,0.012128,0.023041
31,100,0.039081,0.042609,0.14221,0.018601,0.019353,0.030104,0.018979,0.030146,0.020453,0.027625,0.019773,0.025539,0.023214,0.033518
41,0,0.277264,0.195586,0.085134,0.028823,0.021569,0.031651,0.019728,0.029743,0.019266,0.026854,0.021681,0.027561,0.020726,0.033225
41,0,0.301124,0.196704,0.093626,0.029744,0.018871,0.03357,0.020068,0.031243,0.019654,0.026765,0.020383,0.028184,0.022256,0.032084
41,0,0.360342,0.211603,0.111268,0.027365,0.019092,0.032209,0.02132,0.031036,0.020763,0.026654,0.020301,0.025826,0.018545,0.032651
41,0,0.024977,0.062169,0.176778,0.027831,0.020406,0.031171,0.019115,0.028504,0.018152,0.026705,0.019223,0.026683,0.019039,0.030159
41,0,0.012504,0.046235,0.161823,0.029464,0.018288,0.02933,0.01812,0.028144,0.018934,0.02547,0.020401,0.029301,0.018142,0.032668
41,0,0.056516,0.093501,0.181229,0.028545,0.057766,0.098257,0.068443,0.111354,0.056381,0.08907,0.029993,0.044176,0.058851,0.108434
41,0,0.008115,0.030701,0.171157,0.029145,0.018714,0.029969,0.019017,0.028961,0.017922,0.025473,0.019498,0.025965,0.018447,0.030696
41,0,0.588963,0.245261,0.144588,0.02795,0.019144,0.030896,0.019653,0.029577,0.019402,0.025325,0.020968,0.029084,0.01828,0.036525
41,0,0.006988,0.033423,0.177325,0.029232,0.019801,0.030416,0.019111,0.027866,0.018215,0.025271,0.019555,0.027227,0.019065,0.03042
41,0,0.712945,0.290509,0.122398,0.049168,0.024944,0.045543,0.020181,0.0326,0.021541,0.027514,0.020375,0.027248,0.019915,0.033437
41,0,0.030051,0.092558,0.19586,0.030838,0.03392,0.047713,0.030559,0.046575,0.034499,0.049724,0.039053,0.044847,0.030327,0.052088
41,0,0.980448,0.33863,0.080434,0.029436,0.022308,0.033433,0.022307,0.03256,0.020827,0.027334,0.022277,0.027748,0.02158,0.035434
41,0,0.064202,0.099512,0.174765,0.029118,0.019307,0.029207,0.020916,0.031025,0.021974,0.029072,0.02095,0.027996,0.020229,0.039014
41,0,0.014366,0.053084,0.254766,0.034273,0.029677,0.049455,0.031086,0.046951,0.032682,0.053741,0.033129,0.048505,0.028466,0.051886
41,0,0.070695,0.111127,0.157677,0.028242,0.032997,0.048797,0.028981,0.044821,0.028818,0.040633,0.030321,0.040879,0.028639,0.049969
41,0,0.023433,0.064859,0.172149,0.029453,0.027681,0.045489,0.028111,0.044199,0.028901,0.042064,0.031666,0.041749,0.029128,0.050042
41,0,0.0368,0.082072,0.171532,0.028822,0.02899,0.045892,0.029596,0.044961,0.028981,0.040756,0.030855,0.042667,0.033037,0.05106
41,0,0.006807,0.032474,0.178611,0.028024,0.018862,0.03027,0.021076,0.028997,0.020865,0.025516,0.019612,0.027243,0.020405,0.033102
41,0,0.012534,0.045141,0.181732,0.029665,0.020159,0.030989,0.01882,0.029204,0.019495,0.028032,0.019289,0.026122,0.019566,0.030561
41,0,0.021984,0.064823,0.17256,0.030025,0.065098,0.102506,0.028704,0.045238,0.057924,0.088101,0.03081,0.042341,0.061611,0.104108
41,20,0.266616,0.189252,0.083814,0.028249,0.019457,0.030844,0.02198,0.029953,0.019679,0.026663,0.020623,0.025982,0.018728,0.032403
41,20,0.31044,0.198734,0.092962,0.026664,0.020249,0.031417,0.020027,0.030518,0.019756,0.026075,0.020953,0.027272,0.019244,0.032819
41,20,0.358703,0.221032,0.137575,0.028876,0.019404,0.032245,0.020315,0.029854,0.019622,0.025774,0.020424,0.027278,0.018695,0.034791
41,20,0.025134,0.065429,0.174574,0.030422,0.019779,0.031127,0.020957,0.030442,0.019641,0.026422,0.018993,0.027689,0.018512,0.031239
41,20,0.013666,0.045066,0.175011,0.028471,0.0192,0.030169,0.020793,0.029521,0.0212,0.027847,0.020732,0.026969,0.018762,0.030301
41,20,0.056456,0.092257,0.193453,0.027518,0.055652,0.09585,0.065556,0.107709,0.056249,0.087165,0.028603,0.041606,0.056332,0.102571
41,20,0.007246,0.029861,0.191763,0.028401,0.018893,0.031346,0.018308,0.030312,0.020428,0.025591,0.018965,0.026221,0.018842,0.03043
41,20,0.600886,0.253484,0.139119,0.032776,0.019057,0.032641,0.020246,0.031082,0.019866,0.026193,0.020471,0.026099,0.019803,0.033474
41,20,0.007368,0.031838,0.16001,0.028316,0.019434,0.029681,0.020211,0.028669,0.018666,0.026341,0.021088,0.028258,0.020408,0.032052
41,20,0.697639,0.284882,0.07588,0.028011,0.019521,0.032459,0.023164,0.03177,0.021946,0.027924,0.022761,0.028842,0.021926,0.034233
41,20,0.023492,0.0673,0.16973,0.02804,0.029232,0.047752,0.02803,0.045665,0.031364,0.044041,0.031127,0.04198,0.027512,0.05426
41,20,0.872943,0.300641,0.090061,0.02943,0.01913,0.033721,0.022898,0.031236,0.01938,0.02649,0.020047,0.025782,0.018928,0.03417
41,20,0.063194,0.099155,0.179492,0.028382,0.018887,0.030231,0.020269,0.029498,0.020426,0.02707,0.01983,0.026824,0.018289,0.031231
41,20,0.012137,0.044484,0.17753,0.02727,0.028142,0.045874,0.029389,0.04412,0.027266,0.04316,0.030698,0.041016,0.028672,0.048358
41,20,0.068964,0.10788,0.178387,0.027095,0.029814,0.046352,0.031183,0.047014,0.029753,0.043204,0.029662,0.041638,0.0294,0.04968
41,20,0.023386,0.062817,0.179035,0.029601,0.029464,0.047147,0.029789,0.047708,0.030282,0.044178,0.031647,0.039645,0.031015,0.051421
41,20,0.03805,0.080915,0.163527,0.028728,0.03091,0.048815,0.029551,0.04503,0.027372,0.040948,0.030906,0.040184,0.028279,0.050187
41,20,0.005256,0.033197,0.180525,0.028293,0.022907,0.029876,0.030586,0.028904,0.018647,0.02581,0.02204,0.026387,0.020839,0.034068
41,20,0.014395,0.049496,0.171288,0.029433,0.022354,0.031826,0.021948,0.035331,0.018029,0.02737,0.018787,0.026188,0.019263,0.030559
41,20,0.021994,0.064396,0.179299,0.027467,0.057639,0.095992,0.027642,0.044428,0.059224,0.087677,0.030398,0.040524,0.057706,0.100748
41,40,0.269608,0.188398,0.086338,0.028214,0.01897,0.031064,0.022022,0.030363,0.019656,0.027084,0.029759,0.027151,0.019877,0.033049
41,40,0.307851,0.210285,0.096835,0.028601,0.021208,0.031066,0.020618,0.03184,0.019404,0.025795,0.019681,0.027293,0.01979,0.033862
41,40,0.374628,0.225117,0.118045,0.028757,0.021055,0.03209,0.0212,0.033038,0.020103,0.028421,0.019957,0.027291,0.019139,0.033706
41,40,0.025874,0.064697,0.195999,0.028819,0.018623,0.029553,0.019572,0.028143,0.019462,0.027604,0.018967,0.027312,0.018796,0.030571
41,40,0.013437,0.04549,0.163343,0.030107,0.018747,0.029476,0.020664,0.030159,0.018877,0.026257,0.019101,0.026885,0.019544,0.033667
41,40,0.056892,0.09828,0.186247,0.028112,0.05725,0.099578,0.065802,0.108439,0.05994,0.092066,0.029763,0.04199,0.063554,0.108408
41,40,0.007335,0.031864,0.212898,0.027005,0.018279,0.029308,0.021732,0.031108,0.020162,0.026622,0.021166,0.027343,0.020366,0.032223
41,40,0.581477,0.247688,0.121763,0.026814,0.019577,0.031448,0.02006,0.029782,0.01886,0.026748,0.022086,0.028469,0.021556,0.03512
41,40,0.00628,0.032672,0.179257,0.028297,0.020012,0.029079,0.018649,0.02764,0.019449,0.025885,0.019091,0.025772,0.019899,0.030527
41,40,0.724439,0.305345,0.088656,0.026892,0.020146,0.032174,0.020813,0.029947,0.019217,0.025713,0.019967,0.025767,0.019139,0.033967
41,40,0.023606,0.067872,0.165028,0.029271,0.028092,0.046355,0.028923,0.044884,0.0276,0.041804,0.030265,0.043563,0.028076,0.049117
41,40,0.867575,0.297102,0.143845,0.02655,0.020599,0.032962,0.020982,0.030027,0.019916,0.025894,0.019825,0.026945,0.019979,0.032656
41,40,0.064293,0.092821,0.195694,0.027984,0.01896,0.030088,0.020859,0.030073,0.019061,0.027875,0.020972,0.027153,0.018871,0.032872
41,40,0.013506,0.048806,0.184885,0.029295,0.029725,0.046191,0.029848,0.045706,0.027527,0.040937,0.032196,0.044478,0.027589,0.050058
41,40,0.068443,0.107539,0.169928,0.02793,0.029415,0.049122,0.02899,0.046573,0.027708,0.04226,0.030342,0.040893,0.029068,0.048966
41,40,0.022443,0.063774,0.187149,0.029176,0.031716,0.048887,0.031632,0.047363,0.030902,0.043733,0.031824,0.042998,0.028445,0.047917
41,40,0.037688,0.080712,0.150836,0.029033,0.028061,0.046326,0.029469,0.04479,0.029224,0.042515,0.031264,0.040237,0.028236,0.049745
41,40,0.005395,0.032048,0.178816,0.028968,0.019322,0.031648,0.019108,0.027985,0.019722,0.026838,0.021139,0.027176,0.020412,0.03361
41,40,0.014503,0.048446,0.183364,0.028972,0.018356,0.029617,0.018883,0.030109,0.019122,0.026218,0.019316,0.026317,0.018747,0.030532
41,40,0.020858,0.060903,0.17716,0.028945,0.060281,0.10434,0.028316,0.045884,0.056515,0.087129,0.03093,0.041363,0.056496,0.101401
41,60,0.26728,0.190764,0.082204,0.027179,0.020483,0.032004,0.022572,0.030106,0.019092,0.025368,0.019871,0.026261,0.01979,0.032565
41,60,0.307024,0.199522,0.089557,0.028636,0.019266,0.031629,0.019388,0.029078,0.018998,0.026012,0.020595,0.026449,0.019392,0.032517
41,60,0.370112,0.222107,0.144776,0.027776,0.021678,0.033317,0.019469,0.029562,0.020935,0.028321,0.02212,0.026253,0.019375,0.032739
41,60,0.024771,0.0648,0.170492,0.029115,0.018675,0.028393,0.019028,0.028192,0.018851,0.026039,0.018752,0.025814,0.019728,0.03257
41,60,0.014782,0.046986,0.177413,0.029634,0.021444,0.031938,0.019085,0.030329,0.018986,0.028098,0.020133,0.027866,0.019255,0.032761
41,60,0.060542,0.102336,0.182878,0.028916,0.059788,0.1022,0.067003,0.110093,0.056371,0.086257,0.03021,0.042984,0.057049,0.104333
41,60,0.006423,0.03117,0.185129,0.029018,0.020531,0.030469,0.020414,0.029025,0.02051,0.026974,0.019615,0.026112,0.01828,0.030283
41,60,0.593322,0.255639,0.12498,0.031998,0.019288,0.031661,0.020722,0.030153,0.01992,0.029488,0.020365,0.026584,0.019552,0.032298
41,60,0.006853,0.030531,0.158891,0.028844,0.019153,0.031649,0.01983,0.030013,0.018797,0.026715,0.019495,0.025836,0.020377,0.031393
41,60,0.723619,0.288493,0.079156,0.029258,0.01983,0.031694,0.020893,0.029385,0.020279,0.025762,0.020704,0.026048,0.019056,0.032018
41,60,0.022643,0.06561,0.1811,0.027314,0.027369,0.047428,0.02901,0.044281,0.027015,0.040764,0.029286,0.040666,0.027771,0.047864
41,60,1.0149,0.349867,0.122924,0.031056,0.020175,0.032924,0.027046,0.043618,0.03102,0.034177,0.020443,0.02562,0.020037,0.035188
