Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKOPT, time_subproblem_KCRDKOPT, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCHOG, time_subproblem_KCHOG
11,40,0.013432,0.003064,0.023924,0.002956,0.004487,0.003684,0.004943,0.002786,0.004093,0.00167,0.005197,0.002404,0.004137,0.006327
11,40,0.034712,0.005495,0.031514,0.001937,0.006998,0.00635,0.006348,0.004606,0.007241,0.00263,0.009299,0.003182,0.006241,0.008835
11,60,0.272475,0.014986,0.013385,0.0022,0.004751,0.003747,0.006855,0.004165,0.006168,0.001867,0.005561,0.002642,0.005592,0.005363
11,60,0.212481,0.014002,0.01439,0.002075,0.006288,0.005239,0.005234,0.003801,0.005978,0.001677,0.006225,0.001651,0.005283,0.007725
11,60,0.318526,0.015667,0.015559,0.00215,0.005196,0.004455,0.004287,0.002691,0.007058,0.002391,0.004555,0.001644,0.005282,0.005609
11,60,0.013594,0.003266,0.02588,0.001738,0.00523,0.004034,0.003889,0.002591,0.005241,0.001694,0.004572,0.001678,0.004449,0.006962
11,60,0.012442,0.003099,0.026756,0.001787,0.004654,0.004273,0.003983,0.002508,0.004894,0.001893,0.004458,0.001585,0.004032,0.005714
11,60,0.005193,0.001962,0.035612,0.001901,0.004397,0.004018,0.005285,0.002675,0.003748,0.001594,0.005643,0.001609,0.004676,0.005592
11,60,0.005862,0.001886,0.02498,0.002273,0.004099,0.003461,0.004834,0.003031,0.004652,0.001732,0.00485,0.00157,0.004887,0.005889
11,60,0.5841,0.017082,0.017614,0.00259,0.011061,0.009843,0.006033,0.003856,0.008857,0.003801,0.005974,0.002607,0.011093,0.01302
11,60,0.007443,0.003117,0.028172,0.00205,0.003953,0.003801,0.005607,0.00282,0.005177,0.001899,0.006889,0.001705,0.005395,0.005201
11,60,0.649484,0.020532,0.012893,0.002151,0.01183,0.008649,0.006798,0.004298,0.008411,0.00283,0.005881,0.001787,0.008103,0.011587
11,60,0.020722,0.004514,0.021842,0.001782,0.008002,0.005584,0.008102,0.004467,0.006894,0.002722,0.008974,0.002448,0.007102,0.007806
11,60,0.640505,0.01773,0.017768,0.003462,0.012671,0.009995,0.018952,0.009031,0.009366,0.002621,0.005469,0.00159,0.010074,0.010703
11,60,0.055039,0.006916,0.025867,0.001739,0.003958,0.003739,0.006781,0.003181,0.004072,0.001683,0.00643,0.001651,0.004367,0.005394
11,60,0.005644,0.001954,0.029597,0.001729,0.005407,0.003762,0.00416,0.002687,0.004592,0.001951,0.006018,0.001677,0.005108,0.005329
11,60,0.050377,0.007154,0.027166,0.002598,0.008633,0.007658,0.009448,0.005417,0.007725,0.00269,0.008786,0.003233,0.008489,0.009595
11,60,0.010904,0.002921,0.031261,0.001777,0.004064,0.003274,0.004,0.002854,0.003931,0.00174,0.005634,0.002469,0.005074,0.005317
11,60,0.035186,0.006441,0.026453,0.002088,0.007045,0.006732,0.007396,0.005029,0.007006,0.002585,0.010624,0.00329,0.006956,0.007837
11,60,0.005943,0.002636,0.022659,0.001747,0.005039,0.003555,0.004572,0.003642,0.003982,0.001802,0.006152,0.001827,0.004531,0.005197
11,60,0.012165,0.003031,0.022047,0.002561,0.005436,0.003998,0.005149,0.002662,0.004855,0.002013,0.005012,0.001608,0.005355,0.005144
11,60,0.035815,0.005698,0.030785,0.001797,0.006607,0.006624,0.009047,0.00401,0.007359,0.003227,0.009099,0.003861,0.007374,0.00815
11,80,0.274079,0.015381,0.012185,0.002752,0.005722,0.005243,0.005852,0.002806,0.006546,0.001822,0.005557,0.001684,0.005515,0.00681
11,80,0.210774,0.013943,0.013204,0.002591,0.005093,0.00579,0.004973,0.003939,0.006629,0.001935,0.005187,0.001766,0.00588,0.007337
11,80,0.312653,0.01824,0.01357,0.002524,0.0055,0.004574,0.004624,0.002839,0.006781,0.003083,0.004388,0.001559,0.00565,0.006013
11,80,0.013028,0.002973,0.02478,0.001696,0.004707,0.004485,0.004722,0.003054,0.003763,0.002477,0.006364,0.00166,0.005236,0.005715
11,80,0.012719,0.004063,0.026494,0.001953,0.003684,0.003528,0.004889,0.002947,0.003763,0.001668,0.00545,0.001788,0.003952,0.004889
11,80,0.006373,0.002058,0.03965,0.001741,0.004492,0.004973,0.004744,0.002831,0.003819,0.001704,0.005435,0.001688,0.003732,0.006657
11,80,0.005934,0.001959,0.025854,0.001722,0.004394,0.00526,0.006682,0.003021,0.004717,0.001722,0.00548,0.002067,0.004004,0.00647
11,80,0.577497,0.019951,0.016786,0.001976,0.011152,0.009785,0.00636,0.003556,0.009025,0.003219,0.005493,0.00178,0.009478,0.012692
11,80,0.006699,0.001978,0.028832,0.001674,0.004197,0.003735,0.005246,0.002658,0.004118,0.001642,0.005811,0.002268,0.005575,0.005535
11,80,0.66378,0.018815,0.011996,0.001893,0.009911,0.009682,0.006051,0.003238,0.007745,0.003338,0.006772,0.003428,0.008829,0.01114
11,80,0.021098,0.00446,0.022879,0.001867,0.006717,0.006432,0.007027,0.005373,0.006502,0.002599,0.008921,0.002885,0.006521,0.00848
11,80,0.63461,0.019405,0.017963,0.002203,0.012387,0.009799,0.005031,0.003543,0.009398,0.003116,0.006966,0.002506,0.009635,0.012794
11,80,0.059304,0.006929,0.026162,0.002911,0.004478,0.004631,0.004313,0.004793,0.004007,0.00171,0.006678,0.001644,0.005008,0.005803
11,80,0.00519,0.001964,0.028175,0.001995,0.00439,0.004486,0.006292,0.003302,0.004971,0.001916,0.00537,0.002648,0.004234,0.00642
11,80,0.05039,0.006964,0.02834,0.001683,0.008597,0.00788,0.008507,0.006911,0.007756,0.002772,0.008561,0.003174,0.007159,0.010915
11,80,0.01109,0.002967,0.031079,0.001794,0.004625,0.004729,0.004192,0.002841,0.004743,0.00164,0.005966,0.002648,0.004138,0.005168
11,80,0.036348,0.005933,0.027909,0.001779,0.007479,0.005877,0.007925,0.004316,0.006959,0.002655,0.012057,0.003037,0.007375,0.007469
11,80,0.005129,0.001977,0.024634,0.001919,0.004191,0.003445,0.005125,0.002984,0.004313,0.002371,0.005161,0.001575,0.004646,0.005129
11,80,0.01258,0.003685,0.025128,0.002212,0.004551,0.003404,0.005246,0.003276,0.004325,0.001588,0.006023,0.0018,0.004188,0.00495
11,80,0.036878,0.005147,0.025674,0.001936,0.006694,0.005547,0.006809,0.00466,0.005915,0.002627,0.009952,0.002737,0.007027,0.00814
11,100,0.257454,0.013504,0.007091,0.002402,0.005444,0.003307,0.006207,0.003241,0.005725,0.001594,0.005732,0.001629,0.005482,0.004113
11,100,0.221648,0.013848,0.008555,0.001851,0.007372,0.005268,0.005428,0.004496,0.005534,0.002717,0.004961,0.001553,0.005049,0.008447
11,100,0.313702,0.014145,0.006075,0.002374,0.004792,0.003131,0.005461,0.002744,0.004284,0.001517,0.005431,0.002003,0.004396,0.003899
11,100,0.015062,0.003666,0.021476,0.001813,0.004463,0.004276,0.003916,0.002454,0.005616,0.001734,0.004417,0.00209,0.004555,0.00545
11,100,0.012644,0.002875,0.024527,0.00186,0.003766,0.003204,0.005395,0.002624,0.003639,0.001955,0.005151,0.001561,0.005179,0.005316
11,100,0.005205,0.00188,0.032051,0.003068,0.005139,0.003867,0.004409,0.002631,0.003735,0.001536,0.005009,0.001557,0.003797,0.004739
11,100,0.007228,0.002076,0.021801,0.002888,0.004648,0.003376,0.006192,0.002833,0.003858,0.001517,0.006008,0.002269,0.004302,0.006313
11,100,0.579202,0.018583,0.008623,0.002101,0.005822,0.005687,0.006397,0.003612,0.008526,0.00294,0.005642,0.00168,0.00571,0.006431
11,100,0.006788,0.00272,0.029798,0.001786,0.004258,0.004767,0.004624,0.002971,0.004589,0.001602,0.006345,0.002315,0.005392,0.005421
11,100,0.687172,0.022228,0.010346,0.002438,0.006133,0.006536,0.005571,0.003156,0.00899,0.002556,0.007317,0.002554,0.007608,0.008394
11,100,0.024467,0.006934,0.025848,0.001746,0.011386,0.009462,0.007431,0.005423,0.005859,0.002434,0.009772,0.003562,0.007278,0.010152
11,100,0.63407,0.020695,0.010197,0.002322,0.011636,0.009015,0.006554,0.003176,0.008442,0.002772,0.006702,0.002016,0.005187,0.006754
11,100,0.056768,0.006331,0.024843,0.001671,0.004238,0.003673,0.00487,0.004122,0.004649,0.00202,0.005491,0.001737,0.005438,0.00512
11,100,0.005359,0.00205,0.027795,0.001924,0.004989,0.004615,0.005197,0.003374,0.004165,0.001728,0.00682,0.00166,0.004386,0.005505
11,100,0.04891,0.006273,0.025413,0.001807,0.008749,0.007236,0.008862,0.00577,0.007363,0.003615,0.009296,0.00263,0.006694,0.01057
11,100,0.011416,0.003349,0.025784,0.00187,0.004001,0.003191,0.004239,0.002626,0.004021,0.001608,0.004829,0.001662,0.004882,0.006457
11,100,0.035058,0.00525,0.027111,0.001722,0.007971,0.005268,0.007,0.003936,0.007765,0.003681,0.011271,0.003826,0.008458,0.008659
11,100,0.005793,0.002218,0.019973,0.001894,0.005276,0.003694,0.006557,0.003081,0.005413,0.001787,0.005611,0.002333,0.00561,0.006568
11,100,0.013597,0.002902,0.023373,0.002392,0.004883,0.003405,0.005431,0.00241,0.004187,0.001727,0.005126,0.001992,0.004113,0.006059
11,100,0.034752,0.005806,0.020036,0.002337,0.006692,0.00531,0.006835,0.003983,0.007087,0.0038,0.008797,0.003634,0.008028,0.009222
21,0,0.328171,0.046229,0.028209,0.00593,0.006896,0.010128,0.011007,0.009208,0.006818,0.005261,0.009081,0.005472,0.00723,0.011193
21,0,0.240962,0.044502,0.028652,0.005852,0.007543,0.009901,0.007824,0.009758,0.008181,0.005887,0.008085,0.004844,0.007112,0.013759
21,0,0.303289,0.042434,0.03425,0.005774,0.006962,0.010227,0.00951,0.007426,0.007966,0.004876,0.008972,0.005221,0.008295,0.010695
21,0,0.025308,0.012378,0.055174,0.008915,0.00979,0.008989,0.007978,0.009111,0.010439,0.008229,0.008748,0.006442,0.008819,0.011364
21,0,0.012099,0.012784,0.085909,0.008501,0.008232,0.008595,0.007744,0.009029,0.008788,0.007603,0.009216,0.007078,0.00691,0.011022
21,0,0.055684,0.02708,0.09794,0.009967,0.026797,0.030064,0.027882,0.026145,0.027267,0.024377,0.015018,0.011566,0.026481,0.035972
21,0,0.006713,0.008125,0.101684,0.00887,0.009217,0.008694,0.007462,0.010585,0.008909,0.006664,0.009637,0.006922,0.008036,0.015724
21,0,0.56586,0.077538,0.028628,0.008248,0.009768,0.010743,0.009056,0.01061,0.009836,0.006825,0.009348,0.006829,0.008192,0.015887
21,0,0.005747,0.008191,0.063459,0.009797,0.007922,0.008551,0.009416,0.009172,0.008017,0.010512,0.009468,0.007833,0.008385,0.012333
21,0,0.607591,0.086145,0.026316,0.008606,0.008649,0.010598,0.010313,0.010926,0.009367,0.00686,0.008622,0.007061,0.009324,0.013323
21,0,0.022538,0.016361,0.078319,0.008237,0.014072,0.015302,0.013443,0.01353,0.012132,0.010683,0.015253,0.012213,0.011841,0.017524
21,0,0.703618,0.088742,0.024801,0.007481,0.009762,0.010515,0.012414,0.009921,0.008212,0.009797,0.009841,0.006927,0.008927,0.012156
21,0,0.023428,0.017129,0.071767,0.011497,0.012827,0.02434,0.016585,0.014775,0.009676,0.007863,0.009608,0.006726,0.008688,0.01264
21,0,0.012525,0.013816,0.070208,0.008878,0.01392,0.013537,0.0162,0.013167,0.011511,0.011517,0.018118,0.011142,0.011488,0.020731
21,0,0.052965,0.025008,0.068286,0.00857,0.014337,0.014865,0.017732,0.012697,0.012413,0.014118,0.016026,0.010474,0.014717,0.020993
21,0,0.020012,0.016753,0.088431,0.009372,0.01214,0.013466,0.016173,0.012861,0.011403,0.013512,0.01759,0.01033,0.014032,0.018561
21,0,0.034252,0.022317,0.054908,0.008733,0.012075,0.018686,0.01303,0.012145,0.017261,0.010578,0.017018,0.01549,0.011776,0.021894
21,0,0.006258,0.009282,0.080778,0.008624,0.007654,0.009887,0.008488,0.007951,0.009021,0.009296,0.008809,0.006477,0.009859,0.011204
21,0,0.01353,0.012539,0.049854,0.009123,0.007915,0.008541,0.010077,0.007984,0.008887,0.008451,0.008669,0.006483,0.009498,0.011156
21,0,0.034546,0.020032,0.064613,0.009613,0.012648,0.016294,0.013063,0.012486,0.014,0.011629,0.014586,0.01047,0.015688,0.015871
21,20,0.323529,0.058812,0.027979,0.007386,0.008223,0.011738,0.009353,0.008767,0.010991,0.006971,0.009282,0.006667,0.00916,0.012595
21,20,0.238602,0.053799,0.030767,0.007981,0.009538,0.010582,0.010607,0.0089,0.01031,0.008517,0.00867,0.006601,0.009773,0.013155
21,20,0.309572,0.057091,0.030278,0.007585,0.01055,0.011498,0.008832,0.010522,0.008405,0.006698,0.011656,0.007216,0.00758,0.013227
21,20,0.024966,0.017637,0.062106,0.008162,0.008038,0.012994,0.00762,0.007886,0.010061,0.006884,0.007932,0.009306,0.007852,0.010315
21,20,0.014427,0.012144,0.076399,0.008225,0.008943,0.009276,0.007553,0.00954,0.007107,0.00663,0.010747,0.007101,0.007042,0.010539
21,20,0.05694,0.024208,0.073989,0.00789,0.023479,0.036535,0.030719,0.025884,0.025255,0.022712,0.014243,0.015018,0.023384,0.038137
21,20,0.006328,0.009687,0.089558,0.007877,0.008025,0.010823,0.007266,0.007771,0.010664,0.006906,0.008385,0.006645,0.008467,0.011569
21,20,0.561153,0.075615,0.02992,0.007439,0.011022,0.011381,0.008656,0.009868,0.008741,0.006676,0.008698,0.007192,0.008576,0.012071
21,20,0.005834,0.008759,0.067217,0.008926,0.009321,0.008604,0.009678,0.010033,0.007586,0.006708,0.010621,0.007025,0.007373,0.011412
21,20,0.609499,0.075529,0.024934,0.006675,0.008329,0.011716,0.008714,0.010577,0.008853,0.006603,0.009197,0.008603,0.008054,0.012744
21,20,0.022747,0.020754,0.07754,0.007498,0.0128,0.01604,0.012046,0.012308,0.013044,0.012028,0.015598,0.010993,0.013639,0.018767
21,20,0.839225,0.099856,0.02356,0.007119,0.007742,0.011691,0.009627,0.009177,0.009225,0.00759,0.009026,0.006522,0.009016,0.012065
21,20,0.025554,0.01635,0.042747,0.010801,0.008535,0.008951,0.008874,0.008401,0.007364,0.006634,0.009193,0.007312,0.007386,0.010798
21,20,0.012812,0.012021,0.080694,0.009182,0.012031,0.020864,0.012112,0.013037,0.014997,0.010911,0.013926,0.01354,0.012307,0.015921
21,20,0.055077,0.024836,0.066971,0.00824,0.015959,0.01622,0.013051,0.015429,0.01328,0.010649,0.019299,0.012834,0.011874,0.022748
21,20,0.022506,0.015911,0.070545,0.007983,0.014226,0.015399,0.011123,0.014292,0.01651,0.010525,0.014065,0.01629,0.011309,0.01553
21,20,0.037282,0.01986,0.071107,0.008565,0.014002,0.016388,0.012503,0.019815,0.012275,0.0105,0.01731,0.012707,0.011743,0.020513
21,20,0.006438,0.008289,0.071719,0.007932,0.008182,0.011586,0.00759,0.007978,0.008627,0.007288,0.008675,0.008943,0.008607,0.010272
21,20,0.014207,0.012082,0.052549,0.009881,0.011245,0.009326,0.009606,0.009366,0.008097,0.007212,0.010515,0.007279,0.007561,0.013107
21,20,0.037326,0.020003,0.064637,0.008668,0.014715,0.01672,0.011121,0.018981,0.012714,0.010348,0.014194,0.01403,0.011613,0.020016
21,40,0.327983,0.06426,0.02931,0.008317,0.011792,0.010382,0.011717,0.010952,0.008668,0.009507,0.009874,0.006731,0.010257,0.012264
21,40,0.243798,0.054099,0.033879,0.007835,0.010227,0.011043,0.008062,0.011039,0.008456,0.006688,0.01026,0.007559,0.008448,0.012378
21,40,0.29816,0.062749,0.035255,0.008385,0.008532,0.012657,0.008671,0.009125,0.010201,0.006798,0.008726,0.009724,0.007894,0.013477
21,40,0.024511,0.017224,0.079541,0.007822,0.007933,0.00951,0.009042,0.007891,0.007952,0.00853,0.009089,0.006685,0.007991,0.013217
21,40,0.012796,0.012522,0.068877,0.007758,0.00988,0.008793,0.008883,0.008868,0.009063,0.007873,0.008376,0.007426,0.007511,0.013122
21,40,0.055251,0.025872,0.065078,0.008778,0.027763,0.031847,0.023781,0.026825,0.02522,0.027294,0.016836,0.011039,0.023299,0.044585
21,40,0.007314,0.007914,0.089938,0.007939,0.008755,0.008897,0.007499,0.010873,0.008877,0.006815,0.009478,0.00841,0.007269,0.012217
21,40,0.575395,0.070785,0.026704,0.008172,0.008741,0.014135,0.009454,0.01298,0.008215,0.006745,0.010835,0.006814,0.007745,0.014052
21,40,0.007773,0.008173,0.055064,0.008273,0.00807,0.009666,0.008236,0.00777,0.007395,0.008583,0.008658,0.006618,0.009749,0.010785
21,40,0.621419,0.078333,0.027144,0.008378,0.008367,0.013476,0.009367,0.009005,0.010298,0.006651,0.010486,0.009739,0.007691,0.017473
21,40,0.022277,0.018571,0.066738,0.008288,0.013017,0.015324,0.011657,0.01227,0.012451,0.011882,0.015632,0.010437,0.011401,0.020576
21,40,0.697175,0.083639,0.038982,0.008939,0.009664,0.010806,0.008911,0.010663,0.008653,0.006729,0.008983,0.007223,0.008632,0.013295
21,40,0.023683,0.016691,0.043488,0.010287,0.007696,0.01194,0.008323,0.00793,0.010497,0.006988,0.008797,0.008693,0.008214,0.010984
21,40,0.013551,0.013437,0.06074,0.010715,0.013481,0.014932,0.014114,0.014503,0.011755,0.010493,0.015153,0.013345,0.011895,0.017315
21,40,0.051721,0.024173,0.071062,0.008729,0.015789,0.014882,0.014045,0.01494,0.012278,0.010423,0.014146,0.012587,0.012149,0.019257
21,40,0.02099,0.016947,0.086548,0.008207,0.012542,0.014867,0.011366,0.014326,0.014473,0.011213,0.014619,0.014663,0.011806,0.016129
21,40,0.037855,0.020818,0.056821,0.009893,0.014132,0.013966,0.015698,0.014674,0.01201,0.010702,0.018436,0.012026,0.011992,0.019656
21,40,0.005458,0.008985,0.07206,0.008948,0.009114,0.01237,0.007611,0.01013,0.00825,0.006659,0.008756,0.008422,0.00773,0.010338
21,40,0.013442,0.012476,0.043954,0.009359,0.008196,0.009466,0.009468,0.009363,0.007681,0.007637,0.010477,0.006926,0.008134,0.011772
21,40,0.03536,0.020682,0.059416,0.009802,0.012216,0.019672,0.01171,0.012331,0.013293,0.011208,0.01586,0.010501,0.012032,0.020675
21,60,0.322019,0.059622,0.029028,0.007729,0.009087,0.010608,0.011535,0.009032,0.008133,0.006952,0.009646,0.00775,0.009798,0.013687
21,60,0.242154,0.054758,0.030146,0.007926,0.008806,0.014872,0.008425,0.012245,0.008444,0.006617,0.011373,0.007541,0.009739,0.015649
21,60,0.31099,0.057833,0.035785,0.00864,0.008438,0.010104,0.00954,0.011458,0.00986,0.006925,0.00858,0.010911,0.007952,0.016077
21,60,0.024673,0.020455,0.057481,0.008558,0.010716,0.009312,0.007684,0.00864,0.009229,0.007192,0.008513,0.007755,0.008171,0.010436
21,60,0.012465,0.012997,0.071416,0.008074,0.009415,0.009664,0.007181,0.008907,0.008283,0.007636,0.007634,0.008331,0.008015,0.01078
21,60,0.052991,0.026553,0.088416,0.009305,0.030164,0.031953,0.023833,0.028456,0.026837,0.024967,0.016053,0.01043,0.026113,0.040575
21,60,0.007298,0.008065,0.113269,0.009059,0.007386,0.009849,0.00902,0.007889,0.00775,0.008846,0.009318,0.006639,0.009133,0.011526
21,60,0.555218,0.071899,0.022986,0.007499,0.008283,0.01204,0.009198,0.010361,0.009009,0.00647,0.009587,0.008207,0.007782,0.013044
21,60,0.006329,0.008665,0.059924,0.007593,0.008765,0.010318,0.008724,0.008739,0.009117,0.006855,0.008345,0.007972,0.008647,0.010514
21,60,0.607781,0.079283,0.021952,0.006927,0.007888,0.011307,0.009143,0.008815,0.0082,0.007301,0.009674,0.006587,0.009333,0.013003
21,60,0.021407,0.016479,0.072152,0.009175,0.01251,0.013953,0.012779,0.015733,0.012343,0.011499,0.01627,0.014322,0.011656,0.018102
21,60,0.710491,0.085939,0.043307,0.007519,0.009325,0.010702,0.009673,0.011117,0.008116,0.006983,0.010896,0.006919,0.011211,0.014519
21,60,0.023401,0.0165,0.049538,0.007636,0.007873,0.009266,0.009118,0.007863,0.0075,0.00753,0.009922,0.006805,0.007877,0.013437
21,60,0.01299,0.014066,0.067291,0.0085,0.012429,0.0188,0.012618,0.012532,0.015067,0.011076,0.014734,0.011146,0.015347,0.016512
21,60,0.054677,0.025844,0.069843,0.00813,0.017101,0.015569,0.016886,0.015277,0.012159,0.012745,0.015373,0.010814,0.012716,0.019338
21,60,0.021986,0.016814,0.075022,0.011303,0.012488,0.016086,0.014084,0.012626,0.012106,0.015131,0.016075,0.010841,0.014464,0.016084
21,60,0.04064,0.020281,0.056277,0.011258,0.013161,0.013629,0.013253,0.017646,0.012395,0.010561,0.016749,0.013439,0.012498,0.017301
21,60,0.005387,0.00815,0.06681,0.008841,0.008686,0.00878,0.008793,0.009146,0.00776,0.007035,0.01071,0.007118,0.007243,0.011386
21,60,0.01296,0.013498,0.052617,0.008562,0.009594,0.008738,0.010802,0.009229,0.007554,0.007859,0.010731,0.006878,0.008869,0.012258
21,60,0.036724,0.023012,0.055422,0.009265,0.011709,0.017635,0.01425,0.012066,0.011312,0.011597,0.016249,0.012036,0.012492,0.021889
21,80,0.325982,0.060257,0.026328,0.007242,0.008513,0.010593,0.010657,0.008855,0.008153,0.007097,0.010255,0.006736,0.00858,0.013857
21,80,0.23805,0.054067,0.03224,0.007025,0.008524,0.011795,0.010259,0.009808,0.007977,0.006775,0.008588,0.007103,0.008331,0.012576
21,80,0.295003,0.053313,0.037773,0.006741,0.008638,0.010791,0.010463,0.008805,0.008,0.007853,0.010037,0.006628,0.00814,0.013991
21,80,0.023893,0.016792,0.055959,0.008212,0.00817,0.010945,0.00879,0.007899,0.00909,0.008375,0.00872,0.006842,0.009674,0.011085
21,80,0.012973,0.011975,0.075831,0.007415,0.008035,0.010278,0.009105,0.009337,0.007837,0.006659,0.011221,0.007102,0.006976,0.013334
21,80,0.056971,0.028507,0.095471,0.009869,0.025298,0.033353,0.028836,0.025691,0.025136,0.023436,0.012811,0.011701,0.030122,0.03282
21,80,0.006393,0.008987,0.119567,0.008509,0.007714,0.011051,0.008472,0.007805,0.010047,0.008201,0.008494,0.00731,0.008872,0.010502
21,80,0.552804,0.070805,0.02762,0.006617,0.008138,0.011569,0.009302,0.01193,0.008427,0.006742,0.010923,0.007279,0.007771,0.012413
21,80,0.006194,0.008925,0.066074,0.008753,0.008789,0.008549,0.007893,0.009841,0.00756,0.006796,0.0095,0.008319,0.007609,0.011222
21,80,0.603827,0.075063,0.025895,0.009075,0.00892,0.012729,0.009523,0.00995,0.009036,0.006616,0.009338,0.00856,0.007949,0.012523
21,80,0.022173,0.016057,0.061335,0.008632,0.013323,0.01741,0.01513,0.013078,0.011482,0.012533,0.017041,0.010665,0.011805,0.021674
21,80,0.706154,0.087545,0.036225,0.007443,0.008445,0.011442,0.010024,0.009321,0.009869,0.006973,0.009038,0.006926,0.008825,0.012851
21,80,0.025212,0.016668,0.050226,0.008504,0.008539,0.012175,0.007779,0.010082,0.008979,0.006858,0.010136,0.007643,0.0081,0.012647
21,80,0.012343,0.013933,0.063071,0.009485,0.012933,0.018188,0.013269,0.012476,0.012543,0.01228,0.017194,0.010566,0.012766,0.019102
21,80,0.0504,0.024577,0.080135,0.008238,0.013792,0.016632,0.013913,0.013392,0.014351,0.011175,0.013581,0.010881,0.014079,0.019729
21,80,0.02023,0.016692,0.088485,0.008366,0.011657,0.016714,0.014229,0.012305,0.011669,0.014912,0.016039,0.010315,0.013024,0.018478
21,80,0.034306,0.020689,0.075915,0.00804,0.012439,0.015837,0.014779,0.012377,0.012744,0.012743,0.018133,0.010358,0.012975,0.018846
21,80,0.00582,0.009181,0.058239,0.008796,0.008794,0.010959,0.008457,0.009002,0.010817,0.007426,0.010562,0.007935,0.00779,0.013324
21,80,0.012136,0.013838,0.05422,0.010079,0.008952,0.00854,0.009497,0.00936,0.007663,0.008526,0.010888,0.006885,0.010186,0.011344
21,80,0.033997,0.021305,0.061359,0.009444,0.012078,0.016354,0.013779,0.012287,0.011557,0.013518,0.015389,0.010808,0.013887,0.019665
21,100,0.327813,0.057616,0.02167,0.007544,0.009075,0.011577,0.010186,0.009185,0.010097,0.007394,0.009556,0.006601,0.008333,0.013449
21,100,0.247733,0.051421,0.0215,0.00716,0.009913,0.011751,0.009956,0.009548,0.007897,0.00693,0.009091,0.007511,0.007999,0.012983
21,100,0.293819,0.054174,0.025298,0.007179,0.00931,0.011217,0.00959,0.01141,0.008255,0.006763,0.009454,0.007928,0.008114,0.013224
21,100,0.024323,0.01605,0.04436,0.00807,0.008228,0.009411,0.009085,0.008314,0.007396,0.006894,0.008997,0.007384,0.007502,0.011489
21,100,0.012635,0.012987,0.053386,0.009652,0.008105,0.008742,0.007647,0.008887,0.008356,0.007004,0.007895,0.007236,0.007886,0.011135
21,100,0.054483,0.025879,0.065726,0.007904,0.024031,0.030525,0.028099,0.029945,0.027346,0.024943,0.013115,0.012579,0.028011,0.033
21,100,0.006213,0.009241,0.078287,0.009789,0.012259,0.014138,0.012497,0.015276,0.014491,0.010052,0.016101,0.009335,0.007878,0.011049
21,100,0.560794,0.07393,0.015575,0.007232,0.009467,0.011784,0.009194,0.011009,0.008478,0.007616,0.010398,0.006534,0.009233,0.013909
21,100,0.006793,0.008301,0.044466,0.00778,0.009297,0.009051,0.007886,0.009385,0.007462,0.006725,0.009296,0.007693,0.007759,0.011047
21,100,0.607062,0.075975,0.020408,0.008068,0.008719,0.01342,0.008774,0.00962,0.009513,0.006906,0.011162,0.008367,0.010068,0.014673
21,100,0.023033,0.018852,0.054485,0.00991,0.012746,0.014672,0.015097,0.015219,0.011371,0.014841,0.015435,0.012828,0.015115,0.017655
21,100,0.729681,0.08873,0.017932,0.007133,0.009418,0.011978,0.009527,0.010544,0.008478,0.006889,0.010166,0.007132,0.009501,0.015268
21,100,0.024021,0.01706,0.042582,0.008833,0.008248,0.010551,0.007488,0.008207,0.009053,0.007146,0.008471,0.007029,0.008909,0.010966
21,100,0.013742,0.012085,0.046084,0.010032,0.015177,0.016859,0.013394,0.012635,0.01487,0.012657,0.015056,0.013563,0.012484,0.020849
21,100,0.053579,0.03028,0.066364,0.009485,0.016415,0.019252,0.016634,0.017834,0.012205,0.014777,0.015323,0.010883,0.015418,0.018513
21,100,0.023638,0.017457,0.044774,0.009421,0.012907,0.019823,0.011827,0.015127,0.013924,0.012396,0.016948,0.013414,0.011507,0.020487
21,100,0.036742,0.024935,0.056404,0.009736,0.015913,0.016889,0.012794,0.015889,0.014163,0.011361,0.015464,0.0119,0.013139,0.016802
21,100,0.005736,0.008566,0.056861,0.007625,0.007728,0.009193,0.010451,0.008311,0.007887,0.007416,0.010027,0.006929,0.007775,0.011164
21,100,0.012766,0.01322,0.037907,0.009154,0.008898,0.008819,0.008828,0.009719,0.007764,0.007568,0.009454,0.00701,0.008303,0.011043
21,100,0.036045,0.020779,0.044932,0.008835,0.011646,0.015992,0.014155,0.012272,0.011662,0.012605,0.016897,0.010573,0.012263,0.020925
31,0,0.380725,0.128928,0.078256,0.018591,0.012415,0.023409,0.013901,0.019514,0.012721,0.016494,0.014142,0.015776,0.013147,0.021394
31,0,0.32494,0.114293,0.063489,0.016754,0.013918,0.019765,0.013199,0.019136,0.012377,0.015487,0.013084,0.014758,0.013171,0.021847
31,0,0.308035,0.114889,0.051734,0.017304,0.013769,0.021316,0.014023,0.021228,0.012433,0.01533,0.013317,0.015497,0.012409,0.022086
31,0,0.013138,0.026692,0.131991,0.019157,0.012432,0.019025,0.013967,0.01931,0.012567,0.017306,0.014401,0.017632,0.015249,0.020321
31,0,0.013832,0.028948,0.115336,0.017528,0.012177,0.018887,0.011665,0.01783,0.011893,0.016331,0.012325,0.015707,0.011843,0.022612
