Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
81,90,2,600,0.199396,0.297624,0.398284,0.149664,0.369283,0.16945,0.930581,0.05805,0.581446,0.059562,0.042499,0.059773,0.041887,0.066104,0.041433,0.056088,0.042801,0.056203,0.041754,0.059558,0.042627,0.064429
101,90,2,600,0.289881,0.517082,0.324314,0.210634,0.292187,0.234784,1.94644,0.102195,0.902891,0.09252,0.066381,0.093716,0.066097,0.103819,0.068612,0.084475,0.066482,0.087698,0.066209,0.093663,0.06951,0.089419
1,90,2,600,0.009142,0.000157,0.011755,9.9e-05,0.010454,8.8e-05,0.002211,0.000111,0.002202,0.000112,0.002164,0.00041,0.00218,0.000259,0.002183,9.7e-05,0.002184,9.4e-05,0.00217,0.000438,0.002184,0.000281
21,90,2,600,0.009333,0.006069,0.011901,0.003123,0.014922,0.003106,0.060652,0.004094,0.035565,0.004113,0.005878,0.004617,0.005394,0.005212,0.005131,0.004102,0.006054,0.004111,0.005124,0.004765,0.005142,0.004531
41,90,2,600,0.011139,0.021584,0.014021,0.011016,0.016736,0.010923,0.199232,0.015596,0.131725,0.015419,0.012172,0.015543,0.012282,0.016894,0.012048,0.0145,0.012927,0.014498,0.012265,0.015006,0.012222,0.014841
61,90,2,600,0.013717,0.04607,0.015393,0.024223,0.015536,0.026701,0.672477,0.034181,0.295882,0.032249,0.025929,0.032612,0.024445,0.036609,0.023948,0.031707,0.024776,0.031747,0.024992,0.031871,0.024008,0.032953
81,90,2,600,0.018324,0.081529,0.020581,0.0401,0.022645,0.040076,0.768994,0.066213,0.8286,0.05999,0.045821,0.057983,0.045703,0.063195,0.040913,0.056078,0.041908,0.055928,0.042022,0.058367,0.041268,0.058462
101,90,2,600,0.026423,0.129462,0.018592,0.062296,0.021047,0.067987,2.61609,0.098306,2.63393,0.095737,0.069677,0.095396,0.065915,0.111333,0.06597,0.087423,0.066621,0.087603,0.066097,0.092611,0.065479,0.092472
1,90,2,600,0.016189,0.000232,0.021669,0.000134,0.014022,8.7e-05,0.003196,0.000114,0.003186,0.000112,0.006235,0.001061,0.004812,0.000499,0.007428,0.000198,0.005026,0.000145,0.006458,0.001164,0.004741,0.000563
21,90,2,600,0.257089,0.028318,11.8984,0.014384,2.62451,0.012778,0.021949,0.004146,0.024037,0.004088,0.005867,0.005202,0.005716,0.005348,0.005806,0.004097,0.006278,0.004084,0.005886,0.005361,0.005898,0.004914
41,90,2,600,0.26929,0.101079,0.564036,0.051985,3.464,0.058706,0.082208,0.015415,0.080356,0.015076,0.013051,0.016187,0.012842,0.017358,0.012748,0.014554,0.013303,0.014572,0.012743,0.016156,0.012576,0.015621
61,90,2,600,0.277718,0.21514,0.593484,0.101331,0.443057,0.093658,0.169303,0.034548,0.200439,0.033687,0.025272,0.034156,0.024815,0.037302,0.024584,0.031657,0.025203,0.031354,0.024785,0.034052,0.024881,0.033266
81,90,2,600,0.362987,0.405885,0.623111,0.18118,1.92066,0.199033,0.318249,0.060378,0.353338,0.06112,0.04253,0.05971,0.042239,0.066238,0.041565,0.055839,0.041954,0.055783,0.041838,0.059795,0.041643,0.059083
101,90,2,600,0.450198,0.649233,6.96572,0.304071,5.11568,0.371839,1.62461,0.101096,0.856337,0.092244,0.068863,0.09402,0.066591,0.104221,0.065977,0.087878,0.067855,0.086346,0.066568,0.101733,0.06618,0.092892
1,90,2,600,0.010031,0.00017,0.012704,9.9e-05,0.011622,8.5e-05,0.003826,0.000172,0.003799,0.000172,0.003368,0.000921,0.003654,0.000534,0.003363,0.000145,0.003589,0.000149,0.003362,0.000974,0.003371,0.000603
21,90,2,600,0.252285,0.028394,0.763295,0.013766,0.749333,0.01377,0.021229,0.004097,0.020364,0.003986,0.005288,0.005217,0.005305,0.005113,0.00536,0.004309,0.005999,0.00411,0.005444,0.005237,0.00543,0.00525
41,90,2,600,0.315924,0.107947,1.40608,0.055534,1.81854,0.045073,0.080369,0.015872,0.070193,0.015012,0.012457,0.016207,0.012293,0.017344,0.012208,0.01457,0.012803,0.01455,0.012245,0.016104,0.01256,0.015224
61,90,2,600,0.293933,0.215004,6.85729,0.114348,0.500863,0.094104,0.245473,0.036277,0.183038,0.033568,0.024796,0.034097,0.024935,0.036946,0.024774,0.031093,0.024674,0.031769,0.024088,0.033841,0.024196,0.033451
81,90,2,600,0.275603,0.352514,3.30023,0.20531,4.76532,0.203752,0.311437,0.063077,0.251543,0.058932,0.043837,0.062879,0.04156,0.065895,0.040918,0.055825,0.041665,0.055733,0.041536,0.05949,0.041391,0.059092
101,90,2,600,0.368749,0.603546,2.88457,0.323436,7.65197,0.325927,0.765192,0.101321,0.551518,0.087852,0.066701,0.100553,0.066048,0.103525,0.06536,0.08758,0.067192,0.088154,0.066463,0.094132,0.068059,0.090348
1,90,2,600,0.009827,0.000166,0.012669,0.000102,0.010816,8.8e-05,0.002051,0.00011,0.002017,0.000112,0.002029,0.000528,0.002042,0.000324,0.002006,9.3e-05,0.002008,9.4e-05,0.002013,0.000563,0.002021,0.000362
21,90,2,600,0.010389,0.006125,0.012902,0.003128,0.015925,0.003112,0.068564,0.004113,0.049275,0.004087,0.005085,0.004445,0.004982,0.00514,0.004939,0.004416,0.005676,0.004094,0.004952,0.004618,0.004947,0.004467
41,90,2,600,0.012115,0.021641,0.0151,0.010927,0.016539,0.01094,0.169197,0.015628,0.154805,0.015287,0.012135,0.015338,0.011927,0.016725,0.011867,0.014652,0.012707,0.014121,0.011844,0.015237,0.011818,0.015037
61,90,2,600,0.014571,0.046286,0.016173,0.024627,0.01475,0.026742,0.716911,0.034349,0.341064,0.034236,0.02479,0.032845,0.023761,0.037793,0.023967,0.031584,0.024146,0.031761,0.023765,0.032775,0.023722,0.032585
81,90,2,600,0.018915,0.081419,0.021197,0.040242,0.017023,0.046014,2.05786,0.063538,1.16949,0.05955,0.042336,0.058201,0.041011,0.065106,0.040782,0.056152,0.044143,0.054145,0.041289,0.058975,0.041363,0.058335
101,90,2,600,0.026893,0.12961,0.027665,0.062606,0.017526,0.071235,2.95005,0.087731,3.66721,0.099395,0.06897,0.096497,0.067254,0.103163,0.066775,0.087607,0.068075,0.087473,0.068043,0.091966,0.067,0.101731
1,90,2,600,0.019453,0.000231,0.023686,0.000129,0.016796,9.3e-05,0.002849,0.000112,0.002819,0.000114,0.004355,0.000905,0.00446,0.00053,0.005671,0.000198,0.004709,0.000147,0.004152,0.000971,0.004257,0.000576
21,90,2,600,0.231612,0.02643,1.53857,0.012529,4.51235,0.014527,0.024103,0.00399,0.022556,0.004104,0.006081,0.005384,0.005937,0.005631,0.005684,0.00414,0.006145,0.004074,0.005703,0.005284,0.005748,0.004815
41,90,2,600,0.199843,0.086525,22.1951,0.064833,6.47357,0.051023,0.07326,0.015328,0.079853,0.015082,0.01308,0.01609,0.01277,0.017304,0.012488,0.014583,0.01296,0.014502,0.012465,0.016004,0.013048,0.014887
61,90,2,600,0.254985,0.19966,7.14155,0.098484,9.49784,0.114262,0.236068,0.03631,0.231984,0.033711,0.025714,0.033691,0.024713,0.036938,0.024413,0.031707,0.02584,0.030262,0.024867,0.033751,0.024421,0.033182
81,90,2,600,0.33515,0.379115,15.8839,0.200256,9.66993,0.223701,0.273963,0.063212,0.155113,0.058051,0.044018,0.058831,0.042208,0.066056,0.041626,0.055942,0.041887,0.05614,0.042828,0.059494,0.041791,0.058839
101,90,2,600,0.408342,0.604466,11.4496,0.324288,24.0379,0.375122,0.540426,0.098554,0.641766,0.091535,0.068782,0.093737,0.067887,0.103863,0.067306,0.08789,0.068267,0.087492,0.068816,0.102647,0.068812,0.089196
1,90,2,600,0.006584,0.000101,0.00549,6.6e-05,0.006074,6.4e-05,0.003142,0.000112,0.003129,0.000112,0.00508,0.00053,0.002041,0.000328,0.002033,0.0001,0.002486,9.5e-05,0.003177,0.000577,0.00204,0.000375
21,90,2,600,0.004743,0.004079,0.005496,0.002089,0.006414,0.002077,0.072004,0.004425,0.060533,0.004061,0.00513,0.004428,0.00499,0.004917,0.004966,0.004223,0.005522,0.00421,0.004907,0.004829,0.005005,0.004543
41,90,2,600,0.00551,0.01435,0.00711,0.007816,0.006382,0.007226,0.159049,0.015659,0.140372,0.015421,0.012213,0.015213,0.011864,0.016726,0.01187,0.014465,0.012318,0.014519,0.011812,0.015119,0.011861,0.014968
61,90,2,600,0.006826,0.030579,0.009035,0.016572,0.00664,0.015407,0.557424,0.034226,0.286206,0.034374,0.025636,0.03175,0.024124,0.035944,0.023577,0.031808,0.024235,0.031419,0.023937,0.032772,0.023683,0.032604
81,90,2,600,0.008697,0.054496,0.013344,0.026875,0.005836,0.028633,0.703936,0.059471,0.787149,0.059236,0.0416,0.058985,0.042216,0.064043,0.040649,0.061405,0.041162,0.055973,0.0413,0.058695,0.041125,0.058083
101,90,2,600,0.015073,0.086409,0.017538,0.041931,0.005614,0.047022,2.6213,0.08738,2.1434,0.099524,0.066025,0.093465,0.068047,0.10435,0.066961,0.087751,0.067444,0.088003,0.067606,0.092978,0.06841,0.094105
1,90,2,600,0.012797,0.000168,0.012795,0.0001,0.01142,0.000104,0.004261,0.00017,0.004242,0.000175,0.003588,0.000878,0.003598,0.000521,0.003566,0.00015,0.004087,0.000148,0.003585,0.00095,0.004014,0.000589
21,90,2,600,0.190881,0.024345,0.4804,0.013017,1.57073,0.014293,0.032832,0.00425,0.027254,0.003981,0.005577,0.005267,0.005833,0.005285,0.005669,0.004092,0.006032,0.004024,0.005672,0.005565,0.005699,0.004843
41,90,2,600,0.245795,0.093597,1.38448,0.048282,0.480737,0.044635,0.093196,0.015101,0.063748,0.015075,0.012781,0.016125,0.01262,0.018468,0.012605,0.014596,0.012904,0.014639,0.012631,0.016053,0.012582,0.015617
61,90,2,600,0.3461,0.230789,0.994085,0.094157,1.7593,0.118789,0.215291,0.036089,0.214195,0.033815,0.025049,0.033987,0.02564,0.036054,0.024597,0.031765,0.024756,0.0316,0.024531,0.036967,0.024428,0.033359
81,90,2,600,0.284097,0.353028,0.706165,0.1646,0.481038,0.184456,0.538675,0.061362,0.335758,0.059332,0.042596,0.059949,0.044157,0.064247,0.041622,0.056007,0.041795,0.055901,0.041897,0.059621,0.042022,0.059202
101,90,2,600,0.332516,0.562002,0.534578,0.275508,0.557131,0.308225,1.05202,0.092962,1.33139,0.091888,0.066363,0.093391,0.066173,0.104545,0.067235,0.087716,0.067715,0.086416,0.066774,0.093781,0.066198,0.092945
1,90,2,600,0.008815,0.000162,0.011607,9.8e-05,0.010348,8.7e-05,0.002209,0.00011,0.002174,0.000112,0.002156,0.00053,0.002203,0.00033,0.002193,9.5e-05,0.002155,9.8e-05,0.002193,0.000582,0.002184,0.000369
21,90,2,600,0.01628,0.0081,0.021501,0.004183,0.014832,0.003086,0.093395,0.004814,0.065363,0.004121,0.005352,0.004587,0.005174,0.005206,0.005277,0.003969,0.005923,0.00399,0.005152,0.004592,0.005349,0.004381
41,90,2,600,0.018921,0.028833,0.023824,0.014664,0.01439,0.012048,0.187696,0.015583,0.144927,0.016001,0.012408,0.015399,0.012009,0.016744,0.012175,0.014325,0.012832,0.014583,0.012256,0.015015,0.012029,0.015011
61,90,2,600,0.022106,0.063705,0.027719,0.032268,0.015069,0.02671,0.557786,0.034295,0.249908,0.034134,0.02543,0.032264,0.024017,0.036487,0.023809,0.031679,0.024606,0.031353,0.025122,0.031623,0.024041,0.03261
81,90,2,600,0.031333,0.108711,0.029189,0.053716,0.017137,0.045798,2.44896,0.064131,1.40526,0.059696,0.042162,0.058906,0.041681,0.065236,0.041498,0.055535,0.043132,0.05486,0.041598,0.058837,0.041432,0.058381
101,90,2,600,0.042496,0.172972,0.040576,0.083403,0.018003,0.071176,0.978895,0.092949,2.23141,0.098726,0.069007,0.093495,0.067474,0.103536,0.067674,0.087954,0.066046,0.087712,0.06609,0.093022,0.06673,0.092444
1,90,2,600,0.018421,0.000221,0.022729,0.00013,0.0164,9.5e-05,0.002998,0.000124,0.00297,0.000115,0.005242,0.001154,0.00524,0.000717,0.005186,0.000198,0.004521,0.000156,0.005248,0.001232,0.005194,0.000798
21,90,2,600,0.338447,0.03027,16.1335,0.016206,14.5957,0.015947,0.031766,0.004125,0.024005,0.004072,0.005743,0.005227,0.006173,0.005108,0.005707,0.004116,0.006238,0.004069,0.005707,0.005312,0.00573,0.004853
41,90,2,600,0.404585,0.116038,20.9513,0.060771,18.5829,0.058297,0.08191,0.015909,0.086287,0.01462,0.012911,0.016054,0.012794,0.017287,0.012655,0.014652,0.013017,0.014502,0.012681,0.01599,0.012717,0.015427
61,90,2,600,0.425546,0.244775,24.1265,0.131497,10.4533,0.12883,0.173657,0.035983,0.156977,0.033545,0.025313,0.033939,0.02485,0.036992,0.024475,0.031823,0.024966,0.031748,0.0247,0.033806,0.024536,0.033329
81,90,2,600,0.412559,0.408679,28.3799,0.233945,2.38334,0.227398,0.281445,0.062436,0.162137,0.058344,0.042642,0.06001,0.042139,0.066269,0.041847,0.05589,0.042304,0.055869,0.04251,0.059758,0.041901,0.059268
101,90,2,600,0.526315,0.690199,30.9979,0.382453,7.20042,0.372996,0.829125,0.09785,0.253493,0.091028,0.06697,0.103074,0.06744,0.103729,0.068083,0.084418,0.065997,0.087321,0.066192,0.093395,0.066078,0.092693
1,90,2,600,0.009422,0.000155,0.012156,9.9e-05,0.011688,9.2e-05,0.00402,0.000179,0.004034,0.000172,0.003807,0.000755,0.004047,0.002851,0.00381,0.000145,0.004016,0.000144,0.00388,0.000803,0.003853,0.000486
21,90,2,600,0.192188,0.024323,0.534907,0.012294,0.483568,0.012683,0.044909,0.004108,0.028058,0.004096,0.005582,0.005249,0.005804,0.005278,0.005637,0.004087,0.006308,0.00392,0.005646,0.005263,0.005675,0.00484
41,90,2,600,0.19136,0.086286,2.44436,0.048019,0.628012,0.052208,0.129563,0.015332,0.121898,0.015296,0.012736,0.016182,0.01268,0.017306,0.012553,0.014674,0.013143,0.014518,0.012516,0.01612,0.012468,0.015529
61,90,2,600,0.249514,0.199642,0.364824,0.088378,0.658343,0.128216,0.256781,0.034584,0.188864,0.035061,0.025029,0.033812,0.024766,0.037209,0.024267,0.031644,0.024966,0.031597,0.02439,0.033989,0.025525,0.032116
81,90,2,600,0.240854,0.325493,0.45043,0.164133,0.361593,0.170398,0.664353,0.059599,0.649357,0.059261,0.04244,0.060089,0.042002,0.065926,0.041666,0.055765,0.042475,0.055635,0.041733,0.059608,0.041767,0.058924
101,90,2,600,0.234867,0.475571,0.784136,0.254547,0.727954,0.282266,1.48439,0.100603,1.08946,0.095645,0.068474,0.094887,0.067757,0.105425,0.066964,0.087593,0.066495,0.087515,0.06939,0.090392,0.065972,0.093202
1,90,2,600,0.010117,0.000168,0.012801,9.5e-05,0.012216,8.8e-05,0.002288,0.000113,0.002283,0.000112,0.002281,0.000568,0.002292,0.000344,0.002238,9.8e-05,0.002243,0.000101,0.002292,0.000614,0.002264,0.000374
21,90,2,600,0.018071,0.00807,0.023828,0.004196,0.01413,0.003119,0.070459,0.004112,0.055309,0.004039,0.008816,0.007452,0.008724,0.007482,0.008668,0.006339,0.010804,0.006285,0.008676,0.007175,0.008849,0.006943
41,90,2,600,0.020748,0.028825,0.02606,0.014619,0.015968,0.010897,0.218579,0.015857,0.16365,0.015485,0.019948,0.023688,0.019606,0.02712,0.020111,0.023095,0.021888,0.022454,0.02072,0.023633,0.019709,0.023251
61,90,2,600,0.02296,0.061435,0.024829,0.03105,0.017663,0.023272,0.744634,0.036363,0.320536,0.034351,0.039733,0.050785,0.039539,0.056178,0.040111,0.048602,0.043545,0.04834,0.039172,0.053527,0.039472,0.050547
81,90,2,600,0.043151,0.136217,0.04728,0.067238,0.01944,0.040011,2.5442,0.059648,0.998034,0.059563,0.092408,0.122348,0.067177,0.100519,0.092972,0.116515,0.06886,0.086571,0.093231,0.122471,0.093357,0.121528
101,90,2,600,0.042394,0.173662,0.040721,0.083564,0.018571,0.071187,2.61365,0.099106,4.08413,0.089249,0.108511,0.142454,0.108854,0.158413,0.107483,0.135194,0.10989,0.135111,0.108037,0.142304,0.108059,0.142096
1,90,2,600,0.011856,0.000167,0.012784,0.000104,0.010911,8.8e-05,0.004036,0.000172,0.004002,0.000176,0.003605,0.000829,0.00361,0.000534,0.003579,0.000148,0.00403,0.000147,0.003623,0.000901,0.003618,0.000579
21,90,2,600,0.339458,0.033742,4.58497,0.01914,7.78958,0.018002,0.018792,0.004148,0.022038,0.004041,0.005538,0.005911,0.005989,0.005301,0.005527,0.004092,0.006051,0.00408,0.00549,0.005382,0.005612,0.004843
41,90,2,600,0.425978,0.122568,11.6205,0.068484,6.86083,0.059597,0.073189,0.015091,0.076075,0.014974,0.012567,0.016106,0.012668,0.017287,0.012328,0.014459,0.012996,0.014614,0.01231,0.017099,0.012327,0.01547
61,90,2,600,0.434283,0.260453,13.1294,0.147472,8.06269,0.146487,0.23388,0.038228,0.161714,0.033527,0.025229,0.033581,0.024847,0.037142,0.024084,0.031678,0.024842,0.031671,0.024204,0.033812,0.02429,0.033406
81,90,2,600,0.486008,0.46431,17.0736,0.259716,9.50315,0.251548,0.307787,0.062754,0.253106,0.058819,0.042108,0.06492,0.044092,0.063981,0.041359,0.055756,0.042153,0.055816,0.041793,0.059582,0.041682,0.059135
101,90,2,600,0.463292,0.690994,8.51869,0.349501,5.28981,0.398962,0.630878,0.098951,0.615682,0.091499,0.066109,0.094014,0.066214,0.103994,0.065559,0.087528,0.067158,0.087276,0.066089,0.093455,0.066138,0.093083
1,90,2,600,0.015929,0.000212,0.021343,0.000131,0.014868,8.7e-05,0.003025,0.000113,0.003009,0.000112,0.00423,0.000852,0.004806,0.000475,0.005418,0.000197,0.004774,0.000148,0.004145,0.000785,0.004209,0.000507
21,90,2,600,0.167165,0.024649,0.420171,0.012695,0.560437,0.011894,0.020311,0.004124,0.023769,0.004108,0.005754,0.00523,0.005955,0.005165,0.005892,0.004134,0.006169,0.004119,0.005749,0.005242,0.005891,0.004662
41,90,2,600,0.146917,0.079188,0.714196,0.045031,0.339877,0.040301,0.089006,0.015252,0.088539,0.01549,0.012697,0.016118,0.012802,0.017396,0.012593,0.014605,0.013063,0.014606,0.013148,0.015472,0.012606,0.015471
61,90,2,600,0.195039,0.18414,0.362061,0.088652,0.324326,0.091456,0.212244,0.034241,0.213395,0.035134,0.025508,0.033915,0.024885,0.037171,0.025248,0.031134,0.025017,0.031615,0.024792,0.033932,0.02455,0.033639
81,90,2,600,0.349802,0.407545,0.416582,0.164439,0.350531,0.170331,0.851856,0.060561,0.46582,0.057944,0.042591,0.059817,0.042157,0.066038,0.04166,0.056109,0.04238,0.05608,0.042073,0.059443,0.042755,0.058226
101,90,2,600,0.261154,0.51899,0.58347,0.257847,0.35132,0.260956,3.19176,0.099762,1.86182,0.099264,0.066915,0.094639,0.067723,0.102613,0.06581,0.087507,0.06675,0.087797,0.066776,0.093556,0.066513,0.093168
1,90,2,600,0.017936,0.000224,0.023469,0.00014,0.014706,9.1e-05,0.002968,0.000112,0.002955,0.000113,0.004708,0.000285,0.00473,0.000233,0.006343,0.000203,0.004705,0.000147,0.004648,0.000307,0.004635,0.000226
21,90,2,600,0.092682,0.018605,0.136414,0.008506,0.13245,0.00858,0.055362,0.004121,0.040753,0.004118,0.006261,0.005447,0.005887,0.005376,0.005699,0.00412,0.006062,0.004117,0.005702,0.005514,0.005718,0.004887
41,90,2,600,0.098697,0.064796,0.427034,0.038016,0.136784,0.033127,0.139929,0.015268,0.107379,0.015225,0.013302,0.016094,0.012711,0.017197,0.012588,0.014649,0.013044,0.014593,0.01315,0.015359,0.012821,0.015415
61,90,2,600,0.10159,0.138153,0.16619,0.070594,0.152484,0.071399,0.291085,0.034322,0.240114,0.033986,0.02517,0.036836,0.024865,0.037083,0.024415,0.031643,0.024831,0.03163,0.024614,0.033722,0.024508,0.03309
81,90,2,600,0.123749,0.245134,0.164066,0.120239,0.170864,0.122973,2.13054,0.059953,0.825035,0.06494,0.042805,0.059686,0.042302,0.065738,0.04195,0.056112,0.042287,0.055921,0.042805,0.058972,0.04225,0.058985
101,90,2,600,0.159211,0.388263,0.156646,0.185744,0.13918,0.18962,3.42489,0.100118,1.36747,0.099455,0.067335,0.094007,0.068923,0.101057,0.065783,0.087572,0.068213,0.085646,0.068779,0.091442,0.067538,0.091922
1,90,2,600,0.009619,0.000169,0.012287,0.000105,0.010909,9e-05,0.004207,0.000182,0.004169,0.000173,0.003688,0.001067,0.0037,0.000645,0.00367,0.000149,0.004038,0.00015,0.003684,0.001151,0.003643,0.000706
21,90,2,600,0.291042,0.030366,2.3454,0.015291,2.36677,0.014901,0.024084,0.004075,0.027571,0.00412,0.005604,0.005249,0.005781,0.005259,0.005742,0.004099,0.006187,0.004078,0.005615,0.005364,0.005675,0.004839
41,90,2,600,0.262557,0.1009,1.72902,0.05211,4.94327,0.059739,0.093455,0.015229,0.112218,0.015568,0.012546,0.016036,0.012514,0.017241,0.012376,0.014552,0.013092,0.014495,0.012364,0.01595,0.012432,0.015422
61,90,2,600,0.274678,0.214303,0.829115,0.112443,5.70719,0.128925,0.233857,0.034761,0.213486,0.033641,0.025136,0.033792,0.025034,0.037164,0.024251,0.031782,0.025016,0.031364,0.024364,0.033963,0.024589,0.03328
81,90,2,600,0.370923,0.40758,4.21976,0.228722,3.27625,0.225164,0.286941,0.060789,0.27707,0.058905,0.042499,0.059583,0.042224,0.065978,0.043544,0.054184,0.042099,0.055841,0.042002,0.059745,0.041805,0.058951
101,90,2,600,0.379252,0.604349,5.89292,0.303037,1.65324,0.291314,0.722653,0.093111,0.486107,0.092216,0.066524,0.093524,0.065947,0.103575,0.065529,0.087553,0.066347,0.087017,0.066281,0.093558,0.066837,0.091948
1,90,2,600,0.005973,0.000119,0.005334,6.5e-05,0.005307,5.8e-05,0.003014,0.000122,0.003036,0.000111,0.001998,0.000681,0.001969,0.000403,0.001962,9.6e-05,0.002448,9.7e-05,0.001977,0.000725,0.001942,0.000451
21,90,2,600,0.004505,0.004072,0.007126,0.002102,0.005868,0.002077,0.091623,0.004378,0.065572,0.003927,0.004996,0.004708,0.005018,0.005113,0.005094,0.003997,0.005445,0.004064,0.00497,0.004756,0.004975,0.004455
41,90,2,600,0.005409,0.014389,0.005796,0.00726,0.00608,0.007248,0.205786,0.015735,0.165724,0.015398,0.012703,0.015078,0.011836,0.016846,0.011933,0.014464,0.012276,0.014546,0.011841,0.015402,0.011895,0.01506
61,90,2,600,0.006724,0.030786,0.009001,0.015498,0.005873,0.016564,0.647271,0.034146,0.323339,0.034102,0.024629,0.033238,0.02378,0.039559,0.023747,0.031579,0.024241,0.03181,0.02377,0.036245,0.023871,0.032918
81,90,2,600,0.009002,0.054384,0.010046,0.028949,0.007146,0.030641,3.73103,0.062803,1.07553,0.059352,0.043747,0.056581,0.041141,0.070512,0.042773,0.053994,0.041153,0.056184,0.041529,0.058791,0.042751,0.058472
101,90,2,600,0.013343,0.086756,0.017326,0.042179,0.008427,0.047186,2.8085,0.092754,3.28653,0.102868,0.069061,0.093913,0.065201,0.10289,0.064915,0.087434,0.066411,0.087548,0.065481,0.092499,0.065216,0.092284
1,90,2,600,0.009944,0.000172,0.012625,9.7e-05,0.010971,9.4e-05,0.002261,0.000112,0.00223,0.000124,0.002239,0.000586,0.002217,0.000349,0.002225,0.000103,0.002234,9.5e-05,0.00222,0.000629,0.002241,0.000403
21,90,2,600,0.01014,0.006055,0.012852,0.003147,0.016226,0.003107,0.059433,0.004027,0.042248,0.004208,0.005236,0.004583,0.005155,0.00485,0.005256,0.003996,0.00602,0.004005,0.005226,0.004939,0.005188,0.004502
41,90,2,600,0.011859,0.021597,0.014928,0.010924,0.016554,0.012664,0.208547,0.015508,0.144862,0.015505,0.012344,0.015328,0.012155,0.0169,0.012,0.014568,0.012856,0.014489,0.011975,0.015185,0.012657,0.014382
61,90,2,600,0.031908,0.076682,0.037914,0.039731,0.016867,0.026873,0.595602,0.034434,0.319621,0.032908,0.053445,0.07159,0.05311,0.07831,0.052996,0.065884,0.041209,0.048823,0.054777,0.067078,0.053181,0.06779
81,90,2,600,0.04151,0.135231,0.044887,0.066958,0.021538,0.039953,1.62689,0.063958,1.33648,0.055983,0.09301,0.120363,0.092091,0.134386,0.09064,0.116778,0.06854,0.08589,0.094056,0.120782,0.066646,0.094783
