Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.24895,0.000813,0.088878,0.000165,0.083512,0.000144,0.042605,0.000289,0.046426,0.000299,0.040062,0.001821,0.056219,0.000769,0.032639,0.000233,0.038776,0.000256,0.038422,0.001842,0.040412,0.001291
21,90,2,600,0.10033,0.017222,0.097444,0.00854,0.138787,0.008161,0.235711,0.009285,0.21479,0.00924,0.045957,0.010351,0.049754,0.009483,0.039033,0.009165,0.040906,0.00996,0.04305,0.011743,0.034099,0.010552
41,90,2,600,0.09826,0.053728,0.101359,0.026809,0.129564,0.027711,0.800297,0.033172,0.671035,0.033226,0.101004,0.042918,0.100092,0.041763,0.07899,0.039971,0.084414,0.042006,0.060323,0.035514,0.054845,0.03352
61,90,2,600,0.094866,0.112041,0.12354,0.060996,0.148427,0.055947,1.30961,0.064079,1.28258,0.067696,0.072107,0.070552,0.068066,0.079215,0.069903,0.061032,0.070329,0.061179,0.068439,0.067494,0.062368,0.065735
81,90,2,600,0.127401,0.18922,0.110022,0.096017,0.100692,0.092693,2.41657,0.107758,2.46122,0.109851,0.112537,0.136338,0.149856,0.135425,0.160343,0.133731,0.124189,0.106649,0.134601,0.155682,0.087027,0.110619
101,90,2,600,0.090206,0.283011,0.108223,0.164366,0.163214,0.153739,4.47572,0.172072,3.12938,0.173692,0.138745,0.18195,0.125957,0.177403,0.122416,0.169155,0.133559,0.170302,0.125811,0.173892,0.131668,0.182318
1,90,2,600,0.165903,0.000474,0.193477,0.000327,0.149115,0.000192,0.037011,0.000252,0.038948,0.000273,0.072159,0.002349,0.064985,0.001137,0.080896,0.000543,0.068308,0.000327,0.072887,0.003047,0.062809,0.00204
21,90,2,600,4.54949,0.077193,4.84514,0.04249,7.32029,0.041041,0.211785,0.008997,0.215958,0.009793,0.038828,0.011303,0.044545,0.011693,0.040396,0.008405,0.052326,0.008878,0.040859,0.011949,0.043358,0.009325
41,90,2,600,4.23682,0.257083,4.44486,0.134974,8.16385,0.126567,0.551978,0.031709,0.522716,0.030292,0.054906,0.032997,0.051553,0.036009,0.076943,0.032856,0.058487,0.029652,0.053258,0.032853,0.04981,0.032411
61,90,2,600,5.94307,0.625044,5.22152,0.299986,8.72758,0.307051,1.14201,0.063753,0.87103,0.067549,0.077389,0.080132,0.087048,0.083296,0.149093,0.089829,0.167462,0.097741,0.077878,0.09222,0.189175,0.104464
81,90,2,600,9.35437,1.58331,5.84587,0.562271,9.71608,0.514299,1.86796,0.119439,1.56283,0.150592,0.296599,0.329629,0.249945,0.153677,0.193213,0.119948,0.167476,0.175901,0.207112,0.220746,0.346263,0.299023
101,90,2,600,13.693,2.96714,6.39633,0.781284,9.12721,0.787717,2.38175,0.172365,2.25072,0.17349,0.142956,0.189596,0.132002,0.188782,0.124544,0.168351,0.135941,0.164998,0.140789,0.180383,0.139435,0.171076
1,90,2,600,0.097948,0.000307,0.102048,0.000257,0.092959,0.000213,0.072551,0.000409,0.07499,0.000496,0.055915,0.000659,0.073703,0.000579,0.067038,0.000329,0.167729,0.000519,0.075848,0.000458,0.048401,0.000395
21,90,2,600,0.29252,0.029227,0.317433,0.016952,0.435281,0.014813,0.169942,0.009138,0.14972,0.00932,0.039253,0.010231,0.044261,0.008768,0.038384,0.008908,0.047864,0.00887,0.042034,0.011916,0.040127,0.010143
41,90,2,600,0.257681,0.108333,0.329433,0.055312,0.550957,0.05473,0.518122,0.031753,0.475687,0.035401,0.064094,0.037298,0.063859,0.035178,0.052538,0.03359,0.076153,0.031987,0.057041,0.034287,0.05215,0.033692
61,90,2,600,0.353541,0.223927,0.334705,0.114516,0.651624,0.115661,1.1277,0.069738,0.883169,0.068442,0.084715,0.070473,0.08667,0.066357,0.070869,0.064837,0.075092,0.064377,0.097855,0.072188,0.087157,0.076059
81,90,2,600,0.383741,0.436938,0.339642,0.202989,0.462212,0.18537,1.64919,0.121487,1.70691,0.124343,0.115526,0.122009,0.116509,0.152968,0.148635,0.12916,0.138098,0.120728,0.100908,0.122081,0.11024,0.118028
101,90,2,600,0.262883,0.586293,0.354215,0.304196,0.51082,0.296242,2.13201,0.181372,1.83071,0.183113,0.132166,0.173967,0.135843,0.177666,0.125444,0.161671,0.133048,0.160675,0.127579,0.180218,0.15152,0.172214
1,90,2,600,0.149668,0.000489,0.196553,0.000369,0.116833,0.000238,0.06024,0.00037,0.082862,0.000385,0.099909,0.002519,0.067947,0.00116,0.064395,0.00035,0.055576,0.000386,0.104265,0.002708,0.103987,0.001511
