Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.00271,4.6e-05,0.000973,1.6e-05,0.000961,6.1e-05,0.000973,4.2e-05
toy_instances/toy_instance_1.txt,1,20,0.001035,4.4e-05,0.000931,1.9e-05,0.000966,4.3e-05,0.000907,5.5e-05
toy_instances/toy_instance_1.txt,1,40,0.001313,3.1e-05,0.000956,2e-05,0.001076,2.9e-05,0.000838,5.2e-05
toy_instances/toy_instance_1.txt,1,60,0.001186,4.4e-05,0.000998,1.8e-05,0.001913,5e-05,0.001141,5.3e-05
toy_instances/toy_instance_1.txt,1,80,0.001054,3e-05,0.000857,2e-05,0.000886,3.1e-05,0.000948,5.8e-05
toy_instances/toy_instance_1.txt,1,100,0.000924,4.6e-05,0.000875,4.3e-05,0.001242,3.9e-05,0.002937,9.1e-05
toy_instances/toy_instance_1.txt,11,0,0.001469,0.000481,0.002099,0.000352,0.002554,0.000344,0.002063,0.004391
toy_instances/toy_instance_1.txt,11,20,0.001877,0.00056,0.001255,0.000357,0.002305,0.000485,0.001453,0.003837
toy_instances/toy_instance_1.txt,11,40,0.002431,0.000534,0.00199,0.000277,0.002594,0.000401,0.001514,0.004369
toy_instances/toy_instance_1.txt,11,60,0.001679,0.000434,0.001449,0.000286,0.002429,0.000363,0.001692,0.003407
toy_instances/toy_instance_1.txt,11,80,0.001287,0.001284,0.004498,0.000256,0.002166,0.0003,0.002114,0.003662
toy_instances/toy_instance_1.txt,11,100,0.001095,0.000365,0.001635,0.000257,0.00198,0.000313,0.0014,0.001585
toy_instances/toy_instance_1.txt,21,0,0.003436,0.00138,0.002493,0.000772,0.004457,0.000775,0.003676,0.004955
toy_instances/toy_instance_1.txt,21,20,0.001228,0.000712,0.001199,0.000506,0.00572,0.001733,0.001327,0.002227
toy_instances/toy_instance_1.txt,21,40,0.00118,0.001081,0.003723,0.001849,0.002879,0.000597,0.001405,0.002556
toy_instances/toy_instance_1.txt,21,60,0.002313,0.001203,0.001227,0.000605,0.003257,0.001043,0.002122,0.005959
toy_instances/toy_instance_1.txt,21,80,0.001297,0.001351,0.002183,0.000686,0.002736,0.000605,0.002468,0.00446
toy_instances/toy_instance_1.txt,21,100,0.001119,0.000983,0.001063,0.00039,0.001798,0.000648,0.00269,0.004519
toy_instances/toy_instance_1.txt,31,0,0.001086,0.001226,0.001496,0.000907,0.008314,0.001423,0.001629,0.005022
toy_instances/toy_instance_1.txt,31,20,0.001084,0.001453,0.001327,0.000938,0.00945,0.001482,0.001407,0.002972
toy_instances/toy_instance_1.txt,31,40,0.000904,0.002491,0.003803,0.001522,0.004321,0.001156,0.003199,0.005847
toy_instances/toy_instance_1.txt,31,60,0.000877,0.001116,0.001371,0.000856,0.006898,0.002758,0.001441,0.002935
toy_instances/toy_instance_1.txt,31,80,0.002056,0.002563,0.001281,0.00095,0.004588,0.00351,0.00238,0.002724
toy_instances/toy_instance_1.txt,31,100,0.000848,0.00134,0.003589,0.00165,0.002073,0.001066,0.001542,0.003059
toy_instances/toy_instance_1.txt,41,0,0.002111,0.004185,0.002046,0.002057,0.008178,0.002805,0.003117,0.007017
toy_instances/toy_instance_1.txt,41,20,0.000858,0.002402,0.004936,0.003705,0.011418,0.001964,0.004551,0.006161
toy_instances/toy_instance_1.txt,41,40,0.001095,0.002343,0.002864,0.004316,0.006464,0.004902,0.002422,0.004791
toy_instances/toy_instance_1.txt,41,60,0.001734,0.003375,0.003019,0.003932,0.007061,0.004722,0.003409,0.008801
toy_instances/toy_instance_1.txt,41,80,0.001173,0.005162,0.004476,0.005797,0.009555,0.008037,0.003511,0.010889
toy_instances/toy_instance_1.txt,41,100,0.001148,0.002354,0.002173,0.004597,0.003428,0.001985,0.002306,0.007089
toy_instances/toy_instance_1.txt,51,0,0.001369,0.00533,0.003448,0.002903,0.010756,0.009126,0.004709,0.007602
toy_instances/toy_instance_1.txt,51,20,0.001279,0.003016,0.003273,0.004994,0.006878,0.008654,0.004921,0.009785
toy_instances/toy_instance_1.txt,51,40,0.001214,0.00308,0.004205,0.005959,0.007945,0.008326,0.004661,0.009691
toy_instances/toy_instance_1.txt,51,60,0.001223,0.003002,0.004093,0.005696,0.006785,0.007122,0.003992,0.009164
toy_instances/toy_instance_1.txt,51,80,0.001473,0.00326,0.003856,0.005537,0.007164,0.008223,0.004998,0.009057
toy_instances/toy_instance_1.txt,51,100,0.001249,0.003468,0.005535,0.005902,0.005022,0.005877,0.004073,0.007179
toy_instances/toy_instance_1.txt,61,0,0.004651,0.006888,0.003949,0.004095,0.015318,0.008964,0.004159,0.011321
toy_instances/toy_instance_1.txt,61,20,0.001579,0.004786,0.008926,0.008212,0.010138,0.00651,0.005417,0.006031
toy_instances/toy_instance_1.txt,61,40,0.00463,0.008101,0.004089,0.004394,0.017539,0.00579,0.00446,0.012054
toy_instances/toy_instance_1.txt,61,60,0.001825,0.005131,0.006889,0.007596,0.01009,0.006612,0.008054,0.009392
toy_instances/toy_instance_1.txt,61,80,0.002544,0.011856,0.009553,0.010061,0.015428,0.011201,0.009301,0.00783
toy_instances/toy_instance_1.txt,61,100,0.002613,0.008576,0.006865,0.00467,0.004807,0.006288,0.008253,0.011442
toy_instances/toy_instance_1.txt,71,0,0.003162,0.008422,0.009251,0.010124,0.019841,0.014774,0.007506,0.014785
toy_instances/toy_instance_1.txt,71,20,0.00286,0.010945,0.009164,0.011597,0.020953,0.012918,0.007561,0.016107
toy_instances/toy_instance_1.txt,71,40,0.003152,0.009897,0.007665,0.013244,0.017892,0.010796,0.007143,0.013764
toy_instances/toy_instance_1.txt,71,60,0.004563,0.009716,0.006686,0.012431,0.014791,0.010998,0.014932,0.017836
toy_instances/toy_instance_1.txt,71,80,0.005216,0.012308,0.009798,0.011995,0.019452,0.013067,0.010144,0.01879
toy_instances/toy_instance_1.txt,71,100,0.004419,0.015108,0.015472,0.010766,0.011894,0.010456,0.006271,0.011376
toy_instances/toy_instance_1.txt,81,0,0.00308,0.014686,0.00864,0.015314,0.021209,0.012878,0.010783,0.015283
toy_instances/toy_instance_1.txt,81,20,0.001907,0.014749,0.009117,0.012055,0.020253,0.02035,0.012668,0.019413
toy_instances/toy_instance_1.txt,81,40,0.002182,0.01429,0.01431,0.012503,0.022988,0.019275,0.015571,0.016469
toy_instances/toy_instance_1.txt,81,60,0.002004,0.012231,0.010063,0.014087,0.013914,0.016103,0.008591,0.017799
toy_instances/toy_instance_1.txt,81,80,0.002267,0.013723,0.012668,0.012794,0.012824,0.018,0.010387,0.018754
toy_instances/toy_instance_1.txt,81,100,0.002789,0.014568,0.010435,0.013271,0.012997,0.012578,0.012806,0.011843
toy_instances/toy_instance_1.txt,91,0,0.002587,0.01824,0.010413,0.021008,0.021408,0.018334,0.010055,0.021723
toy_instances/toy_instance_1.txt,91,20,0.002663,0.020097,0.010107,0.020712,0.026594,0.017925,0.019019,0.017271
toy_instances/toy_instance_1.txt,91,40,0.002447,0.016861,0.013242,0.015438,0.022188,0.015399,0.009901,0.023329
toy_instances/toy_instance_1.txt,91,60,0.002138,0.01659,0.009718,0.017168,0.025779,0.017728,0.009744,0.0219
toy_instances/toy_instance_1.txt,91,80,0.002386,0.017306,0.010026,0.021101,0.020637,0.016409,0.01329,0.018237
toy_instances/toy_instance_1.txt,91,100,0.002181,0.017779,0.013965,0.013186,0.010234,0.019221,0.019063,0.02193
