STANDARD,1,0,2,0.002787,0.00271,4.6e-05
KC_HOG,1,0,1,0.001045,0.000973,4.2e-05
STANDARD,1,20,2,0.001114,0.001035,4.4e-05
KC_HOG,1,20,1,0.001004,0.000907,5.5e-05
STANDARD,1,40,2,0.001382,0.001313,3.1e-05
KC_HOG,1,40,1,0.000934,0.000838,5.2e-05
STANDARD,1,60,2,0.001267,0.001186,4.4e-05
KC_HOG,1,60,1,0.001245,0.001141,5.3e-05
STANDARD,1,80,2,0.001114,0.001054,3e-05
KC_HOG,1,80,1,0.001037,0.000948,5.8e-05
STANDARD,1,100,2,0.000995,0.000924,4.6e-05
KC_HOG,1,100,1,0.003111,0.002937,9.1e-05
STANDARD,11,0,2,0.00202,0.001469,0.000481
KC_HOG,11,0,1,0.006832,0.002063,0.004391
STANDARD,11,20,2,0.002553,0.001877,0.00056
KC_HOG,11,20,1,0.00571,0.001453,0.003837
STANDARD,11,40,2,0.003033,0.002431,0.000534
KC_HOG,11,40,1,0.006712,0.001514,0.004369
STANDARD,11,60,2,0.00345,0.001679,0.000434
KC_HOG,11,60,1,0.005447,0.001692,0.003407
STANDARD,11,80,2,0.002619,0.001287,0.001284
KC_HOG,11,80,1,0.006178,0.002114,0.003662
STANDARD,11,100,2,0.001494,0.001095,0.000365
KC_HOG,11,100,1,0.003299,0.0014,0.001585
STANDARD,21,0,2,0.0049,0.003436,0.00138
KC_HOG,21,0,1,0.010822,0.003676,0.004955
STANDARD,21,20,2,0.001968,0.001228,0.000712
KC_HOG,21,20,1,0.004148,0.001327,0.002227
STANDARD,21,40,2,0.002312,0.00118,0.001081
KC_HOG,21,40,1,0.004528,0.001405,0.002556
STANDARD,21,60,2,0.003583,0.002313,0.001203
KC_HOG,21,60,1,0.008737,0.002122,0.005959
STANDARD,21,80,2,0.002704,0.001297,0.001351
KC_HOG,21,80,1,0.009127,0.002468,0.00446
STANDARD,21,100,2,0.002137,0.001119,0.000983
KC_HOG,21,100,1,0.008804,0.00269,0.004519
STANDARD,31,0,2,0.002333,0.001086,0.001226
KC_HOG,31,0,1,0.00775,0.001629,0.005022
STANDARD,31,20,2,0.002564,0.001084,0.001453
KC_HOG,31,20,1,0.005348,0.001407,0.002972
STANDARD,31,40,2,0.003423,0.000904,0.002491
KC_HOG,31,40,1,0.010673,0.003199,0.005847
STANDARD,31,60,2,0.002014,0.000877,0.001116
KC_HOG,31,60,1,0.005338,0.001441,0.002935
STANDARD,31,80,2,0.004658,0.002056,0.002563
KC_HOG,31,80,1,0.006484,0.00238,0.002724
STANDARD,31,100,2,0.002214,0.000848,0.00134
KC_HOG,31,100,1,0.005457,0.001542,0.003059
STANDARD,41,0,2,0.006331,0.002111,0.004185
KC_HOG,41,0,1,0.012981,0.003117,0.007017
STANDARD,41,20,2,0.003281,0.000858,0.002402
KC_HOG,41,20,1,0.013274,0.004551,0.006161
STANDARD,41,40,2,0.003463,0.001095,0.002343
KC_HOG,41,40,1,0.009568,0.002422,0.004791
STANDARD,41,60,2,0.005154,0.001734,0.003375
KC_HOG,41,60,1,0.016548,0.003409,0.008801
STANDARD,41,80,2,0.006373,0.001173,0.005162
KC_HOG,41,80,1,0.018388,0.003511,0.010889
STANDARD,41,100,2,0.003532,0.001148,0.002354
KC_HOG,41,100,1,0.013814,0.002306,0.007089
STANDARD,51,0,2,0.006734,0.001369,0.00533
KC_HOG,51,0,1,0.016977,0.004709,0.007602
STANDARD,51,20,2,0.004317,0.001279,0.003016
KC_HOG,51,20,1,0.020437,0.004921,0.009785
STANDARD,51,40,2,0.004316,0.001214,0.00308
KC_HOG,51,40,1,0.019952,0.004661,0.009691
STANDARD,51,60,2,0.004245,0.001223,0.003002
KC_HOG,51,60,1,0.020483,0.003992,0.009164
STANDARD,51,80,2,0.004754,0.001473,0.00326
KC_HOG,51,80,1,0.019841,0.004998,0.009057
STANDARD,51,100,2,0.004746,0.001249,0.003468
KC_HOG,51,100,1,0.016286,0.004073,0.007179
STANDARD,61,0,2,0.011693,0.004651,0.006888
KC_HOG,61,0,1,0.022921,0.004159,0.011321
STANDARD,61,20,2,0.006393,0.001579,0.004786
KC_HOG,61,20,1,0.023975,0.005417,0.006031
STANDARD,61,40,2,0.012877,0.00463,0.008101
KC_HOG,61,40,1,0.022503,0.00446,0.012054
STANDARD,61,60,2,0.006983,0.001825,0.005131
KC_HOG,61,60,1,0.030453,0.008054,0.009392
STANDARD,61,80,2,0.01446,0.002544,0.011856
KC_HOG,61,80,1,0.027013,0.009301,0.00783
STANDARD,61,100,2,0.011267,0.002613,0.008576
KC_HOG,61,100,1,0.030824,0.008253,0.011442
STANDARD,71,0,2,0.011636,0.003162,0.008422
KC_HOG,71,0,1,0.032506,0.007506,0.014785
STANDARD,71,20,2,0.013882,0.00286,0.010945
KC_HOG,71,20,1,0.035462,0.007561,0.016107
STANDARD,71,40,2,0.013196,0.003152,0.009897
KC_HOG,71,40,1,0.038749,0.007143,0.013764
STANDARD,71,60,2,0.014394,0.004563,0.009716
KC_HOG,71,60,1,0.052711,0.014932,0.017836
STANDARD,71,80,2,0.017617,0.005216,0.012308
KC_HOG,71,80,1,0.051313,0.010144,0.01879
STANDARD,71,100,2,0.019658,0.004419,0.015108
KC_HOG,71,100,1,0.03076,0.006271,0.011376
STANDARD,81,0,2,0.017826,0.00308,0.014686
KC_HOG,81,0,1,0.044072,0.010783,0.015283
STANDARD,81,20,2,0.016693,0.001907,0.014749
KC_HOG,81,20,1,0.048791,0.012668,0.019413
STANDARD,81,40,2,0.016513,0.002182,0.01429
KC_HOG,81,40,1,0.050855,0.015571,0.016469
STANDARD,81,60,2,0.014273,0.002004,0.012231
KC_HOG,81,60,1,0.042631,0.008591,0.017799
STANDARD,81,80,2,0.016058,0.002267,0.013723
KC_HOG,81,80,1,0.046873,0.010387,0.018754
STANDARD,81,100,2,0.017428,0.002789,0.014568
