Gamma, tau, time_master_BA, time_subproblem_BA, time_master_KC, time_subproblem_KC, time_master_KCU, time_subproblem_KCU, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCHOG, time_subproblem_KCHOG
11,80,0.024213,0.004779,0.028517,0.002693,0.007165,0.002368,0.007166,0.00465,0.006944,0.005018
11,100,0.015133,0.004515,0.035607,0.001937,0.005542,0.00163,0.004749,0.002785,0.004405,0.003446
11,100,0.324234,0.017577,0.01132,0.003323,0.007209,0.002662,0.006154,0.005642,0.00695,0.008768
11,100,0.006902,0.00251,0.048246,0.00303,0.006598,0.00173,0.005599,0.003294,0.004712,0.004742
11,100,0.251361,0.013073,0.007926,0.002482,0.007909,0.002305,0.006401,0.006084,0.007018,0.006506
11,100,0.007834,0.002414,0.037528,0.002673,0.005926,0.001977,0.007129,0.00378,0.006144,0.005917
11,100,0.006742,0.003077,0.034486,0.002038,0.006346,0.001837,0.006542,0.003011,0.00631,0.004183
11,100,0.00678,0.002545,0.043517,0.002074,0.005392,0.001764,0.005815,0.004089,0.005569,0.004148
11,100,0.030336,0.006221,0.024119,0.001986,0.00804,0.002638,0.008748,0.004169,0.007779,0.00551
11,100,0.017598,0.003618,0.021818,0.002044,0.004625,0.001572,0.004568,0.002661,0.005913,0.00438
11,100,0.028064,0.005425,0.037017,0.002583,0.009356,0.003659,0.008104,0.005441,0.009524,0.006187
21,0,0.016951,0.0113,0.08412,0.00797,0.007365,0.005569,0.010475,0.009826,0.008675,0.010408
21,0,0.290562,0.059091,0.043207,0.010954,0.010529,0.006882,0.013845,0.011725,0.013022,0.012545
21,0,0.10168,0.041043,0.095014,0.009245,0.030665,0.018707,0.029028,0.02585,0.026388,0.026599
21,0,0.39103,0.071714,0.03768,0.008873,0.011066,0.006609,0.011116,0.010166,0.011219,0.016596
21,0,0.007935,0.010055,0.08053,0.009132,0.009296,0.008213,0.009877,0.008946,0.008336,0.011459
21,0,0.019134,0.017452,0.12851,0.011253,0.013335,0.011255,0.025876,0.026639,0.022951,0.027022
21,0,0.008839,0.009684,0.106943,0.013426,0.008785,0.008384,0.014054,0.016837,0.011286,0.014046
21,0,0.061998,0.040442,0.128439,0.014401,0.025384,0.021576,0.055231,0.056438,0.042693,0.039182
21,0,0.024982,0.02422,0.208482,0.021705,0.016801,0.013076,0.023549,0.022639,0.046219,0.053588
21,0,0.045237,0.037787,0.20057,0.024645,0.026794,0.02228,0.027531,0.034884,0.025413,0.032042
21,20,0.045183,0.045168,0.286505,0.029707,0.016984,0.020035,0.016076,0.021652,0.02193,0.024499
21,20,0.496812,0.096959,0.052524,0.015487,0.018416,0.011175,0.017065,0.021587,0.015309,0.020851
21,20,0.157259,0.066814,0.155067,0.015331,0.030915,0.02651,0.040083,0.050872,0.027659,0.031213
21,20,0.611887,0.09649,0.051721,0.012793,0.017204,0.010592,0.01074,0.010933,0.011274,0.015094
21,20,0.007597,0.011752,0.077574,0.009871,0.012256,0.007295,0.009975,0.010059,0.009014,0.013863
21,20,0.015461,0.015415,0.088328,0.01425,0.018785,0.01554,0.018139,0.017104,0.016264,0.016622
21,20,0.008365,0.010523,0.107169,0.013955,0.009605,0.007646,0.015261,0.019148,0.013743,0.019776
21,20,0.046146,0.029892,0.100083,0.013203,0.022698,0.018894,0.033994,0.043792,0.029067,0.037355
21,20,0.024415,0.03181,0.095075,0.014012,0.02056,0.016828,0.010047,0.016547,0.01613,0.017243
21,20,0.041321,0.031442,0.181237,0.013194,0.025567,0.021584,0.022504,0.029283,0.017626,0.020892
21,40,0.026548,0.020993,0.107028,0.013233,0.012472,0.011626,0.010418,0.010515,0.009287,0.013129
21,40,0.355699,0.090346,0.036706,0.008712,0.010858,0.006891,0.010335,0.010486,0.009252,0.012589
21,40,0.088398,0.031882,0.093633,0.010382,0.023489,0.018269,0.026696,0.025667,0.025728,0.028891
21,40,0.378167,0.068312,0.036295,0.009213,0.011384,0.006864,0.018362,0.01969,0.016682,0.021052
21,40,0.010663,0.014939,0.07183,0.009842,0.011191,0.008533,0.015982,0.015186,0.011549,0.012943
21,40,0.016879,0.015015,0.099026,0.011177,0.016189,0.012884,0.015405,0.015014,0.014202,0.018874
21,40,0.006923,0.009322,0.0919,0.011252,0.010163,0.008684,0.009288,0.009591,0.014957,0.017709
21,40,0.058305,0.035635,0.085876,0.009033,0.022744,0.016501,0.021564,0.020909,0.019198,0.023267
21,40,0.014842,0.015978,0.066019,0.010438,0.009045,0.007081,0.009473,0.00888,0.009493,0.012013
21,40,0.025197,0.020164,0.064535,0.009612,0.014111,0.012077,0.014157,0.014469,0.014349,0.016084
21,60,0.01513,0.015496,0.074898,0.009533,0.009554,0.00706,0.009383,0.008814,0.008411,0.010202
21,60,0.287245,0.058075,0.044804,0.008383,0.009639,0.00704,0.010128,0.010017,0.009949,0.014049
21,60,0.088134,0.03374,0.09993,0.009797,0.022787,0.018816,0.023357,0.025799,0.026832,0.032186
21,60,0.423726,0.076488,0.041754,0.012446,0.012075,0.007461,0.011903,0.011243,0.012718,0.01628
21,60,0.007982,0.011588,0.072062,0.011878,0.012415,0.008764,0.010252,0.011745,0.012356,0.013425
21,60,0.017321,0.017245,0.11089,0.015184,0.017738,0.01279,0.015004,0.014224,0.015148,0.019516
21,60,0.006885,0.009997,0.095002,0.01047,0.010416,0.008174,0.009895,0.013045,0.01019,0.01076
21,60,0.03873,0.023146,0.086395,0.010686,0.018741,0.015426,0.021222,0.020093,0.018935,0.022639
21,60,0.016343,0.01414,0.058459,0.009693,0.010069,0.007104,0.009063,0.009061,0.009654,0.011046
21,60,0.027051,0.019255,0.091534,0.009474,0.013744,0.011248,0.014702,0.014498,0.012815,0.016392
21,80,0.014085,0.015234,0.074193,0.008839,0.009325,0.006672,0.009437,0.008982,0.008428,0.011481
21,80,0.288326,0.060783,0.03624,0.009582,0.011523,0.00697,0.010221,0.010607,0.010325,0.012854
21,80,0.089913,0.032617,0.079812,0.009558,0.024082,0.018185,0.025336,0.026913,0.022591,0.031504
21,80,0.365328,0.068604,0.029015,0.010404,0.010892,0.00667,0.010683,0.00997,0.010084,0.014429
21,80,0.006421,0.009703,0.064756,0.008799,0.009706,0.007557,0.009202,0.009089,0.008369,0.010926
21,80,0.01484,0.014238,0.092149,0.009511,0.014326,0.010179,0.014618,0.014295,0.013208,0.017231
21,80,0.007331,0.010196,0.093728,0.009319,0.009344,0.007101,0.0089,0.009293,0.008617,0.012146
21,80,0.03723,0.023305,0.074649,0.009966,0.020599,0.013767,0.018896,0.019818,0.018836,0.022324
21,80,0.016478,0.014852,0.056378,0.0125,0.009928,0.00719,0.009107,0.008805,0.009088,0.011375
21,80,0.024775,0.018249,0.077854,0.009572,0.014561,0.010233,0.014847,0.014359,0.013021,0.015937
21,100,0.013933,0.01448,0.068212,0.009853,0.009631,0.006753,0.009154,0.008754,0.008656,0.011681
21,100,0.337547,0.065832,0.025997,0.008536,0.009944,0.006943,0.00998,0.009983,0.009562,0.013481
21,100,0.088871,0.032293,0.074119,0.008569,0.023907,0.018594,0.023031,0.02594,0.02385,0.029438
21,100,0.366403,0.062085,0.022666,0.007941,0.010032,0.007195,0.010666,0.011653,0.009708,0.01196
21,100,0.006652,0.009505,0.053312,0.008426,0.008485,0.006892,0.009158,0.009093,0.008434,0.010236
21,100,0.015049,0.014133,0.077568,0.008946,0.013855,0.010763,0.01406,0.014273,0.013351,0.015428
21,100,0.007602,0.009349,0.063177,0.009598,0.008642,0.006827,0.009045,0.009127,0.008198,0.012115
21,100,0.038517,0.023117,0.061575,0.009253,0.017607,0.013721,0.018886,0.019976,0.017783,0.020977
21,100,0.014351,0.01411,0.051235,0.009161,0.00911,0.007881,0.009517,0.008749,0.008371,0.00975
21,100,0.025032,0.018164,0.069128,0.008277,0.014577,0.010675,0.013146,0.01598,0.013016,0.015409
31,0,0.013693,0.027665,0.145712,0.017439,0.014584,0.014359,0.013537,0.019213,0.013495,0.02085
31,0,0.331252,0.125723,0.071047,0.017546,0.014434,0.014445,0.014449,0.020753,0.014376,0.021822
31,0,0.09341,0.066814,0.165995,0.017579,0.027365,0.029209,0.026943,0.039586,0.026953,0.0422
31,0,0.293716,0.115841,0.07729,0.017739,0.014475,0.015677,0.014363,0.021142,0.015249,0.022079
31,0,0.006433,0.019661,0.160461,0.019098,0.013844,0.014894,0.014272,0.019543,0.014403,0.020094
31,0,0.015625,0.027814,0.156507,0.017066,0.021509,0.021816,0.020841,0.029146,0.020738,0.030836
31,0,0.006657,0.018775,0.141547,0.016996,0.013801,0.014442,0.013704,0.018972,0.013985,0.019524
31,0,0.024949,0.037893,0.156815,0.018014,0.022435,0.021705,0.021574,0.030621,0.021574,0.029953
31,0,0.013489,0.029887,0.151432,0.017182,0.013621,0.01579,0.01363,0.018172,0.013653,0.020582
31,0,0.023633,0.040223,0.161322,0.018176,0.021887,0.022841,0.021745,0.028844,0.020217,0.029582
31,20,0.013389,0.027704,0.166292,0.031042,0.013665,0.014616,0.017996,0.028508,0.020677,0.022635
31,20,0.332257,0.127047,0.105182,0.022927,0.014693,0.014562,0.023521,0.032751,0.014724,0.02324
31,20,0.092348,0.06927,0.16515,0.017472,0.027034,0.030119,0.028189,0.040513,0.029099,0.043274
31,20,0.309227,0.124962,0.080796,0.019995,0.014609,0.015035,0.01678,0.023516,0.016286,0.025785
31,20,0.008802,0.022202,0.158361,0.018822,0.01666,0.019071,0.014,0.019744,0.016709,0.022734
31,20,0.018555,0.034064,0.152914,0.018595,0.026617,0.0264,0.021544,0.030987,0.021312,0.032271
31,20,0.006625,0.019517,0.153665,0.018274,0.014317,0.015925,0.01434,0.019828,0.013428,0.025069
31,20,0.027513,0.042077,0.25163,0.021819,0.022468,0.025214,0.020572,0.027963,0.026041,0.034353
31,20,0.014023,0.03031,0.19105,0.020618,0.015217,0.018206,0.016754,0.024755,0.024499,0.023504
31,20,0.025736,0.041927,0.174002,0.017968,0.025363,0.025555,0.021776,0.027683,0.029357,0.047747
31,40,0.014626,0.032261,0.169961,0.020108,0.020097,0.026505,0.014583,0.018556,0.013498,0.020783
31,40,0.336863,0.12863,0.0953,0.017092,0.015308,0.014603,0.01559,0.019797,0.015179,0.022281
31,40,0.095481,0.070976,0.314367,0.023965,0.028304,0.029507,0.05595,0.073307,0.060986,0.097176
31,40,0.433061,0.174067,0.130019,0.018343,0.017245,0.014559,0.017212,0.021547,0.015254,0.023355
31,40,0.008346,0.02049,0.226391,0.022378,0.016268,0.017749,0.015139,0.020359,0.017259,0.022863
31,40,0.015735,0.029919,0.247202,0.024559,0.025254,0.024783,0.055054,0.068898,0.037093,0.050766
31,40,0.008882,0.027685,0.439805,0.071631,0.024913,0.027626,0.043678,0.058722,0.020079,0.025132
31,40,0.027077,0.045386,0.200818,0.017497,0.022648,0.024571,0.02066,0.030383,0.021379,0.031227
31,40,0.013956,0.03047,0.180245,0.021142,0.014448,0.013983,0.018007,0.018973,0.015139,0.02463
31,40,0.02418,0.037311,0.161708,0.020531,0.023601,0.023615,0.02247,0.030548,0.021367,0.031709
31,60,0.012958,0.027394,0.166849,0.017259,0.013246,0.014027,0.013513,0.018542,0.014123,0.021693
31,60,0.330651,0.134287,0.070203,0.016561,0.01437,0.014083,0.018853,0.020251,0.014781,0.022842
31,60,0.095446,0.076988,0.203208,0.018187,0.02959,0.030288,0.027124,0.036937,0.027029,0.040061
31,60,0.297603,0.116964,0.096399,0.016947,0.014145,0.014215,0.017221,0.019012,0.014301,0.021578
31,60,0.006683,0.018567,0.169551,0.017305,0.013192,0.013912,0.013962,0.019799,0.013724,0.018502
31,60,0.01483,0.02779,0.157946,0.016919,0.021217,0.023432,0.020689,0.02738,0.020327,0.02916
31,60,0.006472,0.018204,0.144282,0.016315,0.013062,0.013839,0.01299,0.017523,0.014084,0.018628
31,60,0.024322,0.037067,0.150872,0.020863,0.019911,0.021145,0.019859,0.02838,0.019772,0.028411
31,60,0.012781,0.027312,0.158351,0.01647,0.013216,0.013951,0.013434,0.017444,0.013445,0.01852
31,60,0.023174,0.036368,0.157186,0.016532,0.020057,0.021757,0.020385,0.027243,0.020082,0.028607
31,80,0.01251,0.027435,0.17358,0.016372,0.013191,0.013881,0.013367,0.017399,0.013345,0.018558
31,80,0.319177,0.119044,0.065108,0.017165,0.014213,0.013939,0.014603,0.019403,0.01416,0.020989
31,80,0.086869,0.064756,0.181228,0.016417,0.026663,0.027933,0.026641,0.036964,0.026568,0.038621
31,80,0.286382,0.112167,0.088729,0.016534,0.014363,0.014367,0.014239,0.018852,0.014523,0.020584
31,80,0.006417,0.01787,0.141955,0.016597,0.013179,0.013925,0.013399,0.017715,0.013466,0.018864
31,80,0.014312,0.027491,0.15045,0.016143,0.020612,0.021891,0.021704,0.031212,0.020609,0.029167
31,80,0.006536,0.018142,0.129806,0.016481,0.013103,0.014001,0.013253,0.017584,0.013158,0.01857
31,80,0.023202,0.037037,0.15894,0.016775,0.020046,0.021438,0.02136,0.031298,0.023358,0.031574
31,80,0.014277,0.032233,0.155622,0.018577,0.01765,0.016988,0.013583,0.017813,0.014047,0.019
31,80,0.026098,0.039443,0.156097,0.01779,0.022387,0.024054,0.020296,0.02764,0.028009,0.040976
31,100,0.016625,0.037607,0.190149,0.021483,0.014177,0.018563,0.016835,0.022651,0.017556,0.023294
31,100,0.339835,0.128807,0.036777,0.016473,0.014301,0.014005,0.014358,0.019683,0.014778,0.023001
31,100,0.091898,0.066627,0.179775,0.017266,0.027831,0.029291,0.026884,0.03766,0.028148,0.04004
31,100,0.311905,0.118554,0.041592,0.017357,0.01523,0.01544,0.014357,0.019529,0.014825,0.021755
31,100,0.006584,0.018611,0.158654,0.016488,0.013436,0.014213,0.014416,0.018186,0.015534,0.018925
31,100,0.014134,0.027354,0.141384,0.016713,0.020425,0.020928,0.020681,0.027565,0.023164,0.032092
31,100,0.006916,0.020018,0.144072,0.018041,0.0132,0.014495,0.014305,0.020779,0.017631,0.020966
31,100,0.024285,0.03691,0.147553,0.016614,0.019851,0.022766,0.021693,0.036652,0.02196,0.029431
31,100,0.012889,0.027248,0.160573,0.019446,0.013452,0.014008,0.01427,0.019237,0.014522,0.024163
31,100,0.026379,0.047443,0.153073,0.0167,0.020741,0.021342,0.020602,0.027661,0.020569,0.028721
41,0,0.016388,0.071424,0.181891,0.029095,0.024894,0.025583,0.020606,0.030625,0.021085,0.032012
41,0,0.223324,0.179552,0.119066,0.030355,0.021306,0.025012,0.021264,0.03194,0.021414,0.034301
41,0,0.04697,0.09116,0.224039,0.03395,0.087987,0.103097,0.105141,0.164004,0.124504,0.187175
41,0,0.367062,0.275208,0.137167,0.054965,0.0303,0.029701,0.03015,0.033333,0.035505,0.048733
41,0,0.011767,0.051182,0.437956,0.047484,0.030532,0.040471,0.03718,0.04615,0.034616,0.045
41,0,0.036306,0.097925,0.226748,0.035571,0.056357,0.066819,0.044925,0.069342,0.04721,0.075152
41,0,0.008352,0.033748,0.203868,0.035009,0.022942,0.027269,0.0243,0.040865,0.027342,0.04087
41,0,0.046312,0.09863,0.244863,0.034293,0.051665,0.055988,0.059164,0.08418,0.04546,0.073935
41,0,0.015365,0.053169,0.231598,0.034942,0.02575,0.029593,0.023349,0.031928,0.024329,0.033488
41,0,0.028445,0.070915,0.347268,0.05235,0.034492,0.039301,0.060711,0.076956,0.068628,0.107368
41,20,0.040223,0.126048,0.443083,0.05162,0.050921,0.046472,0.038263,0.050498,0.029208,0.052864
41,20,0.299296,0.277343,0.115333,0.031945,0.029489,0.032085,0.024906,0.034923,0.022676,0.039306
41,20,0.046729,0.085638,0.257676,0.033643,0.099726,0.112239,0.181231,0.302507,0.134085,0.210377
41,20,0.288553,0.217723,0.149979,0.033506,0.031031,0.035718,0.024947,0.034601,0.023653,0.035958
41,20,0.007663,0.035071,0.191235,0.030296,0.020986,0.028024,0.021794,0.031671,0.022173,0.03316
