Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.413892,0.000876,0.160663,0.000255,0.201228,0.000253,0.171976,0.000537,0.113193,0.000471,0.110745,0.001816,0.073675,0.000949,0.079576,0.000399,0.102595,0.000299,0.108479,0.002798,0.101046,0.001544
21,90,2,600,1.77057,0.066957,2.45387,0.034686,5.04185,0.032861,0.248582,0.013834,0.315065,0.013768,0.08225,0.016819,0.078266,0.011771,0.074863,0.011905,0.11153,0.009859,0.099553,0.017501,0.085775,0.013977
41,90,2,600,2.69468,0.261454,2.10187,0.114726,5.66533,0.133848,0.59045,0.033192,0.445248,0.034487,0.054352,0.0325,0.058952,0.032829,0.056269,0.030619,0.075725,0.032246,0.051977,0.040991,0.054236,0.037223
61,90,2,600,1.73092,0.436347,1.79327,0.211283,3.04945,0.217884,0.998243,0.070049,0.878406,0.06608,0.079696,0.069375,0.086481,0.079675,0.071287,0.061204,0.071612,0.06038,0.067416,0.067422,0.067206,0.064428
81,90,2,600,2.05267,0.728048,2.00306,0.40506,3.56276,0.396632,2.38927,0.122015,2.10163,0.113437,0.095827,0.111362,0.092462,0.1108,0.091349,0.109768,0.119138,0.117283,0.100798,0.135716,0.099107,0.118671
101,90,2,600,2.18741,1.21172,2.06514,0.60795,3.03487,0.517193,2.43205,0.182179,2.46003,0.170571,0.129788,0.171077,0.126189,0.170105,0.129712,0.159277,0.180527,0.192949,0.134219,0.17626,0.165175,0.197912
1,90,2,600,0.092814,0.000397,0.08909,0.00019,0.107188,0.000231,0.034267,0.000244,0.03854,0.000274,0.036392,0.001518,0.033817,0.000679,0.03302,0.000239,0.035231,0.000255,0.038205,0.002159,0.032727,0.000929
21,90,2,600,0.539078,0.033302,0.803106,0.020101,0.222433,0.007991,0.27757,0.008533,0.227559,0.008507,0.041443,0.009027,0.039122,0.009009,0.049522,0.010585,0.081771,0.009517,0.048257,0.010706,0.057211,0.010143
41,90,2,600,0.480884,0.11003,0.634111,0.061942,0.36333,0.037836,1.5471,0.031868,1.0312,0.032343,0.055441,0.033373,0.058436,0.0364,0.060147,0.032141,0.15498,0.04394,0.13851,0.066945,0.060718,0.039522
61,90,2,600,0.429277,0.223494,0.630272,0.133612,0.188037,0.053388,2.91704,0.065394,2.74213,0.067137,0.072163,0.070791,0.072546,0.064804,0.067305,0.060472,0.094411,0.070656,0.081631,0.072589,0.078632,0.074242
81,90,2,600,0.467954,0.479967,0.736015,0.221676,0.351958,0.122155,11.5643,0.146149,7.21056,0.117613,0.122406,0.136438,0.094979,0.114054,0.093496,0.107411,0.112082,0.107041,0.092188,0.114422,0.095387,0.111326
101,90,2,600,0.411632,0.552772,0.588289,0.304252,0.361013,0.186966,13.0125,0.172476,8.17939,0.168849,0.12762,0.174187,0.122164,0.169406,0.124884,0.163458,0.137117,0.169609,0.122887,0.170275,0.20868,0.175485
1,90,2,600,0.067583,0.000295,0.081853,0.00026,0.078029,0.000166,0.030699,0.000257,0.026687,0.000303,0.035868,0.001491,0.037452,0.000668,0.031037,0.000161,0.026412,0.000236,0.026932,0.001154,0.029706,0.000732
21,90,2,600,0.074115,0.01348,0.090401,0.007172,0.108768,0.007192,0.320549,0.007985,0.250131,0.011007,0.035139,0.009386,0.042216,0.009635,0.043026,0.007972,0.082979,0.008883,0.071052,0.017224,0.086475,0.014376
41,90,2,600,0.130411,0.054779,0.128038,0.03028,0.121872,0.027167,1.2382,0.035503,0.994746,0.032075,0.052325,0.032567,0.048682,0.031755,0.047734,0.030164,0.054233,0.031233,0.047478,0.031249,0.047081,0.030392
61,90,2,600,0.186377,0.175851,0.212548,0.091132,0.126059,0.054068,2.99349,0.066009,2.85171,0.063935,0.154293,0.156934,0.154923,0.142787,0.140208,0.142373,0.141313,0.107583,0.153799,0.153476,0.151964,0.147769
81,90,2,600,0.135258,0.255046,0.160067,0.135945,0.112367,0.100696,5.54325,0.112355,9.07533,0.112619,0.162777,0.176135,0.149355,0.183355,0.157077,0.178195,0.18312,0.170581,0.14777,0.178479,0.139684,0.178261
101,90,2,600,0.128323,0.387218,0.1454,0.197314,0.118898,0.144745,11.8803,0.173933,7.23615,0.173398,0.18667,0.277092,0.188518,0.277628,0.186605,0.259032,0.203762,0.263177,0.191136,0.275423,0.204476,0.329749
1,90,2,600,0.078225,0.000368,0.087114,0.000214,0.096906,0.000197,0.025594,0.000238,0.023175,0.000322,0.027889,0.000954,0.030285,0.000624,0.025217,0.000202,0.025059,0.000184,0.02272,0.001026,0.025795,0.000593
21,90,2,600,0.089188,0.013413,0.095259,0.006964,0.123499,0.006801,0.22219,0.007994,0.227454,0.008036,0.034874,0.008775,0.037735,0.008893,0.034735,0.007834,0.039327,0.007719,0.031426,0.009171,0.04584,0.013071
41,90,2,600,0.167677,0.053745,0.111039,0.027621,0.121867,0.024836,0.907881,0.030206,0.928892,0.031219,0.046574,0.032166,0.044176,0.03059,0.042096,0.029039,0.051968,0.029221,0.043206,0.03064,0.045232,0.030641
61,90,2,600,0.08709,0.105059,0.092211,0.052647,0.12916,0.053174,2.52341,0.066855,1.95304,0.071798,0.068952,0.069247,0.062352,0.06625,0.067996,0.063976,0.079659,0.063752,0.063511,0.067576,0.061891,0.065154
81,90,2,600,0.084747,0.181482,0.092643,0.09282,0.133346,0.091336,4.97639,0.111006,6.51233,0.11592,0.095413,0.115371,0.094453,0.116997,0.090609,0.109236,0.103247,0.114475,0.092083,0.117154,0.092145,0.116543
101,90,2,600,0.084457,0.289239,0.092299,0.143179,0.123361,0.140307,6.44529,0.172031,6.92001,0.1968,0.115853,0.168444,0.118081,0.168059,0.118539,0.164621,0.125335,0.16169,0.121248,0.177004,0.120738,0.177441
1,90,2,600,0.075737,0.000427,0.08071,0.000253,0.092315,0.000198,0.052339,0.000407,0.060871,0.000402,0.04436,0.001947,0.045054,0.000881,0.044447,0.000267,0.051545,0.000338,0.049955,0.002057,0.044266,0.001194
21,90,2,600,7.12318,0.085885,7.62535,0.045319,16.1707,0.07451,0.262756,0.016926,0.303763,0.018685,0.089925,0.021917,0.21637,0.032908,0.244449,0.025309,0.138663,0.021251,0.118659,0.028612,0.125192,0.028805
41,90,2,600,19.0741,0.650537,23.1534,0.354249,47.6315,0.382548,0.755605,0.063414,0.864654,0.077533,0.152843,0.089237,0.173821,0.086681,0.168477,0.079231,0.164328,0.094427,0.277957,0.152815,0.240939,0.127191
61,90,2,600,28.4254,1.86475,27.8764,0.785459,41.1165,0.74612,1.83487,0.147302,1.34417,0.149595,0.180142,0.150836,0.15897,0.187468,0.413391,0.199381,0.329507,0.226133,0.320692,0.254008,0.286018,0.235021
81,90,2,600,24.3279,3.05976,21.0429,1.09983,45.3298,1.11854,2.28656,0.196323,2.18495,0.214383,0.181793,0.202914,0.189489,0.20797,0.198579,0.265713,0.325986,0.282454,0.321386,0.327463,0.342278,0.328027
101,90,2,600,32.7323,5.24504,30.097,2.11331,36.0431,1.66525,3.73187,0.379272,3.48444,0.339237,0.348107,0.35507,0.606224,0.376245,0.693467,0.626997,0.348602,0.35976,0.249266,0.313245,0.24245,0.335068
1,90,2,600,0.285829,0.001025,0.337405,0.000738,0.257899,0.000381,0.083891,0.000811,0.099212,0.000597,0.177867,0.006643,0.152169,0.002666,0.186502,0.00134,0.156558,0.001091,0.198307,0.006006,0.149266,0.004284
21,90,2,600,7.69299,0.269352,6.68784,0.110486,6.5024,0.080126,0.350085,0.019733,0.356408,0.018244,0.081308,0.022908,0.082417,0.019969,0.091351,0.022444,0.101247,0.017964,0.088103,0.022396,0.087416,0.024454
41,90,2,600,7.31687,0.767346,8.62313,0.400671,9.01691,0.275503,1.57116,0.076495,1.16995,0.099541,0.184593,0.098118,0.193617,0.076367,0.153626,0.067415,0.210351,0.114592,0.167032,0.069304,0.15991,0.084867
61,90,2,600,7.56138,1.39798,4.675,0.56222,5.54021,0.553429,1.72736,0.123566,1.64042,0.124187,0.12402,0.116664,0.125327,0.120597,0.118712,0.109027,0.135801,0.108348,0.116933,0.115731,0.156681,0.150098
81,90,2,600,9.8908,2.62047,9.05968,1.22443,7.19828,0.993533,3.87401,0.192162,6.08092,0.33533,0.25116,0.252427,0.247368,0.257903,0.279772,0.24824,0.21764,0.204093,0.190865,0.21955,0.254887,0.219401
101,90,2,600,5.63352,3.13632,11.1966,1.83186,8.92387,1.39205,7.44718,0.318409,6.50609,0.304136,0.243486,0.297347,0.219195,0.300237,0.216683,0.28671,0.319236,0.512839,0.339501,0.50812,0.37786,0.402165
1,90,2,600,0.14035,0.000601,0.124645,0.000497,0.170022,0.000412,0.169884,0.000669,0.220394,0.000815,0.17552,0.004018,0.14416,0.001621,0.107454,0.000556,0.161514,0.000573,0.105202,0.002763,0.137625,0.002859
21,90,2,600,2.84079,0.129924,3.63783,0.101836,0.406455,0.028396,0.785642,0.02168,0.536097,0.020908,0.532929,0.119846,0.588945,0.121392,0.612478,0.106449,0.156546,0.028843,0.489011,0.106828,0.426127,0.088158
41,90,2,600,1.50168,0.311543,1.74512,0.169858,0.192173,0.053912,3.34441,0.062014,2.16295,0.060735,0.508838,0.285269,0.526759,0.310062,0.695975,0.331135,0.177861,0.087944,0.494429,0.30163,0.64713,0.327757
61,90,2,600,0.168271,0.222646,0.161565,0.099808,0.312884,0.112277,6.14508,0.121885,4.99638,0.119147,0.195243,0.18075,0.658462,0.55823,0.182291,0.169066,0.221527,0.173783,0.181741,0.177442,0.649135,0.568472
81,90,2,600,0.149884,0.319473,0.154789,0.161836,0.246767,0.204298,15.0296,0.192836,14.8678,0.210893,0.301329,0.311916,0.271541,0.315868,0.275202,0.310191,0.357709,0.317127,0.26208,0.313369,0.267157,0.30411
101,90,2,600,0.14563,0.487916,0.150026,0.246157,0.356625,0.323299,21.9599,0.299758,17.2726,0.295991,0.360805,0.46422,0.334009,0.463141,0.327734,0.454813,0.378095,0.461905,0.330129,0.465864,0.339599,0.465117
1,90,2,600,0.140718,0.000699,0.156497,0.000414,0.159828,0.000395,0.060832,0.000403,0.061801,0.000523,0.071502,0.003207,0.071156,0.001364,0.069482,0.000563,0.069058,0.000384,0.066292,0.002519,0.064025,0.001357
21,90,2,600,0.660187,0.065059,0.729625,0.039621,0.838864,0.029157,0.493542,0.019191,0.423808,0.017576,0.073493,0.019559,0.074832,0.017393,0.080138,0.017861,0.096558,0.020292,0.088725,0.023501,0.079775,0.021256
