BA,1,100,1,3,0.018682,0.018327,0.000228
KCU,1,100,1,2,0.006133,0.005612,0.000213
BA,1,100,1,3,0.017569,0.017148,0.000252
KCU,1,100,1,1,0.00425,0.003992,0.000101
BA,1,100,1,4,0.030046,0.029278,0.000508
KCU,1,100,1,3,0.009,0.008384,0.000304
BA,1,100,1,3,0.012632,0.012307,0.000224
KCU,1,100,1,2,0.005039,0.00455,0.000205
BA,1,100,1,2,0.006121,0.00589,0.000174
KCU,1,100,1,1,0.002881,0.002564,0.000196
BA,1,100,1,3,0.012228,0.011878,0.000235
KCU,1,100,1,2,0.005369,0.004744,0.000366
BA,1,100,1,2,0.006491,0.006216,0.000195
KCU,1,100,1,1,0.003239,0.002989,0.000141
BA,1,100,1,4,0.02466,0.024107,0.000367
KCU,1,100,1,3,0.007018,0.006266,0.00027
BA,1,100,1,4,0.024292,0.02376,0.000295
KCU,1,100,1,3,0.007871,0.007082,0.000399
BA,1,100,1,4,0.02114,0.020736,0.000235
KCU,1,100,1,3,0.007358,0.006733,0.000303
BA,1,100,1,3,0.01152,0.011089,0.00032
KCU,1,100,1,1,0.002863,0.002646,0.00011
BA,1,100,1,3,0.011702,0.011284,0.000252
KCU,1,100,1,2,0.005219,0.004705,0.000236
BA,1,100,1,4,0.023013,0.022441,0.000339
KCU,1,100,1,3,0.008022,0.007305,0.000405
BA,1,100,1,3,0.012862,0.012413,0.000315
KCU,1,100,1,1,0.003513,0.00314,0.000199
BA,1,100,1,2,0.006466,0.006273,0.000137
KCU,1,100,1,1,0.003353,0.003117,9.6e-05
BA,1,100,1,4,0.022996,0.02248,0.000322
KCU,1,100,1,3,0.007874,0.007143,0.000446
BA,1,100,1,3,0.01282,0.012389,0.000242
KCU,1,100,1,2,0.004805,0.004397,0.000188
BA,1,100,1,2,0.006385,0.006117,0.000183
KCU,1,100,1,1,0.004219,0.003925,0.000165
BA,1,100,1,3,0.01419,0.013765,0.000286
KCU,1,100,1,1,0.00331,0.002932,0.000194
BA,1,100,1,3,0.013621,0.013191,0.000293
KCU,1,100,1,2,0.006196,0.005398,0.0004
BA,1,100,1,2,0.006439,0.006179,0.000198
KCU,1,100,1,1,0.002414,0.002158,0.000159
BA,1,100,1,3,0.015166,0.014684,0.000298
KCU,1,100,1,2,0.006436,0.005845,0.000275
BA,1,100,1,2,0.007504,0.007301,0.000151
KCU,1,100,1,1,0.003855,0.003469,0.000208
BA,1,100,1,4,0.027744,0.027118,0.000402
KCU,1,100,1,3,0.010809,0.009979,0.000348
BA,1,100,1,3,0.016324,0.015819,0.00034
KCU,1,100,1,1,0.004267,0.00391,0.000196
BA,1,100,1,3,0.016263,0.015881,0.00024
KCU,1,100,1,2,0.0072,0.00665,0.000244
BA,1,100,1,3,0.017932,0.017355,0.000386
KCU,1,100,1,1,0.004808,0.004492,0.000173
BA,1,100,1,4,0.025457,0.024942,0.000372
KCU,1,100,1,3,0.006807,0.006294,0.000244
BA,1,100,1,3,0.012849,0.012544,0.000203
KCU,1,100,1,2,0.00421,0.003885,0.000162
BA,1,100,1,3,0.012438,0.012154,0.000182
KCU,1,100,1,2,0.005264,0.004722,0.000278
BA,1,100,1,2,0.005516,0.005274,0.000144
KCU,1,100,1,1,0.003029,0.002801,0.000111
BA,1,100,1,2,0.005482,0.005287,0.00012
KCU,1,100,1,1,0.003361,0.003093,9.8e-05
BA,1,100,1,4,0.024984,0.024414,0.000359
KCU,1,100,1,3,0.009554,0.008789,0.000449
BA,1,100,1,4,0.022146,0.021578,0.000385
KCU,1,100,1,3,0.009026,0.008306,0.000377
BA,1,100,1,2,0.005913,0.005722,0.000136
KCU,1,100,1,1,0.002952,0.002622,0.000216
BA,1,100,1,3,0.013492,0.013114,0.000263
KCU,1,100,1,1,0.002546,0.00224,0.000149
BA,1,100,1,4,0.021596,0.021046,0.000404
KCU,1,100,1,3,0.008814,0.00812,0.000284
BA,1,100,1,2,0.005946,0.005768,0.000115
KCU,1,100,1,1,0.002901,0.002583,0.000181
BA,1,100,1,4,0.022729,0.022225,0.000335
KCU,1,100,1,3,0.007875,0.007238,0.000358
BA,1,100,1,3,0.01307,0.012678,0.000267
KCU,1,100,1,1,0.002726,0.002444,0.00019
BA,1,100,1,2,0.006039,0.005851,0.000129
KCU,1,100,1,1,0.002836,0.002493,0.000215
BA,1,100,1,2,0.006013,0.005837,0.000126
KCU,1,100,1,1,0.002512,0.002267,0.00011
BA,1,100,1,2,0.005928,0.005664,0.000192
KCU,1,100,1,1,0.00298,0.002717,0.000109
BA,1,100,1,2,0.006333,0.006021,0.000233
KCU,1,100,1,1,0.002495,0.002289,0.000116
BA,1,100,1,3,0.012435,0.012079,0.000259
KCU,1,100,1,1,0.003227,0.002953,0.000167
BA,1,100,1,2,0.00592,0.005734,0.000127
KCU,1,100,1,1,0.002903,0.002599,0.000118
BA,1,100,1,3,0.012958,0.012494,0.00032
KCU,1,100,1,1,0.003681,0.003406,0.000152
BA,1,100,1,3,0.012485,0.012108,0.00024
KCU,1,100,1,1,0.002536,0.002347,0.000115
BA,1,100,1,2,0.006677,0.006384,0.000214
KCU,1,100,1,1,0.00231,0.002125,0.000109
BA,1,100,1,3,0.013353,0.012811,0.00039
KCU,1,100,1,2,0.005815,0.005323,0.000258
