Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.087024,0.000416,0.087571,0.00019,0.087209,0.0002,0.034658,0.000215,0.031104,0.000233,0.029458,0.001254,0.07677,0.000943,0.103905,0.000418,0.119358,0.00036,0.065431,0.001999,0.083524,0.000812
21,90,2,600,0.087563,0.014475,0.090097,0.008251,0.108024,0.008397,0.240671,0.009847,0.223238,0.009892,0.037438,0.009815,0.036838,0.009819,0.046838,0.008611,0.049944,0.009476,0.042879,0.011699,0.043561,0.00933
41,90,2,600,0.081987,0.052765,0.083561,0.026485,0.121312,0.027587,1.02196,0.031209,0.859047,0.030646,0.058243,0.033465,0.053759,0.032353,0.053614,0.032833,0.058794,0.031233,0.049209,0.034084,0.051056,0.031518
61,90,2,600,0.074704,0.110764,0.082682,0.054076,0.129336,0.05388,2.12247,0.066768,2.23858,0.06587,0.065386,0.067816,0.074855,0.065557,0.067382,0.065606,0.08027,0.068598,0.074548,0.067985,0.067802,0.066357
81,90,2,600,0.07377,0.183813,0.087174,0.094207,0.136618,0.094376,2.43499,0.112258,3.67854,0.115472,0.097412,0.117982,0.100357,0.123372,0.094473,0.111332,0.103597,0.111135,0.088849,0.111913,0.090079,0.1108
101,90,2,600,0.07429,0.28462,0.081972,0.147086,0.110211,0.143376,8.72915,0.171405,4.23063,0.22259,0.172204,0.184658,0.124906,0.172324,0.121041,0.164937,0.133791,0.164789,0.11988,0.172451,0.12002,0.170488
1,90,2,600,0.048673,0.000248,0.05575,0.000153,0.058034,0.000136,0.043109,0.000251,0.039385,0.000285,0.035796,0.001048,0.030367,0.000708,0.033249,0.000213,0.041772,0.000225,0.031494,0.001769,0.027892,0.000772
21,90,2,600,0.097494,0.017224,0.121283,0.008412,0.163834,0.008423,0.243981,0.010892,0.239909,0.01011,0.064425,0.017226,0.048322,0.009639,0.063615,0.013741,0.095725,0.014002,0.066511,0.015976,0.035854,0.010881
41,90,2,600,0.098912,0.053259,0.114554,0.026918,0.143844,0.026578,0.817974,0.031485,0.882736,0.031392,0.083862,0.054747,0.072966,0.049076,0.070314,0.048432,0.090526,0.049745,0.083563,0.050406,0.076243,0.050716
61,90,2,600,0.100753,0.109796,0.099362,0.054361,0.169196,0.054691,2.20448,0.069257,1.41313,0.066272,0.111227,0.11007,0.113206,0.103619,0.107819,0.103264,0.116952,0.09632,0.100564,0.10344,0.101019,0.105191
81,90,2,600,0.105682,0.18099,0.103763,0.094618,0.201638,0.094336,4.625,0.117816,3.25005,0.120972,0.155114,0.184445,0.152746,0.18192,0.137086,0.166699,0.153328,0.169896,0.138061,0.176468,0.149648,0.176243
101,90,2,600,0.093251,0.285439,0.103124,0.143883,0.15839,0.142973,7.41903,0.17477,4.62785,0.176449,0.218027,0.275842,0.184272,0.264676,0.239419,0.279727,0.279761,0.298727,0.286277,0.277028,0.314158,0.333075
1,90,2,600,0.096967,0.000345,0.096012,0.000203,0.093403,0.000217,0.055251,0.000408,0.067231,0.000392,0.055773,0.00142,0.049221,0.001023,0.049419,0.000258,0.052658,0.0003,0.046873,0.001861,0.057896,0.001037
21,90,2,600,4.3739,0.092048,2.71026,0.03702,6.26939,0.041722,0.182945,0.00866,0.198932,0.008673,0.051756,0.011295,0.049949,0.010786,0.047954,0.008767,0.047987,0.009262,0.039941,0.012636,0.042674,0.009725
41,90,2,600,2.44796,0.230251,2.64807,0.122266,6.6767,0.13439,0.3969,0.031501,0.53278,0.030542,0.054698,0.034136,0.056858,0.033313,0.053433,0.03041,0.059746,0.030044,0.058029,0.032252,0.054488,0.033411
61,90,2,600,2.64181,0.469911,2.99267,0.262371,5.64706,0.251349,0.997949,0.067685,0.86904,0.065996,0.071861,0.067375,0.079117,0.069481,0.074755,0.065798,0.08074,0.064719,0.070782,0.066839,0.080241,0.065987
81,90,2,600,2.72659,0.797113,3.06475,0.419724,12.9326,0.64039,2.60174,0.115604,1.80683,0.111562,0.092832,0.110929,0.101434,0.112265,0.093895,0.106617,0.10982,0.109099,0.101488,0.113389,0.095126,0.117468
101,90,2,600,2.87167,1.29542,2.92359,0.617403,5.68798,0.61213,3.38043,0.167373,3.12124,0.173175,0.123541,0.17088,0.125123,0.176381,0.123461,0.161597,0.133675,0.162605,0.124069,0.170209,0.127162,0.176017
1,90,2,600,0.195919,0.000574,0.148217,0.000326,0.111739,0.000201,0.035173,0.000258,0.043881,0.000212,0.059274,0.00153,0.055749,0.000767,0.071774,0.000477,0.057921,0.000299,0.05506,0.00132,0.05833,0.000908
21,90,2,600,1.87257,0.061674,1.90317,0.03112,4.00122,0.032613,0.232291,0.008066,0.234349,0.008358,0.052969,0.009782,0.040536,0.009424,0.048103,0.008849,0.048115,0.007798,0.042402,0.009892,0.047367,0.010273
41,90,2,600,1.94739,0.21216,3.3053,0.127124,2.98929,0.108242,0.638912,0.031553,0.510804,0.029797,0.062573,0.034661,0.064816,0.033822,0.053528,0.030316,0.063308,0.029182,0.052198,0.034045,0.056368,0.03147
61,90,2,600,1.88049,0.48132,2.00616,0.235528,2.2921,0.197774,1.27561,0.065248,1.05855,0.067804,0.080168,0.067667,0.071856,0.065407,0.07412,0.061287,0.086262,0.063312,0.069878,0.067194,0.074057,0.066921
81,90,2,600,1.5151,0.74471,1.65147,0.374035,3.82254,0.408171,2.19984,0.109973,2.21027,0.117045,0.105008,0.113239,0.143984,0.173224,0.100246,0.105166,0.117481,0.110108,0.095231,0.118551,0.100729,0.112848
101,90,2,600,2.53276,1.44096,2.80446,0.710622,2.87107,0.572389,3.33182,0.171332,3.29796,0.167523,0.12941,0.180029,0.134936,0.18025,0.128587,0.167947,0.133756,0.160398,0.126518,0.172538,0.125724,0.171416
1,90,2,600,0.165725,0.000626,0.153387,0.000338,0.121228,0.000232,0.040795,0.000258,0.039012,0.000271,0.057391,0.001913,0.059808,0.001089,0.076475,0.00048,0.064226,0.000331,0.050161,0.002049,0.061292,0.001145
21,90,2,600,2.20685,0.062496,3.03834,0.031457,3.99488,0.029091,0.257587,0.008536,0.199299,0.00882,0.041203,0.009659,0.051897,0.009546,0.0439,0.008225,0.05439,0.008007,0.045178,0.010105,0.040963,0.010009
41,90,2,600,2.21238,0.211477,2.55551,0.102799,3.98051,0.104886,0.527152,0.032177,0.516462,0.03315,0.063057,0.037344,0.05915,0.031886,0.057672,0.029471,0.061843,0.029776,0.052523,0.031951,0.056508,0.032602
61,90,2,600,2.03623,0.438746,2.28536,0.233933,4.87505,0.245452,1.41078,0.066679,1.08346,0.067262,0.081892,0.070237,0.077968,0.068659,0.073897,0.063059,0.082803,0.061892,0.079322,0.069809,0.072192,0.066412
81,90,2,600,2.60563,0.872635,2.83635,0.450697,5.62703,0.433902,2.83606,0.110499,2.12814,0.109393,0.099322,0.116871,0.101756,0.113219,0.094559,0.106739,0.11161,0.107304,0.100839,0.112176,0.097963,0.11646
101,90,2,600,3.57945,1.40912,3.77441,0.70384,6.78595,0.665867,3.70238,0.171694,4.37681,0.182137,0.31474,0.1811,0.199218,0.192114,0.134242,0.167575,0.138093,0.165718,0.135464,0.172572,0.143454,0.17665
1,90,2,600,0.13349,0.000358,0.134064,0.000324,0.124296,0.00027,0.028699,0.000233,0.029695,0.000264,0.033808,0.001013,0.031161,0.000605,0.030813,0.000216,0.032312,0.000161,0.034402,0.001042,0.031527,0.000702
21,90,2,600,1.09206,0.052257,1.21011,0.023475,0.392156,0.010149,0.308529,0.008397,0.287259,0.008513,0.034819,0.008928,0.035219,0.008336,0.034963,0.009285,0.04939,0.008232,0.042942,0.008875,0.033472,0.009509
41,90,2,600,0.881246,0.135626,0.92184,0.071735,0.821048,0.044382,1.13666,0.032546,0.896952,0.031974,0.052425,0.033181,0.055238,0.033636,0.04903,0.029959,0.073299,0.028765,0.047886,0.031488,0.0637,0.031633
61,90,2,600,1.02069,0.291565,0.979608,0.132922,1.68964,0.126764,3.41453,0.064163,2.36776,0.066685,0.076919,0.074802,0.066107,0.063869,0.067698,0.061162,0.12563,0.072512,0.06665,0.065598,0.066242,0.067153
81,90,2,600,1.16518,0.498961,1.11043,0.249685,0.238279,0.090784,6.90699,0.112272,4.04772,0.11412,0.101278,0.115845,0.095873,0.117983,0.097785,0.110757,0.106683,0.113079,0.093675,0.11203,0.091042,0.110998
101,90,2,600,1.01743,0.769678,0.973614,0.374277,0.412907,0.182575,9.79095,0.169775,8.61437,0.168748,0.250407,0.214107,0.235442,0.193823,0.15434,0.162917,0.129471,0.169333,0.243769,0.211383,0.238343,0.1812
1,90,2,600,0.152743,0.000459,0.132837,0.000254,0.084819,0.000214,0.03707,0.000188,0.033851,0.000204,0.032292,0.000727,0.029845,0.000408,0.032383,0.000194,0.03157,0.000165,0.032987,0.000791,0.03453,0.000454
21,90,2,600,0.144911,0.02316,0.134874,0.009453,0.133443,0.007006,0.205004,0.008851,0.194592,0.008132,0.036245,0.009116,0.054763,0.008578,0.044312,0.010816,0.112268,0.014225,0.072132,0.01207,0.069889,0.011066
41,90,2,600,0.197222,0.083853,0.156663,0.038325,0.160633,0.027736,0.698513,0.030378,0.59181,0.029937,0.061549,0.034666,0.058487,0.031693,0.054716,0.028351,0.058826,0.030001,0.064347,0.032933,0.050066,0.031701
61,90,2,600,0.15032,0.153051,0.13894,0.072866,0.138041,0.055469,1.65574,0.067682,1.24727,0.063103,0.076509,0.065645,0.06516,0.063688,0.062799,0.061113,0.069606,0.06056,0.070132,0.064856,0.068915,0.064552
81,90,2,600,0.130178,0.261532,0.1335,0.125074,0.14212,0.093459,2.31815,0.110916,1.96941,0.108189,0.094852,0.11587,0.103071,0.138682,0.197083,0.105277,0.105009,0.105209,0.098309,0.112543,0.095152,0.110853
101,90,2,600,0.132789,0.387735,0.134067,0.191988,0.13868,0.148016,4.71834,0.200863,3.50969,0.167833,0.146796,0.173244,0.131276,0.177885,0.135158,0.166886,0.128156,0.161483,0.13538,0.172344,0.129303,0.172729
1,90,2,600,0.041632,0.000315,0.061149,0.000149,0.081549,0.000165,0.03681,0.000245,0.039321,0.000261,0.026411,0.001054,0.029631,0.000887,0.029412,0.00023,0.034383,0.000207,0.025714,0.001104,0.02672,0.000659
21,90,2,600,0.043193,0.011409,0.045521,0.004689,0.081169,0.0069,0.317071,0.009427,0.301547,0.00804,0.032354,0.008819,0.033915,0.008456,0.035385,0.008013,0.036487,0.01031,0.035086,0.008866,0.061136,0.012616
41,90,2,600,0.042531,0.035865,0.083146,0.022386,0.078698,0.017937,1.22511,0.030517,0.805557,0.029151,0.046935,0.031346,0.058828,0.037656,0.047811,0.031049,0.05211,0.03087,0.047854,0.032684,0.046133,0.030942
61,90,2,600,0.044135,0.076715,0.054491,0.036065,0.048034,0.037456,2.42306,0.064069,2.10991,0.065082,0.065813,0.068149,0.065746,0.067185,0.071707,0.063039,0.071099,0.060918,0.062394,0.064592,0.066048,0.063785
81,90,2,600,0.065601,0.127982,0.045521,0.062958,0.049496,0.061489,5.1456,0.111438,6.8227,0.114753,0.096383,0.114889,0.094136,0.117953,0.087501,0.108242,0.097047,0.108792,0.089663,0.114618,0.087122,0.110508
101,90,2,600,0.061843,0.198246,0.044808,0.093499,0.050545,0.094169,9.17124,0.16678,7.49608,0.171865,0.118357,0.169426,0.125431,0.170943,0.116959,0.162372,0.125187,0.167502,0.119945,0.169059,0.117758,0.166429
1,90,2,600,0.172489,0.000553,0.155562,0.000328,0.090349,0.000226,0.060779,0.000353,0.062121,0.000371,0.074621,0.002158,0.066185,0.001353,0.064174,0.000411,0.054898,0.000338,0.074389,0.002697,0.071474,0.002036
21,90,2,600,8.25813,0.09552,8.08612,0.043958,12.1736,0.040387,0.123133,0.010075,0.120545,0.007999,0.050265,0.010269,0.049116,0.009338,0.044262,0.007826,0.05549,0.007761,0.04852,0.01082,0.04699,0.009569
41,90,2,600,7.94805,0.30429,9.45932,0.151656,16.9301,0.153965,0.224947,0.031676,0.193759,0.030597,0.06536,0.03241,0.061615,0.032439,0.07649,0.029657,0.076417,0.030868,0.069069,0.032469,0.060091,0.03411
61,90,2,600,8.19835,0.647521,11.6309,0.336448,18.5129,0.369864,0.303552,0.066698,0.309273,0.061286,0.075664,0.066634,0.076366,0.065538,0.077263,0.064519,0.080847,0.061057,0.077757,0.065282,0.076067,0.065549
81,90,2,600,8.71812,1.11689,10.9761,0.570605,18.4153,0.60073,0.554583,0.111339,0.593773,0.112456,0.106615,0.113731,0.101164,0.114446,0.108923,0.110036,0.103976,0.106444,0.10439,0.116611,0.097183,0.115339
101,90,2,600,10.3064,1.81633,16.5098,0.993876,18.6484,0.869252,1.14058,0.176743,0.929878,0.165281,0.140531,0.174654,0.140474,0.177237,0.138736,0.164394,0.137142,0.162639,0.130958,0.172289,0.127666,0.16945
1,90,2,600,0.109852,0.000343,0.15063,0.000246,0.096161,0.000191,0.05031,0.000432,0.050579,0.00038,0.045965,0.001592,0.059923,0.000914,0.050862,0.000379,0.051744,0.000314,0.049795,0.001834,0.04961,0.001121
21,90,2,600,3.73268,0.067508,3.82152,0.035782,7.26194,0.034577,0.213057,0.008447,0.166083,0.008187,0.046109,0.011659,0.041422,0.009063,0.062485,0.007686,0.050296,0.009458,0.043767,0.0098,0.040794,0.009274
41,90,2,600,4.41414,0.241806,6.00198,0.139936,6.48798,0.119982,0.392658,0.029737,0.407057,0.030988,0.060768,0.032926,0.058321,0.03357,0.052906,0.029549,0.057377,0.030507,0.057272,0.032555,0.052146,0.031001
61,90,2,600,3.72538,0.483365,3.67641,0.242041,7.38184,0.246969,1.32899,0.067013,1.05072,0.066588,0.115991,0.068144,0.076412,0.070541,0.072793,0.064487,0.091696,0.06232,0.073407,0.066702,0.070103,0.065205
81,90,2,600,4.07749,0.835667,5.34036,0.460674,8.62698,0.43969,2.43623,0.118428,1.98544,0.112487,0.098868,0.112644,0.100359,0.116133,0.106667,0.108553,0.100033,0.121188,0.097277,0.112334,0.096932,0.116148
101,90,2,600,6.01335,1.42343,4.03927,0.624397,6.95756,0.624719,3.0745,0.174696,3.09206,0.185022,0.131098,0.176618,0.1378,0.179001,0.133987,0.167231,0.136128,0.164126,0.124402,0.170702,0.136138,0.170227
1,90,2,600,0.097067,0.000403,0.168064,0.000257,0.10725,0.000201,0.061345,0.000364,0.064794,0.000286,0.062378,0.000399,0.062653,0.000484,0.108284,0.000389,0.105507,0.000483,0.065844,0.000501,0.061047,0.000467
21,90,2,600,0.99419,0.044538,1.17386,0.021551,1.18046,0.018274,0.24286,0.008398,0.247001,0.0089,0.054718,0.011105,0.061861,0.009372,0.055955,0.007896,0.055079,0.007976,0.04704,0.010502,0.048101,0.008998
41,90,2,600,1.26741,0.15276,1.45594,0.083293,1.69572,0.067609,0.616368,0.031887,0.652274,0.031375,0.062347,0.033521,0.061785,0.03096,0.059135,0.028716,0.065552,0.029009,0.063557,0.034051,0.076581,0.032936
61,90,2,600,1.32849,0.336345,1.32477,0.177414,2.24177,0.161527,1.51777,0.06589,1.52104,0.071503,0.092776,0.070929,0.092197,0.064591,0.098729,0.061051,0.087852,0.061943,0.076112,0.069069,0.082252,0.065464
81,90,2,600,0.996098,0.520383,1.02148,0.244332,1.64303,0.255111,2.81081,0.112146,2.53277,0.122444,0.147577,0.119504,0.105456,0.115129,0.106166,0.105751,0.129782,0.104509,0.104286,0.11458,0.106868,0.114201
101,90,2,600,0.986077,0.816304,1.02201,0.385578,1.85748,0.386715,3.48126,0.17394,3.19118,0.179934,0.14114,0.176203,0.134069,0.17083,0.156174,0.162657,0.148053,0.164522,0.136806,0.170189,0.144613,0.172995
1,90,2,600,0.194818,0.000542,0.157832,0.000293,0.140052,0.000167,0.03595,0.000193,0.032298,0.000192,0.054727,0.000857,0.06065,0.000605,0.08288,0.000472,0.052842,0.000283,0.05873,0.000793,0.051834,0.000593
21,90,2,600,1.03612,0.04641,1.2765,0.030125,1.42337,0.02144,0.219773,0.008772,0.219127,0.012119,0.040658,0.010021,0.046027,0.010043,0.039929,0.008262,0.049971,0.008812,0.044099,0.010323,0.037838,0.010487
41,90,2,600,1.8551,0.207364,1.84364,0.112247,1.45287,0.077319,0.582692,0.032191,0.547015,0.031731,0.054801,0.033566,0.054735,0.030881,0.055841,0.030397,0.080078,0.030709,0.059363,0.041024,0.048547,0.032052
61,90,2,600,1.05508,0.365277,1.18032,0.211209,1.29524,0.158831,1.82645,0.066449,1.47249,0.06772,0.083893,0.068511,0.079295,0.066793,0.068289,0.064176,0.076821,0.064409,0.087881,0.065899,0.072986,0.065193
81,90,2,600,1.10582,0.653804,1.14665,0.310435,1.35023,0.287436,2.51475,0.10996,2.28045,0.112254,0.14094,0.111921,0.09561,0.111811,0.093726,0.106084,0.099955,0.106398,0.100794,0.114585,0.096151,0.117081
101,90,2,600,0.865425,0.871582,0.874019,0.433384,1.2964,0.427926,3.02616,0.174841,3.35331,0.164922,0.152093,0.17813,0.126201,0.179694,0.124118,0.161641,0.147305,0.16529,0.130746,0.181026,0.125344,0.171504
1,90,2,600,0.123482,0.000456,0.109878,0.000251,0.090283,0.000244,0.032892,0.000245,0.03193,0.000215,0.036008,0.001679,0.033965,0.000602,0.042042,0.000237,0.030852,0.000167,0.032662,0.001138,0.06523,0.000703
21,90,2,600,0.141404,0.015358,0.100187,0.007776,0.112963,0.007811,0.275927,0.008628,0.285989,0.008019,0.038153,0.009775,0.07912,0.01096,0.072325,0.007987,0.078134,0.009894,0.078583,0.009444,0.05869,0.010356
41,90,2,600,0.122549,0.054458,0.105444,0.027153,0.108199,0.026029,1.07022,0.030957,0.90014,0.030347,0.048193,0.032841,0.047154,0.030279,0.046693,0.029472,0.073217,0.028975,0.047051,0.032227,0.090604,0.032622
61,90,2,600,0.118244,0.107483,0.091619,0.054009,0.105668,0.053651,2.87365,0.062357,2.51554,0.063598,0.076428,0.068943,0.077093,0.066748,0.071683,0.062138,0.087932,0.06161,0.06974,0.070168,0.083035,0.06659
81,90,2,600,0.142723,0.193156,0.083895,0.09106,0.126739,0.090924,8.43616,0.11512,7.86179,0.116774,0.09378,0.122944,0.095687,0.112188,0.098193,0.112837,0.106884,0.108261,0.097287,0.111597,0.097024,0.112108
101,90,2,600,0.108283,0.289791,0.112574,0.138318,0.108606,0.140359,9.24488,0.179941,7.30473,0.169808,0.133385,0.197212,0.129031,0.175643,0.140301,0.167993,0.137862,0.185479,0.131841,0.176156,0.131765,0.172919
1,90,2,600,0.248418,0.000473,0.193695,0.000306,0.214542,0.000177,0.052141,0.000233,0.050761,0.000188,0.068731,0.000953,0.05659,0.000526,0.095603,0.000439,0.078442,0.000279,0.131107,0.001156,0.111357,0.0007
21,90,2,600,1.80387,0.052566,1.88766,0.028844,2.18758,0.026072,0.22743,0.008152,0.194718,0.007963,0.087802,0.012333,0.048336,0.009264,0.04613,0.008177,0.062538,0.0087,0.060792,0.010727,0.046732,0.008986
41,90,2,600,2.51994,0.219142,2.43062,0.102644,1.72997,0.077208,0.681157,0.032179,0.526015,0.031806,0.068642,0.042775,0.087898,0.043624,0.058948,0.028369,0.062704,0.029319,0.058393,0.032635,0.055651,0.030698
61,90,2,600,2.68736,0.486633,2.7258,0.240713,2.15531,0.162877,1.43025,0.065553,0.868537,0.066695,0.088132,0.068893,0.107985,0.067221,0.076148,0.062443,0.077017,0.066687,0.088376,0.068393,0.079217,0.069449
81,90,2,600,2.39755,0.807061,2.53496,0.408722,1.81034,0.282857,2.83229,0.132529,3.19591,0.13958,0.252111,0.130497,0.175228,0.13638,0.100932,0.107765,0.154546,0.141175,0.251612,0.132578,0.233628,0.135163
101,90,2,600,1.43342,1.01906,1.41623,0.468554,1.75619,0.426099,3.65456,0.166569,3.41659,0.166164,0.145424,0.176207,0.155117,0.170104,0.141405,0.165872,0.141718,0.172827,0.129752,0.17417,0.137402,0.179821
1,90,2,600,0.043732,0.000191,0.101885,0.00017,0.076722,0.000128,0.040924,0.000256,0.052816,0.00026,0.034938,0.00113,0.041811,0.000643,0.033722,0.00019,0.062905,0.000204,0.033841,0.001192,0.034457,0.000735
21,90,2,600,0.137309,0.014224,0.103184,0.007175,0.117079,0.008077,0.239196,0.008798,0.207571,0.00797,0.059856,0.016015,0.065153,0.013173,0.26641,0.022824,0.112971,0.014392,0.07596,0.016921,0.091361,0.018458
41,90,2,600,0.134114,0.064796,0.091033,0.027768,0.153215,0.026602,0.905345,0.041026,0.736637,0.030451,0.09482,0.060738,0.092691,0.055222,0.079874,0.04524,0.121284,0.045188,0.079847,0.05056,0.085429,0.049889
61,90,2,600,0.152014,0.105287,0.132028,0.053416,0.155335,0.055225,1.99574,0.063915,1.71096,0.074647,0.172094,0.107972,0.155656,0.106554,0.107303,0.097306,0.121322,0.101453,0.114586,0.104694,0.10486,0.10414
81,90,2,600,0.184879,0.205296,0.211941,0.103459,0.189985,0.113516,3.69386,0.114371,3.14234,0.113071,0.184059,0.180407,0.154051,0.180898,0.161837,0.173783,0.169075,0.172112,0.150626,0.179286,0.150472,0.175034
101,90,2,600,0.104134,0.293515,0.079676,0.141564,0.152264,0.144759,5.40768,0.173396,4.01545,0.175185,0.206124,0.275251,0.195607,0.291137,0.196631,0.258164,0.21794,0.262203,0.205222,0.284232,0.195964,0.276325
1,90,2,600,0.087512,0.000487,0.178791,0.00022,0.103338,0.000224,0.040663,0.000195,0.03779,0.000222,0.035478,0.000961,0.030785,0.000741,0.039149,0.000196,0.031507,0.000274,0.043593,0.001052,0.030766,0.000674
21,90,2,600,0.376952,0.027791,0.334681,0.01254,0.173923,0.009133,0.332486,0.008961,0.42894,0.019121,0.065003,0.015113,0.066365,0.013585,0.108138,0.013058,0.098086,0.012084,0.067604,0.013712,0.058222,0.014376
41,90,2,600,0.352438,0.087468,0.337457,0.042243,0.143711,0.025042,1.17655,0.032534,1.02696,0.031599,0.093509,0.056528,0.083425,0.050077,0.199947,0.065726,0.324873,0.069677,0.078653,0.048634,0.07709,0.048824
61,90,2,600,0.336265,0.190462,0.344621,0.092507,0.181352,0.054583,5.7204,0.064807,2.71579,0.06461,0.110963,0.107947,0.108532,0.102401,0.117393,0.098061,0.14344,0.097263,0.108689,0.103016,0.11126,0.103681
81,90,2,600,0.304595,0.336517,0.278025,0.156329,0.289599,0.109252,6.6058,0.108893,10.0418,0.120015,0.355625,0.209698,0.149826,0.173644,0.211928,0.166798,0.368455,0.203796,0.217042,0.183009,0.16286,0.180216
101,90,2,600,0.311952,0.487832,0.376393,0.256716,0.17849,0.140861,14.559,0.173444,9.71397,0.165344,0.200986,0.272627,0.197551,0.267196,0.196626,0.26012,0.23659,0.265844,0.202885,0.275336,0.198597,0.270811
1,90,2,600,0.087512,0.000375,0.130941,0.000353,0.12117,0.000251,0.055142,0.000477,0.069311,0.000369,0.047239,0.001488,0.053881,0.000976,0.047082,0.000324,0.056314,0.000356,0.048457,0.001713,0.050413,0.00153
21,90,2,600,12.1001,0.10709,13.3793,0.053204,28.1355,0.059269,0.127821,0.009832,0.127826,0.010231,0.055461,0.010157,0.054027,0.012396,0.062846,0.011565,0.061754,0.010134,0.05379,0.009924,0.054768,0.011703
41,90,2,600,13.8856,0.434084,19.3894,0.23582,25.9015,0.197638,0.244693,0.034958,0.272078,0.035158,0.064896,0.032658,0.105765,0.032764,0.064728,0.029345,0.088993,0.031026,0.074414,0.034274,0.091374,0.038852
61,90,2,600,17.5722,1.04159,13.4221,0.392963,27.1148,0.405369,0.21284,0.063149,0.21744,0.061081,0.069459,0.065049,0.070865,0.064374,0.068797,0.060512,0.08026,0.060399,0.069786,0.064816,0.069232,0.064437
81,90,2,600,12.6009,1.34081,15.7176,0.728593,26.8899,0.667669,0.362349,0.108028,0.350349,0.107232,0.100618,0.112514,0.098307,0.112477,0.094447,0.106541,0.104228,0.106679,0.096128,0.111821,0.093952,0.113699
101,90,2,600,13.3749,2.02663,14.5759,1.01197,26.237,1.03302,0.548055,0.162447,0.525603,0.161111,0.130852,0.169924,0.128808,0.16906,0.122944,0.161228,0.128967,0.161378,0.129783,0.170801,0.170337,0.168381
