Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.066927,0.000332,0.057894,0.000208,0.039852,0.000208,0.032292,0.000178,0.047939,0.000214,0.071691,0.00138,0.070325,0.000702,0.048223,0.000219,0.026257,0.000303,0.031362,0.000913,0.028644,0.000634
21,90,2,600,0.222324,0.034975,0.153001,0.01203,0.055986,0.00656,0.247992,0.007719,0.209994,0.009934,0.116629,0.033032,0.122765,0.031584,0.121623,0.028948,0.09776,0.013055,0.138854,0.025605,0.140835,0.026908
41,90,2,600,0.185037,0.123468,0.214392,0.066867,0.041381,0.026291,0.911147,0.027463,0.798241,0.028626,0.12419,0.048067,0.093918,0.045292,0.080688,0.043547,0.089631,0.043065,0.068206,0.046506,0.067733,0.044856
61,90,2,600,0.233332,0.305114,0.190298,0.131722,0.111068,0.058859,2.51784,0.055462,1.69337,0.054543,0.093166,0.09206,0.099515,0.088822,0.089138,0.082237,0.126382,0.083701,0.08745,0.088116,0.091619,0.087101
81,90,2,600,0.156086,0.411865,0.181888,0.210985,0.067931,0.119761,3.11498,0.093486,3.73246,0.103722,0.199274,0.157693,0.180772,0.164574,0.192408,0.149522,0.162526,0.146026,0.154208,0.15426,0.196227,0.166596
101,90,2,600,0.205089,0.653034,0.181524,0.309657,0.077143,0.179972,9.63164,0.139651,3.83664,0.144868,0.163433,0.225761,0.15921,0.225708,0.159823,0.217255,0.18187,0.21574,0.159798,0.228319,0.160651,0.226096
1,90,2,600,0.0166,0.000182,0.017816,0.000155,0.016902,0.000113,0.036327,0.000189,0.034192,0.000205,0.026048,0.001102,0.025468,0.000547,0.024795,0.000141,0.031898,0.000183,0.024879,0.000791,0.027626,0.00071
21,90,2,600,0.03683,0.011652,0.044362,0.00595,0.040521,0.007097,0.229594,0.007918,0.185321,0.007851,0.029729,0.008186,0.028854,0.007512,0.031584,0.007351,0.03645,0.006563,0.039546,0.009793,0.031008,0.00822
41,90,2,600,0.037549,0.045198,0.034615,0.022368,0.037786,0.024361,0.837518,0.02659,0.814634,0.026545,0.041568,0.028901,0.039589,0.027811,0.04087,0.02622,0.045556,0.026413,0.040422,0.028278,0.049625,0.026848
61,90,2,600,0.02971,0.089027,0.037939,0.047242,0.03993,0.052391,2.95447,0.055537,2.15011,0.054159,0.057646,0.055313,0.056991,0.055065,0.057412,0.053832,0.058908,0.052551,0.05661,0.056294,0.05563,0.056232
