Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.002162,2.5e-05,0.000445,7e-06,0.000413,8e-06,0.000305,0.00022
toy_instances/toy_instance_1.txt,1,20,0.00068,2.8e-05,0.000411,7e-06,0.00037,9e-06,0.000343,0.000106
toy_instances/toy_instance_1.txt,1,40,0.000644,1.1e-05,0.000403,7e-06,0.000326,9e-06,0.000331,0.00012
toy_instances/toy_instance_1.txt,1,60,0.000522,1e-05,0.000367,6e-06,0.000297,8e-06,0.000361,0.000102
toy_instances/toy_instance_1.txt,1,80,0.000476,1e-05,0.000354,7e-06,0.000298,9e-06,0.000324,0.000173
toy_instances/toy_instance_1.txt,1,100,0.000658,1.6e-05,0.000493,1.1e-05,0.000444,1.3e-05,0.000438,0.000127
toy_instances/toy_instance_1.txt,11,0,0.000639,0.000283,0.000887,0.000205,0.00095,0.00016,0.000732,0.001723
toy_instances/toy_instance_1.txt,11,20,0.000941,0.000213,0.000915,0.000217,0.001132,0.000195,0.001469,0.002471
toy_instances/toy_instance_1.txt,11,40,0.000991,0.000185,0.00146,9e-05,0.000813,0.000173,0.000579,0.001544
toy_instances/toy_instance_1.txt,11,60,0.000747,0.000202,0.000964,0.000146,0.000751,0.000152,0.001125,0.001245
toy_instances/toy_instance_1.txt,11,80,0.001037,0.000235,0.001575,0.000123,0.001129,0.00021,0.000954,0.001152
toy_instances/toy_instance_1.txt,11,100,0.00062,0.000116,0.000453,0.000115,0.000519,0.000101,0.000454,0.000992
toy_instances/toy_instance_1.txt,21,0,0.00093,0.00075,0.001956,0.000664,0.002922,0.000723,0.002306,0.00204
toy_instances/toy_instance_1.txt,21,20,0.000627,0.000753,0.000974,0.000244,0.000947,0.00025,0.001629,0.002516
toy_instances/toy_instance_1.txt,21,40,0.001739,0.001072,0.001055,0.00023,0.000678,0.000232,0.000683,0.000945
toy_instances/toy_instance_1.txt,21,60,0.000702,0.000366,0.001088,0.000368,0.001647,0.000949,0.002392,0.001934
toy_instances/toy_instance_1.txt,21,80,0.000803,0.00033,0.000524,0.000193,0.000628,0.000211,0.000524,0.001153
toy_instances/toy_instance_1.txt,21,100,0.000934,0.000881,0.001072,0.00077,0.003409,0.000817,0.001059,0.000952
toy_instances/toy_instance_1.txt,31,0,0.000516,0.000516,0.000827,0.000661,0.001046,0.000809,0.001686,0.004091
toy_instances/toy_instance_1.txt,31,20,0.000601,0.000544,0.000706,0.000375,0.000649,0.000787,0.001554,0.001876
toy_instances/toy_instance_1.txt,31,40,0.001955,0.001647,0.002592,0.00049,0.000811,0.00042,0.000678,0.001532
toy_instances/toy_instance_1.txt,31,60,0.000637,0.001184,0.001521,0.001169,0.003645,0.000732,0.000677,0.001147
toy_instances/toy_instance_1.txt,31,80,0.000432,0.000537,0.001051,0.000589,0.002053,0.000953,0.002184,0.002846
toy_instances/toy_instance_1.txt,31,100,0.000513,0.000627,0.000688,0.000517,0.00116,0.000544,0.001369,0.00281
toy_instances/toy_instance_1.txt,41,0,0.000969,0.001411,0.001459,0.001034,0.00143,0.001452,0.004601,0.003284
toy_instances/toy_instance_1.txt,41,20,0.000488,0.001066,0.001307,0.001259,0.0041,0.002358,0.000965,0.001748
toy_instances/toy_instance_1.txt,41,40,0.000733,0.002026,0.003855,0.003482,0.000953,0.000888,0.0013,0.004044
toy_instances/toy_instance_1.txt,41,60,0.001253,0.001621,0.001025,0.000887,0.001163,0.000856,0.002628,0.00476
toy_instances/toy_instance_1.txt,41,80,0.000533,0.000999,0.000818,0.001001,0.002038,0.002598,0.001779,0.002183
toy_instances/toy_instance_1.txt,41,100,0.000453,0.00116,0.002125,0.003391,0.00116,0.000867,0.000888,0.002083
toy_instances/toy_instance_1.txt,51,0,0.000746,0.004637,0.001549,0.001943,0.002526,0.004954,0.001257,0.002744
toy_instances/toy_instance_1.txt,51,20,0.000813,0.003205,0.002382,0.001636,0.001606,0.002823,0.004215,0.002308
