Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.002392,2.7e-05,0.001033,1.8e-05,0.001044,2.9e-05,0.001019,7.1e-05
toy_instances/toy_instance_1.txt,1,20,0.001382,4.3e-05,0.001217,4.5e-05,0.001036,2.9e-05,0.001072,5.7e-05
toy_instances/toy_instance_1.txt,1,40,0.00145,4.7e-05,0.00104,2.4e-05,0.001104,5.4e-05,0.001135,6.2e-05
toy_instances/toy_instance_1.txt,1,60,0.001545,5.2e-05,0.001946,2.5e-05,0.00108,3e-05,0.000975,5.5e-05
toy_instances/toy_instance_1.txt,1,80,0.00234,5e-05,0.001098,2e-05,0.001389,6.6e-05,0.002878,5.9e-05
toy_instances/toy_instance_1.txt,1,100,0.001618,3.5e-05,0.001094,2.1e-05,0.001004,3.2e-05,0.00193,8.7e-05
toy_instances/toy_instance_1.txt,11,0,0.002587,0.000761,0.00161,0.000328,0.003488,0.000572,0.003199,0.002741
toy_instances/toy_instance_1.txt,11,20,0.001534,0.000466,0.001169,0.000278,0.004181,0.000472,0.001826,0.001808
toy_instances/toy_instance_1.txt,11,40,0.002342,0.000501,0.001248,0.000342,0.002853,0.000464,0.003427,0.003007
toy_instances/toy_instance_1.txt,11,60,0.001401,0.000346,0.000755,0.000173,0.001979,0.000454,0.001735,0.003106
toy_instances/toy_instance_1.txt,11,80,0.00314,0.000698,0.000694,0.000195,0.001496,0.000214,0.001174,0.000776
toy_instances/toy_instance_1.txt,11,100,0.001308,0.000449,0.001614,0.000518,0.004583,0.000448,0.001055,0.000883
toy_instances/toy_instance_1.txt,21,0,0.001786,0.001029,0.00111,0.000515,0.006487,0.001963,0.001866,0.002891
toy_instances/toy_instance_1.txt,21,20,0.004864,0.001956,0.001067,0.000514,0.002036,0.000626,0.001211,0.002084
toy_instances/toy_instance_1.txt,21,40,0.003876,0.002064,0.000981,0.000446,0.002427,0.000796,0.003312,0.003098
toy_instances/toy_instance_1.txt,21,60,0.000941,0.000536,0.000866,0.000387,0.002596,0.000838,0.002626,0.004442
toy_instances/toy_instance_1.txt,21,80,0.001649,0.001211,0.001161,0.000375,0.003555,0.001584,0.003086,0.002131
toy_instances/toy_instance_1.txt,21,100,0.00094,0.000658,0.001231,0.000617,0.006368,0.001403,0.001291,0.002068
toy_instances/toy_instance_1.txt,31,0,0.001326,0.001537,0.00432,0.001067,0.005377,0.001905,0.005492,0.003704
toy_instances/toy_instance_1.txt,31,20,0.001705,0.002129,0.002919,0.001527,0.002377,0.001164,0.001933,0.003903
toy_instances/toy_instance_1.txt,31,40,0.001579,0.001388,0.001697,0.000813,0.009113,0.001051,0.001556,0.002766
toy_instances/toy_instance_1.txt,31,60,0.00372,0.004591,0.001478,0.000929,0.002432,0.001086,0.00186,0.004587
toy_instances/toy_instance_1.txt,31,80,0.001756,0.00191,0.001695,0.002254,0.00394,0.00123,0.001548,0.001421
toy_instances/toy_instance_1.txt,31,100,0.003726,0.002998,0.002422,0.000861,0.003043,0.001557,0.004755,0.004613
toy_instances/toy_instance_1.txt,41,0,0.001046,0.002037,0.002446,0.003803,0.011951,0.002135,0.002953,0.008621
toy_instances/toy_instance_1.txt,41,20,0.001211,0.002124,0.006607,0.002593,0.015489,0.002425,0.003533,0.005717
toy_instances/toy_instance_1.txt,41,40,0.001503,0.005287,0.003185,0.002324,0.007269,0.002824,0.00321,0.008765
toy_instances/toy_instance_1.txt,41,60,0.005402,0.006726,0.004854,0.004288,0.008366,0.005328,0.006967,0.011247
toy_instances/toy_instance_1.txt,41,80,0.003199,0.008995,0.003362,0.003191,0.003938,0.003124,0.003153,0.005286
toy_instances/toy_instance_1.txt,41,100,0.002986,0.005634,0.003659,0.002901,0.002454,0.003239,0.004249,0.003025
toy_instances/toy_instance_1.txt,51,0,0.0029,0.006802,0.005895,0.00373,0.016479,0.005486,0.005037,0.006013
toy_instances/toy_instance_1.txt,51,20,0.004086,0.009693,0.005474,0.003749,0.006836,0.004145,0.006448,0.007411
toy_instances/toy_instance_1.txt,51,40,0.002461,0.00459,0.004,0.005903,0.011433,0.009738,0.009955,0.011131
toy_instances/toy_instance_1.txt,51,60,0.006562,0.014053,0.006877,0.006472,0.008306,0.005564,0.005084,0.005384
toy_instances/toy_instance_1.txt,51,80,0.004621,0.006146,0.007098,0.003868,0.009724,0.00375,0.003785,0.008154
toy_instances/toy_instance_1.txt,51,100,0.002266,0.008407,0.005685,0.003643,0.006743,0.005646,0.006825,0.009377
toy_instances/toy_instance_1.txt,61,0,0.003417,0.012767,0.006659,0.005067,0.007103,0.014875,0.00463,0.007538
toy_instances/toy_instance_1.txt,61,20,0.003087,0.006163,0.006146,0.012146,0.022293,0.005499,0.008341,0.013318
toy_instances/toy_instance_1.txt,61,40,0.00443,0.016307,0.007733,0.008228,0.00611,0.005497,0.01039,0.007354
toy_instances/toy_instance_1.txt,61,60,0.003923,0.008523,0.004999,0.004718,0.012988,0.008266,0.004438,0.007846
toy_instances/toy_instance_1.txt,61,80,0.001853,0.005959,0.008197,0.011634,0.006009,0.005271,0.010409,0.008177
toy_instances/toy_instance_1.txt,61,100,0.004832,0.007698,0.004835,0.004919,0.010546,0.008813,0.004539,0.005993
toy_instances/toy_instance_1.txt,71,0,0.001959,0.012534,0.015893,0.006991,0.017587,0.008601,0.006063,0.013715
toy_instances/toy_instance_1.txt,71,20,0.002352,0.012004,0.00589,0.008153,0.007554,0.011022,0.005641,0.016596
toy_instances/toy_instance_1.txt,71,40,0.002735,0.0113,0.005696,0.009719,0.009174,0.012186,0.006555,0.018419
toy_instances/toy_instance_1.txt,71,60,0.005336,0.010262,0.008457,0.013068,0.012352,0.012079,0.015265,0.010225
toy_instances/toy_instance_1.txt,71,80,0.002636,0.00916,0.014049,0.006862,0.010642,0.007345,0.006293,0.012093
toy_instances/toy_instance_1.txt,71,100,0.002064,0.012631,0.005745,0.007864,0.005932,0.007686,0.006267,0.00803
toy_instances/toy_instance_1.txt,81,0,0.0021,0.013453,0.006822,0.013436,0.029089,0.013646,0.012336,0.01421
toy_instances/toy_instance_1.txt,81,20,0.002621,0.016044,0.010975,0.011081,0.015734,0.01353,0.011642,0.016946
toy_instances/toy_instance_1.txt,81,40,0.005179,0.011839,0.010276,0.013278,0.015434,0.0097,0.00884,0.015539
toy_instances/toy_instance_1.txt,81,60,0.003704,0.014048,0.011526,0.013324,0.014795,0.013407,0.012388,0.015499
toy_instances/toy_instance_1.txt,81,80,0.002676,0.015686,0.011764,0.012116,0.01138,0.011476,0.011576,0.017041
toy_instances/toy_instance_1.txt,81,100,0.003276,0.014668,0.010333,0.012154,0.009954,0.011659,0.010483,0.014536
toy_instances/toy_instance_1.txt,91,0,0.003687,0.020458,0.008955,0.020047,0.030741,0.012746,0.008757,0.020848
toy_instances/toy_instance_1.txt,91,20,0.002789,0.020182,0.010595,0.018436,0.01944,0.017255,0.017183,0.019576
toy_instances/toy_instance_1.txt,91,40,0.00416,0.021344,0.009009,0.018381,0.029303,0.016112,0.014271,0.015689
toy_instances/toy_instance_1.txt,91,60,0.002927,0.015347,0.012069,0.01354,0.01948,0.012361,0.009272,0.022419
toy_instances/toy_instance_1.txt,91,80,0.002436,0.018821,0.009158,0.019216,0.020803,0.018116,0.016448,0.016017
toy_instances/toy_instance_1.txt,91,100,0.006025,0.01466,0.017586,0.012978,0.010565,0.016867,0.013241,0.019886
