Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.099612,0.000444,0.058975,0.000257,0.040614,0.000194,0.076034,0.000348,0.09491,0.000364,0.069983,0.002732,0.055105,0.001269,0.061511,0.000367,0.085736,0.000801,0.123359,0.002628,0.072741,0.00145
21,90,2,600,3.04589,0.101623,2.95315,0.057843,6.04787,0.056816,0.104662,0.008596,0.112907,0.009668,0.034626,0.009823,0.038541,0.008575,0.040266,0.00817,0.045592,0.007619,0.034256,0.009478,0.03485,0.009673
41,90,2,600,3.34634,0.329798,3.56124,0.179262,5.70958,0.178313,0.24964,0.027209,0.259949,0.026132,0.045528,0.026855,0.045995,0.027729,0.045801,0.025976,0.045063,0.025068,0.04412,0.027159,0.047391,0.027575
61,90,2,600,3.57508,0.707193,3.77629,0.354665,6.34324,0.36799,0.512456,0.060808,0.550555,0.057908,0.061405,0.060086,0.060787,0.057022,0.059847,0.05327,0.06461,0.051193,0.060606,0.058199,0.059939,0.056088
81,90,2,600,3.71537,1.16968,4.56486,0.626978,6.54935,0.610445,0.675861,0.103579,0.790242,0.097016,0.087493,0.100174,0.082407,0.098172,0.079577,0.090369,0.08601,0.089734,0.081219,0.096073,0.080758,0.100085
101,90,2,600,3.87225,1.78902,4.40946,0.939262,6.60174,0.908518,0.671469,0.146143,0.69995,0.141474,0.114089,0.149421,0.109155,0.145375,0.10638,0.134695,0.113723,0.140398,0.114444,0.152241,0.105041,0.144988
1,90,2,600,0.047241,0.00049,0.058399,0.000338,0.037922,0.000203,0.028641,0.000218,0.02717,0.000197,0.046904,0.000746,0.04458,0.000482,0.055422,0.000487,0.048613,0.00025,0.042391,0.000631,0.041111,0.000773
21,90,2,600,0.27726,0.056853,0.292287,0.031077,0.158501,0.017208,0.15083,0.008113,0.157126,0.008836,0.038127,0.009377,0.049022,0.009657,0.030399,0.008008,0.038192,0.008486,0.030984,0.009985,0.036837,0.011039
41,90,2,600,0.199805,0.176411,0.213562,0.096167,0.162986,0.062483,0.411889,0.026543,0.369054,0.025849,0.045768,0.028557,0.043356,0.027023,0.044474,0.024948,0.047662,0.025944,0.041406,0.03088,0.039586,0.027301
61,90,2,600,0.174704,0.366645,0.223493,0.194347,0.162988,0.144418,1.24913,0.054629,1.19704,0.054633,0.060485,0.057041,0.057075,0.056251,0.054271,0.052434,0.062583,0.052796,0.111959,0.084972,0.064345,0.05747
81,90,2,600,0.164902,0.565617,0.19063,0.292267,0.163381,0.241928,2.03474,0.092921,1.96368,0.095926,0.08267,0.097741,0.077267,0.09606,0.075135,0.089157,0.082483,0.089211,0.080085,0.097881,0.077342,0.097996
101,90,2,600,0.127263,0.779772,0.145948,0.39845,0.166111,0.359068,2.5558,0.138477,2.37285,0.14344,0.107973,0.148891,0.106133,0.151856,0.10942,0.141059,0.10558,0.13633,0.100372,0.147382,0.105834,0.144044
1,90,2,600,0.042755,0.000373,0.059557,0.000207,0.030994,0.000166,0.032063,0.000162,0.051733,0.000201,0.050159,0.001442,0.050911,0.000754,0.075663,0.000424,0.053506,0.000257,0.04902,0.001217,0.054255,0.000934
21,90,2,600,0.211758,0.043473,0.238173,0.024816,0.289327,0.020979,0.200774,0.007698,0.15877,0.009308,0.036435,0.010576,0.038291,0.010054,0.051283,0.008722,0.04438,0.007731,0.040932,0.008733,0.035626,0.009155
41,90,2,600,0.265753,0.165994,0.288695,0.089961,0.518668,0.099671,0.433283,0.026815,0.376866,0.026769,0.048512,0.028841,0.045258,0.02712,0.042442,0.025786,0.054944,0.02552,0.042847,0.028406,0.042502,0.027566
61,90,2,600,0.296615,0.36895,0.319253,0.196617,0.357569,0.177758,1.24824,0.055008,1.24235,0.05844,0.068649,0.056521,0.060502,0.059003,0.059929,0.053802,0.062595,0.053518,0.063736,0.058324,0.057848,0.056346
81,90,2,600,0.291547,0.621974,0.389911,0.348279,0.482937,0.349792,1.59303,0.092559,1.36151,0.092554,0.085345,0.096854,0.079561,0.095949,0.080498,0.089834,0.086585,0.090041,0.083586,0.097931,0.081206,0.099388
101,90,2,600,0.364729,1.0442,0.389337,0.497311,0.537705,0.521506,1.88353,0.140107,2.24877,0.140237,0.109081,0.148011,0.105348,0.14609,0.104826,0.136896,0.113155,0.1405,0.168968,0.185429,0.150348,0.155317
1,90,2,600,0.120611,0.000538,0.126507,0.000339,0.075369,0.000245,0.110957,0.000494,0.08535,0.000397,0.175747,0.005798,0.081687,0.000865,0.115622,0.000449,0.104373,0.000397,0.127957,0.002001,0.080366,0.001025
21,90,2,600,0.532389,0.065474,0.601553,0.031815,0.324257,0.024826,0.198302,0.00823,0.193317,0.007532,0.042599,0.010747,0.043872,0.009907,0.075087,0.007664,0.072241,0.009102,0.079822,0.012091,0.074633,0.013005
41,90,2,600,0.661162,0.212152,0.445141,0.106716,0.445522,0.086711,0.621159,0.027623,0.538514,0.028884,0.060027,0.029757,0.049982,0.028614,0.047931,0.025733,0.060677,0.02718,0.054385,0.029574,0.054421,0.028532
61,90,2,600,0.261897,0.315795,0.298178,0.163192,0.416803,0.175397,1.22691,0.054555,1.02244,0.056073,0.063457,0.058858,0.068059,0.057841,0.113659,0.067288,0.065986,0.052988,0.060448,0.057431,0.063177,0.057447
81,90,2,600,0.361397,0.634141,0.392333,0.32575,0.350972,0.268905,2.1139,0.09525,1.7884,0.095769,0.085284,0.097607,0.082809,0.09644,0.085714,0.093663,0.088433,0.095089,0.081956,0.096677,0.085696,0.098617
101,90,2,600,0.346598,0.944758,0.37676,0.482809,0.4883,0.447238,3.17592,0.147594,3.6458,0.143873,0.110246,0.146752,0.124149,0.145005,0.108172,0.135816,0.120935,0.139424,0.10891,0.150236,0.110053,0.149135
1,90,2,600,0.024897,0.000343,0.038479,0.000195,0.03713,0.000218,0.050475,0.000392,0.042131,0.000353,0.037781,0.001505,0.041919,0.000643,0.037331,0.000307,0.045258,0.000279,0.049779,0.001278,0.044621,0.000707
21,90,2,600,0.181107,0.04331,0.205661,0.02342,0.197444,0.021758,0.153957,0.010441,0.166564,0.008329,0.035331,0.009262,0.037276,0.009032,0.031121,0.007673,0.038612,0.009319,0.033735,0.0097,0.040007,0.008777
