BA,1,100,1,3,0.017371,0.017131,0.000147
KCRDKL,1,100,1,2,0.006261,0.005673,0.000381
BA,1,100,1,3,0.01472,0.014364,0.000246
KCRDKL,1,100,1,1,0.00294,0.002623,0.000198
BA,1,100,1,4,0.025401,0.024817,0.000438
KCRDKL,1,100,1,3,0.009618,0.008922,0.000389
BA,1,100,1,3,0.014034,0.013714,0.000236
KCRDKL,1,100,1,2,0.004064,0.003651,0.000248
BA,1,100,1,2,0.005339,0.005209,9.2e-05
KCRDKL,1,100,1,1,0.002256,0.002006,0.000131
BA,1,100,1,3,0.013001,0.012668,0.00022
KCRDKL,1,100,1,2,0.005147,0.004695,0.000232
BA,1,100,1,2,0.00794,0.007703,0.000173
KCRDKL,1,100,1,1,0.00261,0.002362,0.000142
BA,1,100,1,4,0.025162,0.024547,0.000414
KCRDKL,1,100,1,3,0.006691,0.005908,0.000398
BA,1,100,1,4,0.025203,0.024525,0.000483
KCRDKL,1,100,1,3,0.006085,0.005474,0.000302
BA,1,100,1,4,0.020688,0.020168,0.000359
KCRDKL,1,100,1,3,0.009473,0.008536,0.000501
BA,1,100,1,3,0.011078,0.010775,0.000209
KCRDKL,1,100,1,1,0.004753,0.004335,0.000186
BA,1,100,1,3,0.012606,0.012306,0.000193
KCRDKL,1,100,1,2,0.004008,0.003587,0.000255
BA,1,100,1,4,0.023802,0.023304,0.000302
KCRDKL,1,100,1,3,0.010056,0.00924,0.000436
BA,1,100,1,3,0.013186,0.012849,0.00021
KCRDKL,1,100,1,1,0.00345,0.003213,0.000123
BA,1,100,1,2,0.006356,0.006107,0.00017
KCRDKL,1,100,1,1,0.004595,0.004118,0.000278
BA,1,100,1,4,0.026451,0.025784,0.000463
KCRDKL,1,100,1,3,0.006447,0.005797,0.000291
BA,1,100,1,3,0.013708,0.013306,0.000293
KCRDKL,1,100,1,2,0.003841,0.003384,0.000268
BA,1,100,1,2,0.005011,0.004869,0.000107
KCRDKL,1,100,1,1,0.00257,0.002282,0.000161
BA,1,100,1,3,0.011504,0.011194,0.000199
KCRDKL,1,100,1,1,0.004035,0.003609,0.000279
BA,1,100,1,3,0.012317,0.011852,0.000332
KCRDKL,1,100,1,2,0.004346,0.003834,0.000251
BA,1,100,1,2,0.00601,0.005849,0.000117
KCRDKL,1,100,1,1,0.002256,0.002028,0.000124
BA,1,100,1,3,0.012634,0.01217,0.000292
KCRDKL,1,100,1,2,0.007144,0.006333,0.000443
BA,1,100,1,2,0.006786,0.006543,0.000167
KCRDKL,1,100,1,1,0.003154,0.00292,0.000143
BA,1,100,1,4,0.023725,0.023083,0.000442
KCRDKL,1,100,1,3,0.008369,0.007837,0.00027
BA,1,100,1,3,0.013023,0.012683,0.000226
KCRDKL,1,100,1,1,0.002494,0.002273,0.000136
BA,1,100,1,3,0.013984,0.013626,0.000245
KCRDKL,1,100,1,2,0.005956,0.005238,0.000489
BA,1,100,1,3,0.013649,0.013255,0.000251
KCRDKL,1,100,1,1,0.002466,0.002226,0.000136
BA,1,100,1,4,0.026239,0.025679,0.000379
KCRDKL,1,100,1,3,0.006587,0.005804,0.000457
BA,1,100,1,3,0.014249,0.013877,0.000236
KCRDKL,1,100,1,2,0.004481,0.003988,0.000272
BA,1,100,1,3,0.013875,0.013509,0.000207
KCRDKL,1,100,1,2,0.003995,0.003637,0.000205
BA,1,100,1,2,0.004382,0.004191,0.000151
KCRDKL,1,100,1,1,0.002337,0.002102,0.000147
BA,1,100,1,2,0.004315,0.004187,9.2e-05
KCRDKL,1,100,1,1,0.002656,0.00232,0.000186
BA,1,100,1,4,0.026928,0.02639,0.000363
KCRDKL,1,100,1,3,0.010598,0.009766,0.000508
BA,1,100,1,4,0.02244,0.021964,0.000349
KCRDKL,1,100,1,3,0.010408,0.009731,0.000377
BA,1,100,1,2,0.006625,0.006318,0.000205
KCRDKL,1,100,1,1,0.004569,0.004101,0.000267
BA,1,100,1,3,0.018715,0.018177,0.000359
KCRDKL,1,100,1,1,0.004403,0.004076,0.000174
BA,1,100,1,4,0.030089,0.029431,0.000426
KCRDKL,1,100,1,3,0.007681,0.007101,0.000297
BA,1,100,1,2,0.006912,0.006576,0.000254
KCRDKL,1,100,1,1,0.004242,0.003876,0.000193
BA,1,100,1,4,0.029874,0.029225,0.000478
KCRDKL,1,100,1,3,0.0065,0.005901,0.000353
BA,1,100,1,3,0.016711,0.016161,0.00032
KCRDKL,1,100,1,1,0.003892,0.003571,0.000221
BA,1,100,1,2,0.007412,0.007152,0.000193
KCRDKL,1,100,1,1,0.003792,0.003463,0.000144
BA,1,100,1,2,0.007627,0.007426,0.00014
KCRDKL,1,100,1,1,0.003709,0.003392,0.000193
BA,1,100,1,2,0.006936,0.006665,0.000178
KCRDKL,1,100,1,1,0.005007,0.004672,0.000207
BA,1,100,1,2,0.01011,0.009817,0.000213
KCRDKL,1,100,1,1,0.004613,0.004082,0.000299
BA,1,100,1,3,0.022359,0.021265,0.000455
KCRDKL,1,100,1,1,0.006294,0.005504,0.000507
BA,1,100,1,2,0.0075,0.007209,0.000165
KCRDKL,1,100,1,1,0.004791,0.004327,0.000229
BA,1,100,1,3,0.014864,0.014379,0.000317
KCRDKL,1,100,1,1,0.004444,0.004045,0.000246
BA,1,100,1,3,0.012621,0.012184,0.000322
KCRDKL,1,100,1,1,0.002696,0.002421,0.000141
BA,1,100,1,2,0.008205,0.00781,0.000288
KCRDKL,1,100,1,1,0.002397,0.002141,0.000143
BA,1,100,1,3,0.013401,0.012991,0.000289
KCRDKL,1,100,1,2,0.005227,0.004762,0.00026
BA,11,100,1,12,0.280452,0.268545,0.011249
KCRDKL,11,100,1,1,0.008193,0.004648,0.001907
BA,11,100,1,5,0.040766,0.03484,0.005652
KCRDKL,11,100,1,2,0.013886,0.008109,0.003105
BA,11,100,1,10,0.248216,0.231792,0.015621
KCRDKL,11,100,1,1,0.012391,0.00774,0.002097
BA,11,100,1,12,0.304241,0.286342,0.016946
KCRDKL,11,100,1,1,0.012377,0.007312,0.003331
BA,11,100,1,2,0.011022,0.00778,0.003141
KCRDKL,11,100,1,1,0.011785,0.005748,0.003702
BA,11,100,1,11,0.318749,0.296898,0.020831
KCRDKL,11,100,1,1,0.014537,0.008241,0.003446
BA,11,100,1,3,0.01755,0.015026,0.002432
KCRDKL,11,100,1,2,0.014624,0.007874,0.003729
BA,11,100,1,11,0.291225,0.277385,0.013092
KCRDKL,11,100,1,1,0.013869,0.007639,0.003858
BA,11,100,1,16,0.719615,0.694144,0.02391
KCRDKL,11,100,1,2,0.021991,0.01184,0.005581
BA,11,100,1,13,0.425809,0.402627,0.021938
KCRDKL,11,100,1,1,0.014899,0.008721,0.003353
BA,11,100,1,4,0.032735,0.027998,0.004505
KCRDKL,11,100,1,2,0.019777,0.00903,0.004764
BA,11,100,1,13,0.364611,0.344766,0.018752
KCRDKL,11,100,1,1,0.01291,0.008346,0.002194
BA,11,100,1,12,0.363651,0.346667,0.016003
KCRDKL,11,100,1,1,0.014307,0.0077,0.003406
BA,11,100,1,4,0.03632,0.031071,0.005027
KCRDKL,11,100,1,2,0.03075,0.016255,0.006386
BA,11,100,1,2,0.018767,0.01396,0.00468
KCRDKL,11,100,1,1,0.017972,0.009185,0.003851
BA,11,100,1,12,0.353622,0.335803,0.016886
KCRDKL,11,100,1,1,0.016434,0.010747,0.002465
BA,11,100,1,18,0.851002,0.828872,0.020926
KCRDKL,11,100,1,2,0.02138,0.013056,0.003963
BA,11,100,1,2,0.01194,0.009911,0.001894
KCRDKL,11,100,1,1,0.013447,0.008124,0.002561
BA,11,100,1,4,0.036551,0.030016,0.006316
KCRDKL,11,100,1,2,0.019209,0.010379,0.003852
BA,11,100,1,9,0.14093,0.131081,0.009265
KCRDKL,11,100,1,1,0.006356,0.003751,0.001431
BA,11,100,1,2,0.008706,0.006841,0.001811
KCRDKL,11,100,1,1,0.009686,0.005132,0.002236
BA,11,100,1,12,0.335524,0.316639,0.01792
KCRDKL,11,100,1,1,0.009514,0.005431,0.00201
BA,11,100,1,2,0.010639,0.008088,0.00248
KCRDKL,11,100,1,1,0.006205,0.003385,0.001461
BA,11,100,1,6,0.066782,0.05958,0.006798
KCRDKL,11,100,1,1,0.009837,0.005433,0.002246
BA,11,100,1,4,0.027644,0.023183,0.004233
KCRDKL,11,100,1,2,0.014881,0.008446,0.003467
BA,11,100,1,20,1.17514,1.15227,0.021623
KCRDKL,11,100,1,2,0.016376,0.009156,0.003434
BA,11,100,1,7,0.082159,0.074147,0.007651
KCRDKL,11,100,1,1,0.007073,0.003659,0.001833
BA,11,100,1,18,0.689796,0.670249,0.018601
