Fichier, Gamma, tau, time_master_classic, time_subproblem_classic, time_master_matrix, time_subproblem_matrix, time_master_augmented, time_subproblem_augmented, time_master_augmented_HOG, time_subproblem_augmented_HOG
toy_instances/toy_instance_1.txt,1,0,0.004119,6.1e-05,0.000662,1.2e-05,0.000684,1.8e-05,0.000657,2.4e-05
toy_instances/toy_instance_1.txt,1,20,0.001625,2.9e-05,0.000607,1.1e-05,0.000607,2.1e-05,0.000646,3.9e-05
toy_instances/toy_instance_1.txt,1,40,0.001044,2.5e-05,0.000623,1.8e-05,0.000612,3.1e-05,0.000603,2.1e-05
toy_instances/toy_instance_1.txt,1,60,0.00119,2.9e-05,0.001155,3.7e-05,0.001297,4.5e-05,0.001283,7.5e-05
toy_instances/toy_instance_1.txt,1,80,0.002732,8.1e-05,0.003201,4.6e-05,0.001502,2.5e-05,0.000815,2.6e-05
toy_instances/toy_instance_1.txt,1,100,0.00275,5.4e-05,0.001852,4.1e-05,0.001404,3.6e-05,0.000994,3.5e-05
toy_instances/toy_instance_1.txt,11,0,0.008023,0.001316,0.002085,0.000396,0.003231,0.000508,0.002043,0.000616
toy_instances/toy_instance_1.txt,11,20,0.005161,0.001088,0.000824,0.000164,0.001645,0.000316,0.001045,0.000365
toy_instances/toy_instance_1.txt,11,40,0.001618,0.000616,0.002774,0.000407,0.003217,0.000476,0.000997,0.000367
toy_instances/toy_instance_1.txt,11,60,0.001809,0.000588,0.000867,0.000224,0.001415,0.000219,0.001652,0.002155
toy_instances/toy_instance_1.txt,11,80,0.004712,0.001192,0.000702,0.000129,0.001201,0.000238,0.001057,0.000217
toy_instances/toy_instance_1.txt,11,100,0.000842,0.000196,0.000666,0.000183,0.001914,0.000672,0.003123,0.000514
toy_instances/toy_instance_1.txt,21,0,0.001956,0.001451,0.001521,0.000706,0.004912,0.001211,0.00243,0.003502
toy_instances/toy_instance_1.txt,21,20,0.002011,0.001709,0.002566,0.001631,0.004403,0.000832,0.002255,0.000983
toy_instances/toy_instance_1.txt,21,40,0.004002,0.002746,0.002099,0.000462,0.002794,0.000725,0.001481,0.002368
toy_instances/toy_instance_1.txt,21,60,0.004685,0.002105,0.00173,0.000447,0.002405,0.001518,0.002992,0.001468
toy_instances/toy_instance_1.txt,21,80,0.00158,0.000898,0.001377,0.000531,0.001904,0.000612,0.004285,0.001316
toy_instances/toy_instance_1.txt,21,100,0.001035,0.000555,0.001243,0.000404,0.002479,0.000649,0.004012,0.003024
toy_instances/toy_instance_1.txt,31,0,0.003071,0.002747,0.004531,0.002136,0.005075,0.001778,0.005546,0.003364
toy_instances/toy_instance_1.txt,31,20,0.002102,0.002156,0.003606,0.003214,0.00384,0.002376,0.004703,0.002904
toy_instances/toy_instance_1.txt,31,40,0.001783,0.00207,0.002555,0.002211,0.005848,0.001318,0.003013,0.003597
toy_instances/toy_instance_1.txt,31,60,0.001664,0.001764,0.00463,0.001382,0.003786,0.001374,0.005753,0.002975
toy_instances/toy_instance_1.txt,31,80,0.003174,0.002896,0.002082,0.001711,0.002696,0.001349,0.005072,0.003917
toy_instances/toy_instance_1.txt,31,100,0.001962,0.002063,0.001472,0.000916,0.004442,0.002077,0.001349,0.001225
toy_instances/toy_instance_1.txt,41,0,0.002932,0.005025,0.002523,0.00203,0.007708,0.002084,0.004486,0.005043
toy_instances/toy_instance_1.txt,41,20,0.002257,0.003322,0.004837,0.002284,0.005182,0.004767,0.002564,0.003752
toy_instances/toy_instance_1.txt,41,40,0.004378,0.006297,0.002196,0.002752,0.004326,0.00201,0.002439,0.003537
toy_instances/toy_instance_1.txt,41,60,0.006886,0.008661,0.001934,0.00216,0.005487,0.007193,0.002931,0.002954
toy_instances/toy_instance_1.txt,41,80,0.005318,0.006395,0.002304,0.005805,0.003528,0.002017,0.003195,0.007759
toy_instances/toy_instance_1.txt,41,100,0.001285,0.003116,0.004808,0.003412,0.006967,0.0022,0.006656,0.005408
