Gamma, tau, nb_path_to_select, limit_number_paths, time_master_BA, time_subproblem_BA, time_master_BAN, time_subproblem_BAN, time_master_BAUD, time_subproblem_BAUD, time_master_KCA, time_subproblem_KCA, time_master_KCF, time_subproblem_KCF, time_master_KCRDK, time_subproblem_KCRDK, time_master_KCRDKL, time_subproblem_KCRDKL, time_master_KCU, time_subproblem_KCU, time_master_KCUD, time_subproblem_KCUD, time_master_KCOG, time_subproblem_KCOG, time_master_KCOGL, time_subproblem_KCOGL
1,90,2,600,0.171411,0.000401,0.217154,0.000221,0.098169,0.000155,0.061009,0.000361,0.063533,0.000359,0.106708,0.003586,0.072102,0.00122,0.061612,0.000426,0.045567,0.000254,0.05767,0.001704,0.062629,0.001289
21,90,2,600,13.2158,0.115429,13.042,0.052583,23.505,0.048166,0.154559,0.007883,0.148965,0.008018,0.056471,0.008466,0.068897,0.010171,0.049881,0.010221,0.057571,0.007271,0.066405,0.01162,0.078721,0.010662
41,90,2,600,14.037,0.369555,13.8678,0.189777,28.2454,0.184533,0.25463,0.02671,0.250937,0.026603,0.048099,0.028216,0.045125,0.026167,0.045401,0.024434,0.084668,0.032059,0.042238,0.026421,0.043066,0.026499
61,90,2,600,13.0938,0.684382,17.0771,0.387667,29.1832,0.366749,0.504444,0.057606,0.502109,0.056247,0.057833,0.056878,0.057731,0.055867,0.056636,0.050814,0.067011,0.050836,0.056838,0.056378,0.05678,0.055094
81,90,2,600,15.6989,1.15236,17.4757,0.616879,33.1398,0.651828,0.704609,0.098302,0.737301,0.093009,0.079596,0.094906,0.078302,0.094185,0.076681,0.088475,0.084777,0.087326,0.079264,0.09477,0.077066,0.093751
101,90,2,600,13.1602,1.73466,15.9302,0.963284,29.0344,0.889346,0.672188,0.141233,0.684238,0.135882,0.105779,0.143589,0.103487,0.142008,0.102164,0.133264,0.110011,0.13292,0.105364,0.145351,0.101662,0.142046
1,90,2,600,0.105625,0.000376,0.116992,0.000246,0.094793,0.000159,0.03255,0.0002,0.027585,0.00019,0.05014,0.00066,0.054375,0.000393,0.056335,0.000373,0.044162,0.000321,0.04862,0.000729,0.039605,0.000496
21,90,2,600,0.769825,0.052432,0.90055,0.027122,0.992922,0.019642,0.147429,0.007631,0.147568,0.008599,0.02906,0.009865,0.039614,0.009973,0.028687,0.008139,0.03506,0.008951,0.028551,0.010012,0.030911,0.009059
41,90,2,600,0.87878,0.157129,1.00195,0.080367,1.00654,0.068926,0.399735,0.026226,0.36488,0.027475,0.042434,0.027831,0.039315,0.026431,0.038325,0.024284,0.043964,0.024426,0.038497,0.026984,0.038978,0.026392
61,90,2,600,0.941481,0.354028,1.10389,0.181022,1.11707,0.141748,1.27702,0.056328,1.11378,0.055694,0.057757,0.057163,0.055337,0.055189,0.053521,0.050724,0.059969,0.050654,0.05254,0.055612,0.053003,0.054755
