KCA,1,90,2,600,1,0.00491,0.004369,0.000479
KCF,1,90,2,600,1,0.004029,0.003469,0.000516
KCA,21,90,2,600,1,0.005392,0.004762,0.000567
KCF,21,90,2,600,1,0.004028,0.003495,0.000461
KCA,41,90,2,600,1,0.004124,0.003516,0.000514
KCF,41,90,2,600,1,0.007066,0.006316,0.000637
KCA,61,90,2,600,1,0.00415,0.003533,0.000519
KCF,61,90,2,600,1,0.005462,0.00446,0.000911
KCA,81,90,2,600,1,0.00568,0.005029,0.000572
KCF,81,90,2,600,1,0.004165,0.003593,0.000502
KCA,101,90,2,600,1,0.008619,0.008011,0.000549
KCF,101,90,2,600,1,0.004015,0.003458,0.000493
