STANDARD,1,1,3,0.042772
KC,1,1,1.1,0.019594
STANDARD,21,1,5,0.112552
KC,21,1,1.1,0.094318
STANDARD,41,1,5.6,0.256797
KC,41,1,1,0.203146
STANDARD,61,1,5.9,0.487226
KC,61,1,1,0.358781
STANDARD,81,1,6.6,0.856262
KC,81,1,1,0.587851
