gamma,time_BA,iter_BA,time_HOG,iter_HOG,time_HOGL,iter_HOGL,time_KCA,iter_KCA,time_KCF,iter_KCF,time_KCRDK,iter_KCRDK,time_KCRDKL,iter_KCRDKL,time_KCU,iter_KCU,time_KCUD,iter_KCUD
1,0.01812798,3.16,0.006698460000000001,1.6,0.00617076,1.6,0.00523366,1.26,0.00490078,1.26,0.0067427400000000005,1.66,0.005941699999999999,1.64,0.00594746,1.82,0.005602279999999999,1.52
21,0.29142654,8.56,0.03146074,1.22,0.03042382,1.22,0.05796888,1.0,0.0594557,1.0,0.03243252,1.24,0.03175096,1.26,0.029782180000000002,1.24,0.030586199999999997,1.22
41,0.39294567999999996,8.5,0.09906411999999999,1.3,0.09850272,1.3,0.2017239,1.0,0.1942465,1.0,0.09868314,1.3,0.09799506,1.3,0.09626586,1.32,0.09325346,1.22
61,0.53721876,8.44,0.19593022000000002,1.3,0.19487516,1.3,0.33832202,1.0,0.33222662,1.0,0.1962283,1.3,0.19529264000000002,1.3,0.1938183,1.32,0.18401556,1.22
81,0.76885606,8.66,0.33557436,1.32,0.33474798,1.32,0.53738338,1.0,0.53183692,1.0,0.33633152000000005,1.32,0.33521444,1.32,0.32862167999999997,1.32,0.31585747999999997,1.24
101,1.0306277400000001,8.62,0.53760692,1.34,0.53528718,1.34,0.81575428,1.0,0.81636848,1.0,0.53390156,1.32,0.53280032,1.32,0.52779076,1.34,0.5078490800000001,1.26
